"","FOXC2","TGF","TGFR","CDC42","PAK1","SNAI1","MEK","ERK","cfos","EGR1","TWIST1","Jagged","NOTCH","SHH","NOTCHic","HEY1","IKK","AKT","Csn","SMO","ZEB2","ZEB1","ILK","Csl","NFB","SMAD","FUS","SOSGRB2","SNAI2","RAS","RAF","PI3K","DELTA","cateninmemb","cateninnuc","KLF4","GLI","TCFLEF","GSK3","CD44","Wnt","cMet","Ecadherin","Frizzled","SRC","AXIN2","DSH","miR200","STAT","TrCP","LIV1","Destcompl","SUFU","Patched","RKIP"
"Destcompl",0.0367322641790727,0.0100238480340318,0.0136408693106275,0.011669038324712,0.00725727361882968,0.0630032777504831,0.0413412698412698,0.0431190476190476,0.0448333333333333,0.0573333333333333,-0.053325813723609,-0.219471279133887,-0.08266417323479,-0.207049047719356,-0.0788610412437385,-0.143134328358209,0.00410256410256411,7.03060380479778e-05,0.00666666666666667,-0.199534427836315,0.169559069892841,0.169559069892841,-0.134238834717708,-0.0794598436389481,0.00410256410256411,-0.133220504778808,-0.205194805194805,-0.0661467187782977,-0.238575844828552,-0.000958578563825431,0.00128142143617457,0.00128142143617457,0.00128142143617457,0.222726805662475,-0.191965718944096,-0.183066361881241,-0.18872399481929,-0.190410221975997,-0.0855335889599248,-0.187878576406377,-0.184376168732333,-0.183893756672032,0.0644288104213802,-0.180376168732333,-0.180376168732333,-0.240625468246667,-0.181746031746032,-0.181781933590956,-0.181746031746032,-0.04,-0.188888888888889,-0.0215264676877055,0.214285714285714,0.202312205614092,-0.0981923949333537
"AXIN2",0.0926520461453208,0.0502430909995653,0.0505952036756217,0.0548205557882977,0.0743010752688172,0.129231697032995,0.103498759305211,0.111025641025641,0.128333333333333,0.153333333333333,-0.048034529082225,-0.259717242354674,-0.0763125175720846,-0.246383573079887,-0.074453781512605,-0.164477431642433,0.0664689265536723,0.0618937631549795,0.108333333333333,-0.24625,0.227215238291703,0.227215238291703,-0.160307131702238,-0.0685714285714286,0.0783333333333333,-0.165426585627153,-0.24,-0.0810222143026847,-0.279705454642631,0.0655852280852281,0.0692889317889318,0.0692889317889318,0.0692889317889318,0.25426744077228,-0.243363984147727,-0.238948877209747,-0.237849014850832,-0.240625468246667,-0.168202454745394,-0.237537582260918,-0.235950280673617,-0.235950280673617,0.0730017019434226,-0.237674418604651,-0.237674418604651,0.181627884925862,-0.24,-0.241874778208703,-0.24,-0.133333333333333,-0.233333333333333,0.159192768681863,0.2,0.245073529411765,-0.157880255463653
"Wnt",0.136096256684492,0.175604395604396,0.118461538461538,0.08,0.1,0.0411027568922306,0.105555555555556,0.0555555555555556,0.0666666666666667,0.1,0.201351351351351,0.120857142857143,0.152380952380952,0.0119047619047619,0.1,-0.0571428571428571,0,0.0538461538461538,0.1,-0.0666666666666667,0.27047619047619,0.27047619047619,-0.0666666666666667,0.0666666666666667,0,-0.0884057971014493,-0.1,0.0866666666666667,0.336446886446886,0.149029550620738,0.118796992481203,0.118796992481203,0.118796992481203,-0.327270033191086,0.322027290448343,-0.233333333333333,0.286842105263158,0.305360623781676,-0.0681077694235589,0.286842105263158,0.25,0.25,-0.388281525962557,0.3,0.2,0.31030303030303,0.2,-0.27671568627451,0.1,-0.1,0,-0.0236718781079683,0,0.0166666666666667,-0.0952380952380952
"ZEB1",0.187466834241028,0.234003419992464,0.209272237196766,0.182857142857143,0.14,0.129004946545009,0.221344927536232,0.190144927536232,0.146666666666667,0.1,0.281078371466721,0.198422100775042,0.235347222222222,0.0564439731353835,0.207222222222222,-0.116029143897996,0.0886699507389163,0.120013234321006,0,0.0266666666666667,0.290374179495856,0.290374179495856,-0.136933962264151,0.185,0.0714285714285714,-0.132868921613744,0.0266666666666667,0.236883116883117,0.446875920332274,0.400487850642649,0.37856271695281,0.37856271695281,0.37856271695281,-0.558221833540369,0.403282649341938,-0.237967914438503,0.370107272380225,0.389120300464563,-0.340750642325294,0.371637782982045,0.35058064516129,0.352590163934426,-0.563808295682976,0.328,0.328,0.415405390629271,0.3,-0.40769703734534,0.3,0,0.25,0.360922669176526,0.0333333333333333,-0.0486178861788618,-0.116616953151331
"Frizzled",0.177429590017825,0.216029927519289,0.175604395604396,0.118461538461538,0.08,0.0526412184306921,0.149555555555556,0.105555555555556,0.0555555555555556,0.0666666666666667,0.222627947096032,0.127350649350649,0.188744588744589,0.0166666666666667,0.152380952380952,-0.0802197802197802,0.0538461538461538,0.0898461538461538,0,-0.0166666666666667,0.305359911406423,0.305359911406423,-0.0884057971014493,0.1,0,-0.10419527078566,-0.0666666666666667,0.12,0.361612449360794,0.16935475387277,0.149029550620738,0.149029550620738,0.149029550620738,-0.35559767824228,0.338989315764799,-0.266666666666667,0.305360623781676,0.322027290448343,-0.0870951111957108,0.305360623781676,0.286842105263158,0.286842105263158,-0.422302144519258,0.25,0.25,0.338874458874459,0.3,-0.311900871459695,0.2,-0.1,0.1,-0.010010675922176,0.1,-0.0119047619047619,-0.118642350557244
"DSH",0.193591206179441,0.232696594185956,0.216029927519289,0.175604395604396,0.118461538461538,0.0639088240644949,0.177888888888889,0.149555555555556,0.105555555555556,0.0555555555555556,0.236913661381746,0.134813335917814,0.203744588744589,0.0175675675675676,0.188744588744589,-0.0913308913308913,0.0898461538461538,0.101967365967366,0,0.0119047619047619,0.3289448170668,0.3289448170668,-0.10419527078566,0.152380952380952,0.0538461538461538,-0.102806381896771,-0.0166666666666667,0.14987012987013,0.382802040438861,0.18935475387277,0.16935475387277,0.16935475387277,0.16935475387277,-0.381012748484937,0.354638170726631,-0.298484848484849,0.321222692747194,0.338989315764799,-0.103396814358728,0.322027290448343,0.305360623781676,0.305360623781676,-0.44769584530666,0.286842105263158,0.286842105263158,0.359927090453406,0.25,-0.337987827981434,0.25,0,0.2,0.00105612367902043,0.0666666666666667,-0.0166666666666667,-0.135309017223911
"RAF",0.266095195127453,0.299253256396114,0.248232848232848,0.207692307692308,0.2,0.183596365375418,0.217474747474747,0.181111111111111,0.17,0.17,0.360999709386806,0.221636977886978,0.174730304020922,0.129699248120301,0.122556390977444,0.0475757575757576,0.0476923076923077,0.0884330484330484,0.1,0.0642857142857143,0.347777777777778,0.347777777777778,0.0286013986013986,0.0857142857142857,0.04,0.0116202665259269,0.05,0.055831608005521,0.621810176125245,0.0935827216261999,0.050974025974026,0.050974025974026,0.050974025974026,-0.470151159400273,0.372433227507063,-0.314444444444444,0.32,0.34935630443014,-0.160683760683761,0.318421052631579,0.27,0.268421052631579,-0.533311256949417,0.2,0.2,0.337271448663854,0.1,-0.357680976199637,0.1,-0.1,0,0.0225869909373607,-0.1,-0.101127819548872,-0.199365079365079
"HEY1",0.38483385884065,0.369446243254462,0.339143212951432,0.307636363636364,0.263636363636364,0.325302775441548,0.363613847452857,0.328877005347594,0.281818181818182,0.2,0.409038954284359,0.336626113984605,0.369222661396574,0.290272904483431,0.338787878787879,0.0471929824561404,0.296842105263158,0.327454350161117,0.2,0.253333333333333,0.349575692345904,0.349575692345904,0.00303030303030303,0.305454545454545,0.26,-0.000499108734402852,0.233333333333333,0.28138936535163,0.464749561875156,0.400897435897436,0.375897435897436,0.375897435897436,0.375897435897436,-0.592305954279639,0.395243057607236,-0.264529914529915,0.353897196408636,0.376344434328137,-0.347641773797487,0.353267511251214,0.326310989512084,0.326310989512084,-0.671304150377738,0.296078431372549,0.296078431372549,0.40259545543053,0.266666666666667,-0.358095238095238,0.266666666666667,-0.1,0.233333333333333,0.341987979717644,-0.2,-0.271851851851852,-0.322114887010523
"FOXC2",0.38483385884065,0.369446243254462,0.339143212951432,0.307636363636364,0.263636363636364,0.325302775441548,0.363613847452857,0.328877005347594,0.281818181818182,0.2,0.409038954284359,0.336626113984605,0.369222661396574,0.290272904483431,0.338787878787879,0.0471929824561404,0.296842105263158,0.327454350161117,0.2,0.253333333333333,0.349575692345904,0.349575692345904,0.00303030303030303,0.305454545454545,0.26,-0.000499108734402852,0.233333333333333,0.28138936535163,0.464749561875156,0.400897435897436,0.375897435897436,0.375897435897436,0.375897435897436,-0.592305954279639,0.395243057607236,-0.264529914529915,0.353897196408636,0.376344434328137,-0.347641773797487,0.353267511251214,0.326310989512084,0.326310989512084,-0.671304150377738,0.296078431372549,0.296078431372549,0.40259545543053,0.266666666666667,-0.358095238095238,0.266666666666667,-0.1,0.233333333333333,0.341987979717644,-0.2,-0.271851851851852,-0.322114887010523
"PI3K",0.235448180275766,0.259292301900998,0.217474120082816,0.160952380952381,0.114285714285714,0.148463203463203,0.183603238866397,0.13974358974359,0.0897435897435898,0.0666666666666667,0.26453352409878,0.142365591397849,0.201894605258018,0.0185359477124183,0.166045548654244,-0.095,0.177142857142857,0.203809523809524,0.1,-0.0111111111111111,0.353188104510097,0.353188104510097,-0.100661375661376,0.10952380952381,0.12,-0.110806303197608,-0.0666666666666667,0.157657657657658,0.39034216640002,0.213079341851978,0.184910327767471,0.184910327767471,0.184910327767471,-0.388724183508888,0.373588275890066,-0.315126050420168,0.330365769496204,0.352718710672675,-0.179822158517811,0.330365769496204,0.303381642512077,0.303381642512077,-0.461116142668385,0.255555555555556,0.255555555555556,0.357687074829932,0.2,-0.354391534391534,0.2,-0.2,0.1,-0.0206036102262518,0.1,-0.0065359477124183,-0.150332352620682
"ILK",0.235448180275766,0.259292301900998,0.217474120082816,0.160952380952381,0.114285714285714,0.148463203463203,0.183603238866397,0.13974358974359,0.0897435897435898,0.0666666666666667,0.26453352409878,0.142365591397849,0.201894605258018,0.0185359477124183,0.166045548654244,-0.095,0.177142857142857,0.203809523809524,0.1,-0.0111111111111111,0.353188104510097,0.353188104510097,-0.100661375661376,0.10952380952381,0.12,-0.110806303197608,-0.0666666666666667,0.157657657657658,0.39034216640002,0.213079341851978,0.184910327767471,0.184910327767471,0.184910327767471,-0.388724183508888,0.373588275890066,-0.315126050420168,0.330365769496204,0.352718710672675,-0.179822158517811,0.330365769496204,0.303381642512077,0.303381642512077,-0.461116142668385,0.255555555555556,0.255555555555556,0.357687074829932,0.2,-0.354391534391534,0.2,-0.2,0.1,-0.0206036102262518,0.1,-0.0065359477124183,-0.150332352620682
"cateninnuc",0.384566949083078,0.370353034459732,0.350953496353496,0.326028571428571,0.296428571428571,0.320741258433782,0.370510738976391,0.350131592056959,0.324970301734379,0.297101449275362,0.317936458917849,0.223084940580557,0.363064827911363,0.169422627170526,0.345738095238095,0.035404746115953,0.309025974025974,0.323571428571429,0.261904761904762,0.150300120048019,0.370885236347188,0.370885236347188,-0.0111289127430757,0.323238095238095,0.288571428571429,-0.0145614070222519,0.131932773109244,0.257808163381051,0.461916832034194,0.387700624974985,0.372348631760396,0.372348631760396,0.372348631760396,-0.406712319387648,0.17971732594591,-0.291798088654847,0.25438952390319,0.267562007994306,-0.33634248310888,0.253427465288335,0.238054862548609,0.237027465288335,-0.48726288210511,0.217402688635565,0.216375291375291,0.395243057607236,0.191375291375291,-0.378607822904768,0.191375291375291,-0.233333333333333,0.160606060606061,0.319506053786117,-0.114285714285714,-0.162300120048019,-0.338384115916284
"SHH",0.342857142857143,0.433333333333333,0.4,0.3,0.2,0.260606060606061,0.3,0.2,0.1,0,0.192857142857143,0.133333333333333,0.22,0.2,0.2,0,0.1,0.133333333333333,0,0.3,0.371428571428571,0.371428571428571,0,0.1,0,0,0.2,0.25,0.36727969348659,0.303846153846154,0.25,0.25,0.25,-0.299068100358423,0.241111111111111,-0.3,0.25,0.196666666666667,-0.271794871794872,0.15,0.2,0.1,-0.339705882352941,0.2,0.1,0.276190476190476,0.2,-0.381818181818182,0.1,0,0,0.272987012987013,-0.2,-0.3,-0.25
"STAT",0.102354167571559,0.123711967545639,0.110378634212306,0.0839080459770115,0.0666666666666667,-0.00500290754022097,0.162087595069499,0.14989247311828,0.146666666666667,0.18,0.0245861053479183,-0.0388879722818017,-0.0656976744186047,-0.101689804448425,-0.075,-0.181666666666667,-0.120833333333333,-0.116287878787879,-0.133333333333333,-0.113333333333333,0.374970069130653,0.374970069130653,-0.170695970695971,-0.1,-0.133333333333333,-0.177217709826405,-0.133333333333333,-0.035978835978836,0.0886875491101118,-0.0411578755906411,-0.0506816851144506,-0.0506816851144506,-0.0506816851144506,-0.0383896294412007,0.013179236059942,-0.267821067821068,0.000949163449163451,0.00735776128633272,0.0569019655001938,0.00191558441558442,-0.00535714285714285,-0.00535714285714285,-0.165422518391948,-0.0196428571428571,-0.0196428571428571,-0.0496163167081872,-0.0571428571428571,-0.394275734847652,-0.0571428571428571,0.1,0,-0.0688436428196748,0.133333333333333,0.102988505747126,-0.0863291139240506
"SNAI2",0.421863135347815,0.40866831410992,0.374483010595543,0.333613445378151,0.276470588235294,0.362312599681021,0.392855224281493,0.349019607843137,0.288235294117647,0.2,0.445750085920495,0.38736851919855,0.409406796211307,0.337481840193705,0.374712918660287,0.0503743315508021,0.323148148148148,0.359990253411306,0.2,0.293333333333333,0.37520108080935,0.37520108080935,0.00212765957446809,0.332894736842105,0.275,0.00061250805931657,0.26,0.323799864773496,0.710642286405021,0.442051352058506,0.412827607766268,0.412827607766268,0.412827607766268,-0.63726470509432,0.449295844035727,-0.28525641025641,0.402974962071897,0.427956280172798,-0.386190476190476,0.40259545543053,0.373563197366014,0.373563197366014,-0.807334483013435,0.341168831168831,0.341168831168831,0.447100565604419,0.305454545454545,-0.383594232295617,0.305454545454545,-0.1,0.26,0.385743987724154,-0.2,-0.317142857142857,-0.35036013986014
"RAS",0.314465753424658,0.344137931034483,0.295249042145594,0.271111111111111,0.26,0.261052631578947,0.305626477541371,0.282222222222222,0.26,0.26,0.361247947454844,0.196366894753992,0.221159420289855,0.0369047619047619,0.173333333333333,-0.0215608465608466,0.0727272727272727,0.103761755485893,0.2,-0.025,0.37952380952381,0.37952380952381,-0.0325714285714286,0.166666666666667,0.1,-0.047956043956044,0,0.00909090909090908,0.574656181833148,0.153213841175006,0.205641025641026,0.205641025641026,0.205641025641026,-0.397241647241647,0.406444774718398,-0.343809523809524,0.338970588235294,0.378797715894869,-0.213642424242424,0.338172715894869,0.276470588235294,0.276470588235294,-0.463498863908499,0.2,0.2,0.349934123847167,0.1,-0.389284685142809,0.1,-0.2,0,-0.0340770511911451,-0.1,-0.00833333333333333,-0.363354037267081
"AKT",0.25684556018843,0.281895041627025,0.259292301900998,0.217474120082816,0.160952380952381,0.167137902258384,0.212274567537725,0.183603238866397,0.13974358974359,0.0897435897435898,0.285211490200475,0.155336302694921,0.222757914610536,0.0261117052881759,0.201894605258018,-0.100263157894737,0.203809523809524,0.119598997493734,0.12,0.0065359477124183,0.380830380932861,0.380830380932861,-0.110806303197608,0.166045548654244,0.177142857142857,-0.110806303197608,-0.0111111111111111,0.191775304716481,0.416378298174727,0.238204969992681,0.213079341851978,0.213079341851978,0.213079341851978,-0.418471713695496,0.391524393826184,-0.347126050420168,0.352003196396789,0.373588275890066,-0.199231441218233,0.352718710672675,0.330365769496204,0.330365769496204,-0.491697440056759,0.303381642512077,0.303381642512077,0.385299015128439,0.255555555555556,-0.382872547049762,0.255555555555556,-0.1,0.2,-0.0068579057588978,0.0666666666666667,-0.0185359477124183,-0.172391176150094
"SOSGRB2",0.344869572175397,0.373315292110225,0.328433402346446,0.293650793650794,0.271428571428571,0.316190476190476,0.350353302611367,0.318095238095238,0.30952380952381,0.276190476190476,0.390353260869565,0.310488116534628,0.357145222718993,0.198518518518519,0.316161616161616,0.131886534518113,0.25047619047619,0.271528822055138,0.3,0.15,0.380844510680576,0.380844510680576,0.106666666666667,0.288888888888889,0.257142857142857,0.0938461538461538,0.15,-0.0314705882352941,0.643564684513499,0.332628952967936,0.285875706214689,0.285875706214689,0.285875706214689,-0.490830394558781,0.396669212503298,-0.34969696969697,0.331521739130435,0.36914446002805,-0.312728299892479,0.330434782608696,0.275,0.273913043478261,-0.555584809898408,0.2,0.2,0.345606435643564,0.1,-0.392564102564103,0.1,-0.2,0,-0.0356532356532357,-0.2,-0.168518518518519,-0.354761904761905
"MEK",0.308659297691556,0.343382811051984,0.299253256396114,0.248232848232848,0.207692307692308,0.207920689699743,0.162117604617605,0.217474747474747,0.181111111111111,0.17,0.392707026459977,0.239345311220311,0.215408270122617,0.145889724310777,0.174730304020922,0.0309090909090909,0.0884330484330484,0.121766381766382,0.04,0.101127819548872,0.38359173126615,0.38359173126615,0.0116202665259269,0.122556390977444,0.0476923076923077,0.00433549831400637,0.0642857142857143,0.0859520899332319,0.654129567760226,0.126916054959533,0.0935827216261999,0.0935827216261999,0.0935827216261999,-0.504262702850338,0.392511582061422,-0.34478152309613,0.350935251798561,0.372433227507063,-0.187401317935669,0.34935630443014,0.32,0.318421052631579,-0.572711256949417,0.27,0.268421052631579,0.378555852333578,0.2,-0.392463584895289,0.2,-0.1,0.1,0.0415988061897774,-0.05,-0.129699248120301,-0.231148025101513
"Csn",0.190767195767196,0.233696195840026,0.208905109489051,0.16,0.1,0.0706234686392933,0.223736263736264,0.188021978021978,0.142307692307692,0.0923076923076923,0.260239968748256,0.114112376731382,0.205140368802608,0.00761810771789389,0.182787427626137,-0.123704073704074,0.0862573099415205,0.104938628622839,0,-0.00820512820512821,0.393698360940829,0.393698360940829,-0.133184281842818,0.138172043010753,0.0473684210526316,-0.134662114355134,-0.0415384615384615,0.160190707521623,0.426512286268769,0.229439750176805,0.204029914111231,0.204029914111231,0.204029914111231,-0.425648339729157,0.404426164684673,-0.358396048396048,0.365160876505944,0.386160724474424,-0.13966966966967,0.366300097296723,0.344973083078714,0.344973083078714,-0.494829185921338,0.318390804597701,0.318390804597701,0.401470871449206,0.266666666666667,-0.405622257620278,0.266666666666667,-0.1,0.2,0.0460517377143615,0.08,-0.00327028163093736,-0.140606060606061
