"","TGF","TGFR","CDC42","PAK1","EGR1","MEK","ERK","cfos","SNAI1","HEY1","SMAD","ILK","NFB","SHH","IKK","AKT","SMO","FUS","Csn","TWIST1","Jagged","cateninmemb","NOTCH","NOTCHic","Csl","Ecadherin","SOSGRB2","KLF4","ZEB2","ZEB1","SNAI2","GSK3","RAS","RAF","PI3K","DELTA","miR200","FOXC2","GLI","Wnt","cateninnuc","TCFLEF","Frizzled","CD44","cMet","DSH","SRC","TrCP","SUFU","STAT","LIV1","AXIN2","Patched","Destcompl","RKIP"
"Destcompl",0.018259194784992,0.0228897366569132,0.0244686840253343,0.0210204081632653,0.0625641025641026,0.048036380856468,0.0518338492108984,0.0534731934731935,0.0899406586587774,0.00964317733548503,0.0132957393483709,0.0134126984126984,0.0523809523809524,-0.124758489949037,0.0478764478764479,0.0411650384804747,-0.114734537493158,-0.111877394636015,0.0523809523809524,-0.0481681962241648,-0.192565992154574,0.236033457551728,-0.0670390055473265,-0.0620289855072464,-0.0576811594202899,0.0840904736317048,-0.0663214036521844,-0.201940731632204,0.18923678105223,0.18923678105223,-0.244027912037796,-0.0826154469683133,-0.00599839782039809,-0.00458552497895382,-0.00458552497895382,-0.00458552497895382,-0.201158739059284,-0.0924023530701356,-0.197267476258389,-0.195968774959688,-0.198839206979129,-0.197564347213703,-0.192998477929985,-0.196605443104114,-0.19548604011904,-0.188888888888889,-0.192998477929985,-0.0666666666666667,0.122222222222222,-0.188888888888889,-0.188888888888889,-0.250371473390494,0.121470288788495,-0.0267301789361778,-0.11766688896869
"AXIN2",0.0601180211433139,0.0620982191631159,0.0647530864197531,0.0783333333333333,0.153333333333333,0.111156525680629,0.117363422232353,0.131382113821138,0.151254061968573,0.0187481889307447,0.0181159420289855,0.0220841959972395,0.109178743961353,-0.15719269801237,0.104830917874396,0.100386473429952,-0.152930402930403,-0.157692307692308,0.122222222222222,-0.0439593599498941,-0.227321791017443,0.269487960057932,-0.0581517984149563,-0.0540977443609023,-0.0505263157894737,0.0957169194963597,-0.0784895235666624,-0.252988588338008,0.244395774361504,0.244395774361504,-0.286409594150024,-0.16542246083436,0.0603549927413099,0.0650794021901288,0.0650794021901288,0.0650794021901288,-0.258746169428383,-0.144631769479545,-0.248918511345468,-0.245773857257418,-0.251625256356339,-0.250371473390494,-0.242325581395349,-0.248612973976661,-0.245773857257418,-0.24,-0.242325581395349,-0.133333333333333,0.15,-0.24,-0.233333333333333,0.171949272809879,0.152930402930403,0.153467804500987,-0.177367265351136
"Wnt",0.194492753623188,0.146666666666667,0.1,0.1,0.1,0.119607843137255,0.0666666666666667,0.0666666666666667,0.0959627329192547,0.0656410256410257,0.0566487775790101,0.058974358974359,0.0666666666666667,0.10021645021645,0.0866666666666667,0.136666666666667,0.05,0,0.1,0.206176470588235,0.135245098039216,-0.275508474576271,0.18452380952381,0.142857142857143,0.1,-0.322826982878124,0.0939393939393939,-0.262745098039216,0.304208512673362,0.304208512673362,0.312586206896552,-0.056974921630094,0.130997949419002,0.108270676691729,0.108270676691729,0.108270676691729,-0.306262626262626,0.0811336032388664,0.251315789473684,0.225,0.293274162226759,0.272744360902256,0.3,0.251315789473684,0.225,0.2,0.2,-0.1,0,0.1,0,0.278787878787879,-0.0954545454545455,-0.0449057426174131,-0.12
"Frizzled",0.224016563146998,0.194492753623188,0.146666666666667,0.1,0.0666666666666667,0.160348583877996,0.119607843137255,0.0666666666666667,0.105486542443064,0.0635133660665576,0.0631908336537765,0.0566487775790101,0.0866666666666667,0.106668063119676,0.136666666666667,0.155416666666667,0.0954545454545455,0.05,0.0666666666666667,0.224271708683473,0.146356209150327,-0.302492601560398,0.20609243697479,0.18452380952381,0.142857142857143,-0.348234908286049,0.121212121212121,-0.300840336134454,0.334901581980293,0.334901581980293,0.338138257369738,-0.0745506792058516,0.150682988789081,0.130997949419002,0.130997949419002,0.130997949419002,-0.339075126262626,0.0927615102156106,0.272744360902256,0.251315789473684,0.309940828893426,0.293274162226759,0.225,0.272744360902256,0.251315789473684,0.3,0.225,-0.1,0,0.2,0.1,0.304369274136716,-0.10021645021645,-0.0308473871797473,-0.134285714285714
"HEY1",0.373652623798965,0.340969696969697,0.307636363636364,0.263636363636364,0.2,0.364959479574398,0.328877005347594,0.281818181818182,0.33671420000923,0.111306340718105,0.105159420289855,0.0906666666666667,0.26,0.324798387096774,0.302857142857143,0.33989417989418,0.266666666666667,0.233333333333333,0.2,0.410653594771242,0.351772295670347,-0.5793154835228,0.376317269274404,0.342296650717703,0.305454545454545,-0.647634230765716,0.28138936535163,-0.266666666666667,0.354514963880289,0.354514963880289,0.461017994816897,-0.346953472415037,0.399426847662142,0.375897435897436,0.375897435897436,0.375897435897436,-0.362568172568173,0.0660124128968654,0.350448920546567,0.326310989512084,0.386582713023831,0.369521691853221,0.296078431372549,0.349789250381649,0.326310989512084,0.266666666666667,0.296078431372549,-0.1,-0.2,0.266666666666667,0.233333333333333,0.400444917796122,-0.297916666666667,0.338973411022476,-0.328674500103071
"FOXC2",0.373652623798965,0.340969696969697,0.307636363636364,0.263636363636364,0.2,0.364959479574398,0.328877005347594,0.281818181818182,0.33671420000923,0.111306340718105,0.105159420289855,0.0906666666666667,0.26,0.324798387096774,0.302857142857143,0.33989417989418,0.266666666666667,0.233333333333333,0.2,0.410653594771242,0.351772295670347,-0.5793154835228,0.376317269274404,0.342296650717703,0.305454545454545,-0.647634230765716,0.28138936535163,-0.266666666666667,0.354514963880289,0.354514963880289,0.461017994816897,-0.346953472415037,0.399426847662142,0.375897435897436,0.375897435897436,0.375897435897436,-0.362568172568173,0.0660124128968654,0.350448920546567,0.326310989512084,0.386582713023831,0.369521691853221,0.296078431372549,0.349789250381649,0.326310989512084,0.266666666666667,0.296078431372549,-0.1,-0.2,0.266666666666667,0.233333333333333,0.400444917796122,-0.297916666666667,0.338973411022476,-0.328674500103071
"DSH",0.23899914154421,0.224016563146998,0.194492753623188,0.146666666666667,0.0666666666666667,0.180649335757695,0.160348583877996,0.119607843137255,0.120269151138716,0.072285295891119,0.0748889468613236,0.0631908336537765,0.136666666666667,0.118324504837467,0.155416666666667,0.165761494252874,0.10021645021645,0.0954545454545455,0.0866666666666667,0.239874545562906,0.161084891320869,-0.323576229357807,0.220777751660105,0.20609243697479,0.18452380952381,-0.370447375362432,0.143163340724316,-0.328995675940279,0.356161424499978,0.356161424499978,0.358976441304546,-0.090559959948311,0.170570943971154,0.150682988789081,0.150682988789081,0.150682988789081,-0.361636101872382,0.0957918132459136,0.293005798810752,0.272744360902256,0.322496483390309,0.309940828893426,0.251315789473684,0.293274162226759,0.272744360902256,0.225,0.251315789473684,-0.0666666666666667,-0.05,0.225,0.2,0.326732143335028,-0.106668063119676,-0.019778684889671,-0.148971028971029
"PI3K",0.259274509803922,0.225941176470588,0.177941176470588,0.125,0.0666666666666667,0.189162878266061,0.148179271708683,0.0952380952380952,0.16170692431562,0.0747923182995325,0.0798917967186875,0.0694917967186875,0.2,0.121581196581197,0.252941176470588,0.270889894419306,0.1,0.05,0.166666666666667,0.25807849393024,0.167719298245614,-0.339051689019967,0.221960297766749,0.196153846153846,0.15,-0.396163546293927,0.158461538461538,-0.336842105263158,0.372030202703799,0.372030202703799,0.368207088993487,-0.168302068302068,0.196522801399514,0.169125541125541,0.169125541125541,0.169125541125541,-0.373336824156496,0.0788524970963995,0.301694537346711,0.272463768115942,0.3444460080206,0.324858379154621,0.233333333333333,0.301694537346711,0.272463768115942,0.2,0.233333333333333,-0.2,0,0.2,0.1,0.326857142857143,-0.107692307692308,-0.040310940980829,-0.159599224305107
"ILK",0.259274509803922,0.225941176470588,0.177941176470588,0.125,0.0666666666666667,0.189162878266061,0.148179271708683,0.0952380952380952,0.16170692431562,0.0747923182995325,0.0798917967186875,0.0694917967186875,0.2,0.121581196581197,0.252941176470588,0.270889894419306,0.1,0.05,0.166666666666667,0.25807849393024,0.167719298245614,-0.339051689019967,0.221960297766749,0.196153846153846,0.15,-0.396163546293927,0.158461538461538,-0.336842105263158,0.372030202703799,0.372030202703799,0.368207088993487,-0.168302068302068,0.196522801399514,0.169125541125541,0.169125541125541,0.169125541125541,-0.373336824156496,0.0788524970963995,0.301694537346711,0.272463768115942,0.3444460080206,0.324858379154621,0.233333333333333,0.301694537346711,0.272463768115942,0.2,0.233333333333333,-0.2,0,0.2,0.1,0.326857142857143,-0.107692307692308,-0.040310940980829,-0.159599224305107
"RAF",0.313413440142412,0.267619047619048,0.22,0.2,0.17,0.227666911225238,0.187241379310345,0.17,0.214233560028769,0.159581881533101,0.156725110893631,0.153754813863928,0.0857142857142857,0.202032786885246,0.110714285714286,0.156168831168831,0.14,0.1,0.1,0.357944147355912,0.241565607567305,-0.422201529260353,0.202719502719503,0.156565656565657,0.111111111111111,-0.472218520559881,0.0613968253968254,-0.332663797226208,0.372663797226208,0.372663797226208,0.599633968642536,-0.149881796690307,0.0769258519258519,0.0418831168831169,0.0418831168831169,0.0418831168831169,-0.380952950808151,0.0329796640141468,0.288461538461538,0.25,0.340072917573922,0.3158998895841,0.2,0.28582995951417,0.247368421052632,0.1,0.2,-0.1,-0.1,0.1,0,0.309798406000938,-0.184,0.000467016074722562,-0.226050420168067
"SHH",0.44,0.4,0.3,0.2,0,0.3,0.2,0.1,0.283333333333333,0.0666666666666667,0.1,0.0666666666666667,0,0.253333333333333,0.1,0.15,0.3,0.2,0,0.2,0.162857142857143,-0.270394265232975,0.233333333333333,0.2,0.1,-0.285,0.25,-0.3,0.375,0.375,0.360383141762452,-0.271794871794872,0.303846153846154,0.25,0.25,0.25,-0.383333333333333,-0.1,0.25,0.2,0.222222222222222,0.183333333333333,0.2,0.15,0.1,0.2,0.1,0,-0.2,0.1,0,0.276190476190476,-0.333333333333333,0.267272727272727,-0.26
"SNAI2",0.41151863197899,0.375493787258493,0.333613445378151,0.276470588235294,0.2,0.393614202437732,0.349019607843137,0.288235294117647,0.37146790711633,0.116169379144063,0.112087517128288,0.0934272300469483,0.275,0.365447812927988,0.326724137931034,0.36889281262983,0.301176470588235,0.26,0.2,0.44707977216696,0.400205607781016,-0.626581906802566,0.41441672362725,0.376754385964912,0.332894736842105,-0.78617327845647,0.323799864773496,-0.286538461538462,0.378588839941263,0.378588839941263,0.707929415975615,-0.385748368724354,0.441138110049373,0.412827607766268,0.412827607766268,0.412827607766268,-0.386587993124707,0.100110179073485,0.400835924638742,0.373563197366014,0.442018523482233,0.422919144600246,0.341168831168831,0.400444917796122,0.373563197366014,0.305454545454545,0.341168831168831,-0.1,-0.2,0.305454545454545,0.26,0.445784776130734,-0.335870348139256,0.383575223755638,-0.355166666666667
"cateninnuc",0.374214806124458,0.355874194770746,0.331736263736264,0.299428571428571,0.297101449275362,0.374484659749967,0.353842457915105,0.327260179434092,0.334588406797457,0.124481847142868,0.111715903923271,0.103393939393939,0.304166666666667,0.213756052512079,0.328166666666667,0.343791666666667,0.18792349726776,0.163333333333333,0.270833333333333,0.318288574780717,0.241214320815246,-0.387307116390389,0.370660049449959,0.354296413086322,0.332203389830509,-0.454031917942533,0.258791198657297,-0.301618152507832,0.381875283441408,0.381875283441408,0.454532782648554,-0.333259158328773,0.382562462562463,0.368084348084348,0.368084348084348,0.368084348084348,-0.389374984641859,0.0186578394283312,0.244729560691443,0.229314540928597,0.168035572890117,0.256906050658689,0.211923236580771,0.243687230643752,0.228211040167562,0.191375291375291,0.210819735819736,-0.233333333333333,-0.133333333333333,0.191375291375291,0.160606060606061,0.386582713023831,-0.202209211553474,0.313300729699984,-0.348542376564709
"AKT",0.280724660861323,0.259274509803922,0.225941176470588,0.177941176470588,0.0952380952380952,0.211947688392643,0.189162878266061,0.148179271708683,0.183010182460983,0.0875742731867506,0.0910029078297986,0.0798917967186875,0.252941176470588,0.138423301844354,0.270889894419306,0.186041409570821,0.107692307692308,0.1,0.2,0.278567790566326,0.185600092947601,-0.36423007841854,0.242692005083823,0.221960297766749,0.196153846153846,-0.423133243263624,0.185128205128205,-0.366756635177688,0.398057599964073,0.398057599964073,0.393031209596502,-0.186850455398843,0.220378223086261,0.196522801399514,0.196522801399514,0.196522801399514,-0.399540032712646,0.0803562564948958,0.324599565279672,0.301694537346711,0.359522931097523,0.3444460080206,0.272463768115942,0.324858379154621,0.301694537346711,0.233333333333333,0.272463768115942,-0.166666666666667,-0.05,0.233333333333333,0.2,0.353932955131511,-0.121581196581197,-0.0273250021884386,-0.180096118715045
"RAS",0.363808969132207,0.315294117647059,0.28,0.26,0.26,0.315727554179567,0.286315789473684,0.26,0.302949852507375,0.161857707509881,0.158750773036487,0.156709956709957,0.166666666666667,0.189480225988701,0.173333333333333,0.212222222222222,0.116666666666667,0.1,0.2,0.361603927986907,0.244372166370984,-0.349212782189871,0.273485600794439,0.226315789473684,0.2,-0.405742945399504,0.0125541125541125,-0.356428571428571,0.398696612665685,0.398696612665685,0.553018897725046,-0.204793281653747,0.138974358974359,0.200512820512821,0.200512820512821,0.200512820512821,-0.407661538461538,-0.0536507936507937,0.310539215686275,0.264705882352941,0.372250102342463,0.344771348801386,0.2,0.309386733416771,0.264705882352941,0.1,0.2,-0.2,-0.1,0.1,0,0.32635046113307,-0.160666666666667,-0.0550667591365266,-0.392622641509434
"SOSGRB2",0.386998675083781,0.343736263736264,0.301428571428571,0.271428571428571,0.276190476190476,0.359400959400959,0.323037323037323,0.30952380952381,0.35163184079602,0.261647727272727,0.259196932100158,0.252903225806452,0.288888888888889,0.294049863817306,0.304678362573099,0.338011695906433,0.233333333333333,0.2,0.3,0.390144927536232,0.343561225440774,-0.441123864123864,0.388397517974983,0.347552447552448,0.309090909090909,-0.491652642216503,-0.0272222222222222,-0.362017543859649,0.400588972431078,0.400588972431078,0.622810507237692,-0.303604368204649,0.31883963494133,0.27909604519774,0.27909604519774,0.27909604519774,-0.410651126415904,-0.0672527472527473,0.303260869565217,0.258333333333333,0.362093332924963,0.335133485888635,0.2,0.301449275362319,0.256521739130435,0.1,0.2,-0.2,-0.2,0.1,0,0.321225247524752,-0.268468468468469,-0.0563643664314805,-0.381834795321637
"MEK",0.349179863500076,0.313413440142412,0.267619047619048,0.22,0.17,0.171000244558572,0.227666911225238,0.187241379310345,0.23474638054159,0.163218245169465,0.165950203144554,0.156725110893631,0.110714285714286,0.217065466623808,0.156168831168831,0.180874713521772,0.184,0.14,0.0857142857142857,0.38614927556104,0.260418066583699,-0.454396651211572,0.232646510018773,0.202719502719503,0.156565656565657,-0.504823256443305,0.0880634920634921,-0.369918699186992,0.407584432146842,0.407584432146842,0.630534211951539,-0.174206121014632,0.107719502719503,0.0769258519258519,0.0769258519258519,0.0769258519258519,-0.416556665978429,0.0365832676177504,0.318531468531469,0.288461538461538,0.359775519804405,0.340072917573922,0.25,0.3158998895841,0.28582995951417,0.2,0.247368421052632,-0.1,-0.1,0.2,0.1,0.345834442036974,-0.202032786885246,0.0182494428529652,-0.252366209641751
"CD44",0.372222222222222,0.35,0.3,0.2,0.3,0.415,0.385,0.325,0.373019670388091,0.204093567251462,0.197619047619048,0.183333333333333,0.2,0.177272727272727,0.266666666666667,0.26,0.15,0.1,0.2,0.346227106227106,0.182470862470862,-0.0971794871794872,0.24812030075188,0.242857142857143,0.2,-0.213072413418738,-0.00238095238095239,-0.277777777777778,0.420634920634921,0.420634920634921,0.425361305361305,-0.219642857142857,0.198095238095238,0.166666666666667,0.166666666666667,0.166666666666667,-0.431699604743083,-0.135,0.01,-0.05,0.0957602862254025,0.0588372093023256,-0.1,0.01,0.05,0,0,-0.1,-0.1,0.1,0.1,-0.03,-0.15,-0.173131070610062,-0.423703703703704
"IKK",0.522791919191919,0.469191919191919,0.405555555555556,0.35,0.1,0.252190476190476,0.178857142857143,0.142857142857143,0.287454057110546,0.181940144478844,0.18578795379538,0.172916666666667,0.314285714285714,0.248837803320562,0.264285714285714,0.321042471042471,0.18,0.12,0.3,0.520718954248366,0.274198687910028,-0.531033845112058,0.356565656565657,0.307359307359307,0.245454545454545,-0.624597948129142,0.301890756302521,-0.363369963369963,0.425418546365915,0.425418546365915,0.642673769660071,-0.213956043956044,0.368068300912553,0.327223230490018,0.327223230490018,0.327223230490018,-0.428840579710145,0.127936507936508,0.354700854700855,0.316239316239316,0.413200461366091,0.385774301028538,0.277777777777778,0.354700854700855,0.316239316239316,0.2,0.277777777777778,-0.2,-0.1,0.2,0.1,0.385476190476191,-0.228148148148148,0.124691192311819,-0.277322404371585
"Csn",0.251846762814597,0.230605712695265,0.194708276797829,0.145454545454545,0.106666666666667,0.229069264069264,0.204069264069264,0.161212121212121,0.143644092790559,0.0753737541528239,0.0803051834347241,0.0687370600414079,0.155,0.122154879611252,0.175833333333333,0.191033333333333,0.0963924963924964,0.0873015873015873,0.105,0.261310581268506,0.161633592988145,-0.353073916114127,0.237364024864025,0.217171717171717,0.18989898989899,-0.407307724617547,0.153649256312695,-0.394652014652015,0.426504549214227,0.426504549214227,0.390182929151813,-0.11829224611935,0.199625232787668,0.175632910330854,0.175632910330854,0.175632910330854,-0.435008646556517,0.096324580240867,0.322992678438494,0.298975211189586,0.358689081167632,0.343355346952358,0.271264367816092,0.32341965563403,0.298975211189586,0.233333333333333,0.271264367816092,-0.18,-0.0428571428571429,0.233333333333333,0.2,0.352513475763299,-0.108220453381744,0.0115092616991112,-0.164449499197186
