"","TGF","TGFR","CDC42","PAK1","MEK","EGR1","SNAI1","ERK","cfos","HEY1","SMAD","ILK","SHH","NFB","IKK","AKT","SMO","TWIST1","FUS","Csn","Jagged","NOTCH","NOTCHic","Csl","cateninmemb","SOSGRB2","KLF4","ZEB2","ZEB1","SNAI2","Ecadherin","RAS","RAF","PI3K","DELTA","GSK3","miR200","GLI","cateninnuc","TCFLEF","Wnt","CD44","Frizzled","cMet","DSH","SRC","STAT","TrCP","SUFU","LIV1","AXIN2","Patched","Destcompl","RKIP"
"Destcompl",0.021833880405309,0.0259155130583702,0.0259155130583702,0.0210204081632653,0.049799185078155,0.0625641025641026,0.0922990711049988,0.0523742923742924,0.0534731934731935,0.00964317733548503,0.0135304840428515,0.0134126984126984,-0.122513112452103,0.0523809523809524,0.0487445887445888,0.0429425409630188,-0.113326669998334,-0.0440223455942999,-0.111877394636015,0.0523809523809524,-0.189099680836925,-0.0636689078486738,-0.0591045924959767,-0.0563112964065912,0.225235470429049,-0.0637937742889076,-0.202535778418676,0.190635514684916,0.190635514684916,-0.238859285579977,0.0705131997237481,-0.00223455149886591,-0.00108323570939222,-0.00108323570939222,-0.00108323570939222,-0.0855493809598714,-0.202441625581511,-0.191385980782354,-0.192240803770689,-0.191348942009262,-0.189792355284346,-0.190682768804229,-0.186634460547504,-0.189279963193007,-0.185185185185185,-0.186634460547504,-0.185185185185185,-0.0666666666666667,0.122222222222222,-0.188888888888889,-0.244527934693141,0.11914677581844,-0.0231305114481468,-0.119525783932894
"AXIN2",0.0622939714606381,0.0629673721340388,0.0647530864197531,0.0783333333333333,0.111481069291177,0.153333333333333,0.152917717789641,0.117363422232353,0.131382113821138,0.0187481889307447,0.0181159420289855,0.0220841959972395,-0.155362835362835,0.109178743961353,0.104830917874396,0.100920303349256,-0.152930402930403,-0.0406441570881226,-0.157692307692308,0.122222222222222,-0.22371965857562,-0.0559876391818316,-0.0532290184921764,-0.0505263157894737,0.260212304527946,-0.0778908539436025,-0.252988588338008,0.244781823197445,0.244781823197445,-0.282019309064004,0.0825854588479038,0.0632646022107715,0.067188824132287,0.067188824132287,0.067188824132287,-0.167758900206123,-0.259051022220934,-0.24322648229625,-0.245551190507095,-0.244527934693141,-0.240900900900901,-0.242900900900901,-0.24,-0.240900900900901,-0.24,-0.24,-0.24,-0.133333333333333,0.15,-0.233333333333333,0.176656066664936,0.152029502029502,0.156504456571199,-0.177987290487291
"Wnt",0.201212121212121,0.146666666666667,0.1,0.1,0.119607843137255,0.1,0.101298701298701,0.0666666666666667,0.0666666666666667,0.0656410256410257,0.0566487775790101,0.058974358974359,0.105454545454545,0.0666666666666667,0.0866666666666667,0.136666666666667,0.05,0.217368421052632,0,0.1,0.144166666666667,0.190683229813665,0.142857142857143,0.1,-0.329365079365079,0.0939393939393939,-0.262745098039216,0.304208512673362,0.304208512673362,0.331381662035868,-0.404500178184389,0.142702284165699,0.115873015873016,0.115873015873016,0.115873015873016,-0.0651731601731602,-0.306262626262626,0.272268907563025,0.315896358543417,0.293837535014006,0.242857142857143,0.272268907563025,0.3,0.242857142857143,0.2,0.2,0.1,-0.1,0,0,0.300740740740741,-0.0954545454545455,-0.0336503623188406,-0.12
"Frizzled",0.234545454545455,0.201212121212121,0.146666666666667,0.1,0.163004069552349,0.0666666666666667,0.112042502951594,0.119607843137255,0.0666666666666667,0.0635133660665576,0.0631908336537765,0.0566487775790101,0.112121212121212,0.0866666666666667,0.136666666666667,0.159247311827957,0.0954545454545455,0.237776584317938,0.05,0.0666666666666667,0.154804964539007,0.215683229813665,0.190683229813665,0.142857142857143,-0.36126472094214,0.125189393939394,-0.300840336134454,0.337541846006695,0.337541846006695,0.359216713582259,-0.436554972704937,0.163710687527043,0.142702284165699,0.142702284165699,0.142702284165699,-0.083882837592515,-0.341183261183261,0.293837535014006,0.335577209607247,0.315896358543417,0.272268907563025,0.293837535014006,0.242857142857143,0.272268907563025,0.3,0.242857142857143,0.2,-0.1,0,0.1,0.328945868945869,-0.105454545454545,-0.0186214605847365,-0.138518518518519
"HEY1",0.372989401403195,0.340969696969697,0.307636363636364,0.263636363636364,0.364959479574398,0.2,0.336089931573803,0.328877005347594,0.281818181818182,0.111306340718105,0.105159420289855,0.0906666666666667,0.324003623188406,0.26,0.302857142857143,0.33989417989418,0.266666666666667,0.410321321321321,0.233333333333333,0.2,0.351149613163343,0.375629984051037,0.342296650717703,0.305454545454545,-0.583317908574198,0.28138936535163,-0.266666666666667,0.354514963880289,0.354514963880289,0.461141577562867,-0.663555358398339,0.398820798124823,0.375225292506846,0.375225292506846,0.375225292506846,-0.346341426482874,-0.362568172568173,0.349649859943978,0.387415754685804,0.369675938654267,0.324649859943978,0.348974184268302,0.296078431372549,0.324649859943978,0.266666666666667,0.296078431372549,0.266666666666667,-0.1,-0.2,0.233333333333333,0.399669225801823,-0.297916666666667,0.33837639858178,-0.328674500103071
"DSH",0.250841750841751,0.234545454545455,0.201212121212121,0.146666666666667,0.187413518371247,0.0666666666666667,0.127194018103109,0.163004069552349,0.119607843137255,0.072285295891119,0.0759321463950892,0.0631908336537765,0.123513617184503,0.136666666666667,0.159247311827957,0.171152073732719,0.105454545454545,0.254570477447709,0.0954545454545455,0.0866666666666667,0.170031301987567,0.23123878536922,0.215683229813665,0.190683229813665,-0.387040699349698,0.15083041958042,-0.331533405441384,0.360618769083618,0.360618769083618,0.382746125346965,-0.462245863186001,0.185528869345225,0.163710687527043,0.163710687527043,0.163710687527043,-0.101176070675222,-0.365948151465393,0.315576665448788,0.351101403155634,0.335577209607247,0.293837535014006,0.315896358543417,0.272268907563025,0.293837535014006,0.242857142857143,0.272268907563025,0.242857142857143,-0.0666666666666667,-0.05,0.2,0.35324493436643,-0.112121212121212,-0.00616072760044335,-0.154460547504026
"RAF",0.319075358298659,0.267619047619048,0.22,0.2,0.227666911225238,0.17,0.218551384719621,0.187241379310345,0.17,0.159581881533101,0.156725110893631,0.153754813863928,0.206033898305085,0.0857142857142857,0.110714285714286,0.156168831168831,0.14,0.368686735612498,0.1,0.1,0.251587301587302,0.208565656565657,0.156565656565657,0.111111111111111,-0.469914149443561,0.0613968253968254,-0.332663797226208,0.372663797226208,0.372663797226208,0.617891045837229,-0.542161645325184,0.0888095238095238,0.0488095238095238,0.0488095238095238,0.0488095238095238,-0.158693710932517,-0.380952950808151,0.311347517730496,0.367815559492656,0.341204915234953,0.266666666666667,0.309386733416771,0.2,0.264705882352941,0.1,0.2,0.1,-0.1,-0.1,0,0.331555555555555,-0.184,0.0143999691896888,-0.226050420168067
"PI3K",0.267760017050298,0.232107843137255,0.177941176470588,0.125,0.191512605042017,0.0666666666666667,0.166386983375241,0.148179271708683,0.0952380952380952,0.0747923182995325,0.0798917967186875,0.0694917967186875,0.12504347826087,0.2,0.252941176470588,0.273993808049536,0.1,0.269196932138829,0.05,0.166666666666667,0.173363363363363,0.229586206896552,0.202,0.15,-0.389100157816262,0.161538461538462,-0.336842105263158,0.374369563996604,0.374369563996604,0.386448421736792,-0.467980254879579,0.205995006698332,0.178053830227743,0.178053830227743,0.178053830227743,-0.175299059965188,-0.375187990391224,0.318813559322034,0.3674340094676,0.344928209003563,0.29,0.318813559322034,0.25,0.29,0.2,0.25,0.2,-0.2,0,0.1,0.347579015966113,-0.112,-0.0308722777295453,-0.163253413253413
"ILK",0.267760017050298,0.232107843137255,0.177941176470588,0.125,0.191512605042017,0.0666666666666667,0.166386983375241,0.148179271708683,0.0952380952380952,0.0747923182995325,0.0798917967186875,0.0694917967186875,0.12504347826087,0.2,0.252941176470588,0.273993808049536,0.1,0.269196932138829,0.05,0.166666666666667,0.173363363363363,0.229586206896552,0.202,0.15,-0.389100157816262,0.161538461538462,-0.336842105263158,0.374369563996604,0.374369563996604,0.386448421736792,-0.467980254879579,0.205995006698332,0.178053830227743,0.178053830227743,0.178053830227743,-0.175299059965188,-0.375187990391224,0.318813559322034,0.3674340094676,0.344928209003563,0.29,0.318813559322034,0.25,0.29,0.2,0.25,0.2,-0.2,0,0.1,0.347579015966113,-0.112,-0.0308722777295453,-0.163253413253413
"SHH",0.44,0.4,0.3,0.2,0.3,0,0.283333333333333,0.2,0.1,0.0666666666666667,0.1,0.0666666666666667,0.253333333333333,0,0.1,0.15,0.3,0.2,0.2,0,0.162857142857143,0.233333333333333,0.2,0.1,-0.292142857142857,0.25,-0.3,0.375,0.375,0.365555555555556,-0.335064935064935,0.303846153846154,0.25,0.25,0.25,-0.271794871794872,-0.383333333333333,0.25,0.232251082251082,0.192857142857143,0.2,0.15,0.2,0.1,0.2,0.1,0.1,0,-0.2,0,0.276190476190476,-0.333333333333333,0.270802139037433,-0.26
"SNAI2",0.411118787258493,0.375493787258493,0.333613445378151,0.276470588235294,0.393614202437732,0.2,0.371089596901954,0.349019607843137,0.288235294117647,0.116169379144063,0.112087517128288,0.0934272300469483,0.364948362323653,0.275,0.326724137931034,0.36889281262983,0.301176470588235,0.446727953430506,0.26,0.2,0.399600921953863,0.414009287925697,0.376754385964912,0.332894736842105,-0.6301009756331,0.323799864773496,-0.286538461538462,0.378588839941263,0.378588839941263,0.708000061507708,-0.801112967143729,0.440681345951332,0.412440605210591,0.412440605210591,0.412440605210591,-0.385272752428872,-0.386587993124707,0.40006993006993,0.442649592445054,0.422845191467059,0.372597402597403,0.399669225801823,0.341168831168831,0.372597402597403,0.305454545454545,0.341168831168831,0.305454545454545,-0.1,-0.2,0.26,0.445200207879548,-0.335870348139256,0.383037439976566,-0.355166666666667
"cateninnuc",0.37421196223698,0.355384453781513,0.330678571428571,0.299428571428571,0.373654549395341,0.297101449275362,0.334430405271728,0.353374829115621,0.327260179434092,0.124481847142868,0.111509482722688,0.103393939393939,0.213660548993074,0.304166666666667,0.32739898989899,0.343272005772006,0.186666666666667,0.318961842758528,0.163333333333333,0.270833333333333,0.241493996322329,0.370554938828373,0.353653530377668,0.331034482758621,-0.396062702304455,0.257809287486707,-0.301102839812517,0.381509118705613,0.381509118705613,0.456365187376034,-0.478217137490013,0.382634081110086,0.36792304783513,0.36792304783513,0.36792304783513,-0.333118767712208,-0.388947988611536,0.245753589650863,0.170988731543848,0.258919249663046,0.229854008060905,0.244702382193166,0.211463203463203,0.228735995638544,0.188606060606061,0.210345191040843,0.188606060606061,-0.233333333333333,-0.133333333333333,0.160606060606061,0.387415754685804,-0.201856540084388,0.313298172796774,-0.348155648292214
"RAS",0.36680926916221,0.315294117647059,0.28,0.26,0.315727554179567,0.26,0.305405405405405,0.286315789473684,0.26,0.161857707509881,0.158750773036487,0.156709956709957,0.191701149425287,0.166666666666667,0.173333333333333,0.212222222222222,0.116666666666667,0.370701754385965,0.1,0.2,0.252957777054163,0.276315789473684,0.226315789473684,0.2,-0.3942502224126,0.0125541125541125,-0.356428571428571,0.398696612665685,0.398696612665685,0.570343768195431,-0.469986224997487,0.148891300415988,0.204561403508772,0.204561403508772,0.204561403508772,-0.212029309488326,-0.407661538461538,0.332142857142857,0.399747778682431,0.369559099437148,0.275,0.33109756097561,0.2,0.275,0.1,0.2,0.1,-0.2,-0.1,0,0.345468509984639,-0.160666666666667,-0.0429244221395868,-0.392622641509434
"SOSGRB2",0.391181519210716,0.343736263736264,0.301428571428571,0.271428571428571,0.359400959400959,0.276190476190476,0.354883873316345,0.323037323037323,0.30952380952381,0.261647727272727,0.259196932100158,0.252903225806452,0.297039897039897,0.288888888888889,0.304678362573099,0.338011695906433,0.233333333333333,0.399469696969697,0.2,0.3,0.351917647058824,0.392479983784332,0.347552447552448,0.309090909090909,-0.488901098901099,-0.0272222222222222,-0.362017543859649,0.400588972431078,0.400588972431078,0.639976361212222,-0.561639041486487,0.328805120910384,0.284210526315789,0.284210526315789,0.284210526315789,-0.311271329896183,-0.410651126415904,0.325108225108225,0.390917643123687,0.361381778144784,0.272727272727273,0.323809523809524,0.2,0.271428571428571,0.1,0.2,0.1,-0.2,-0.2,0,0.341290322580645,-0.268468468468469,-0.0433178728968203,-0.381834795321637
"AKT",0.289695500921266,0.267760017050298,0.232107843137255,0.177941176470588,0.217340419611553,0.0952380952380952,0.187646825894926,0.191512605042017,0.148179271708683,0.0875742731867506,0.0919192881276222,0.0798917967186875,0.141347826086957,0.252941176470588,0.273993808049536,0.189783281733746,0.112,0.291196932138829,0.1,0.2,0.192512299533576,0.250365427675773,0.229586206896552,0.202,-0.418760181262921,0.190950226244344,-0.369016018306636,0.401578044561975,0.401578044561975,0.413923393928116,-0.498585237085985,0.231979258666835,0.205995006698332,0.205995006698332,0.205995006698332,-0.195299059965188,-0.403011681851279,0.344599722844046,0.385225420510544,0.3674340094676,0.318813559322034,0.344928209003563,0.29,0.318813559322034,0.25,0.29,0.25,-0.166666666666667,-0.05,0.2,0.377133671836558,-0.12504347826087,-0.016508142322409,-0.184032634032634
"MEK",0.359075358298659,0.319075358298659,0.267619047619048,0.22,0.173429623089645,0.17,0.241218051386288,0.227666911225238,0.187241379310345,0.163218245169465,0.165950203144554,0.156725110893631,0.222250114521301,0.110714285714286,0.156168831168831,0.183879674542325,0.184,0.399694487550483,0.14,0.0857142857142857,0.270900606308332,0.24241181041181,0.208565656565657,0.156565656565657,-0.506900450813424,0.0909422799422799,-0.369918699186992,0.409760571419756,0.409760571419756,0.651925211408845,-0.581593821981336,0.122142857142857,0.0888095238095238,0.0888095238095238,0.0888095238095238,-0.184927477166283,-0.41825702604326,0.343165699548678,0.390209780338889,0.367815559492656,0.311347517730496,0.341204915234953,0.266666666666667,0.309386733416771,0.2,0.264705882352941,0.2,-0.1,-0.1,0.1,0.371751633986928,-0.206033898305085,0.0338569827643494,-0.255780149897797
"CD44",0.372222222222222,0.35,0.3,0.2,0.415,0.3,0.373019670388091,0.385,0.325,0.204093567251462,0.197619047619048,0.183333333333333,0.177272727272727,0.2,0.266666666666667,0.26,0.15,0.349924585218703,0.1,0.2,0.186826923076923,0.24812030075188,0.242857142857143,0.2,-0.134993032590836,-0.00238095238095239,-0.277777777777778,0.420634920634921,0.420634920634921,0.435998844709733,-0.270897077776287,0.201960784313725,0.166666666666667,0.166666666666667,0.166666666666667,-0.222391084093212,-0.431699604743083,0.0214285714285714,0.123260073260073,0.0804029304029304,-0.05,0.0214285714285714,-0.1,0.05,0,0,0.1,-0.1,-0.1,0.1,-0.0221052631578947,-0.15,-0.164516129032258,-0.423703703703704
"IKK",0.518181818181818,0.46,0.4,0.35,0.246190476190476,0.1,0.285036450477627,0.176190476190476,0.142857142857143,0.181940144478844,0.184495614035088,0.172916666666667,0.246237703596194,0.314285714285714,0.25974025974026,0.314025974025974,0.175555555555556,0.519296606000984,0.12,0.3,0.272325375773652,0.351466165413534,0.297894736842105,0.24,-0.56292313908593,0.292626728110599,-0.360875160875161,0.420868838763576,0.420868838763576,0.654962818182796,-0.677117413487408,0.366546750931778,0.322745098039216,0.322745098039216,0.322745098039216,-0.213821305277001,-0.424390243902439,0.369199134199134,0.431556072984995,0.402085040239403,0.327380952380952,0.369199134199134,0.275,0.327380952380952,0.2,0.275,0.2,-0.2,-0.1,0.1,0.396969696969697,-0.221709401709402,0.124638264186341,-0.271120689655172
"Csn",0.269882378603309,0.245851370851371,0.204184704184704,0.145454545454545,0.238989898989899,0.106666666666667,0.154611200533102,0.207878787878788,0.161212121212121,0.0753737541528239,0.081734407521514,0.0687370600414079,0.129832723312939,0.155,0.181086956521739,0.198734015345269,0.103430619559652,0.284566320481813,0.0873015873015873,0.105,0.175570048309179,0.253069880868431,0.230790088122317,0.198395721925134,-0.434180841754474,0.164642166344294,-0.398231432996534,0.432957794728865,0.432957794728865,0.427608819512236,-0.511377141503708,0.224417631491554,0.196875258610198,0.196875258610198,0.196875258610198,-0.136991566034119,-0.441209955119933,0.360823325788843,0.404568809947013,0.385316732384686,0.33372972972973,0.361367920684504,0.304,0.33372972972973,0.26,0.304,0.26,-0.18,-0.0428571428571429,0.2,0.394738079030114,-0.11579017012145,0.03632048367638,-0.172661078127399
"STAT",0.196266233766234,0.183766233766234,0.160909090909091,0.140909090909091,0.199435736677116,0.2,0.134994760454531,0.189090909090909,0.18,0.0586666666666667,0.0638946399815965,0.0615136876006441,0.0511899434197487,0.02,0.03,0.0335714285714286,0.0392857142857143,0.0610361085527876,0.025,0,0.0525410564731203,0.0176470588235294,0.00931372549019608,-0.00833333333333333,-0.0277697625159571,-0.0162870945479641,-0.324410774410774,0.437039465164465,0.437039465164465,0.0817158236762471,-0.165350950843459,-0.0526657720024658,-0.0636861801657311,-0.0636861801657311,-0.0636861801657311,0.0610344395327331,-0.453191941262117,-0.0109457053849577,0.00874355082833964,-7.59878419452978e-05,-0.0230952380952381,-0.0107142857142857,-0.0380952380952381,-0.0230952380952381,-0.0666666666666667,-0.0380952380952381,-0.0666666666666667,0,0,0,-0.0687370600414079,-0.046602787456446,-0.0848112300771875,-0.161684981684982
"ERK",0.386611590182717,0.359075358298659,0.319075358298659,0.267619047619048,0.206377599968258,0.187241379310345,0.263239712036108,0.173429623089645,0.227666911225238,0.175163637660932,0.177095713980467,0.165950203144554,0.238875424694998,0.156168831168831,0.183879674542325,0.206154556058913,0.206033898305085,0.424508752037853,0.184,0.110714285714286,0.290008886563109,0.2683593322777,0.24241181041181,0.208565656565657,-0.537733784146758,0.118861061668168,-0.403776966903527,0.439970587574845,0.439970587574845,0.680180739664374,-0.613917456895644,0.149651711924439,0.122142857142857,0.122142857142857,0.122142857142857,-0.206251722541161,-0.449915317500547,0.36933649844675,0.408607291035116,0.390209780338889,0.343165699548678,0.367815559492656,0.311347517730496,0.341204915234953,0.266666666666667,0.309386733416771,0.264705882352941,-0.0857142857142857,-0.14,0.2,0.403302436125966,-0.222250114521301,0.0490084979158646,-0.280852196007307
