"","FOXC2","TGF","TGFR","CDC42","PAK1","MEK","EGR1","ERK","cfos","SNAI1","TWIST1","HEY1","AKT","SHH","IKK","SMAD","NFB","Csn","ILK","SMO","FUS","Jagged","NOTCH","NOTCHic","Csl","SOSGRB2","KLF4","SNAI2","ZEB2","ZEB1","cateninmemb","RAS","RAF","PI3K","DELTA","Ecadherin","miR200","GSK3","cateninnuc","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","STAT","AXIN2","TrCP","SUFU","LIV1","Patched","Destcompl","RKIP"
"RAF",0.048437960506926,0.0654116599910992,0.0495238095238095,0.04,0.0333333333333333,0.0857006603081438,0.12,0.066551724137931,0.07,0.022255483025155,0.157602495543672,-0.10878823073945,-0.0991341991341991,-0.0663606557377049,-0.114285714285714,-0.0942055694658041,-0.114285714285714,-0.1,-0.0971758664955071,-0.08,-0.1,-0.0448116258387905,-0.0644133644133644,-0.0797979797979798,-0.0888888888888889,-0.0546031746031746,-0.0298900047824008,0.435048376755843,0.0398900047824008,0.0398900047824008,-0.215595427360133,-0.0341713841713842,-0.0487012987012987,-0.0487012987012987,-0.0487012987012987,-0.206012419367438,-0.0356087294305811,-0.0392828999211978,0.174205993551112,0.154871794871795,0.168353576248313,0.143333333333333,0.160661268556005,0.149122807017544,0.133333333333333,0.133333333333333,0.1,0.1,0.192381622128458,0.1,0.1,0,0.068,-0.0675617285241623,-0.0494397759103641
"MEK",0.0592487713177368,0.0763605651005883,0.0654116599910992,0.0495238095238095,0.04,0.00403399364147713,0.07,0.0857006603081438,0.066551724137931,0.029306765076437,0.164562202503379,-0.105151867103087,-0.0885459638400815,-0.0604783027965285,-0.0991341991341991,-0.0923605510156196,-0.114285714285714,-0.114285714285714,-0.0942055694658041,-0.068,-0.08,-0.0390739209207577,-0.0534644593038754,-0.0644133644133644,-0.0797979797979798,-0.0457142857142857,-0.0377331420373027,0.443320882838568,0.0478265127189087,0.0478265127189087,-0.224619817604036,-0.024965034965035,-0.0341713841713842,-0.0341713841713842,-0.0341713841713842,-0.216030634303685,-0.0445870576039557,-0.0464082070465049,0.179596328123603,0.162564102564103,0.174205993551112,0.154871794871795,0.168353576248313,0.160661268556005,0.143333333333333,0.149122807017544,0.133333333333333,0.133333333333333,0.203192432939268,0.1,0.1,0.1,0.0663606557377049,-0.0625408080220702,-0.054702933805101
"ERK",0.0662573183262838,0.0835034222434454,0.0763605651005883,0.0654116599910992,0.0495238095238095,0.0132261941985802,0.066551724137931,0.00403399364147713,0.0857006603081438,0.0348623206319926,0.170803533987429,-0.102762788604793,-0.079371651913476,-0.0566135684970115,-0.0885459638400815,-0.091144745544495,-0.0991341991341991,-0.114285714285714,-0.0923605510156196,-0.0663606557377049,-0.068,-0.0348570534508782,-0.0448772016861468,-0.0534644593038754,-0.0644133644133644,-0.0389181692094313,-0.0447098862233492,0.450264074903491,0.0558580087819008,0.0558580087819008,-0.2323475084964,-0.018034341895728,-0.024965034965035,-0.024965034965035,-0.024965034965035,-0.224235234372343,-0.052185096819642,-0.0524935839765685,0.184318550345825,0.168328513591672,0.179596328123603,0.162564102564103,0.174205993551112,0.168353576248313,0.154871794871795,0.160661268556005,0.143333333333333,0.149122807017544,0.210834709362033,0.114285714285714,0.08,0.133333333333333,0.0604783027965285,-0.0587452424452194,-0.0633380312981372
"SOSGRB2",0.117472527472527,0.133544540565817,0.114395604395604,0.102857142857143,0.0928571428571429,0.247225147225147,0.242857142857143,0.229043329043329,0.231746031746032,0.124846481876333,0.172173913043478,-0.102840909090909,-0.00387426900584795,-0.162843075633773,-0.016374269005848,-0.191235431235431,-0.0111111111111111,0,-0.193333333333333,-0.183333333333333,-0.2,-0.12892142742161,0.0350930759381464,0.0167832167832168,0.00909090909090909,-0.150833333333333,-0.0871052631578947,0.485332304311364,0.0999624060150376,0.0999624060150376,-0.258586248586249,0.224996378386209,0.203201506591337,0.203201506591337,0.203201506591337,-0.255613772634491,-0.0941079177073085,-0.209905659246473,0.221719191152709,0.189596273291925,0.210820529584832,0.167857142857143,0.195031055900621,0.173291925465839,0.142857142857143,0.142857142857143,0.1,0.1,0.219788228822882,0,0.2,0,0.16981981981982,-0.109490621235588,-0.204130116959064
"Destcompl",0.0521553438348215,0.0218085855031668,0.0244686840253343,0.0244686840253343,0.0210204081632653,0.0490531893229548,0.0625641025641026,0.050740953036035,0.0534731934731935,0.0906062004534924,-0.0425739362047576,-0.00209551132628056,0.0371673728837429,-0.129239199254139,0.0391807957025348,0.00168337510442774,0.0436853002070394,0.0523809523809524,0.000396825396825398,-0.128527640941434,-0.125670498084291,-0.191326228416842,-0.0647621839841061,-0.0625577751664708,-0.0603838621229926,-0.0629712053751436,-0.19811069557334,-0.234535391889236,0.186700769422786,0.186700769422786,0.216583777431145,0.00153943836401107,0.00295231120545534,0.00295231120545534,0.00295231120545534,0.0546522516309461,-0.198396597871622,-0.0879223582631954,-0.187782257190797,-0.185758339602481,-0.186609386206606,-0.183346465762036,-0.185102536891537,-0.182863730921388,-0.180376168732333,-0.180376168732333,-0.181746031746032,-0.181746031746032,-0.238655152327198,-0.0666666666666667,0.122222222222222,-0.188888888888889,0.12904577565646,-0.0200738265591765,-0.116934181501052
"AXIN2",0.106313772098315,0.0611081201532149,0.0620982191631159,0.0647530864197531,0.0783333333333333,0.110466870508215,0.153333333333333,0.117363422232353,0.131382113821138,0.14884888592298,-0.0399129778642963,-0.00217263046877651,0.0923671497584541,-0.167664985287936,0.0990338164251208,-0.000764895330112722,0.109178743961353,0.122222222222222,-0.000368069933287325,-0.162454212454212,-0.157692307692308,-0.228597906206602,-0.0592618370249949,-0.0558834586466165,-0.0505263157894737,-0.0772774023545412,-0.250958131485216,-0.277253847659284,0.241131942880533,0.241131942880533,0.249833059076545,0.0667622309742845,0.069649370081896,0.069649370081896,0.069649370081896,0.0647012224378827,-0.255570726855796,-0.170010903792368,-0.240254806456035,-0.237208142308837,-0.238655152327198,-0.235950280673617,-0.236896652913364,-0.235950280673617,-0.237674418604651,-0.237674418604651,-0.24,-0.24,0.182032686545068,-0.133333333333333,0.15,-0.233333333333333,0.166025641025641,0.159719384343445,-0.17330330064201
"CD44",0.226666666666667,0.223888888888889,0.218333333333333,0.193333333333333,0.133333333333333,0.36,0.3,0.36,0.3,0.20441254651781,0.198315018315018,-0.0941520467836257,-0.00666666666666667,-0.140909090909091,0,-0.132766439909297,0,0,-0.138888888888889,-0.15,-0.1,-0.115710955710956,-0.00902255639097744,-0.0142857142857143,0,-0.0523809523809524,-0.138095238095238,0.384406704406704,0.257142857142857,0.257142857142857,-0.0536996336996337,0.172380952380952,0.152380952380952,0.152380952380952,0.152380952380952,-0.146479752469873,-0.269745278875714,-0.178571428571429,0.0608169350029815,-0.00333333333333333,0.0362015503875969,-0.05,-0.00333333333333333,0.05,-0.1,0,0,0.1,-0.04,-0.1,0.1,0.1,0.15,-0.177212703263123,-0.318888888888889
"RAS",0.23968253968254,0.262085032032615,0.229411764705882,0.2,0.18,0.25343653250774,0.22,0.235789473684211,0.22,0.197885939036382,0.268914348063284,0.0134387351778656,0.09,-0.0480790960451977,0.0733333333333333,-0.0841063698206555,0.0666666666666667,0.1,-0.0861471861471862,-0.0833333333333333,-0.1,0.0143307707470924,0.154617676266137,0.126315789473684,0.1,-0.016017316017316,-0.237857142857143,0.508469237136556,0.261568483063328,0.261568483063328,-0.308531393068692,0.111538461538462,0.176923076923077,0.176923076923077,0.176923076923077,-0.345935911474823,-0.272430769230769,-0.172248062015504,0.33963386898692,0.290441176470588,0.319520554539328,0.252941176470588,0.293366708385482,0.252941176470588,0.2,0.2,0.1,0.1,0.311462450592885,-0.1,0.1,0,0.0633333333333333,-0.0616409988503012,-0.294861635220126
"cMet",0.235527426160338,0.238782505910165,0.223888888888889,0.218333333333333,0.193333333333333,0.354545454545455,0.3,0.36,0.36,0.221361699060183,0.221910523932996,-0.0882696938424492,-0.0129166666666667,-0.125284090909091,-0.00666666666666667,-0.134584621727479,0,0,-0.132766439909297,-0.15,-0.15,-0.0939718252761731,0.00161574148136298,-0.00902255639097744,-0.0142857142857143,-0.0523809523809524,-0.157142857142857,0.412873857691376,0.27027417027417,0.27027417027417,-0.0832370002476764,0.196909254267745,0.172380952380952,0.172380952380952,0.172380952380952,-0.171161686312112,-0.285370278875714,-0.202764976958525,0.0788960310481792,0.033030303030303,0.0608169350029815,-0.00333333333333333,0.0362015503875969,-0.00333333333333333,-0.05,0.05,-0.1,0,-0.000317460317460322,0,0.1,0.1,0.140909090909091,-0.157618108668529,-0.337407407407407
"Wnt",0.16582995951417,0.194492753623188,0.146666666666667,0.1,0.1,0.119607843137255,0.1,0.0666666666666667,0.0666666666666667,0.0856107660455487,0.212941176470588,0.0256410256410256,0.111666666666667,0.0733766233766234,0.0866666666666667,0.0168554959252634,0.0666666666666667,0.1,0.0145299145299145,0.05,0,0.129730392156863,0.176190476190476,0.142857142857143,0.1,0.0939393939393939,-0.262745098039216,0.340258620689655,0.294452415112386,0.294452415112386,-0.334703389830508,0.150615174299385,0.118796992481203,0.118796992481203,0.118796992481203,-0.397597504776891,-0.298989898989899,-0.0729623824451411,0.328800478016233,0.286842105263158,0.308270676691729,0.25,0.286842105263158,0.25,0.3,0.2,0.2,0.1,0.31030303030303,-0.1,0,0,-0.0590909090909091,-0.0233176107971793,-0.103333333333333
"Frizzled",0.198388099049054,0.227826086956522,0.194492753623188,0.146666666666667,0.1,0.156644880174292,0.0666666666666667,0.119607843137255,0.0666666666666667,0.101483781918565,0.23484593837535,0.0277686852154937,0.136666666666667,0.086279849183075,0.111666666666667,0.0233975520000297,0.0866666666666667,0.0666666666666667,0.0168554959252634,0.0590909090909091,0.05,0.142861705288176,0.205602240896359,0.176190476190476,0.142857142857143,0.127272727272727,-0.291316526610644,0.367072500815838,0.325145484419317,0.325145484419317,-0.364227199354318,0.173449819968676,0.150615174299385,0.150615174299385,0.150615174299385,-0.429998437177823,-0.328677398989899,-0.0905381400208986,0.346895716111471,0.308270676691729,0.328800478016233,0.286842105263158,0.308270676691729,0.286842105263158,0.25,0.25,0.3,0.2,0.340535588442565,-0.1,0,0.1,-0.0733766233766234,-0.00819824740195381,-0.124761904761905
"DSH",0.217002817663772,0.246989850022724,0.227826086956522,0.194492753623188,0.146666666666667,0.184464429046472,0.0666666666666667,0.156644880174292,0.119607843137255,0.116266390614217,0.253285654687407,0.0365406150400551,0.153908045977012,0.0979362909008664,0.136666666666667,0.0283032123773882,0.111666666666667,0.0866666666666667,0.0233975520000297,0.0733766233766234,0.0590909090909091,0.157590387458719,0.224483359777477,0.205602240896359,0.176190476190476,0.151662971175166,-0.319471866416469,0.389540486846106,0.347980130088608,0.347980130088608,-0.389551109837239,0.194458223330021,0.173449819968676,0.173449819968676,0.173449819968676,-0.455722756756401,-0.353677398989899,-0.107939532132268,0.362478975238808,0.328532114600226,0.346895716111471,0.308270676691729,0.328800478016233,0.308270676691729,0.286842105263158,0.286842105263158,0.25,0.25,0.364586221353958,-0.0666666666666667,-0.05,0.2,-0.086279849183075,0.00420633275071794,-0.145041625041625
"HEY1",0.38894994510542,0.372677014042868,0.340969696969697,0.307636363636364,0.263636363636364,0.364959479574398,0.2,0.328877005347594,0.281818181818182,0.330123503940955,0.411633986928105,0.0813598166539343,0.336190476190476,0.307795698924731,0.302857142857143,0.0587826086956522,0.26,0.2,0.0573333333333333,0.266666666666667,0.233333333333333,0.344687656171914,0.374255413604301,0.342296650717703,0.305454545454545,0.28138936535163,-0.266666666666667,0.4649781869926,0.353199174406605,0.353199174406605,-0.592777865765671,0.400897435897436,0.375897435897436,0.375897435897436,0.375897435897436,-0.672976484681208,-0.361509971509972,-0.348106210167198,0.395647049521164,0.353897196408636,0.376344434328137,0.326310989512084,0.353267511251214,0.326310989512084,0.296078431372549,0.296078431372549,0.266666666666667,0.266666666666667,0.40259545543053,-0.1,-0.2,0.233333333333333,-0.291666666666667,0.341987979717644,-0.326633683776541
"FOXC2",0.38894994510542,0.372677014042868,0.340969696969697,0.307636363636364,0.263636363636364,0.364959479574398,0.2,0.328877005347594,0.281818181818182,0.330123503940955,0.411633986928105,0.0813598166539343,0.336190476190476,0.307795698924731,0.302857142857143,0.0587826086956522,0.26,0.2,0.0573333333333333,0.266666666666667,0.233333333333333,0.344687656171914,0.374255413604301,0.342296650717703,0.305454545454545,0.28138936535163,-0.266666666666667,0.4649781869926,0.353199174406605,0.353199174406605,-0.592777865765671,0.400897435897436,0.375897435897436,0.375897435897436,0.375897435897436,-0.672976484681208,-0.361509971509972,-0.348106210167198,0.395647049521164,0.353897196408636,0.376344434328137,0.326310989512084,0.353267511251214,0.326310989512084,0.296078431372549,0.296078431372549,0.266666666666667,0.266666666666667,0.40259545543053,-0.1,-0.2,0.233333333333333,-0.291666666666667,0.341987979717644,-0.326633683776541
"PI3K",0.241293844367015,0.262526542324247,0.225941176470588,0.177941176470588,0.125,0.18588418974147,0.0666666666666667,0.148179271708683,0.0952380952380952,0.157278582930757,0.268120467478985,0.0422022668415565,0.252488687782805,0.101495726495726,0.229411764705882,0.0375734293717487,0.2,0.166666666666667,0.0335734293717487,0.0666666666666667,0.05,0.163947368421053,0.220719602977668,0.188461538461538,0.15,0.163461538461538,-0.328508771929825,0.394285479610036,0.363519564405927,0.363519564405927,-0.39469558566479,0.21635343651782,0.18621645021645,0.18621645021645,0.18621645021645,-0.465448089401586,-0.364076744404613,-0.182696007696008,0.379685625092488,0.332612411742847,0.358036140556406,0.303381642512077,0.332612411742847,0.303381642512077,0.255555555555556,0.255555555555556,0.2,0.2,0.358952380952381,-0.2,0,0.1,-0.0820512820512821,-0.0192574231537553,-0.150096961861668
"ILK",0.241293844367015,0.262526542324247,0.225941176470588,0.177941176470588,0.125,0.18588418974147,0.0666666666666667,0.148179271708683,0.0952380952380952,0.157278582930757,0.268120467478985,0.0422022668415565,0.252488687782805,0.101495726495726,0.229411764705882,0.0375734293717487,0.2,0.166666666666667,0.0335734293717487,0.0666666666666667,0.05,0.163947368421053,0.220719602977668,0.188461538461538,0.15,0.163461538461538,-0.328508771929825,0.394285479610036,0.363519564405927,0.363519564405927,-0.39469558566479,0.21635343651782,0.18621645021645,0.18621645021645,0.18621645021645,-0.465448089401586,-0.364076744404613,-0.182696007696008,0.379685625092488,0.332612411742847,0.358036140556406,0.303381642512077,0.332612411742847,0.303381642512077,0.255555555555556,0.255555555555556,0.2,0.2,0.358952380952381,-0.2,0,0.1,-0.0820512820512821,-0.0192574231537553,-0.150096961861668
"cateninnuc",0.387462188085139,0.372538313165026,0.353761020588607,0.330197802197802,0.299428571428571,0.372301405772497,0.297101449275362,0.352576635130295,0.327260179434092,0.325537526171234,0.320108873202478,0.0702828156766441,0.328168560606061,0.186413906974051,0.314106060606061,0.0469976947412145,0.298106060606061,0.270833333333333,0.0441327561327561,0.164808743169399,0.153333333333333,0.230256204997805,0.365399183000681,0.348581001182499,0.328813559322034,0.259545915638429,-0.296136356723545,0.463213425458468,0.374584956015091,0.374584956015091,-0.408748481878967,0.388542468542469,0.372717552717553,0.372717552717553,0.372717552717553,-0.489478194959018,-0.382183880101374,-0.337186086259333,0.181463150798939,0.255050909979439,0.268952794543761,0.238054862548609,0.254090957351827,0.237027465288335,0.217402688635565,0.216375291375291,0.191375291375291,0.191375291375291,0.395647049521164,-0.233333333333333,-0.133333333333333,0.160606060606061,-0.176609985405424,0.319913373360756,-0.340582842302445
"SHH",0.35,0.44,0.4,0.3,0.2,0.3,0,0.2,0.1,0.283333333333333,0.2,0.0666666666666667,0.15,0.253333333333333,0.1,0.0833333333333333,0,0,0.0666666666666667,0.3,0.2,0.162857142857143,0.233333333333333,0.2,0.1,0.25,-0.3,0.36727969348659,0.375,0.375,-0.299068100358423,0.303846153846154,0.25,0.25,0.25,-0.341666666666667,-0.383333333333333,-0.271794871794872,0.241111111111111,0.25,0.196666666666667,0.2,0.15,0.1,0.2,0.1,0.2,0.1,0.276190476190476,0,-0.2,0,-0.333333333333333,0.272987012987013,-0.26
"SNAI2",0.424698860712761,0.410897513966568,0.375493787258493,0.333613445378151,0.276470588235294,0.393614202437732,0.2,0.349019607843137,0.288235294117647,0.366685459193243,0.447700890179382,0.0926461723930078,0.366483174075613,0.352915476049575,0.326724137931034,0.0713082321681284,0.275,0.2,0.0670020120724346,0.301176470588235,0.26,0.394918854270611,0.413118022328549,0.376754385964912,0.332894736842105,0.323799864773496,-0.286538461538462,0.710777486540221,0.37770778267254,0.37770778267254,-0.63753975365315,0.442051352058506,0.412827607766268,0.412827607766268,0.412827607766268,-0.808460433019942,-0.385881279343788,-0.386470390385003,0.449540131104475,0.402974962071897,0.427956280172798,0.373563197366014,0.40259545543053,0.373563197366014,0.341168831168831,0.341168831168831,0.305454545454545,0.305454545454545,0.447100565604419,-0.1,-0.2,0.26,-0.331788715486194,0.385743987724154,-0.353833333333333
"AKT",0.265353994742955,0.287602071025153,0.262526542324247,0.225941176470588,0.177941176470588,0.214998113792103,0.0952380952380952,0.18588418974147,0.148179271708683,0.176576828544792,0.292279488885713,0.0489691841347896,0.173700808994927,0.114127305443095,0.252488687782805,0.0426239344222537,0.229411764705882,0.2,0.0375734293717487,0.0820512820512821,0.0666666666666667,0.180503659811781,0.245109846880107,0.220719602977668,0.188461538461538,0.192350427350427,-0.358423301844354,0.421320655489433,0.3909168246799,0.3909168246799,-0.424359194227481,0.242136569047941,0.21635343651782,0.21635343651782,0.21635343651782,-0.496357180310677,-0.392418990393918,-0.20326052382504,0.397685625092488,0.357752076547316,0.379685625092488,0.332612411742847,0.358036140556406,0.332612411742847,0.303381642512077,0.303381642512077,0.255555555555556,0.255555555555556,0.388916279869348,-0.166666666666667,-0.05,0.2,-0.101495726495726,-0.00445179867071142,-0.175562800370985
