"","FOXC2","EGR1","MEK","TGF","ERK","TGFR","cfos","CDC42","HEY1","SMAD","ILK","PAK1","SNAI1","ZEB1","TWIST1","ZEB2","SHH","NFB","AKT","SNAI2","SMO","IKK","Jagged","FUS","KLF4","cateninmemb","RAS","NOTCH","Csn","RAF","PI3K","DELTA","NOTCHic","Csl","SOSGRB2","TrCP","SUFU","GSK3","miR200","cateninnuc","Ecadherin","TCFLEF","GLI","Wnt","CD44","Frizzled","cMet","SRC","Patched","DSH","STAT","AXIN2","RKIP","LIV1","Destcompl"
"Destcompl",0.0635930530396557,0.0625641025641026,0.0551208370173887,0.0310199973136158,0.055982905982906,0.0349134399365667,0.0548717948717949,0.0321960486322188,0.047840285209574,0.0549566992033577,0.0532565446438523,0.0229761904761905,0.103415716035558,0.182188223474936,-0.0364855049934753,0.107307118750491,-0.0974562063392796,0.0659511031604055,0.0569792487359789,-0.233702063577728,-0.0836170659941152,0.06399031884668,-0.172679834582609,-0.0852564102564102,-0.132536902479626,0.216244971809831,0.00183308588750241,-0.0521703640099621,0.058974358974359,0.00294243612522032,0.00294243612522032,0.00294243612522032,-0.0468625083836351,-0.0462910798122066,-0.0593395008954781,-0.0666666666666667,0.108333333333333,-0.0892597132211581,-0.175219244994081,-0.187303649348665,0.0530876781202583,-0.187120163110133,-0.186866274594002,-0.18385875579701,-0.186211707484696,-0.180376168732333,-0.183376168732333,-0.180376168732333,0.0920508009338742,-0.181746031746032,-0.181746031746032,-0.239464624168486,-0.129325376527423,-0.188888888888889,-0.020710908414753
"Wnt",0.201428571428571,0.1,0.129166666666667,0.224584717607973,0.0666666666666667,0.157142857142857,0.0666666666666667,0.1,0.163888888888889,0.153650793650794,0.16031746031746,0.1,0.145614035087719,0.29484593837535,0.240394736842105,0.117042606516291,0.195424836601307,0.0666666666666667,0.188095238095238,0.340833333333333,0.1,0.116666666666667,0.214761904761905,0,-0.0380952380952381,-0.333104395604396,0.150615174299385,0.23030303030303,0.1,0.118796992481203,0.118796992481203,0.118796992481203,0.166666666666667,0.1,0.0939393939393939,-0.1,0,-0.0750797448165869,-0.265714285714286,0.326842105263158,-0.407204019983734,0.306842105263158,0.286842105263158,0.25,0.286842105263158,0.3,0.25,0.2,-0.177777777777778,0.2,0.1,0.31030303030303,-0.155064935064935,0,-0.0239205939771222
"Frizzled",0.243928571428571,0.0666666666666667,0.179166666666667,0.265998859022115,0.129166666666667,0.224584717607973,0.0666666666666667,0.157142857142857,0.158006535947712,0.167936507936508,0.153650793650794,0.1,0.161685463659148,0.33874837739974,0.262394736842105,0.145614035087719,0.20562891823396,0.116666666666667,0.216666666666667,0.369823561346363,0.177777777777778,0.188095238095238,0.225350140056022,0.1,-0.108095238095238,-0.367563855063855,0.173815174299385,0.262217923920052,0.0666666666666667,0.150615174299385,0.150615174299385,0.150615174299385,0.23030303030303,0.166666666666667,0.131439393939394,-0.1,0,-0.0960673991375746,-0.313082706766917,0.348342105263158,-0.446845963717749,0.326842105263158,0.306842105263158,0.286842105263158,0.306842105263158,0.25,0.286842105263158,0.25,-0.195424836601307,0.3,0.2,0.339714795008913,-0.178141858141858,0.1,-0.00955745034568584
"DSH",0.262796495956873,0.0666666666666667,0.208854166666667,0.28509998261762,0.179166666666667,0.265998859022115,0.129166666666667,0.224584717607973,0.176078825104339,0.202362737444705,0.167936507936508,0.157142857142857,0.181040302368825,0.369183160008436,0.281168683202259,0.161685463659148,0.222295584900627,0.188095238095238,0.232882882882883,0.394975444699947,0.195424836601307,0.216666666666667,0.24336815807404,0.177777777777778,-0.130822510822511,-0.398031617390025,0.196581744904572,0.280047381284393,0.116666666666667,0.173815174299385,0.173815174299385,0.173815174299385,0.262217923920052,0.23030303030303,0.164772727272727,-0.0666666666666667,-0.1,-0.11329227952035,-0.341048808461833,0.367623768779226,-0.477204838596508,0.348342105263158,0.32656999641962,0.306842105263158,0.326842105263158,0.286842105263158,0.306842105263158,0.286842105263158,-0.20562891823396,0.25,0.25,0.363193055878478,-0.200016858141858,0.2,0.00323782524486534
"AXIN2",0.11652609997789,0.153333333333333,0.113978762455523,0.0693979301267327,0.118174566651327,0.0671907993966817,0.131382113821138,0.0658333333333333,0.062212981474077,0.0618094801387144,0.0684421331999388,0.0783333333333333,0.163113017258378,0.236205289893151,-0.0333543565649855,0.165961592970522,-0.129781328679045,0.113131313131313,0.114070972274565,-0.277047865734615,-0.134210526315789,0.114669774669775,-0.206261419250917,-0.15,-0.180506072874494,0.250796037378365,0.0667546332397908,-0.0459028993657969,0.122222222222222,0.069649370081896,0.069649370081896,0.069649370081896,-0.0462562562562563,-0.0481081081081081,-0.0766713417484806,-0.133333333333333,0.15,-0.170984411481432,-0.235069978724628,-0.240870599563917,0.064505352911739,-0.239464624168486,-0.237527567739863,-0.235950280673617,-0.237216103458427,-0.237674418604651,-0.235950280673617,-0.237674418604651,0.127139819245082,-0.24,-0.24,0.181830690537084,-0.186032341182892,-0.233333333333333,0.159331836764994
"PI3K",0.282402815549512,0.0666666666666667,0.206890637610977,0.297047190398254,0.157738095238095,0.253457446808511,0.0952380952380952,0.1875,0.175348627980207,0.196266968325792,0.173190045248869,0.125,0.215857142857143,0.382672239108409,0.29314966079672,0.190857142857143,0.220988835725678,0.226666666666667,0.325714285714286,0.396922479644086,0.18,0.3,0.246225156729358,0.1,-0.155064935064935,-0.398496198810907,0.216772005772006,0.272577996715928,0.166666666666667,0.18621645021645,0.18621645021645,0.18621645021645,0.238095238095238,0.171428571428571,0.166666666666667,-0.2,0,-0.187743314033637,-0.352990071411124,0.381384024138186,-0.481603085480401,0.356652841342487,0.331506642512077,0.303381642512077,0.331506642512077,0.255555555555556,0.303381642512077,0.255555555555556,-0.198181818181818,0.2,0.2,0.358326118326118,-0.200744047619048,0.1,-0.0203266678676515
"ILK",0.282402815549512,0.0666666666666667,0.206890637610977,0.297047190398254,0.157738095238095,0.253457446808511,0.0952380952380952,0.1875,0.175348627980207,0.196266968325792,0.173190045248869,0.125,0.215857142857143,0.382672239108409,0.29314966079672,0.190857142857143,0.220988835725678,0.226666666666667,0.325714285714286,0.396922479644086,0.18,0.3,0.246225156729358,0.1,-0.155064935064935,-0.398496198810907,0.216772005772006,0.272577996715928,0.166666666666667,0.18621645021645,0.18621645021645,0.18621645021645,0.238095238095238,0.171428571428571,0.166666666666667,-0.2,0,-0.187743314033637,-0.352990071411124,0.381384024138186,-0.481603085480401,0.356652841342487,0.331506642512077,0.303381642512077,0.331506642512077,0.255555555555556,0.303381642512077,0.255555555555556,-0.198181818181818,0.2,0.2,0.358326118326118,-0.200744047619048,0.1,-0.0203266678676515
"STAT",0.257846027846028,0.2,0.226740012484394,0.242514029837084,0.207638888888889,0.223142302088392,0.188888888888889,0.187931034482759,0.223846153846154,0.242539927045559,0.228010012515645,0.15,0.205035148337901,0.443118232367574,0.103905328562863,0.194025974025974,0.163434343434343,0.0833333333333333,0.11984126984127,0.107401917442485,0.133333333333333,0.105555555555556,0.135830456463368,0.1,-0.0766666666666667,-0.0634405480788357,-0.0299338742652696,0.0779624893435635,0.0333333333333333,-0.0438873626373626,-0.0438873626373626,-0.0438873626373626,0.0627450980392157,0.0333333333333333,0.00351966873706004,0,-0.0333333333333333,0.0387223348388397,-0.44842460822564,0.0320801898021851,-0.212406353404393,0.0204284612490481,0.00814063740334578,-0.00336378737541528,0.00834792433629643,-0.0196428571428571,-0.00336378737541528,-0.0196428571428571,-0.154545454545455,-0.0571428571428571,-0.0571428571428571,-0.0452694165737644,-0.223529411764706,0,-0.0657146427369452
"Csn",0.301496899284948,0.106666666666667,0.271628864435961,0.319656545052817,0.23283105022831,0.290152628603731,0.176666666666667,0.237049180327869,0.207127659574468,0.239895724103753,0.201374323325543,0.16,0.237127459113915,0.453727839742416,0.324557931566151,0.211168091168091,0.261215659340659,0.226666666666667,0.290703012912482,0.442987776495596,0.216483516483517,0.263252032520325,0.271308401728874,0.185714285714286,-0.16968253968254,-0.448876649357822,0.239140335611078,0.323503773093937,0.146666666666667,0.209799018245809,0.209799018245809,0.209799018245809,0.295634920634921,0.252777777777778,0.184061895551257,-0.18,-0.1,-0.154286328451495,-0.432593092001313,0.422487393959593,-0.536413380947131,0.398851030323229,0.372131488445912,0.346785866326096,0.372607462570228,0.318390804597701,0.346785866326096,0.318390804597701,-0.239340659340659,0.266666666666667,0.266666666666667,0.405655991009973,-0.243259204952753,0.2,0.0488269740508954
"AKT",0.308117101263798,0.0952380952380952,0.237609591859343,0.323260782631264,0.206890637610977,0.297047190398254,0.157738095238095,0.253457446808511,0.201879240225105,0.228634118084246,0.196266968325792,0.1875,0.243079365079365,0.417400272581213,0.318807555533562,0.215857142857143,0.246150126048258,0.3,0.24952380952381,0.426432385796328,0.198181818181818,0.325714285714286,0.270652637645389,0.18,-0.178141858141858,-0.432698153208301,0.244179413179413,0.298253672391603,0.226666666666667,0.216772005772006,0.216772005772006,0.216772005772006,0.272577996715928,0.238095238095238,0.203875968992248,-0.166666666666667,-0.1,-0.208240208443575,-0.384607718469948,0.402551907349864,-0.517044017260767,0.381384024138186,0.356362133841557,0.331506642512077,0.356652841342487,0.303381642512077,0.331506642512077,0.303381642512077,-0.220988835725678,0.255555555555556,0.255555555555556,0.387955747955748,-0.229910714285714,0.2,-0.00511851153799983
"RAF",0.317251131221719,0.17,0.233908045977011,0.339,0.187241379310345,0.275,0.17,0.22,0.246428571428571,0.259166666666667,0.250595238095238,0.2,0.259958720330237,0.369579831932773,0.389851349274312,0.219607843137255,0.289615384615385,0.0857142857142857,0.2,0.624963165489481,0.175,0.128571428571429,0.313744588744589,0.1,-0.152941176470588,-0.474346220311715,0.0945637695637696,0.241323877068558,0.1,0.050974025974026,0.050974025974026,0.050974025974026,0.171111111111111,0.111111111111111,0.0613968253968254,-0.1,-0.1,-0.166320277111644,-0.358906659437969,0.376125419932811,-0.548411426661056,0.3503359462486,0.32,0.27,0.318421052631579,0.2,0.268421052631579,0.2,-0.255,0.1,0.1,0.337271448663854,-0.253943158290984,0,0.0222772021332673
"SHH",0.35,0,0.3,0.44,0.2,0.4,0.1,0.3,0.133333333333333,0.193333333333333,0.133333333333333,0.2,0.295454545454545,0.371428571428571,0.2,0.25,0.283333333333333,0,0.15,0.36727969348659,0.3,0.1,0.186666666666667,0.2,-0.2,-0.299068100358423,0.303846153846154,0.233333333333333,0,0.25,0.25,0.25,0.2,0.1,0.25,0,-0.2,-0.271794871794872,-0.38,0.241111111111111,-0.340714285714286,0.196666666666667,0.25,0.2,0.15,0.2,0.1,0.1,-0.333333333333333,0.2,0.1,0.276190476190476,-0.26,0,0.272987012987013
"MEK",0.365328054298643,0.17,0.186951524237881,0.387461538461538,0.233908045977011,0.339,0.187241379310345,0.275,0.255289330922242,0.279166666666667,0.259166666666667,0.22,0.290424670151026,0.415473551739536,0.42420249431248,0.259958720330237,0.315844892812106,0.128571428571429,0.236842105263158,0.660713165489481,0.255,0.2,0.337915204858333,0.175,-0.212032085561497,-0.513857159822654,0.130255087891744,0.283511377068558,0.0857142857142857,0.0945637695637696,0.0945637695637696,0.0945637695637696,0.241323877068558,0.171111111111111,0.0954877344877345,-0.1,-0.1,-0.195320277111644,-0.406406659437969,0.400276729341152,-0.594009844069563,0.376125419932811,0.351914893617021,0.32,0.3503359462486,0.27,0.318421052631579,0.268421052631579,-0.289615384615385,0.2,0.2,0.379089630482036,-0.28960749395532,0.1,0.0417660200246411
"IKK",0.517930456640134,0.1,0.260252491694352,0.545051353874883,0.178857142857143,0.476984126984127,0.142857142857143,0.405555555555556,0.296410256410256,0.314122635355512,0.288095238095238,0.35,0.331589430894309,0.429941860465116,0.545670393257544,0.2885,0.329913043478261,0.314285714285714,0.37004329004329,0.660847983391571,0.22,0.294285714285714,0.331694036300778,0.12,-0.201470588235294,-0.569132947976879,0.380598655453593,0.390503608790852,0.3,0.334119782214156,0.334119782214156,0.334119782214156,0.324401913875598,0.245454545454545,0.301890756302521,-0.2,-0.1,-0.225982905982906,-0.416524943310658,0.438680874680875,-0.688694158386847,0.408810744810745,0.376239316239316,0.331623931623932,0.376239316239316,0.277777777777778,0.331623931623932,0.277777777777778,-0.293913043478261,0.2,0.2,0.403095238095238,-0.309429824561403,0.1,0.138921516685266
"ERK",0.397675558919715,0.187241379310345,0.22488255872064,0.419719602977668,0.186951524237881,0.387461538461538,0.233908045977011,0.339,0.2790102611548,0.307922031473534,0.279166666666667,0.275,0.318352598078954,0.453816518984238,0.452285703822138,0.290424670151026,0.340844892812106,0.2,0.267323388685618,0.690928319839341,0.289615384615385,0.236842105263158,0.361741291814855,0.255,-0.245365418894831,-0.548626993319226,0.159229157790278,0.314608938044168,0.128571428571429,0.130255087891744,0.130255087891744,0.130255087891744,0.283511377068558,0.241323877068558,0.130513115198394,-0.0857142857142857,-0.175,-0.21740788195787,-0.444073326104635,0.42168177873742,-0.631509844069563,0.400276729341152,0.377303494653291,0.351914893617021,0.376125419932811,0.32,0.3503359462486,0.318421052631579,-0.315844892812106,0.27,0.268421052631579,0.410756297148702,-0.322323543338036,0.2,0.0575189157775369
"RAS",0.361119952844091,0.26,0.318315789473684,0.381499202551834,0.286315789473684,0.319393939393939,0.26,0.28,0.237171717171717,0.246794638800545,0.236935483870968,0.26,0.342296181630547,0.39500700280112,0.38776266508969,0.291315789473684,0.261439393939394,0.166666666666667,0.242242703533026,0.576706695366489,0.127272727272727,0.180952380952381,0.305794205794206,0.1,-0.226315789473684,-0.399869115958668,0.153717948717949,0.3,0.2,0.205641025641026,0.205641025641026,0.205641025641026,0.233333333333333,0.2,0.0125541125541125,-0.2,-0.1,-0.218055555555556,-0.385197132616487,0.408909150003396,-0.47501350757382,0.379257987212698,0.338970588235294,0.276470588235294,0.338172715894869,0.2,0.276470588235294,0.2,-0.207272727272727,0.1,0.1,0.349934123847167,-0.4125,0,-0.0342918162918163
"Jagged",0.366666666666667,0.1,0.32,0.375,0.22,0.275,0.2,0.2,0.32,0.247272727272727,0.22,0.2,0.371428571428571,0.476470588235294,0.332608695652174,0.3,0.26,0,0.2,0.440559440559441,0.1,0.1,0.255555555555556,0,-0.2,-0.433447293447293,0.252727272727273,0.3,0,0.18,0.18,0.18,0.2,0.1,0.12,0,0,-0.242063492063492,-0.481746031746032,0.349451357466063,-0.530519480519481,0.312980769230769,0.269230769230769,0.2,0.269230769230769,0.1,0.2,0.1,-0.2,0,0,0.28,-0.333333333333333,0,0.29972602739726
"DELTA",0.366666666666667,0.1,0.32,0.375,0.22,0.275,0.2,0.2,0.32,0.247272727272727,0.22,0.2,0.371428571428571,0.476470588235294,0.332608695652174,0.3,0.26,0,0.2,0.440559440559441,0.1,0.1,0.255555555555556,0,-0.2,-0.433447293447293,0.252727272727273,0.3,0,0.18,0.18,0.18,0.2,0.1,0.12,0,0,-0.242063492063492,-0.481746031746032,0.349451357466063,-0.530519480519481,0.312980769230769,0.269230769230769,0.2,0.269230769230769,0.1,0.2,0.1,-0.2,0,0,0.28,-0.333333333333333,0,0.29972602739726
"HEY1",0.391851179673321,0.2,0.364959479574398,0.374959844752948,0.328877005347594,0.340969696969697,0.281818181818182,0.307636363636364,0.148690476190476,0.158951740587667,0.131365533691115,0.263636363636364,0.343812866282682,0.351504797723285,0.413905390539054,0.311954459203036,0.343875968992248,0.26,0.345164835164835,0.4649781869926,0.266666666666667,0.302857142857143,0.364461304609901,0.233333333333333,-0.20668449197861,-0.592542735042735,0.400897435897436,0.379138755980861,0.2,0.375897435897436,0.375897435897436,0.375897435897436,0.342296650717703,0.305454545454545,0.28138936535163,-0.1,-0.2,-0.348106210167198,-0.350888192267503,0.395445557923643,-0.673061248272044,0.376344434328137,0.353897196408636,0.326310989512084,0.353267511251214,0.296078431372549,0.326310989512084,0.296078431372549,-0.306666666666667,0.266666666666667,0.266666666666667,0.40259545543053,-0.331565656565657,0.233333333333333,0.341987979717644
"FOXC2",0.391851179673321,0.2,0.364959479574398,0.374959844752948,0.328877005347594,0.340969696969697,0.281818181818182,0.307636363636364,0.148690476190476,0.158951740587667,0.131365533691115,0.263636363636364,0.343812866282682,0.351504797723285,0.413905390539054,0.311954459203036,0.343875968992248,0.26,0.345164835164835,0.4649781869926,0.266666666666667,0.302857142857143,0.364461304609901,0.233333333333333,-0.20668449197861,-0.592542735042735,0.400897435897436,0.379138755980861,0.2,0.375897435897436,0.375897435897436,0.375897435897436,0.342296650717703,0.305454545454545,0.28138936535163,-0.1,-0.2,-0.348106210167198,-0.350888192267503,0.395445557923643,-0.673061248272044,0.376344434328137,0.353897196408636,0.326310989512084,0.353267511251214,0.296078431372549,0.326310989512084,0.296078431372549,-0.306666666666667,0.266666666666667,0.266666666666667,0.40259545543053,-0.331565656565657,0.233333333333333,0.341987979717644
"SRC",0.435442514474773,0.3,0.342959001782531,0.423205128205128,0.321390374331551,0.386666666666667,0.327272727272727,0.353333333333333,0.273508771929825,0.277342657342657,0.259393939393939,0.333333333333333,0.352723513087011,0.484649859943978,0.276833976833977,0.317071339173967,0.190497675690457,0.17,0.216022727272727,0.208722243257539,0.116666666666667,0.197272727272727,0.179769585253456,0.0666666666666667,-0.193333333333333,-0.110590119269024,0.219665607650589,0.201897050318103,0.15,0.191973299958281,0.191973299958281,0.191973299958281,0.171127819548872,0.134285714285714,0.0117647058823529,-0.1,-0.0333333333333333,-0.155747955747956,-0.485114300903775,0.0807587031492406,-0.279765485897088,0.059915611814346,0.0333333333333333,0,0.0333333333333333,-0.05,0,-0.05,-0.147101449275362,-0.1,0,-0.027861385925902,-0.434252873563218,0,-0.0807862778750366
