"","AKT","AXIN2","CD44","CDC42","Csl","Csn","DELTA","DSH","Destcompl","EGR1","ERK","Ecadherin","FOXC2","FUS","Frizzled","GLI","GSK3","HEY1","IKK","ILK","JAK","Jagged","KLF4","LIV1","MEK","NFB","NOTCH","NOTCHic","PAK1","PI3K","Patched","RAF","RAS","RKIP","SHH","SMAD","SMO","SNAI1","SNAI2","SOSGRB2","SRC","STAT","SUFU","TCFLEF","TGF","TGFR","TWIST1","TrCP","Wnt","ZEB1","ZEB2","cMet","cateninmemb","cateninnuc","cfos","miR200"
"ERK",0.974469138115876,-0.10343103702032,0.974979697738143,0.974469138115876,0.976000255002073,0.97217045427126,0.974979697738143,0.818213023210839,0.00555705236022399,0.991319233622434,1,-0.974725720117547,0.974469138115876,0.818469134575205,0.818213023210839,0.818213023210839,-0.978299309847581,0.97446861603831,0.974213525618385,0.974469138115876,0.0342536520710984,0.976255679302379,-0.0944060129619305,0.218097227775106,0.975496871719466,0.973958497410353,0.976255679302379,0.976255679302379,0.974469138115876,0.974979697738143,-0.818979306415242,0.974979697738143,0.974979697738143,-0.976512488044056,0.818979306415242,0.974469138115876,0.818979306415242,0.974469138115876,0.978298640744424,0.958893958190953,0.974979697738143,0.218097227775106,-0.817958483733981,0.974979697738143,0.974469138115876,0.974469138115876,0.97472416500914,-0.965532305219197,0.818213023210839,0.338543882148931,0.338543882148931,0.974979697738143,-0.974979697738143,0.974979697738143,0.994638606302121,-0.338543882148931
"Ecadherin",-0.980850834400186,0.0899099208040714,-0.968601112172304,-0.980850834400186,-0.977788444846723,-0.978554954159488,-0.968601112172304,-0.815908916469749,-0.0185626010448532,-0.973193785568738,-0.974725720117547,1,-0.980850834400186,-0.819226040838982,-0.815908916469749,-0.815908916469749,0.983148562010586,-0.980851453284236,-0.980595786410218,-0.980850834400186,-0.0273720448999801,-0.978043292465562,0.107413568408629,-0.211224383516637,-0.977276906064236,-0.980340182161221,-0.978043292465562,-0.978043292465562,-0.980850834400186,-0.968601112172304,0.819737393103564,-0.968601112172304,-0.968601112172304,0.981871781216078,-0.819737393103564,-0.980850834400186,-0.819737393103564,-0.980850834400186,-0.98263839010689,-0.977023016165701,-0.968601112172304,-0.211224383516637,0.818715378464086,-0.968601112172304,-0.980850834400186,-0.980850834400186,-0.981106437334386,0.971915511732043,-0.815908916469749,-0.357191128764052,-0.357191128764052,-0.968601112172304,0.968601112172304,-0.968601112172304,-0.974468753704343,0.357191128764052
"FOXC2",0.998978703810351,-0.088119267011384,0.949450251292615,1,0.989277017768078,0.996681642809412,0.949450251292615,0.815144531990125,0.0203549477195877,0.973447856704831,0.974469138115876,-0.980850834400186,1,0.831229051988936,0.815144531990125,0.815144531990125,-0.996170161773551,0.998468193883764,0.998723415644922,1,0.036304088272595,0.989532086220022,-0.0882692164460135,0.22015347761986,0.972938116775844,0.998468055715527,0.989532086220022,0.989532086220022,1,0.949450251292615,-0.831739936974052,0.949450251292615,0.949450251292615,-0.997957527084974,0.831739936974052,1,0.831739936974052,1,0.963488787822319,0.974724043094342,0.949450251292615,0.22015347761986,-0.830718393758263,0.949450251292615,1,1,0.999234062424959,-0.990042730470372,0.815144531990125,0.338039332723765,0.338039332723765,0.949450251292615,-0.949450251292615,0.949450251292615,0.975234047210216,-0.338039332723765
"FUS",0.830207735527591,-0.0791912937742914,0.803665809595653,0.831229051988936,0.832765030521441,0.827914973284422,0.803665809595653,0.982893672753995,0.0134493417323841,0.816937182051534,0.818469134575205,-0.819226040838982,0.831229051988936,1,0.982893672753995,0.982893672753995,-0.82944087416551,0.830209641865341,0.829953333180432,0.831229051988936,0.0115475539794481,0.833019275331576,-0.0885139707784363,0.167829184195157,0.816413274293887,0.829697077296918,0.833019275331576,0.833019275331576,0.831229051988936,0.803665809595653,-0.999489465085311,0.803665809595653,0.803665809595653,-0.829695384697135,0.999489465085311,0.831229051988936,0.999489465085311,0.831229051988936,0.809527056546044,0.817191281503598,0.803665809595653,0.167829184195157,-0.999489331633278,0.803665809595653,0.831229051988936,0.831229051988936,0.830463990096292,-0.821274224450771,0.982893672753995,0.277537548507711,0.277537548507711,0.803665809595653,-0.803665809595653,0.803665809595653,0.818210298134039,-0.277537548507712
"Frizzled",0.814123230341551,-0.0886321905426159,0.820770343257348,0.815144531990125,0.819232572646399,0.811829068206395,0.820770343257348,1,0.00401117416437059,0.815149162601164,0.818213023210839,-0.815908916469749,0.815144531990125,0.982893672753995,1,1,-0.817952533143155,0.814124566532677,0.81386854714782,0.815144531990125,0.00669020733009182,0.819487107519042,-0.093372531710015,0.162966905363776,0.819737057540133,0.813612579517264,0.819487107519042,0.819487107519042,0.815144531990125,0.820770343257348,-0.983403911692025,0.820770343257348,0.820770343257348,-0.814632759983378,0.983403911692025,0.815144531990125,0.983403911692025,0.815144531990125,0.816421794695288,0.819999381538689,0.820770343257348,0.162966905363776,-0.982383011793805,0.820770343257348,0.815144531990125,0.815144531990125,0.814379196657314,-0.805188992084849,1,0.279319730720253,0.279319730720253,0.820770343257348,-0.820770343257348,0.820770343257348,0.815912578660494,-0.279319730720253
"GLI",0.814123230341551,-0.0886321905426159,0.820770343257348,0.815144531990125,0.819232572646399,0.811829068206395,0.820770343257348,1,0.00401117416437059,0.815149162601164,0.818213023210839,-0.815908916469749,0.815144531990125,0.982893672753995,1,1,-0.817952533143155,0.814124566532677,0.81386854714782,0.815144531990125,0.00669020733009182,0.819487107519042,-0.093372531710015,0.162966905363776,0.819737057540133,0.813612579517264,0.819487107519042,0.819487107519042,0.815144531990125,0.820770343257348,-0.983403911692025,0.820770343257348,0.820770343257348,-0.814632759983378,0.983403911692025,0.815144531990125,0.983403911692025,0.815144531990125,0.816421794695288,0.819999381538689,0.820770343257348,0.162966905363776,-0.982383011793805,0.820770343257348,0.815144531990125,0.815144531990125,0.814379196657314,-0.805188992084849,1,0.279319730720253,0.279319730720253,0.820770343257348,-0.820770343257348,0.820770343257348,0.815912578660494,-0.279319730720253
"GSK3",-0.996170161773551,0.0853119687443148,-0.953280585770618,-0.996170161773551,-0.986468738704226,-0.993873454980606,-0.953280585770618,-0.817952533143155,-0.0236723687031231,-0.977278025740409,-0.978299309847581,0.983148562010586,-0.996170161773551,-0.82944087416551,-0.817952533143155,-0.817952533143155,1,-0.994638501465646,-0.995914945355809,-0.996170161773551,-0.0345182216722263,-0.986723735958721,0.0915868167194883,-0.218368596407833,-0.973703422629648,-0.995659512330644,-0.986723735958721,-0.986723735958721,-0.996170161773551,-0.953280585770618,0.829951901605618,-0.953280585770618,-0.953280585770618,0.996170141302874,-0.829951901605618,-0.996170161773551,-0.829951901605618,-0.996170161773551,-0.96680800205313,-0.971915797298679,-0.953280585770618,-0.218368596407833,0.828930214586728,-0.953280585770618,-0.996170161773551,-0.996170161773551,-0.996425593483927,0.987234381557143,-0.817952533143155,-0.340848846983072,-0.340848846983072,-0.953280585770618,0.953280585770618,-0.953280585770618,-0.979064051982376,0.340848846983072
"HEY1",0.997446902886671,-0.0886276160747724,0.949959968776021,0.998468193883764,0.989787321592904,0.995149220399333,0.949959968776021,0.814124566532677,0.0198477330211148,0.973447339819745,0.97446861603831,-0.980851453284236,0.998468193883764,0.830209641865341,0.814124566532677,0.814124566532677,-0.994638501465646,1,0.997191489583968,0.998468193883764,0.0363014268293681,0.990042520339568,-0.0882722874556416,0.220148838502972,0.972429028123662,0.996936257388125,0.990042520339568,0.990042520339568,0.998468193883764,0.949959968776021,-0.830720269604537,0.949959968776021,0.949959968776021,-0.99642598392712,0.830720269604537,0.998468193883764,0.830720269604537,0.998468193883764,0.963999617639137,0.973702371580435,0.949959968776021,0.220148838502972,-0.829698986230998,0.949959968776021,0.998468193883764,0.998468193883764,0.997702133767735,-0.988510595377292,0.814124566532677,0.338037222958069,0.338037222958069,0.949959968776021,-0.949959968776021,0.949959968776021,0.9752339123709,-0.338037222958069
"IKK",0.999744709204997,-0.0878628158936846,0.949705079726711,0.998723415644922,0.989021496354798,0.997957959351111,0.949705079726711,0.81386854714782,0.0201013390704441,0.973192246836876,0.974213525618385,-0.980595786410218,0.998723415644922,0.829953333180432,0.81386854714782,0.81386854714782,-0.995914945355809,0.997191489583968,1,0.998723415644922,0.0355368171231974,0.989276628731052,-0.0895473297893029,0.219385202452679,0.973194201857488,0.999744709204997,0.989276628731052,0.989276628731052,0.998723415644922,0.949705079726711,-0.830464094119283,0.949705079726711,0.949705079726711,-0.997702370565523,0.830464094119283,0.998723415644922,0.830464094119283,0.998723415644922,0.963744171966933,0.973957854014902,0.949705079726711,0.219385202452679,-0.829442676264572,0.949705079726711,0.998723415644922,0.998723415644922,0.999489354534746,-0.991319200473346,0.81386854714782,0.338293576971557,0.338293576971557,0.949705079726711,-0.949705079726711,0.949705079726711,0.974978626534995,-0.338293576971558
"ILK",0.998978703810351,-0.088119267011384,0.949450251292615,1,0.989277017768078,0.996681642809412,0.949450251292615,0.815144531990125,0.0203549477195877,0.973447856704831,0.974469138115876,-0.980850834400186,1,0.831229051988936,0.815144531990125,0.815144531990125,-0.996170161773551,0.998468193883764,0.998723415644922,1,0.036304088272595,0.989532086220022,-0.0882692164460135,0.22015347761986,0.972938116775844,0.998468055715527,0.989532086220022,0.989532086220022,1,0.949450251292615,-0.831739936974052,0.949450251292615,0.949450251292615,-0.997957527084974,0.831739936974052,1,0.831739936974052,1,0.963488787822319,0.974724043094342,0.949450251292615,0.22015347761986,-0.830718393758263,0.949450251292615,1,1,0.999234062424959,-0.990042730470372,0.815144531990125,0.338039332723765,0.338039332723765,0.949450251292615,-0.949450251292615,0.949450251292615,0.975234047210216,-0.338039332723765
"JAK",0.0357934607971159,-0.00713112022244075,0.0296528702126996,0.036304088272595,0.0317031731315239,0.033489035670464,0.0296528702126996,0.00669020733009182,0.00233119528558166,0.0347642721575739,0.0342536520710984,-0.0273720448999801,0.036304088272595,0.0115475539794481,0.00669020733009182,0.00669020733009182,-0.0345182216722263,0.0363014268293681,0.0355368171231974,0.036304088272595,1,0.0319597988025946,0.34539624456218,0.816181412755478,0.0312111134129471,0.0352828333216368,0.0319597988025946,0.0319597988025946,0.036304088272595,0.0296528702126996,-0.0110343732693529,0.0296528702126996,0.0296528702126996,-0.0352854988006745,0.0110343732693529,0.036304088272595,0.0110343732693529,0.036304088272595,0.0304305555157417,0.0294040657924992,0.0296528702126996,0.816181412755478,-0.0115475539794481,0.0296528702126996,0.036304088272595,0.036304088272595,0.036047443283943,-0.032981046064915,0.00669020733009182,0.016590817369399,0.016590817369399,0.0296528702126996,-0.0296528702126996,0.0296528702126996,0.0340022933272354,-0.016590817369399
"Jagged",0.989532086220022,-0.0950092479846292,0.959916937904354,0.989532086220022,0.999744712998542,0.987234180140288,0.959916937904354,0.819487107519042,0.0134665724609918,0.975234405580171,0.976255679302379,-0.978043292465562,0.989532086220022,0.833019275331576,0.819487107519042,0.819487107519042,-0.986723735958721,0.990042520339568,0.989276628731052,0.989532086220022,0.0319597988025946,1,-0.0910822952334249,0.215806187570735,0.973706558490133,0.989021441969672,1,1,0.989532086220022,0.959916937904354,-0.833529754592907,0.959916937904354,0.959916937904354,-0.988000610850598,0.833529754592907,0.989532086220022,0.833529754592907,0.989532086220022,0.96834026837254,0.972936315876761,0.959916937904354,0.215806187570735,-0.832508620945455,0.959916937904354,0.989532086220022,0.989532086220022,0.989787271666626,-0.980595664575609,0.819487107519042,0.338802127798203,0.338802127798203,0.959916937904354,-0.959916937904354,0.959916937904354,0.976510541328369,-0.338802127798203
"KLF4",-0.0892904836449072,-0.00252841361213966,-0.101050350135119,-0.0882692164460135,-0.0908285241533468,-0.0890428781092266,-0.101050350135119,-0.093372531710015,-0.0180794620835658,-0.0933847605412212,-0.0944060129619305,0.107413568408629,-0.0882692164460135,-0.0885139707784363,-0.093372531710015,-0.093372531710015,0.0915868167194883,-0.0882722874556416,-0.0895473297893029,-0.0882692164460135,0.34539624456218,-0.0910822952334249,1,0.435255270444318,-0.097956529133439,-0.089801117244354,-0.0910822952334249,-0.0910822952334249,-0.0882692164460135,-0.101050350135119,0.0890276004880329,-0.101050350135119,-0.101050350135119,0.0903087137370215,-0.0890276004880329,-0.0882692164460135,-0.0890276004880329,-0.0882692164460135,-0.0977174463444627,-0.0982341705647187,-0.101050350135119,0.435255270444318,0.0880033270434292,-0.101050350135119,-0.0882692164460135,-0.0882692164460135,-0.0890366975046054,0.0869972571927705,-0.093372531710015,-0.490954028547694,-0.490954028547694,-0.101050350135119,0.101050350135119,-0.101050350135119,-0.0936354440088339,0.490954028547694
"LIV1",0.219642844020413,-0.0224422127785291,0.213492771140621,0.22015347761986,0.215548599975016,0.217333537073843,0.213492771140621,0.162966905363776,0.0181744943345657,0.218607853985461,0.218097227775106,-0.211224383516637,0.22015347761986,0.167829184195157,0.162966905363776,0.162966905363776,-0.218368596407833,0.220148838502972,0.219385202452679,0.22015347761986,0.816181412755478,0.215806187570735,0.435255270444318,1,0.215071049377043,0.219132210420967,0.215806187570735,0.215806187570735,0.22015347761986,0.213492771140621,-0.167314017177038,0.213492771140621,0.213492771140621,-0.219136901535324,0.167314017177038,0.22015347761986,0.167314017177038,0.22015347761986,0.214278879605704,0.213248518204735,0.213492771140621,1,-0.167829184195157,0.213492771140621,0.22015347761986,0.22015347761986,0.219895834737377,-0.216827447080899,0.162966905363776,0.0737774498786121,0.0737774498786121,0.213492771140621,-0.213492771140621,0.213492771140621,0.217848706591062,-0.0737774498786121
"MEK",0.973448779849967,-0.100896970152085,0.976523072649009,0.972938116775844,0.973452172124868,0.971155223078694,0.976523072649009,0.819737057540133,0.0080823793490267,0.967837036450397,0.975496871719466,-0.977276906064236,0.972938116775844,0.816413274293887,0.819737057540133,0.819737057540133,-0.973703422629648,0.972429028123662,0.973194201857488,0.972938116775844,0.0312111134129471,0.973706558490133,-0.097956529133439,0.215071049377043,1,0.972938116775844,0.973706558490133,0.973706558490133,0.972938116775844,0.976523072649009,-0.816925566990493,0.976523072649009,0.976523072649009,-0.974979461854681,0.816925566990493,0.972938116775844,0.816925566990493,0.972938116775844,0.974215525376084,0.983410987069607,0.976523072649009,0.215071049377043,-0.815902601083618,0.976523072649009,0.972938116775844,0.972938116775844,0.973704863616786,-0.964514692358478,0.819737057540133,0.343157570163023,0.343157570163023,0.976523072649009,-0.976523072649009,0.976523072649009,0.970131943883378,-0.343157570163023
"NFB",0.999489351905175,-0.0876086422816341,0.949450251292615,0.998468055715527,0.98876637473263,0.998213568370929,0.949450251292615,0.813612579517264,0.0203549477195877,0.972937215999308,0.973958497410353,-0.980340182161221,0.998468055715527,0.829697077296918,0.813612579517264,0.813612579517264,-0.995659512330644,0.996936257388125,0.999744709204997,0.998468055715527,0.0352828333216368,0.989021441969672,-0.089801117244354,0.219132210420967,0.972938116775844,1,0.989021441969672,0.989021441969672,0.998468055715527,0.949450251292615,-0.830207971469398,0.949450251292615,0.949450251292615,-0.997446876260687,0.830207971469398,0.998468055715527,0.830207971469398,0.998468055715527,0.963488787822319,0.973702759386664,0.949450251292615,0.219132210420967,-0.829186419066246,0.949450251292615,0.998468055715527,0.998468055715527,0.999234062424959,-0.991574663221422,0.813612579517264,0.338549954341742,0.338549954341742,0.949450251292615,-0.949450251292615,0.949450251292615,0.974723402959865,-0.338549954341742
"NOTCH",0.989532086220022,-0.0950092479846292,0.959916937904354,0.989532086220022,0.999744712998542,0.987234180140288,0.959916937904354,0.819487107519042,0.0134665724609918,0.975234405580171,0.976255679302379,-0.978043292465562,0.989532086220022,0.833019275331576,0.819487107519042,0.819487107519042,-0.986723735958721,0.990042520339568,0.989276628731052,0.989532086220022,0.0319597988025946,1,-0.0910822952334249,0.215806187570735,0.973706558490133,0.989021441969672,1,1,0.989532086220022,0.959916937904354,-0.833529754592907,0.959916937904354,0.959916937904354,-0.988000610850598,0.833529754592907,0.989532086220022,0.833529754592907,0.989532086220022,0.96834026837254,0.972936315876761,0.959916937904354,0.215806187570735,-0.832508620945455,0.959916937904354,0.989532086220022,0.989532086220022,0.989787271666626,-0.980595664575609,0.819487107519042,0.338802127798203,0.338802127798203,0.959916937904354,-0.959916937904354,0.959916937904354,0.976510541328369,-0.338802127798203
"NOTCHic",0.989532086220022,-0.0950092479846292,0.959916937904354,0.989532086220022,0.999744712998542,0.987234180140288,0.959916937904354,0.819487107519042,0.0134665724609918,0.975234405580171,0.976255679302379,-0.978043292465562,0.989532086220022,0.833019275331576,0.819487107519042,0.819487107519042,-0.986723735958721,0.990042520339568,0.989276628731052,0.989532086220022,0.0319597988025946,1,-0.0910822952334249,0.215806187570735,0.973706558490133,0.989021441969672,1,1,0.989532086220022,0.959916937904354,-0.833529754592907,0.959916937904354,0.959916937904354,-0.988000610850598,0.833529754592907,0.989532086220022,0.833529754592907,0.989532086220022,0.96834026837254,0.972936315876761,0.959916937904354,0.215806187570735,-0.832508620945455,0.959916937904354,0.989532086220022,0.989532086220022,0.989787271666626,-0.980595664575609,0.819487107519042,0.338802127798203,0.338802127798203,0.959916937904354,-0.959916937904354,0.959916937904354,0.976510541328369,-0.338802127798203
"PAK1",0.998978703810351,-0.088119267011384,0.949450251292615,1,0.989277017768078,0.996681642809412,0.949450251292615,0.815144531990125,0.0203549477195877,0.973447856704831,0.974469138115876,-0.980850834400186,1,0.831229051988936,0.815144531990125,0.815144531990125,-0.996170161773551,0.998468193883764,0.998723415644922,1,0.036304088272595,0.989532086220022,-0.0882692164460135,0.22015347761986,0.972938116775844,0.998468055715527,0.989532086220022,0.989532086220022,1,0.949450251292615,-0.831739936974052,0.949450251292615,0.949450251292615,-0.997957527084974,0.831739936974052,1,0.831739936974052,1,0.963488787822319,0.974724043094342,0.949450251292615,0.22015347761986,-0.830718393758263,0.949450251292615,1,1,0.999234062424959,-0.990042730470372,0.815144531990125,0.338039332723765,0.338039332723765,0.949450251292615,-0.949450251292615,0.949450251292615,0.975234047210216,-0.338039332723765
