"","AKT","AXIN2","CD44","CDC42","Csl","Csn","DELTA","DSH","Destcompl","EGR1","ERK","Ecadherin","FOXC2","FUS","Frizzled","GLI","GSK3","HEY1","IKK","ILK","Jagged","KLF4","LIV1","LOXL23","MEK","NFB","NOTCH","NOTCHic","PAK1","PI3K","Patched","RAF","RAS","RKIP","SHH","SMAD","SMO","SNAI1","SNAI2","SOSGRB2","SRC","STAT","SUFU","TCFLEF","TGF","TGFR","TWIST1","TrCP","Wnt","ZEB1","ZEB2","cMet","cateninmemb","cateninnuc","cfos","miR200"
"FUS",0.816428138978993,-0.0639790979574808,0.779213256820154,0.817166581927134,0.814701069708195,0.802639980859043,0.779213256820154,0.97856252823658,0.0183640372123168,0.795971237311816,0.799419641705814,-0.805089281374088,0.816920955945603,1,0.97856252823658,0.97856252823658,-0.816919439821536,0.812980145497298,0.814704115150732,0.817166581927134,0.81519388891886,-0.00556285835899505,0.778474285551578,0.0808435811052977,0.794985005190534,0.809286999916828,0.81519388891886,0.81519388891886,0.817412258254258,0.779213256820154,-1,0.779213256820154,0.779213256820154,-0.813711261342007,1,0.816920955945603,1,0.816920955945603,0.794492180683781,0.79723116212371,0.779213256820154,0.779213256820154,-0.999507294927445,0.779213256820154,0.816920955945603,0.816920955945603,0.81667376424243,-0.791294473681889,0.97856252823658,0.252907070898287,0.252907070898287,0.779213256820154,-0.779213256820154,0.779213256820154,0.798190689019998,-0.252907070898287
"Frizzled",0.794990392376511,-0.0829485922358369,0.800653429966361,0.795728982066154,0.795727863828115,0.781200731448143,0.800653429966361,1,-0.000609739031537129,0.795729519559628,0.798191502131969,-0.790551949928575,0.795483206560451,0.97856252823658,1,1,-0.79646762226634,0.791542112638909,0.7932662260709,0.795728982066154,0.796220680256096,-0.00137223481245552,0.799914233851967,0.0761709736305029,0.796711312065388,0.78784851956739,0.796220680256096,0.796220680256096,0.795974806616296,0.800653429966361,-0.97856252823658,0.800653429966361,0.800653429966361,-0.795725171433453,0.97856252823658,0.795483206560451,0.97856252823658,0.795483206560451,0.793754381721141,0.796981259167202,0.800653429966361,0.800653429966361,-0.978070103052806,0.800653429966361,0.795483206560451,0.795483206560451,0.795236167164124,-0.769856868995566,1,0.248719406818786,0.248719406818786,0.800653429966361,-0.800653429966361,0.800653429966361,0.797456654205902,-0.248719406818786
"GLI",0.794990392376511,-0.0829485922358369,0.800653429966361,0.795728982066154,0.795727863828115,0.781200731448143,0.800653429966361,1,-0.000609739031537129,0.795729519559628,0.798191502131969,-0.790551949928575,0.795483206560451,0.97856252823658,1,1,-0.79646762226634,0.791542112638909,0.7932662260709,0.795728982066154,0.796220680256096,-0.00137223481245552,0.799914233851967,0.0761709736305029,0.796711312065388,0.78784851956739,0.796220680256096,0.796220680256096,0.795974806616296,0.800653429966361,-0.97856252823658,0.800653429966361,0.800653429966361,-0.795725171433453,0.97856252823658,0.795483206560451,0.97856252823658,0.795483206560451,0.793754381721141,0.796981259167202,0.800653429966361,0.800653429966361,-0.978070103052806,0.800653429966361,0.795483206560451,0.795483206560451,0.795236167164124,-0.769856868995566,1,0.248719406818786,0.248719406818786,0.800653429966361,-0.800653429966361,0.800653429966361,0.797456654205902,-0.248719406818786
"GSK3",-0.997043256075254,0.0819579299948894,-0.943082667559159,-0.996796754887995,-0.987433295372308,-0.984727405334975,-0.943082667559159,-0.79646762226634,-0.0250151614168894,-0.967737904302467,-0.969211202758795,0.983244753632924,-0.997043256075254,-0.816919439821536,-0.79646762226634,-0.79646762226634,1,-0.992608342528331,-0.996304196685779,-0.996796754887995,-0.987926108509006,0.0112259981953015,-0.942342922192866,-0.113147231678693,-0.966736243368968,-0.99137735186921,-0.987926108509006,-0.987926108509006,-0.996550313488645,-0.943082667559159,0.816919439821536,-0.943082667559159,-0.943082667559159,0.994829036563265,-0.816919439821536,-0.997043256075254,-0.816919439821536,-0.997043256075254,-0.965257788070802,-0.96847274531359,-0.943082667559159,-0.943082667559159,0.816426846115971,-0.943082667559159,-0.997043256075254,-0.997043256075254,-0.997289566498751,0.973388333227041,-0.79646762226634,-0.314757241121995,-0.314757241121995,-0.943082667559159,0.943082667559159,-0.943082667559159,-0.968481694526505,0.314757241121995
"HEY1",0.995072040628051,-0.0854026040894452,0.940622050930572,0.995318589634517,0.989898147297449,0.9812754461198,0.940622050930572,0.791542112638909,0.0210717686694905,0.964787618341439,0.966259971620932,-0.981767867925449,0.995564848708235,0.812980145497298,0.791542112638909,0.791542112638909,-0.992608342528331,1,0.993347130565035,0.995318589634517,0.989898147297449,-0.00875962121938566,0.93988207229507,0.113652666624756,0.965260172136649,0.98792655221765,0.989898147297449,0.989898147297449,0.995072390259681,0.940622050930572,-0.812980145497298,0.940622050930572,0.940622050930572,-0.992368124616581,0.812980145497298,0.995564848708235,0.812980145497298,0.995564848708235,0.961810462795305,0.967975753605628,0.940622050930572,0.940622050930572,-0.812488024311202,0.940622050930572,0.995564848708235,0.995564848708235,0.995318589634517,-0.969938828538647,0.791542112638909,0.312294951295288,0.312294951295288,0.940622050930572,-0.940622050930572,0.940622050930572,0.964546419751507,-0.312294951295288
"IKK",0.99827519977308,-0.0846646329516452,0.93988186061268,0.997536074148055,0.98817302214669,0.987928780422693,0.93988186061268,0.7932662260709,0.0213184096374665,0.965032260110484,0.966504855354499,-0.9829994219437,0.997782391034659,0.814704115150732,0.7932662260709,0.7932662260709,-0.996304196685779,0.993347130565035,1,0.997536074148055,0.988665833129128,-0.0124562233892696,0.939141943323899,0.114881621608142,0.965998712631627,0.994579624149248,0.988665833129128,0.988665833129128,0.997289817094798,0.93988186061268,-0.814704115150732,0.93988186061268,0.93988186061268,-0.99507774626874,0.814704115150732,0.997782391034659,0.814704115150732,0.997782391034659,0.962056182404112,0.969208714924683,0.93988186061268,0.93988186061268,-0.814211878887221,0.93988186061268,0.997782391034659,0.997782391034659,0.998028883604558,-0.976591615282528,0.7932662260709,0.315990515258159,0.315990515258159,0.93988186061268,-0.93988186061268,0.93988186061268,0.965283724650979,-0.315990515258159
"ILK",0.999260815140733,-0.0836815069173767,0.941358575854129,0.999507189137251,0.990143873658263,0.98546593721466,0.941358575854129,0.795728982066154,0.0227973016558087,0.966507401549813,0.967980469382218,-0.984969904445694,0.999753625285397,0.817166581927134,0.795728982066154,0.795728982066154,-0.996796754887995,0.995318589634517,0.997536074148055,1,0.990636686046951,-0.0114718060041031,0.940618774661352,0.115861023830655,0.967475975761819,0.992116180814403,0.990636686046951,0.990636686046951,0.999260812941776,0.941358575854129,-0.817166581927134,0.941358575854129,0.941358575854129,-0.996554619013131,0.817166581927134,0.999753625285397,0.817166581927134,0.999753625285397,0.963533434284188,0.971182022094485,0.941358575854129,0.941358575854129,-0.816674111408671,0.941358575854129,0.999753625285397,0.999753625285397,0.999507189137251,-0.974127497762837,0.795728982066154,0.315004046220316,0.315004046220316,0.941358575854129,-0.941358575854129,0.941358575854129,0.966758516449574,-0.315004046220316
"Jagged",0.990390445644495,-0.0900905232919032,0.950720701941681,0.990636686046951,0.999507186085368,0.976596838925435,0.950720701941681,0.796220680256096,0.0163913505325384,0.969954152749717,0.972413341825442,-0.983490922889114,0.990883257315096,0.81519388891886,0.796220680256096,0.796220680256096,-0.987926108509006,0.989898147297449,0.988665833129128,0.990636686046951,1,-0.0109801903069797,0.949980999430729,0.110433437993606,0.969446301856715,0.983246452893714,1,1,0.990390174192494,0.950720701941681,-0.81519388891886,0.950720701941681,0.950720701941681,-0.989160922453308,0.81519388891886,0.990883257315096,0.81519388891886,0.990883257315096,0.966982205803395,0.968227538253662,0.950720701941681,0.950720701941681,-0.81470116598163,0.950720701941681,0.990883257315096,0.990883257315096,0.990636686046951,-0.96525705044382,0.796220680256096,0.314510454370301,0.314510454370301,0.950720701941681,-0.950720701941681,0.950720701941681,0.970204936741517,-0.314510454370301
"KLF4",-0.0117176137781549,-0.0134394530677642,-0.00162269862053901,-0.0119646092373691,-0.0104873855477983,-0.00924772965514618,-0.00162269862053901,-0.00137223481245552,-0.00652750763736069,-0.00655915793971727,-0.00754242669626298,0.0265054057091805,-0.0117176137781549,-0.00556285835899505,-0.00137223481245552,-0.00137223481245552,0.0112259981953015,-0.00875962121938566,-0.0124562233892696,-0.0114718060041031,-0.0109801903069797,1,-0.00186852484707656,-0.0745732883187382,-0.00654847846922616,-0.0109754561994604,-0.0109801903069797,-0.0109801903069797,-0.0117188021765635,-0.00162269862053901,0.00556285835899505,-0.00162269862053901,-0.00162269862053901,0.0109861681216199,-0.00556285835899505,-0.0117176137781549,-0.00556285835899505,-0.0117176137781549,-0.00507004830387949,-0.00677909938474944,-0.00162269862053901,-0.00162269862053901,0.00507122248637428,-0.00162269862053901,-0.0117176137781549,-0.0117176137781549,-0.0114718060041031,0.00728239114141772,-0.00137223481245552,-0.696454287202355,-0.696454287202355,-0.00162269862053901,0.00162269862053901,-0.00162269862053901,-0.00582169488227289,0.696454287202355
"LIV1",0.94086596944378,-0.125831381877148,0.999260782828214,0.940618774661352,0.949488177168036,0.927078149750652,0.999260782828214,0.799914233851967,-0.0178568891740244,0.971667961620994,0.972650825870965,-0.955646863094901,0.94086596944378,0.778474285551578,0.799914233851967,0.799914233851967,-0.942342922192866,0.93988207229507,0.939141943323899,0.940618774661352,0.949980999430729,-0.00186852484707656,1,0.0998091177858983,0.973141171283433,0.933724903631247,0.949980999430729,0.949980999430729,0.940371636253884,0.999260782828214,-0.778474285551578,0.999260782828214,0.999260782828214,-0.94406363375952,0.778474285551578,0.94086596944378,0.778474285551578,0.94086596944378,0.977083791753952,0.969472964823165,0.999260782828214,0.999260782828214,-0.777980311955524,0.999260782828214,0.94086596944378,0.94086596944378,0.941111595398075,-0.915732148493932,0.799914233851967,0.305390783186837,0.305390783186837,0.999260782828214,-0.999260782828214,0.999260782828214,0.972409981112273,-0.305390783186837
"LOXL23",0.11561774132027,-0.0152161239447838,0.0995595981162392,0.116353870152709,0.110433437993606,0.107764092412121,0.0995595981162392,0.0761709736305029,0.000627628618582494,0.103952828720341,0.103964841305017,-0.114613301837312,0.116110586924188,0.0808435811052977,0.0761709736305029,0.0761709736305029,-0.113147231678693,0.113652666624756,0.114881621608142,0.115861023830655,0.110433437993606,-0.0745732883187382,0.0998091177858983,1,0.105486238330288,0.111937231279875,0.110433437993606,0.110433437993606,0.116597161169499,0.0995595981162392,-0.0808435811052977,0.0995595981162392,0.0995595981162392,-0.11434531633662,0.0808435811052977,0.116110586924188,0.0808435811052977,0.116110586924188,0.104500532041289,0.107790067680416,0.0995595981162392,0.0995595981162392,-0.0803444364645594,0.0995595981162392,0.116110586924188,0.116110586924188,0.115861023830655,-0.104282292430155,0.0761709736305029,0.122792509789974,0.122792509789974,0.0995595981162392,-0.0995595981162392,0.0995595981162392,0.102711684958496,-0.122792509789974
"MEK",0.967722947728226,-0.108332342206176,0.973880568050608,0.967475975761819,0.968953482646051,0.95393309030107,0.973880568050608,0.796711312065388,-0.000362700541889434,0.966003403986737,0.973392533906542,-0.970677380651921,0.967722947728226,0.794985005190534,0.796711312065388,0.796711312065388,-0.966736243368968,0.965260172136649,0.965998712631627,0.967475975761819,0.969446301856715,-0.00654847846922616,0.973141171283433,0.105486238330288,1,0.960580844187377,0.969446301856715,0.969446301856715,0.96722906180169,0.973880568050608,-0.794985005190534,0.973880568050608,0.973880568050608,-0.97092359623445,0.794985005190534,0.967722947728226,0.794985005190534,0.967722947728226,0.972894652128556,0.981541787043755,0.973880568050608,0.973880568050608,-0.794491466129927,0.973880568050608,0.967722947728226,0.967722947728226,0.967968793446523,-0.942589282431122,0.796711312065388,0.310073245530875,0.310073245530875,0.973880568050608,-0.973880568050608,0.973880568050608,0.965760208690931,-0.310073245530875
"NFB",0.992855067798493,-0.085152521874704,0.934465048263361,0.992116180814403,0.982753644364703,0.993347948790066,0.934465048263361,0.78784851956739,0.0208246553321993,0.959618522547148,0.961090202721722,-0.977580770865773,0.992362261513488,0.809286999916828,0.78784851956739,0.78784851956739,-0.99137735186921,0.98792655221765,0.994579624149248,0.992116180814403,0.983246452893714,-0.0109754561994604,0.933724903631247,0.111937231279875,0.960580844187377,1,0.983246452893714,0.983246452893714,0.991870159620296,0.934465048263361,-0.809286999916828,0.934465048263361,0.934465048263361,-0.989660659130283,0.809286999916828,0.992362261513488,0.809286999916828,0.992362261513488,0.956638333587493,0.963784442206522,0.934465048263361,0.934465048263361,-0.808795229796188,0.934465048263361,0.992362261513488,0.992362261513488,0.992608987817487,-0.982013329528377,0.78784851956739,0.314514059922824,0.314514059922824,0.934465048263361,-0.934465048263361,0.934465048263361,0.959870663204766,-0.314514059922824
"NOTCH",0.990390445644495,-0.0900905232919032,0.950720701941681,0.990636686046951,0.999507186085368,0.976596838925435,0.950720701941681,0.796220680256096,0.0163913505325384,0.969954152749717,0.972413341825442,-0.983490922889114,0.990883257315096,0.81519388891886,0.796220680256096,0.796220680256096,-0.987926108509006,0.989898147297449,0.988665833129128,0.990636686046951,1,-0.0109801903069797,0.949980999430729,0.110433437993606,0.969446301856715,0.983246452893714,1,1,0.990390174192494,0.950720701941681,-0.81519388891886,0.950720701941681,0.950720701941681,-0.989160922453308,0.81519388891886,0.990883257315096,0.81519388891886,0.990883257315096,0.966982205803395,0.968227538253662,0.950720701941681,0.950720701941681,-0.81470116598163,0.950720701941681,0.990883257315096,0.990883257315096,0.990636686046951,-0.96525705044382,0.796220680256096,0.314510454370301,0.314510454370301,0.950720701941681,-0.950720701941681,0.950720701941681,0.970204936741517,-0.314510454370301
"NOTCHic",0.990390445644495,-0.0900905232919032,0.950720701941681,0.990636686046951,0.999507186085368,0.976596838925435,0.950720701941681,0.796220680256096,0.0163913505325384,0.969954152749717,0.972413341825442,-0.983490922889114,0.990883257315096,0.81519388891886,0.796220680256096,0.796220680256096,-0.987926108509006,0.989898147297449,0.988665833129128,0.990636686046951,1,-0.0109801903069797,0.949980999430729,0.110433437993606,0.969446301856715,0.983246452893714,1,1,0.990390174192494,0.950720701941681,-0.81519388891886,0.950720701941681,0.950720701941681,-0.989160922453308,0.81519388891886,0.990883257315096,0.81519388891886,0.990883257315096,0.966982205803395,0.968227538253662,0.950720701941681,0.950720701941681,-0.81470116598163,0.950720701941681,0.990883257315096,0.990883257315096,0.990636686046951,-0.96525705044382,0.796220680256096,0.314510454370301,0.314510454370301,0.950720701941681,-0.950720701941681,0.950720701941681,0.970204936741517,-0.314510454370301
"PAK1",0.999014499645938,-0.0839291609992312,0.941111377311384,0.999753624552532,0.989897361055796,0.985220210692512,0.941111377311384,0.795974806616296,0.0225511473447425,0.966259381945606,0.967732697818322,-0.984723200583055,0.99950731053861,0.817412258254258,0.795974806616296,0.795974806616296,-0.996550313488645,0.995072390259681,0.997289817094798,0.999260812941776,0.990390174192494,-0.0117188021765635,0.940371636253884,0.116597161169499,0.96722906180169,0.991870159620296,0.990390174192494,0.990390174192494,1,0.941111377311384,-0.817412258254258,0.941111377311384,0.941111377311384,-0.996307504249097,0.817412258254258,0.99950731053861,0.817412258254258,0.99950731053861,0.963286514339915,0.970936760732079,0.941111377311384,0.941111377311384,-0.816919666553447,0.941111377311384,0.99950731053861,0.99950731053861,0.999260812941776,-0.973881144119712,0.795974806616296,0.315250046898401,0.315250046898401,0.941111377311384,-0.941111377311384,0.941111377311384,0.966510312710188,-0.315250046898401
