"Network","JSD","MinFrust","MeanFrust","MaxFrust","MinCoh","MeanCoh","MaxCoh","Gs","InflVal","InflVal2","Jmetric","posLoops","posWeighted","negWeighted","negLoops","Hybridness","posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency"
"SNAIL-miR200_2-0",0.311593832586441,0.2,0.3,0.4,"0.142","0.36625","0.514",0.388207545281359,5.239285682983,-2.42334936106929,-5.8740533338793,4,2.5,2,1.33333333333333,0,1,1,5,2.33333333333333,2
"SNAIL-miR200_2-1",1,0.272727272727273,0.272727272727273,0.272727272727273,"0.642","0.658","0.668",0.388207545281359,5.239285682983,-2.42334936106929,-5.3132533032513,4,2.5,2,1.33333333333333,0,1,1,7,3,4
"SNAIL-ZEB_1-0",0.0099321179546611,0.2,0.25,0.3,"0.6","0.622","0.656",0.388207545281359,5.239285682983,-2.42334936106929,-7,4,2.5,2,1.33333333333333,0,1,1,5,2.33333333333333,2
"SNAIL-ZEB_1-2",0.0270132655870064,0.272727272727273,0.272727272727273,0.272727272727273,"0.662","0.6695","0.674",0.388207545281359,5.239285682983,-2.42334936106929,-7,4,2.5,2,1.33333333333333,0,1,1,7,3,4
"wild",0,0.181818181818182,0.272727272727273,0.363636363636364,"0.426","0.5675","0.716",0.388207545281359,5.239285682983,-2.42334936106929,-7,4,2.5,2,1.33333333333333,0,3,1.66666666666667,5,2.33333333333333,2
"ZEB-GRHL2_2-0",0.14020002139334,0.2,0.3,0.4,"0.322","0.465","0.6",0.247994935059556,1.87421211110391,-1.06034583729137,-7,3,2,2,1.33333333333333,0,3,1.66666666666667,5,2.33333333333333,2
"ZEB-GRHL2_2-1",1,0.272727272727273,0.272727272727273,0.272727272727273,"0.8","0.8","0.8",0.041295948572923,2.60541586757328,-1.61089177360244,-7,3,2,3,1.83333333333333,0,3,1.66666666666667,5,2.33333333333333,2
"ZEB-miR200_2-0",0.112375131400137,0.2,0.266666666666667,0.3,"0.36","0.436666666666667","0.53",0.0812490065511089,4.35270600051131,-2.26572108694661,-6.9999970906452,3,2,2,1.33333333333333,0,2,1.33333333333333,3,1.66666666666667,2
"ZEB-miR200_2-1",0.634740684641125,0.272727272727273,0.272727272727273,0.272727272727273,"0.408","0.559","0.706",0.0267511753547371,3.07006315943342,-1.7230903845977,-7,3,2,3,1.83333333333333,0,4,2,4,2,3
"ZEB-OVOL2_2-0",0.5,Inf,NA,-Inf,NA,NA,NA,0.704159912216453,8.99582057837612,-4.1769681307081,-7,3,2,1,1,0,3,1.66666666666667,3,1.66666666666667,2
"ZEB-OVOL2_2-1",1,0.181818181818182,0.272727272727273,0.363636363636364,"0.336","0.555","0.758",0.232671337496618,4.28803368463738,-2.1650500134538,-7,4,2.33333333333333,2,1.5,0,5,2.33333333333333,3,1.66666666666667,2
"ZEB-ZEB_1-0",2.30258144624757e-06,0.2,0.3,0.4,"0.414","0.5665","0.716",0.075,1.3,-0.3,-7,3,1.5,2,1.33333333333333,0,2,0.666666666666667,5,2.33333333333333,2
"ZEB-ZEB_1-2",0.226433715377604,0.272727272727273,0.272727272727273,0.272727272727273,"0.8","0.8","0.8",0.04375,0.7,0,-7,3,1.5,3,2.33333333333333,0,2,0.666666666666667,6,3.33333333333333,3
