"Network","JSD","MinFrust","MeanFrust","MaxFrust","MinCoh","MeanCoh","MaxCoh","Gs","InflVal","InflVal2","Jmetric","posLoops","posWeighted","negWeighted","negLoops","Hybridness","posLoopsUnd","posLoopsUndWeighted","negLoopsUnd","negLoopsUndWeighted","inconsistency"
"SNAIL-miR34_2-0",0.16226209337108,0.19047619047619,0.238095238095238,0.285714285714286,"0.568","0.67025","0.792",0.255753283748354,23.4345778398741,-10.8667027538634,-10.680046306567,9,4.03333333333333,6,2.95,0,5,2.25,8,3.83333333333333,4
"SNAIL-miR34_2-1",0.207662453245708,0.227272727272727,0.263636363636364,0.272727272727273,"0.494","0.6109","0.789",0.21944756434374,20.6027382379899,-9.55787733508975,-10.8489128095142,9,4.03333333333333,7,3.45,0,5,2.25,9,4.16666666666667,4
"SNAIL-SNAIL_2-0",2.09978459288933e-05,0.142857142857143,0.222222222222222,0.285714285714286,"0.549","0.628","0.689",0.406124679242631,34.2266575320285,-16.406275701763,-11.7514509146512,10,4.53333333333333,5,1.95,0.281296666666667,6,2.58333333333333,7,2.83333333333333,3
"SNAIL-SNAIL_2-1",0.108746491188933,0.136363636363636,0.227272727272727,0.318181818181818,"0.544","0.587625","0.656",0.439831737613629,36.0906574863172,-17.3547124166821,-12.2598096579344,11,5.53333333333333,5,1.95,0.263153333333333,7,3.58333333333333,7,2.83333333333333,3
"SNAIL-ZEB_1-0",0.000340941126998557,0.19047619047619,0.246031746031746,0.285714285714286,"0.555","0.6395","0.709",0.230242180079424,21.3722223032807,-9.58242649517114,-11.7949165277897,8,4,4,2.53333333333333,0.298656666666667,6,2.25,10,4.13333333333333,4
"SNAIL-ZEB_1-2",0.00110090333035557,0.227272727272727,0.257575757575758,0.272727272727273,"0.562","0.633916666666667","0.712",0.102267004290094,16.5655995662131,-7.33944243991025,-11.819290816135,10,4.41666666666667,6,3.06666666666667,0.313893333333333,4,1.75,10,4.66666666666667,4
"wild",0,0.181818181818182,0.257575757575758,0.318181818181818,"0.568","0.6315","0.692",0.170924040642642,22.7923421132029,-10.6493203852717,-11.745041233706,10,4.53333333333333,6,2.95,0.280036666666667,6,2.58333333333333,8,3.83333333333333,4
"ZEB-Ecad_2-0",0.266902747235142,0.19047619047619,0.30952380952381,0.428571428571429,"0.232","0.4835","0.735",0.265523566273298,17.0844087224755,-8.25880039986453,-12.8077810040078,9,4.03333333333333,4,2.5,0.277186666666667,6,2.58333333333333,7,3.58333333333333,4
"ZEB-Ecad_2-1",1,0.181818181818182,0.333333333333333,0.409090909090909,"0.332","0.517083333333333","0.84",0.109276664170378,17.4619483279445,-8.64635670189393,-14.0480284593016,11,4.48333333333333,5,3,0.289926666666667,7,2.83333333333333,7,3.58333333333333,4
"ZEB-GRHL2_2-0",0.263618201075401,0.19047619047619,0.293650793650794,0.380952380952381,"0.423","0.508083333333333","0.591",0.133056838166559,14.2408823937352,-7.19686202081544,-12.6156515341363,9,4.03333333333333,6,2.95,0.362183333333333,6,2.58333333333333,8,3.83333333333333,4
"ZEB-GRHL2_2-1",1,0.227272727272727,0.303030303030303,0.363636363636364,"0.514","0.585083333333333","0.642",0.117974785451617,14.8106126138436,-7.77764847396089,-13.7111555063147,9,4.03333333333333,7,3.45,0.46162,6,2.58333333333333,8,3.83333333333333,4
"ZEB-miR200_2-0",0.110481753555555,0.19047619047619,0.244897959183673,0.285714285714286,"0.475","0.588571428571429","0.7",0.0853004030617027,19.0374856422928,-9.09881022697006,-11.8611932005837,8,3.83333333333333,6,2.95,0.28129,5,2.25,6,3.16666666666667,4
"ZEB-miR200_2-1",0.470056138500855,0.227272727272727,0.25,0.272727272727273,"0.608","0.686875","0.789",0.0686495438999017,15.6036883638296,-7.61176851869729,-12.1326623349984,8,3.83333333333333,8,3.65,0.282306666666667,7,2.91666666666667,7,3.5,4
"ZEB-miR34_2-0",0.134695027135344,0.19047619047619,0.238095238095238,0.285714285714286,"0.542","0.6455","0.8",0.114220888922786,19.2278248886718,-9.22371142470094,-13.0588290600034,8,3.95,6,2.95,0.533763333333333,4,1.91666666666667,8,3.83333333333333,4
"ZEB-miR34_2-1",0.228242452548613,0.227272727272727,0.257575757575758,0.272727272727273,"0.481","0.592583333333333","0.8",0.0664467329263083,19.1713818296896,-9.55944683687723,-13.4134517998696,8,3.95,8,3.53333333333333,0.623863333333333,4,1.91666666666667,10,4.5,4
"ZEB-OVOL2_2-0",0.5,Inf,NA,-Inf,NA,NA,NA,0.303864938773923,26.4372969229723,-12.5952497680507,-12.6489020073099,9,4.03333333333333,4,2.45,0.250503333333333,6,2.58333333333333,6,3.16666666666667,4
"ZEB-OVOL2_2-1",1,0.181818181818182,0.292207792207792,0.363636363636364,"0.435","0.560428571428571","0.667",0.195385695803349,19.6691216308292,-9.7141222325557,-13.6346459560903,11,4.53333333333333,5,2.95,0.265513333333333,8,3.25,6,3.16666666666667,4
"ZEB-ZEB_1-0",0.00296366396289332,0.19047619047619,0.26984126984127,0.333333333333333,"0.484","0.586083333333333","0.668",0.102208984299625,12.3555998235615,-5.83376477927326,-11.7686646880322,9,3.53333333333333,6,2.95,0.237276666666667,5,1.58333333333333,8,3.83333333333333,4
"ZEB-ZEB_1-2",0.00303480215828545,0.227272727272727,0.303030303030303,0.363636363636364,"0.504","0.5875","0.661",0.0666945697742499,6.40389602672329,-3.08247248959922,-11.7641257955979,9,3.53333333333333,7,3.95,0.23697,5,1.58333333333333,9,4.83333333333333,5
