"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","OVOL2","miR34a","GRHL2","miR101","miR205","NP63","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"GRHL2",0.738701327254738,0.738701327254738,0.679766690442118,0.688615519113834,0.7431693361707,0.7431693361707,0.829234406148903,0.703603815823552,0.572141767884374,0.472595254336552,-0.151643070830372,-0.167515122481794,-0.391507114228398,-0.44302687475389,-0.454825513137443,-0.446666371988962,-0.414519634811044,-0.551688709093162,-0.686462272122933,-0.574490960371689,-0.807008215391255,-0.755162416803831,-0.595042803629179
"NP63",0.149496955106906,0.149496955106906,-0.0160177862925407,-0.0224559361074664,0.187701662417254,0.187701662417254,0.34425297292987,0.153232751969686,0.25432264543081,-0.21590924034979,0.0416411259031029,-0.0599442137357621,0.156081291290587,0.047888368349871,0.0601653855499469,0.146493049396724,0.225180581980362,0.157545132436847,-0.135691024701991,0.190023549573891,-0.198149210926273,-0.148098809307369,-0.103811409910144
"SNAI1",-0.553213007598471,-0.553213007598471,-0.549013119207742,-0.599340787706181,-0.558476547744699,-0.558476547744699,-0.568986827207778,-0.520794368332233,-0.510259151002468,-0.497389238895483,0.0792973650217009,0.0906389479670574,0.345943428509359,0.23858178907438,0.438182954077063,0.385933925088638,0.455260511969898,0.522164857863591,0.455519178871195,0.584731828996438,0.605487523265003,0.506428110108571,0.59212709530385
"TCF3",-0.549750488101493,-0.549750488101493,-0.746568345389734,-0.826861299272213,-0.5504052316369,-0.5504052316369,-0.552611493546391,-0.489663697068524,-0.510402467878516,-0.676720974693888,0.0620289855072464,0.0797746502471308,0.480725554862287,0.414875664775758,0.420549390504386,0.548537752345346,0.60616517078985,0.733306970161668,0.582327738075453,0.815914244903423,0.629288309572752,0.667917732637715,0.627742268704424
"KLF8",-0.549750488101493,-0.549750488101493,-0.746568345389734,-0.826861299272213,-0.5504052316369,-0.5504052316369,-0.552611493546391,-0.489663697068524,-0.510402467878516,-0.676720974693888,0.0620289855072464,0.0797746502471308,0.480725554862287,0.414875664775758,0.420549390504386,0.548537752345346,0.60616517078985,0.733306970161668,0.582327738075453,0.815914244903423,0.629288309572752,0.667917732637715,0.627742268704424
"TGFbeta",-0.608849906183394,-0.608849906183394,-0.70385261188146,-0.668357484468292,-0.610558236552563,-0.610558236552563,-0.616547882970341,-0.607744222708939,-0.559569967959068,-0.584154050492081,0.0790197217763706,0.0938766310159454,0.491960711260807,0.464539937940614,0.520335519945264,0.54540613135928,0.528582798994619,0.680377977841513,0.67938496064578,0.751538876188053,0.671485328659655,0.645444482024736,0.667609597162599
"FOXC2",-0.834912024081792,-0.834912024081792,-0.827553228585838,-0.813845269305703,-0.834760855003077,-0.834760855003077,-0.822768860029553,-0.788321748108317,-0.721407398682093,-0.56586243979133,0.1613891260038,0.180513549966933,0.486126518759653,0.517935287101506,0.527534187161731,0.551595198345052,0.496843389075003,0.715146206476661,0.668157532667547,0.688393750560032,0.910995035850478,0.750565452685784,0.711396095877934
"SNAI2",-0.703836640688761,-0.703836640688761,-0.899378030168497,-0.874778260398499,-0.704522141855244,-0.704522141855244,-0.705569327254082,-0.629239821718958,-0.643198594845381,-0.810422797255982,0.0987782455219125,0.115880331737696,0.613690474788905,0.512450074222987,0.539840210653951,0.676478378307222,0.745029990901711,0.881870140921935,0.749373222950132,0.859559655089252,0.776903618213932,0.827918951701613,0.775377963346024
"ZEB1",-0.911164545937878,-0.911164545937878,-0.903206365987925,-0.887204857210468,-0.910995035850478,-0.910995035850478,-0.898458791951107,-0.85754390917968,-0.787011801342726,-0.632395376343004,0.180513549966933,0.197791397995442,0.551595198345052,0.565913134545369,0.587165826205831,0.61563998011505,0.56586243979133,0.788835773906686,0.750565452685784,0.759734888857917,0.884351467111572,0.830191461471856,0.784868352805814
"GSC",-0.752871319849083,-0.752871319849083,-0.746903966658199,-0.717275178223902,-0.755043493679583,-0.755043493679583,-0.756587110502166,-0.67188374289863,-0.681604449251945,-0.627791738213325,0.113449408358885,0.129673857103114,0.60496239819114,0.51291956641202,0.64329142252626,0.662827207800136,0.56732034527545,0.625080850387448,0.610586377802012,0.697370455683025,0.821679511779131,0.682771622070429,0.81633607868465
"TWIST2",-0.760444766453068,-0.760444766453068,-0.75544153243208,-0.826405051772179,-0.761321019214538,-0.761321019214538,-0.762595180029059,-0.669565026070233,-0.692356906931249,-0.654193794267173,0.113525539177357,0.130070393087632,0.645121897915656,0.521653899879961,0.557778915507673,0.703554851764878,0.593051736616812,0.734594213319295,0.616175644871791,0.809708990310837,0.828734303359292,0.689176821011705,0.826694380400586
"TWIST1",-0.761027996923257,-0.761027996923257,-0.755844036001926,-0.825138106331569,-0.762026996041639,-0.762026996041639,-0.762771090036467,-0.664913556461016,-0.689916182291561,-0.644423838203978,0.11587753688203,0.13255598766371,0.624233865142514,0.441697803479784,0.639752707543362,0.583023803626424,0.582968876295897,0.734452353579246,0.616248029931452,0.809871208223107,0.829608104354292,0.68942314093672,0.827243145535126
"ZEB2",-0.943653335957112,-0.943653335957112,-0.939085532715647,-0.922072708162576,-0.7442653433734,-0.7442653433734,-0.741417607381583,-0.693132653660412,-0.673022557314652,-0.668623674381429,0.112792910777204,0.131138123048663,0.476457297708534,0.504503893174485,0.519492831557226,0.545090288437097,0.597605348290365,0.725983102821764,0.776216838568542,0.804695764184495,0.822417693136128,0.861087734996255,0.92109278731117
