"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","GRHL2","miR101","OVOL2","NP63","miR205","TCF3","TWIST1","FOXC2","SNAI1","KLF8","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"NP63",0.159871904575772,0.159871904575772,-0.0124392514750755,-0.0223714501168211,0.190919533715367,0.190919533715367,0.158938343503322,0.268018647142441,-0.219049427793628,0.203135481045345,0.0215802590359401,0.12148890048048,-0.104382150986166,-0.107759240630506,-0.0263233958282504,0.032036744164456,0.227152942240692,0.164029309693978,0.202993352121047,-0.114321908152377,-0.200589445060659,-0.126322318949494,-0.123844547733204
"TWIST2",-0.440031443532492,-0.440031443532492,-0.436520675172917,-0.45948218696094,-0.435266050606105,-0.435266050606105,-0.362116075141841,-0.404840143845873,-0.359385014408254,-0.317978615417526,0,0,-0.0380363278870886,-0.0332659418961791,0.155865655687695,0.255647431354233,0.332436903209276,0.431305671621331,0.44980688601213,0.35278403671687,0.465537796696614,0.38527742604647,0.477736965789924
"TCF3",-0.455717218051176,-0.455717218051176,-0.649478087592917,-0.698299819090841,-0.45321658955644,-0.45321658955644,-0.39645395068095,-0.426743131234612,-0.580502916931265,-0.328421807644309,0,0,-0.0549237899991087,-0.0424842933872984,0.212628382006408,0.320257199271571,0.531046800108139,0.638914123432266,0.685392358997545,0.512419810536812,0.510273240253145,0.575678828118832,0.517779397029876
"KLF8",-0.455717218051176,-0.455717218051176,-0.649478087592917,-0.698299819090841,-0.45321658955644,-0.45321658955644,-0.39645395068095,-0.426743131234612,-0.580502916931265,-0.328421807644309,0,0,-0.0549237899991087,-0.0424842933872984,0.212628382006408,0.320257199271571,0.531046800108139,0.638914123432266,0.685392358997545,0.512419810536812,0.510273240253145,0.575678828118832,0.517779397029876
"SNAI1",-0.510553397104409,-0.510553397104409,-0.500940991097819,-0.530650801296487,-0.5126011349669,-0.5126011349669,-0.476990869980701,-0.478031110537936,-0.444425257123092,-0.371745359783368,0,0,0.05015646373385,0.0560327455460399,0.330493340422236,0.191506147197882,0.413577528765544,0.46931599360832,0.510685927928738,0.408579877125154,0.54787976957048,0.446972391005504,0.543267104275023
"TGFbeta",-0.559704079394786,-0.559704079394786,-0.649122442531862,-0.58930548978885,-0.558490492521636,-0.558490492521636,-0.557416679401915,-0.521625885257196,-0.523928752713789,-0.404193494196086,0,0,0.118748801745608,0.127477501856787,0.390832980876353,0.408256522727963,0.482353664943466,0.621435738263236,0.667095579763352,0.630246942401513,0.605164684249443,0.581163307522732,0.609714316129188
"SNAI2",-0.565533984826942,-0.565533984826942,-0.755767357439791,-0.694625268342748,-0.561674629609966,-0.561674629609966,-0.493895906529108,-0.523083118473978,-0.668844056522503,-0.397071659870648,0,0,-0.0344577329623316,-0.0247710263972246,0.277488128495147,0.383789252127718,0.626347438299063,0.738907825454966,0.676002086368139,0.630966591279418,0.609927861683377,0.684080886227172,0.620565458951225
"FOXC2",-0.76842772583586,-0.76842772583586,-0.748837225698769,-0.700588621872973,-0.758866679338915,-0.758866679338915,-0.71816429800282,-0.677354493171192,-0.476281036086513,-0.474391014040016,0,0,0.0854939616330113,0.0938141509074593,0.395059843340033,0.447364567810726,0.426251082130023,0.624437480120082,0.560817660680849,0.566646997937559,0.815872592524341,0.628327830755266,0.642615409692263
"ZEB1",-0.826167351612196,-0.826167351612196,-0.80480125633326,-0.751566260158231,-0.815872592524341,-0.815872592524341,-0.769735263574886,-0.728005864847762,-0.523427514649282,-0.510206045782359,0,0,0.0938141509074593,0.104591942707083,0.430112915154204,0.480280376766176,0.476281036086513,0.677478192588275,0.608861566901456,0.628327830755266,0.769022578481988,0.686697124782247,0.697448835153343
"TWIST1",-0.704341904149185,-0.704341904149185,-0.691472480997095,-0.732299992438061,-0.700419761393957,-0.700419761393957,-0.606122174276891,-0.647729923160263,-0.572810906028167,-0.482136885255207,0,0,0.171048984330977,0.0798450499154614,0.494135877157671,0.378294009812814,0.527391396990672,0.663236438177801,0.708878357729099,0.550862089291468,0.751692949961606,0.606612271819537,0.762622808411291
"GSC",-0.709138758395252,-0.709138758395252,-0.695207224905287,-0.639255552138643,-0.70583507918633,-0.70583507918633,-0.625184351334772,-0.650849493972925,-0.567958244391295,-0.487522007196063,0,0,0.262749867607472,0.271965942230523,0.532648419109186,0.461802559595455,0.522035919970062,0.565397439206698,0.609925530640722,0.554021660588097,0.757837492459331,0.610752564989391,0.767243868424149
"ZEB2",-0.906859644056578,-0.906859644056578,-0.895155494456507,-0.852330848125222,-0.702268190831587,-0.702268190831587,-0.653334764793963,-0.64766026586025,-0.61707052993104,-0.47422654948525,0,0,0.151460363283776,0.164792722385535,0.41619941540597,0.458371050525517,0.560544035156412,0.675032990016356,0.72580337014134,0.726493849999604,0.765838583060173,0.796294760159775,0.878738255312323
