"","miR200b","miR200c","miR200a","CDH1","miR141","CLDN7","miR101","miR34a","GRHL2","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","ZEB1","GSC","SNAI2","TGFbeta","ZEB2"
"OVOL2",0.423849471283528,0.383116256333525,0.383116256333525,0.462638105788987,0.346274849312515,0.346274849312515,0.419678020881654,0.368687901415625,0.24110969134728,0.130657840899872,-0.0240834337367673,-0.0241428552949085,-0.320264155222281,-0.322628708381125,-0.337615889641768,-0.345577082349826,-0.393643562704143,-0.436315255551549,-0.370623872218484,-0.305339755120128,-0.464087022559976,-0.334764771654519,-0.368287601392668
"NP63",-0.0352076792231048,0.139690426277281,0.139690426277281,-0.0543821448921141,0.177200072014307,0.177200072014307,-0.247897018348,0.142140628231032,0.255640422123231,0.19463219220095,0.0215802590359401,0.12148890048048,0.173616568632649,0.064533289591083,0.0773634848253911,0.166792828029037,0.253769050805919,0.188706905331245,-0.183104618070309,-0.103044831580627,0.234121088101835,-0.111883816227085,-0.0916486445017378
"SNAI1",-0.247462194262707,-0.209129299041253,-0.209129299041253,-0.320430725068644,-0.0855630106598294,-0.0855630106598294,-0.310341111525104,-0.185017460024693,-0.0725268471710314,-0.0250528718016549,0,0,0.192156214005236,0.079381641972111,0.279600592334653,0.208117362386333,0.294767031615951,0.284908107987667,0.100578587945946,0.147698455052951,0.34263721668569,0.167237110244544,0.35962946544118
"TGFbeta",-0.515131048558563,-0.391723416741899,-0.391723416741899,-0.491617494261678,-0.303229704822641,-0.303229704822641,-0.47266060751885,-0.387482362121264,-0.279585560806581,-0.202591038900802,0,0,0.410552761038189,0.368339533679219,0.429576304324284,0.442445302957278,0.439892328094152,0.534060467081563,0.331932609576295,0.491056128613834,0.597406221705275,0.424815462766734,0.530407320518678
"TCF3",-0.676903967225218,-0.464550199535154,-0.464550199535154,-0.758280533563109,-0.416119663477101,-0.416119663477101,-0.645183945471085,-0.393281983405134,-0.39110221658216,-0.305825075017631,0,0,0.46665775321627,0.384293317107988,0.400146562796711,0.523530938114624,0.588336977806057,0.686071157918777,0.468882710692111,0.514627555260096,0.758953300568938,0.580206674346556,0.587827344560079
"KLF8",-0.676903967225218,-0.464550199535154,-0.464550199535154,-0.758280533563109,-0.416119663477101,-0.416119663477101,-0.645183945471085,-0.393281983405134,-0.39110221658216,-0.305825075017631,0,0,0.46665775321627,0.384293317107988,0.400146562796711,0.523530938114624,0.588336977806057,0.686071157918777,0.468882710692111,0.514627555260096,0.758953300568938,0.580206674346556,0.587827344560079
"FOXC2",-0.724370200924681,-0.72912951728534,-0.72912951728534,-0.694873436327861,-0.690107256467533,-0.690107256467533,-0.484824844796133,-0.671895845161687,-0.617510998034209,-0.432915947892868,0,0,0.442546752580066,0.460050728445017,0.476614241076225,0.491397586288944,0.434476523073524,0.618946667504169,0.736081741773841,0.54181268672728,0.566706124409602,0.596821859445769,0.645922558149895
"ZEB1",-0.775339284300904,-0.779967663572772,-0.779967663572772,-0.743142647222057,-0.736081741773841,-0.736081741773841,-0.53152825050538,-0.715560616151719,-0.658360632971451,-0.461800278632864,0,0,0.491397586288944,0.492902799227439,0.520496625017525,0.537880606834954,0.484824844796133,0.669106495748444,0.677986575524203,0.596821859445769,0.61342747615182,0.647963339905792,0.698813981182842
"SNAI2",-0.786528464826274,-0.574055163922073,-0.574055163922073,-0.76158044436219,-0.515052353406009,-0.515052353406009,-0.744486130434657,-0.486540311977246,-0.478980221444456,-0.368451978470176,0,0,0.573777950066816,0.455997215923265,0.492383562227786,0.621068936646431,0.697019861488037,0.793378130085813,0.558186029185726,0.634876559977835,0.758887403901724,0.687893472613836,0.700312825638243
"GSC",-0.59017145575141,-0.582543565458808,-0.582543565458808,-0.560065037231729,-0.527443448678995,-0.527443448678995,-0.527135690417085,-0.490596742050065,-0.486690443245664,-0.373620343853461,0,0,0.537151933061815,0.429837634211561,0.567113834787682,0.57566937492228,0.487706467562615,0.49555225993362,0.562941005240081,0.456582212845642,0.555164916610103,0.499043905519118,0.703422807696037
"TWIST1",-0.602785637898873,-0.584715941791432,-0.584715941791432,-0.673809352066898,-0.522600581227442,-0.522600581227442,-0.549651770817376,-0.473268065521546,-0.481813119297973,-0.373565529327664,0,0,0.561298371336544,0.363556910582543,0.568179637408614,0.50097012213511,0.508745531709673,0.611754357017854,0.559059247486063,0.458607860730324,0.674722620213139,0.501674770976651,0.719578954325846
"TWIST2",-0.606151913507812,-0.588505022748538,-0.588505022748538,-0.678319448540291,-0.516699087788582,-0.516699087788582,-0.561190499084453,-0.484176417794634,-0.478160585693711,-0.371264673324363,0,0,0.582978903343957,0.444261638622193,0.487202577490171,0.622588210441117,0.52052674651,0.613494112787016,0.553294895208409,0.462414099232384,0.676671212985084,0.506064171683695,0.720478848057995
"ZEB2",-0.860965602265002,-0.858588161505399,-0.858588161505399,-0.836061251239207,-0.619896677248661,-0.619896677248661,-0.619235674162457,-0.595318326978978,-0.574312190841989,-0.421214461685236,0,0,0.452355577915999,0.46463835872197,0.488372021783037,0.507573399858941,0.563775135417142,0.660910220853677,0.669317675483546,0.695497609100099,0.723540337820013,0.755576185850987,0.87301940398025
