"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","GRHL2","miR34a","miR101","OVOL2","NP63","miR205","SNAI1","TCF3","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"OVOL2",0.429714819140649,0.429714819140649,0.458553528921476,0.487873049038272,0.416577600375716,0.416577600375716,0.302519746579981,0.409249043468814,0.415165928849641,0.175163089702169,-0.0240834337367673,-0.0241428552949085,-0.288304176217029,-0.307721264453108,-0.317357038443042,-0.334553866424189,-0.387117937447735,-0.452788321623789,-0.337754708415751,-0.477661767386481,-0.449612114899316,-0.372957805858432,-0.384204038691744
"NP63",0.131591686730291,0.131591686730291,-0.0409970746208306,-0.0576564407915766,0.16389572901333,0.16389572901333,0.244423805795716,0.136798415758638,-0.241832844468211,0.18626092733576,0.0215802590359401,0.12148890048048,0.0422470264150662,0.16255917422928,0.0617305271946297,0.157113196444023,0.246701532444525,0.190472939164203,-0.0951685965890926,0.235015719988494,-0.170315985579309,-0.103512913039806,-0.0904196787133717
"TWIST1",-0.395910073047238,-0.395910073047238,-0.394039030368683,-0.443251812130998,-0.402386022026627,-0.402386022026627,-0.374014479597595,-0.285799917941097,-0.265832868450175,-0.294016908124433,0,0,0.160848629495666,0.275955734211966,0.199139594257527,0.199267309530371,0.241424164571272,0.373186834331161,0.317801713629885,0.41146152024472,0.431007992072298,0.348221073825918,0.415093377658875
"SNAI1",-0.496407660901648,-0.496407660901648,-0.487255450507325,-0.52134066958776,-0.498109723389929,-0.498109723389929,-0.464800917891239,-0.444717674221882,-0.412506251946647,-0.362284200323782,0,0,0.132411386741937,0.275792840892588,0.343019401345952,0.304811484969044,0.38243284434258,0.450807560762143,0.395833333019061,0.498377364377345,0.533553743603726,0.434009615914761,0.529995032675151
"TCF3",-0.523706664804891,-0.523706664804891,-0.717385040665288,-0.781968389129891,-0.521433011323193,-0.521433011323193,-0.4905031580397,-0.440336770956152,-0.621515575294787,-0.371574342414323,0,0,0.311264736422724,0.431726832456844,0.350949359848651,0.48782557398637,0.564102373089452,0.696775186576926,0.554467674921057,0.764998570877816,0.58934435974875,0.627931513964015,0.597122489308688
"KLF8",-0.523706664804891,-0.523706664804891,-0.717385040665288,-0.781968389129891,-0.521433011323193,-0.521433011323193,-0.4905031580397,-0.440336770956152,-0.621515575294787,-0.371574342414323,0,0,0.311264736422724,0.431726832456844,0.350949359848651,0.48782557398637,0.564102373089452,0.696775186576926,0.554467674921057,0.764998570877816,0.58934435974875,0.627931513964015,0.597122489308688
"TGFbeta",-0.553598829133044,-0.553598829133044,-0.643636029067906,-0.589682785715582,-0.551668201368041,-0.551668201368041,-0.515365138536937,-0.52867171591393,-0.493367020352299,-0.399747319129363,0,0,0.337234334157967,0.411798090481478,0.416466612748447,0.450658617334654,0.452966358352866,0.609922714727132,0.623860363608506,0.664238872893624,0.59915448214088,0.574874034151461,0.605630273163774
"FOXC2",-0.781815818777776,-0.781815818777776,-0.762651807742112,-0.722115599175227,-0.771289724924884,-0.771289724924884,-0.688287472361536,-0.719553401455706,-0.477110576853902,-0.482210288106348,0,0,0.415882399465188,0.426676305692841,0.451109679215387,0.475972159681124,0.425540133706511,0.635098619872193,0.573039056524877,0.579412125255284,0.831761929552558,0.637527066859111,0.661314359772354
"GSC",-0.654119796667071,-0.654119796667071,-0.640231010229278,-0.582947211072261,-0.651758731282833,-0.651758731282833,-0.602641491022984,-0.537340252414749,-0.462891790904404,-0.453309776638917,0,0,0.301393052555323,0.428325040592002,0.464087055283797,0.467736936835294,0.421947446060691,0.501413810306958,0.512265808347661,0.551199299388855,0.699851400966091,0.56390170079988,0.70695008243663
"ZEB1",-0.843212630360513,-0.843212630360513,-0.822324602104928,-0.777470933404262,-0.831761929552558,-0.831761929552558,-0.74201874235689,-0.772421376750759,-0.525354083228125,-0.520203082313938,0,0,0.446454060057056,0.475972159681124,0.493706988802096,0.522825356962489,0.477110576853902,0.69134623437601,0.637527066859111,0.631433520012274,0.788637274362749,0.699048552944781,0.720216802798284
"SNAI2",-0.655985463556258,-0.655985463556258,-0.845842277306744,-0.800717411241769,-0.651786804118325,-0.651786804118325,-0.606293313907462,-0.554050284609257,-0.724678738923746,-0.454077606336618,0,0,0.377122322273125,0.538858774517578,0.441059706580032,0.587058810788888,0.67494962789742,0.817053464570343,0.694504748818855,0.776328830919107,0.710469396769954,0.757945015973869,0.722584152773805
"TWIST2",-0.668990486070548,-0.668990486070548,-0.657467320836239,-0.702556967999005,-0.664619847639631,-0.664619847639631,-0.617638572868182,-0.532822058157722,-0.513424131645029,-0.46215312520169,0,0,0.307445513608494,0.503193052435656,0.384572847290103,0.543816850221445,0.471130978603046,0.621169486604259,0.52461870604292,0.676850514785751,0.714233122529242,0.57775539751495,0.726389693847364
"ZEB2",-0.915494697404384,-0.915494697404384,-0.904232063576828,-0.86775221458125,-0.710154641025569,-0.710154641025569,-0.654686091337206,-0.647754052658178,-0.61040384451014,-0.479159248603837,0,0,0.416469080251631,0.435688954164944,0.460376486042729,0.49038069105747,0.554129917675293,0.680698495480216,0.730184543632934,0.739109026034076,0.776473603855055,0.801864891439743,0.89148076161827
