"","miR200c","miR200a","miR200b","miR141","CLDN7","miR34a","GRHL2","CDH1","miR101","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"OVOL2",0.428534778752939,0.428534778752939,0.440869695417452,0.416261728424686,0.416261728424686,0.420100732819367,0.302238676230798,0.265734270384926,0.393242602548657,0.174965123821673,-0.0240834337367673,-0.0241428552949085,-0.316073613924494,-0.329027316941694,-0.341677487520752,-0.343409776790474,-0.366808947152366,-0.417380666137061,-0.423359299789442,-0.332990322132352,-0.449314177511586,-0.367550645104134,-0.381565076176179
"NP63",0.145969289271221,0.145969289271221,-0.00796435541567146,0.176609604411249,0.176609604411249,0.144575597636662,0.255652515734982,0.188720265380879,-0.193006505538983,0.19416949299596,0.0215802590359401,0.12148890048048,0.149232287134519,0.0501427263309372,0.0635498882115739,0.141416736814761,0.199742072181891,0.137019399043429,0.161686438046436,-0.108755652599817,-0.185369558133016,-0.119347371614589,-0.109560029743206
"TCF3",-0.500157658506209,-0.500157658506209,-0.647240679811072,-0.500951817229719,-0.500951817229719,-0.442158101711349,-0.472010937013623,-0.297704416564703,-0.535273892196067,-0.358014723756313,0,0,0.417491160828357,0.360701753961322,0.372113267262656,0.471653793935811,0.484268080841574,0.562509986403484,0.58992710417362,0.529747653254052,0.56417457991121,0.596722458401777,0.564154670699068
"KLF8",-0.500157658506209,-0.500157658506209,-0.647240679811072,-0.500951817229719,-0.500951817229719,-0.442158101711349,-0.472010937013623,-0.297704416564703,-0.535273892196067,-0.358014723756313,0,0,0.417491160828357,0.360701753961322,0.372113267262656,0.471653793935811,0.484268080841574,0.562509986403484,0.58992710417362,0.529747653254052,0.56417457991121,0.596722458401777,0.564154670699068
"SNAI1",-0.52965998530639,-0.52965998530639,-0.507268982470918,-0.531299900653389,-0.531299900653389,-0.495854180287823,-0.494692614460998,-0.374395383859059,-0.435673684787362,-0.383578873815029,0,0,0.321718044155175,0.213819667256133,0.416295795538983,0.3543071131776,0.404419141658444,0.45750752066328,0.486946300565037,0.41665780855111,0.570445099490594,0.45802954825428,0.56684457977943
"TGFbeta",-0.580652660958966,-0.580652660958966,-0.650303700768806,-0.579274958448339,-0.579274958448339,-0.57864808374105,-0.540294445323347,-0.32886929329166,-0.504262285140362,-0.41745038532395,0,0,0.460583259281821,0.434110907871374,0.493856704187934,0.504780386774844,0.462489151514807,0.594797018678211,0.621356383863793,0.637359311598495,0.630417869995133,0.591476330056117,0.63537311191179
"FOXC2",-0.786426435495473,-0.786426435495473,-0.755056422441433,-0.7760592707227,-0.7760592707227,-0.736051679863535,-0.692508556375202,-0.534332400283978,-0.469579082273949,-0.485194175793664,0,0,0.443996420956365,0.471488961506525,0.484458226005646,0.495821567418735,0.419655250906166,0.613651845622175,0.539188998858668,0.572784076010726,0.837965773526255,0.637704126813475,0.666736072798993
"SNAI2",-0.623314048454694,-0.623314048454694,-0.76289244540847,-0.622696021890321,-0.622696021890321,-0.552088400851548,-0.580153657386101,-0.268266248266589,-0.627351494903464,-0.435067057234081,0,0,0.521433342408586,0.434692077700261,0.465244380460446,0.568438692426722,0.582884775053302,0.666407082290055,0.581800313975062,0.658201272567949,0.677666893380374,0.716538878945198,0.680921441860289
"ZEB1",-0.849086153047592,-0.849086153047592,-0.813906415003387,-0.837965773526255,-0.837965773526255,-0.792245038880229,-0.747514241004795,-0.570322957341435,-0.516934238598575,-0.524088094671078,0,0,0.495821567418735,0.508727634997111,0.532778237896976,0.546172213725682,0.469579082273949,0.666785592441513,0.586218523287824,0.637704126813475,0.796311702561932,0.69981104613117,0.726814722130499
"GSC",-0.724818034965426,-0.724818034965426,-0.698073174765358,-0.721011824109534,-0.721011824109534,-0.641005429271621,-0.664296032885572,-0.464298898224454,-0.556390036873981,-0.497085580090095,0,0,0.578130908744988,0.482989046312518,0.617213064419552,0.62608963606418,0.510782429110321,0.550061964198976,0.582025269081652,0.558892751021805,0.777246152917981,0.618300125831567,0.787898375382424
"TWIST1",-0.725758698186215,-0.725758698186215,-0.693707343606351,-0.721505657942407,-0.721505657942407,-0.627752364431739,-0.666494065971102,-0.50437988131758,-0.552682533855636,-0.495364888010957,0,0,0.587837606151671,0.404907253073273,0.607017116646448,0.535693529424033,0.507124599284108,0.637384350344821,0.665735546926925,0.558247974452618,0.777491032470244,0.617246999925076,0.789243106600116
"TWIST2",-0.727019047823554,-0.727019047823554,-0.695504038767459,-0.722979902839141,-0.722979902839141,-0.634350312232421,-0.670110377127434,-0.506194903497218,-0.565100536519628,-0.49984709306511,0,0,0.610312222879979,0.486413817946904,0.526668704243344,0.658111547502751,0.519557272678414,0.640467644643697,0.668945860549554,0.561435728919328,0.779112027551129,0.620617943282425,0.790342952650617
"ZEB2",-0.919993886707197,-0.919993886707197,-0.894166938274776,-0.715032024643006,-0.715032024643006,-0.666869560027145,-0.659018557699314,-0.64412324306975,-0.59931245946466,-0.482249794582057,0,0,0.453561086089016,0.477738332337605,0.49759364801458,0.512464750823456,0.544032894597457,0.652580804410736,0.687883635675316,0.729218259368588,0.78287993510579,0.80141957842345,0.896672736397771
