"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR34a","miR101","OVOL2","miR205","GRHL2","NP63","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","GSC","SNAI2","ZEB1","TGFbeta","ZEB2"
"OVOL2",0.439505346861184,0.439505346861184,0.471813244512418,0.504110660532862,0.423920657439661,0.423920657439661,0.426892321403008,0.44448046626218,0.154260883171375,-0.200091632282866,-0.200091632282866,-0.224104321814003,-0.334337346360365,-0.342203907846453,-0.35350302545376,-0.36530360709105,-0.41184156010929,-0.4721565921866,-0.339588155486987,-0.503894595676231,-0.460216779446329,-0.377809451610616,-0.399816432696396
"NP63",0.108182240731766,0.108182240731766,-0.0623608711801954,-0.0809621549193486,0.136691031405641,0.136691031405641,0.108312868191147,-0.262912358756634,0.152866241461912,0.0764088261493394,0.0764088261493394,-0.0290300404967955,0.185282047780528,0.0793487362690869,0.0910964882467048,0.182022653272891,0.265445913737547,0.209268798467574,-0.0755777669411742,0.254009532114462,-0.139732443322792,-0.0804940650934447,-0.0698144004639795
"SNAI1",-0.53538216723519,-0.53538216723519,-0.530346019353236,-0.569779983931228,-0.533973765306166,-0.533973765306166,-0.49758668152559,-0.478852304113342,-0.371740443895965,0.318755903402769,0.318755903402769,0.347662407755518,0.334651090370568,0.222723900239642,0.423975856458834,0.370455613905174,0.441361172584647,0.502360261824946,0.422735332153793,0.558974073448081,0.575556091203224,0.466954762716354,0.579187915788029
"TCF3",-0.542818054442111,-0.542818054442111,-0.739649841806035,-0.810879034053664,-0.53908409624616,-0.53908409624616,-0.478976060264146,-0.670233700659721,-0.367835355914425,0.268829183049367,0.268829183049367,0.324384738604922,0.478698224852071,0.407588478176283,0.416247349909279,0.543915616156419,0.602971325205031,0.726573961865898,0.563303122972024,0.80388606584407,0.612930894069518,0.642405212763045,0.62443210570173
"KLF8",-0.542818054442111,-0.542818054442111,-0.739649841806035,-0.810879034053664,-0.53908409624616,-0.53908409624616,-0.478976060264146,-0.670233700659721,-0.367835355914425,0.268829183049367,0.268829183049367,0.324384738604922,0.478698224852071,0.407588478176283,0.416247349909279,0.543915616156419,0.602971325205031,0.726573961865898,0.563303122972024,0.80388606584407,0.612930894069518,0.642405212763045,0.62443210570173
"TGFbeta",-0.594734036643523,-0.594734036643523,-0.689043999829493,-0.64202517877856,-0.590048782911216,-0.590048782911216,-0.588122922676177,-0.569231929774909,-0.411549848970388,0.340340120537845,0.340340120537845,0.378273067659748,0.484123876188498,0.451004111751572,0.509201920756167,0.53336032030506,0.518440346762142,0.664602752779713,0.650539931491063,0.729516372361086,0.645098259135454,0.609087616789574,0.658198367371023
"FOXC2",-0.794278908023783,-0.794278908023783,-0.785635142356554,-0.747358586662203,-0.780792508488413,-0.780792508488413,-0.737831461188517,-0.521866673512182,-0.448695155471568,0.362878528656972,0.362878528656972,0.405514451400101,0.456518333980873,0.479781317963586,0.491213668872343,0.513082066806339,0.462404078865144,0.669894090409475,0.579891378359583,0.631156095955587,0.846363981286814,0.648954389929739,0.681670886040332
"ZEB1",-0.861111914674227,-0.861111914674227,-0.851618100626163,-0.809452477287006,-0.846363981286814,-0.846363981286814,-0.797272888529012,-0.579288075193756,-0.488479962539974,0.405514451400101,0.405514451400101,0.450350700176354,0.513082066806339,0.520192450046824,0.543233850074476,0.569006265488698,0.521866673512182,0.733517811377479,0.648954389929739,0.691621529259515,0.808752546748757,0.71576387447075,0.746815978760263
"SNAI2",-0.688511883255967,-0.688511883255967,-0.883308998154809,-0.845427020039819,-0.682099589070454,-0.682099589070454,-0.607738493358225,-0.793856502419148,-0.456535754588646,0.369986557561864,0.369986557561864,0.417089878595074,0.604816852815745,0.497131397633341,0.527353986563473,0.663088977226724,0.733685726620078,0.864658871254075,0.71538766081065,0.83519658874243,0.747877338652463,0.785693203266407,0.765277783046479
"GSC",-0.728749950152421,-0.728749950152421,-0.721445275974624,-0.675560663080628,-0.721929056363115,-0.721929056363115,-0.640286387254927,-0.601693916891366,-0.481648284980527,0.40588913802854,0.40588913802854,0.446396829646246,0.589162882233701,0.49040796086028,0.623142834503249,0.641155492894437,0.547752274759287,0.597756900749206,0.565117787025789,0.661517267426182,0.780857128094906,0.627744916767237,0.798858338739591
"TWIST1",-0.738716628285581,-0.738716628285581,-0.732403366316961,-0.786300705158857,-0.731005878466341,-0.731005878466341,-0.635489787659257,-0.620200318017491,-0.483179496865518,0.405501731513721,0.405501731513721,0.446097962239021,0.609755208711096,0.420720276732334,0.620950806334155,0.562910333794318,0.565017278731148,0.709296556587909,0.571592128474875,0.776618345685485,0.791133925715534,0.635297191789483,0.811257058503829
"TWIST2",-0.739812578571815,-0.739812578571815,-0.733741819597458,-0.789918833168914,-0.732440335101489,-0.732440335101489,-0.642000450822408,-0.631780082292788,-0.487943394263186,0.409892059238757,0.409892059238757,0.450891426227205,0.631905460022473,0.502069169881515,0.540440545531007,0.684951383911901,0.576649909319176,0.711252245322699,0.57453153050134,0.778607439739021,0.792686207729085,0.638419457000423,0.812026318453026
"ZEB2",-0.927049771298181,-0.927049771298181,-0.921547674916176,-0.88921964497028,-0.720009374563701,-0.720009374563701,-0.66951061013047,-0.649951912059611,-0.463359001574741,0.368952607656365,0.368952607656365,0.420326758524366,0.465796004917316,0.486940668877889,0.505120217022697,0.529697366188786,0.58449181125226,0.706811121565381,0.737381677245044,0.777637413821298,0.790990571185437,0.813429246425494,0.910046647907768
