"","miR200c","miR200a","miR200b","CDH1","miR141","CLDN7","miR101","miR34a","GRHL2","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","TWIST2","ZEB1","GSC","SNAI2","TGFbeta","ZEB2"
"miR101",0.0839434520680351,0.0839434520680351,0.0962412561322306,0.0960739408632096,-0.0949157288503501,-0.0949157288503501,0.150627356018707,-0.0185280820436508,-0.0954292563599114,-0.0997259609618722,0,0,-0.0554588922764995,-0.0593919514751734,-0.145792097949742,-0.0594493770925793,-0.247244576956049,-0.0634261272183809,0.0917681727381587,-0.0299554662865777,-0.149620351422642,-0.0342566677722949,-0.278474290748691
"NP63",0.200481844307123,0.200481844307123,0.0150120517332822,-0.0101414370636728,0.257057691249973,0.257057691249973,-0.221825316961623,0.206466118796042,0.32519769178988,0.239942025396495,0.0215802590359401,0.12148890048048,0.152615872819987,0.0393408975319522,0.0544925402856195,0.141075426281224,0.232881295907838,0.152251986559212,-0.268032485898798,-0.148711591149325,0.199873649346249,-0.162505816026514,-0.129914950893098
"SNAI1",-0.43604928844992,-0.43604928844992,-0.444080070446541,-0.494143046631421,-0.401768925376218,-0.401768925376218,-0.429964082039186,-0.399199381861387,-0.375202419835307,-0.297332330273676,0,0,0.3004964376843,0.182868209866275,0.38683643982232,0.327183167128044,0.402259184975178,0.435146358027844,0.427651310110091,0.349704884581886,0.488884339475833,0.380027767401475,0.516184638188576
"TCF3",-0.375068646302713,-0.375068646302713,-0.600049488066649,-0.685357111843412,-0.287681436103266,-0.287681436103266,-0.600169947057014,-0.298432755101255,-0.268496235432804,-0.196909703871806,0,0,0.433359182339484,0.341821270552191,0.360206111561328,0.478083286889338,0.554379453836928,0.623029723198392,0.329882365043031,0.44746088551573,0.698016357103562,0.497506199998239,0.525204957104801
"KLF8",-0.375068646302713,-0.375068646302713,-0.600049488066649,-0.685357111843412,-0.287681436103266,-0.287681436103266,-0.600169947057014,-0.298432755101255,-0.268496235432804,-0.196909703871806,0,0,0.433359182339484,0.341821270552191,0.360206111561328,0.478083286889338,0.554379453836928,0.623029723198392,0.329882365043031,0.44746088551573,0.698016357103562,0.497506199998239,0.525204957104801
"TGFbeta",-0.496343950779494,-0.496343950779494,-0.603883346278845,-0.567366328507817,-0.453917148209532,-0.453917148209532,-0.523997750252769,-0.486830198919163,-0.424503285523734,-0.333444820850451,0,0,0.454616686083466,0.412961440217544,0.476219276783462,0.494164708682336,0.484351878400902,0.60028916618111,0.490726876809853,0.580829915711125,0.661191221929067,0.524987029215293,0.598905209511905
"SNAI2",-0.464302343461787,-0.464302343461787,-0.689202489429983,-0.669461627604097,-0.368800399407954,-0.368800399407954,-0.680659466297954,-0.374735928680135,-0.34055234579324,-0.248250833683759,0,0,0.519660976132366,0.399865978079212,0.435230931401684,0.557353667463523,0.642384692616847,0.710303139851967,0.404451673126822,0.543992277294308,0.679207931432579,0.586354875592273,0.617073948843032
"FOXC2",-0.753727811846074,-0.753727811846074,-0.743567184253506,-0.711391749709428,-0.723470274480282,-0.723470274480282,-0.49305415161388,-0.697731445605794,-0.646219924887807,-0.452184021527244,0,0,0.448142164758166,0.468518826984007,0.483650367635216,0.4995504567816,0.440148617834375,0.631351190891924,0.772640685597581,0.558186083003952,0.578445623652035,0.616087104486567,0.659023549231702
"ZEB1",-0.807608503329123,-0.807608503329123,-0.797462925074359,-0.76253061427174,-0.772640685597581,-0.772640685597581,-0.542167638516411,-0.744229947409745,-0.689909230607564,-0.483076252465146,0,0,0.4995504567816,0.503337810572608,0.529848858247146,0.54846246168524,0.49305415161388,0.684506407176912,0.718478105149443,0.616087104486567,0.627919201917953,0.670894860562152,0.715063721977538
"TWIST1",-0.656317727271899,-0.656317727271899,-0.659138705159374,-0.721475059494519,-0.617025022034321,-0.617025022034321,-0.579593408647989,-0.548864652281809,-0.573107912758112,-0.427762862496413,0,0,0.58628863917947,0.389886052718867,0.595214330425987,0.530770572402243,0.53453141591782,0.651549564791765,0.658847924497032,0.514676284209464,0.711754922964554,0.56446649443793,0.762033639144122
"TWIST2",-0.656865661856053,-0.656865661856053,-0.660565017049761,-0.725372095039752,-0.616722736359969,-0.616722736359969,-0.591914455149859,-0.554507189759811,-0.57472509106107,-0.430834536543916,0,0,0.608914489306478,0.471391746696476,0.514845996408919,0.653155972286687,0.5469655965992,0.654290883655981,0.658488940664042,0.517344060128009,0.71490740865256,0.566980712031527,0.763027448860417
"GSC",-0.670815136656552,-0.670815136656552,-0.668989429821849,-0.630039251548695,-0.640714681806122,-0.640714681806122,-0.572298389903584,-0.579824422336758,-0.592881691605694,-0.446225338159193,0,0,0.57489409901662,0.470657670228496,0.607499376836654,0.620445785702028,0.526116887058467,0.555870126105166,0.683727894475806,0.526795962041685,0.611631275752234,0.577943501021338,0.765968460980468
"ZEB2",-0.879694685950976,-0.879694685950976,-0.878867284637201,-0.852525912444984,-0.649909948927811,-0.649909948927811,-0.627614930690942,-0.619318820456466,-0.600991871683276,-0.441075465708952,0,0,0.458017931734174,0.473233794027677,0.495595511448042,0.515934375139439,0.569690362989808,0.673771259937479,0.704081781234563,0.709214717323827,0.735693160731533,0.773984498528219,0.886159931394802
