"","miR200c","miR200a","CDH1","miR141","CLDN7","miR34a","miR101","GRHL2","miR200b","OVOL2","NP63","miR205","TCF3","SNAI1","FOXC2","TWIST1","KLF8","GSC","TWIST2","TGFbeta","ZEB1","SNAI2","ZEB2"
"TCF3",-0.237405443622707,-0.237405443622707,-0.585151436053104,-0.239367608801471,-0.239367608801471,-0.23432934231197,-0.509598838157629,-0.224925946796857,0.153970568906178,-0.165548049425621,0,0,0.339937457289717,0.240883442492453,0.239788319313539,0.367430196883134,0.479931128427335,-0.0852260385697314,0.54503475815364,-0.0586717518196861,0.268994935722438,0.591842841354578,0.264348874344118
"KLF8",-0.237405443622707,-0.237405443622707,-0.585151436053104,-0.239367608801471,-0.239367608801471,-0.23432934231197,-0.509598838157629,-0.224925946796857,0.153970568906178,-0.165548049425621,0,0,0.339937457289717,0.240883442492453,0.239788319313539,0.367430196883134,0.479931128427335,-0.0852260385697314,0.54503475815364,-0.0586717518196861,0.268994935722438,0.591842841354578,0.264348874344118
"SNAI2",-0.293791662720026,-0.293791662720026,-0.539788470120777,-0.295813051908605,-0.295813051908605,-0.286324357981596,-0.561872717046953,-0.275064806116334,0.132617255862199,-0.201275305209191,0,0,0.394548390774236,0.276387962143425,0.285834935162758,0.417746160088709,0.537546817841237,-0.0342492217953393,0.602922491499349,-0.0119973635598551,0.320134800681848,0.544097621210071,0.31543108085177
"SNAI1",-0.464537178279673,-0.464537178279673,-0.517491183284312,-0.471482117952889,-0.471482117952889,-0.446013166183747,-0.439796860150783,-0.441119043077493,-0.171167943091058,-0.345460656915914,0,0,0.304607343289488,0.184383688722899,0.384500778526444,0.331531147314646,0.411503579145975,0.304984367234769,0.458794152873273,0.331157098321876,0.50004202004955,0.503039683289582,0.482559247318325
"TGFbeta",-0.474798351480836,-0.474798351480836,-0.55337500588113,-0.480990534044198,-0.480990534044198,-0.497935586687307,-0.503950263615528,-0.450530260735407,-0.0734791253110929,-0.352809565329911,0,0,0.429328535265723,0.384900830856135,0.439646741560466,0.464824190201851,0.467486974807888,0.299847160894254,0.591795643988881,0.23281849489077,0.516767911171558,0.64021230564241,0.502334007632915
"FOXC2",-0.736882515234571,-0.736882515234571,-0.700727666808198,-0.731888736955881,-0.731888736955881,-0.699940486668997,-0.481863754656958,-0.653599845808945,-0.418710531165545,-0.457427814483614,0,0,0.436745353751987,0.450779190821488,0.464445908794222,0.483664010804713,0.432415763283698,0.486719802298173,0.625056383824735,0.53114506906688,0.781150120156653,0.564971994822056,0.594877764408008
"ZEB1",-0.786063159247388,-0.786063159247388,-0.748353495649425,-0.781150120156653,-0.781150120156653,-0.745376798049172,-0.527259250450338,-0.69736998280663,-0.437190912677469,-0.48837720033537,0,0,0.483664010804713,0.481588335124712,0.505146010816424,0.527886309145528,0.481863754656958,0.53114506906688,0.675443629371809,0.573070092449906,0.726283513416142,0.61059509195756,0.639913593267466
"TWIST1",-0.626889285083454,-0.626889285083454,-0.702002066677928,-0.630509056565147,-0.630509056565147,-0.551490470493073,-0.557388541181227,-0.585301910275214,-0.220469510270732,-0.437295192516546,0,0,0.561084466993627,0.359384325284642,0.558390594618828,0.500422903520949,0.516500227682248,0.398845576313735,0.638673569127006,0.435572730536636,0.670812153803805,0.687321808577673,0.662042003248546
"TWIST2",-0.628428327023119,-0.628428327023119,-0.706490424675651,-0.631949070060509,-0.631949070060509,-0.558375449729454,-0.570127627281304,-0.588595643053526,-0.215603185745904,-0.441450978373897,0,0,0.584001508104263,0.441420850551111,0.478361938555287,0.62317053764133,0.529315273384213,0.397831378729012,0.641904477849469,0.434651653088889,0.672340132174363,0.690932495993938,0.663932592732679
"GSC",-0.667030644305565,-0.667030644305565,-0.630038378084781,-0.66881296688508,-0.66881296688508,-0.597970303915019,-0.56672540065009,-0.618017918177931,-0.347508554939584,-0.464326636039102,0,0,0.567150784429578,0.457983162941482,0.591862407135457,0.60948403257678,0.522703068434017,0.461369383713903,0.558629425998809,0.501378918525132,0.712545817563813,0.606055414547207,0.707966131313436
"ZEB2",-0.857762447452199,-0.857762447452199,-0.837567945632964,-0.658185206100428,-0.658185206100428,-0.620053835988843,-0.612066109467225,-0.608404577881856,-0.511773545121066,-0.446150354903291,0,0,0.442000302227041,0.450634775942098,0.470540894972128,0.494740328531294,0.558162741563241,0.624688188971421,0.664083111562826,0.674620758295698,0.711771776500021,0.717336841069922,0.810745321836576
