"","TrCP","ZEB2","ZEB1","Csn","TGF","SUFU","Destcompl","cateninnuc","RAS","SRC","NOTCH","RAF","RKIP","STAT","SHH","HEY1","Patched","AKT","TWIST1","ILK","miR200","NFB","KLF4","SNAI1","SMAD","IKK","SMO","FUS","Csl","NOTCHic","Jagged","SNAI2","DSH","PI3K","DELTA","SOSGRB2","Ecadherin","TCFLEF","LIV1","CD44","cMet","Frizzled","PAK1","GLI","cateninmemb","Wnt","FOXC2","TGFR","AXIN2","CDC42","MEK","ERK","EGR1","cfos","GSK3"
"SHH",0,0,0,0,0.06,0.2,0.125974025974026,0.0644444444444444,0.192307692307692,0.1,-0.0666666666666667,0.2,0.06,0.1,-0.12,-0.133333333333333,0,0.05,0.025,-0.133333333333333,0.0666666666666667,0,-0.1,0.116666666666667,-0.0333333333333333,0.1,0.1,0.2,-0.1,0,0.00285714285714285,0.281455938697318,0,-0.2,-0.2,-0.05,0.0730555555555556,-0.07,0,-0.05,-0.1,0,0,0.05,-0.0450179211469534,0,0.025,0,-0.219047619047619,0.1,-0.06,0,0,0.1,-0.161538461538462
"MEK",0.1,0.00554681059415636,0.00554681059415636,0.0857142857142857,0.0276107315837175,0.1,-0.229837184097321,-0.0893798231581878,-0.157155067155067,-0.0947368421052632,0.111978572927478,-0.16001221001221,-0.191685095090668,-0.1,0.10947048108861,0.0686108471474325,0.117967213114754,0.0511822001527884,0.118955586896763,0.0800362866838674,-0.00933819509105775,0.0732142857142857,-0.00923003347680536,-0.023315709636552,0.0885233715547161,0.0641233766233766,0.136,0.14,-0.116161616161616,-0.12000777000777,-0.0725397245095817,0.269676165885772,0.1,0.16001221001221,0.16001221001221,-0.092952380952381,0.0857596444450355,0.0912385592176673,0.1,0.0940375414059625,0.0947368421052632,0.1,-0.04,0.0993006993006993,0.120539235689881,0.1,-0.0113353406456855,-0.021041388518024,0.129969526488514,-0.0257142857142857,0.0647236488138909,0.166390315480558,0.13,0.147241379310345,0.0644390038007059
"RKIP",-0.1,0.00715160210425634,0.00715160210425634,-0.1,-0.021041388518024,-0.1,0.230464799160082,0.0912385592176673,0.16001221001221,0.1,-0.12000777000777,0.164285714285714,0.199579831932773,0.1,-0.117967213114754,-0.0795199380565234,-0.136,-0.0641233766233766,-0.113461081402258,-0.0929075738125802,0.0108861827071568,-0.0857142857142857,0.0131516021042563,0.030366991687834,-0.0800362866838674,-0.0732142857142857,-0.14,-0.1,0.0888888888888889,0.116161616161616,0.077457757296467,-0.266999766859008,-0.1,-0.164285714285714,-0.164285714285714,0.092952380952381,-0.0850310469951265,-0.0940375414059625,0,-0.0947368421052632,-0.0947368421052632,-0.1,0.0333333333333333,-0.1,-0.123953869836223,-0.1,0.00322723253757736,0.0257142857142857,-0.129969526488514,0.04,-0.166390315480558,-0.147241379310345,-0.08,-0.13,-0.0681245074862096
"RAF",-0.1,0.00715160210425634,0.00715160210425634,-0.1,-0.021041388518024,-0.1,0.230464799160082,0.0912385592176673,0.16001221001221,0.1,-0.12000777000777,0.164285714285714,0.199579831932773,0.1,-0.117967213114754,-0.0795199380565234,-0.136,-0.0641233766233766,-0.113461081402258,-0.0929075738125802,0.0108861827071568,-0.0857142857142857,0.0131516021042563,0.030366991687834,-0.0800362866838674,-0.0732142857142857,-0.14,-0.1,0.0888888888888889,0.116161616161616,0.077457757296467,-0.266999766859008,-0.1,-0.164285714285714,-0.164285714285714,0.092952380952381,-0.0850310469951265,-0.0940375414059625,0,-0.0947368421052632,-0.0947368421052632,-0.1,0.0333333333333333,-0.1,-0.123953869836223,-0.1,0.00322723253757736,0.0257142857142857,-0.129969526488514,0.04,-0.166390315480558,-0.147241379310345,-0.08,-0.13,-0.0681245074862096
"ERK",0.0857142857142857,0.00979877909809336,0.00979877909809336,0.0732142857142857,0.0325557865287724,0.14,-0.229423805668159,-0.0904214898248544,-0.154184770125364,-0.0947368421052632,0.10726943165324,-0.157155067155067,-0.188063925174233,-0.0947368421052632,0.114784490750446,0.0744128949290025,0.10947048108861,0.0475124753821462,0.120203853193573,0.0885233715547161,-0.0144852539145872,0.0641233766233766,0.00317306729838844,-0.023315709636552,0.100377474898181,0.0511822001527884,0.117967213114754,0.136,-0.12000777000777,-0.111978572927478,-0.0776602064372926,0.271299249745105,0.1,0.157155067155067,0.157155067155067,-0.0948941285251965,0.088265651997387,0.0893798231581878,0.1,0.0912385592176673,0.0940375414059625,0.1,-0.0257142857142857,0.0965438070701229,0.119987257768998,0.0993006993006993,-0.0176601269704718,-0.0276107315837175,0.128180908602335,-0.021041388518024,0.0599882727693227,0.0647236488138909,0.147241379310345,0.166390315480558,0.0619866877244116
"Wnt",0.1,0.0307030129124821,0.0307030129124821,0.1,0.0373913043478261,0,-0.207721166269712,-0.0990887815565404,-0.154101161995899,-0.1,-0.0404761904761905,-0.158646616541353,-0.045,-0.1,0.0253246753246753,-0.0312820512820513,0.0681818181818182,0.0383333333333333,0.0491176470588235,-0.0512820512820513,-0.0103030303030303,0.133333333333333,-0.00588235294117647,-0.0992753623188406,-0.0489564698867025,0.113333333333333,0.15,0.1,0.05,0.00714285714285715,0.0426225490196078,-0.187327586206897,0.2,0.158646616541353,0.158646616541353,0.0424242424242424,-0.102313513918549,0.109022556390977,0,0.119736842105263,0.125,0.2,-0.1,0.119736842105263,0.00555084745762712,0.125,-0.00194331983805668,-0.02,0.167272727272727,-0.0666666666666667,0.0262745098039216,-0.0266666666666667,-0.1,-0.0666666666666667,0.164655172413793
"Csn",0.02,0.037520264681555,0.037520264681555,-0.055,0.109661171419801,-0.0142857142857143,0.224089451009129,0.123705952056198,0.11834838032721,0.129885057471264,0.0941308691308691,0.122762967659263,0.13094207726672,0.133333333333333,0.00832244023677128,0.0273172757475083,0.00914211236791882,-0.0240666666666667,0.00957223001402525,0.0343051242236025,0.00449896862697534,-0.03,0.0447044458809165,0.132076190731092,0.0273642501876128,-0.0216666666666667,0.00591630591630592,-0.00317460317460317,-0.0909090909090909,-0.0922077922077922,-0.0429512765382492,0.0748875441823981,-0.133333333333333,-0.122762967659263,-0.122762967659263,-0.106207771244091,0.0125194099144638,-0.123405290600997,-0.133333333333333,-0.124048377417717,-0.126270599639939,-0.129885057471264,-0.109090909090909,-0.124087193526402,-0.0327499454201519,-0.126270599639939,-0.129000862033394,-0.112286469749156,-0.161176719389361,-0.113568521031208,-0.0727597402597403,-0.0769264069264069,-0.0366666666666667,-0.073030303030303,-0.13602030680128
"DSH",0.133333333333333,0.0420228850571768,0.0420228850571768,0.113333333333333,0.0515144170075241,0.15,-0.202807423786872,-0.10357591211669,-0.130139451327379,-0.119736842105263,-0.0507051771757654,-0.143864941523458,-0.0385564435564436,-0.125,0.0467970679627121,-7.63775231860442e-05,0.0253246753246753,-0.0019683908045977,0.0491379104833423,-0.0106387128773567,-0.035417359571323,0.0383333333333333,0.0439558347610889,-0.0937957211870255,0.00256883429245466,-0.00541666666666667,0.0253246753246753,0.0681818181818182,0.0404761904761905,0.0542016806722689,0.0138464155923116,-0.179354849953532,0.125,0.143864941523458,0.143864941523458,0.0356245380635625,-0.08833936983027,0.100993543461302,0.1,0.0990887815565404,0.109022556390977,0.119736842105263,-0.02,0.100525824364834,0.00743093046845218,0.109022556390977,-0.0229842943674033,-0.0497722567287785,0.154604686844899,-0.0373913043478261,0.0218189264009697,0.0225708061002179,-0.0266666666666667,0.0262745098039216,0.134962421236123
"HEY1",0.1,0.0468575851393189,0.0468575851393189,0.1,-0.0165971914264597,0,0.0511746520536582,-0.0237153433812901,0.0579826546003017,-0.0156862745098039,0.0134533616139693,0.0587179487179487,0.0227272727272727,-0.0333333333333333,0.042002688172043,0.0237280366692131,0.0645833333333333,0.0905820105820106,0.0221786492374728,0.032,0.0309361009361009,0.08,0.0481481481481481,0.0149695178715502,0.0175072463768116,0.0942857142857143,0.0833333333333333,0.0333333333333333,0.0109090909090909,-0.0206698564593301,0.0233356049248103,0.0832166940814848,0.0333333333333333,-0.0587179487179487,-0.0587179487179487,-0.0306603773584906,0.0308264701724555,0.027077734414914,0.0333333333333333,0.0287499752175896,0.0226630186958504,0.0156862745098039,-0.0272727272727273,0.0278354324889539,-0.0724480724785603,0.0226630186958504,0.0289019963702359,0.0180606060606061,-0.0723424220789055,-0.00727272727272727,-0.0976261094878439,-0.102780748663102,-0.16,-0.114545454545455,-0.0419320505987619
"Frizzled",0.1,0.0475346960807989,0.0475346960807989,0.133333333333333,0.0497722567287785,0.1,-0.201089866534964,-0.100993543461302,-0.143864941523458,-0.125,-0.0542016806722689,-0.154101161995899,-0.0378571428571429,-0.1,0.0253246753246753,-0.0334097108565194,0.0253246753246753,-0.00541666666666667,0.0519747899159664,-0.0489564698867025,-0.0274905303030303,0.113333333333333,0.0274509803921569,-0.0929261559696342,-0.0106387128773567,0.0383333333333333,0.0681818181818182,0.15,0.00714285714285715,0.0404761904761905,0.0355518419489008,-0.181333895355162,0.2,0.154101161995899,0.154101161995899,0.0575757575757576,-0.0922902038952393,0.0990887815565404,0.1,0.109022556390977,0.119736842105263,0.125,-0.0666666666666667,0.109022556390977,0.00142386333064299,0.119736842105263,-0.0182223896054985,-0.0373913043478261,0.16262156448203,-0.02,0.0225708061002179,0.0262745098039216,-0.0666666666666667,-0.0266666666666667,0.145867293625914
"TrCP",0.133333333333333,0.0593189320344557,0.0593189320344557,0.0583333333333333,0.0859536959344095,0.0333333333333333,0.0830576094454671,0.0650671723276708,-0.0221806056741494,0.0611111111111111,0.0982783882783883,-0.0230896965832403,0.103451557650453,0.05,0.0337514934289128,0.0080665549578152,0.0337514934289128,0.0310185185185185,0.0433318275926972,0.0207373271889401,-0.0288316557202792,-0.00416666666666667,0.0746708300806661,0.0424720274338111,-0.00506912442396315,-0.00416666666666667,-0.00698924731182797,-0.0166666666666667,-0.0602564102564103,-0.0741025641025641,-0.0727660616905249,-0.142801321380274,-0.05,0.0230896965832403,0.0230896965832403,-0.0547442244224422,-0.0763718243733673,-0.0642395861207742,-0.05,-0.0686840305652187,-0.0746246246246246,-0.0611111111111111,-0.080952380952381,-0.0652959634859507,-0.0863489248709143,-0.0716374269005848,-0.0978328421360134,-0.0979755538579068,-0.088440065681445,-0.102521008403361,-0.175208056988455,-0.169874723655122,-0.16,-0.181739130434783,0.0311309523809524
"EGR1",0.133333333333333,0.0593189320344557,0.0593189320344557,0.0583333333333333,0.0859536959344095,0.0333333333333333,0.0830576094454671,0.0650671723276708,-0.0221806056741494,0.0611111111111111,0.0982783882783883,-0.0230896965832403,0.103451557650453,0.05,0.0337514934289128,0.0080665549578152,0.0337514934289128,0.0310185185185185,0.0433318275926972,0.0207373271889401,-0.0288316557202792,-0.00416666666666667,0.0746708300806661,0.0424720274338111,-0.00506912442396315,-0.00416666666666667,-0.00698924731182797,-0.0166666666666667,-0.0602564102564103,-0.0741025641025641,-0.0727660616905249,-0.142801321380274,-0.05,0.0230896965832403,0.0230896965832403,-0.0547442244224422,-0.0763718243733673,-0.0642395861207742,-0.05,-0.0686840305652187,-0.0746246246246246,-0.0611111111111111,-0.080952380952381,-0.0652959634859507,-0.0863489248709143,-0.0716374269005848,-0.0978328421360134,-0.0979755538579068,-0.088440065681445,-0.102521008403361,-0.175208056988455,-0.169874723655122,-0.16,-0.181739130434783,0.0311309523809524
"PI3K",0,0.0604398948342178,0.0604398948342178,0.0333333333333333,-0.0427293161166906,0.1,-0.226886563542614,-0.107476318606693,-0.0838019332265908,-0.111111111111111,-0.0674317617866005,-0.0892813852813853,-0.0430187459599224,-0.1,0.0504273504273504,0.00310429489119832,0.0448717948717949,-0.0647058823529412,-0.0332982610958377,-0.00933173269307725,-0.040080691720036,0.0333333333333333,0.0447368421052632,-0.0734460547504026,0.0202682673069228,-0.0313725490196078,0.0833333333333333,0.15,0.025,0.0480769230769231,0.0237719298245614,-0.0763216040194356,0.1,0.0892813852813853,0.0892813852813853,0.0676923076923077,-0.0964983719794404,0.106857761905662,0.1,0.116462281679673,0.124154589371981,0.111111111111111,0.025,0.116462281679673,0.000645632117255583,0.124154589371981,0.0662067363530778,0.0581764705882353,0.164285714285714,0.0661764705882353,0.0132065941130551,0.0148459383753501,-0.0666666666666667,-0.0380952380952381,0.0670755170755171
"NFB",-0.1,0.0619308040215481,0.0619308040215481,-0.114285714285714,0.194201764480246,-0.08,0.148371165908668,-0.00367450801333962,-0.0443925918832514,0.00341880341880342,0.0206004747940232,-0.0419050296941966,0.150077063191817,0.0111111111111111,-0.094597239532844,-0.0711853162317559,-0.10544061302682,-0.152183612183612,0.183323996265173,-0.0649064906490649,0.0120034219469396,-0.180952380952381,0.0668498168498169,0.137467244511059,-0.0623042601657935,-0.156628056628057,-0.108888888888889,-0.12,-0.0311688311688312,-0.0264069264069264,0.0374676978192516,-0.265606101964861,-0.0111111111111111,0.0419050296941966,0.0419050296941966,-0.169119858469704,-0.0327812680713505,0.00187058644471217,0,0.00144864551644213,0.00427350427350427,-0.00341880341880342,-0.166666666666667,0.000902717756650342,0.000445633595333036,0.00427350427350427,-0.219244005220101,-0.19230303030303,0.00857649442755826,-0.18030303030303,-0.0749131652661064,-0.0729523809523809,-0.0142857142857143,-0.0262857142857143,-0.0528065072182719
"STAT",0.1,0.0619688004303389,0.0619688004303389,0.1,0.170514642997481,0.15,-0.0414029818661364,-0.00820838606921634,-0.0954230090243571,-0.0142857142857143,0.0369919891336225,-0.106617038875103,0.0916087516087516,-0.0142857142857143,0.03086986348357,-0.0333333333333333,-0.00364341085271318,-0.00794188861985472,0.121708301693309,-0.021256038647343,-0.0367566606784027,0.04,0.168469003763121,0.0254421690194919,-0.00286523404964186,-0.00285714285714285,0.00333333333333333,0.05,-0.0588235294117647,-0.0399046104928458,-0.0298854832884819,-0.114828210223651,0.0142857142857143,0.106617038875103,0.106617038875103,-0.00164203612479475,-0.0123872358284216,0.00475189024084923,-0.1,0.00317460317460317,0.0142857142857143,0.0142857142857143,-0.118181818181818,0.00504201680672269,0.0598129065726365,0.0142857142857143,-0.151531015678255,-0.164234449760766,0.0597147950089127,-0.143181818181818,-0.152852624920936,-0.156078431372549,-0.166666666666667,-0.126666666666667,0.0845015576323987
"IKK",0,0.0661453634085213,0.0661453634085213,-0.1,0.19230303030303,-0.1,0.147540601124615,-0.00187058644471217,-0.0419050296941966,0.0111111111111111,0.0264069264069264,-0.0334543254688445,0.15264116575592,0,-0.10544061302682,-0.078328173374613,-0.108888888888889,-0.156628056628057,0.187450980392157,-0.0777777777777778,0.0189520624303233,-0.114285714285714,0.0553113553113553,0.14650834040147,-0.0649064906490649,-0.180952380952381,-0.12,-0.08,-0.0454545454545455,-0.0311688311688312,0.0439425179631365,-0.263573581639657,0,0.0334543254688445,0.0334543254688445,-0.168067226890756,-0.0343864045079476,0.00144864551644213,0.1,0.00427350427350427,-0.00341880341880342,-0.0111111111111111,-0.2,0.00427350427350427,0.000973616699873691,-0.00341880341880342,-0.218845598845599,-0.18030303030303,0.00928571428571429,-0.166666666666667,-0.0729523809523809,-0.0262857142857143,0,-0.0142857142857143,-0.0582967032967033
"SNAI1",0.0583333333333333,0.066822007065206,0.066822007065206,-0.00416666666666667,0.087566599160216,-0.0166666666666667,0.0817418199717829,0.0671838475987085,-0.0254646779237389,0.0746246246246246,0.0921559392987965,-0.0221806056741494,0.105962017901499,0.0611111111111111,0.0207417846910487,-0.0139572545659943,0.0337514934289128,0.0428240740740741,0.0467164429773126,-0.00506912442396315,-0.01836095447148,-0.00416666666666667,0.0606521384918811,-0.0520119583313135,-0.0145402191349103,0.0310185185185185,0.0337514934289128,-0.00698924731182797,-0.0741025641025641,-0.0982783882783883,-0.0605307675728778,-0.142432565094655,-0.0611111111111111,0.0221806056741494,0.0221806056741494,-0.0588951678186687,-0.0808983592328887,-0.0650671723276708,-0.05,-0.0642395861207742,-0.0686840305652187,-0.0716374269005848,-0.102521008403361,-0.0621881024256216,-0.0903212910194462,-0.0652959634859507,-0.098214036545162,-0.0859536959344095,-0.0856428628842422,-0.0979755538579068,-0.179243931427917,-0.175208056988455,-0.181739130434783,-0.169874723655122,0.0374015794436586
"DELTA",0,0.0676328502415459,0.0676328502415459,0,0.0946666666666667,0,0.000525096525096527,0.00447552447552448,-0.0624242424242424,0,0.177142857142857,-0.0533333333333333,0.0871794871794872,0,0.00448717948717948,-0.166666666666667,0.0583333333333333,0.0555555555555555,0.07,-0.0666666666666667,0.0103030303030303,0.1,0.0111111111111111,0.0333333333333333,-0.0523809523809524,0.133333333333333,0.133333333333333,0.1,-0.2,-0.22,-0.023030303030303,-0.163725490196078,0,0.0533333333333333,0.0533333333333333,-0.04,-0.00898245614035088,0.00321678321678322,0,0.0123076923076923,0.02,0,-0.2,0.0123076923076923,-0.00350466434973477,0.02,-0.0871428571428571,-0.0666666666666667,0.0142857142857143,-0.1,-0.146666666666667,-0.18,-0.1,-0.2,0.0701149425287356
"cfos",0.1,0.0737883854106614,0.0737883854106614,0.133333333333333,0.0979755538579068,0.133333333333333,0.0883207673402039,0.0642395861207742,-0.0230896965832403,0.05,0.0741025641025641,-0.0389433551198257,0.112843822843823,0.05,0.0337514934289128,-0.00369815092453775,-0.00698924731182797,-0.00416666666666667,0.0476796536796537,0.0142857142857143,-0.0394915541974366,0.0583333333333333,0.102539682539683,0.0379374212285605,0.0207373271889401,-0.00416666666666667,-0.0166666666666667,0.0333333333333333,-0.0833333333333333,-0.0602564102564103,-0.0739930555555555,-0.140631339463456,-0.05,0.0389433551198257,0.0389433551198257,-0.0458333333333333,-0.0692437966917064,-0.0686840305652187,-0.1,-0.0746246246246246,-0.0611111111111111,-0.05,-0.0285714285714286,-0.0716374269005848,-0.0914771299991194,-0.0611111111111111,-0.110246635239462,-0.102521008403361,-0.088440065681445,-0.080952380952381,-0.169874723655122,-0.181739130434783,-0.08,-0.16,0.0293127705627706
"NOTCH",0,0.0824476650563607,0.0824476650563607,0.1,0.107569892473118,0.1,0.00800173203911522,0.000802055087769373,-0.0551778656126482,-0.02,0.0610138248847926,-0.0624242424242424,0.0975243147656941,0,0.010369532428356,-0.16231884057971,0.00448717948717948,-1.11022302462516e-17,0.0750847457627119,-0.0523809523809524,-0.0211255411255411,0.133333333333333,0.0676328502415459,0.0317948717948718,-0.00238095238095239,0.0555555555555555,0.0583333333333333,0.133333333333333,-0.22,-0.177142857142857,-0.0341414141414141,-0.161079987550576,0,0.0624242424242424,0.0624242424242424,-0.0242105263157895,0.00392076966610073,-0.00447552447552448,0,0.00321678321678322,0.0123076923076923,0.02,-0.1,0.00321678321678322,-0.00507534497800703,0.0123076923076923,-0.105510204081633,-0.0946666666666667,0.00862533692722372,-0.0666666666666667,-0.153809523809524,-0.146666666666667,-0.2,-0.18,0.0519331243469174
"SRC",0.1,0.103796046720575,0.103796046720575,0.1,0.0720165945165945,0.0333333333333333,0.0957469342251951,0.0189345917114139,0.0119880911745743,0,-0.0907142857142857,0.00744263662911974,0.107233626588465,0.1,-0.0574074074074074,-0.0726746110559418,-0.0574074074074074,0.0183760683760684,0.0821788556271315,-0.0870614035087719,-0.0314419557897819,0.1,0.173837209302326,-0.00120753162655177,-0.0357100521574206,0.0461538461538462,-0.0166666666666667,0.0833333333333333,0.03,0.0728571428571429,0.0103246294989414,-0.11673665738708,0,-0.00744263662911974,-0.00744263662911974,0.0557142857142857,-0.0133150128738364,-0.0213954418232707,0,-0.0116393442622951,-0.01,0,-0.0888888888888889,-0.0116393442622951,0.045566531956294,-0.01,-0.0761577964519141,-0.0501984126984127,0.0435505121339623,-0.0263888888888889,-0.14547360396417,-0.117171717171717,-0.166666666666667,-0.139393939393939,0.151774891774892
"cateninnuc",0.233333333333333,0.121345055365447,0.121345055365447,0.258333333333333,0.0242938808919836,-0.0222222222222222,0.133762398374,-0.036642202378001,0.185024015024015,0.0597319347319347,-0.0424980590293953,0.182498762498762,0.163043282606558,0.0680652680652681,-0.0555556465082271,0.0296660772686966,-0.0540305920419962,0.218613636363636,-0.0247848742028462,0.0432943722943723,0.00564569664208241,0.261363636363636,0.115660644219363,0.128998668711966,0.056254808856446,0.237363636363636,-0.0335336976320583,-0.0122222222222222,0.0282485875706215,0.035225331756668,-0.0762747839409059,0.246384289060482,-0.0680652680652681,-0.182498762498762,-0.182498762498762,0.00391075347861714,0.0974410455085155,-0.0634958810243741,-0.0757575757575758,-0.0607326248630597,-0.0575580216884565,-0.0612159529967749,-0.0291428571428571,-0.062204095289265,-0.0309560853424136,-0.0590420399532967,-0.0254593220986664,-0.0197087280535556,-0.227746883597762,-0.0168351648351648,-0.163936833807273,-0.168065274174245,-0.195652173913043,-0.178191856452726,-0.111056850676101
"cateninmemb",0.2,0.122365119657242,0.122365119657242,0.22,-0.0564193266854582,-0.166666666666667,0.137209613638932,0.135639305784994,0.17238481340108,0.141541267669859,0.0474437827007078,0.17434012066365,0.14942650536551,0.13921568627451,-0.116689950046567,0.0574997051901908,-0.0954301075268817,0.224810004810005,-0.114821630700697,0.079072463768116,0.0432358123978236,0.234285714285714,0.118049695264885,0.123581070008933,0.0715664104993508,0.241693121693122,-0.075,-0.1,-0.0390430622009569,-0.0545069797267301,-0.147941053396747,0.222679517859194,-0.13921568627451,-0.17434012066365,-0.17434012066365,-0.039432307183052,0.0226711506309497,-0.132651443973603,-0.133333333333333,-0.130036250947451,-0.133715180713337,-0.141541267669859,0.0163636363636364,-0.131311382612387,-0.104791708865251,-0.134644715945721,0.0267551653023391,0.058770140428677,-0.204098940571303,0.0416969696969697,-0.185926456805778,-0.194161750923425,-0.227272727272727,-0.209625668449198,-0.118435324884576
"TWIST1",-0.2,0.123288200481183,0.123288200481183,-0.15,0.174532065609357,-0.1,-0.0345942660023018,-0.0196835975449697,-0.0302243960331437,-0.0253968253968254,-0.0316674729882277,-0.0285120672660205,0.173036533906099,-0.0142857142857143,-0.0708631111710942,-0.0482088532935991,-0.0723409436834094,-0.123533246414602,0.0699167302313755,-0.0530985530985531,0.0549002550396534,-0.126923076923077,0.131957473420888,0.133777814505053,-0.0633295762008633,-0.126923076923077,-0.0928888888888889,-0.0888888888888889,0.0311111111111111,0.0439316239316239,0.00207047249629103,-0.29234777566162,0.0142857142857143,0.0285120672660205,0.0285120672660205,-0.073758532339768,-0.0809189838254045,0.0185910156013239,0,0.0156813678218446,0.0168861870989531,0.0253968253968254,-0.158181818181818,0.0151231411862991,-0.0141826772395274,0.0159231411862991,-0.198793610740347,-0.183871473354232,0.0323322913645494,-0.178871473354232,-0.119705818732425,-0.123188405797101,-0.0666666666666667,-0.123188405797101,0.03591955649622
"TGF",-0.2,0.143226775766822,0.143226775766822,-0.166666666666667,0.262738095238095,-0.0666666666666667,-0.00621369870624987,0.00535569197436129,-0.0857142857142857,0,0.0160919540229885,-0.0839285714285714,0.212987012987013,0,-0.0942025862068966,-0.114893617021277,-0.0848275862068966,-0.182080200501253,0.167777777777778,-0.114848484848485,0.0111908206735793,-0.116666666666667,0.12140859394864,0.183903369357915,-0.0922678396871945,-0.145238095238095,-0.04,-0.00666666666666668,-0.0533333333333333,-0.0333333333333333,0.0825355915562101,-0.184654030741916,0,0.0839285714285714,0.0839285714285714,-0.103947368421053,-0.0243664968780808,-0.00583416087388282,0,-0.00188679245283019,0,-0.0142857142857143,-0.38,-0.0161725067385445,-0.0196850682047057,-0.0142857142857143,-0.264922360248447,-0.346666666666667,-0.00123456790123457,-0.346666666666667,-0.238496240601504,-0.231829573934837,-0.233333333333333,-0.247619047619048,-0.0814245332836331
"Destcompl",0.266666666666667,0.177688317695256,0.177688317695256,0.295238095238095,0.109094040520019,-0.0333333333333333,0.124304700479739,0.179344265803299,0.22282966949962,0.177636442704936,-0.0291733682798421,0.220945839044361,0.253050420466519,0.181746031746032,-0.0515892467887268,0.121604207758054,-0.0483010456281852,0.258475449896518,0.0232106497558826,0.116587301587302,0.0377643981785703,0.286542443064182,0.185180563329258,0.211249174587331,0.117172096908939,0.271227127748867,-0.038456486042693,-0.0298850574712644,0.0262828045436741,0.0273697610654132,-0.224806404622536,0.208713751342009,-0.181746031746032,-0.220945839044361,-0.220945839044361,-0.0504034913989789,0.0546633287010217,-0.178732333115895,-0.188888888888889,-0.177636442704936,-0.176143905391503,-0.177636442704936,-0.118163265306122,-0.177945044993736,-0.164963930162659,-0.176646343695035,-0.155001965009628,-0.108798474017556,-0.232135174144093,-0.111956368754398,-0.239530423232436,-0.246281478084757,-0.267692307692308,-0.255571095571096,-0.193790130619056
"AXIN2",0.2,0.228703083778358,0.228703083778358,0.277777777777778,0.143561081526048,-0.1,0.300493109906885,0.232870150365451,0.294701282926701,0.237674418604651,-0.0248809523809524,0.299425692375519,0.311964531883887,0.24,-0.076070227586621,0.174202542153861,-0.0691849816849817,0.330193236714976,0.0257121255025244,0.17237175063262,0.0673331384021532,0.325603864734299,0.240402537298442,0.272664892511301,0.163641591902461,0.335748792270531,-0.0673992673992674,-0.0769230769230769,0.0266666666666667,0.0248809523809524,-0.272879118531292,0.255137604187501,-0.24,-0.299425692375519,-0.299425692375519,-0.089207077790528,0.0694514252604747,-0.232135174144093,-0.233333333333333,-0.232017940849838,-0.234226142742582,-0.237674418604651,-0.149166666666667,-0.232339350289752,-0.19479088254398,-0.234226142742582,-0.206291234136667,-0.146861411559052,0.185514852647646,-0.150401234567901,-0.305575616568283,-0.309713547602766,-0.273333333333333,-0.305040650406504,-0.268428142541415
