"","SHH","HEY1","NOTCHic","NOTCH","TrCP","SUFU","Csl","Jagged","Csn","MEK","LIV1","DSH","STAT","ZEB2","GLI","SRC","CDC42","TGFR","RAS","PAK1","PI3K","TGF","SNAI2","SOSGRB2","KLF4","Ecadherin","cateninnuc","RAF","DELTA","TCFLEF","CD44","cMet","cateninmemb","Wnt","Frizzled","AXIN2","TWIST1","EGR1","Destcompl","cfos","ERK","AKT","NFB","IKK","FUS","Patched","SMO","ILK","RKIP","SMAD","SNAI1","GSK3","FOXC2","miR200","ZEB1"
"FOXC2",0.16364247311828,0.0365317035905271,0.0943540669856459,0.0995087061609037,0.1,0.2,0.0890909090909091,0.123907137340421,0.1,0.0191598213793484,0.166666666666667,0.133333333333333,0.133333333333333,-0.0820743034055727,0.100610091670991,0.115686274509804,0.170909090909091,0.166909090909091,0.0247963800904977,0.190909090909091,0.0203846153846154,0.162518847006652,-0.193287003547813,-0.0139651229273871,-0.062962962962963,-0.0285276935276805,-0.0950032772986961,-0.0203846153846154,-0.0203846153846154,-0.0973694043223574,-0.0997105414461032,-0.10405836753306,-0.156822918499748,-0.10405836753306,-0.115686274509804,-0.176420438564918,0.0490239651416122,0.04,-0.290621021070946,-0.00545454545454545,0.00042780748663102,-0.0204232804232804,-0.04,-0.0352380952380952,-0.166666666666667,-0.160416666666667,-0.166666666666667,-0.056,-0.241517212945784,-0.0704927536231884,-0.247455557836477,-0.295057754969825,-0.071058793215478,-0.261782661782662,-0.287641898864809
"ZEB2",-0.225178967374089,-0.215261673810061,-0.209333333333333,-0.204415300546448,-0.2,-0.2,-0.2,-0.192852112841638,-0.188888888888889,-0.175316093143954,-0.1,-0.0909090909090909,-0.08,-0.0769661515500546,-0.0747152541647954,-0.0733333333333333,-0.0677922077922078,-0.0671119356833643,-0.0633341212677401,-0.0623376623376623,-0.0614069264069264,-0.0597045282759568,-0.0228197877439893,0.00355311355311355,0.0301893700246452,0.0431429219795825,0.0613996151283031,0.0614069264069264,0.0614069264069264,0.062308706037394,0.0626608187134503,0.0654385964912281,0.0710151789332652,0.0765501165501165,0.0842424242424242,0.0947776115620734,0.124786764222967,0.141666666666667,0.148734535856737,0.157456140350877,0.16068194680249,0.187144340602285,0.188888888888889,0.195555555555556,0.214285714285714,0.218815331010453,0.228571428571429,0.233260331218078,0.236924315619968,0.238748136096126,0.239756877412165,0.253286202671401,0.27848951048951,0.302754372719464,0.361724184313651
"ZEB1",-0.210594007904035,-0.217391874101719,-0.191176470588235,-0.18869713174526,-0.2,-0.2,-0.183333333333333,-0.208264512735108,-0.18,-0.167274768938412,-0.166666666666667,-0.152380952380952,-0.143589743589744,-0.0743828376697236,-0.136340643682861,-0.136272670419012,-0.102190571380976,-0.102698185594174,-0.0203023988870938,-0.103639846743295,-0.0198299579422119,-0.0960052722083473,0.0980641603921311,-0.0497465886939571,-0.0708251056415597,0.0524405000110402,0.124542269281582,0.0198299579422119,0.0198299579422119,0.12581428493716,0.126346199830777,0.12842953316411,0.147048746104044,0.137371571517913,0.145063879210221,0.163075502232531,0.0530408784777717,0.133333333333333,0.244574704848677,0.153333333333333,0.147450980392157,0.160978676198693,0.164210526315789,0.172407247627265,0.2,0.203832442067736,0.213636363636364,0.236159779833022,0.239413700419503,0.243371318294561,0.24127154636732,0.251438011309256,0.278265796479313,0.323260035491898,0.385114031542729
"STAT",-0.145987857583865,-0.152666666666667,-0.0978272390037096,-0.0910311224988552,-0.1,-0.1,-0.0843137254901961,-0.0959839932897634,-0.1,-0.12494623655914,0,-0.0857142857142857,-0.0857142857142857,-0.070333512641205,-0.0678762414056532,-0.0857142857142857,-0.0971590909090909,-0.0997906698564593,0.0154510481093293,-0.0909090909090909,0.0199286600496278,-0.0906119258951067,-0.0188406833495491,0.0486863711001642,0.0372053872053872,-0.00588669861644469,0.0620989715324266,-0.0199286600496278,-0.0199286600496278,0.0638868142022716,0.0660950160950161,0.0720779220779221,0.0782558950351008,0.0720779220779221,0.0857142857142857,0.117810033104151,0.100609219199924,0.0666666666666667,0.166567818620978,0.106666666666667,0.106666666666667,0.105811138014528,0.1,0.114285714285714,0.125,0.138023255813953,0.145,0.160628019323671,0.280384491634492,0.169823421622522,0.287288030798909,0.196795727636849,0.320188139059305,0.317781386661678,0.445822126591357
"AKT",-0.084212775528565,-0.132714188862328,-0.153287841191067,-0.150848816800823,-0.0333333333333333,-0.05,-0.140384615384615,-0.00111362844196584,0,-0.205448786694591,0.2,0.233333333333333,0.233333333333333,-0.0519129850083625,0.223536431182776,0.228985507246377,-0.143058823529412,-0.14224581539933,-0.272999490579289,-0.147058823529412,-0.278541659253988,-0.140131011773953,-0.153788622175123,-0.120470085470085,-0.0426113360323887,-0.0987134317334331,-0.223332734135627,0.278541659253988,0.278541659253988,-0.223178887981781,-0.224622186950853,-0.227447045707915,-0.14400145874198,-0.227447045707915,-0.228985507246377,-0.267924703455389,0.181272629196148,0.19047619047619,0.168074258541055,0.184593837535014,0.192790558846489,-0.0874354403766169,0.00588235294117647,0.0135746606334842,0.0666666666666667,0.0715811965811966,0.0743589743589744,0.148355982392957,0.266745594558894,0.148692682729658,0.246362191711162,0.177214347778864,0.301112415184302,0.295195458454861,0.378443662474397
"SRC",-0.127450980392157,-0.0470539556438265,-0.139761904761905,-0.161190476190476,0.1,-0.1,-0.135,-0.0999482474711833,0,-0.276691442729179,0,-0.1,0,-0.0482030548068284,-0.105081967213115,-0.1,0.0569444444444444,0.0521825396825397,-0.00679789130352335,0.0444444444444444,0.00532332081768877,0.0358189033189033,0.0746211770741386,0.162857142857143,0.0383720930232558,0.0183172764055117,0.0965235561256482,-0.00532332081768877,-0.00532332081768877,0.098984406237505,0.105081967213115,0.11,0.11001384523275,0.11,0.1,0.152101661779081,0.132547682202855,0.2,0.0629682274247492,0.245454545454545,0.28989898989899,0.0145299145299145,0,-0.00769230769230769,0.1,0.133333333333333,0.1,0.101535087719298,0.235483870967742,0.11324679943101,0.122645162524632,0.0998268398268398,0.185336134453781,0.232320304494218,0.3140086852351
"PI3K",-0.0715811965811966,-0.113917196381125,-0.140384615384615,-0.153287841191067,0,-0.1,-0.125,0.00815789473684211,-0.0333333333333333,-0.192790558846489,0.1,0.2,0.2,-0.046433532953568,0.227447045707915,0.233333333333333,-0.147058823529412,-0.143058823529412,-0.278541659253988,-0.2,-0.281281385281385,-0.14224581539933,-0.154693144788188,-0.122692307692308,-0.0451754385964912,-0.0999255529455543,-0.223178887981781,0.281281385281385,0.281281385281385,-0.224622186950853,-0.227447045707915,-0.228985507246377,-0.142676280352581,-0.228985507246377,-0.233333333333333,-0.268285714285714,0.185248164364344,0.133333333333333,0.170142083189524,0.19047619047619,0.184593837535014,0.0135746606334842,0,0.00588235294117647,0.05,0.0743589743589744,0.0666666666666667,0.129955982392957,0.27357789269554,0.148355982392957,0.241099033816425,0.181649831649832,0.305623693379791,0.297869255246304,0.379813525488096
"ILK",-0.0715811965811966,-0.113917196381125,-0.140384615384615,-0.153287841191067,0,-0.1,-0.125,0.00815789473684211,-0.0333333333333333,-0.192790558846489,0.1,0.2,0.2,-0.046433532953568,0.227447045707915,0.233333333333333,-0.147058823529412,-0.143058823529412,-0.278541659253988,-0.2,-0.281281385281385,-0.14224581539933,-0.154693144788188,-0.122692307692308,-0.0451754385964912,-0.0999255529455543,-0.223178887981781,0.281281385281385,0.281281385281385,-0.224622186950853,-0.227447045707915,-0.228985507246377,-0.142676280352581,-0.228985507246377,-0.233333333333333,-0.268285714285714,0.185248164364344,0.133333333333333,0.170142083189524,0.19047619047619,0.184593837535014,0.0135746606334842,0,0.00588235294117647,0.05,0.0743589743589744,0.0666666666666667,0.129955982392957,0.27357789269554,0.148355982392957,0.241099033816425,0.181649831649832,0.305623693379791,0.297869255246304,0.379813525488096
"GSK3",-0.101401189767142,-0.159075592923321,-0.16702170378641,-0.175073651838358,0.126666666666667,-0.0772727272727273,-0.170518207282913,-0.00847554826727942,0.114166666666667,-0.257324907634505,0.225,0.230263157894737,0.230263157894737,-0.0425899253725038,0.235445230723869,0.237406015037594,-0.0395859213250518,-0.0322688481543201,-0.3450497955276,-0.0443478260869565,-0.347570803930961,-0.0368842327697047,-0.286509351524867,-0.059197992402757,-0.0418988910319927,-0.0990075204574854,-0.235040830627104,0.347570803930961,0.347570803930961,-0.236356620100788,-0.236267572905774,-0.236743763381965,-0.153893578490734,-0.235445230723869,-0.237406015037594,-0.281945369796375,0.324530936901418,0.227450980392157,0.182054754897665,0.238562091503268,0.26187036217996,-0.0954479811376363,-0.101666666666667,-0.107413793103448,0.0915584415584415,0.100444251968099,0.0851068286552158,0.181187178726598,0.319605832763728,0.179238153239342,0.29753165775916,0.193108061461939,0.447211784543486,0.317525813022571,0.411464068183654
"Wnt",-0.0915584415584415,-0.145128205128205,-0.135714285714286,-0.160714285714286,0.1,0,-0.15,-0.00348039215686275,0.1,-0.227450980392157,0,0,0.1,-0.0387374461979914,0.230263157894737,0.2,-0.1,-0.04,-0.352665755297334,-0.1,-0.34812030075188,-0.0443478260869565,-0.281293103448276,-0.109090909090909,-0.0411764705882353,-0.0945674571953093,-0.236743763381965,0.34812030075188,0.34812030075188,-0.237406015037594,-0.230263157894737,-0.225,-0.149194915254237,-0.225,-0.1,-0.265454545454545,0.320882352941176,0.1,0.195745575117919,0.133333333333333,0.233333333333333,-0.114166666666667,-0.0666666666666667,-0.126666666666667,0.1,0.0772727272727273,0.05,0.160683760683761,0.3,0.153707016497714,0.30315734989648,0.305564263322884,0.438866396761134,0.310707070707071,0.406264945002391
"TCFLEF",-0.0634583886988399,-0.0378256097947791,-0.011142993782879,-0.0128041233509853,-0.114285714285714,-0.0333333333333333,-0.011142993782879,-0.0415584898453289,-0.0324675324675325,0.0502621536419446,0.0333333333333333,0.0274509803921569,0.0333333333333333,-0.0379084706716286,0.0501122321838434,0.0433333333333333,-0.175730471079308,-0.171057573883047,-0.0284740470604335,-0.164102564102564,-0.0280798289263993,-0.165428434810199,0.0469166057767045,-0.0913410102871181,-0.0276515151515151,-0.0327577529252,-0.15949351368336,0.0280798289263993,0.0280798289263993,-0.159149871071676,-0.0560570875665215,-0.051025641025641,-0.13677545647438,-0.0451432880844646,-0.0374509803921569,0.295372893772894,0.146589301693651,-0.0728571428571429,0.264262644325992,-0.0752961672473868,-0.0686295005807201,0.0176330303637456,0.0284675324675325,0.0252417260159196,0.0533333333333333,0.0548694316436252,0.0580952380952381,0.0272589048378522,0.158326215732194,0.0278325186045826,0.257762804373683,0.254941818378129,0.280109879725062,0.291641892244302,0.368110845295056
"Frizzled",-0.0851068286552158,-0.134489907255865,-0.160714285714286,-0.170518207282913,0.1,-0.1,-0.135714285714286,0.00359031491384432,0.0666666666666667,-0.238562091503268,0.1,0.1,0.2,-0.0377473471880904,0.237406015037594,0.225,-0.04,-0.0443478260869565,-0.353453156872137,-0.1,-0.352665755297334,-0.0395859213250518,-0.284763134994017,-0.0575757575757576,-0.0364145658263305,-0.0989963616242137,-0.236267572905774,0.352665755297334,0.352665755297334,-0.236743763381965,-0.237406015037594,-0.230263157894737,-0.152686978746301,-0.230263157894737,-0.225,-0.27708245243129,0.325644257703081,0.133333333333333,0.188583771404391,0.233333333333333,0.227450980392157,-0.101666666666667,-0.126666666666667,-0.114166666666667,0.05,0.0915584415584415,0.0772727272727273,0.153707016497714,0.321428571428571,0.180809820236032,0.293633540372671,0.302533960292581,0.448168722342529,0.320082070707071,0.409235242032094
"FUS",-0.229368686868687,-0.0408823060996974,-0.0392424242424242,-0.0460606060606061,-0.1,-0.333333333333333,-0.0242424242424242,-0.0808895901064576,-0.1,-0.129391528012218,-0.1,-0.15,-0.05,-0.0167767148452393,-0.128098290598291,-0.03,-0.325,-0.322297297297297,-0.130766301333479,-0.333333333333333,-0.125089445438283,-0.319105807935595,0.157195256864173,-0.153711201079622,-0.0210837887067395,-0.0101868382794747,0.0120896668821343,0.125089445438283,0.125089445438283,0.0150787973169169,0.0195900755124056,0.0244444444444444,0.054346316031558,0.131944444444444,0.1375,0.183688675142948,0.142402673693096,0.06,0.30871207443606,0.0984615384615385,0.107552447552448,0.0377582417582418,0.0571428571428571,0.0531428571428571,0.213333333333333,0.220277777777778,0.225833333333333,0.0507936507936508,0.311341842578956,0.064342037890425,0.317279656841434,0.323120371959545,0.322032667876588,0.356469661432689,0.428746837198017
"MEK",0.247744133719061,0.264583113363601,0.193162393162393,0.215790130388671,0.1,0.2,0.177777777777778,0.18630178698995,0.171428571428571,0.354046221570066,0,-0.0333333333333333,-0.0333333333333333,-0.0151617590125481,-0.0524242424242424,-0.0491228070175439,0.102857142857143,0.1056608811749,0.197317682317682,0.126666666666667,0.187476412476413,0.11514993226979,-0.266484029629327,-0.181079365079365,-0.00746054519368724,-0.0561995513364781,0.0641635633421051,-0.187476412476413,-0.187476412476413,0.0630483217064173,0.058213716108453,0.0491228070175439,-0.0469335024715226,0.0433333333333333,0.0433333333333333,0.0579557405506773,-0.340633843280902,-0.35,-0.290179554684557,-0.408620689655172,-0.449046221570066,-0.178251209574739,-0.158928571428571,-0.155898268398268,-0.2,-0.249704918032787,-0.212,-0.284321102200079,-0.576142562288073,-0.302402283011887,-0.469275029816368,-0.396611892356573,-0.464666125010953,-0.372243372261304,-0.468484525517524
"IKK",0.0968071519795658,0.120433436532508,0.167965367965368,0.179076479076479,-0.2,0.1,0.172727272727273,0.0410574820368635,-0.1,0.101619047619048,0.1,0.05,0.05,-0.012280701754386,-0.0286324786324786,-0.00555555555555556,-0.0222222222222222,-0.054040404040404,0.168731201485988,0,0.163097398669087,-0.058040404040404,0.305051929447578,-0.0678571428571429,-0.0102564102564103,0.0507368149865863,0.0251139203831759,-0.163097398669087,-0.163097398669087,0.0280675068810662,0.0286324786324786,0.0209401709401709,0.0167847794663437,0.0209401709401709,0.00555555555555556,0.00214285714285714,-0.119509803921569,-0.05,-0.182814683223401,-0.0642857142857143,-0.108285714285714,0.0163449163449163,0.0857142857142857,0.019047619047619,-0.12,-0.103703703703704,-0.1,-0.133333333333333,-0.127140255009107,-0.134323432343234,-0.110722363584959,-0.291849816849817,-0.195526695526696,-0.0661426978818283,-0.0764310776942356
"SMO",-0.220277777777778,-0.0278388278388278,-0.0242424242424242,-0.0392424242424242,0,-0.3,-0.0333333333333333,-0.0772751322751323,-0.1,-0.107552447552448,-0.1,-0.2,-0.1,-0.0100282485875706,-0.131944444444444,-0.05,-0.333333333333333,-0.325,-0.125089445438283,-0.333333333333333,-0.113461538461538,-0.322297297297297,0.16383798576902,-0.16140350877193,-0.0194444444444444,-0.00854300266303634,0.0150787973169169,0.113461538461538,0.113461538461538,0.0195900755124056,0.0244444444444444,0.03,0.0590018095138671,0.1375,0.15,0.190520973279594,0.137690631808279,0,0.310025943049199,0.06,0.0984615384615385,0.0531428571428571,0.1,0.0571428571428571,0.333333333333333,0.225833333333333,0.213333333333333,0.0333333333333333,0.302063492063492,0.0507936507936508,0.310675883256528,0.321448131156869,0.314137931034483,0.34755877034358,0.417090395480226
"NFB",0.0943975134253489,0.124004865103936,0.179076479076479,0.177140995205511,-0.1,0.12,0.167965367965368,0.0417769064972951,-0.0857142857142857,0.104887021475257,0.05,-0.00555555555555556,-0.00555555555555556,-0.00959870941722121,-0.0275088831268607,-0.0209401709401709,-0.054040404040404,-0.058040404040404,0.165746126859122,-0.0222222222222222,0.168731201485988,-0.0643695179644547,0.305661685545139,-0.0899624060150376,-0.0121794871794872,0.0525024650668431,0.0244080380302347,-0.168731201485988,-0.168731201485988,0.0251139203831759,0.0280675068810662,0.0286324786324786,0.0179463422963331,0.0286324786324786,0.0209401709401709,0.00710739614994933,-0.116017740429505,-0.0642857142857143,-0.178994085216757,-0.108285714285714,-0.101619047619048,0.0185671385671386,0.019047619047619,0.0163449163449163,-0.1,-0.0968071519795658,-0.103703703703704,-0.134323432343234,-0.128422306291159,-0.145104101488216,-0.106612774543863,-0.287928248222366,-0.19433147640319,-0.0646321238637014,-0.0722165183072624
"Patched",-0.225833333333333,-0.0230769230769231,-0.0333333333333333,-0.0242424242424242,0,-0.2,0,-0.0808465608465608,0,-0.0984615384615385,-0.1,-0.2,-0.1,-0.00833333333333333,-0.1375,-0.1,-0.333333333333333,-0.333333333333333,-0.113461538461538,-0.233333333333333,-0.0884615384615385,-0.325,0.174314176245211,-0.166666666666667,-0.0111111111111111,-0.00374595469255663,0.0195900755124056,0.0884615384615385,0.0884615384615385,0.0244444444444444,0.03,0.05,0.0628853046594982,0.15,0.2,0.200865800865801,0.125925925925926,0.1,0.309250749250749,0,0.06,0.0571428571428571,0.1,0.1,0.3,0.213333333333333,0.333333333333333,0.0333333333333333,0.274285714285714,0.0333333333333333,0.305913978494624,0.314652014652015,0.29,0.328571428571429,0.391666666666667
"TGFR",-0.173905610753945,-0.197804016667148,-0.107241379310345,-0.09645001240387,-0.3,-0.14,-0.09,-0.159363460758575,-0.25,-0.115032787448072,0.1,0.0857142857142857,0.1,-0.00259379774167564,0.0882766715937745,0.09,-0.0587301587301587,-0.173015873015873,-0.0322159565580618,-0.0444444444444444,-0.0363095238095238,-0.159540695710908,-0.047308627794972,0.096133853151397,0.0106302894918456,-0.0599717295986376,-0.104895008233292,0.0363095238095238,0.0363095238095238,-0.103566398844452,-0.104523336643496,-0.103207547169811,-0.106955479226778,-0.088921832884097,-0.0757142857142857,-0.137504636252848,0.0691755634638197,0.0904761904761905,0.00388547490873844,0.106265664160401,0.086265664160401,0.253339744710614,0.235714285714286,0.267293233082707,0.14,0.165431034482759,0.177931034482759,0.200469208211144,0.193290043290043,0.209366005364169,0.108553906538621,0.213143504825762,0.139543654560742,0.173007660674513,0.216991154147581
