"","GSK3","miR200","AXIN2","TGFR","ZEB1","SOSGRB2","STAT","ERK","SRC","cfos","MEK","LIV1","Csn","AKT","RKIP","RAS","SNAI1","RAF","PI3K","DELTA","FOXC2","TWIST1","HEY1","cateninmemb","IKK","ILK","SMAD","NFB","FUS","Patched","SHH","SMO","TrCP","SUFU","Ecadherin","GLI","Wnt","Frizzled","cateninnuc","NOTCHic","TCFLEF","DSH","Jagged","CD44","NOTCH","Csl","cMet","TGF","ZEB2","CDC42","EGR1","SNAI2","PAK1","Destcompl","KLF4"
"FUS",0.238697337557616,-0.0508996830967003,0.221641127488204,-0.192702702702703,0.099536411216249,-0.105060728744939,0.1,-0.153613053613054,0.0666666666666667,-0.138461538461538,-0.177750984647536,0.1,-0.1,-0.0423296703296703,-0.26389461626575,0.064781737506933,-0.248211749702924,0.0564847942754919,0.0564847942754919,0.0564847942754919,-0.0942377495462795,0.157929541799268,-0.025497690715082,0.149010081410628,0.0577142857142857,-0.030952380952381,-0.0367588325652842,0.0857142857142857,-0.186666666666667,-0.1825,-0.193611111111111,-0.199166666666667,0.1,-0.0666666666666667,0.102186759921197,-0.162286324786325,-0.168055555555556,-0.1625,-0.073237827137846,-0.0140909090909091,-0.0718791314856721,-0.2,-0.0891556703002486,-0.0673678532901834,-0.0254545454545455,-0.00909090909090909,-0.0722222222222222,0.186319723979298,-0.099536411216249,0.19,0.1,-0.120238607207467,0.173333333333333,-0.218992808244209,-0.0885245901639344
"SUFU",0.242039239871241,-0.0486691998253248,0.222812087675558,-0.186319723979298,0.0985702276413698,-0.111354435038646,0.0666666666666667,-0.177750984647536,0.0722222222222222,-0.153613053613054,-0.173921197413494,0.1,-0.0857142857142857,-0.0403162475108784,-0.265119106061669,0.0638323704183254,-0.245656383433759,0.064781737506933,0.064781737506933,0.064781737506933,-0.0979598339135252,0.15978521190236,-0.0303169678235158,0.146554419746235,0.0423296703296703,-0.0367588325652842,-0.0383754607408038,0.0577142857142857,-0.199166666666667,-0.193611111111111,-0.194769412269412,-0.1825,0.1,-0.186666666666667,0.101774813474235,-0.167119038540972,-0.162286324786325,-0.168055555555556,-0.074925806677488,-0.0254545454545455,-0.073237827137846,-0.1625,-0.094143793815688,-0.0718791314856721,-0.0246608946608947,-0.0140909090909091,-0.0673678532901834,0.183755621415196,-0.0985702276413698,0.192702702702703,0.138461538461538,-0.121095561722959,0.19,-0.220959847053353,-0.0915186021399823
"SMO",0.23635620043387,-0.0499095840867993,0.225988953575161,-0.19,0.0964689265536723,-0.0973684210526316,0.1,-0.138461538461538,0.1,-0.1,-0.153613053613054,0.1,-0.1,-0.0577142857142857,-0.271111111111111,0.0564847942754919,-0.249155145929339,0.0634615384615385,0.0634615384615385,0.0634615384615385,-0.103448275862069,0.166830065359477,-0.0124542124542125,0.143982148449734,0.0857142857142857,-0.0166666666666667,-0.030952380952381,0.1,-0.0666666666666667,-0.199166666666667,-0.1825,-0.186666666666667,0,-0.1,0.10848812978421,-0.168055555555556,-0.1625,-0.2,-0.0718791314856721,-0.00909090909090909,-0.0673678532901834,-0.2,-0.0867460317460317,-0.0722222222222222,-0.0140909090909091,0,-0.0666666666666667,0.192702702702703,-0.0964689265536723,0.173333333333333,0,-0.121854406130268,0.133333333333333,-0.217094998025231,-0.1
"SRC",0.278528138528139,-0.049869711608842,-0.140059076033831,-0.284325396825397,0.080360886492962,-0.387142857142857,0,-0.474747474747475,-0.125,-0.463636363636364,-0.491728606822946,0,0.15,0.261965811965812,-0.328673835125448,0.356375014222323,-0.166921412196859,0.347284105131414,0.347284105131414,0.347284105131414,-0.0956442577030812,0.0570354932423898,-0.0797831843760344,0.0212180062864841,-0.23974358974359,-0.115789473684211,-0.120293978188715,-0.216666666666667,-0.0333333333333333,-0.057037037037037,-0.0717429193899782,-0.0533333333333333,-0.1,-0.0333333333333333,-0.00695229606994313,0.0835245901639344,0.095,0.125,0.0689477363417049,-0.174761904761905,0.0749880047980808,0.1,-0.0531686661961891,0.0835245901639344,-0.199761904761905,-0.17,0.095,0.278870851370851,-0.080360886492962,0.298611111111111,0.4,0.184914753034727,0.311111111111111,-0.0654132823698041,0.0208656330749354
"SHH",0.241025641025641,-0.05,0.247619047619048,-0.133333333333333,0.075,-0.05,0.1,0,0.1,-0.1,-0.1,0,0,-0.1,-0.26,0.0384615384615385,-0.266666666666667,0,0,0,-0.1,0.175,0,0.140071684587814,0.1,0,-0.0166666666666667,0,0,-0.0666666666666667,-0.186666666666667,-0.1,0,0,0.129166666666667,-0.2,-0.2,-0.2,-0.0722222222222222,0,-0.0666666666666667,-0.2,-0.0942857142857143,-0.1,0,-0.1,-0.1,0.173333333333333,-0.075,0.0333333333333333,0,-0.137854406130268,0,-0.220519480519481,-0.1
"TrCP",0.126255411255411,-0.0417103466521203,0.0968705270006506,-0.171148459383754,0.0747998092909844,-0.252970297029703,0.07,-0.270655858511422,0.0662962962962963,-0.279130434782609,-0.278655858511422,0.05,0.0583333333333333,0.0998294346978557,-0.115247588507257,0.0727664256143453,-0.0599689576608703,0.0709482437961634,0.0709482437961634,0.0709482437961634,0.0243522202825621,0.0993128176171655,-0.0695439045183291,-0.0547551175359465,-0.0905701754385965,-0.0735193719064687,-0.0748096944871138,-0.0958333333333333,-0.0595238095238095,-0.0704357967798828,-0.0724357967798828,-0.0692012288786482,-0.0333333333333333,-0.0761904761904762,-0.0830427867967306,-0.0785812770408406,-0.0741910331384016,-0.0662962962962963,-0.0832757168230026,-0.0761538461538462,-0.0812067513057612,-0.07,-0.0698150988411725,-0.0793548994539094,-0.0849450549450549,-0.0807692307692308,-0.0744044044044044,0.17333425173348,-0.0747998092909844,0.171148459383754,0.24,0.149815744328356,0.180952380952381,-0.107670715516315,-0.0739656518345043
"LIV1",0.126255411255411,-0.0417103466521203,0.0968705270006506,-0.171148459383754,0.0747998092909844,-0.252970297029703,0.07,-0.270655858511422,0.0662962962962963,-0.279130434782609,-0.278655858511422,0.05,0.0583333333333333,0.0998294346978557,-0.115247588507257,0.0727664256143453,-0.0599689576608703,0.0709482437961634,0.0709482437961634,0.0709482437961634,0.0243522202825621,0.0993128176171655,-0.0695439045183291,-0.0547551175359465,-0.0905701754385965,-0.0735193719064687,-0.0748096944871138,-0.0958333333333333,-0.0595238095238095,-0.0704357967798828,-0.0724357967798828,-0.0692012288786482,-0.0333333333333333,-0.0761904761904762,-0.0830427867967306,-0.0785812770408406,-0.0741910331384016,-0.0662962962962963,-0.0832757168230026,-0.0761538461538462,-0.0812067513057612,-0.07,-0.0698150988411725,-0.0793548994539094,-0.0849450549450549,-0.0807692307692308,-0.0744044044044044,0.17333425173348,-0.0747998092909844,0.171148459383754,0.24,0.149815744328356,0.180952380952381,-0.107670715516315,-0.0739656518345043
"cfos",0.120800865800866,-0.0427255750785163,0.0918390804597701,-0.171148459383754,0.0744782658826242,-0.25,0.05,-0.279130434782609,0.07,-0.24,-0.270655858511422,0.1,0.0333333333333333,0.0905701754385965,-0.108065268065268,0.0709482437961634,-0.0544796975176722,0.0721677559912854,0.0721677559912854,0.0721677559912854,0.0222832547653208,0.0960519480519481,-0.0710144927536232,-0.0553045680853971,-0.0958333333333333,-0.0751322751322751,-0.0735193719064687,-0.0583333333333333,-0.0761904761904762,-0.0692012288786482,-0.0704357967798828,-0.0595238095238095,0,-0.0333333333333333,-0.0856033404299486,-0.0741910331384016,-0.0662962962962963,-0.07,-0.0812067513057612,-0.0807692307692308,-0.0793548994539094,-0.05,-0.0673611111111111,-0.0744044044044044,-0.0761538461538462,-0.05,-0.0662962962962963,0.171148459383754,-0.0744782658826242,0.180952380952381,0.16,0.150539071633962,0.185714285714286,-0.104212068899774,-0.0690476190476191
"NFB",0.366738849385908,-0.0454859939307595,0.0106585612968592,-0.305434343434343,0.0677627401837928,-0.329431667403804,0.00555555555555556,-0.206984126984127,0.0132478632478633,-0.191428571428571,-0.233781512605042,-0.05,0.142857142857143,0.27955383955384,-0.178296202886367,0.21758764522013,-0.143340711306308,0.205149834274857,0.205149834274857,0.205149834274857,0.0896927154297672,0.185583566760037,-0.157863408521303,0.0420111828101776,-0.261776061776062,-0.16963696369637,-0.172239194179641,-0.242857142857143,-0.12,-0.16418901660281,-0.173827570819677,-0.160740740740741,-0.1,-0.08,-0.0525605902128173,-0.0332478632478633,-0.0332478632478633,-0.0132478632478633,-0.0404745376550215,-0.183549783549784,-0.0392980670667862,-0.00555555555555556,-0.104689395625018,-0.0338128349992757,-0.202259460969138,-0.169264069264069,-0.0332478632478633,0.313029280143204,-0.0677627401837928,0.293434343434343,0.171428571428571,0.295354116031088,0.288888888888889,-0.253569609022726,-0.0565018315018315
"DELTA",0.00344827586206897,-0.0339393939393939,-0.0528571428571429,-0.188888888888889,0.0615942028985507,-0.22,0,-0.26,0,-0.2,-0.26,0,0,0.0666666666666667,-0.0923076923076923,0.0751515151515151,-0.0166666666666667,0.0933333333333333,0.0933333333333333,0.0933333333333333,0.00428571428571428,0.046,0.0333333333333333,-0.00615145417962319,-0.0333333333333333,-0.0666666666666667,-0.0714285714285714,0,0,-0.0583333333333333,-0.0352564102564102,-0.0333333333333333,0,0,0.0265614035087719,0.0523076923076923,0.06,0,0.0454478854478854,-0.12,0.0553379953379953,0,-0.0156709956709957,0.0523076923076923,-0.12,-0.1,0.06,0.176888888888889,-0.0615942028985507,0.2,0.1,0.207214680744092,0.2,0.0495598455598456,-0.0833333333333333
"IKK",0.3553663003663,-0.0391415830546265,0.00285714285714285,-0.293434343434343,0.0566516290726817,-0.319957983193277,-0.05,-0.191428571428571,0.00555555555555556,-0.171428571428571,-0.206984126984127,-0.1,0.1,0.261776061776062,-0.166757741347905,0.205149834274857,-0.129368108566582,0.199516031457955,0.199516031457955,0.199516031457955,0.0853102453102453,0.182091503267974,-0.159649122807018,0.0336690497584352,-0.242857142857143,-0.166666666666667,-0.16963696369637,-0.142857142857143,-0.08,-0.160740740740741,-0.16418901660281,-0.12,0,-0.1,-0.0506344264889007,-0.0332478632478633,-0.0132478632478633,-0.00555555555555556,-0.0392980670667862,-0.169264069264069,-0.0338128349992757,0.05,-0.103250546704155,-0.0332478632478633,-0.183549783549784,-0.145454545454545,-0.0132478632478633,0.305434343434343,-0.0566516290726817,0.288888888888889,0.1,0.295150863998567,0.3,-0.246260638923058,-0.0622710622710623
"SMAD",-0.13407696731005,-0.0401135389191008,-0.0603413585698879,-0.110867439272507,0.0404657479163426,-0.163250517598344,-0.06,-0.195723930982746,-0.0655555555555556,-0.209677419354839,-0.189954700213515,-0.06,-0.0666666666666667,-0.0500728291316527,-0.0173227234202844,-0.0442370348757961,0.0279733004450746,-0.0419344032968487,-0.0419344032968487,-0.0419344032968487,0.0480191288919139,0.0257282639790293,0.0218431039766165,-0.00451351087896529,0.0487394957983193,0.0389456205894562,-0.0596258079819724,0.0428571428571429,0.0541666666666667,0.0569189602446483,0.0565472130327524,0.0541666666666667,0.1,0.0416666666666667,0.0240058197522083,0.0268800344339913,0.0311965811965812,0.0388888888888889,0.0494265362986712,0.0914614121510673,0.0501357561568273,0.0333333333333333,0.0869530791788856,0.0529851455733809,0.0890804597701149,0.0857142857142857,0.0577124183006536,0.109672220149001,-0.0404657479163426,0.1158953722334,0.2,0.19886193523711,0.128571428571429,0.0991110975410046,-0.0409463645066121
"STAT",-0.113898531375167,-0.0301222634261211,-0.176212806801042,-0.138187799043062,0.0394208355746817,-0.0921592775041051,-0.142857142857143,-0.23843137254902,-0.130357142857143,-0.226666666666667,-0.222302340290955,0,0.05,0.0819451170298628,-0.0434507722007722,0.111551732651877,0.00692645688894751,0.114536807278743,0.114536807278743,0.114536807278743,-0.0041881390593047,-0.0581913588660215,-0.072,0.0026634057051718,-0.0938095238095238,-0.0718196457326892,-0.0660725192959076,-0.07,-0.025,-0.0119767441860465,-0.0146316114426837,-0.005,0,0,-0.0143952636082991,0.118248663101604,0.125811688311688,0.130357142857143,0.111445519969591,-0.0130365659777424,0.112756604594144,0.142857142857143,0.00309061149361013,0.118119380619381,-0.00818219704570361,0.00588235294117647,0.125811688311688,0.134806156530985,-0.0394208355746817,0.153977272727273,0.266666666666667,0.183093418761868,0.172727272727273,0.158992004864995,0.0579025549613785
"TCFLEF",0.399891575331009,-0.00345824857873051,-0.312294017094017,0.0170280708207246,0.0330238348396243,0.0877930293259635,0.025,-0.0619396051103368,0.03,-0.0457491289198606,-0.0796266799402688,0,0.0948051948051948,0.123074479517677,-0.100972585755614,0.158129708531149,-0.141545430394803,0.150902376073856,0.150902376073856,0.150902376073856,-0.21580304676857,-0.0205650766904664,0.0234526596250833,0.0405882597787082,-0.110031001256808,0.0212221462747779,0.0145299856629232,-0.106805194805195,0.0866666666666667,0.067542242703533,0.0632477641759257,0.0723809523809524,-0.0857142857142857,0.0666666666666667,0.0448260137794269,-0.0435002607509001,-0.0403946706887883,-0.0344117647058824,-0.140845773129376,-0.0379882034114459,-0.13947120268264,-0.0294117647058824,0.0493528387837488,-0.0391275600709563,-0.048287206733705,-0.0340666347839949,-0.035982905982906,-0.00841879929754577,-0.0330238348396243,-0.0329159212880143,0.00428571428571428,-0.351788580488944,-0.0538461538461538,-0.462707476006133,-0.0253342245989305
"RAF",0.559259259259259,-0.0315225596401551,0.247386310360994,-0.00571428571428572,0.0260688665710187,-0.30584126984127,0.1,-0.391034482758621,0.166666666666667,-0.36,-0.427204695524578,0,0.2,0.276948051948052,-0.344747899159664,0.303252303252303,-0.117592840430084,0.287012987012987,0.287012987012987,0.287012987012987,-0.0748747421161214,0.0877450980392157,-0.124777390631049,-0.0548630983925102,-0.267857142857143,-0.145913564398802,-0.150864059448307,-0.242857142857143,-0.133333333333333,-0.173333333333333,-0.184808743169399,-0.153333333333333,-0.2,-0.1,-0.155686181220441,-0.213589743589744,-0.186666666666667,-0.166666666666667,-0.231033844955098,-0.291919191919192,-0.226199239357134,-0.1,-0.212640472148112,-0.219905533063428,-0.307303807303807,-0.255555555555556,-0.192982456140351,0.0290787716955941,-0.0260688665710187,-0.0133333333333333,0.31,0.264616774494375,-0.0333333333333333,-0.492601779387713,-0.0160688665710187
"RKIP",-0.559259259259259,0.0315225596401551,-0.247386310360994,0.00571428571428572,-0.0260688665710187,0.30584126984127,-0.1,0.391034482758621,-0.166666666666667,0.36,0.427204695524578,0,-0.2,-0.276948051948052,0.344747899159664,-0.303252303252303,0.117592840430084,-0.287012987012987,-0.287012987012987,-0.287012987012987,0.0748747421161214,-0.0877450980392157,0.124777390631049,0.0548630983925102,0.267857142857143,0.145913564398802,0.150864059448307,0.242857142857143,0.133333333333333,0.173333333333333,0.184808743169399,0.153333333333333,0.2,0.1,0.155686181220441,0.213589743589744,0.186666666666667,0.166666666666667,0.231033844955098,0.291919191919192,0.226199239357134,0.1,0.212640472148112,0.219905533063428,0.307303807303807,0.255555555555556,0.192982456140351,-0.0290787716955941,0.0260688665710187,0.0133333333333333,-0.31,-0.264616774494375,0.0333333333333333,0.492601779387713,0.0160688665710187
"MEK",-0.579160979160979,0.0330705472562541,-0.262701625676309,0.0290787716955941,-0.0355926760948282,0.330285714285714,-0.166666666666667,0.427204695524578,-0.192982456140351,0.391034482758621,0.360538028857912,-0.1,-0.242857142857143,-0.292242169595111,0.367116320212295,-0.319442779442779,0.135541558378802,-0.303252303252303,-0.303252303252303,-0.303252303252303,0.0712711385125178,-0.0991004093945271,0.124777390631049,0.0477899276608028,0.276948051948052,0.150864059448307,0.157137122178934,0.267857142857143,0.153333333333333,0.184808743169399,0.197227043822994,0.173333333333333,0.2,0.133333333333333,0.152953940783282,0.21988344988345,0.213589743589744,0.186666666666667,0.232892581014578,0.307303807303807,0.231033844955098,0.166666666666667,0.218378177066145,0.226199239357134,0.327011836500888,0.291919191919192,0.219905533063428,-0.0451371658561781,0.0355926760948282,-0.00571428571428572,-0.36,-0.26656324651384,0.0133333333333333,0.50389885051742,0.0239120038259206
"ERK",-0.591785865627827,0.0340509394131169,-0.271319511855171,0.0451371658561781,-0.0436241721578203,0.357470180305132,-0.192982456140351,0.360538028857912,-0.219905533063428,0.427204695524578,0.381429393760418,-0.166666666666667,-0.267857142857143,-0.303251343907037,0.387450582050736,-0.329233758540689,0.14456933615658,-0.319442779442779,-0.319442779442779,-0.319442779442779,0.0755446427860221,-0.108947843513806,0.127849062985998,0.045490019657123,0.292242169595111,0.157137122178934,0.163520100902338,0.276948051948052,0.173333333333333,0.197227043822994,0.203507237059709,0.184808743169399,0.242857142857143,0.153333333333333,0.152095719018778,0.224144101512523,0.21988344988345,0.213589743589744,0.233517581014578,0.327011836500888,0.232892581014578,0.186666666666667,0.223799863813133,0.231033844955098,0.336153110739115,0.307303807303807,0.226199239357134,-0.0558514515704638,0.0436241721578203,-0.0290787716955941,-0.391034482758621,-0.268547015675247,-0.00571428571428572,0.510475325526815,0.0316639418104167
"SOSGRB2",-0.657624578942952,0.0238731110774742,-0.262431243124312,0.0496703296703297,-0.0486466165413534,0.428888888888889,-0.1,0.534191334191334,-0.171428571428571,0.493650793650794,0.567524667524667,0,-0.4,-0.49437134502924,0.343640350877193,-0.51471099521947,0.154599147121535,-0.495480225988701,-0.495480225988701,-0.495480225988701,0.0433699633699634,-0.121768115942029,0.136742424242424,0.0570777270777271,0.48187134502924,0.256344086021505,0.262637792315212,0.455555555555556,0.233333333333333,0.274324324324324,0.290603394091766,0.25,0.3,0.2,0.169571206930242,0.232298136645963,0.204761904761905,0.171428571428571,0.251008592226264,0.502097902097902,0.24546365914787,0.1,0.323024036058324,0.238095238095238,0.523224662661282,0.463636363636364,0.21055900621118,-0.0716561452731665,0.0486466165413534,-0.0342857142857143,-0.438095238095238,-0.282608933047605,-0.0142857142857143,0.510201915906614,0.0357894736842105
