"","SOSGRB2","PAK1","EGR1","cfos","MEK","ERK","Csn","NOTCHic","ZEB2","SMO","FUS","SUFU","NFB","IKK","AXIN2","STAT","DELTA","cateninmemb","cateninnuc","Wnt","GLI","Frizzled","KLF4","LIV1","FOXC2","TCFLEF","SRC","CD44","RAS","cMet","RAF","PI3K","miR200","DSH","Ecadherin","Destcompl","ILK","AKT","SMAD","HEY1","SNAI2","SHH","Csl","Patched","Jagged","NOTCH","TrCP","ZEB1","TWIST1","SNAI1","RKIP","GSK3","CDC42","TGF","TGFR"
"Ecadherin",0.116625289639192,0.0529090909090909,0.129090909090909,0.129090909090909,0.134144476909789,0.132183692596064,0.08,-0.0130794652986731,0.0179483661761038,0.0229166666666667,0.0166666666666667,0.0333333333333333,0.0657142857142857,0.0694179894179894,0.0618313744161414,0.0392156862745098,0.0797435897435897,-0.174790720796818,-0.0364880407263788,-0.0339630800194978,-0.0372964133528311,-0.0322389420884633,-0.00360993905297703,0.0333333333333333,-0.0401976156171427,0.0372350061792266,0.0322389420884633,0.0378576711854533,-0.0775089528720814,0.0348476377406372,-0.0797435897435897,-0.0797435897435897,-0.0317183375283934,-0.0392156862745098,0.0938414119799894,-0.121139629964693,0.0295652173913043,-0.072015392015392,0.0298073481419097,0.0239996718638645,0.0555257328710219,-0.0189034586402506,0.0161722488038278,-0.0196908602150538,0.0442732700635328,0.0156816957819445,-0.1,-0.0179483661761038,0.00350811212132277,-0.0514158565887109,-0.0637462679998795,-0.121619232946343,-0.0542424242424242,-0.0550539621950551,-0.0566814486326681
"cateninmemb",0.116625289639192,0.0529090909090909,0.129090909090909,0.129090909090909,0.134144476909789,0.132183692596064,0.08,-0.0130794652986731,0.0179483661761038,0.0229166666666667,0.0166666666666667,0.0333333333333333,0.0657142857142857,0.0694179894179894,0.0618313744161414,0.0392156862745098,0.0797435897435897,0.154595836376376,-0.0364880407263788,-0.0339630800194978,-0.0372964133528311,-0.0322389420884633,-0.00360993905297703,0.0333333333333333,-0.0401976156171427,0.0372350061792266,0.0322389420884633,0.0378576711854533,-0.0775089528720814,0.0348476377406372,-0.0797435897435897,-0.0797435897435897,-0.0317183375283934,-0.0392156862745098,-0.181344138108172,-0.121139629964693,0.0295652173913043,-0.072015392015392,0.0298073481419097,0.0239996718638645,0.0555257328710219,-0.0189034586402506,0.0161722488038278,-0.0196908602150538,0.0442732700635328,0.0156816957819445,-0.1,-0.0179483661761038,0.00350811212132277,-0.0514158565887109,-0.0637462679998795,-0.121619232946343,-0.0542424242424242,-0.0550539621950551,-0.0566814486326681
"PI3K",-0.217692307692308,-0.3,-0.2,-0.257142857142857,-0.248271111723378,-0.263025210084034,-0.233333333333333,0.223076923076923,0.0185568106204457,0.0166666666666667,0,0,-0.233333333333333,-0.203921568627451,0.245142857142857,-0.2,-0.198683982683983,-0.189592127606067,0.203154020108187,0.202898550724638,0.201360089186176,0.233333333333333,-0.0133771929824561,-0.1,-0.118090592334495,-0.204184947943238,-0.233333333333333,-0.201360089186176,0.200053845697681,-0.202898550724638,0.198683982683983,0.198683982683983,0.167998885621836,0.2,0.174313161383352,0.242908548000795,-0.0853381352541016,0.180844645550528,-0.0909381352541016,-0.0941041939932062,0.222802262273538,-0.0228632478632479,-0.2,-0.00897435897435897,-0.116929824561404,-0.200496277915633,0.2,-0.0185568106204457,0.0900621118012422,0.209834943639291,0.2689883645766,0.330952380952381,0.294117647058824,0.283808703969393,0.278117647058824
"ILK",-0.217692307692308,-0.3,-0.2,-0.257142857142857,-0.248271111723378,-0.263025210084034,-0.233333333333333,0.223076923076923,0.0185568106204457,0.0166666666666667,0,0,-0.233333333333333,-0.203921568627451,0.245142857142857,-0.2,-0.198683982683983,-0.189592127606067,0.203154020108187,0.202898550724638,0.201360089186176,0.233333333333333,-0.0133771929824561,-0.1,-0.118090592334495,-0.204184947943238,-0.233333333333333,-0.201360089186176,0.200053845697681,-0.202898550724638,0.198683982683983,0.198683982683983,0.167998885621836,0.2,0.174313161383352,0.242908548000795,-0.0853381352541016,0.180844645550528,-0.0909381352541016,-0.0941041939932062,0.222802262273538,-0.0228632478632479,-0.2,-0.00897435897435897,-0.116929824561404,-0.200496277915633,0.2,-0.0185568106204457,0.0900621118012422,0.209834943639291,0.2689883645766,0.330952380952381,0.294117647058824,0.283808703969393,0.278117647058824
"ZEB1",-0.129863547758285,-0.186781609195402,-0.133333333333333,-0.121333333333333,-0.118534680832686,-0.115450980392157,-0.0666666666666667,-0.105759803921569,0.0188982803362378,-0.104924242424242,-0.0958333333333333,-0.108333333333333,-0.0508771929824561,-0.0492378487201611,0.0989891524868513,-0.00769230769230769,0.0874769279958751,-0.236618698702685,-0.00212016225755731,0.00696864111498258,0.00593771327993103,0.00696864111498258,-0.0173056028411405,0,-0.0148353096179183,0.00260939904816397,-0.000375234521575986,0.0010136543673129,-0.089209211460442,-0.000375234521575986,-0.0874769279958751,-0.0874769279958751,0.155535875334057,0.0142857142857143,0.186330065384928,-0.118463035151976,0.064638060837005,0.0478092772915896,0.0675226762216204,0.0778648984866601,0.132479473967209,0.097262530052461,0.0979166666666667,0.0990418894830659,0.0842509230069626,0.104106911359585,0.0666666666666667,-0.0188982803362378,0.0375538606463792,0.08741723043582,0.109605030688203,-0.0244450170281412,0.173738130934533,0.17204941435913,0.173230516721335
"TGF",0.056578947368421,0.26,0.0666666666666667,0.152380952380952,0.122673350041771,0.147117794486216,0.233333333333333,-0.0466666666666667,0.0255779765619582,0.0966666666666667,0.113333333333333,0.133333333333333,0.258333333333333,0.215476190476191,-0.143827160493827,0.1,0.114285714285714,0.2188576648107,-0.107248653365833,-0.122857142857143,-0.113423180592992,-0.142857142857143,-0.0292143401983219,0,0.0421739130434783,0.109162528963919,0.133333333333333,0.103899371069182,-0.119642857142857,0.113333333333333,-0.114285714285714,-0.114285714285714,-0.190948610776197,-0.1,-0.224224167879442,0.0114010185909761,-0.0642424242424242,-0.194423558897243,-0.0529521016617791,-0.0814958091553836,-0.244473134433464,-0.0945114942528736,0.0266666666666667,-0.107011494252874,-0.0635309278350515,0.0259770114942529,-0.2,-0.0255779765619582,-0.232222222222222,-0.249214876033058,-0.174891774891775,-0.168859689994719,-0.271111111111111,-0.353849206349206,-0.252063492063492
"RKIP",0.0168888888888889,0.3,-0.16,-0.06,0.0171826852531181,0.0193103448275862,0.2,-0.0434343434343434,0.0302496413199426,0.113333333333333,0.133333333333333,0.1,0.242857142857143,0.267857142857143,-0.0845991561181434,0,0.228896103896104,0.000313422666363833,-0.0807153339495646,-0.0966666666666667,-0.0812820512820513,-0.0666666666666667,-0.0582496413199426,0,0.0980400825228412,0.0768985400564348,0.0666666666666667,0.0775978407557355,-0.243426018426018,0.0929824561403509,-0.228896103896104,-0.228896103896104,-0.216348402219398,0,-0.00707407319685737,-0.270120382647833,-0.0739302524604193,-0.240584415584416,-0.0630391633515084,-0.0818041037553233,-0.483954654077053,-0.112808743169399,-0.0111111111111111,-0.101333333333333,-0.0602413291292748,0.0626651126651127,-0.2,-0.0302496413199426,-0.254970291146762,-0.372857910214041,-0.136624649859944,-0.37391646966115,-0.346666666666667,-0.344040943480196,-0.356190476190476
"RAF",0.0168888888888889,0.3,-0.16,-0.06,0.0171826852531181,0.0193103448275862,0.2,-0.0434343434343434,0.0302496413199426,0.113333333333333,0.133333333333333,0.1,0.242857142857143,0.267857142857143,-0.0845991561181434,0,0.228896103896104,0.000313422666363833,-0.0807153339495646,-0.0966666666666667,-0.0812820512820513,-0.0666666666666667,-0.0582496413199426,0,0.0980400825228412,0.0768985400564348,0.0666666666666667,0.0775978407557355,-0.243426018426018,0.0929824561403509,-0.228896103896104,-0.228896103896104,-0.216348402219398,0,-0.00707407319685737,-0.270120382647833,-0.0739302524604193,-0.240584415584416,-0.0630391633515084,-0.0818041037553233,-0.483954654077053,-0.112808743169399,-0.0111111111111111,-0.101333333333333,-0.0602413291292748,0.0626651126651127,-0.2,-0.0302496413199426,-0.254970291146762,-0.372857910214041,-0.136624649859944,-0.37391646966115,-0.346666666666667,-0.344040943480196,-0.356190476190476
"TGFR",0.0504061078622482,0.271111111111111,0.152380952380952,0.147117794486216,0.143221295247251,0.122673350041771,0.258333333333333,-0.0259770114942529,0.033502504863845,0.107011494252874,0.0966666666666667,0.113333333333333,0.215476190476191,0.194423558897243,-0.145114714141896,0.133333333333333,0.119642857142857,0.216086302224095,-0.105388600221458,-0.113423180592992,-0.119229632205895,-0.122857142857143,-0.0274286259126076,0.1,0.0364970571482817,0.107248653365833,0.113333333333333,0.109162528963919,-0.109701336675021,0.103899371069182,-0.119642857142857,-0.119642857142857,-0.186549783796725,-0.142857142857143,-0.223031663620499,0.0122074702038793,-0.0529521016617791,-0.196749140292592,-0.056154948636868,-0.0665704360210553,-0.243547208507538,-0.0837770309760374,0.0466666666666667,-0.0945114942528736,-0.0555599133422979,0.0295741337964112,-0.233333333333333,-0.033502504863845,-0.227595887702649,-0.235940539749872,-0.169177489177489,-0.166659200997164,-0.252063492063492,-0.355267646065518,-0.353849206349206
"cateninnuc",0.185858638554926,0.0794285714285714,0.18768115942029,0.192443064182195,0.199341217706756,0.197506355321435,0.141666666666667,-0.104334369844815,0.0376877912218342,-0.0127504553734062,-0.0111111111111111,-0.0111111111111111,0.138636363636364,0.144636363636364,0.106026240788937,0.0347319347319347,0.153136323136323,0.0123499305287495,-0.139015306012802,-0.0398838108486709,-0.041069581599659,-0.0333620717182361,-0.010041974632722,0.0424242424242424,-0.0178534907715236,0.040478990077977,0.0347319347319347,0.0420473246560203,-0.151116121116121,0.0412536738623695,-0.153136323136323,-0.153136323136323,-0.0623240638960626,-0.0347319347319347,-0.0969783615055864,-0.245375856228086,0.047950937950938,-0.144636363636364,0.0491787687831344,0.0457909462962747,0.0959544168827436,0.0143309909692871,0.102008788449466,0.015856045435518,0.0542263501443911,0.10887982439027,-0.166666666666667,-0.0376877912218342,-0.0658809754284487,-0.147547064381741,-0.166926150772305,-0.244661911423584,-0.084043956043956,-0.0787460591408792,-0.0828945307565997
"miR200",-0.0295261121856867,-0.0333333333333333,-0.0142857142857143,-0.0242857142857143,-0.0222448979591837,-0.0242857142857143,-0.02,0.00807881773399015,0.0437903225806452,0.00666666666666667,0.02,0.02,-0.0252631578947368,-0.0166917293233083,-0.104405177813933,0.06,-0.0967853042479908,0.171148183524473,-0.0634655905609276,-0.0658591549295775,-0.0680569571273797,-0.056,-0.0444444444444444,0.1,0.00807127831518075,0.0649807420760791,0.0556521739130435,0.0677585198538569,0.100027199509836,0.0655113288426209,0.0967853042479908,0.0967853042479908,-0.0621527471558339,-0.06,-0.182271548076837,0.129951263742491,-0.00458865945591609,0.0110313519648177,-0.00302126133679384,-0.00336158192090395,-0.0906294282965468,-0.0122803155384333,-0.0115270935960591,-0.00793248945147679,0.00603867977303604,-0.00299407197127828,0,-0.0437903225806452,0.0895327984898537,0.0087993487993488,0.0130540084626766,0.0651088439357512,0.0196078431372549,0.0264533045025962,0.0212207463630614
"SRC",-0.0642857142857143,-0.133333333333333,0.133333333333333,0.0515151515151515,0.116714312940728,0.0959595959595959,0.1,-0.0802380952380952,0.045335429769392,0.0166666666666667,0.0166666666666667,-0.0333333333333333,0.0666666666666667,0.105128205128205,-0.0620447107824387,0.1,0.182027534418023,0.0539425235743152,-0.0113356939103553,-0.015,-0.0166393442622951,0.025,-0.148772609819121,0.2,0.0665079365079365,0.00932227109156338,-0.025,0.0166393442622951,-0.175966928357416,0.015,-0.182027534418023,-0.182027534418023,0.103853022983458,0,0.0160676795970914,-0.028664994425864,-0.0133771929824561,-0.116239316239316,-0.0196834992887624,0.00934293280370738,0.103517521822119,-0.0128540305010893,0.085,0.00185185185185185,-0.00771230298753234,0.112380952380952,-0.1,-0.045335429769392,0.0772211696349627,0.0365705237498776,-0.0654936461388074,-0.0428571428571429,0.120833333333333,0.116331168831169,0.101785714285714
"GLI",-0.0296195839558671,-0.1,-0.151428571428571,-0.118095238095238,-0.135200784482552,-0.14017316017316,0,0.0124160035366932,0.04681575354156,-0.0896616541353384,-0.110714285714286,-0.0857142857142857,0.0263157894736842,0.0161117078410311,0.127512077294686,-0.09,-0.022471224276247,-0.188084925275882,0.0865455199883874,0.198557874762808,0.098983406677702,0.190322580645161,-0.0414431574431574,-0.15,-0.0169270295837633,-0.0872030214827089,-0.0803225806451613,-0.0885017227814102,0.0210850856623856,-0.087639653815893,0.022471224276247,0.022471224276247,0.0863507184250218,0.2,0.18070700558134,-0.12852441391,-0.0325188540283949,-0.0176742078410311,-0.0330593945689355,-0.0344857745536863,0.221116859341581,0.0884942736028785,-0.00491600353669319,0.0814983888292159,-0.0269696863633845,-0.0190826702033599,0.0333333333333333,-0.04681575354156,0.0948440655741165,0.101553435125844,0.118993409767988,-0.00825745235742832,0.117241379310345,0.10995170117494,0.119128171763175
"Jagged",-0.18,-0.2,-0.1,-0.2,-0.193333333333333,-0.26,0,-0.04,0.0471014492753623,0.0333333333333333,0,0,0,0.0333333333333333,0.122857142857143,0,0.16,-0.165026522773002,0.0521012321012321,0.12,0.0661538461538461,0.1,-0.0166666666666667,0,-0.00428571428571428,-0.051002331002331,-0.1,-0.0661538461538461,-0.141818181818182,-0.12,-0.16,-0.16,0.0672727272727273,0,0.173543859649123,-0.149559845559846,-0.0666666666666667,-0.0888888888888889,-0.0714285714285714,0.0333333333333333,0.189668174962293,-0.0256410256410256,0.1,-0.0333333333333333,-0.0539393939393939,0.04,0,-0.0471014492753623,0.037,0.0166666666666667,0.0769230769230769,-0.14367816091954,0.2,0.116444444444444,0.144444444444444
"DELTA",-0.18,-0.2,-0.1,-0.2,-0.193333333333333,-0.26,0,-0.04,0.0471014492753623,0.0333333333333333,0,0,0,0.0333333333333333,0.122857142857143,0,0.16,-0.165026522773002,0.0521012321012321,0.12,0.0661538461538461,0.1,-0.0166666666666667,0,-0.00428571428571428,-0.051002331002331,-0.1,-0.0661538461538461,-0.141818181818182,-0.12,-0.16,-0.16,0.0672727272727273,0,0.173543859649123,-0.149559845559846,-0.0666666666666667,-0.0888888888888889,-0.0714285714285714,0.0333333333333333,0.189668174962293,-0.0256410256410256,0.1,-0.0333333333333333,-0.0539393939393939,0.04,0,-0.0471014492753623,0.037,0.0166666666666667,0.0769230769230769,-0.14367816091954,0.2,0.116444444444444,0.144444444444444
"SMAD",-0.205109435078379,-0.195238095238095,-0.228571428571429,-0.205990783410138,-0.21281099807919,-0.217618690386883,-0.0444444444444444,-0.0613136288998358,0.0477825420577813,-0.0591666666666667,-0.0791666666666667,-0.0666666666666667,-0.0206349206349206,-0.0265172735760971,0.115661795999433,-0.0771428571428571,0.0263846197470652,-0.183351229097481,0.0697394458500318,0.0851343101343101,0.0851343101343101,0.0793650793650793,-0.0432211448301729,-0.12,-0.00576813647429886,-0.0710565684437502,-0.066031746031746,-0.0722777353365589,-0.0277004092207494,-0.0719140989729225,-0.0263846197470652,-0.0263846197470652,0.0753066961911275,0.0904761904761905,0.191409122890503,-0.0613206616467495,0.0269859820544752,0.0278506069094304,-0.0730140179455248,0.0556909829910325,0.207737487971104,0.0583208564964815,0.0647619047619048,0.0527446483180428,0.0376284038542103,0.0557580733442802,0.1,-0.0477825420577813,0.0888654604992161,0.0820323319153964,0.117091473287382,0.026719540554127,0.205097250167673,0.194656332274998,0.203421272514041
"STAT",-0.287274220032841,-0.204545454545455,-0.266666666666667,-0.246666666666667,-0.224212523719165,-0.223137254901961,0,0.0158452570217276,0.0489062219831451,0.03,0.05,0.05,0.04,0.0733333333333333,-0.0466737184384243,-0.0428571428571429,-0.00778019023986766,0.0518721138652866,-0.001938474420314,-0.00373376623376624,-0.00457410236822002,0.00535714285714285,-0.151594375123787,0.1,0.0316373551465576,0.00301118002222103,-0.00535714285714285,0.00458846708846709,0.00703392158315125,0.00373376623376624,0.00778019023986766,0.00778019023986766,0.0419795848379909,0.0428571428571429,0.0123158014965258,0.0517028459364923,-0.0763285024154589,-0.0750282485875706,-0.069431950691321,-0.0773333333333333,0.0596329770239143,-0.0535850998147767,-0.0509803921568627,-0.0509302325581395,-0.0376444856067755,-0.0168161308081354,0,-0.0489062219831451,0.1275259556369,0.0366398428492523,0.0967390604890605,0.0270694259012016,0.173295454545455,0.183338678547489,0.183821770334928
"Csl",-0.155932625354962,-0.116444444444444,-0.193333333333333,-0.157619047619048,-0.150010351966874,-0.157619047619048,0.0888888888888889,0.0180645161290323,0.0513699166377523,0.0491704374057315,0.0256410256410256,0.0333333333333333,0.122222222222222,0.115245478036176,0.0995492469998945,-0.0661538461538461,0.138020080868657,-0.161823819516001,0.0520259428232515,0.0520775998195353,0.0536905030453418,0.051002331002331,-0.0485300207039338,-0.12,0.020826844642195,-0.0536840331605871,-0.051002331002331,-0.0541420484277627,-0.139858316162774,-0.0521012321012321,-0.138020080868657,-0.138020080868657,0.0276100490993385,0.0661538461538461,0.166622006674394,-0.151766819880268,-0.0601815690304899,-0.109819121447028,-0.0590704579193788,0.0346365881915754,0.181517524739579,-0.047223830064241,-0.0180645161290323,-0.0523962438573444,-0.0443072348763574,-0.0198826979472141,-0.0333333333333333,-0.0513699166377523,0.0244240064988956,-0.007274834666139,0.0399056441842636,-0.155131866539131,0.126121863799283,0.115907671965437,0.122937150423487
"SNAI1",-0.170691356871536,-0.124089635854342,-0.160869565217391,-0.162564480471629,-0.146504689739192,-0.153231147138295,0.120833333333333,0.0222710622710623,0.0515987817805374,0.0597058656198441,0.0535330261136713,0.030952380952381,0.115570175438596,0.111866471734893,0.114055905057857,-0.0714814814814815,0.154967706718065,-0.157143782688983,0.0733819630402746,0.0746008653068987,0.0744180499504087,0.0741130604288499,-0.0507378581277769,-0.09,0.0262480964249769,-0.0737949728492576,-0.0741841841841842,-0.0751742831940852,-0.154803503105586,-0.0751742831940852,-0.154967706718065,-0.154967706718065,0.0295952893427042,0.0714814814814815,0.141798388092275,-0.163102745192858,-0.0604608294930875,-0.109783138401559,-0.0603378282630752,-0.0623479226773168,0.187779010877478,-0.0517349918334363,-0.018974358974359,-0.0527058656198441,-0.0463577604354625,-0.0190057561486133,-0.0833333333333333,-0.0515987817805374,0.0228429179516136,-0.109235774894668,0.0405887581985042,-0.164599470661352,0.12257448433919,0.112764859801908,0.114377763027715
"PAK1",-0.171823432343234,-0.114285714285714,-0.2,-0.160869565217391,-0.153231147138295,-0.162564480471629,0.0833333333333333,0.018974358974359,0.0524597903906235,0.0535330261136713,0.030952380952381,0.0476190476190476,0.120833333333333,0.115570175438596,0.114522105524057,-0.09,0.153604070354429,-0.158974525348742,0.0737949728492576,0.0741130604288499,0.0746008653068987,0.0714814814814815,-0.0498032786885246,-0.15,0.029932975713414,-0.0751742831940852,-0.0714814814814815,-0.0751742831940852,-0.154967706718065,-0.0741841841841842,-0.153604070354429,-0.153604070354429,0.028346490111196,0.09,0.141954475501224,-0.16392511361391,-0.0617511520737327,-0.111866471734893,-0.0604608294930875,-0.0671098274392216,0.1894886991108,-0.0527058656198441,-0.0205128205128205,-0.0597058656198441,-0.0468283486707567,-0.0222710622710623,-0.0333333333333333,-0.0524597903906235,0.0227403538490495,-0.0124386218697569,0.0389151180311401,-0.164005411255411,0.124089635854342,0.114377763027715,0.12257448433919
"LIV1",-0.171823432343234,-0.114285714285714,-0.2,-0.160869565217391,-0.153231147138295,-0.162564480471629,0.0833333333333333,0.018974358974359,0.0524597903906235,0.0535330261136713,0.030952380952381,0.0476190476190476,0.120833333333333,0.115570175438596,0.114522105524057,-0.09,0.153604070354429,-0.158974525348742,0.0737949728492576,0.0741130604288499,0.0746008653068987,0.0714814814814815,-0.0498032786885246,-0.15,0.029932975713414,-0.0751742831940852,-0.0714814814814815,-0.0751742831940852,-0.154967706718065,-0.0741841841841842,-0.153604070354429,-0.153604070354429,0.028346490111196,0.09,0.141954475501224,-0.16392511361391,-0.0617511520737327,-0.111866471734893,-0.0604608294930875,-0.0671098274392216,0.1894886991108,-0.0527058656198441,-0.0205128205128205,-0.0597058656198441,-0.0468283486707567,-0.0222710622710623,-0.0333333333333333,-0.0524597903906235,0.0227403538490495,-0.0124386218697569,0.0389151180311401,-0.164005411255411,0.124089635854342,0.114377763027715,0.12257448433919
"EGR1",-0.171823432343234,-0.114285714285714,-0.2,-0.160869565217391,-0.153231147138295,-0.162564480471629,0.0833333333333333,0.018974358974359,0.0524597903906235,0.0535330261136713,0.030952380952381,0.0476190476190476,0.120833333333333,0.115570175438596,0.114522105524057,-0.09,0.153604070354429,-0.158974525348742,0.0737949728492576,0.0741130604288499,0.0746008653068987,0.0714814814814815,-0.0498032786885246,-0.15,0.029932975713414,-0.0751742831940852,-0.0714814814814815,-0.0751742831940852,-0.154967706718065,-0.0741841841841842,-0.153604070354429,-0.153604070354429,0.028346490111196,0.09,0.141954475501224,-0.16392511361391,-0.0617511520737327,-0.111866471734893,-0.0604608294930875,-0.0671098274392216,0.1894886991108,-0.0527058656198441,-0.0205128205128205,-0.0597058656198441,-0.0468283486707567,-0.0222710622710623,-0.0333333333333333,-0.0524597903906235,0.0227403538490495,-0.0124386218697569,0.0389151180311401,-0.164005411255411,0.124089635854342,0.114377763027715,0.12257448433919
"cfos",-0.170833333333333,-0.157142857142857,-0.16,-0.2,-0.162564480471629,-0.160869565217391,0.0333333333333333,0.0205128205128205,0.0534244206157039,0.030952380952381,0.0476190476190476,0.0333333333333333,0.0833333333333333,0.120833333333333,0.115779967159278,-0.15,0.149945533769063,-0.160622876997093,0.0751742831940852,0.0714814814814815,0.0741130604288499,0.09,-0.058,-0.1,0.0285536653685865,-0.0751742831940852,-0.09,-0.0741841841841842,-0.153604070354429,-0.0714814814814815,-0.149945533769063,-0.149945533769063,0.028346490111196,0.15,0.144238212525445,-0.163774737674061,-0.0714285714285714,-0.115570175438596,-0.0617511520737327,-0.0744627686156921,0.190212026416406,-0.0597058656198441,-0.0666666666666667,-0.0535330261136713,-0.0498958333333333,-0.018974358974359,0,-0.0534244206157039,0.0287186147186147,-0.014109266261165,0.0527272727272727,-0.165459956709957,0.114285714285714,0.12257448433919,0.124089635854342
"NOTCH",-0.164210526315789,-0.2,-0.2,-0.26,-0.157619047619048,-0.193333333333333,0,-0.04,0.0582125603864734,0.0333333333333333,0.0333333333333333,0,0.0333333333333333,0.0888888888888889,0.105876010781671,-0.1,0.141818181818182,-0.163455842144729,0.0541420484277627,0.0661538461538461,0.051002331002331,0.12,-0.0471014492753623,0,0.01,-0.0521012321012321,-0.12,-0.051002331002331,-0.134571805006588,-0.0661538461538461,-0.141818181818182,-0.141818181818182,0.0415584415584416,0.1,0.171930956423316,-0.150494424999098,-0.0714285714285714,-0.122222222222222,-0.0680952380952381,0.0289855072463768,0.182789868083986,-0.0491704374057315,0.04,-0.0256410256410256,-0.0465319865319865,-0.0180645161290323,0,-0.0582125603864734,0.0386949152542373,-0.000256410256410247,0.073474801061008,-0.155041797283177,0.144444444444444,0.126121863799283,0.116444444444444
"TWIST1",-0.0966418275342761,-0.0309090909090909,-0.02,-0.0243478260869565,-0.0143190227352938,-0.0138215102974828,0.15,0.0282621082621083,0.082757318722231,0.0911111111111111,0.111111111111111,0.1,0.142307692307692,0.142307692307692,0.0277172290075516,-0.0142857142857143,0.0386495438171593,0.041698220139606,0.0129113712768,0.0118880534670008,0.0110880534670008,0.00873015873015873,-0.0882634980195956,0,0.134398778265995,-0.0119337979588012,-0.00873015873015873,-0.0117806586019865,-0.0383070780637346,-0.0129854778790949,-0.0386495438171593,-0.0386495438171593,-0.162026691821263,0.0142857142857143,-0.116181622790553,-0.0371840841084686,-0.108763308763309,-0.14400260756193,-0.106453077740206,-0.117812131371453,0.263316668943337,-0.0937428676398917,-0.0385185185185185,-0.095220700152207,-0.00998521870986498,-0.0301489007149385,-0.2,-0.082757318722231,-0.0768823326432022,-0.150126850029723,-0.124710855145638,-0.0546606302729736,0.017115987460815,0.0199605204904278,0.018365987460815
"AXIN2",0.0449366030572202,0.155416666666667,0.193333333333333,0.220162601626016,0.240188383127789,0.236050452093306,0.144444444444444,-0.206503759398496,0.129322476606678,0.157692307692308,0.157692307692308,0.15,0.148792270531401,0.15024154589372,0.152264075429703,0.253333333333333,0.167011852435728,0.278119584913623,-0.266095156591991,-0.268409516172147,-0.269038446989757,-0.264961240310078,-0.138608555012143,0.233333333333333,0.208989550652314,0.267435407348584,0.264961240310078,0.268724973585396,-0.16517458209452,0.268409516172147,-0.167011852435728,-0.167011852435728,-0.27310609304239,-0.253333333333333,-0.089274133402938,-0.324269979363641,0.0384633080285254,-0.146908212560386,0.042034736599954,0.0492006495049091,-0.296188360084809,-0.155397225725095,0.195789473684211,-0.157692307692308,0.261846795977231,0.209206462101199,-0.133333333333333,-0.129322476606678,-0.0281812613049936,-0.322168181575276,-0.34604001733034,-0.325320014082028,-0.164058641975309,-0.160863455199994,-0.163173686223096
