"","Csn","SMO","HEY1","IKK","SHH","NOTCHic","Jagged","cfos","Patched","MEK","NOTCH","TWIST1","Csl","NFB","ERK","AXIN2","TGFR","STAT","Destcompl","TCFLEF","cateninnuc","DSH","TGF","Wnt","DELTA","CDC42","GLI","Frizzled","LIV1","SNAI2","GSK3","SOSGRB2","RAS","FOXC2","RAF","PI3K","cateninmemb","SRC","ZEB2","ZEB1","CD44","EGR1","cMet","Ecadherin","PAK1","TrCP","FUS","KLF4","SMAD","miR200","AKT","RKIP","SNAI1","ILK","SUFU"
"LIV1",0.1,0.0844086021505376,0.0880082017814622,0.0881578947368421,0.0793221823974512,0.0741025641025641,0.067561775732788,-0.0408695652173913,0.0313221823974512,-0.0470164578727585,0.0389377289377289,-0.0790419725202334,0.0294871794871795,0.025,-0.0696831245394252,0.0807321002571491,0.0742678889737713,0.07,0.0848494507361072,0.0664180021605764,0.0589697262985075,0.07,0.0600602387005473,0.067270955165692,0.0767017376056114,0.0515406162464986,0.0560514429705701,0.0514814814814815,0.05,-0.185004005818937,-0.0321753246753247,0.00908965896589659,-0.0630653739692477,-0.0443107571035142,-0.0767017376056114,-0.0767017376056114,-0.0480331862227276,-0.0514814814814815,-0.0814508418223685,-0.0814508418223685,-0.0575291132716875,0.08,-0.0704004004004004,-0.0417579183351434,-0.080952380952381,0,-0.0166666666666667,-0.0336705698672912,-0.0336542072025943,0.0734215852161508,-0.0418615984405458,0.0909882934744813,0.0620814662614004,-0.0878477555896911,-0.1
"EGR1",0.1,0.0844086021505376,0.0880082017814622,0.0881578947368421,0.0793221823974512,0.0741025641025641,0.067561775732788,-0.0408695652173913,0.0313221823974512,-0.0470164578727585,0.0389377289377289,-0.0790419725202334,0.0294871794871795,0.025,-0.0696831245394252,0.0807321002571491,0.0742678889737713,0.07,0.0848494507361072,0.0664180021605764,0.0589697262985075,0.07,0.0600602387005473,0.067270955165692,0.0767017376056114,0.0515406162464986,0.0560514429705701,0.0514814814814815,0.05,-0.185004005818937,-0.0321753246753247,0.00908965896589659,-0.0630653739692477,-0.0443107571035142,-0.0767017376056114,-0.0767017376056114,-0.0480331862227276,-0.0514814814814815,-0.0814508418223685,-0.0814508418223685,-0.0575291132716875,0.08,-0.0704004004004004,-0.0417579183351434,-0.080952380952381,0,-0.0166666666666667,-0.0336705698672912,-0.0336542072025943,0.0734215852161508,-0.0418615984405458,0.0909882934744813,0.0620814662614004,-0.0878477555896911,-0.1
"RKIP",0.1,0.12,0.145644599303136,0.139285714285714,0.116196721311475,0.138383838383838,0.144700460829493,-0.17,0.108,-0.182472487160675,0.138383838383838,-0.140225787284611,0.111111111111111,0.114285714285714,-0.180344827586207,-0.0500351617440225,-0.0447619047619048,0,-0.350102480016397,-0.0616734143049932,-0.070579266722296,0,-0.0550422785936805,-0.0433333333333333,0.138636363636364,-0.04,-0.0587179487179487,-0.0333333333333333,0,0.349984554409279,-0.357171000788022,-0.108825396825397,-0.139491064491064,0.0513704686118479,-0.138636363636364,-0.138636363636364,-0.136137986726222,0.0333333333333333,-0.0625413677666188,-0.0625413677666188,0.0539811066126856,0.12,0.0385964912280702,-0.119584852006909,0.0333333333333333,-0.1,-0.1,-0.0485413677666188,-0.135819913827069,0.0138983643239896,-0.136255411255411,0.061344537815126,0.248477134715356,-0.13681001283697,-0.1
"SMAD",0,-0.015,-0.0276233242749048,-0.0280112044817927,-0.0175510726100747,-0.0386535303776683,-0.0520132663035889,0.019815668202765,-0.0617889908256881,0.0169086914585789,-0.074367816091954,-0.0567232090543933,-0.0742857142857143,-0.080952380952381,-0.00809130854142107,0.113632681826294,0.105957907594543,0.0685714285714286,0.157288572511786,0.0858852516130831,0.081933883831928,0.0952380952380952,0.0979897801045032,0.10528083028083,-0.0450278455169285,0.0808182427900738,0.099525434597377,0.0841269841269841,0.04,-0.205303798056357,0.176213188092887,0.0143374741200828,0.0591725823590337,-0.0782093759189766,0.0450278455169285,0.0450278455169285,-0.0198708885929641,-0.0574603174603175,-0.0515141106967987,-0.0515141106967987,-0.0740806383159324,0.0285714285714286,-0.0809897292250233,-0.0222891298438258,-0.104761904761905,0.1,0.075,-0.0103563851106625,-0.0194226321623582,0.0621460592443041,0.0720112044817927,0.0204280064036162,-0.0193773386112096,0.0286726059328799,0
"NOTCHic",0,0.00576923076923077,0.131304347826087,0.0222222222222222,0.0205067386756191,0.0616589861751152,0.0740978374090957,-0.0466666666666667,0.0645927601809955,-0.0495238095238095,0.0985010914382731,-0.0700781366592048,0.197142857142857,0.0777777777777778,-0.0323809523809524,-0.0195530098831986,0.0418637992831541,-0.02,-0.0375967355873898,-0.0272080300651729,-0.0221698621262416,-0.02,0.057787366162135,-0.0274592074592075,0.0184716732542819,0.0644444444444444,-0.0177817881043687,-0.0123076923076923,0,-0.10748544900378,-0.0695449795763275,-0.011866028708134,-0.0347278308897499,-0.0521527320605662,-0.0184716732542819,-0.0184716732542819,0.00706336006661648,0.0123076923076923,-0.0510789049919485,-0.0510789049919485,0.0153712953712954,-0.02,0.0274592074592075,0.0379954179525779,-0.0444444444444444,-0.1,-0.075,-0.0954968944099379,-0.0858718739294279,0.0352215799614644,-0.0757105943152455,0.0865393955243397,0.111343101343101,-0.0304761904761905,0
"SHH",0,-0.1,-0.0666666666666667,-0.1,-0.266666666666667,0,0.117142857142857,-0.1,-0.0666666666666667,-0.06,0.0666666666666667,0,0.1,0,0,-0.342857142857143,-0.333333333333333,-0.1,-0.429350649350649,-0.246666666666667,-0.263333333333333,-0.2,-0.353333333333333,-0.3,0,-0.233333333333333,-0.3,-0.2,0,0.331264367816092,-0.353846153846154,0.1,-0.0538461538461538,0.2,0,0,-0.200143369175627,0.1,-0.05,-0.05,0.2,0,0.2,-0.0713888888888889,0.2,0,0,-0.1,1.11022302462516e-17,0.0333333333333333,0.05,0.18,0.3,0.0666666666666667,0
"STAT",0,0.0266666666666667,0.012,0.0380952380952381,0.0332523838924333,0.0359300476947536,0.0383016461049173,-0.0666666666666667,0.0801550387596899,-0.0523719165085389,0.0718523777918409,-0.00549844125556269,0.0764705882352941,0.1,-0.0254901960784314,-0.0964909600203718,-0.0348385167464115,-0.0428571428571429,-0.129771260094354,-0.0520710055804693,-0.0478993726841642,-0.0428571428571429,-0.0217950384855419,-0.048538961038961,-0.0252894954507858,-0.00852272727272727,-0.040975935828877,-0.0303571428571429,0.1,-0.0121702005659225,-0.152966177125056,-0.0729474548440066,0.009617853659741,0.00141649625085208,0.0252894954507858,0.0252894954507858,0.01167287814978,0.0303571428571429,-0.0448448986910525,-0.0448448986910525,0.0391372516372516,-0.0333333333333333,0.048538961038961,0.0133512817874623,0.0272727272727273,-0.1,-0.1,0.00566448801742919,-0.0746293519906713,0.0326065467637259,-0.0872477804681195,0.0730775418275418,0.102065170923814,-0.01256038647343,0
"SNAI1",0.025,0.0313221823974512,0.0338415351147955,0.0418615984405458,0.0422348037566745,0.0389377289377289,0.0421500110269057,-0.0696831245394252,0.0793221823974512,-0.0631599556306061,0.0679173207744636,-0.0715547930330539,0.0741025641025641,0.0881578947368421,-0.0470164578727585,0.0844617039867528,0.0600602387005473,0.0514814814814815,0.0815051524904932,0.0589697262985075,0.0643904800414089,0.0514814814814815,0.0719553999908699,0.0560514429705701,0.0630653739692477,0.0742678889737713,0.0635468725866578,0.067270955165692,0.07,-0.182892038001304,-0.0259046976126184,-0.00336317122278265,-0.0730817943304957,-0.0622268943335015,-0.0630653739692477,-0.0630653739692477,-0.0544235143747137,-0.0704004004004004,-0.0441814691286415,-0.0441814691286415,-0.0664180021605764,0.0408695652173913,-0.0575291132716875,-0.0375435582935201,-0.0515406162464986,-0.1,-0.0844086021505376,-0.0794649623906557,-0.0760896315568378,0.0343245631220105,-0.0821393762183236,0.064628460838498,-0.0176338362297028,-0.0336542072025943,-0.0166666666666667
"TWIST1",-0.05,-0.012,-0.100608431116906,-0.045970695970696,-0.00201282137796073,-0.0868376068376068,-0.120682068507117,0.0182608695652174,0.0112876712328767,0.0378209638307319,-0.0811772294791163,-0.107481520831063,-0.0688888888888889,-0.0269230769230769,0.0393135011441648,0.155852480852481,-0.0378343782654127,0.1,0.191763199815874,0.130137708960373,0.136175661806837,0.1,-0.0294061322517453,0.119824561403509,0.0489773863777659,-0.0403343782654128,0.127824561403509,0.116666666666667,0.1,0.165816432807795,0.185079131304782,0.158059027166579,-0.0489773863777659,0.0547161952825869,-0.0489773863777659,-0.0489773863777659,-0.0594741782254381,-0.116666666666667,-0.0421035070157877,-0.0421035070157877,-0.127228061180894,-0.04,-0.118794326241135,-0.112192469881542,0.0575757575757576,0,0,-0.0524807171148635,0.0771359568389271,0.0404636131782133,0.0341062891910349,0.0529601746993051,0.0218997012278868,0.091987441987442,0.0333333333333333
"Jagged",0,0,0.1,0,0.00576923076923077,0.14,0.0607792207792208,0,0.075,-0.0466666666666667,0.197142857142857,-0.063,0.2,0.1,0.02,-0.0142857142857143,0.0444444444444444,0,-0.0317992277992278,-0.0274592074592075,-0.0153712953712954,0,0.0644444444444444,-0.02,0.0133333333333333,0.1,-0.0123076923076923,0,0,-0.108647561588738,-0.0563218390804598,-0.02,-0.0315151515151515,-0.0585714285714286,-0.0133333333333333,-0.0133333333333333,0.00688494603987561,0,-0.0347826086956522,-0.0347826086956522,0.0123076923076923,0.1,0.02,0.038280701754386,0,0,-0.1,-0.1,-0.0904761904761905,0.0266666666666667,-0.0777777777777778,0.0769230769230769,0.116666666666667,0,0
"DELTA",0,0,0.1,0,0.00576923076923077,0.14,0.0607792207792208,0,0.075,-0.0466666666666667,0.197142857142857,-0.063,0.2,0.1,0.02,-0.0142857142857143,0.0444444444444444,0,-0.0317992277992278,-0.0274592074592075,-0.0153712953712954,0,0.0644444444444444,-0.02,0.0133333333333333,0.1,-0.0123076923076923,0,0,-0.108647561588738,-0.0563218390804598,-0.02,-0.0315151515151515,-0.0585714285714286,-0.0133333333333333,-0.0133333333333333,0.00688494603987561,0,-0.0347826086956522,-0.0347826086956522,0.0123076923076923,0.1,0.02,0.038280701754386,0,0,-0.1,-0.1,-0.0904761904761905,0.0266666666666667,-0.0777777777777778,0.0769230769230769,0.116666666666667,0,0
"SOSGRB2",0.1,0,-0.00284090909090909,0.083625730994152,0.00735386549340038,0.0832167832167832,-0.0054790690581288,-0.00317460317460317,0.0027027027027027,0.00255840255840256,0.0818083325125579,-0.0293333333333333,0.0909090909090909,0.0888888888888889,-0.000471900471900472,0.0183512101210121,0.021978021978022,0,0.125170653358573,0.0213947913261414,0.0219684050928718,0,0.022687241836178,0.0226190476190476,0.157250470809793,0.0142857142857143,0.0211697722567288,0.0142857142857143,0,-0.219452679660455,0.0386847436496805,-0.00694444444444444,-0.153404316963639,-0.0200976800976801,-0.157250470809793,-0.157250470809793,0.109354159354159,-0.0142857142857143,0.00383458646616541,0.00383458646616541,-0.017184265010352,0.0142857142857143,-0.0186335403726708,0.101695397394322,-0.0142857142857143,0,0,0.00526315789473684,0.00166929844349199,-0.00134715810186937,-0.083625730994152,0.0541666666666667,-0.0158734896943852,-0.0032258064516129,0
"SRC",0.1,0.00666666666666668,0.0623138033763655,0.112820512820513,0.0194117647058824,0.112142857142857,0.025485179957657,-0.127272727272727,0.04,-0.107356584715075,0.137142857142857,-0.0066906656561829,0.155,0.166666666666667,-0.0828282828282828,0.0703578562624846,-0.0859126984126984,-0.1,-0.0792451027233636,0.00482407037185126,0.00683749319064321,0,-0.0768217893217893,0.015,0.200617438464748,-0.0763888888888889,0.0133606557377049,0.025,0,0.0787531976853843,-0.233679653679654,-0.101428571428571,-0.205162893010202,0.0757422969187675,-0.200617438464748,-0.200617438464748,-0.0439211944319713,-0.025,0.0179844264749925,0.0179844264749925,-0.0133606557377049,0.1,-0.015,-0.0237887983476219,0.0888888888888889,-0.1,-0.0666666666666667,-0.107105943152455,-0.0618421052631579,-0.0278934270238618,-0.146153846153846,-0.076930596285435,0.0448955572586608,-0.0285087719298246,0.0333333333333333
"cfos",0,-0.0166666666666667,-0.0188905547226387,-0.025,-0.0313221823974512,-0.0294871794871795,-0.0338194444444444,0.08,-0.0844086021505376,0.0696831245394252,-0.0741025641025641,0.0703463203463204,-0.0833333333333333,-0.1,0.0408695652173913,-0.0857635467980296,-0.0515406162464986,-0.05,-0.080939676300017,-0.0575291132716875,-0.0664180021605764,-0.05,-0.0742678889737713,-0.0514814814814815,-0.0571895424836601,-0.080952380952381,-0.067270955165692,-0.07,-0.1,0.182291528422915,0.0230844155844156,0.00972222222222222,0.0767017376056114,0.0663797226207556,0.0571895424836601,0.0571895424836601,0.0560917942813356,0.07,0.0335408739767093,0.0335408739767093,0.0704004004004004,-0.08,0.0514814814814815,0.03642919861196,0.0571428571428571,0.1,0.1,0.091047619047619,0.0878477555896911,-0.0241830065359477,0.0881578947368421,-0.0583916083916084,-0.0880957860704696,0.0201058201058201,0
"CDC42",0,-0.0166666666666667,-0.0188905547226387,-0.025,-0.0313221823974512,-0.0294871794871795,-0.0338194444444444,0.08,-0.0844086021505376,0.0696831245394252,-0.0741025641025641,0.0703463203463204,-0.0833333333333333,-0.1,0.0408695652173913,-0.0857635467980296,-0.0515406162464986,-0.05,-0.080939676300017,-0.0575291132716875,-0.0664180021605764,-0.05,-0.0742678889737713,-0.0514814814814815,-0.0571895424836601,-0.080952380952381,-0.067270955165692,-0.07,-0.1,0.182291528422915,0.0230844155844156,0.00972222222222222,0.0767017376056114,0.0663797226207556,0.0571895424836601,0.0571895424836601,0.0560917942813356,0.07,0.0335408739767093,0.0335408739767093,0.0704004004004004,0.02,0.0514814814814815,0.03642919861196,-0.0428571428571429,0.1,0.1,0.091047619047619,0.0878477555896911,-0.0241830065359477,0.0881578947368421,-0.0583916083916084,-0.0880957860704696,0.0201058201058201,0
"ZEB1",-0.226666666666667,-0.233712121212121,-0.157787842554682,-0.213034224906529,-0.227243626340863,-0.156495098039216,-0.122411003912487,-0.120666666666667,-0.198418003565062,-0.127259048112637,-0.131701709609464,-0.0850923960147261,-0.127083333333333,-0.168771929824561,-0.110078431372549,-0.121937343899356,-0.0733053946799866,-0.0230769230769231,-0.140522844766079,-0.0312140635065251,-0.0276915586141572,-0.0142857142857143,-0.0650376781445535,-0.0185071026534441,-0.0651001362462816,-0.0555388972180576,-0.0126651782548187,-0.00696864111498258,0,0.0798703627853039,-0.0254110808050405,0.0722027290448343,0.0554938370336831,0.0714274203340066,0.0651001362462816,0.0651001362462816,-0.0209732275209643,0.0157598499061914,0.0464562951232852,0.0464562951232852,0.0232353401022698,0.116666666666667,0.0294853401022698,0.0796909975755515,0.0685823754789272,0.166666666666667,0.179166666666667,0.0169370957082491,0.123602638909669,0.157489798508761,0.180177082049386,0.200491681110637,0.234675343112433,0.158218023525053,0.241666666666667
"IKK",0.1,0.08,0.0752321981424149,-0.0333333333333333,0.0579054916985952,-0.0294372294372294,0.0562277413308341,0.0928571428571429,0.00962962962962963,0.123968253968254,-0.0818181818181818,0.0952287581699346,-0.0818181818181818,0,0.0728571428571429,-0.0783333333333333,0.111616161616162,-0.05,0.173804580084065,-0.0461321164710995,-0.05077346668207,-0.05,0.101216161616162,-0.0525641025641026,-0.193345432546884,0.0888888888888889,-0.0602564102564102,-0.0833333333333333,-0.1,-0.197208792192676,0.278131868131868,-0.126260504201681,0.210246840997589,-0.120692640692641,0.193345432546884,0.193345432546884,0.116207368050943,0.0833333333333333,0.0542556390977444,0.0542556390977444,0.0602564102564102,-0.05,0.0525641025641026,0.138398923235085,-0.1,0,0,0.0978021978021978,-0.0132150715071507,-0.034180602006689,0.100900900900901,-0.18551912568306,-0.221388182075205,-0.0736111111111111,-0.1
"cMet",0.1,0.09,0.0979360165118679,0.1,0.0752272727272727,0.093984962406015,0.0741795885274146,-0.02,0.0627272727272727,-0.0272727272727273,0.0790913453847384,0.056213524303412,0.0571428571428571,0.0666666666666667,-0.04,0.0752380952380952,0.0522222222222222,0,-0.144021048222729,0.0496899224806202,0.0434752332150834,0.1,0.0437115839243499,0.0566666666666667,0.0333333333333333,0.0466666666666667,0.0475757575757576,0.05,-0.1,0.24268973524448,-0.171409370199693,-0.182380952380952,-0.0314465408805031,-0.0411075949367089,-0.0333333333333333,-0.0333333333333333,-0.08946860375686,0.05,0.0585858585858586,0.0585858585858586,-0.0496899224806202,0,-0.0566666666666667,-0.112063441680942,-0.0466666666666667,-0.1,-0.05,-0.0222222222222222,-0.0626695526695527,-0.0406219806763285,-0.08125,-0.14,-0.0377206498526748,-0.0753968253968254,-0.1
"MEK",-0.114285714285714,-0.108,-0.145644599303136,-0.136255411255411,-0.110314368370299,-0.138383838383838,-0.148798821485231,0.180344827586207,-0.116196721311475,0.0958058204940083,-0.153712305537123,0.138394285453109,-0.138383838383838,-0.139285714285714,0.182472487160675,0.0599450716539324,0.0550422785936805,0.0333333333333333,0.363282396334388,0.070579266722296,0.074854359659099,0.0333333333333333,0.0594218406374761,0.0587179487179487,-0.139491064491064,0.0447619047619048,0.0664102564102564,0.0433333333333333,0,-0.357283824482272,0.369701713318735,0.111047619047619,0.145522810522811,-0.0531722704136497,0.139491064491064,0.139491064491064,0.141991645262807,-0.0385964912280702,0.0601604153856665,0.0601604153856665,-0.0616734143049932,-0.17,-0.0539811066126856,0.12085989754425,-0.04,0.1,0.12,0.0622668579626973,0.14652102083814,-0.00677762128993387,0.15154952890247,-0.0626603272888103,-0.261938673176895,0.135819913827069,0.1
