"","GSK3","Csn","ILK","AKT","Destcompl","SHH","CDC42","NFB","Patched","SNAI2","IKK","KLF4","AXIN2","cateninnuc","DELTA","SMO","Jagged","EGR1","Csl","LIV1","NOTCHic","SOSGRB2","ZEB2","ZEB1","NOTCH","cateninmemb","STAT","MEK","miR200","ERK","cMet","CD44","DSH","SRC","Wnt","RAF","PI3K","GLI","RAS","TrCP","Frizzled","cfos","TCFLEF","Ecadherin","RKIP","TWIST1","FUS","TGFR","SMAD","PAK1","TGF","SUFU","SNAI1","HEY1","FOXC2"
"TrCP",0.140762445887446,0.175,0.275985663082437,0.272587719298246,0.244276372119788,0.210267508676111,0.399439775910364,0.1875,0.224267508676111,0.323138646133195,0.255921052631579,0.209957845433255,0.208314279517923,0.184354781548363,0.076498485573091,0.208218125960061,0.143285403885481,0.28,0.108974358974359,0.15,0.135128205128205,0.123391089108911,-0.234770954542371,-0.234770954542371,-0.132930402930403,-0.118340053075805,-0.15,-0.282707934168509,-0.0133361728016849,-0.272041267501842,-0.15980980980981,-0.174661294958325,-0.15,-0.146296296296296,-0.162085769980507,-0.076498485573091,-0.076498485573091,-0.178183330956117,-0.0892257583003638,-0.2,-0.146296296296296,-0.26695652173913,-0.18021685051388,-0.214340553431217,-0.295588223930765,-0.317257952192735,-0.14047619047619,-0.422167048637637,-0.29405017921147,-0.385714285714286,-0.432549562298839,-0.157142857142857,-0.396624197932316,-0.276098715348208,-0.491345362366982
"DELTA",0.11992337164751,0,0.166666666666667,0.188888888888889,0.189776061776062,0.142307692307692,0.3,0.1,0.15,0.278808446455505,0.2,0.2,0.162857142857143,0.141145521145521,0.0533333333333333,0.2,0.087965367965368,0.1,0,0,0.02,0.08,-0.221739130434783,-0.221739130434783,0.00857142857142857,-0.0937058715931955,0,-0.253333333333333,-0.0260606060606061,-0.22,-0.12,-0.127692307692308,0,-0.1,-0.12,-0.0533333333333333,-0.0533333333333333,-0.127692307692308,-0.0806060606060606,0,-0.1,-0.2,-0.124662004662005,-0.193929824561404,-0.241025641025641,-0.262,-0.1,-0.355555555555556,-0.266666666666667,-0.2,-0.375555555555556,0,-0.341666666666667,-0.0666666666666667,-0.43
"STAT",0.21345126835781,0.2,0.280998389694042,0.253607748184019,0.259161080311804,0.172874048158057,0.326136363636364,0.18,0.163139534883721,0.255692644910207,0.194285714285714,0.293464052287582,0.211376466670584,0.184833620408494,0.168305417700579,0.105,0.0855245284777316,0.2,0.0372549019607843,0,0.0291467938526762,0.030952380952381,-0.219096288327058,-0.219096288327058,-0.0398264055031616,-0.104465087688557,-0.142857142857143,-0.233611638203669,0.00296721516573402,-0.228235294117647,-0.151948051948052,-0.163059163059163,-0.142857142857143,-0.142857142857143,-0.151948051948052,-0.168305417700579,-0.168305417700579,-0.164553093964859,-0.180245716208042,-0.1,-0.142857142857143,-0.24,-0.178516576308374,-0.268733034304575,-0.280027348777349,-0.350874454547618,-0.125,-0.339294258373206,-0.271802987395191,-0.313636363636364,-0.360067205233109,-0.15,-0.382428487812691,-0.276,-0.451278800272665
"cfos",0.123671536796537,0.2,0.288888888888889,0.255921052631579,0.233900432270164,0.224267508676111,0.385714285714286,0.175,0.208218125960061,0.312831232028312,0.1875,0.190285714285714,0.195106732348112,0.18021685051388,0.0655228758169935,0.14047619047619,0.157395833333333,0.12,0.116666666666667,0.1,0.108974358974359,0.1125,-0.213870632998962,-0.213870632998962,-0.135128205128205,-0.12328510802086,-0.15,-0.272041267501842,-0.00470673117731942,-0.26695652173913,-0.146296296296296,-0.15980980980981,-0.15,-0.15,-0.146296296296296,-0.0655228758169935,-0.0655228758169935,-0.162085769980507,-0.076498485573091,-0.1,-0.15,-0.28,-0.174661294958325,-0.211087958275507,-0.283986013986014,-0.303670995670996,-0.157142857142857,-0.399439775910364,-0.275985663082437,-0.371428571428571,-0.422167048637637,-0.2,-0.39018028385117,-0.290804597701149,-0.474103983056637
"CDC42",0.123671536796537,0.2,0.288888888888889,0.255921052631579,0.233900432270164,0.224267508676111,0.385714285714286,0.175,0.208218125960061,0.312831232028312,0.1875,0.190285714285714,0.195106732348112,0.18021685051388,0.0655228758169935,0.14047619047619,0.157395833333333,0.22,0.116666666666667,0.1,0.108974358974359,0.1125,-0.213870632998962,-0.213870632998962,-0.135128205128205,-0.12328510802086,-0.15,-0.272041267501842,-0.00470673117731942,-0.26695652173913,-0.146296296296296,-0.15980980980981,-0.15,-0.15,-0.146296296296296,-0.0655228758169935,-0.0655228758169935,-0.162085769980507,-0.076498485573091,-0.1,-0.15,-0.28,-0.174661294958325,-0.211087958275507,-0.283986013986014,-0.303670995670996,-0.157142857142857,-0.399439775910364,-0.275985663082437,-0.471428571428571,-0.422167048637637,-0.2,-0.39018028385117,-0.290804597701149,-0.474103983056637
"NOTCH",0.133559735283873,0.1,0.266666666666667,0.2,0.209402230000361,0.201131221719457,0.355555555555556,0.2,0.142307692307692,0.29309416074122,0.188888888888889,0.221739130434783,0.168517520215633,0.154614908900623,0.0806060606060606,0.15,0.128706108706109,0.2,0.02,0,-0.00857142857142857,0.0957894736842105,-0.203220611916264,-0.203220611916264,-0.0817511520737327,-0.0973707930591641,-0.1,-0.246190476190476,-0.0317748917748918,-0.253333333333333,-0.127692307692308,-0.124662004662005,-0.1,-0.12,-0.127692307692308,-0.0806060606060606,-0.0806060606060606,-0.124662004662005,-0.0965480895915678,0,-0.12,-0.22,-0.141145521145521,-0.200381437464629,-0.258267020335986,-0.267084745762712,-0.2,-0.375555555555556,-0.293333333333333,-0.3,-0.388458781362007,-0.1,-0.386282051282051,-0.166666666666667,-0.448367346938776
"KLF4",0.224090423319429,0.1,0.0866666666666667,0.181375661375661,0.235448531934892,-0.0094758064516129,0.0710909090909091,0.12,-0.00625,0.208907518928109,0.162857142857143,0.118518518518519,0.178249300298369,0.103773996146386,0.18474358974359,0,-0.0491963109354414,-0.08,-0.129090909090909,0.0333333333333333,-0.14488038277512,-0.0435534591194969,-0.155423116615067,-0.155423116615067,0.15209687762048,0.0339523868182405,-0.0333333333333333,0.0821776283146811,0.0539072039072039,0.0832085561497326,-0.0697218422252622,-0.086243581355697,-0.0333333333333333,-0.0627450980392157,-0.0697218422252622,-0.18474358974359,-0.18474358974359,-0.0852390836045725,-0.199449472096531,-0.1,-0.0627450980392157,0.0890909090909091,-0.0939358890480047,-0.0439225667005988,-0.15475159760874,-0.115516339869281,0.0333333333333333,-0.0884242424242424,-0.104057971014493,-0.0590909090909091,-0.10159497413156,0,-0.169984357122283,-0.0586860198624904,-0.223675808294683
"HEY1",0.224090423319429,0.1,0.0866666666666667,0.181375661375661,0.235448531934892,-0.0094758064516129,0.0710909090909091,0.12,-0.00625,0.208907518928109,0.162857142857143,0.118518518518519,0.178249300298369,0.103773996146386,0.18474358974359,0,-0.0491963109354414,-0.08,-0.129090909090909,0.0333333333333333,-0.14488038277512,-0.0435534591194969,-0.155423116615067,-0.155423116615067,0.15209687762048,0.0339523868182405,-0.0333333333333333,0.0821776283146811,0.0539072039072039,0.0832085561497326,-0.0697218422252622,-0.086243581355697,-0.0333333333333333,-0.0627450980392157,-0.0697218422252622,-0.18474358974359,-0.18474358974359,-0.0852390836045725,-0.199449472096531,-0.1,-0.0627450980392157,0.0890909090909091,-0.0939358890480047,-0.0439225667005988,-0.15475159760874,-0.115516339869281,0.0333333333333333,-0.0884242424242424,-0.104057971014493,-0.0590909090909091,-0.10159497413156,0,-0.169984357122283,-0.0586860198624904,-0.223675808294683
"miR200",0.172541845815021,0.1,0.169334644378892,0.133408994183572,0.204302874873666,0.113327371124564,0.195588235294118,0.189473684210526,0.077457805907173,0.20426822368949,0.146616541353383,0.156038647342995,0.159484278633319,0.132496185186003,0.172433983926521,0.114166666666667,0.0937823383680972,0.0571428571428571,0.0876847290640394,0.1,0.0600985221674877,0.0679110251450677,-0.131706989247312,-0.131706989247312,-0.0403245108680527,-0.0847356984471769,-0.08,-0.0882931354359926,-0.124721168827351,-0.0944155844155844,-0.123110838946724,-0.11974005242987,-0.08,-0.110434782608696,-0.128676056338028,-0.172433983926521,-0.172433983926521,-0.123181550843523,-0.177172138539988,0,-0.116,-0.0671428571428571,-0.123708306398124,-0.210809815265682,-0.105617407857661,-0.196022423384387,-0.1475,-0.192362428842505,-0.18469514594629,-0.158333333333333,-0.19119963814483,-0.06,-0.169156769156769,-0.162627118644068,-0.216916850087582
"SRC",-0.182164502164502,-0.05,0.158991228070175,-0.0384615384615385,-0.00207875457875458,0.111960784313726,0.136111111111111,0.0166666666666667,0.0766666666666667,0.0823710295815133,-0.0217948717948718,0.237532299741602,0.159484040970717,0.113168204753893,-0.17014601585315,0.11,0.0844501293813221,0.133333333333333,0.185,0,0.161190476190476,0.00857142857142857,-0.119324648098233,-0.119324648098233,-0.15047619047619,-0.121008456817842,0,-0.148141795311607,-0.0529322207583077,-0.157575757575758,-0.115,-0.106803278688525,-0.1,-0.125,-0.115,0.17014601585315,0.17014601585315,-0.106803278688525,0.171661167368301,0.1,-0.125,-0.124242424242424,-0.108022790883647,-0.241457007045242,0.0594004561746497,-0.162959454338765,-0.15,-0.136111111111111,-0.168901137980085,-0.111111111111111,-0.134292929292929,-0.1,-0.0650589878378029,-0.160327706057597,-0.155009337068161
"ERK",0.257224367390174,-0.0446428571428571,-0.0114809276023975,-0.00885420974061017,0.330812982722196,-0.0429486394700432,0.16167334223409,-0.0173701298701299,-0.0487457409193186,0.359666535153222,-0.0161936592818946,0.0813731051127201,0.0772011978016918,0.0875524514096517,0.162668442668443,-0.0428633879781421,-0.0841571356538627,-0.056551724137931,-0.0927350427350427,0.0333333333333333,-0.103683947844532,0.0648703960548621,-0.0856548756369586,-0.0856548756369586,0.111163172221263,0.113432036415093,-0.0491228070175439,-0.0608395716205786,-0.000982186614450234,-0.0616752262166789,-0.0708011286958655,-0.0766535459986645,-0.0433333333333333,-0.0645074224021592,-0.065011655011655,-0.162668442668443,-0.162668442668443,-0.071277319172056,-0.171579333757552,0.0571428571428571,-0.0587179487179487,0.0416581071166544,-0.0818580069652073,0.0568771984808012,-0.225488040106821,-0.198195318546546,0.0346666666666667,-0.170432466321681,0.000538678362275871,-0.14952380952381,-0.176476422365637,0.0466666666666667,-0.268732534654646,0.0278003062819512,-0.198407930476896
"MEK",0.24877750090516,-0.0571428571428571,-0.0236580493736152,-0.0161936592818946,0.321906556566615,-0.0487457409193186,0.14952380952381,-0.0446428571428571,-0.0428633879781421,0.353174199715891,-0.0173701298701299,0.0720707795313247,0.0698841246309601,0.0818580069652073,0.152192252192252,-0.0346666666666667,-0.0856631597502482,-0.06,-0.0888888888888889,0,-0.0927350427350427,0.0658412698412698,-0.0826627496527066,-0.0826627496527066,0.103683947844532,0.112604069533768,-0.0333333333333333,-0.0616752262166789,0.00146879377770663,0.0416581071166544,-0.0645074224021592,-0.0708011286958655,-0.0333333333333333,-0.0491228070175439,-0.0587179487179487,-0.152192252192252,-0.152192252192252,-0.065011655011655,-0.162668442668443,0.1,-0.0433333333333333,0.056551724137931,-0.0766535459986645,0.0594518637743131,-0.218524251805986,-0.190844417020888,0.0466666666666667,-0.16167334223409,0.0114809276023975,-0.14,-0.170432466321681,0.0666666666666667,-0.257389942062053,0.0390631049167635,-0.189348101417067
"RKIP",0.235263987391647,-0.1,-0.0226679503637142,-0.0173701298701299,0.311027895478749,-0.0428633879781421,0.14,-0.0571428571428571,-0.0346666666666667,0.344171766625867,-0.0446428571428571,0.0583452893352463,0.0599742147210502,0.0766535459986645,0.137662337662338,-0.0466666666666667,-0.0815647990945105,-0.06,-0.0888888888888889,0,-0.0888888888888889,0.0658412698412698,-0.0723452893352463,-0.0723452893352463,0.0927350427350427,0.109677240265476,0,0.0416581071166544,0.00549356157956421,0.056551724137931,-0.0491228070175439,-0.0645074224021592,0,-0.0333333333333333,-0.0433333333333333,-0.137662337662338,-0.137662337662338,-0.0587179487179487,-0.152192252192252,0.1,-0.0333333333333333,0.06,-0.0708011286958655,0.0629127016613805,-0.209313725490196,-0.18315210932858,0.0666666666666667,-0.14952380952381,0.0236580493736152,-0.133333333333333,-0.16167334223409,0.1,-0.247133531805643,0.0390631049167635,-0.174933687002652
"Patched",-0.416849816849817,0,0.0833333333333333,-0.0857142857142857,-0.470889110889111,0.0958333333333333,-0.0666666666666667,-0.1,0.133333333333333,-0.368827586206897,-0.1,0.0666666666666667,-0.379220779220779,-0.295091693635383,-0.319230769230769,0.133333333333333,0.199153439153439,0.1,0.2,-0.1,0.266666666666667,0,-0.0583333333333333,-0.0583333333333333,-0.312121212121212,-0.209462365591398,0.1,-0.127692307692308,-0.0261904761904762,-0.12,0.2,0.233333333333333,0,0.2,0.1,0.319230769230769,0.319230769230769,0.1375,0.362980769230769,0,0.1,-0.1,0.261111111111111,-0.0529341963322546,0.0628571428571429,0.140740740740741,-0.1,0.0866666666666667,-0.0333333333333333,-0.0333333333333333,0.111666666666667,0,0.0983870967741935,-0.0948717948717949,0.08
"cMet",-0.321063748079877,0,0.127891156462585,0.00875,-0.232991452109099,0.135511363636364,0.0608333333333333,0.0333333333333333,0.163636363636364,-0.231894172332129,0.04,0.152380952380952,0.108888888888889,0.0550464408801027,-0.228571428571429,0.2,0.133436708219317,0.15,0.271428571428571,-0.1,0.276691729323308,-0.02,-0.0574314574314574,-0.0574314574314574,-0.266053431450968,-0.146444605216847,0,-0.192727272727273,0.0353362428634168,-0.18,-0.0933333333333333,-0.0770542635658915,-0.1,0,-0.0933333333333333,0.228571428571429,0.228571428571429,-0.0796969696969697,0.232345013477089,0,-0.1,-0.19,-0.0601311866428145,-0.192847575763352,0.0937037037037037,-0.0725966168662798,-0.2,-0.0608333333333333,-0.147891156462585,-0.0733333333333333,-0.052322695035461,-0.1,0.039284008686328,-0.137014103887169,-0.0552742616033755
"CD44",-0.306547619047619,0,0.166666666666667,0.04,-0.221504965622613,0.163636363636364,0.0733333333333333,0,0.2,-0.22021534021534,0.0333333333333333,0.128571428571429,0.12,0.0601311866428145,-0.214285714285714,0.2,0.146480186480186,0.2,0.2,-0.1,0.271428571428571,0,-0.0523809523809524,-0.0523809523809524,-0.276691729323308,-0.143241758241758,0.1,-0.18,0.0572112428634168,-0.19,0,-0.0933333333333333,0,0,-0.1,0.214285714285714,0.214285714285714,-0.0933333333333333,0.228571428571429,0.1,-0.1,-0.15,-0.0770542635658915,-0.188521876017805,0.0714814814814815,-0.0894505494505494,-0.1,-0.0608333333333333,-0.127891156462585,-0.133333333333333,-0.0608333333333333,-0.1,0.0240297713981924,-0.174269005847953,-0.0666666666666667
"SHH",-0.369230769230769,0,0.133333333333333,-0.1,-0.423636363636364,0.133333333333333,0.0333333333333333,0,0.133333333333333,-0.33816091954023,-0.1,0.1,-0.342857142857143,-0.261111111111111,-0.25,0.1,0.202857142857143,0,0.1,0,0.2,0,-0.05,-0.05,-0.266666666666667,-0.209462365591398,0.1,-0.12,-0.0333333333333333,-0.1,0.2,0.2,0,0.1,0.1,0.25,0.25,0.1,0.319230769230769,0,0,-0.1,0.233333333333333,-0.0655555555555556,0.02,0.1,0,0.0666666666666667,-0.0833333333333333,0,0.0866666666666667,0,0.05,-0.133333333333333,0.05
"SMO",-0.458597389665351,-0.1,0.0333333333333333,-0.145714285714286,-0.51197438220694,0.0847222222222222,-0.0866666666666667,-0.1,0.0958333333333333,-0.40216091954023,-0.0857142857142857,0.075,-0.4102552619794,-0.31614432521433,-0.362980769230769,0.133333333333333,0.199153439153439,0.1,0.266666666666667,-0.1,0.312121212121212,-0.0157894736842105,-0.0362994350282486,-0.0362994350282486,-0.332121212121212,-0.220141977241883,0.2,-0.136783216783217,-0.0502411091018686,-0.127692307692308,0.233333333333333,0.261111111111111,0.1,0.2,0.1375,0.362980769230769,0.362980769230769,0.165277777777778,0.400190071556351,0,0.1,-0.12,0.295091693635383,-0.0510891778820701,0.107301587301587,0.1760348583878,-0.133333333333333,0.111666666666667,-0.0380952380952381,0.0666666666666667,0.138693693693694,-0.1,0.141244239631336,-0.052014652014652,0.124827586206897
"SUFU",0.530530396861575,0.0857142857142857,-0.0180952380952381,0.211331219116454,0.572652465382142,-0.0990118365118365,0.138693693693694,0.145714285714286,-0.0978535353535353,0.45293556334373,0.191868131868132,-0.0240330813782272,0.468701448722094,0.35046337892277,0.432941163259407,-0.0847222222222222,-0.227983247698784,-0.127692307692308,-0.332121212121212,0.2,-0.348030303030303,0.0287265366212735,-0.0133849252456022,-0.0133849252456022,0.375808080808081,0.23605118940282,-0.233333333333333,0.12805736694218,0.045154429430184,0.131036090346435,-0.295091693635383,-0.31614432521433,-0.1375,-0.261111111111111,-0.197970085470085,-0.432941163259407,-0.432941163259407,-0.218416182124361,-0.461105720221433,-0.1,-0.165277777777778,0.136783216783217,-0.334350846953461,0.0373707968880377,-0.169527549851556,-0.236506602329075,0.0958333333333333,-0.165289438374545,-0.0112350159463324,-0.111666666666667,-0.183632633640817,0.133333333333333,-0.199856948962441,0.0464969289484743,-0.195814918060103
"FUS",0.49839672076903,0.1,-0.0380952380952381,0.191868131868132,0.544529126732488,-0.0978535353535353,0.111666666666667,0.0857142857142857,-0.0847222222222222,0.429270434800553,0.145714285714286,-0.0569672131147541,0.443174516637785,0.334350846953461,0.400190071556351,-0.0958333333333333,-0.222045005418499,-0.12,-0.312121212121212,0.2,-0.332121212121212,0.0196356275303644,0.00255710373990504,0.00255710373990504,0.348030303030303,0.229639183945794,-0.2,0.131036090346435,0.0551916041513736,0.136783216783217,-0.261111111111111,-0.295091693635383,-0.1,-0.233333333333333,-0.165277777777778,-0.400190071556351,-0.400190071556351,-0.197970085470085,-0.432941163259407,-0.1,-0.1375,0.127692307692308,-0.31614432521433,0.0456097258272756,-0.145445917198495,-0.21320763325691,0.133333333333333,-0.138693693693694,0.0180952380952381,-0.0866666666666667,-0.165289438374545,0.133333333333333,-0.167659333970959,0.0621595795508839,-0.164301270417423
