"","cateninmemb","ZEB2","Ecadherin","AXIN2","STAT","LIV1","TCFLEF","cMet","cateninnuc","Frizzled","Destcompl","SRC","MEK","miR200","EGR1","ERK","RKIP","RAS","PAK1","NFB","PI3K","SMO","SOSGRB2","Patched","SNAI1","Csn","NOTCHic","GSK3","IKK","AKT","TrCP","SUFU","FUS","NOTCH","ZEB1","FOXC2","Jagged","SMAD","Csl","ILK","TGFR","RAF","DELTA","SHH","HEY1","TGF","TWIST1","CDC42","KLF4","SNAI2","cfos","CD44","GLI","Wnt","DSH"
"IKK",0.0640140120587048,0.0468822055137845,0.0270581680521254,0.094047619047619,0.05,0.1,0.0736332029552368,0.0679487179487179,0.0770087303813972,0.0833333333333333,0.100158632644166,0.0833333333333333,0.107968253968254,0.0259085841694537,0.05,0.0968571428571429,0.126138433515483,0.116420848137829,0.05,0.114285714285714,0.119237749546279,0.1,-0.120168067226891,0.0888888888888889,0.099886909810574,0.1,-0.0956709956709957,0.226538461538462,-0.00238095238095238,0.0219433719433719,0.2,-0.1,0.12,-0.103607503607504,-0.0223107769423559,-0.0253968253968254,0.00882380506091847,-0.0554661716171617,-0.0909090909090909,-0.0604166666666667,-0.0565656565656566,-0.119237749546279,-0.119237749546279,-0.078544061302682,-0.0572755417956656,-0.0621656565656566,-0.0545751633986928,-0.0611111111111111,-0.0501831501831502,-0.0726845136837079,-0.0928571428571429,-0.0787179487179487,-0.0787179487179487,-0.0679487179487179,-0.05
"RKIP",0.0851782875312287,0.0641099952175992,0.0486670882765431,0.084845288326301,0.1,0,0.0582505214084162,0.0596491228070175,0.0518891982531999,0.0333333333333333,0.0937700515746368,0.0333333333333333,0.372597212032282,0.0225328189435254,0.3,0.353448275862069,0.319117647058824,0.142948717948718,-0.0333333333333333,0.142857142857143,0.125,-0.133333333333333,-0.247047619047619,-0.161333333333333,0.206819981973616,0.1,-0.155555555555556,0.315169424743893,0.167857142857143,0.176948051948052,0.1,0.1,-0.133333333333333,-0.170940170940171,-0.0307680535628886,0.0287651046271736,0.157842186110437,0.189288225998466,-0.155555555555556,0.186317928968763,0.0266666666666667,-0.125,-0.125,0.162972677595628,0.1931475029036,0.021993769470405,-0.085068330362448,0.0266666666666667,-0.0701099952175992,0.099828641370869,-0.35,-0.0519568151147099,-0.0456410256410257,-0.0533333333333333,-0.1
"ERK",0.0828996957480708,0.0688781491983516,0.0477752879992859,0.0856846642876282,0.0596491228070175,0.0333333333333333,0.0570936592197426,0.0582505214084162,0.0531353258864093,0.0456410256410257,0.091143864231973,0.0519568151147099,0.285122745922718,0.0253449964461054,0.353448275862069,0.275930545365615,0.326022792931863,0.141282837074916,-0.0266666666666667,0.176948051948052,0.13501221001221,-0.162972677595628,-0.251341038680845,-0.167547840994321,0.208796477700112,0.167857142857143,-0.17167009794747,0.323750410981555,0.182830404889228,0.193839579201155,0.142857142857143,0.133333333333333,-0.161333333333333,-0.180811372185697,-0.0309755276286304,0.0306731665352355,0.157639736969612,0.191134366040414,-0.170940170940171,0.185967192788134,0.0292930395433977,-0.13501221001221,-0.13501221001221,0.163200014907365,0.197348557821379,0.0237985340488922,-0.0893359074455591,0.021993769470405,-0.0692436021487438,0.100519735471558,-0.372597212032282,-0.0518891982531999,-0.0451678146414989,-0.0519347319347319,-0.0533333333333333
"MEK",0.0815197509458629,0.0696655507731548,0.0462991465643391,0.0884488919299046,0.0333333333333333,0.1,0.0518891982531999,0.0519568151147099,0.0570936592197426,0.0533333333333333,0.0816361603612477,0.0596491228070175,0.275930545365615,0.0277959768382622,0.35,0.372597212032282,0.329643962848297,0.13501221001221,-0.0266666666666667,0.167857142857143,0.142948717948718,-0.161333333333333,-0.242603174603175,-0.162972677595628,0.199768699922334,0.142857142857143,-0.170940170940171,0.333105542680011,0.176948051948052,0.182830404889228,0.1,0.133333333333333,-0.133333333333333,-0.17167009794747,-0.0371172599120949,0.0359723118343808,0.162760218897323,0.185967192788134,-0.155555555555556,0.189288225998466,0.021993769470405,-0.142948717948718,-0.142948717948718,0.167547840994321,0.200420230176328,0.0292930395433977,-0.0883650336591513,0.0266666666666667,-0.0622668579626973,0.104938130421964,-0.353448275862069,-0.0582505214084162,-0.0519347319347319,-0.0456410256410257,-0.0333333333333333
"DELTA",-0.000459118346442289,0.0797101449275362,-0.00312280701754386,0.00428571428571428,0,0,0.00601398601398601,0.02,-0.00167832167832168,0,0.0157992277992278,0,0.02,0.00727272727272727,0.1,0.02,0.0256410256410257,0.0333333333333333,0,0.1,0.0333333333333333,-0.133333333333333,-0.02,-0.133333333333333,0,0,-0.02,0.0563218390804598,0.133333333333333,0.144444444444444,0,0,-0.1,-0.0342857142857143,0.00193236714975845,-0.0757142857142857,0.0957575757575757,0.0595238095238095,0,0.0833333333333333,-0.0888888888888889,-0.0333333333333333,-0.0333333333333333,0.0948717948717949,-0.0166666666666667,-0.0848888888888889,-0.037,-0.1,-0.0666666666666667,-0.0664655605832077,0,0.00307692307692308,0.00307692307692308,-0.02,0
"Destcompl",0.00482423951429563,0.0892499963290898,-0.0187962776655129,0.125380979122831,0.0373015873015873,-0.00555555555555556,0.0264854624464111,0.0301728474392551,0.0147057582138767,0.00579473798651881,-0.041123457368777,0.00579473798651881,0.103133149619973,0.0614653242693632,0.078974358974359,0.0908968627001414,0.0337576618562613,0.155015170596761,-0.0875510204081633,0.168530020703934,0.142770272637577,0.0337274220032841,0.0384162330217301,0.0135201681172737,0.0189063453892017,0.138095238095238,-0.0976713670191931,0.053853102310047,0.147809299983213,0.165258964412743,0.166666666666667,-0.0333333333333333,0.00229885057471264,-0.117911847981117,-0.0175389850667371,0.0784079916281498,0.0335377892549774,0.0915956558061821,-0.122671367019193,0.0809523809523809,0.0847923997185081,-0.142770272637577,-0.142770272637577,-0.0284137851385503,0.0891004721773953,0.0691273750879662,0.00188109695574158,0.0647923997185081,-0.0950225244608591,-0.026242419448749,-0.10018648018648,-0.0111429966929865,-0.0110666937535241,-0.0305472132340436,-0.0373015873015873
"GLI",-0.126466036201428,0.0938126813449394,-0.130525532781941,-0.104479166666667,-0.09,-0.05,-0.087905073845821,-0.0925177025963808,-0.0836612005642908,-0.210322580645161,-0.0960287233958017,-0.0803225806451613,-0.128785128315515,-0.011614103131131,-0.145714285714286,-0.120497835497836,0.0153574760228186,0.0600500648998579,-0.0166666666666667,0.102046783625731,0.064208480741442,-0.181829573934837,0.169902693177029,-0.179788757608306,-0.0163928207459436,0.138888888888889,-0.0822612732095491,-0.0763436212643134,0.0836794366869555,0.0789919366869555,0.15,0.247619047619048,-0.197619047619048,-0.0746422255905014,0.0131982420208227,-0.0755551255589955,0.060996423665062,0.0553452178749742,-0.0897612732095491,0.0493992719290282,0.0304380828453698,-0.064208480741442,-0.064208480741442,0.194192049789376,0.063344394711118,0.0325557299041933,-0.041761496379493,0.0373563218390805,-0.0922668382668383,-0.0152891158041615,0.137380952380952,0.0830349439756911,0.116680528079454,0.22561669829222,0.22
"NOTCH",-0.000982678555866373,0.101932367149758,-0.00473571024335031,0.00617250673854447,0,0,-0.00167832167832168,-0.00307692307692308,0.00607678036249465,0.02,0.0055188539674521,0.02,0.02,0.0101298701298701,0,0.02,0.0566755083996463,0.0318840579710145,0.1,0.133333333333333,0.0333333333333333,-0.133333333333333,-0.0147368421052632,-0.0948717948717949,0.00461538461538462,0.1,-0.0342857142857143,0.0699582027168234,0.144444444444444,0.122222222222222,0,0.1,-0.133333333333333,-0.111705069124424,-0.00547504025764895,-0.0655102040816327,0.0920538720538721,0.0628571428571428,-0.02,0.0595238095238095,-0.0848888888888889,-0.0333333333333333,-0.0333333333333333,0.0889894419306184,-0.0297101449275362,-0.0719856630824373,-0.048864406779661,-0.0888888888888889,-0.0797101449275362,-0.0595872537049008,-0.02,-0.00601398601398601,-0.00601398601398601,0.00307692307692308,0
"STAT",0.0923902125541522,0.104070288685673,0.0120982249580085,0.0729016081957258,0.0428571428571429,0.1,0.024778853288317,0.0280844155844156,0.0158396399390917,0.00535714285714285,0.0497458570926659,0.00535714285714285,0.0337634408602151,0.0003267349061535,0.0333333333333333,0.0133333333333333,0.0625048262548263,0.109677496512475,0.0409090909090909,0.15,0.099229735318445,-0.0783333333333333,0.0585796387520525,-0.0806589147286822,0.0184102383523667,0.15,-0.0879173290937997,0.0899488206497552,0.126190476190476,0.127885391444713,0.1,0.1,-0.125,-0.0985969407442851,1.79307871615561e-05,-0.0270865712338105,0.0587750905765445,0.0800571936254095,-0.117647058823529,0.0662640901771337,-0.022488038277512,-0.099229735318445,-0.099229735318445,0.0726943129587707,0.078,-0.0335991493886231,0.00331825429276703,-0.0409090909090909,-0.00290156466627055,-0.023772116803358,-0.0133333333333333,-0.0118450993450993,-0.0104373567608862,-0.0280844155844156,-0.0428571428571429
"SNAI1",-0.127611363678797,0.105004567682739,-0.135053494793033,-0.10185764138269,-0.0714814814814815,-0.09,-0.0765352228295212,-0.0748264105689848,-0.082214107703037,-0.0899025341130604,-0.0611027590587811,-0.0876976976976977,0.0187410768280069,0.00558084216279746,0.00434782608695652,0.0156020633750921,0.0580344912259658,0.00159794330352882,0.0633053221288515,0.0978070175438596,-0.00382077590829384,-0.090689537463731,-0.0426370986155219,-0.106689537463731,-0.0908661542695435,0.108333333333333,-0.0786446886446886,0.0436984323432343,0.0941033138401559,0.104519980506823,0.133333333333333,0.0976190476190476,-0.0943932411674347,-0.0900732600732601,-0.00328606885108336,-0.0815986172506348,0.077239988070893,0.0833993181713691,-0.0874358974358974,0.0803242874210616,-0.0680246465203071,0.00382077590829384,0.00382077590829384,0.103388566589945,0.0884440132874739,-0.0748794852299845,-0.0598959735916258,-0.0723962312197606,-0.111756119270138,-0.0202325883928042,-0.0196020633750921,0.0826041883467626,0.0855684724909086,0.0777074121618409,0.0714814814814815
"NOTCHic",0.00205991779301801,0.105636070853462,-0.00213234117750039,0.00200584007187781,0.02,0,0.00607678036249465,0.00601398601398601,0.0019546429579145,-0.00307692307692308,0.0145188539674521,-0.00307692307692308,0.0314285714285714,0.0072396967194655,0.02,0.02,0.0609008605123224,0.0353323338330835,0.0888888888888889,0.144444444444444,0.0318840579710145,-0.0948717948717949,-0.0192822966507177,-0.0889894419306184,0.00831908831908832,0.133333333333333,-0.111705069124424,0.0600408473449226,0.122222222222222,0.110594315245478,0.1,0.133333333333333,-0.133333333333333,-0.109073490177056,-0.00621578099838969,-0.0687360105332456,0.0887426137757264,0.075087358684481,-0.0342857142857143,0.0628571428571428,-0.0719856630824373,-0.0318840579710145,-0.0318840579710145,0.0879141731134141,-0.0250947603121516,-0.0764442618085519,-0.0557826457733717,-0.0848888888888889,-0.101138716356108,-0.0674028849674258,-0.02,0.00167832167832168,0.0036634333408527,-0.00601398601398601,-0.02
"Csl",0.00129539179913422,0.106188557041307,-0.00445792257284922,0.00534774238550248,-0.00307692307692308,0.02,0.0019546429579145,-0.00167832167832168,0.00509929704596481,0.00601398601398601,0.00775468577732413,0.00601398601398601,0.0336024844720497,0.00789329149070734,0.02,0.0314285714285714,0.0641266669639353,0.0334940985389658,0.0848888888888889,0.122222222222222,0.0353323338330835,-0.0889894419306184,-0.0103392072198234,-0.0879141731134141,0.00120446381315946,0.144444444444444,-0.109073490177056,0.0675518930002981,0.110594315245478,0.111369509043928,0.133333333333333,0.133333333333333,-0.0948717948717949,-0.106346217449783,-0.00953069812546152,-0.0698854358206019,0.0981176137757264,0.0789762475733699,-0.111705069124424,0.075087358684481,-0.0764442618085519,-0.0353323338330835,-0.0353323338330835,0.0991210696651382,-0.0126764596585568,-0.0753104749604794,-0.0532995757959451,-0.0719856630824373,-0.103995859213251,-0.0633014681143311,-0.02,-0.00607678036249465,-0.00359463117527634,0.0036634333408527,0.00307692307692308
"cMet",0.0736159451461943,0.108513708513708,0.0303277694028298,0.0620634920634921,0.2,0.1,0.0467262969588551,0.06,0.0348618901791941,0,-0.0183758269892724,0.1,0.0363636363636364,0.0793656675450154,0.05,0.02,0.00111111111111111,0.22366576819407,-0.0866666666666667,0.1,0.208571428571429,0.02,0.102380952380952,-0.00727272727272727,0.101964786130709,0,-0.0736842105263158,0.0486943164362519,0.0933333333333333,0.0995833333333333,0,-0.1,0,-0.0970884658454647,-0.0666666666666667,0.0537658227848101,-0.0225195094760312,-0.0138404452690167,-0.1,-0.0102040816326531,0.0588888888888889,-0.208571428571429,-0.208571428571429,-0.0146022727272727,-0.0156518747850017,0.0503782505910165,-0.111259003169116,0.0366666666666667,-0.00952380952380952,-0.0193715449189902,-0.03,-0.0344186046511628,-0.0372727272727273,-0.06,-0.1
"PAK1",-0.128820344680525,0.110785625493317,-0.136718427155156,-0.0988273383523871,-0.09,-0.05,-0.0826041883467626,-0.0876976976976977,-0.0765352228295212,-0.0714814814814815,-0.0715742502868513,-0.0714814814814815,0.0156020633750921,0.00913511689862839,0,0.0196020633750921,0.0676579221883089,-0.00382077590829384,0.080952380952381,0.108333333333333,0.00208831500079707,-0.0943932411674347,-0.0301842684268427,-0.090689537463731,0.00343989555252055,0.133333333333333,-0.0874358974358974,0.0560416666666667,0.0978070175438596,0.0941033138401559,0.133333333333333,0.147619047619048,-0.0976190476190476,-0.0786446886446886,-0.0110351463418583,-0.0761348307195039,0.081239988070893,0.0803242874210616,-0.0858974358974359,0.0777436422597713,-0.0723962312197606,-0.00208831500079707,-0.00208831500079707,0.106689537463731,0.0884440132874739,-0.0680246465203071,-0.0616395633352155,-0.0633053221288515,-0.108952380952381,-0.0151705702902229,-0.00434782608695652,0.0748264105689848,0.0777074121618409,0.0899025341130604,0.09
"LIV1",-0.128820344680525,0.110785625493317,-0.136718427155156,-0.0988273383523871,-0.09,-0.05,-0.0826041883467626,-0.0876976976976977,-0.0765352228295212,-0.0714814814814815,-0.0715742502868513,-0.0714814814814815,0.0156020633750921,0.00913511689862839,0,0.0196020633750921,0.0676579221883089,-0.00382077590829384,0.080952380952381,0.108333333333333,0.00208831500079707,-0.0943932411674347,-0.0301842684268427,-0.090689537463731,0.00343989555252055,0.133333333333333,-0.0874358974358974,0.0560416666666667,0.0978070175438596,0.0941033138401559,0.133333333333333,0.147619047619048,-0.0976190476190476,-0.0786446886446886,-0.0110351463418583,-0.0761348307195039,0.081239988070893,0.0803242874210616,-0.0858974358974359,0.0777436422597713,-0.0723962312197606,-0.00208831500079707,-0.00208831500079707,0.106689537463731,0.0884440132874739,-0.0680246465203071,-0.0616395633352155,-0.0633053221288515,-0.108952380952381,-0.0151705702902229,-0.00434782608695652,0.0748264105689848,0.0777074121618409,0.0899025341130604,0.09
"EGR1",-0.128820344680525,0.110785625493317,-0.136718427155156,-0.0988273383523871,-0.09,-0.05,-0.0826041883467626,-0.0876976976976977,-0.0765352228295212,-0.0714814814814815,-0.0715742502868513,-0.0714814814814815,0.0156020633750921,0.00913511689862839,0,0.0196020633750921,0.0676579221883089,-0.00382077590829384,0.080952380952381,0.108333333333333,0.00208831500079707,-0.0943932411674347,-0.0301842684268427,-0.090689537463731,0.00343989555252055,0.133333333333333,-0.0874358974358974,0.0560416666666667,0.0978070175438596,0.0941033138401559,0.133333333333333,0.147619047619048,-0.0976190476190476,-0.0786446886446886,-0.0110351463418583,-0.0761348307195039,0.081239988070893,0.0803242874210616,-0.0858974358974359,0.0777436422597713,-0.0723962312197606,-0.00208831500079707,-0.00208831500079707,0.106689537463731,0.0884440132874739,-0.0680246465203071,-0.0616395633352155,-0.0633053221288515,-0.108952380952381,-0.0151705702902229,-0.00434782608695652,0.0748264105689848,0.0777074121618409,0.0899025341130604,0.09
"RAS",0.0198837323332444,0.112816642120766,-0.0242274511912802,0.121844532279315,0.1,0,0.106373351304515,0.105882352941176,0.0970249093781697,0.1,0.167386494712076,0.1,0.397724458204334,0.0852923076923077,0.28,0.391842105263158,0.284327044025157,0.28525641025641,-0.1,0.3,0.375641025641026,-0.2,-0.204761904761905,-0.212,0.161710914454277,0.2,-0.315789473684211,0.437118863049096,0.32,0.342222222222222,0.2,0.1,-0.2,-0.332770605759682,-0.083140648011782,0.0771428571428572,0.207080622905579,0.228818800247372,-0.3,0.218614718614719,0.0776470588235294,-0.375641025641026,-0.375641025641026,0.206915254237288,0.226284584980237,0.0687361677344205,-0.097075831969449,0.06,-0.111785714285714,-0.024100946085294,-0.355,-0.0909887359198999,-0.0892156862745098,-0.105882352941176,-0.1
"SUFU",-0.131256960500507,0.129419345472666,-0.0409011674065279,-0.269430762583367,-0.106666666666667,-0.1,-0.117329941922486,-0.117076591154261,-0.114414340899468,-0.218055555555556,-0.0581193772104081,-0.112222222222222,-0.0385038146006598,0.0388901697634286,0.00307692307692308,-0.0389293465155534,0.0351789513056082,-0.202652874767784,-0.13,-0.0271428571428571,-0.197906039324746,-0.308888888888889,0.0787694761378972,-0.295757575757576,0.016057799284767,-0.00714285714285715,0.163484848484848,-0.0635908889081564,-0.0386813186813187,-0.0554598421712516,-0.05,0.32,-0.32,0.17538961038961,0.00765565104869145,-0.0296201132162141,-0.0526640104890398,0.081594881564337,0.154393939393939,0.0827496159754224,0.142449683726279,0.197906039324746,0.197906039324746,0.30000468000468,0.0782863897059811,0.146986172878153,-0.0699462816618224,0.143513513513514,-0.139164294362095,-0.00209734853174039,0.0423776223776224,0.114069072357269,0.221966050265307,0.223824786324786,0.2125
"AXIN2",0.10582735503224,0.145331760681195,-0.0363052191667948,0.512719594059962,0.113333333333333,0.133333333333333,0.125380979122831,0.122194600374231,0.132168700696545,0.134263565891473,0.170767597797458,0.134263565891473,0.155768060806615,0.0977889117013183,0.14,0.156457715979029,0.144027630076017,0.204516507352788,-0.0779166666666667,0.193236714975845,0.208715982418405,0.0386446886446886,0.0718704577330103,0.0511446886446886,0.117004878776997,0.188888888888889,-0.182832080200501,0.197631373584463,0.214975845410628,0.210531400966184,0.133333333333333,-0.05,0.0576923076923077,-0.175399647768069,-0.0849420380029441,0.117796036906107,0.15972972972973,0.128203358638141,-0.16140350877193,0.131377961812744,0.0817624003059106,-0.208715982418405,-0.208715982418405,-0.0429479673332132,0.141841769326556,0.0906732913950195,0.00238161557972241,0.0914969135802469,-0.134355875937129,-0.0786809375638678,-0.142439024390244,-0.133235609837954,-0.133515355091213,-0.122194600374231,-0.113333333333333
"SHH",-0.125017921146953,0.15,-0.0383333333333333,-0.247619047619048,-0.1,0,-0.106666666666667,-0.1,-0.112222222222222,-0.2,-0.0584415584415584,-0.1,-0.02,0.0333333333333333,0,0,0.08,-0.188461538461538,-0.2,0,-0.15,-0.3,0.05,-0.4,0,0,0.2,-0.0435897435897436,-0.1,-0.05,0,0.2,-0.2,0.166666666666667,0,-0.025,-0.0257142857142857,0.133333333333333,0.1,0.133333333333333,0.166666666666667,0.15,0.15,0.32,0.133333333333333,0.146666666666667,-0.075,0.166666666666667,-0.2,-0.00544061302681993,-0.1,0.1,0.2,0.2,0.2
"Frizzled",-0.0365819209039548,0.174259319762679,-0.121357713883284,0.087892882311487,0,0.1,0.0115956281432057,0.00263157894736842,0.0296908662384438,0.05,0.0332300387028662,0.05,0.167276688453159,0.0624526515151515,0.133333333333333,0.170980392156863,0.222857142857143,0.240954569674006,-0.0333333333333333,0.22,0.25434039644566,-0.145454545454545,0.0575757575757576,-0.102597402597403,0.120445134575569,0.2,-0.227380952380952,0.233657262277952,0.2575,0.2325,0.1,0.1,-0.1,-0.194047619047619,-0.0253547736409222,0.0705432633462009,0.0966183897801545,0.123988653525711,-0.185714285714286,0.130530709600477,0.0449275362318841,-0.25434039644566,-0.25434039644566,0.118726434855467,0.145510092744135,0.0725465838509317,-0.0857843137254902,0.0666666666666667,-0.151260504201681,-0.00395056020885456,-0.153333333333333,-0.0347744360902256,-0.0347744360902256,-0.00263157894736842,-0.1
"GSK3",-0.0352009859297458,0.177900320803968,-0.120710848460259,0.0862552120419457,0.00263157894736842,0.05,0.0162447397914269,0.0115956281432057,0.0271657924230058,0.0347744360902256,0.0402638830034881,0.0347744360902256,0.1845357451859,0.0610208326834814,0.170980392156863,0.189081199731355,0.225966314387367,0.245926558469524,-0.0449275362318841,0.2325,0.255800508049356,-0.118726434855467,0.0535371869574933,-0.103389011542584,0.124218065385912,0.2575,-0.215725940725941,0.12769619970243,0.247442528735632,0.237186118479222,0.22,0.145454545454545,-0.102597402597403,-0.200401265401265,-0.0245100426795435,0.066852217549892,0.0968356703776762,0.134802491889548,-0.194047619047619,0.137950917676654,0.0554734131192244,-0.255800508049356,-0.255800508049356,0.12109236082488,0.154755524663033,0.0680375156833269,-0.0904237557937606,0.0725465838509317,-0.168247089838678,-0.00881154088245118,-0.167276688453159,-0.0296908662384438,-0.0285159578561646,-0.0105914295542779,-0.00263157894736842
"SRC",0.0926680137703937,0.191090146750524,0.00760249554367202,0.0929576267584683,0.1,0.2,0.0221791283486605,0.02,0.0358256607871393,0.05,0.074065535913362,0.05,0.377854011816276,0.0660401112575026,0.333333333333333,0.364646464646465,0.319941348973607,0.272013880987598,-0.0444444444444444,0.233333333333333,0.282619941593659,-0.14,-0.137142857142857,-0.114074074074074,0.163432627369952,0.2,-0.233333333333333,0.363290043290043,0.256410256410256,0.250854700854701,0.1,0.1,-0.1,-0.219047619047619,-0.0294773884396526,0.0798412698412698,0.102679957657022,0.137476292081555,-0.2,0.138377192982456,0.0599206349206349,-0.282619941593659,-0.282619941593659,0.119956427015251,0.148204237007613,0.0781024531024531,-0.115360616395099,0.0694444444444444,-0.0698966408268734,0.0157371115587443,-0.342424242424242,-0.0380327868852459,-0.0380327868852459,-0.02,0
"AKT",-0.0148913322188606,0.193202789836731,-0.104081926786999,0.0849747292418773,0.0555555555555556,0,0.0351166646634971,0.0400371609067261,0.0228089723558047,0.00772946859903382,0.0864737738119698,0.00772946859903382,0.200178506762738,0.0607422974828954,0.161904761904762,0.181191164990586,0.221763722211293,0.290763538051869,-0.0794117647058824,0.362745098039216,0.277510526003677,-0.0948717948717949,0.0367094017094017,-0.111538461538462,0.186017065610887,0.333333333333333,-0.209429280397022,0.316349361510652,0.344796380090498,0.255907491201609,0.3,0.1,-0.133333333333333,-0.228941475518974,-0.0214322890787345,0.0760513478818999,0.0828953177646102,0.138293698085295,-0.238461538461538,0.125162384953982,0.0853629842180775,-0.277510526003677,-0.277510526003677,0.0999595141700405,0.139876378465081,0.0711635884476847,-0.0967357389421512,0.0634117647058824,-0.195271030139451,-0.0269002528073085,-0.179551820728291,-0.0180032626016414,-0.0171321329737652,-0.0400371609067261,-0.0555555555555556
"PI3K",-0.0196823617805324,0.195942515864128,-0.10938495709003,0.094,0,0.1,0.0180032626016414,0.00772946859903382,0.0351166646634971,0.0555555555555556,0.0595920533818623,0.0555555555555556,0.181191164990586,0.0671594097823606,0.133333333333333,0.179551820728291,0.233564964447317,0.277510526003677,-0.05,0.333333333333333,0.287099567099567,-0.133333333333333,0.0611538461538462,-0.0948717948717949,0.16872383252818,0.3,-0.238461538461538,0.346188071188071,0.362745098039216,0.344796380090498,0.2,0.1,-0.1,-0.209429280397022,-0.0337610562020222,0.0858257839721254,0.096140350877193,0.125162384953982,-0.2,0.125962384953982,0.0634117647058824,-0.287099567099567,-0.287099567099567,0.111538461538462,0.140628258164329,0.0853629842180775,-0.0909253413886343,0.0794117647058824,-0.17390350877193,-0.0109203533098211,-0.161904761904762,-0.0400371609067261,-0.0400371609067261,-0.00772946859903382,0
"ILK",-0.0196823617805324,0.195942515864128,-0.10938495709003,0.094,0,0.1,0.0180032626016414,0.00772946859903382,0.0351166646634971,0.0555555555555556,0.0595920533818623,0.0555555555555556,0.181191164990586,0.0671594097823606,0.133333333333333,0.179551820728291,0.233564964447317,0.277510526003677,-0.05,0.333333333333333,0.287099567099567,-0.133333333333333,0.0611538461538462,-0.0948717948717949,0.16872383252818,0.3,-0.238461538461538,0.346188071188071,0.362745098039216,0.344796380090498,0.2,0.1,-0.1,-0.209429280397022,-0.0337610562020222,0.0858257839721254,0.096140350877193,0.125162384953982,-0.2,0.125962384953982,0.0634117647058824,-0.287099567099567,-0.287099567099567,0.111538461538462,0.140628258164329,0.0853629842180775,-0.0909253413886343,0.0794117647058824,-0.17390350877193,-0.0109203533098211,-0.161904761904762,-0.0400371609067261,-0.0400371609067261,-0.00772946859903382,0
