"","SOSGRB2","miR200","Destcompl","MEK","TGF","CDC42","PAK1","CD44","cMet","Csn","ZEB2","ZEB1","RAF","PI3K","Csl","GSK3","RKIP","Jagged","NOTCH","NOTCHic","NFB","Ecadherin","DELTA","KLF4","SNAI1","RAS","HEY1","ILK","SMAD","IKK","TWIST1","SHH","AKT","SNAI2","Patched","FUS","AXIN2","SRC","Wnt","TCFLEF","SMO","cateninmemb","cateninnuc","GLI","TrCP","SUFU","Frizzled","TGFR","FOXC2","ERK","EGR1","cfos","STAT","DSH","LIV1"
"TrCP",-0.322799779977998,-0.131117018411733,-0.0833959206453201,-0.247461557356915,-0.322340918483638,-0.332773109243697,-0.319047619047619,-0.0582764943160983,-0.0562962962962963,-0.0666666666666667,0.0257663117565954,0.0257663117565954,0.0439117381369892,0.0439117381369892,-0.0730769230769231,0.0506082251082251,0.096249146801633,0.0904631049761418,0.0634065934065934,0.0623076923076923,0.104166666666667,0.0256819791686107,-0.0439117381369892,0.0218376268540203,0.189615189297978,-0.0393662835915347,0.102459064585354,0.106716163167776,0.0976839051032599,0.0989035087719298,0.172138528138528,0.0939571599249019,0.104459064327485,0.10840543207447,0.0889571599249019,0.114285714285714,0.0649245592837005,0.0562962962962963,0.0589278752436647,0.0627209387605427,0.0852534562211981,0.0620214894924646,0.0632726628984737,0.060391289877811,0.0666666666666667,0.080952380952381,0.0562962962962963,0.326712503183091,0.333133744666916,0.258128224023581,0.24,0.25304347826087,0.06,0.06,0.1
"EGR1",-0.322799779977998,-0.131117018411733,-0.0833959206453201,-0.247461557356915,-0.322340918483638,-0.332773109243697,-0.319047619047619,-0.0582764943160983,-0.0562962962962963,-0.0666666666666667,0.0257663117565954,0.0257663117565954,0.0439117381369892,0.0439117381369892,-0.0730769230769231,0.0506082251082251,0.096249146801633,0.0904631049761418,0.0634065934065934,0.0623076923076923,0.104166666666667,0.0256819791686107,-0.0439117381369892,0.0218376268540203,0.189615189297978,-0.0393662835915347,0.102459064585354,0.106716163167776,0.0976839051032599,0.0989035087719298,0.172138528138528,0.0939571599249019,0.104459064327485,0.10840543207447,0.0889571599249019,0.114285714285714,0.0649245592837005,0.0562962962962963,0.0589278752436647,0.0627209387605427,0.0852534562211981,0.0620214894924646,0.0632726628984737,0.060391289877811,0.0666666666666667,0.080952380952381,0.0562962962962963,0.326712503183091,0.333133744666916,0.258128224023581,0.24,0.25304347826087,0.06,0.06,0.1
"SNAI1",-0.320912987525168,-0.131789448767161,-0.0832314469611095,-0.248806848836735,-0.322744144290089,-0.326712503183091,-0.332773109243697,-0.0627209387605427,-0.0582764943160983,-0.104166666666667,0.0271193252867307,0.0271193252867307,0.0393662835915347,0.0393662835915347,-0.0623076923076923,0.0510702713128456,0.097085966885315,0.0843454579173183,0.0650392464678179,0.0634065934065934,0.0989035087719298,0.0257860374412434,-0.0393662835915347,0.0252644181312789,0.0865902782659499,-0.0369032294043425,0.0923400169663068,0.0976839051032599,0.0980529087932968,0.104459064327485,0.174702630702631,0.089102790992863,0.105847953216374,0.108371908775778,0.0939571599249019,0.0852534562211981,0.0670224613816026,0.0562962962962963,0.060391289877811,0.0632726628984737,0.0889571599249019,0.0617796932921192,0.0628596530894908,0.0649616737900597,0.0666666666666667,0.114285714285714,0.0589278752436647,0.322340918483638,0.334023198288263,0.247461557356915,0.25304347826087,0.258128224023581,0.0562962962962963,0.0562962962962963,0.06
"cateninmemb",-0.0809169149288315,-0.0744801422455054,-0.080015671011824,-0.0828788797618391,-0.0424143922353246,-0.0457575757575758,-0.0470909090909091,0.0483226197066678,0.0459814825829219,-0.02,0.0375804440009978,0.0375804440009978,0.0228619909502262,0.0228619909502262,0.0109090909090909,-0.0795257983859533,0.0386830932577321,0.0622252031878797,-0.0179224661438282,-0.0160637300843486,0.0533333333333333,-0.0701738346711941,-0.0228619909502262,0.0369432723863104,0.0468405201193892,-0.0231413205591648,0.0317896237201409,0.0336811594202899,0.0305334596624206,0.0385185185185185,-0.0109290295882475,-0.0217921852510372,0.0333237133237133,0.0122342651568313,-0.0280913978494624,-0.0166666666666667,0.00747572575560791,-0.0538075695394437,-0.0451868798842713,-0.0481980867054224,-0.0291666666666667,-0.117874797783782,-0.049692017611118,-0.0478535465509379,0,-0.0333333333333333,-0.0538075695394437,0.0433185513673319,0.10692714071814,0.0840553503500744,0.0927272727272727,0.0809625668449198,-0.0607843137254902,-0.0607843137254902,-0.0666666666666667
"Patched",-0.0833333333333333,-0.166666666666667,-0.222937062937063,-0.183076923076923,-0.181666666666667,-0.133333333333333,-0.0333333333333333,-0.03,-0.05,0,0.0416666666666667,0.0416666666666667,0.0538461538461538,0.0538461538461538,0,-0.236263736263736,0.22,-0.0397883597883598,0.00909090909090909,0,-0.1,-0.0465237324703344,-0.0538461538461538,0.0388888888888889,0.259677419354839,-0.0725961538461538,0.0384615384615385,0.0333333333333333,0.0433333333333333,-0.05,0.138888888888889,0.225833333333333,-0.0642857142857143,0.0070191570881226,0.213333333333333,0.3,-0.00952380952380952,0.1,0.15,0.0133333333333333,0.333333333333333,0.0333154121863799,0.0181877022653722,0.1375,0,0.2,0.2,0.173333333333333,0.35,0.16,0.1,0.1,0.1,0.2,0.1
"SUFU",-0.107201570359465,-0.168233651749722,-0.223215529508269,-0.163797259233796,-0.183538449062181,-0.184369369369369,-0.181666666666667,-0.0189395819646203,-0.0181877022653722,0.0642857142857143,0.0420123709071948,0.0420123709071948,0.0765161294732484,0.0765161294732484,-0.00909090909090909,-0.226392644923671,0.214050073637703,-0.029609333537445,0.00580808080808081,0.0113636363636364,-0.0202857142857143,-0.0433013306880304,-0.0765161294732484,0.0348747859472312,0.254528115250181,-0.0736680282074256,0.0412852556907036,0.0417972350230415,0.0420281819052586,-0.00490109890109889,0.13566272294348,0.220989528489529,-0.00288767608230695,0.0143477798513471,0.216742424242424,0.225833333333333,-0.015144067310607,0.0133333333333333,0.126602564102564,0.0216569732689681,0.225833333333333,0.0382337379634081,0.0218104259543901,0.127717805738252,-0.05,0.213333333333333,0.120833333333333,0.186497028943837,0.346450959905968,0.166775982638052,0.183076923076923,0.167925407925408,0.03,0.1375,0.05
"NFB",-0.108847854931446,-0.148832765815558,-0.302450456041535,-0.0804257703081232,-0.173123897199847,-0.156060606060606,-0.133333333333333,-0.0929494422714762,-0.098034188034188,-0.142857142857143,0.042145709100337,0.042145709100337,0.144366623211745,0.144366623211745,0.187012987012987,-0.370810170221935,0.183130166736724,-0.0353744108742996,-0.170689382302286,-0.179076479076479,0.0261904761904762,0.149210486328341,-0.144366623211745,0.0409340659340659,0.21378931530087,-0.146854185400799,0.0200611823676839,0.0142876787678768,0.0206073813701073,0.0451093951093951,0.153874883286648,0.00475465078705627,0.0806649506649507,0.0256838359949541,0.018007662835249,0,0.0890374873353597,0.13034188034188,0.098034188034188,0.0963249696976365,0.0111111111111111,0.169659069886987,0.100324969697637,0.0924162105060981,0.1,0,0.13034188034188,0.168060606060606,0.226983437102959,0.0810793650793651,0.0428571428571429,0.0788571428571428,0.161111111111111,0.161111111111111,0.15
"FUS",-0.113495276653171,-0.170464135021097,-0.223375019141443,-0.166775982638052,-0.186497028943837,-0.181666666666667,-0.173333333333333,-0.0181877022653722,-0.0133333333333333,0.05,0.0449109216318325,0.0449109216318325,0.0795728980322004,0.0795728980322004,-0.00909090909090909,-0.226392644923671,0.216907216494845,-0.0303219226110793,0.0113636363636364,0.00909090909090909,-0.0642857142857143,-0.0421684779588852,-0.0795728980322004,0.0354735883424408,0.254017041996348,-0.0765161294732484,0.0388756171364867,0.0385714285714286,0.0417972350230415,-0.0202857142857143,0.137518393046573,0.216742424242424,-0.00490109890109889,0.0123042729297914,0.225833333333333,0.213333333333333,-0.0130363389733705,0.03,0.120833333333333,0.0189395819646203,0.225833333333333,0.0378244610193426,0.0216569732689681,0.126602564102564,-0.1,0.333333333333333,0.1375,0.184369369369369,0.348684210526316,0.167925407925408,0.16,0.183076923076923,0.05,0.15,0.1
"IKK",-0.0972689075630252,-0.147926421404682,-0.301952117171103,-0.0810793650793651,-0.168060606060606,-0.133333333333333,-0.1,-0.098034188034188,-0.13034188034188,-0.1,0.045593984962406,0.045593984962406,0.127465214761041,0.127465214761041,0.172727272727273,-0.376300366300366,0.186976320582878,-0.0382521087160262,-0.179076479076479,-0.187012987012987,0.142857142857143,0.147765863535403,-0.127465214761041,0.0351648351648352,0.221734520780322,-0.144366623211745,0.0236326109391125,0.0152777777777778,0.0142876787678768,0.0261904761904762,0.156732026143791,0.018007662835249,0.0451093951093951,0.0238545677022712,0.0111111111111111,0,0.0876190476190476,0.161111111111111,0.13034188034188,0.0929494422714762,0,0.164484835462489,0.0963249696976365,0.098034188034188,0.2,-0.1,0.161111111111111,0.156060606060606,0.228975468975469,0.0788571428571428,0,0.0428571428571429,0.15,0.15,0.1
"SMO",-0.109649122807018,-0.170464135021097,-0.222937062937063,-0.167925407925408,-0.184369369369369,-0.173333333333333,-0.133333333333333,-0.0133333333333333,-0.03,0.1,0.0467514124293785,0.0467514124293785,0.0725961538461538,0.0725961538461538,0,-0.231409367331697,0.22,-0.0255026455026455,0.00909090909090909,0.00909090909090909,-0.05,-0.0402506697397071,-0.0725961538461538,0.0305555555555556,0.259677419354839,-0.0795728980322004,0.0432234432234432,0.0433333333333333,0.0385714285714286,-0.0642857142857143,0.135947712418301,0.225833333333333,-0.0202857142857143,0.0146382047071702,0.225833333333333,0.333333333333333,-0.0198686371100164,0.05,0.1375,0.0181877022653722,0.213333333333333,0.0342862859727877,0.0189395819646203,0.120833333333333,0,0.3,0.15,0.181666666666667,0.35,0.183076923076923,0.1,0.16,0.1,0.2,0.1
"DSH",-0.176940133037694,-0.164881051367332,-0.271412695891925,-0.0438455616164594,-0.381211937585214,-0.37768115942029,-0.373333333333333,0.136555793457153,0.137218045112782,-0.22,0.0474207677887729,0.0474207677887729,0.341388905334202,0.341388905334202,0.0761904761904762,-0.308734456332264,0.248170163170163,0.129972018405671,-0.076601829543006,-0.0703081232492997,0.245,0.0905757448597352,-0.341388905334202,0.0533898996491801,0.300576259489303,-0.339428121020476,0.140014356677291,0.134332001404377,0.133954642913811,0.27625,0.133703736813874,0.0846318632881071,0.268204022988506,-0.00892406019055598,0.075429409300377,0.0772727272727273,-0.0920357534723151,-0.140789473684211,-0.137218045112782,-0.135603412504772,0.0915584415584415,-0.023510993325481,-0.133911515799518,-0.135257260799056,0.2,0.05,-0.140789473684211,0.384347826086957,0.369313167452702,0.0430936819172113,0.0533333333333333,0.0356862745098039,-0.125,-0.125,-0.1
"RAF",-0.0677460317460317,-0.117557484200749,-0.279131513232471,0.00914159941305942,-0.177970627503338,-0.166666666666667,-0.133333333333333,0.00168690958164643,-0.0175438596491228,-0.1,0.0487852702056432,0.0487852702056432,0.132467532467532,0.132467532467532,-0.133333333333333,-0.240898345153664,0.294677871148459,0.141211900719541,0.113752913752914,0.106060606060606,0.171428571428571,0.111563937569387,-0.132467532467532,0.0387852702056432,0.161202851446208,-0.14015984015984,0.142469996128533,0.149529311082584,0.142598618013278,0.146428571428571,0.0517349970291147,0.154863387978142,0.161580086580087,-0.0717849857201142,0.146666666666667,0.166666666666667,0.000152367557430849,0.0333333333333333,0.0233333333333333,-0.00238621028094713,0.126666666666667,0.104757362404421,-0.00213175735473847,0.0041025641025641,0.1,0.1,0.0333333333333333,0.171428571428571,0.188653109342765,-0.00275862068965517,-0.07,-0.02,0,0,0
"MEK",-0.0721904761904762,-0.120343861909727,-0.27892230821155,-0.0975250672536072,-0.184539970569031,-0.171428571428571,-0.166666666666667,0.00238621028094713,0.00168690958164643,-0.171428571428571,0.0487852702056432,0.0487852702056432,0.14015984015984,0.14015984015984,-0.106060606060606,-0.237704241959561,0.297309450095828,0.138752884326098,0.120322256818607,0.113752913752914,0.146428571428571,0.113203281831682,-0.14015984015984,0.0485891917742707,0.154792595035951,-0.142382062382062,0.133379087037624,0.142598618013278,0.148871680743905,0.161580086580087,0.0528338981280158,0.143752276867031,0.179227145403616,-0.0717849857201142,0.154863387978142,0.126666666666667,0.00195416935923265,0.0175438596491228,0.0041025641025641,-0.00213175735473847,0.146666666666667,0.107196386794665,-0.00064476850715483,0.0034032634032634,0.1,0.166666666666667,0.0233333333333333,0.177970627503338,0.192256712946368,-0.00914159941305942,-0.02,-0.00275862068965517,0.0333333333333333,0.0333333333333333,0
"SHH",-0.05,-0.166666666666667,-0.226233766233766,-0.16,-0.173333333333333,-0.0333333333333333,0,-0.05,-0.1,0,0.05,0.05,0,0,0.1,-0.241025641025641,0.22,-0.0657142857142857,0,0,0,-0.0436111111111111,0,0.05,0.25,-0.0538461538461538,0,0,0.0333333333333333,-0.1,0.15,0.213333333333333,-0.05,0.0216858237547893,0.333333333333333,0.2,-0.00952380952380952,0.1,0.2,0.03,0.3,0.0305376344086022,0.0133333333333333,0.15,0,0.2,0.2,0.133333333333333,0.35,0.1,0,0.1,0.1,0.2,0
"Frizzled",-0.181818181818182,-0.167320075757576,-0.271603535586582,-0.0430936819172113,-0.384347826086957,-0.373333333333333,-0.366666666666667,0.137218045112782,0.140789473684211,-0.2,0.0513577756627887,0.0513577756627887,0.340601503759398,0.340601503759398,0.0928571428571429,-0.309430512016719,0.251666666666667,0.125320855614973,-0.0703081232492997,-0.0761904761904762,0.22,0.093473023174046,-0.340601503759398,0.0563025210084034,0.296808143547274,-0.341388905334202,0.125979268957992,0.122182468694097,0.134332001404377,0.245,0.136540616246499,0.075429409300377,0.27625,-0.00810915914282606,0.0915584415584415,0.05,-0.0916138125440451,-0.125,-0.140789473684211,-0.136555793457153,0.0772727272727273,-0.0252777777777778,-0.135603412504772,-0.137218045112782,0.1,0.1,-0.125,0.37768115942029,0.372343470483005,0.0356862745098039,0.0333333333333333,0.0533333333333333,-0.1,0,-0.1
"Wnt",-0.178787878787879,-0.165757575757576,-0.271338283597192,-0.0356862745098039,-0.37768115942029,-0.366666666666667,-0.3,0.140789473684211,0.125,-0.1,0.0543280726924916,0.0543280726924916,0.340601503759398,0.340601503759398,0.05,-0.312460815047022,0.251666666666667,0.134411764705882,-0.0761904761904762,-0.0928571428571429,0.2,0.0909089206099434,-0.340601503759398,0.0372549019607843,0.30315734989648,-0.340601503759398,0.145128205128205,0.138461538461538,0.122182468694097,0.22,0.135588235294118,0.0915584415584415,0.245,-0.010948275862069,0.0772727272727273,0.1,-0.0939393939393939,-0.1,-0.125,-0.137218045112782,0.05,-0.0275,-0.136555793457153,-0.140789473684211,0.1,0,0,0.373333333333333,0.367692307692308,0.0533333333333333,0,0.0333333333333333,-0.1,0,0
"cateninnuc",-0.167652246313232,-0.1238466708213,-0.212450732641525,-0.128159081034826,-0.153734218499465,-0.156527472527473,-0.161142857142857,0.0189022330326678,0.0216800108104456,-0.0958333333333333,0.0614505546940236,0.0614505546940236,0.100792000792001,0.100792000792001,0.00138104205900816,-0.210084264201935,0.186285892767282,0.0332902812247234,-0.00375947757697856,-0.00603220484970584,0.104924242424242,-0.0602846187066013,-0.100792000792001,0.0474336162058582,0.205928316954463,-0.0996135496135496,0.0520559677339043,0.055958152958153,0.0571859837903494,0.106924242424242,0.0898285764571161,0.0943432806717365,0.103017992424242,-0.00881917720301402,0.096304064985462,0.0911111111111111,-0.0245884512844929,-0.0238539238539239,-0.020462354798269,-0.0207692980065289,0.089471766848816,-0.00244872460062274,-0.121349248296504,-0.0176955563792967,0.0333333333333333,0.111111111111111,-0.0226362678417473,0.153079196665404,0.240927891780351,0.125865503053175,0.13695652173913,0.132194616977226,-0.034965034965035,-0.034965034965035,-0.0272727272727273
"SOSGRB2",-0.162222222222222,-0.120142567925528,-0.24880112430448,-0.046047346047346,-0.20410568155249,-0.194285714285714,-0.164285714285714,0.0204968944099379,-0.00124223602484472,0,0.0670050125313283,0.0670050125313283,0.0708097928436912,0.0708097928436912,-0.127272727272727,-0.230902530537874,0.160818713450292,0.0601507231151138,0.113296562592337,0.111888111888112,0.0555555555555556,0.111084033546661,-0.0708097928436912,0.062719298245614,0.161796019900497,-0.0797841518180501,0.0643939393939394,0.069247311827957,0.0629536055342507,0.0502923976608187,0.148086956521739,0.0666561910747957,0.0544590643274854,0.017575451653608,0.0527027027027027,0.0666666666666667,-0.0122799779977998,0.0142857142857143,0.00595238095238095,-0.0226021575678326,0.05,0.0965479505479505,-0.0208813162676414,-0.0157867494824017,0,0,0.0142857142857143,0.201978021978022,0.20958485958486,0.0490776490776491,0.019047619047619,0.0301587301587302,0,0,0
"TGFR",-0.439230019493177,-0.137867530442614,0.0201183899830957,-0.280601503759398,-0.290828267477204,-0.384761904761905,-0.38,-0.0963522012578616,-0.0963522012578616,-0.233333333333333,0.0712764186051177,0.0712764186051177,0.0380952380952381,0.0380952380952381,-0.0333333333333333,0.223460604391135,0.0983116883116883,0.123986947984034,0.0418175804184239,0.0367816091954023,0.219047619047619,0.0344195638054599,-0.0380952380952381,0.0713450292397661,0.214491230142879,-0.0357560568086884,0.138223774743305,0.151720430107527,0.152076301993648,0.213784461152882,0.209088572558323,0.167233586596532,0.225412368129626,0.120344737287825,0.173448275862069,0.17,0.081687368954894,0.113333333333333,0.105876010781671,0.101615359152598,0.173448275862069,0.0915927976087609,0.10489259564507,0.106521172071994,0.233333333333333,0.153333333333333,0.122857142857143,0.290119047619048,0.305902858770241,0.280601503759398,0.247619047619048,0.273934837092732,0.133333333333333,0.142857142857143,0.1
"RAS",-0.156709956709957,-0.0963076923076923,-0.066783515039329,-0.100459236326109,-0.149225393127548,-0.16,-0.14,0.135794743429287,0.129411764705882,0.1,0.0796354933726068,0.0796354933726068,0.119487179487179,0.119487179487179,-0.05,-0.0374677002583979,0.0103270440251572,0.012702542874039,0.0549652432969216,0.0342105263157895,0,-0.0210061222556656,-0.119487179487179,0.0703571428571429,0.146273352999017,-0.213717948717949,0.00731225296442688,0.0012987012987013,-0.00686456400742115,-0.02,0.079050736497545,-0.0171977401129943,0.00222222222222222,0.022433004575378,-0.00533333333333333,0,-0.102924901185771,-0.1,-0.129411764705882,-0.12964089727544,-0.0333333333333333,-0.0672477038634954,-0.125958177728698,-0.137745098039216,-0.1,-0.1,-0.1,0.148235294117647,0.133015873015873,0.110263157894737,0.08,0.105,-0.1,-0.1,0
"Ecadherin",-0.169365201167584,-0.135938999961346,-0.201838275901311,-0.141482257382803,-0.0996324369260461,-0.106121212121212,-0.107454545454545,-0.0821756973770297,-0.0778278712900732,0.04,0.0959708547924034,0.0959708547924034,0.0160746606334842,0.0160746606334842,0.0656459330143541,-0.199283567734037,0.170511118986239,-0.0660387509594485,-0.0735714302741556,-0.0687387165195087,0.0123809523809524,-0.17792946065229,-0.0160746606334842,0.0765119549929677,0.187080745466105,-0.012443375717283,0.0793135802215944,0.0786666666666667,0.0769717514124294,0.0308994708994709,0.191184041090055,0.159764732029464,0.027003367003367,0.0786010872862655,0.155040322580645,0.166666666666667,0.0529877670756934,0.0682626538987688,0.0786074814849757,0.083047428385747,0.160416666666667,0.105713682207585,0.0819269802064753,0.0832741481516424,-0.1,0.166666666666667,0.0682626538987688,0.102706577974871,0.228309578154393,0.144227355422019,0.169090909090909,0.15144385026738,0.0705882352941176,0.0705882352941176,0.1
"KLF4",-0.174628359062321,-0.137614977614978,-0.20174507925639,-0.144227355422019,-0.102706577974871,-0.107454545454545,-0.0954545454545455,-0.0778278712900732,-0.0682626538987688,0.1,0.0964447884416925,0.0964447884416925,0.0226923076923077,0.0226923076923077,0.0709090909090909,-0.198842066630285,0.171634714491857,-0.0630639225841625,-0.0687387165195087,-0.0656459330143541,-0.04,-0.0763715249171388,-0.0226923076923077,0.0777777777777778,0.184865555592687,-0.0160746606334842,0.0799847211611917,0.0786666666666667,0.0786666666666667,0.0123809523809524,0.190997821350763,0.155040322580645,0.0308994708994709,0.0785408825902992,0.160416666666667,0.166666666666667,0.0523692103746624,0.0705882352941176,0.0682626538987688,0.0821756973770297,0.166666666666667,0.106867528361431,0.083047428385747,0.0786074814849757,-0.1,0.2,0.0705882352941176,0.106121212121212,0.229453742914118,0.15144385026738,0.16,0.169090909090909,0.1,0.1,0.166666666666667
"HEY1",-0.174628359062321,-0.137614977614978,-0.20174507925639,-0.144227355422019,-0.102706577974871,-0.107454545454545,-0.0954545454545455,-0.0778278712900732,-0.0682626538987688,0.1,0.0964447884416925,0.0964447884416925,0.0226923076923077,0.0226923076923077,0.0709090909090909,-0.198842066630285,0.171634714491857,-0.0630639225841625,-0.0687387165195087,-0.0656459330143541,-0.04,-0.0763715249171388,-0.0226923076923077,0.0777777777777778,0.184865555592687,-0.0160746606334842,0.0799847211611917,0.0786666666666667,0.0786666666666667,0.0123809523809524,0.190997821350763,0.155040322580645,0.0308994708994709,0.0785408825902992,0.160416666666667,0.166666666666667,0.0523692103746624,0.0705882352941176,0.0682626538987688,0.0821756973770297,0.166666666666667,0.106867528361431,0.083047428385747,0.0786074814849757,-0.1,0.2,0.0705882352941176,0.106121212121212,0.229453742914118,0.15144385026738,0.16,0.169090909090909,0.1,0.1,0.166666666666667
"cMet",-0.0961904761904762,-0.184947573561704,-0.25023618784123,-0.165,-0.325543735224586,-0.285,-0.26,-0.117751937984496,-0.143333333333333,0,0.133044733044733,0.133044733044733,0.0342857142857143,0.0342857142857143,-0.157142857142857,-0.221351766513057,0.253333333333333,0.10376608898348,0.160278355463126,0.162406015037594,0.0333333333333333,0.153779895318215,-0.0342857142857143,0.238095238095238,0.305988520350697,-0.0531536388140162,0.0966976264189887,0.135374149659864,0.153555967841682,0.0533333333333333,0.301878421204264,0.149090909090909,0.0595833333333333,0.0635231921363308,0.149090909090909,0.1,0.0957142857142857,0.05,0.143333333333333,0.0977519379844961,0.14,0.163748712734478,0.0954920509788464,0.120606060606061,0,0.1,0.15,0.312777777777778,0.344757383966245,0.145,0.125,0.125,0,0.1,-0.1
"CD44",-0.0761904761904762,-0.181822573561704,-0.259019971625014,-0.145,-0.312777777777778,-0.26,-0.2,-0.143333333333333,-0.05,0,0.138095238095238,0.138095238095238,0.0142857142857143,0.0142857142857143,-0.2,-0.226190476190476,0.245925925925926,0.0907226107226107,0.162406015037594,0.157142857142857,0,0.147927478015416,-0.0142857142857143,0.219047619047619,0.300903774587985,-0.0342857142857143,0.0947368421052632,0.133333333333333,0.135374149659864,0.0333333333333333,0.30974358974359,0.149090909090909,0.0533333333333333,0.0671728271728272,0.14,0.1,0.11,0,0.15,0.117751937984496,0.1,0.169798534798535,0.0977519379844961,0.143333333333333,-0.1,0.1,0.1,0.285,0.330833333333333,0.125,0.1,0.125,-0.1,0,-0.1
"miR200",-0.27322695035461,-0.0672895904988682,-0.224416630353239,-0.209894867037724,-0.255379653736964,-0.238725490196078,-0.225,-0.195147691227974,-0.203012859767299,-0.16,0.190864695340502,0.190864695340502,-0.112345962495216,-0.112345962495216,-0.112512315270936,-0.0742016611171656,0.156554427826939,0.121152001918005,0.123305223901367,0.115960591133005,0.133684210526316,0.17795252182884,0.112345962495216,0.184920634920635,0.194842564842565,0.10760780788175,0.190254237288136,0.203183967785738,0.20475136590486,0.136541353383459,0.261111444792426,0.21458539717483,0.155409277911761,0.164084045528607,0.222194092827004,0.2,0.128410584332867,0.22695652173913,0.212056338028169,0.19633816741845,0.213333333333333,0.217035929506656,0.199216955297238,0.204364030335861,0.1,0.2,0.236,0.248402909550917,0.303361624825039,0.206493506493507,0.142857142857143,0.192857142857143,0.24,0.24,0.2
"ZEB1",-0.34307992202729,-0.00295606738321206,-0.233903801461436,-0.281909821197201,-0.345257256325939,-0.33584041312677,-0.3227969348659,-0.202824988657126,-0.205602766434904,-0.213333333333333,0.229438871385251,0.229438871385251,-0.0823413564225702,-0.0823413564225702,-0.183333333333333,-0.101303937947898,0.271428236495935,0.186752209206805,0.185602009398801,0.187254901960784,0.239649122807018,0.103459422235025,0.0823413564225702,0.22650320763156,0.3216774691178,0.0815539548477671,0.327215659987681,0.344641765569801,0.348007150185186,0.254403221167673,0.341135022411436,0.343025212349579,0.264403221167673,0.155228163014879,0.342669340463458,0.3375,0.103387464801201,0.213445903689806,0.215368980612883,0.203622860997552,0.346590909090909,0.238809912812113,0.2056776555181,0.213650767554464,0.233333333333333,0.3,0.221138211382114,0.344469854751135,0.428995677159689,0.280588235294118,0.25,0.27,0.225641025641026,0.233333333333333,0.233333333333333
