"","AXIN2","TCFLEF","CD44","cMet","Destcompl","STAT","ZEB2","DSH","TGFR","CDC42","TGF","PAK1","LIV1","FOXC2","TWIST1","DELTA","NOTCH","Jagged","Csl","GSK3","NOTCHic","miR200","KLF4","ZEB1","ILK","AKT","NFB","Csn","SNAI1","cfos","TrCP","SUFU","EGR1","RKIP","MEK","ERK","SMAD","HEY1","FUS","IKK","Patched","SNAI2","SHH","SMO","RAF","PI3K","RAS","SOSGRB2","Ecadherin","Frizzled","Wnt","SRC","GLI","cateninmemb","cateninnuc"
"RAS",0.293280632411067,0.301424857995571,0.278347934918648,0.229411764705882,0.490912261842494,0.1,-0.143678203240059,0.1,-0.114117647058824,-0.12,-0.123028538147932,-0.1,0,0.19015873015873,0.0310747408619749,-0.306153846153846,-0.156703078450844,0.00682042184111964,-0.2,0.50453488372093,-0.173684210526316,-0.0756,-0.128214285714286,0.139392488954345,0.0909090909090909,-0.145555555555556,-0.133333333333333,-0.1,-0.266607669616519,0.155,-0.1,-0.1,-0.08,-0.103647798742138,0.15561919504644,0.149736842105263,-0.0909090909090909,0.0171936758893281,-0.1,0.14,-0.104,-0.360551848632968,-0.12264406779661,-0.1,0.306153846153846,0.306153846153846,0.196538461538461,0.144588744588745,-0.167868735548677,-0.2,-0.229411764705882,-0.2,-0.275245098039216,-0.201411219393848,-0.329470183774608
"ZEB2",-0.179300858599483,-0.156191692062708,-0.152670565302144,-0.145263157894737,-0.140970833134404,-0.14,-0.132507109719614,-0.127272727272727,-0.122238713667285,-0.121558441558442,-0.119593211021782,-0.105194805194805,-0.1,-0.0873006993006993,-0.0866615279205207,-0.0696103896103896,-0.0523026481715006,-0.0493263348099242,-0.0487179487179487,-0.0484936464907078,-0.0473846153846154,-0.0446898207649305,-0.0425726008289287,-0.0359432479758756,-0.0267345096218336,-0.0237357217030114,-0.0236111111111111,-0.0111111111111111,-0.0104730856833972,-0.00526315789473684,0,0,0,0.00909822866344606,0.0108658743633277,0.0108658743633277,0.0249052413291506,0.0271001579066095,0.0285714285714286,0.0302777777777778,0.0355400696864111,0.0405022273217494,0.0409946151409566,0.0428571428571429,0.0696103896103896,0.0696103896103896,0.0745354431435802,0.0784065934065934,0.123146002325936,0.127272727272727,0.134965034965035,0.14,0.142304484506319,0.153512784545405,0.161776107647123
"cfos",0.121592775041051,0.117118207316227,0.107217217217217,0.0937037037037037,0.126381427288831,0.05,-0.132114992889811,0.05,-0.207563025210084,-0.20952380952381,-0.210593328240387,-0.157142857142857,0.1,0.0375527772084444,-0.0954372294372294,0.104411764705882,0.0517948717948718,0.0557638888888889,0.0333333333333333,0.106769480519481,0.041025641025641,-0.00552160258042611,-0.138222222222222,0.129636035205042,-0.0417989417989418,0.00635964912280701,0.00833333333333333,0.0333333333333333,-0.158429502986465,-0.12,0,-0.0333333333333333,-0.04,-0.13951048951049,-0.0636993367722918,-0.0721739130434783,0.0369602321215224,0.0411294352823588,0.00952380952380952,0.00416666666666667,0.0165130568356375,-0.26130881284166,0.017747624736872,0.0261904761904762,-0.104411764705882,-0.104411764705882,-0.101972740315638,0.183333333333333,-0.120497481008141,-0.09,-0.0937037037037037,-0.09,-0.106861598440546,-0.117945940684918,-0.121192281390301
"Jagged",0.154285714285714,0.155058275058275,0.133846153846154,0.08,0.171907335907336,0,-0.128019323671498,0,-0.144444444444444,-0.2,-0.188444444444444,-0.2,0,0.0642857142857143,-0.062,0.08,0.162857142857143,0.0806060606060606,0.1,0.135249042145594,0.12,-0.0309090909090909,-0.0888888888888889,0.136714975845411,-0.0333333333333333,0.0222222222222222,0,0,-0.158333333333333,0,0,0,-0.1,-0.117948717948718,-0.126666666666667,-0.06,0.0380952380952381,-0.0666666666666667,0,-0.0333333333333333,-0.00833333333333333,-0.284690799396682,-0.000641025641025639,-0.0333333333333333,-0.08,-0.08,-0.107272727272727,0.22,-0.149719298245614,-0.1,-0.08,-0.1,-0.133846153846154,-0.175152734589354,-0.182530802530803
"DELTA",0.154285714285714,0.155058275058275,0.133846153846154,0.08,0.171907335907336,0,-0.128019323671498,0,-0.144444444444444,-0.2,-0.188444444444444,-0.2,0,0.0642857142857143,-0.062,0.08,0.162857142857143,0.0806060606060606,0.1,0.135249042145594,0.12,-0.0309090909090909,-0.0888888888888889,0.136714975845411,-0.0333333333333333,0.0222222222222222,0,0,-0.158333333333333,0,0,0,-0.1,-0.117948717948718,-0.126666666666667,-0.06,0.0380952380952381,-0.0666666666666667,0,-0.0333333333333333,-0.00833333333333333,-0.284690799396682,-0.000641025641025639,-0.0333333333333333,-0.08,-0.08,-0.107272727272727,0.22,-0.149719298245614,-0.1,-0.08,-0.1,-0.133846153846154,-0.175152734589354,-0.182530802530803
"ERK",0.344876841954644,0.336065186765443,0.313388606839792,0.288197767145136,0.482739997083316,0.224561403508772,-0.10353729887064,0.216666666666667,-0.100507797907348,-0.0953983088562528,-0.100507797907348,-0.103809523809524,0.166666666666667,0.109530989875817,-0.0120552345680844,-0.0561865911865912,0.00763067095133334,0.0537241310063177,-0.0201631701631702,0.36340015037041,-0.0048347030098855,-0.00877600204388269,-0.0869807480564546,0.0773595646311786,0.0779419737918067,0.0809084542908072,0.0726731601731602,0.0696428571428571,-0.299296776194497,0.116250917094644,0.0571428571428571,-0.0866666666666667,-0.139655172413793,-0.151485105110803,0.0248906571132143,0.0145842504279775,-0.078549876527369,-0.0708297084123272,-0.106666666666667,-0.0809084542908072,-0.135810564663024,-0.489148594767023,-0.148854042923893,-0.124699453551913,0.0561865911865912,0.0561865911865912,0.0532162941568882,0.128788411157343,-0.284141940613589,-0.247435897435897,-0.28030303030303,-0.255330634278003,-0.30561631351105,-0.339581203162962,-0.354815186765443
"MEK",0.315771150897733,0.313388606839792,0.288197767145136,0.255330634278003,0.466016960630855,0.166666666666667,-0.09109635398875,0.166666666666667,-0.0953983088562528,-0.103809523809524,-0.100507797907348,-0.113333333333333,0.1,0.097052357397185,-0.0171869960105254,-0.0622183372183372,-0.0048347030098855,0.0398687093195707,-0.0393939393939394,0.348050468263234,-0.0201631701631702,-0.0104916883183925,-0.0730272596843616,0.0709028717177928,0.0753589479615484,0.0809084542908072,0.0696428571428571,0.0571428571428571,-0.284250479898201,0.139655172413793,0.1,-0.0666666666666667,-0.15,-0.131707946336429,0.0145842504279775,0.116250917094644,-0.0779419737918067,-0.0663928483440679,-0.0866666666666667,-0.0726731601731602,-0.124699453551913,-0.471835700267474,-0.135810564663024,-0.106666666666667,0.0622183372183372,0.0622183372183372,0.0561865911865912,0.130730158730159,-0.272435795745755,-0.216666666666667,-0.247435897435897,-0.224561403508772,-0.28030303030303,-0.320077983291757,-0.336065186765443
"Csn",0.274737370160529,0.266096316373896,0.247446798689009,0.223002354244564,0.524226942064495,0.166666666666667,-0.0881157981803143,0.166666666666667,-0.122238458059354,-0.119674355495251,-0.124863756388709,-0.118181818181818,0.133333333333333,0.178727845921174,0.0142402992052361,-0.239228867487177,-0.0722027972027972,0.086497573813636,-0.0909090909090909,0.579623955866403,-0.0818181818181818,-0.0212752783922991,-0.0736852689793866,0.0690339123242349,0.0120496894409938,-0.129133333333333,-0.128333333333333,-0.12,-0.242309237770568,0.103939393939394,-0.02,-0.0142857142857143,-0.0766666666666667,-0.19124812949876,0.111488095238095,0.105238095238095,-0.010764342397292,-0.00592469545957918,-0.0253968253968254,0.128333333333333,-0.0502257599031793,-0.181691571956558,-0.0592421533458022,-0.0405483405483405,0.239228867487177,0.239228867487177,0.236733665951669,0.167845036319613,-0.0837393565709437,-0.197701149425287,-0.223002354244564,-0.197701149425287,-0.247019821493473,-0.145789578996198,-0.283835342230781
"RAF",0.279735114861697,0.288197767145136,0.255330634278003,0.224561403508772,0.445724073601566,0.1,-0.0752233381157341,0.1,-0.103809523809524,-0.113333333333333,-0.0953983088562528,-0.133333333333333,0,0.0772325375773652,-0.0219489007724302,-0.0613636363636364,-0.0201631701631702,0.0210162503031773,-0.0666666666666667,0.326674546887313,-0.0393939393939394,-0.00460933537721603,-0.0632233381157341,0.0574108082257293,0.0743688489516474,0.0726731601731602,0.0571428571428571,0.1,-0.265019710667431,0.15,0.1,-0.1,-0.1,-0.105392156862745,0.116250917094644,0.139655172413793,-0.0753589479615484,-0.0627564847077042,-0.0666666666666667,-0.0696428571428571,-0.106666666666667,-0.451884362067961,-0.124699453551913,-0.0866666666666667,0.0613636363636364,0.0613636363636364,0.0622183372183372,0.126285714285714,-0.256042353122805,-0.166666666666667,-0.216666666666667,-0.166666666666667,-0.247435897435897,-0.299590178413708,-0.313388606839792
"NFB",-0.011306990881459,0.0319771627452383,0.0163653483992467,0.00111111111111111,0.23783686349117,-0.0388888888888889,-0.0706293319505661,-0.0388888888888889,-0.197179797979798,-0.197979797979798,-0.198445620764608,-0.188888888888889,-0.05,-0.0288389874844058,-0.184673202614379,-0.116420848137829,-0.0660550202485686,0.0674346033950721,-0.0766233766233766,0.326717302305538,-0.0718614718614718,-0.0244804602114467,-0.0649267399267399,0.0557082361075102,-0.102970297029703,-0.207949377949378,-0.197619047619048,-0.114285714285714,-0.174447581535316,0.0388571428571429,-0.1,0.12,-0.0428571428571429,-0.152353930222783,0.047484593837535,0.0455238095238095,0.100368066546432,0.107048872180451,0.1,0.205727155727156,0.0859514687100894,-0.305659898514107,0.0811321916016557,0.0962962962962963,0.116420848137829,0.116420848137829,0.116420848137829,0.176070322865989,-0.0617990073390651,0.0158119658119658,-0.00111111111111111,0.0158119658119658,-0.0168414481897628,-0.0248253459585039,-0.0433497117648461
"SHH",-0.371428571428571,-0.323333333333333,-0.25,-0.2,-0.354025974025974,-0.1,-0.05,0,0,-0.1,0,0,0,-0.125,-0.1,-0.05,-0.233333333333333,-0.202857142857143,-0.1,-0.28974358974359,-0.2,0.0333333333333333,-0.1,0,0.0666666666666667,-0.05,0,0,0.116666666666667,0.1,0,0,0,0.06,0.14,0.2,-0.0166666666666667,-0.0666666666666667,0,0.1,0.0666666666666667,0.29816091954023,-0.0133333333333333,0.1,0.05,0.05,0.0423076923076923,0,0.168055555555556,0,0.1,0.1,0.15,0.279713261648746,0.362222222222222
"Patched",-0.444155844155844,-0.362222222222222,-0.323333333333333,-0.25,-0.385894105894106,-0.1,-0.025,0,0,0,0.025,-0.1,-0.1,-0.165,-0.111111111111111,-0.0423076923076923,-0.278787878787879,-0.221375661375661,-0.2,-0.327838827838828,-0.233333333333333,0.0476190476190476,-0.0666666666666667,-0.0416666666666667,0.0166666666666667,-0.0642857142857143,-0.1,0,0.113440860215054,0.2,0,0,-0.1,0.131428571428571,0.101538461538462,0.14,-0.0166666666666667,-0.0128205128205128,0.1,0.05,-0.0133333333333333,0.331494252873563,0.0366666666666667,0.0666666666666667,0.0423076923076923,0.0423076923076923,0.0548076923076923,-0.0333333333333333,0.202036138079827,0.1,0.15,0.2,0.225,0.310268817204301,0.39814455231931
"SMO",-0.495879982086879,-0.39814455231931,-0.362222222222222,-0.323333333333333,-0.411475501242943,-0.2,-0.0199152542372881,-0.1,0.025,0,0.00337837837837838,0,-0.1,-0.168448275862069,-0.131699346405229,-0.0548076923076923,-0.288787878787879,-0.246375661375661,-0.233333333333333,-0.357935915217469,-0.278787878787879,0.0261000602772755,-0.0416666666666667,-0.0331920903954802,0.0166666666666667,-0.0842857142857143,-0.05,-0.1,0.142012288786482,0.14,0,0.1,-0.2,0.12031746031746,0.0742657342657343,0.101538461538462,-0.0182539682539683,-0.00805860805860806,0.0666666666666667,0.0642857142857143,0.0366666666666667,0.361018062397373,0.07,-0.0133333333333333,0.0548076923076923,0.0548076923076923,0.0571332737030412,-0.0596491228070175,0.21716528937134,0.15,0.225,0.25,0.263888888888889,0.345220273514981,0.430475379386979
"FUS",-0.537494888919177,-0.430475379386979,-0.39814455231931,-0.362222222222222,-0.433811267666301,-0.25,-0.0156207757096808,-0.15,0.00337837837837838,0.025,0.00125071880391029,0,-0.2,-0.193448275862069,-0.13955274954659,-0.0571332737030412,-0.309242424242424,-0.269267227640722,-0.278787878787879,-0.379675045652251,-0.288787878787879,0.0389713474059883,-0.0400273224043716,-0.0583454646286091,0.0182539682539683,-0.091978021978022,-0.0642857142857143,-0.05,0.164653798220445,0.101538461538462,-0.1,0.0666666666666667,-0.14,0.13990508918344,0.0892082630013664,0.0742657342657343,-0.0137378392217102,-0.00660933269628922,-0.0133333333333333,0.0842857142857143,0.07,0.385973179093962,0.0831313131313131,0.0366666666666667,0.0571332737030412,0.0571332737030412,0.0628101295982377,-0.10195681511471,0.242096796220655,0.225,0.263888888888889,0.323333333333333,0.298504273504273,0.368870180405111,0.454931901126109
"SUFU",-0.573326270652198,-0.454931901126109,-0.430475379386979,-0.39814455231931,-0.451408290526481,-0.323333333333333,0.00225362042558493,-0.225,0.00125071880391029,0.00337837837837838,0.000659002827578931,0.025,-0.25,-0.209081030204501,-0.147181615525971,-0.0628101295982377,-0.32511544011544,-0.288032073246422,-0.288787878787879,-0.399469390125259,-0.309242424242424,0.0389713474059883,-0.0370333104283237,-0.0636594742904448,0.0137378392217102,-0.0926491629176193,-0.0842857142857143,-0.0642857142857143,0.181519215596935,0.0742657342657343,-0.05,-0.0133333333333333,-0.101538461538462,0.155823456530378,0.0913359225758345,0.0892082630013664,-0.015816361161664,0.000619582966361384,0.0366666666666667,0.091978021978022,0.0831313131313131,0.406606007043863,0.0997336297336297,0.07,0.0628101295982377,0.0628101295982377,0.071354433395706,-0.106851920009815,0.255073109299955,0.263888888888889,0.298504273504273,0.362222222222222,0.330846280939218,0.393563222697062,0.478512463785956
"TCFLEF",0.285971672771673,-0.205454299855195,-0.0805974842767296,-0.0516666666666667,-0.515152142582011,0.0166666666666667,0.01674849370902,0.0137254901960784,0.0615613105289263,0.0540846750149076,0.0642103171514428,0.0564102564102564,0.0666666666666667,-0.0980855101663281,0.0222999972272426,0.261754833224147,0.188261880664537,-0.0244652754327908,0.207667782560179,-0.478910432468666,0.195903076677826,0.0459469045011214,0.0985405525846702,-0.0528573896863371,-0.00345803903698641,0.189492832553141,0.176519480519481,0.180519480519481,0.197478762520604,-0.109442508710801,0.171428571428571,-0.15,0.0728571428571429,0.0409840657574505,-0.114748631159781,-0.106585365853659,0.00326683444807627,-0.0273691756272401,-0.103333333333333,-0.182971093422706,-0.0713824884792627,0.365240814869797,-0.0597260467614713,-0.0842857142857143,-0.261754833224147,-0.261754833224147,-0.260309366732689,-0.0292958697988638,0.0688515420126054,0.0212745098039216,0.0546078431372549,0.0183333333333333,0.0838003897211058,0.0853845143028682,0.228392444185091
"ZEB1",-0.501725690241283,-0.504600562564786,-0.474281413628616,-0.44372585807306,-0.409798957276405,-0.351282051282051,0.0170722428055526,-0.338095238095238,-0.372884369997742,-0.368315842078961,-0.382726889682782,-0.34367816091954,-0.266666666666667,-0.0922027921855731,-0.395883250988905,-0.184657231655481,-0.0211857883649328,-0.0354127121139036,0.0208333333333333,-0.235868147737303,-0.00465686274509805,0.182893174479103,-0.00379193452559763,0.233083925070432,-0.247701874859419,-0.28154607831053,-0.259649122807018,-0.233333333333333,-0.0892406890578054,0.113333333333333,-0.233333333333333,0.233333333333333,-0.133333333333333,-0.0996285597059292,0.114369871296536,0.11921568627451,0.250586490244034,0.238705448265034,0.283333333333333,0.274403221167673,0.333511586452763,0.326093180856641,0.35379628396166,0.306060606060606,0.184657231655481,0.184657231655481,0.18953912141926,0.176374269005848,0.395036778546673,0.379558652729384,0.427635575806308,0.392745465916198,0.457532483022802,0.52018374920955,0.528866707378876
"miR200",-0.384739196421439,-0.381256648068403,-0.360621727433482,-0.329161053276179,-0.330687664862376,-0.24,0.0342517921146953,-0.24,-0.281261859582543,-0.260294117647059,-0.284168836326729,-0.258333333333333,-0.2,-0.0756457093042459,-0.290034178500436,-0.17107156525067,-0.0183607469872812,-0.0241381762966515,0.00610837438423646,-0.153950481054665,-0.00423645320197044,0.0733874239350913,0.0253623188405797,0.198118279569893,-0.133842768179051,-0.156583912611718,-0.125263157894737,-0.12,-0.0511236911236911,0.0757142857142857,-0.1,0.12,-0.0857142857142857,-0.0473046657808186,0.0722820037105752,0.0620779220779221,0.137918003288769,0.126751412429379,0.12,0.145263157894737,0.178987341772152,0.23559969093286,0.190943863511282,0.16,0.17107156525067,0.17107156525067,0.178303485450171,0.139948420373952,0.366697467812747,0.292,0.315943661971831,0.305217391304348,0.346712892741062,0.386318820869374,0.400044526856282
"IKK",0.0276190476190476,-0.0163653483992467,-0.00111111111111111,0.0158119658119658,-0.225544504687184,0.05,0.0648822055137845,0.05,0.197979797979798,0.188888888888889,0.197179797979798,0.2,0.1,0.0395959595959596,0.186895424836601,0.119237749546279,0.0718614718614718,-0.0566432364885973,0.0909090909090909,-0.31456043956044,0.0766233766233766,0.0217614269788183,0.0553113553113553,-0.0453634085213033,0.1,0.205727155727156,0.114285714285714,0.1,0.160474978795589,-0.0428571428571429,0,-0.1,0,0.138251366120219,-0.0455238095238095,-0.0388571428571429,-0.102970297029703,-0.105263157894737,-0.12,-0.197619047619048,-0.0962962962962963,0.293871280627928,-0.0859514687100894,-0.1,-0.119237749546279,-0.119237749546279,-0.116420848137829,-0.166596638655462,0.0513656205011839,-0.0388888888888889,-0.0158119658119658,-0.0388888888888889,0.00111111111111111,0.0143712804885989,0.0319771627452383
