"","TGFR","TGF","MEK","cfos","cMet","CD44","AKT","SRC","IKK","NFB","Wnt","Frizzled","FUS","DSH","SHH","SUFU","RKIP","TWIST1","SNAI2","GSK3","RAS","RAF","PI3K","DELTA","FOXC2","TrCP","LIV1","AXIN2","Patched","Csn","SMO","SNAI1","STAT","GLI","ILK","SMAD","EGR1","TCFLEF","cateninnuc","ERK","HEY1","Destcompl","SOSGRB2","Csl","NOTCHic","NOTCH","PAK1","Jagged","CDC42","cateninmemb","Ecadherin","miR200","ZEB2","ZEB1","KLF4"
"TWIST1",0.185948275862069,0.187087228026078,0.0789245989730979,0.0797101449275362,-0.056855791962175,-0.0572573983878778,0.00769230769230769,-0.0611111111111111,0.00769230769230769,0.00769230769230769,-0.057953216374269,-0.0611111111111111,0.177777777777778,-0.0666666666666667,0.181450630196969,0.166666666666667,0.0825015890233281,0.0957102902182994,-0.343178532138734,-0.0897051907698002,-0.100653874332099,-0.100996340085524,-0.100996340085524,-0.100996340085524,0.0946214232129461,0,0.0666666666666667,0.0603099588583459,-0.182928462709285,0,-0.189777777777778,-0.0996170925322346,0.0666666666666667,0.058753216374269,-0.152497952497952,-0.154148117514454,-0.0666666666666667,0.0561854228901748,0.0568179703312329,-0.0744469870327994,-0.146886446886447,0.0776742942807531,-0.220107962213225,0.0162962962962963,0.0137321937321937,0.0118454012793635,-0.18,-0.0503372308806583,-0.183448275862069,0.0846017144319037,0.0498808731533387,0.0640062187751109,-0.0826668774037195,-0.0826668774037195,-0.0873775276214301
"Jagged",0.255555555555556,0.227555555555556,0.186666666666667,0.2,-0.04,-0.0630769230769231,0.0222222222222222,-0.1,0.0333333333333333,0,-0.04,-0.1,0,0,0.0602564102564102,0,0.0769230769230769,0.129,-0.237129210658622,-0.0854406130268199,-0.129090909090909,-0.12,-0.12,-0.12,0.0142857142857143,0,0,0.0685714285714286,-0.0833333333333333,0,-0.0333333333333333,-0.141666666666667,0,0.0630769230769231,-0.0666666666666667,-0.0714285714285714,-0.1,0.053986013986014,0.0506893106893107,-0.22,0.0333333333333333,0.0737142857142857,-0.26,0.1,0.12,0.105714285714286,-0.2,-0.0111688311688312,-0.2,0.106683738796415,0.066,0.0387878787878788,-0.0751207729468599,-0.0751207729468599,-0.105555555555556
"SMO",0.0866666666666667,0.0785585585585586,0.176783216783217,0.16,0.106666666666667,0.09,0.146857142857143,0.1,0.142857142857143,0.1,0.2125,0.2,-0.333333333333333,0.2,-0.213333333333333,-0.3,0.163333333333333,0.0521786492374728,0.216424740010947,0.168185212845407,0.242139982110912,0.251442307692308,0.251442307692308,0.251442307692308,-0.171551724137931,0,-0.1,-0.0143454246902523,0.213333333333333,-0.1,0.213333333333333,-0.192703533026114,-0.1,-0.195833333333333,-0.01,-0.0179365079365079,-0.1,-0.0948543689320388,-0.0941024892327907,-0.167692307692308,-0.021978021978022,-0.164755244755245,0.0403508771929825,-0.2,-0.227272727272727,-0.232272727272727,-0.0666666666666667,-0.0908465608465608,-0.0866666666666667,-0.0768490099871246,0.0316313585465952,0.0378541289933695,-0.0646892655367232,-0.0646892655367232,-0.0777777777777778
"RKIP",0.118095238095238,0.132113929684023,0.153749082905356,0.12,0.128070175438597,0.135762483130904,0.0419372294372294,0.133333333333333,0.0267857142857143,0.0142857142857143,0.123333333333333,0.133333333333333,0.1,0.1,0.0761967213114754,0.1,0.0780112044817927,0.0758348187759953,-0.254743253482544,0.0839243498817967,0.0806388056388056,0.0814935064935065,0.0814935064935065,0.0814935064935065,-0.0634394341290893,0,0,-0.102625410220347,-0.068,0,-0.08,-0.24139968499349,-0.1,-0.131025641025641,-0.102053915275995,-0.101063816266094,-0.07,-0.133664581033002,-0.129847787139872,-0.130344827586207,-0.104142469996129,-0.266761129538924,-0.0848253968253968,-0.0333333333333333,-0.0515151515151515,-0.0592074592074592,-0.133333333333333,-0.141549438111408,-0.113333333333333,-0.195774093421152,-0.176227884149793,0.0105994692743267,-0.0574108082257293,-0.0574108082257293,-0.0514108082257293
"RAF",0.118095238095238,0.132113929684023,0.153749082905356,0.12,0.128070175438597,0.135762483130904,0.0419372294372294,0.133333333333333,0.0267857142857143,0.0142857142857143,0.123333333333333,0.133333333333333,0.1,0.1,0.0761967213114754,0.1,0.0780112044817927,0.0758348187759953,-0.254743253482544,0.0839243498817967,0.0806388056388056,0.0814935064935065,0.0814935064935065,0.0814935064935065,-0.0634394341290893,0,0,-0.102625410220347,-0.068,0,-0.08,-0.24139968499349,-0.1,-0.131025641025641,-0.102053915275995,-0.101063816266094,-0.07,-0.133664581033002,-0.129847787139872,-0.130344827586207,-0.104142469996129,-0.266761129538924,-0.0848253968253968,-0.0333333333333333,-0.0515151515151515,-0.0592074592074592,-0.133333333333333,-0.141549438111408,-0.113333333333333,-0.195774093421152,-0.176227884149793,0.0105994692743267,-0.0574108082257293,-0.0574108082257293,-0.0514108082257293
"MEK",0.132113929684023,0.130654075669425,0.0620824162386892,0.130344827586207,0.135762483130904,0.133664581033002,0.0525254647313471,0.128070175438597,0.0419372294372294,0.0267857142857143,0.131025641025641,0.123333333333333,0.08,0.133333333333333,0.0729287474552663,0.1,0.0727480465870559,0.0754685184096949,-0.257662961511741,0.082204448161895,0.079051504051504,0.0806388056388056,0.0806388056388056,0.0806388056388056,-0.0589349296245848,0,-0.1,-0.0990218066167433,-0.0761967213114754,-0.0142857142857143,-0.068,-0.239476608070414,-0.133333333333333,-0.128927738927739,-0.101063816266094,-0.102908834716278,-0.12,-0.129847787139872,-0.129847787139872,-0.153749082905356,-0.10596065181431,-0.26529669439248,-0.0914920634920635,-0.0515151515151515,-0.0592074592074592,-0.0686965103023497,-0.113333333333333,-0.139910093849112,-0.118095238095238,-0.193335069030908,-0.177502929687134,0.00533631137958983,-0.0558235066384277,-0.0558235066384277,-0.0553323768531803
"cateninmemb",-0.0129608277900961,-0.0156733051861178,0.11398974585148,0.122673796791444,0.0248220622930669,0.022480925169321,0.117450697450697,0.0204742362061103,0.122645502645503,0.115238095238095,0.0256466499992138,0.0204742362061103,-0.05,0.0274509803921569,-0.0311737998475997,-0.0333333333333333,0.0438429236182045,0.0119158481517995,0.132208212607336,0.079058488360363,0.116130926801318,0.116410256410256,0.116410256410256,0.116410256410256,-0.106151870458533,-0.1,-0.0333333333333333,-0.0346990657958494,0.0280241935483871,-0.12,0.03125,-0.0558180911612131,-0.0274509803921569,-0.0229799833325471,0.00144927536231884,0.00072288311050286,-0.110909090909091,-0.0238507881830197,-0.0240375295462316,-0.117519157616186,-0.0162730912987526,-0.0873524649250103,0.0812727573651109,-0.123827751196172,-0.124858679031224,-0.123743437395536,0.0130909090909091,-0.02470893739733,0.0144242424242424,0.116476134007869,0.155906145437121,0.0425382046052437,-0.0549201062315672,-0.0549201062315672,-0.0557430848570089
"NFB",0.199034343434343,0.200933077611559,0.0469393090569561,0.0262857142857143,-0.0373504273504274,-0.0356555120961901,0.0149335049335049,-0.0388888888888889,0.0104890604890605,0.00238095238095238,-0.0373504273504274,-0.0388888888888889,0.1,-0.0388888888888889,0.101988028743326,0.12,0.127140255009107,0.203800186741363,-0.299881455422129,0.0288127558715794,-0.0837130138779785,-0.0842105263157895,-0.0842105263157895,-0.0842105263157895,0.0517692577453534,-0.1,0.05,0.0488196555217832,-0.103192848020434,-0.0857142857142857,-0.0962962962962963,-0.131645733362768,0.0388888888888889,0.0362268318448094,-0.111509900990099,-0.113368637049579,-0.0142857142857143,0.0377652167375403,0.0372161971296971,-0.0462857142857143,-0.106501547987616,-0.125899301816124,-0.138666519239275,0.0766233766233766,0.0718614718614718,0.068635665409859,-0.188888888888889,-0.0375407303023561,-0.193434343434343,0.0941046686506032,0.0834634338283991,0.0248171312902693,-0.041847377063348,-0.041847377063348,-0.0363553113553114
"IKK",0.193434343434343,0.199034343434343,0.0462857142857143,0.0142857142857143,-0.0388888888888889,-0.0373504273504274,0.0104890604890605,-0.0388888888888889,0.00238095238095238,0.0857142857142857,-0.0388888888888889,-0.0388888888888889,0.12,-0.05,0.103192848020434,0.1,0.127140255009107,0.204117647058824,-0.298255439161966,0.0295970695970696,-0.0842105263157895,-0.0842105263157895,-0.0842105263157895,-0.0842105263157895,0.0513708513708514,0,0.1,0.0502380952380952,-0.0962962962962963,-0.1,-0.1,-0.131919705965507,0.05,0.0373504273504274,-0.1125,-0.111509900990099,0,0.0356555120961901,0.0377652167375403,-0.0262857142857143,-0.106501547987616,-0.126231527729745,-0.133403361344538,0.0909090909090909,0.0766233766233766,0.0718614718614718,-0.2,-0.0368213058419244,-0.188888888888889,0.0937878787878788,0.0836239474720588,0.0214938684503902,-0.0361002506265664,-0.0361002506265664,-0.0421245421245421
"ILK",-0.0181176470588235,-0.0108005738880918,-0.000270928043348471,0.0523809523809524,-0.179710144927536,-0.175094760312152,-0.0638009049773756,-0.166666666666667,-0.0509803921568627,-0.0333333333333333,-0.179710144927536,-0.166666666666667,0.05,-0.2,0.0707264957264957,0,-0.0685358758888171,-0.00900564549887429,-0.110869696888424,-0.0771524771524772,-0.118834133902627,-0.122943722943723,-0.122943722943723,-0.122943722943723,0.0267247386759582,0,0.1,0.11,-0.0679487179487179,0.0333333333333333,-0.0833333333333333,0.04914653784219,0.2,0.175094760312152,-0.0454101640656262,-0.0446101640656262,-0.0666666666666667,0.168880071046615,0.167436772077543,-0.0112044817927171,-0.0490633303063936,0.247565027768191,-0.147692307692308,-0.025,-0.025,-0.0120967741935484,0,0.0352631578947368,-0.00588235294117647,0.0716014357656967,0.0253951671046817,0.0177833944227387,-0.0117463524676631,-0.0117463524676631,-0.00109649122807017
"TCFLEF",0.0451986468939305,0.0471854018608179,0.0110187489629998,0.012787456445993,-0.0834401709401709,-0.0834401709401709,-0.0988481630571392,-0.0791666666666667,-0.0977612065354001,-0.100987012987013,-0.0885872297637004,-0.0843137254901961,0.0966666666666667,-0.0843137254901961,0.116632175134055,0.116666666666667,0.0337897782063645,0.051385705234536,-0.183427000109664,0.124466264597551,-0.13483508305419,-0.133126804473375,-0.133126804473375,-0.133126804473375,-0.021784496961898,0.0857142857142857,0.0666666666666667,0.0158021978021978,-0.114178187403994,0.112987012987013,-0.110952380952381,-0.0550577804343495,0.0791666666666667,0.0892083477761227,-0.00708620034935824,-0.00957186000518999,0.00428571428571428,-0.016674376597057,-0.0170180192087409,-0.013739837398374,0.0328498112728772,-0.0934697188087977,-0.148810072163366,0.192332217439821,0.190371433126096,0.192697014521445,-0.041025641025641,0.0739795345270437,-0.0480023852116875,0.0808526249959117,0.0875620159438085,-0.00649055094838228,-0.00776723374091795,-0.00776723374091795,-0.001849376114082
"GSK3",0.0983810533757511,0.0981246431193409,0.00398691135146244,-0.00562091503267973,-0.165835532539959,-0.163930770635197,0.0199848953728264,-0.17312030075188,0.016566091954023,0.0154166666666667,-0.16593075826822,-0.17312030075188,0.0811688311688312,-0.180263157894737,0.0718812508124746,0.0954545454545455,-0.0602247752247752,0.0991757672366355,-0.228587973370827,-0.257447891106839,-0.175047866413265,-0.17966971515276,-0.17966971515276,-0.17966971515276,0.126573190171721,-0.0466666666666667,0.175,0.108064756020124,-0.0781013465062545,-0.0341666666666667,-0.0811688311688312,0.0430063235270515,0.180263157894737,0.164515663928597,-0.0500538207812672,-0.0502037458187485,-0.00549019607843138,0.165444572950424,0.165115625582003,-0.00114600226055335,-0.0505589635691117,0.231767199841453,-0.181531480431083,0.00658263305322129,0.00308612955671779,-0.00184893537834714,-0.0892753623188406,0.0242871944151189,-0.0959420289855072,0.0856768223011333,0.0346139315284843,0.0133524847414759,-0.00722775095787845,-0.00722775095787845,-0.00634149754172772
"Frizzled",0.0892753623188406,0.0959420289855072,-0.00562091503267973,0.0466666666666667,-0.180263157894737,-0.17312030075188,0.0154166666666667,-0.175,0.0341666666666667,0.0466666666666667,-0.180263157894737,-0.175,0.05,-0.1,0.0811688311688312,0,-0.0754761904761905,0.100210084033613,-0.232913086043729,-0.163782654127482,-0.186112292183573,-0.193198906356801,-0.193198906356801,-0.193198906356801,0.131449016100179,-0.1,0.1,0.110091613812544,-0.0811688311688312,-0.0666666666666667,-0.0954545454545455,0.0488785369220152,0.2,0.17312030075188,-0.0566487775790101,-0.0557141981397578,-0.0666666666666667,0.165835532539959,0.163930770635197,-0.00549019607843138,-0.0592580469176214,0.230775156088815,-0.2,-0.00714285714285715,-0.00714285714285715,0.00658263305322129,-0.1,0.0271412655971479,-0.106666666666667,0.0860889157923056,0.0348662483595607,0.0149715909090909,-0.00655851811866983,-0.00655851811866983,0.00364145658263305
"DSH",0.0959420289855072,0.0983810533757511,0.00114600226055335,0.00549019607843138,-0.17312030075188,-0.165835532539959,0.016566091954023,-0.180263157894737,0.0154166666666667,0.0341666666666667,-0.17312030075188,-0.180263157894737,0.0954545454545455,-0.175,0.0781013465062545,0.05,-0.06498667998668,0.0987916443173014,-0.229537067417419,-0.158446227213329,-0.17966971515276,-0.186112292183573,-0.186112292183573,-0.186112292183573,0.129284513935677,-0.0666666666666667,0.2,0.108825791027734,-0.0811688311688312,-0.0466666666666667,-0.0811688311688312,0.0451104209799862,0.175,0.16593075826822,-0.0557141981397578,-0.0500538207812672,-0.0466666666666667,0.163930770635197,0.165444572950424,0.00562091503267973,-0.0557492749877968,0.230393476699502,-0.182926829268293,-0.00714285714285715,0.00658263305322129,0.00308612955671779,-0.106666666666667,0.0232652966048999,-0.0892753623188406,0.08549998764154,0.0337248962963474,0.00948378603104213,-0.00262151024465408,-0.00262151024465408,-0.0109216502134835
"AKT",0.0108005738880918,0.00928999986996493,-0.00352654031108191,-0.0112044817927171,0.175094760312152,0.168880071046615,-0.0351889940125234,0.179710144927536,0.0638009049773756,0.0509803921568627,0.175094760312152,0.179710144927536,-0.0833333333333333,0.166666666666667,-0.068621232568601,-0.05,0.0617035777521711,0.0111463182817489,0.108156129049228,0.0723137674750578,0.113291965227928,0.118834133902627,0.118834133902627,0.118834133902627,-0.0267247386759582,-0.0333333333333333,-0.2,-0.109638989169675,0.0707264957264957,-0.0333333333333333,0.0679487179487179,-0.0468908987444457,-0.166666666666667,-0.168949508915504,0.0446101640656262,0.0382128576683198,0.0523809523809524,-0.167436772077543,-0.168975233616004,-0.000270928043348471,0.0468076912086492,-0.247151462838497,0.12991452991453,0.025,0.0120967741935484,0.0133162863886703,0.00588235294117647,-0.0319518996165912,-0.0181176470588235,-0.0717033725648812,-0.0241830458925605,-0.0108315227649847,0.00558196890601931,0.00558196890601931,0.0156264057579847
"Wnt",0.106666666666667,0.0892753623188406,0.00549019607843138,0.0666666666666667,-0.175,-0.180263157894737,0.0341666666666667,-0.2,0.0466666666666667,0.0666666666666667,-0.175,-0.1,0,0,0.0811688311688312,0,-0.0933333333333333,0.0973529411764706,-0.238275862068966,-0.168025078369906,-0.193198906356801,-0.197744360902256,-0.197744360902256,-0.197744360902256,0.143076923076923,-0.1,0,0.119393939393939,-0.0954545454545455,-0.1,-0.05,0.0552277432712215,0.1,0.180263157894737,-0.058974358974359,-0.0566487775790101,-0.1,0.17312030075188,0.165835532539959,-0.0466666666666667,-0.0656410256410257,0.233692927972104,-0.209090909090909,-0.05,-0.00714285714285715,-0.00714285714285715,-0.1,0.030171568627451,-0.1,0.0940254237288135,0.03416694766026,0.000909090909090909,0.00631276901004304,0.00631276901004304,-0.00588235294117647
"PI3K",0.0181176470588235,0.0108005738880918,0.000270928043348471,-0.0523809523809524,0.179710144927536,0.175094760312152,0.0638009049773756,0.166666666666667,0.0509803921568627,0.0333333333333333,0.179710144927536,0.166666666666667,-0.05,0.2,-0.0707264957264957,0,0.0685358758888171,0.00900564549887429,0.110869696888424,0.0771524771524772,0.118834133902627,0.122943722943723,0.122943722943723,0.122943722943723,-0.0267247386759582,0,-0.1,-0.11,0.0679487179487179,-0.0333333333333333,0.0833333333333333,-0.04914653784219,-0.2,-0.175094760312152,0.0454101640656262,0.0446101640656262,0.0666666666666667,-0.168880071046615,-0.167436772077543,0.0112044817927171,0.0490633303063936,-0.247565027768191,0.147692307692308,0.025,0.025,0.0120967741935484,0,-0.0352631578947368,0.00588235294117647,-0.0716014357656967,-0.0253951671046817,-0.0177833944227387,0.0117463524676631,0.0117463524676631,0.00109649122807017
"Csn",-0.117835646940125,-0.115687675579743,-0.0683495670995671,-0.0639393939393939,-0.128680238194156,-0.124680238194156,0.0391333333333333,-0.129885057471264,0.0383333333333333,0.0466666666666667,-0.128680238194156,-0.129885057471264,0.0253968253968254,-0.133333333333333,0.0166816995214668,0.0142857142857143,-0.140423634397562,-0.014837930497117,-0.0753653582404212,-0.144589771641962,-0.130523325794207,-0.134554035966951,-0.134554035966951,-0.134554035966951,0.124000606383532,0.02,0.133333333333333,0.0952282027069562,-0.0191407159149095,-0.055,-0.0223665223665224,0.146506123211371,0.133333333333333,0.124750107189789,0.0043258281573499,0.00715359165349386,0.0366666666666667,0.124680238194156,0.125341693395599,0.0704329004329004,0.00262735326688815,0.229995545372989,0.00704023982474346,-0.0338383838383838,-0.0299422799422799,-0.0309038184038184,0.109090909090909,0.0270514100861991,0.116553595658073,0.0331131893760569,-0.0129607357807704,-0.0127132729716549,0.0351050454921423,0.0351050454921423,0.0344509085685556
"SHH",-0.0666666666666667,-0.0866666666666667,-0.16,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,0,-0.2,-0.2,0.2,-0.2,0.213333333333333,0.2,-0.18,-0.05,-0.227662835249042,-0.176923076923077,-0.257692307692308,-0.25,-0.25,-0.25,0.175,0,0,0.019047619047619,-0.333333333333333,0,-0.3,0.2,0.1,0.2,0,0,0,0.106666666666667,0.09,0.1,0,0.168051948051948,-0.1,0.1,0.2,0.2,0,0.0942857142857143,-0.0333333333333333,0.0814336917562724,-0.0327777777777778,-0.0333333333333333,0.05,0.05,0.1
