"","GSK3","SOSGRB2","TGFR","CDC42","ZEB2","TGF","Destcompl","FOXC2","SUFU","cateninnuc","TWIST1","GLI","DSH","Wnt","Frizzled","LIV1","RAS","PI3K","DELTA","SHH","Patched","NOTCHic","KLF4","SNAI1","ERK","MEK","SMO","SMAD","FUS","miR200","Csl","IKK","cfos","ILK","HEY1","EGR1","RKIP","NFB","NOTCH","Jagged","RAF","AKT","SRC","cMet","AXIN2","TCFLEF","Csn","CD44","STAT","cateninmemb","PAK1","Ecadherin","TrCP","ZEB1","SNAI2"
"TrCP",-0.0938971861471862,0.0737761276127613,0.0637000254647313,0.0621848739495798,0.045467318033359,0.0620606812024363,-0.0747406032369998,0.0510145992795773,0.0333333333333333,-0.069184909046978,0.02288189346885,-0.0657305187086959,-0.09,-0.0662183235867446,-0.0714814814814815,-0.05,0.0767436198426155,0.0808345289335246,0.0808345289335246,0.0368307447232178,0.0248307447232178,0.0192307692307692,0.0566567785584179,0.00167346666002297,0.0743109801031688,0.0743109801031688,-0.0134408602150538,-0.00206519883939238,-0.0166666666666667,0.0259260264635003,-0.0115384615384615,-0.0471491228070175,-0.0895652173913043,-0.0214200375490698,-0.010322044859923,-0.12,-0.0470424603021288,-0.0208333333333333,-0.0445054945054945,-0.04217663599182,-0.0808345289335246,-0.0545565302144249,0.0714814814814815,0.0687787787787788,0.0635712736623602,0.0676676676676677,-0.0833333333333333,0.0687787787787788,0.09,0.0806052160168482,-0.0523809523809524,0.100224605423968,-0.133333333333333,-0.045467318033359,-0.126108899877726
"PAK1",-0.0938971861471862,0.0737761276127613,0.0637000254647313,0.0621848739495798,0.045467318033359,0.0620606812024363,-0.0747406032369998,0.0510145992795773,0.0333333333333333,-0.069184909046978,0.02288189346885,-0.0657305187086959,-0.09,-0.0662183235867446,-0.0714814814814815,-0.05,0.0767436198426155,0.0808345289335246,0.0808345289335246,0.0368307447232178,0.0248307447232178,0.0192307692307692,0.0566567785584179,0.00167346666002297,0.0743109801031688,0.0743109801031688,-0.0134408602150538,-0.00206519883939238,-0.0166666666666667,0.0259260264635003,-0.0115384615384615,-0.0471491228070175,-0.0895652173913043,-0.0214200375490698,-0.010322044859923,-0.12,-0.0470424603021288,-0.0208333333333333,-0.0445054945054945,-0.04217663599182,-0.0808345289335246,-0.0545565302144249,0.0714814814814815,0.0687787787787788,0.0635712736623602,0.0676676676676677,-0.0833333333333333,0.0687787787787788,0.09,0.0806052160168482,-0.0523809523809524,0.100224605423968,-0.133333333333333,-0.045467318033359,-0.126108899877726
"LIV1",-0.0938971861471862,0.0737761276127613,0.0637000254647313,0.0621848739495798,0.045467318033359,0.0620606812024363,-0.0747406032369998,0.0510145992795773,0.0333333333333333,-0.069184909046978,0.02288189346885,-0.0657305187086959,-0.09,-0.0662183235867446,-0.0714814814814815,-0.05,0.0767436198426155,0.0808345289335246,0.0808345289335246,0.0368307447232178,0.0248307447232178,0.0192307692307692,0.0566567785584179,0.00167346666002297,0.0743109801031688,0.0743109801031688,-0.0134408602150538,-0.00206519883939238,-0.0166666666666667,0.0259260264635003,-0.0115384615384615,-0.0471491228070175,-0.0895652173913043,-0.0214200375490698,-0.010322044859923,-0.12,-0.0470424603021288,-0.0208333333333333,-0.0445054945054945,-0.04217663599182,-0.0808345289335246,-0.0545565302144249,0.0714814814814815,0.0687787787787788,0.0635712736623602,0.0676676676676677,-0.0833333333333333,0.0687787787787788,0.09,0.0806052160168482,-0.0523809523809524,0.100224605423968,-0.133333333333333,-0.045467318033359,-0.126108899877726
"EGR1",-0.0938971861471862,0.0737761276127613,0.0637000254647313,0.0621848739495798,0.045467318033359,0.0620606812024363,-0.0747406032369998,0.0510145992795773,0.0333333333333333,-0.069184909046978,0.02288189346885,-0.0657305187086959,-0.09,-0.0662183235867446,-0.0714814814814815,-0.05,0.0767436198426155,0.0808345289335246,0.0808345289335246,0.0368307447232178,0.0248307447232178,0.0192307692307692,0.0566567785584179,0.00167346666002297,0.0743109801031688,0.0743109801031688,-0.0134408602150538,-0.00206519883939238,-0.0166666666666667,0.0259260264635003,-0.0115384615384615,-0.0471491228070175,-0.0895652173913043,-0.0214200375490698,-0.010322044859923,-0.12,-0.0470424603021288,-0.0208333333333333,-0.0445054945054945,-0.04217663599182,-0.0808345289335246,-0.0545565302144249,0.0714814814814815,0.0687787787787788,0.0635712736623602,0.0676676676676677,-0.0833333333333333,0.0687787787787788,0.09,0.0806052160168482,-0.0523809523809524,0.100224605423968,-0.133333333333333,-0.045467318033359,-0.126108899877726
"SNAI1",-0.101883984827054,0.0786817879901198,0.0620606812024363,0.0637000254647313,0.0468203315634943,0.0588348747508234,-0.0708480593773507,0.0577490338412037,-0.0166666666666667,-0.0694946664037152,0.0201126626996192,-0.0659133340651858,-0.0714814814814815,-0.0657305187086959,-0.0662183235867446,-0.09,0.0819981354419587,0.0767436198426155,0.0767436198426155,0.0253744340436062,0.0368307447232178,0.0445054945054945,0.0476225106456453,-0.0892518002438916,0.0743109801031688,0.0787952850359042,0.0248307447232178,0.00740589587155473,-0.0134408602150538,0.0237166124385244,-0.0192307692307692,-0.0545565302144249,-0.0743109801031688,-0.00206519883939238,0.00455890752102941,-0.0895652173913043,-0.0399294895908317,-0.0471491228070175,-0.0453218210361067,-0.0358236948153495,-0.0767436198426155,-0.067056530214425,0.0687787787787788,0.0687787787787788,0.0640374741285607,0.069184909046978,-0.0208333333333333,0.0676676676676677,0.0714814814814815,0.0825050433052766,-0.0621848739495798,0.0966345950181411,-0.0833333333333333,-0.0468203315634943,-0.126209469773803
"Destcompl",0.00137285924952391,-0.0476547610282056,0.0262213415311678,0.0288529204785362,0.0491163017781889,0.0275021297085077,-0.0918302438890597,-0.0671153037137988,-0.0333333333333333,-0.042498542276822,-0.0390218254356124,-0.0428285252344077,-0.0388888888888889,-0.0407877089078771,-0.045738203957382,-0.0388888888888889,0.100706056921538,0.10086304279281,0.10086304279281,-0.0426156053514175,-0.0478380424887482,-0.0791519780650215,0.0568057726940303,-0.0348409357838359,0.0361076082387558,0.0352637263822157,-0.0493924466338259,-0.0619548872180451,-0.0436781609195402,-0.0180355880043129,0.0737171954563259,-0.117587152369761,-0.041025641025641,-0.0625396825396825,-0.0712772697388082,-0.041025641025641,0.0325429115251103,-0.120289855072464,0.0741419580249414,0.00988789073510731,-0.10086304279281,-0.118258293309358,0.045738203957382,0.0402655671414616,0.0444220411207254,0.0421925759331198,-0.133333333333333,0.0428775074399691,0.0388888888888889,-0.00309535873879071,-0.0281632653061224,0.0484946550628625,-0.133333333333333,-0.0491163017781889,0.144789248061666
"cfos",-0.104442640692641,0.0569444444444444,0.0621848739495798,0.0523809523809524,0.0560782505092432,0.0637000254647313,-0.0675225581242179,0.058600806176129,0.133333333333333,-0.0676676676676677,0.0201645021645022,-0.0662183235867446,-0.05,-0.0714814814814815,-0.09,-0.1,0.0808345289335246,0.071078431372549,0.071078431372549,0.0248307447232178,-0.0134408602150538,0.0115384615384615,0.077968253968254,0.0119359964929585,0.0895652173913043,0.0743109801031688,-0.0166666666666667,-0.0214200375490698,0.0333333333333333,0.0396316102198455,-0.05,-0.0208333333333333,-0.12,-0.00529100529100528,0.00879560219890055,0.04,-0.0398601398601399,-0.0833333333333333,-0.0192307692307692,-0.0360416666666667,-0.071078431372549,-0.0471491228070175,0.09,0.0714814814814815,0.0667159277504105,0.0687787787787788,-0.133333333333333,0.0687787787787788,0.05,0.0828030182146504,-0.0285714285714286,0.094895885700785,-0.1,-0.0560782505092432,-0.125566404398521
"NOTCHic",-0.043710617143219,0.113684210526316,0.0963440860215054,0.0866666666666667,0.0589371980676328,0.0995287993973016,0.00738801284595677,0.0691705069124424,0.133333333333333,0.0148559982365871,0.0657258288028995,0.015300398526205,0.02,0.0120745920745921,-0.00307692307692308,0,0.0290023819259202,0.0235836627140975,0.0235836627140975,0.0458534033960979,0.010369532428356,0.0416589861751152,0.0767943409247757,0.0148229548229548,0.0719047619047619,0.0604761904761905,0.00448717948717948,-0.0160397396368619,0.0583333333333333,0.034282711508145,-0.177142857142857,-0.0333333333333333,-0.0933333333333333,-0.0038095238095238,0.112084726867336,-0.06,-0.0553417765656717,-0.0777777777777778,-0.0521853019645889,-0.0598883186962657,-0.0235836627140975,-0.0496124031007752,0.00307692307692308,-0.0120745920745921,-0.00571129080563043,-0.0143979829694115,-0.133333333333333,-0.0131734931734932,-0.02,-0.0124112966054696,-0.0666666666666667,-0.0343344417953445,-0.1,-0.0589371980676328,-0.165049846394889
"SMAD",0.0740642009063062,0.151123927832002,0.165135505772063,0.16569416498994,0.0703611980138851,0.162745067525051,0.0240176895145403,0.0311780223655389,-0.0416666666666667,0.00438098138492288,0.0951391731396557,-0.0136141636141636,-0.0285714285714286,-0.0136141636141636,-0.0174603174603175,0.02,0.134866349329059,0.13519529669748,0.13519529669748,-0.0480763218626013,-0.0543960244648318,-0.06623973727422,0.0770183450816869,0.0476712798849896,0.0649340906655235,0.0649340906655235,-0.0791666666666667,-0.0147702525784718,-0.0791666666666667,0.0404505736646151,0.0742857142857143,0.0195611577964519,-0.0695852534562212,0.0718964140881949,0.0631286936668451,-0.0857142857142857,-0.064200960542424,0.0293650793650794,0.0519540229885058,0.0372049993017735,-0.13519529669748,0.0115611577964519,-0.00253968253968254,-0.00450046685340803,-0.00324563691639324,-0.00590073822382866,0.00555555555555556,-0.00413683048977167,0.00857142857142857,-0.0138301385947146,-0.164285714285714,-0.0255979814695267,-0.05,-0.0703611980138851,-0.166222668801138
"GLI",0.0225646111034239,0.126689269432632,0.261382563435263,0.262011494252874,0.0761925243215566,0.260676681082322,-0.0694794611325883,0.00806813295493636,0.0666666666666667,-0.0717483730009877,0.0653913696188739,-0.0609673382050143,0.02,0.042011385199241,0.0361290322580645,-0.05,0.18339392380117,0.186760260434833,0.186760260434833,0.0954254573824331,0.0859604368063015,-0.0596507515473033,0.0845594165594166,0.0728960355590418,0.148766233766234,0.15152866470546,0.0594298245614035,0.0308398349301429,0.0541666666666667,0.0417562004558909,0.0646507515473033,-0.0396885069817401,-0.157857142857143,0.0146236187139267,0.017483407933323,-0.182857142857143,-0.0757519011938079,-0.0131578947368421,0.0386983705949223,0.0115371156731639,-0.186760260434833,-0.0412510069817401,0.0738709677419355,0.0689929189614477,0.0668297101449275,0.0704931428754647,-0.05,0.0724411948235166,0.09,0.0822808432430611,-0.251666666666667,0.104562241686638,-0.0833333333333333,-0.0761925243215566,-0.127260691103705
"HEY1",0.0476387747959359,0.160220125786164,0.114424242424242,0.121090909090909,0.0774200206398349,0.120765705838877,0.0379145464651991,0.0394238309695055,0,0.0337724061027539,0.0434204793028322,0.0327035866471689,0.0333333333333333,0.0344277245782034,0.0274509803921569,0.0333333333333333,-0.0345663650075415,-0.0279487179487179,-0.0279487179487179,0.0385752688172043,0.0375,0.0967464114832536,0.062962962962963,0.0409129839067729,-0.0709090909090909,-0.0657544517338332,0.05,-0.00643478260869565,0.0333333333333333,-0.0382254782254782,-0.107272727272727,0.0266666666666667,0.0709090909090909,-0.00933333333333333,0.00517952635599695,0.08,-0.0501443001443001,0.06,-0.101901050658511,-0.0346508563899868,0.0279487179487179,0.0414814814814815,-0.0274509803921569,-0.0344277245782034,-0.0391280429399466,-0.0321534770865646,0,-0.0318190289260295,-0.0333333333333333,-0.111738948720656,-0.109090909090909,-0.263445075372616,0.1,-0.0774200206398349,-0.156270183716992
"cateninmemb",0.0425615121027791,0.158904336312479,0.120765705838877,0.114424242424242,0.0774200206398349,0.119138219401264,0.0423879854213967,0.0456023206720227,0.0333333333333333,0.0329320699683001,0.0409996226920315,0.0327035866471689,0.0274509803921569,0.0327035866471689,0.0344277245782034,0.0333333333333333,-0.0300970912645247,-0.0345663650075415,-0.0345663650075415,0.0362130640927949,0.0385752688172043,0.101901050658511,0.0680262541022035,0.0466091864384185,-0.0657544517338332,-0.0661466085965783,0.0375,-0.0115195283714075,0.05,-0.0320802268288302,-0.0967464114832536,0.0414814814814815,0.0709090909090909,-0.00643478260869565,0.00987751293317815,0.0709090909090909,-0.0437772589457983,0.0266666666666667,-0.0955813480562808,-0.0339643575341516,0.0345663650075415,0.034987974987975,-0.0344277245782034,-0.0318190289260295,-0.0401589707749982,-0.0337724061027539,0.06,-0.0321534770865646,-0.0274509803921569,0.0167132003484218,-0.121090909090909,0.0843657276810343,0,-0.0774200206398349,-0.157654891724217
"Wnt",0.059012539184953,0.0878787878787879,0.2,0.233333333333333,0.0945480631276901,0.191304347826087,0.000856177711359143,-0.0529554655870445,0,-0.108386446248071,0.0123529411764706,-0.115789473684211,0,-0.1,0,0,0.213568010936432,0.209022556390977,0.209022556390977,0.0298701298701299,0.0727272727272727,-0.0857142857142857,0.0823529411764706,0.0832815734989648,0.0733333333333333,0.0909803921568628,0.1,-0.0284436493738819,0.1,0.00535353535353535,0.1,-0.22,-0.0333333333333333,-0.0307692307692308,-0.0441025641025641,0,-0.106666666666667,-0.2,0.102380952380952,0.00181372549019608,-0.209022556390977,-0.2075,0.1,0.1,0.0824242424242424,0.105075187969925,-0.1,0.115789473684211,0.1,-0.00152542372881356,-0.3,0.10395451650369,-0.1,-0.0945480631276901,0.018448275862069
"GSK3",-0.0299777735458387,0.052596985166469,0.19279099126395,0.190351966873706,0.0967028557149738,0.190996119469078,-0.00198394565300768,-0.0599353889684367,0.0727272727272727,-0.10722092949537,0.0178804453374779,-0.104677481717613,-0.115789473684211,-0.10703597228365,-0.105075187969925,-0.1,0.202177155381612,0.204277995717746,0.204277995717746,0.0449760359735674,0.0387559402797875,-0.121851677734031,0.102738114440915,0.0732615115476592,0.0768060674562223,0.0728287947289495,0.0234185169669041,-0.0530960789340974,0.0298701298701299,0.0144595778720496,0.123949579831933,-0.177399425287356,-0.0835729847494553,-0.0571440549460914,-0.0691830633334138,-0.0909803921568628,-0.1043001735107,-0.17625,0.114319210201563,-0.0143565668063906,-0.204277995717746,-0.179108826996758,0.105075187969925,0.108386446248071,0.07510638787535,0.106628824232212,-0.2075,0.106005493867118,0.115789473684211,-0.00332668841054614,-0.191304347826087,0.109371842585441,-0.22,-0.0967028557149738,0.0247039978153616
"DSH",0.0661952713792861,0.0484109386548411,0.190351966873706,0.191304347826087,0.100714742787782,0.19279099126395,0.000587382279362868,-0.0572240652044814,0.1,-0.106628824232212,0.015959830740807,-0.10703597228365,-0.1,-0.105075187969925,-0.115789473684211,-0.1,0.204277995717746,0.201756987314385,0.201756987314385,0.0387559402797875,0.0234185169669041,-0.123949579831933,0.10731826711267,0.0778019323671497,0.0835729847494553,0.0768060674562223,0.0298701298701299,-0.0571440549460914,0.0727272727272727,0.01762487681695,0.102380952380952,-0.17625,-0.0909803921568628,-0.0462006587196763,-0.0577643782123065,-0.0733333333333333,-0.102545787545788,-0.2075,0.121851677734031,-0.00866313614945625,-0.201756987314385,-0.177399425287356,0.115789473684211,0.105075187969925,0.0786071489103576,0.106005493867118,-0.22,0.108386446248071,0.1,-0.00270776710196965,-0.2,0.10683644581231,-0.2,-0.100714742787782,0.0239274663226955
"ZEB1",-0.00250676813657685,0.156647173489279,0.183518900448253,0.186056971514243,0.103796272516618,0.181944097298647,0.0230674289144052,0.0530079362451295,0.05,0.00574086129302682,0.121130104196923,0.000857655880286004,0,-0.00154784240150094,-0.00731707317073171,0,-0.010109259806599,-0.00900689760187462,-0.00900689760187462,0.0185893105220089,0.00969251336898396,-0.016421568627451,0.107618021482119,0.0289480835323694,-0.0336078431372549,-0.0322862572341712,-0.00795454545454545,0.000164398790058701,-0.0125,-0.0136050284216251,0.0125,0.0163646821972965,0.0206666666666667,-0.00897021659455668,-0.0141538340761139,0.0166666666666667,-0.0338849673859345,0.0245614035087719,0.00319842813158321,0.00999881535840057,0.00900689760187462,0.00636468219729653,-0.000375234521575986,-0.00429680314902697,-0.020228347495742,-0.00515377714429883,-0.0333333333333333,-0.00568569203791586,-0.00769230769230769,-0.028064655798395,-0.170114942528736,-0.115839941091222,-0.0333333333333333,-0.103796272516618,-0.159359281003117
"Frizzled",0.0668913270637408,0.0606060606060606,0.191304347826087,0.2,0.105439152236601,0.190351966873706,-0.00418361008704935,-0.0645833725637887,0.1,-0.106005493867118,0.0209243697478992,-0.105075187969925,0,-0.115789473684211,-0.1,-0.1,0.201756987314385,0.213568010936432,0.213568010936432,0.0234185169669041,0.0298701298701299,-0.102380952380952,0.0966386554621849,0.0769323671497585,0.0909803921568628,0.0835729847494553,0.0727272727272727,-0.0462006587196763,0.1,0.00847853535353535,0.0857142857142857,-0.2075,-0.0733333333333333,-0.0284436493738819,-0.041974904528096,-0.0333333333333333,-0.110238095238095,-0.22,0.123949579831933,-0.00323677956030897,-0.213568010936432,-0.17625,0.1,0.115789473684211,0.0731219168428471,0.108386446248071,-0.2,0.105075187969925,0.1,-0.00565240785579769,-0.233333333333333,0.107451020000194,-0.1,-0.105439152236601,0.0238110518873056
"AKT",0.0666707396546106,0.0826495726495727,0.217401243424199,0.216588235294118,0.118710249639788,0.220120276656827,-0.000634795890246035,-0.0699778715080384,0.1,-0.0911562276855183,0.0431966242634078,-0.0917217955984048,-0.0888888888888889,-0.0911631363805277,-0.101932367149758,-0.1,0.17114716256951,0.167532704738184,0.167532704738184,0.0440260908681961,0.0303418803418803,-0.10651364764268,0.124488304093567,0.121780689646822,0.0713550994168159,0.0662918082775754,0.0358974358974359,-0.0639890509739249,0.0666666666666667,0.0202045409133162,0.0903846153846154,-0.0541478129713424,-0.0795518207282913,-0.0535513405362145,-0.0640145920244057,-0.0619047619047619,-0.122258368230235,-0.0823529411764706,0.105294135447558,-0.0181050307888928,-0.167532704738184,-0.157178116001645,0.101932367149758,0.0911631363805277,0.0699312360323191,0.0910023815316722,-0.1,0.0928580516347649,0.0888888888888889,-0.0187254399220338,-0.220588235294118,0.0678970819669589,-0.1,-0.118710249639788,-0.0538496691303176
"cateninnuc",0.0472301540325626,0.277633495198924,0.246160414298345,0.245010989010989,0.121079576183463,0.247688798577821,0.0372789990993082,0.039318544843135,0.133333333333333,0.0336663904031235,0.16724178311976,0.134984436845664,0.131934731934732,0.132217638426691,0.133304594948431,0.124242424242424,-0.00567598067598067,-0.00298237798237798,-0.00298237798237798,0.118577684340545,0.115309710484336,0.191014467364487,0.0867498555220975,0.0388423958842478,-0.051850687073582,-0.0527681182662425,0.118415300546448,-0.00907367772442807,0.123333333333333,-0.0137008337120283,-0.197991211550534,0.00936363636363636,0.0543823326432022,-0.0073001443001443,0.0187909749009695,0.0623188405797102,-0.0457067680045348,0.0113636363636364,-0.190559921909942,-0.138438216312043,0.00298237798237798,0.0140511363636364,-0.131934731934732,-0.130847775412993,-0.0337724061027539,-0.133252140195998,0.00833333333333333,-0.133625553190771,-0.131934731934732,0.0663807370861014,-0.238857142857143,-0.130797457376211,0.0333333333333333,-0.121079576183463,-0.334237303059592
"ILK",0.0686868686868687,0.0915384615384615,0.216588235294118,0.220588235294118,0.122819838680884,0.217401243424199,-0.00617656594814513,-0.0782485481997677,0.1,-0.0910023815316722,0.0471721594316035,-0.0911631363805277,-0.1,-0.101932367149758,-0.0888888888888889,-0.1,0.167532704738184,0.179861471861472,0.179861471861472,0.0303418803418803,0.0358974358974359,-0.0903846153846154,0.113377192982456,0.118522544283414,0.0795518207282913,0.0713550994168159,0.0666666666666667,-0.0535513405362145,0.1,0.0105788724641184,0.075,-0.0823529411764706,-0.0619047619047619,-0.0383513405362145,-0.0512326371371876,-0.0333333333333333,-0.130332902391726,-0.1,0.10651364764268,-0.0128070175438597,-0.179861471861472,-0.0541478129713424,0.0888888888888889,0.101932367149758,0.0652380952380952,0.0928580516347649,-0.1,0.0911631363805277,0.1,-0.0210699863032774,-0.25,0.0695637486336256,0,-0.122819838680884,-0.053146151542378
"TWIST1",0.0936187247874808,0.151686909581646,0.213487460815047,0.215987460815047,0.12369035702369,0.219182221635093,0.0851467738849916,0.107313719663682,-0.0333333333333333,0.104358649869029,0.131605780756238,0.101263157894737,0.1,0.105263157894737,0.1,0.1,0.0276438083885685,0.0307260001693904,0.0307260001693904,0.0163565092861267,0.0138934550989346,-0.00176638176638177,0.114832186783406,0.11173695242195,0.0936460717009916,0.0971286587656682,0.0262222222222222,0.0142433162235142,0.0222222222222222,-0.0616029067533103,-0.00592592592592592,0.0386446886446886,-0.0910144927536232,0.0152334152334152,0.0113553113553114,-0.0866666666666667,-0.0810704636791593,0.0576923076923077,-0.000120410686448419,-0.0144034095691224,-0.0307260001693904,0.0522040106785869,-0.1,-0.106382978723404,-0.0780728948470884,-0.103956119679264,0.05,-0.101965308040673,-0.1,-0.144027141629898,-0.209090909090909,-0.276683325542837,0.1,-0.12369035702369,-0.377850206403693
"SHH",0.0282051282051282,0.3,0.4,0.3,0.175,0.4,0.045974025974026,-0.05,0.2,0.101111111111111,0.125,0.2,0.2,0.2,0.2,0,0.0384615384615385,0,0,0.253333333333333,0.333333333333333,0.2,0.2,0.166666666666667,-0.1,-0.08,0.3,-0.0333333333333333,0.2,0.0166666666666667,-0.1,0.1,0.1,-0.0666666666666667,-0.0666666666666667,0,-0.18,0,-0.2,-0.134285714285714,0,0.05,-0.1,-0.1,-0.019047619047619,-0.106666666666667,0,-0.1,-0.1,0.102795698924731,-0.2,-0.0294444444444444,0,-0.175,-0.317471264367816
"Patched",0.052014652014652,0.333333333333333,0.4,0.4,0.175,0.4,0.0250949050949051,-0.07,0.2,0.10596548004315,0.136111111111111,0.2125,0.2,0.2,0.2,0.1,0.0322115384615385,0.0384615384615385,0.0384615384615385,0.228333333333333,0.253333333333333,0.2,0.166666666666667,0.163440860215054,-0.08,-0.0415384615384615,0.333333333333333,-0.00333333333333333,0.3,-0.00476190476190476,-0.2,0.05,0.1,-0.0333333333333333,-0.0282051282051282,0.1,-0.194285714285714,0.1,-0.209090909090909,-0.123174603174603,-0.0384615384615385,0.0357142857142857,-0.1,-0.1,-0.0281385281385281,-0.101111111111111,0,-0.106666666666667,-0.1,0.0861290322580645,-0.3,-0.0245900755124056,0,-0.175,-0.321471264367816
"SMO",0.0335680500729044,0.328070175438597,0.4,0.4,0.183474576271186,0.405405405405405,0.0390483934669981,-0.0631034482758621,0.3,0.106717359742398,0.133169934640523,0.206944444444444,0.2,0.2125,0.2,0.1,0.0484906082289803,0.0322115384615385,0.0322115384615385,0.217222222222222,0.228333333333333,0.209090909090909,0.166666666666667,0.184869431643625,-0.0415384615384615,-0.0263869463869464,0.253333333333333,-0.00492063492063492,0.333333333333333,-0.00349608197709464,-0.2,0.0357142857142857,0.08,-0.00333333333333333,0.00512820512820513,0.1,-0.188730158730159,0.05,-0.189090909090909,-0.108888888888889,-0.0322115384615385,0.0317142857142857,-0.1,-0.106666666666667,-0.0212419764143902,-0.10596548004315,0.1,-0.101111111111111,-0.1,0.0909834011901034,-0.4,-0.0360291899035495,0,-0.183474576271186,-0.326233169129721
"SUFU",0.0412130707502264,0.318279965648387,0.412852213916044,0.405405405405405,0.19003928982443,0.413443929892375,0.0366283420112187,-0.0650950899109672,0.253333333333333,0.107890633399687,0.139422430997192,0.213828916849363,0.2125,0.212713675213675,0.206944444444444,0.1,0.0426368688005352,0.0375735776612947,0.0375735776612947,0.224320229320229,0.216212121212121,0.182272727272727,0.185043028696705,0.178829767216252,-0.0275363716743027,-0.0288129674189836,0.217222222222222,-0.0226811951530718,0.228333333333333,0.00332419112828282,-0.189090909090909,0.0470989010989011,0.0263869463869464,-0.0145980542754736,-0.00475480517387274,0.0415384615384615,-0.190295485891951,0.0317142857142857,-0.179098124098124,-0.116541351470808,-0.0375735776612947,0.0370317870049414,-0.101111111111111,-0.10596548004315,-0.0251926942638964,-0.107532577133702,0.0357142857142857,-0.106717359742398,-0.106666666666667,0.0874929878229304,-0.4,-0.0369289825195505,0.05,-0.19003928982443,-0.32891066380704
"FUS",0.046611528333774,0.320377867746289,0.405405405405405,0.4,0.193904024123947,0.412852213916044,0.0307272255837864,-0.0762613430127042,0.333333333333333,0.107532577133702,0.144164699038429,0.212713675213675,0.2,0.206944444444444,0.2125,0.1,0.0375735776612947,0.0484906082289803,0.0484906082289803,0.216212121212121,0.217222222222222,0.189090909090909,0.174863387978142,0.173548676926644,-0.0263869463869464,-0.0275363716743027,0.228333333333333,-0.0145980542754736,0.253333333333333,-0.00745647801669859,-0.209090909090909,0.0317142857142857,0.0415384615384615,-0.00492063492063492,0.00367892976588629,0.08,-0.202132220585829,0.0357142857142857,-0.182272727272727,-0.112503346720214,-0.0484906082289803,0.0470989010989011,-0.106666666666667,-0.101111111111111,-0.0268320385261915,-0.106717359742398,0.05,-0.10596548004315,-0.1,0.0855830287506248,-0.4,-0.0330154912734125,0.1,-0.193904024123947,-0.327130835197944
