"","KLF4","SUFU","SMO","Patched","Csn","FUS","SHH","SMAD","IKK","AKT","ILK","NOTCH","NFB","RKIP","HEY1","SNAI1","EGR1","MEK","cfos","ERK","Ecadherin","cMet","cateninnuc","SRC","CD44","Wnt","GLI","DSH","SNAI2","PAK1","ZEB1","CDC42","GSK3","TGFR","TGF","RAS","RAF","PI3K","DELTA","SOSGRB2","Frizzled","STAT","TCFLEF","Destcompl","cateninmemb","LIV1","AXIN2","miR200","TWIST1","Csl","Jagged","TrCP","NOTCHic","ZEB2","FOXC2"
"TWIST1",-0.00756722951844903,0.233333333333333,0.194222222222222,0.179153729071537,0.05,0.222222222222222,0.177675896559222,0.044022780656444,0.0338827838827839,0.0186285465946483,0.0456729456729457,0.0583529538246519,0.0576923076923077,-0.00306333567203132,0.0443285528031291,-0.0430842199126745,0.113333333333333,0.0947232942837301,0.0915942028985507,0.0942257818459191,0.224904146439557,0.090661938534279,0.0931462948180105,0.105555555555556,0.0918667578113874,0.089766081871345,0.090566081871345,0.1,-0.352746929596529,-0.0248484848484849,-0.0104701192420491,-0.0351933124346918,-0.148467023172906,0.0251933124346918,0.0290657497923227,-0.05960064626571,-0.0626828380465319,-0.0626828380465319,-0.0626828380465319,-0.0389133368538403,-0.105555555555556,-0.1,-0.0953889630181255,-0.146973431719454,-0.146429695475361,-0.1,-0.143307874920778,0.0281637144953359,-0.0720609040717736,-0.0837037037037037,-0.0788350487182042,-0.1,-0.0734472934472934,0.0005005005005005,0.0781079198371021
"SMO",0,0.1,0.12,0.0825,-0.1,0.2,0.0713888888888889,0.0682539682539683,-0.0357142857142857,-0.0877142857142857,0.0666666666666667,0.0156060606060606,-0.05,0.01,0.0688644688644689,-0.00960061443932411,0.2,0.175337995337995,0.18,0.172307692307692,0.0420589470457811,0.116666666666667,0.102722826483685,0.15,0.1,0.025,0.00833333333333333,0,-0.161718664477285,0,0.077683615819209,-0.04,-0.260236850528113,0.00666666666666667,-0.00144144144144144,-0.246310375670841,-0.250961538461538,-0.250961538461538,-0.250961538461538,-0.0508771929824561,-0.05,-0.1,-0.10873786407767,-0.240471466517978,0.0648816856317639,-0.1,-0.253306463651291,-0.0378842676311031,-0.0387799564270152,-0.0333333333333333,-0.143994708994709,0,-0.0606060606060606,0.0019774011299435,-0.0686206896551724
"SOSGRB2",-0.0525438596491228,0,-0.0666666666666667,-0.0639639639639639,0,-0.0666666666666667,-0.0709407081500105,-0.0542446800511317,-0.0175438596491228,-0.00921052631578947,-0.0591397849462365,-0.0271446862996159,-0.0333333333333333,0.0475877192982456,-0.148768939393939,-0.0376268656716418,0.0142857142857143,-0.0241254241254241,-0.019047619047619,-0.0271557271557272,-0.165407663991456,-0.103726708074534,-0.113877673650416,-0.142857142857143,-0.113871635610766,-0.101190476190476,-0.111335403726708,-0.1,0.222216459868886,0.0428571428571429,-0.0640726817042606,0.0528571428571429,-0.0196751417508781,-0.0220879120879121,-0.0242155716623802,0.143575257134579,0.146139359698682,0.146139359698682,0.146139359698682,-0.0613888888888889,0.142857142857143,0.1,0.12018742508445,-0.0587104915963977,0.106559884559885,0,0.146025852585259,-0.0254580400615555,0.0546376811594203,0.0454545454545455,0.073911302962781,0.1,0.0454545454545455,0.0511152882205514,0.094065934065934
"KLF4",-0.0962962962962963,0,-0.0666666666666667,-0.0729166666666667,-0.1,-0.0333333333333333,-0.0653897849462366,-0.0867246376811594,-0.122857142857143,-0.119153439153439,-0.0693333333333333,-0.0273990036008484,-0.08,-0.0701195629767058,-0.058716577540107,-0.0593593581168712,0.04,0.0392777992171564,0.0309090909090909,0.0485561497326203,0.0546378021714485,-0.0292749658002736,-0.0217642513806849,-0.0176470588235294,-0.016231487539404,-0.0292749658002736,-0.0172060002830322,0,-0.0766770269309734,0.0545454545454545,-0.104339525283798,0.0665454545454545,-0.0907477880860362,-0.0758787878787879,-0.0607568366592757,-0.0904788838612368,-0.0897435897435897,-0.0897435897435897,-0.0897435897435897,-0.104173813607776,0.0176470588235294,0,0.0179037283420796,-0.0853048710612819,-0.0269452363354802,0.0333333333333333,-0.0763899722872917,-0.0352462352462352,0.0412723311546841,-0.00727272727272727,0.0296633501431103,0.1,0.0243062200956938,0.0634262125902993,0.0243121373036679
"HEY1",-0.0962962962962963,0,-0.0666666666666667,-0.0729166666666667,-0.1,-0.0333333333333333,-0.0653897849462366,-0.0867246376811594,-0.122857142857143,-0.119153439153439,-0.0693333333333333,-0.0273990036008484,-0.08,-0.0701195629767058,-0.058716577540107,-0.0593593581168712,0.04,0.0392777992171564,0.0309090909090909,0.0485561497326203,0.0546378021714485,-0.0292749658002736,-0.0217642513806849,-0.0176470588235294,-0.016231487539404,-0.0292749658002736,-0.0172060002830322,0,-0.0766770269309734,0.0545454545454545,-0.104339525283798,0.0665454545454545,-0.0907477880860362,-0.0758787878787879,-0.0607568366592757,-0.0904788838612368,-0.0897435897435897,-0.0897435897435897,-0.0897435897435897,-0.104173813607776,0.0176470588235294,0,0.0179037283420796,-0.0853048710612819,-0.0269452363354802,0.0333333333333333,-0.0763899722872917,-0.0352462352462352,0.0412723311546841,-0.00727272727272727,0.0296633501431103,0.1,0.0243062200956938,0.0634262125902993,0.0243121373036679
"FOXC2",-0.0962962962962963,0,-0.0666666666666667,-0.0729166666666667,-0.1,-0.0333333333333333,-0.0653897849462366,-0.0867246376811594,-0.122857142857143,-0.119153439153439,-0.0693333333333333,-0.0273990036008484,-0.08,-0.0701195629767058,-0.058716577540107,-0.0593593581168712,0.04,0.0392777992171564,0.0309090909090909,0.0485561497326203,0.0546378021714485,-0.0292749658002736,-0.0217642513806849,-0.0176470588235294,-0.016231487539404,-0.0292749658002736,-0.0172060002830322,0,-0.0766770269309734,0.0545454545454545,-0.104339525283798,0.0665454545454545,-0.0907477880860362,-0.0758787878787879,-0.0607568366592757,-0.0904788838612368,-0.0897435897435897,-0.0897435897435897,-0.0897435897435897,-0.104173813607776,0.0176470588235294,0,0.0179037283420796,-0.0853048710612819,-0.0269452363354802,0.0333333333333333,-0.0763899722872917,-0.0352462352462352,0.0412723311546841,-0.00727272727272727,0.0296633501431103,0.1,0.0243062200956938,0.0634262125902993,0.0243121373036679
"Ecadherin",-0.0823722456633849,-0.0333333333333333,-0.0729166666666667,-0.0653897849462366,-0.08,-0.0666666666666667,-0.0693267928202523,-0.0855139839281328,-0.119153439153439,-0.106166426166426,-0.0867246376811594,-0.0143878511844915,-0.122857142857143,-0.0570109487444961,-0.0768373829092345,-0.0694859403953522,0.0309090909090909,0.0396699560799015,0.0485561497326203,0.0392777992171564,-0.0422463263582496,-0.016231487539404,-0.0181227947980518,-0.0292749658002736,-0.0179037283420796,-0.0172060002830322,-0.0185393336163656,-0.0176470588235294,-0.0744494531802208,0.0665454545454545,-0.0901215158051247,0.0758787878787879,-0.091189289189789,-0.0607568366592757,-0.0623843230968887,-0.091596202296991,-0.0904788838612368,-0.0904788838612368,-0.0904788838612368,-0.109436971502513,0.0292749658002736,0.0176470588235294,0.0217642513806849,-0.0843729046120741,-0.0322016465918905,0,-0.0770085289883226,-0.0331978181140192,0.036616837672375,0.0243062200956938,0.0362995057495176,0.1,0.0273990036008484,0.0639001462395884,0.0121839908505786
"CD44",-0.177777777777778,0.1,0,0.02,0,0.1,0.02,-0.000226757369614514,0,0.00666666666666667,0.0222222222222222,0.0157894736842105,0.1,-0.174074074074074,0.0842105263157895,-0.0964912280701754,-0.1,-0.11,-0.1,-0.12,-0.0454798610357182,0.05,-0.0469350029815146,0,-0.0166666666666667,-0.05,-0.0166666666666667,0,-0.200705960705961,0,-0.0841269841269841,0.1,-0.0357142857142857,-0.075,-0.0583333333333333,-0.144761904761905,-0.147619047619048,-0.147619047619048,-0.147619047619048,-0.0619047619047619,0.1,-0.1,0.0515503875968992,0.0594019425952199,0.0550915750915751,-0.1,0.05,-0.0410979358805446,0.0705494505494505,-0.1,-0.0475524475524476,0.1,0,0.0682539682539683,0.127916666666667
"cMet",-0.168253968253968,0.1,0.02,0.02,0.1,0,0.010625,0.0179550608122037,0.00666666666666667,-0.00583333333333333,-0.000226757369614514,0.0179171332586786,0,-0.177777777777778,0.0587203302373581,-0.126999702646447,-0.1,-0.100909090909091,-0.12,-0.11,-0.0523500900433517,-0.0166666666666667,-0.0407203137159779,0.05,-0.0515503875968992,-0.0166666666666667,-0.053030303030303,-0.1,-0.197786252676764,0.1,-0.070995670995671,0.075,-0.026036866359447,-0.0583333333333333,-0.0774822695035461,-0.146648697214735,-0.144761904761905,-0.144761904761905,-0.144761904761905,-0.0485714285714286,0.05,0,0.0469350029815146,0.0580505912438686,0.0476182654830342,-0.1,0.0642857142857143,-0.0520354358805446,0.0851561921224843,0,-0.0192915779872302,0,-0.0157894736842105,0.0813852813852814,0.111460970464135
"IKK",-0.102564102564103,-0.1,-0.24,-0.243703703703704,-0.1,-0.2,-0.247151979565773,-0.238902640264026,-0.271428571428571,-0.274131274131274,-0.245833333333333,-0.266810966810967,-0.171428571428571,-0.228415300546448,-0.233952528379773,-0.22686598812553,-0.05,-0.0901904761904762,-0.0928571428571429,-0.0968571428571429,-0.255359046153852,-0.153418803418803,-0.160519293574432,-0.161111111111111,-0.164188034188034,-0.153418803418803,-0.164188034188034,-0.15,0.321063658340048,0.1,-0.179974937343358,0.0777777777777778,-0.203315018315018,-0.0686868686868687,-0.0662868686868687,-0.0935098796043046,-0.0949183303085299,-0.0949183303085299,-0.0949183303085299,-0.0800420168067227,0.161111111111111,0.15,0.161363175430972,-0.0901125660459371,0.130981365003711,0.1,0.202142857142857,-0.0100222965440357,0.183758169934641,0.263636363636364,0.201794751640112,0,0.268398268398268,0.103263157894737,0.244357864357864
"miR200",-0.102812284334023,0.02,0.0075,0.00370253164556962,-0.02,0.0075,0.00478948816730875,-0.00146814498355542,-0.0118796992481203,-0.0213136615122712,-0.00491642084562439,-0.0209868915421224,-0.0147368421052632,-0.0129179271154335,-0.00353107344632768,-0.0126960076960077,0.0142857142857143,0.00359307359307359,-0.00571428571428572,-0.00116883116883117,-0.000427539808316043,0.0060012247397428,0.00733073168722728,0.0130434782608696,0.00487762923412483,0.00495774647887324,0.00385884537997214,0,-0.0732915833131237,0.0208333333333333,0.0940905017921147,0.0110294117647059,0.00236497240598963,-0.0174810246679317,-0.0186438153656061,-0.0762949304885509,-0.0780405663987754,-0.0780405663987754,-0.0780405663987754,-0.0105867182462927,-0.012,0,-0.00884588320237879,-0.0634576202936565,-0.0161213293920156,0,-0.0599717902472453,-0.00547299879472029,-0.0623181317659845,0.0194088669950739,0.0134383760888676,0,0.012512315270936,0.104838709677419,0.00528880333758382
"RKIP",-0.10545193687231,-0.1,-0.186666666666667,-0.198666666666667,-0.2,-0.166666666666667,-0.213420765027322,-0.195018577595885,-0.271428571428571,-0.268398268398268,-0.197988874625588,-0.284421134421134,-0.271428571428571,-0.0835434173669468,-0.1778552071235,-0.15978787133896,0.12,0.0617828319882612,0.07,0.0596551724137931,-0.185928178518034,-0.140350877192982,-0.159991796070543,-0.166666666666667,-0.155735492577598,-0.136666666666667,-0.152051282051282,-0.1,0.352288570262866,0.1,-0.102924916307987,0.106666666666667,-0.293735224586288,-0.0685714285714286,-0.0676368491321762,-0.202564102564103,-0.2,-0.2,-0.2,-0.148253968253968,0.166666666666667,0.1,0.164826401668507,-0.206183100417867,0.100414868650163,0,0.190096108766995,-0.0295339149661221,0.151675579322638,0.277777777777778,0.212513137682917,0.2,0.295959595959596,0.10745193687231,0.213100501031535
"NFB",-0.0987179487179487,-0.2,-0.243703703703704,-0.247151979565773,-0.171428571428571,-0.24,-0.247151979565773,-0.232582937661796,-0.274131274131274,-0.271909051909052,-0.238902640264026,-0.27003677326258,-0.271428571428571,-0.23995376208491,-0.221452528379773,-0.219468727851558,-0.0928571428571429,-0.086922502334267,-0.0968571428571429,-0.0901904761904762,-0.25632212801581,-0.164188034188034,-0.161852626907765,-0.153418803418803,-0.161363175430972,-0.164188034188034,-0.16081724767118,-0.161111111111111,0.319437642079886,0.0777777777777778,-0.184189496730332,0.0686868686868687,-0.206452273216979,-0.0662868686868687,-0.0688185142564889,-0.0915198298530608,-0.0935098796043046,-0.0935098796043046,-0.0935098796043046,-0.0768841220698806,0.153418803418803,0.161111111111111,0.160519293574432,-0.0921059215276647,0.130875768382803,0.15,0.203561296859169,-0.0187836258491716,0.189154995331466,0.268398268398268,0.197478204877523,0.1,0.266810966810967,0.112075418431135,0.251927585473402
"ERK",-0.120955812841302,-0.186666666666667,-0.213420765027322,-0.216688738883532,-0.271428571428571,-0.198666666666667,-0.209925453859377,-0.190527724176713,-0.286045327221798,-0.286045327221798,-0.179889426304372,-0.304810563622259,-0.268398268398268,-0.101579629066111,-0.153405936257847,-0.145382600683689,0.0596551724137931,-0.0324000835177741,0.0617828319882612,-0.0265505013450721,-0.189884252570847,-0.164826401668507,-0.165018386322505,-0.155735492577598,-0.159991796070543,-0.161142191142191,-0.155377780114622,-0.136666666666667,0.349061051115172,0.0685714285714286,-0.118439227019148,0.0676368491321762,-0.298068118292479,-0.0785857542416653,-0.0662231168790279,-0.196472636274616,-0.195262515262515,-0.195262515262515,-0.195262515262515,-0.128814917552782,0.152051282051282,0.140350877192982,0.160921164100282,-0.210937109591126,0.103146934977266,0.166666666666667,0.200493823554954,-0.0356613659465142,0.16512555976291,0.284421134421134,0.207575353760341,0.271428571428571,0.301209455589018,0.112156348820816,0.232472180403215
"DELTA",-0.138888888888889,0,-0.133333333333333,-0.133333333333333,0,-0.1,-0.141025641025641,-0.164285714285714,-0.133333333333333,-0.1,-0.15,-0.0171428571428571,-0.1,-0.17948717948718,-0.25,-0.216666666666667,-0.1,-0.253333333333333,-0.2,-0.22,-0.034140350877193,-0.04,-0.0375690975690976,-0.1,-0.0323076923076923,-0.04,-0.0323076923076923,0,-0.133710407239819,0,-0.135507246376812,0.1,0.0632183908045977,-0.0444444444444444,-0.0324444444444444,0.0351515151515151,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.02,0.1,0,0.0474592074592075,0.0844169884169884,0.0578434241814524,0,0.0757142857142857,0.0272727272727273,0.139,0,0.128831168831169,0,0.06,0.117149758454106,0.321428571428571
"MEK",-0.10545193687231,-0.166666666666667,-0.198666666666667,-0.213420765027322,-0.271428571428571,-0.186666666666667,-0.216688738883532,-0.179889426304372,-0.268398268398268,-0.286045327221798,-0.195018577595885,-0.301209455589018,-0.271428571428571,-0.108543417366947,-0.168764298032591,-0.152095563646652,0.07,-0.0265505013450721,0.0596551724137931,0.0617828319882612,-0.193214153017123,-0.155735492577598,-0.160921164100282,-0.140350877192982,-0.164826401668507,-0.152051282051282,-0.161142191142191,-0.166666666666667,0.351315334253134,0.106666666666667,-0.113242376625447,0.0685714285714286,-0.293980924831989,-0.0676368491321762,-0.0785857542416653,-0.195262515262515,-0.202564102564103,-0.202564102564103,-0.202564102564103,-0.132698412698413,0.136666666666667,0.166666666666667,0.159991796070543,-0.209321175731675,0.099927063772114,0.1,0.200006018676905,-0.0471809737896515,0.171089498736558,0.295959595959596,0.216611498338655,0.2,0.284421134421134,0.124912254332627,0.22751491544595
"GLI",-0.136436722436722,-0.019047619047619,-0.044047619047619,-0.0277210884353742,-0.116666666666667,-0.044047619047619,-0.0289556563366087,-0.132272525346396,-0.134496956677408,-0.117309456677408,-0.128488741562613,-0.120692812934192,-0.132456140350877,-0.166361314951186,-0.118671862941812,-0.144679521462294,-0.314285714285714,-0.311893401258042,-0.305952380952381,-0.312445887445887,-0.0465732365249701,-0.0450432730133753,-0.043921267043584,-0.0596774193548387,-0.0407329281857891,0.0279696394686907,-0.0673495094674795,0.02,-0.196413290441392,0.131666666666667,-0.133418160095579,0.159252873563218,0.182459021036286,-0.146045326393407,-0.144398267569878,-0.0459407050625836,-0.0425743684289202,-0.0425743684289202,-0.0425743684289202,-0.00491935792820749,-0.0103225806451613,0.05,0.0462524087052696,0.104651032082031,0.0673038108212375,0.05,0.0643131038647343,0.00525056986357296,0.143622670481754,0.131883289124668,0.120140182496001,0.15,0.136883289124668,0.133406041986687,0.291706333849329
"cateninnuc",-0.15933023086048,0.0444444444444444,-0.00375227686703097,-0.0143112830782111,-0.295833333333333,0.00444444444444444,-0.0162720673919366,-0.170103224803088,-0.313045454545455,-0.320857954545455,-0.179516594516595,-0.10315597175274,-0.317045454545455,-0.253939912858027,-0.155492090801896,-0.262769174175235,0.0210144927536232,0.00959139605007126,0.00672877846790891,0.00546295568309878,0.0587706716275147,0.0891431032735381,-0.0102317892992052,0.0913170163170163,0.0851748493052841,0.0876590850086979,0.0837065158387374,0.082983682983683,-0.211038780127154,0.208,-0.209384681676294,0.189538461538462,-0.240966018847603,-0.187239610963749,-0.192261445024884,-0.273390153390153,-0.275410355410355,-0.275410355410355,-0.275410355410355,-0.224838086104063,-0.0898329980521761,-0.082983682983683,-0.0891330270498696,-0.22841773310378,0.0666182822482889,-0.106060606060606,-0.238850112906848,-0.0371675709327413,0.00923288251431835,0.103515379786566,-0.0427375753607863,0.233333333333333,0.0977014262981941,0.13522749251065,0.119775192021094
"SRC",-0.220865633074935,-0.1,-0.15,-0.168518518518519,-0.2,-0.15,-0.171459694989107,-0.151932195353248,-0.241025641025641,-0.257692307692308,-0.161842105263158,-0.241666666666667,-0.233333333333333,-0.178722710980775,-0.10319430652102,-0.254202614754218,-0.0333333333333333,-0.0256527539546407,-0.0424242424242424,-0.0313131313131313,-0.181223509605863,-0.105,-0.104792342570802,-0.075,-0.106639344262295,-0.105,-0.106639344262295,-0.1,0.0165389342809074,0.0888888888888889,-0.209838274932615,0.0638888888888889,-0.223290043290043,-0.0686507936507937,-0.0777417027417028,-0.246548336936322,-0.249578639966625,-0.249578639966625,-0.249578639966625,-0.0771428571428572,0.075,0,0.100541783286685,-0.0481247013855709,0.0813508456817842,0,0.146893195630924,-0.0286897965158835,0.251239105721864,0.225,0.138081039755352,0.1,0.220238095238095,0.142280622941,0.396083099906629
"Csn",-0.159421101774043,-0.142857142857143,-0.181240981240981,-0.193068938230229,-0.225,-0.153968253968254,-0.184872216918753,-0.180435903628245,-0.241666666666667,-0.248866666666667,-0.170410196687371,-0.265435952935953,-0.225,-0.31395601454895,-0.153446843853821,-0.323137790975636,-0.103333333333333,-0.111666666666667,-0.112424242424242,-0.103333333333333,-0.0872473135542779,-0.211418086137654,-0.212213060375726,-0.200574712643678,-0.208306975026543,-0.211418086137654,-0.206614592687872,-0.183333333333333,-0.0293664416618156,0.0886363636363636,-0.213614557485525,0.0752035278154681,-0.364830801190368,-0.0905881432000835,-0.0774616515533054,-0.19682267854886,-0.196630739969206,-0.196630739969206,-0.196630739969206,0.0119266689726738,0.200574712643678,0.183333333333333,0.207342344801463,-0.244478929706193,-0.0127390482910968,0.2,0.243105130626377,-0.0100098428370069,0.32392940626461,0.23989898989899,0.177322101206631,0.1,0.256782106782107,0.15,0.471226706709508
"cateninmemb",-0.17163619315518,0.166666666666667,0.0791666666666667,0.0716397849462366,-0.22,0.116666666666667,0.0677027770722208,-0.183601501912482,-0.292486772486772,-0.288590668590669,-0.176579710144928,-0.0185776639576106,-0.262857142857143,-0.224901039748552,-0.161655241718408,-0.231353776177628,0.0345454545454546,0.0271389455501038,0.0345454545454546,0.0314526710402999,0.13796271146483,0.140723646384742,0.142316328617161,0.139854081167351,0.144402576150628,0.139854081167351,0.143187414500684,0.16078431372549,-0.193375237147913,0.178909090909091,-0.205101022698927,0.188242424242424,-0.224339402291502,-0.179949741315595,-0.172897300085939,-0.245297888386124,-0.245297888386124,-0.245297888386124,-0.245297888386124,-0.222612169359935,-0.139854081167351,-0.16078431372549,-0.141289251119495,-0.211962250039357,0.057282418402135,-0.166666666666667,-0.212732334185095,-0.05673196863141,-0.0786374070422707,-0.0045933014354067,-0.103796140207408,0.2,0.021179894440882,0.151870570627852,0.056450210567231
"NOTCH",-0.117149758454106,-0.1,-0.133333333333333,-0.141025641025641,-0.1,-0.133333333333333,-0.146907993966817,-0.127619047619048,-0.1,-0.111111111111111,-0.164285714285714,-0.12036866359447,-0.133333333333333,-0.224314765694076,-0.254347826086957,-0.221282051282051,-0.2,-0.231904761904762,-0.22,-0.253333333333333,-0.0462371250707414,-0.0323076923076923,-0.0314466485895057,-0.04,-0.0474592074592075,-0.0323076923076923,-0.0474592074592075,-0.1,-0.135297708827121,0.1,-0.139210950080515,0.0444444444444444,0.0700365726227795,-0.0324444444444444,-0.0679283154121864,0.045296442687747,0.0351515151515151,0.0351515151515151,0.0351515151515151,0.0357894736842105,0.04,0.1,0.0375690975690976,0.0816132500992314,0.0510371414589393,0,0.0813746630727763,-0.0127272727272727,0.171203389830508,0.06,0.143645983645984,0,0.0171428571428571,0.157890499194847,0.327551020408163
"Frizzled",-0.13921568627451,-0.1,-0.177272727272727,-0.210606060606061,-0.2,-0.15,-0.223509286412512,-0.193117809766364,-0.2325,-0.25125,-0.205267342476645,-0.272759103641457,-0.22,-0.305238095238095,-0.185051827605019,-0.334799861973775,-0.0333333333333333,-0.0518082788671024,-0.0533333333333333,-0.0592156862745098,-0.112733640605395,-0.226315789473684,-0.237320204484722,-0.2,-0.23703007518797,-0.226315789473684,-0.23703007518797,-0.3,0.0507777656912868,0.1,-0.240837914494462,0.0666666666666667,-0.38030303030303,-0.0536231884057971,-0.0602898550724638,-0.200361139068143,-0.209022556390977,-0.209022556390977,-0.209022556390977,-0.0181818181818182,0.2,0.2,0.236367823532341,-0.257510449930781,-0.0565018832391714,0.1,0.270218463706836,-0.0273421717171717,0.344551820728291,0.242857142857143,0.212473262032086,0.1,0.251190476190476,0.162446789872674,0.472450805008945
"AXIN2",-0.175147867427959,-0.2,-0.297802197802198,-0.310302197802198,-0.166666666666667,-0.269230769230769,-0.316531705998919,-0.185829307568438,-0.18695652173913,-0.182512077294686,-0.190591212330343,-0.253788694709747,-0.188405797101449,-0.27481684981685,-0.17487684729064,-0.278225280238571,-0.0266666666666667,-0.0291508086850124,-0.0291056910569106,-0.0319094293746676,-0.169429375789818,-0.362592889601711,-0.375428871027724,-0.352248062015504,-0.370479324932941,-0.362592889601711,-0.370140059413032,-0.326666666666667,0.306606667110602,0.0279166666666667,-0.231229957871061,0.00939814814814816,-0.349874122318058,0.00564609963946247,0.0092764626757661,-0.119320476084228,-0.122995016766643,-0.122995016766643,-0.122995016766643,0.114633856092482,0.352248062015504,0.326666666666667,0.374348023643375,-0.346170709210411,-0.24010016044944,0.266666666666667,0.723889652919225,-0.0759079574645918,0.326894589646449,0.243508771929825,0.373068582416409,0.133333333333333,0.252437343358396,0.188012570867507,0.338593943137269
"ZEB2",-0.335316692146744,-0.225,-0.219285714285714,-0.21684668989547,-0.211111111111111,-0.210714285714286,-0.210483053531834,-0.210081898520579,-0.209722222222222,-0.205049325025961,-0.200325800959604,-0.200001681378731,-0.198611111111111,-0.183961352657005,-0.179381908414166,-0.173909332761122,-0.158333333333333,-0.14541561417312,-0.142543859649123,-0.13931805319751,-0.111706548595932,-0.0892982456140351,-0.0873589329704971,-0.0866666666666667,-0.0837426900584795,-0.081958041958042,-0.0755360236094181,-0.0727272727272727,-0.0355903045695842,-0.012987012987013,-0.00776842878309237,-0.00753246753246753,-0.00496358572300108,-0.00131106988249845,0.00609633752490895,0.0066998989589996,0.00777056277056277,0.00777056277056277,0.00777056277056277,0.0444871794871795,0.0793939393939394,0.08,0.0851511407627049,0.0859774632424476,0.0953885091188462,0.1,0.11536427125313,0.160688946009999,0.166810773438984,0.192307692307692,0.194521994855445,0.2,0.201641025641026,0.228526911817025,0.271664335664336
