"","RKIP","cfos","SNAI1","TWIST1","MEK","ERK","SUFU","EGR1","NOTCHic","NFB","Csn","IKK","Csl","TrCP","AXIN2","Wnt","GLI","Destcompl","SNAI2","TCFLEF","DELTA","SOSGRB2","TGFR","TGF","CDC42","PAK1","RAS","STAT","RAF","PI3K","Ecadherin","DSH","CD44","cateninnuc","LIV1","cMet","miR200","SRC","cateninmemb","Frizzled","HEY1","SMAD","SMO","ILK","FUS","SHH","Patched","AKT","Jagged","NOTCH","GSK3","ZEB2","ZEB1","FOXC2","KLF4"
"KLF4",0.0207276850133993,0.0490909090909091,0.0181377496216588,0.00694989106753813,0.0456949115166217,0.0549732620320856,0,0.04,-0.0567464114832536,0.02,0,0.0247619047619048,-0.0672727272727273,0.1,-0.0880913634298459,0.012859097127223,0.00423840747205057,-0.0219966192963711,0.0769397086555632,0.00603635465230659,0.00948717948717949,-0.0996283590623213,-0.0462424242424242,-0.0428277900960828,-0.0449090909090909,-0.0409090909090909,-0.0116930618401207,0,-0.00948717948717949,-0.00948717948717949,0.19394799989121,0,-0.00503301017070124,-0.00865154767845852,-0.0333333333333333,-0.012859097127223,0.00635327635327635,-0.00588235294117647,0.191400884571616,-0.00588235294117647,-0.0233919022154316,-0.0173333333333333,-0.0333333333333333,-0.0173333333333333,-0.0333333333333333,-0.0324596774193548,-0.0270833333333333,-0.0136507936507937,-0.00880105401844532,0.053653627978099,0.021088535067759,-0.00823529411764706,-0.00823529411764706,0.0537524366471735,0.0037037037037037
"HEY1",0.0207276850133993,0.0490909090909091,0.0181377496216588,0.00694989106753813,0.0456949115166217,0.0549732620320856,0,0.04,-0.0567464114832536,0.02,0,0.0247619047619048,-0.0672727272727273,0.1,-0.0880913634298459,0.012859097127223,0.00423840747205057,-0.0219966192963711,0.0769397086555632,0.00603635465230659,0.00948717948717949,-0.0996283590623213,-0.0462424242424242,-0.0428277900960828,-0.0449090909090909,-0.0409090909090909,-0.0116930618401207,0,-0.00948717948717949,-0.00948717948717949,0.19394799989121,0,-0.00503301017070124,-0.00865154767845852,-0.0333333333333333,-0.012859097127223,0.00635327635327635,-0.00588235294117647,0.191400884571616,-0.00588235294117647,-0.0233919022154316,-0.0173333333333333,-0.0333333333333333,-0.0173333333333333,-0.0333333333333333,-0.0324596774193548,-0.0270833333333333,-0.0136507936507937,-0.00880105401844532,0.053653627978099,0.021088535067759,-0.00823529411764706,-0.00823529411764706,0.0537524366471735,0.0037037037037037
"Ecadherin",0.0218512805190173,0.0549732620320856,0.0184542053178613,0.00788098976399995,0.0484400095558373,0.0456949115166217,0.0333333333333333,0.0490909090909091,-0.053653627978099,0.0247619047619048,0.02,0.0136507936507937,-0.0567464114832536,0,-0.0887099201308769,0.00423840747205057,0.0055717408053839,-0.0215306360717672,0.075434591256406,0.00865154767845852,0.0116930618401207,-0.0969967801149529,-0.0428277900960828,-0.0466252584505132,-0.0462424242424242,-0.0449090909090909,-0.0105757434043665,-0.00588235294117647,-0.0116930618401207,-0.0116930618401207,0.0928769190732936,-0.00588235294117647,-0.00603635465230659,-0.00706424609115694,0,-0.00503301017070124,0.00653949609256872,-0.012859097127223,0.191016269187001,-0.012859097127223,-0.0254053250342236,-0.017091202582728,-0.0270833333333333,-0.0173333333333333,-0.0333333333333333,-0.0285226695453391,-0.0324596774193548,-0.0175468975468976,-0.00948755287428056,0.057742847308954,0.021088535067759,-0.00823529411764706,-0.00823529411764706,0.0558119332146792,0.00496952648851383
"PI3K",-0.0620394311570782,-0.0714285714285714,-0.0560547504025765,-0.108591566823926,-0.0847361895577903,-0.112605042016807,0,0,0.121153846153846,-0.2,-0.166666666666667,-0.194117647058824,0.075,-0.2,-0.0426666666666667,-0.00096618357487922,0.000572277963582318,0.0297330906885047,-0.117920136514195,0.0203462892630173,-0.0612813852813853,-0.0511538461538462,-0.0613529411764706,-0.0768000956480153,-0.0573529411764706,-0.075,0.0736101524046729,0,0.0612813852813853,0.0612813852813853,-0.202063574202851,0,-0.000572277963582318,-0.0110679387475534,0.1,0.00096618357487922,-0.0861672775607202,-0.0555555555555556,-0.111186938439571,-0.0555555555555556,0.00583863047792016,-0.00794493797519008,0,-0.00234493797519008,0.05,0.00192307692307692,-0.0230769230769231,0.196681749622926,-0.000526315789473686,-0.105024813895782,0.0847643097643098,-0.00591379002547998,-0.00591379002547998,0.13802787456446,-0.00942982456140351
"ILK",-0.0620394311570782,-0.0714285714285714,-0.0560547504025765,-0.108591566823926,-0.0847361895577903,-0.112605042016807,0,0,0.121153846153846,-0.2,-0.166666666666667,-0.194117647058824,0.075,-0.2,-0.0426666666666667,-0.00096618357487922,0.000572277963582318,0.0297330906885047,-0.117920136514195,0.0203462892630173,-0.0612813852813853,-0.0511538461538462,-0.0613529411764706,-0.0768000956480153,-0.0573529411764706,-0.075,0.0736101524046729,0,0.0612813852813853,0.0612813852813853,-0.202063574202851,0,-0.000572277963582318,-0.0110679387475534,0.1,0.00096618357487922,-0.0861672775607202,-0.0555555555555556,-0.111186938439571,-0.0555555555555556,0.00583863047792016,-0.00794493797519008,0,-0.00234493797519008,0.05,0.00192307692307692,-0.0230769230769231,0.196681749622926,-0.000526315789473686,-0.105024813895782,0.0847643097643098,-0.00591379002547998,-0.00591379002547998,0.13802787456446,-0.00942982456140351
"DSH",-0.0665601065601066,-0.101176470588235,-0.026104209799862,-0.0777144049109005,-0.0684836273690763,-0.0752505446623094,-0.05,-0.06,0.0883053221288515,-0.0866666666666667,-0.0866666666666667,-0.0866666666666667,0.105952380952381,-0.0666666666666667,-0.0393281059044968,-0.00789473684210527,0.00975232198142415,0.0166717355752903,-0.0536094027862218,0.00331939119321482,-0.0372040516466542,-0.0698447893569845,-0.0872049689440994,-0.0805847598848659,-0.0710144927536232,-0.0666666666666667,0.0358034914225646,-0.05,0.0372040516466542,0.0372040516466542,-0.189767375584351,-0.05,-0.00998605785988149,0.00122201575246639,0,0.00789473684210527,-0.0783660538309929,0.00789473684210527,-0.0967390848655447,0.00789473684210527,0.00776868521549372,-0.00504636936060786,-0.0192640692640693,-0.00165014294551352,0.00454545454545455,0.00270307896470572,0.00331657589722106,0.0786206896551724,-0.0044155474028935,-0.0792144130379424,0.0810319977113321,-0.00403175734828536,-0.00403175734828536,0.114592963136415,-0.0102526447472193
"NOTCHic",0.160976824697077,0.0933333333333333,0.114403744403744,0.063028461784458,0.0633333333333333,0.0719047619047619,0.0333333333333333,0.06,-0.0259907834101383,0.0222222222222222,0.0333333333333333,0.0222222222222222,0.0514285714285714,0,-0.125137017070979,-0.0752447552447552,-0.0827716369651854,-0.0710319585272856,0.209215330275097,-0.0784472670186956,0.0162055335968379,-0.0530622009569378,-0.0322007168458781,-0.0379332009223113,-0.0515555555555556,-0.0555555555555556,-0.00881637103526159,0.12,-0.0162055335968379,-0.0162055335968379,0.213158217135488,0.12,0.0829370629370629,0.0773785647286192,0.1,0.0752447552447552,0.104158346470485,0.0661538461538461,0.195877548663271,0.0661538461538461,0.0910367892976589,-0.00593696471394313,0.0243589743589744,-0.00809523809523809,0.0166666666666667,0.00190483141147278,0.000829562594268479,-0.010594315245478,0.0209543559212433,0.0207276255154014,0.0791353978658054,-0.00399355877616747,-0.00399355877616747,-0.185918367346939,0.00193236714975845
"STAT",0.145916988416988,0.0466666666666667,0.104300894689921,0.00789799905242184,0.0354079696394687,0.0407843137254902,0,0.0666666666666667,-0.0365129835718071,0.01,0.05,0.0242857142857143,-0.0392156862745098,0,-0.144388160858749,-0.0892857142857143,-0.0934873949579832,-0.0733517185769295,0.147515220183388,-0.0938746759724678,0.0534532671629446,-0.131075533661741,-0.045933014354067,-0.0502808404410235,-0.0590909090909091,-0.0590909090909091,-0.0504681925360789,0.114285714285714,-0.0534532671629446,-0.0534532671629446,0.295501800291233,0.114285714285714,0.0935592185592185,0.0916100752573307,0.2,0.0892857142857143,0.103973000581821,0.0892857142857143,0.26189914352281,0.0892857142857143,-0.00933333333333333,-0.00791271031151091,0.0316666666666667,-0.00676328502415459,0.025,0.018042464155862,0.0153875968992248,-0.0158111380145278,0.0198193128997309,0.0258333719213217,0.106263907432132,-0.00369374215528062,-0.00369374215528062,-0.175618268575324,0.10496137849079
"SRC",-0.045682632779407,-0.136363636363636,0.0945326720483292,0.0589402551471517,-0.179550219172861,-0.147474747474747,0.0333333333333333,-0.2,0.105714285714286,-0.0666666666666667,-0.1,-0.0897435897435898,0.12,-0.1,-0.137955289217561,-0.085,-0.0833606557377049,-0.0230797101449275,0.169709158122657,-0.100433826469412,-0.204188569044639,-0.207142857142857,0.0317460317460317,0.0408369408369408,0.0222222222222222,0.0222222222222222,0.199643114499185,0.2,0.204188569044639,0.204188569044639,0.274032552414905,0.1,0.0833606557377049,0.0943935580130364,0.2,0.085,0.0986327038500951,0.125,0.255931746744499,0.125,-0.0305776233035419,-0.0614568515884305,-0.0133333333333333,-0.0677631578947368,-0.0333333333333333,-0.0361002178649237,-0.00962962962962963,0.0841880341880342,-0.0281686661961891,-0.12,0.0270995670995671,-0.00327942497753819,-0.00327942497753819,-0.135536881419234,0.104263565891473
"PAK1",-0.147693981892877,-0.0669565217391304,-0.109040241653154,-0.0646918878223226,-0.0684254482928028,-0.0550921149594694,0.00952380952380952,-0.08,0.00717948717948718,-0.0208333333333333,-0.00833333333333333,-0.00504385964912281,0.0179487179487179,-0.0333333333333333,0.139781578213589,0.104230019493177,0.0998397755907384,0.0922136946792985,-0.218273838022521,0.0975911555119476,0.00867872894415219,0.0389026402640264,0.0321110262286733,0.0310181300538099,0.0260504201680672,0.0476190476190476,-0.00867872894415219,-0.09,-0.00867872894415219,-0.00867872894415219,-0.195014942690622,-0.09,-0.100554118474911,-0.101177362408499,-0.15,-0.104514514514515,-0.100075424724574,-0.0937037037037037,-0.19736493825244,-0.0937037037037037,0.00728900255754476,0.00218125960061444,-0.00360983102918586,0.00476190476190476,-0.0261904761904762,-0.00884439893042043,-0.00484439893042043,0.0124512670565302,-0.0104626789366053,-0.015970695970696,-0.0890443722943723,-0.00215836584420314,-0.00215836584420314,0.187009915825035,0.00010408534998699
"EGR1",-0.147693981892877,-0.0669565217391304,-0.109040241653154,-0.0646918878223226,-0.0684254482928028,-0.0550921149594694,0.00952380952380952,-0.08,0.00717948717948718,-0.0208333333333333,-0.00833333333333333,-0.00504385964912281,0.0179487179487179,-0.0333333333333333,0.139781578213589,0.104230019493177,0.0998397755907384,0.0922136946792985,-0.218273838022521,0.0975911555119476,0.00867872894415219,0.0389026402640264,0.0321110262286733,0.0310181300538099,0.0260504201680672,0.0476190476190476,-0.00867872894415219,-0.09,-0.00867872894415219,-0.00867872894415219,-0.195014942690622,-0.09,-0.100554118474911,-0.101177362408499,-0.15,-0.104514514514515,-0.100075424724574,-0.0937037037037037,-0.19736493825244,-0.0937037037037037,0.00728900255754476,0.00218125960061444,-0.00360983102918586,0.00476190476190476,-0.0261904761904762,-0.00884439893042043,-0.00484439893042043,0.0124512670565302,-0.0104626789366053,-0.015970695970696,-0.0890443722943723,-0.00215836584420314,-0.00215836584420314,0.187009915825035,0.00010408534998699
"Jagged",-0.143589743589744,0,-0.116666666666667,-0.07,-0.0933333333333333,-0.06,0,-0.1,-0.08,0,0,-0.0333333333333333,-0.1,0,0.122857142857143,0.12,0.0661538461538461,0.0766332046332046,-0.207315233785822,0.0752447552447552,-0.0333333333333333,0.06,0.0555555555555556,0.0515555555555556,0,0,0.00606060606060606,0,0.0333333333333333,0.0333333333333333,-0.211473684210526,0,-0.0661538461538461,-0.0829370629370629,0,-0.12,-0.102424242424242,-0.1,-0.193396744100969,-0.1,-0.1,0.00476190476190476,0.0333333333333333,0,0,-0.0243589743589744,-0.0166666666666667,0.0222222222222222,-0.0139393939393939,0.0514285714285714,-0.0578544061302682,-0.00193236714975845,-0.00193236714975845,0.175714285714286,0.0111111111111111
"DELTA",-0.143589743589744,0,-0.116666666666667,-0.07,-0.0933333333333333,-0.06,0,-0.1,-0.08,0,0,-0.0333333333333333,-0.1,0,0.122857142857143,0.12,0.0661538461538461,0.0766332046332046,-0.207315233785822,0.0752447552447552,-0.0333333333333333,0.06,0.0555555555555556,0.0515555555555556,0,0,0.00606060606060606,0,0.0333333333333333,0.0333333333333333,-0.211473684210526,0,-0.0661538461538461,-0.0829370629370629,0,-0.12,-0.102424242424242,-0.1,-0.193396744100969,-0.1,-0.1,0.00476190476190476,0.0333333333333333,0,0,-0.0243589743589744,-0.0166666666666667,0.0222222222222222,-0.0139393939393939,0.0514285714285714,-0.0578544061302682,-0.00193236714975845,-0.00193236714975845,0.175714285714286,0.0111111111111111
"SNAI1",0.146438751767354,0.0550921149594694,0.0104637291976376,0.0666406057710406,0.0634927128667938,0.0684254482928028,-0.0261904761904762,0.0669565217391304,-0.015970695970696,0.00504385964912281,0.0208333333333333,0.0124512670565302,-0.00717948717948718,0.00833333333333333,-0.137683676115687,-0.0998397755907384,-0.0974631759563691,-0.0938584315214038,0.219313060281992,-0.101177362408499,-0.00867872894415219,-0.0475818855470453,-0.0310181300538099,-0.0310181300538099,-0.0321110262286733,-0.0260504201680672,0.00736510004431639,0.0937037037037037,0.00867872894415219,0.00867872894415219,0.194130447373244,0.0937037037037037,0.0975911555119476,0.100609473921148,0.09,0.100554118474911,0.100171486203921,0.104514514514515,0.198712088511507,0.104230019493177,-0.00371757398611619,-0.00402627805079894,0.00484439893042043,-0.00218125960061444,0.00360983102918586,0.00865022417313888,0.00884439893042043,-0.00828460038986355,0.00952150246601709,0.0118890633176347,0.0888463524923921,0.00031334739401864,0.00031334739401864,-0.186120462203688,0.00394575888677313
