"","ZEB2","DELTA","miR200","AXIN2","EGR1","MEK","cateninmemb","NOTCH","cfos","LIV1","ERK","Jagged","cMet","CD44","TCFLEF","cateninnuc","Wnt","GLI","Ecadherin","STAT","FUS","Frizzled","DSH","HEY1","GSK3","Csn","ILK","SHH","Patched","SMAD","AKT","SMO","ZEB1","TrCP","SNAI1","RKIP","IKK","NFB","SUFU","FOXC2","SRC","KLF4","Csl","TWIST1","NOTCHic","SNAI2","SOSGRB2","RAS","RAF","PI3K","Destcompl","CDC42","TGFR","PAK1","TGF"
"LIV1",-0.103327990959859,-0.00565784579414421,-0.00869125068886191,0.125981968584441,-0.12,-0.113542618521248,0.19316760560389,0.134798534798535,-0.0895652173913043,0.1,-0.108209285187915,0.134606765507839,0.096996996996997,0.096006897987096,0.0963772683574664,0.0963772683574664,0.0941520467836257,0.0926886321494794,0.217973562210024,0.1,-0.114285714285714,0.0888888888888889,0.1,0.107349266543199,-0.0655119047619048,0.158333333333333,0.0919269499914661,0.0989663196222336,0.0959663196222336,0.0957979177334016,0.108162768031189,0.104608294930876,0.00741356582235416,0.133333333333333,-0.00149437946120826,-0.0050009658849438,0.115570175438596,0.120833333333333,0.147619047619048,0.0815994421317728,-0.0888888888888889,0.0979859484777518,-0.143589743589744,0.0698783173348391,-0.135897435897436,0.252853879004669,0.0533553355335534,0.00656693670323512,0.00565784579414421,0.00565784579414421,-0.104248189630369,0.0526610644257703,0.0647822765469824,0.0428571428571429,0.0724325497710261
"NFB",-0.102092299714804,0.0328911155986129,-0.00940355060675565,0.132375886524823,-0.0857142857142857,-0.0255051353874883,0.307284142807731,0.223452962807802,-0.0417142857142857,0.1,-0.0261587301587302,0.154847540898865,0.104273504273504,0.101448645516442,0.101448645516442,0.101213351398795,0.104273504273504,0.10090271775665,0.408323535825865,0.0888888888888889,-0.18,0.0965811965811966,0.0888888888888889,0.218450538109981,-0.0903469079939668,0.342857142857143,0.202303355335534,0.16078290172183,0.170421455938697,0.195983652733303,0.233487773487773,0.191111111111111,-0.0172710511911964,0.3,0.0368216621934075,0.0530615104385596,0.24015444015444,0.242857142857143,0.16,0.199154665608849,-0.0965811965811966,0.092032967032967,-0.222510822510822,0.251778711484594,-0.224098124098124,0.393538055753912,0.150435647943388,-0.0328911155986129,-0.0328911155986129,-0.0328911155986129,-0.196638713540581,0.203030303030303,0.202230303030303,0.216666666666667,0.210458151131569
"STAT",-0.0967545275237583,0.053199958643507,-0.000802346395360657,0.147626099390805,-0.166666666666667,-0.133383934218849,0.280768599471314,0.116850088237867,-0.146666666666667,0.2,-0.117254901960784,0.111907815794685,0.0982142857142857,0.10248778998779,0.0990177584420487,0.0996137059986637,0.0982142857142857,0.100735294117647,0.348871960436821,0.0857142857142857,-0.125,0.0982142857142857,0.0857142857142857,0.104666666666667,-0.113188696039163,0.15,0.0896135265700483,0.0836375797489195,0.0933720930232558,0.0965100782941862,0.121751412429379,0.105,0.00346064192218038,0.1,-0.00603127233927791,0.00425836550836551,0.116666666666667,0.15,0.1,0.0756087252897069,-0.0982142857142857,0.191136858783918,-0.127450980392157,0.153349515718331,-0.113937466878643,0.186352544475258,0.148809523809524,-0.0561850332703727,-0.053199958643507,-0.053199958643507,-0.111485004464473,0.110227272727273,0.118122009569378,0.122727272727273,0.129233120680489
"CDC42",-0.0965755793842961,-0.0154139433551198,-0.00463033698327816,0.125353037766831,-0.14,-0.108209285187915,0.191885554321839,0.135897435897436,-0.12,0.1,-0.0895652173913043,0.132152777777778,0.0888888888888889,0.096996996996997,0.096006897987096,0.0963772683574664,0.0888888888888889,0.0941520467836257,0.213890517227325,0.1,-0.147619047619048,0.1,0.1,0.0985257371314343,-0.0644209956709957,0.133333333333333,0.0838624338624339,0.0959663196222336,0.104608294930876,0.0919269499914661,0.115570175438596,0.114285714285714,0.00259041469695223,0.1,-0.00411967779056386,0.0088111888111888,0.120833333333333,0.158333333333333,0.133333333333333,0.0829787524766004,-0.1,0.0914285714285714,-0.166666666666667,0.064987012987013,-0.143589743589744,0.25176888804626,0.0444444444444444,0.00565784579414421,0.0154139433551198,0.0154139433551198,-0.10379706181082,0.0428571428571429,0.0526610644257703,0.157142857142857,0.0647822765469824
"NOTCH",-0.0895330112721417,-0.0242424242424242,-0.00346320346320346,0.0186253369272237,-0.2,-0.0852380952380952,0.0442935959402297,0.124608294930876,-0.14,0,-0.106666666666667,0.118172198172198,0.0276923076923077,0.0125407925407925,0.0158374958374958,0.0154293325721897,0.0276923076923077,0.0125407925407925,0.0653327674023769,0,-0.133333333333333,0.02,0,0.21231884057971,-0.0165795889933821,0.1,0.102380952380952,0.108107088989442,0.119871794871795,0.0857142857142857,0.122222222222222,0.158333333333333,0.000483091787439613,0,0.00897435897435898,0.0184792219274978,0.144444444444444,0.133333333333333,0.1,0.0773469387755102,-0.02,0.0710144927536232,-0.22,0.0544745762711864,-0.234285714285714,0.169830496301085,0.0452631578947368,0.0285902503293808,0.0242424242424242,0.0242424242424242,-0.0110111500018042,0.0666666666666667,0.0546666666666667,0.1,0.0643440860215054
"IKK",-0.0894486215538847,0.0244404113732607,-0.00789297658862876,0.131666666666667,-0.1,-0.0261587301587302,0.306967352945007,0.224098124098124,-0.0857142857142857,0.1,-0.0417142857142857,0.160602936582318,0.0965811965811966,0.104273504273504,0.101448645516442,0.101448645516442,0.0965811965811966,0.104273504273504,0.40559480388365,0.1,-0.16,0.0888888888888889,0.1,0.225593395252838,-0.0923076923076923,0.3,0.213194444444444,0.170421455938697,0.191111111111111,0.202303355335534,0.24015444015444,0.18,-0.0237844611528822,0.2,0.0420271416454623,0.0761384335154827,0.242857142857143,0.342857142857143,0.1,0.206724386724387,-0.0888888888888889,0.0824175824175824,-0.227272727272727,0.244477124183007,-0.222510822510822,0.393741307786433,0.143067226890756,-0.0328911155986129,-0.0244404113732607,-0.0244404113732607,-0.197137052411013,0.216666666666667,0.203030303030303,0.25,0.202230303030303
"Csn",-0.0893101736972705,-0.0885182166134978,-0.00414763614463275,-0.0900622639282342,-0.0266666666666667,-0.0298322510822511,0.0761980519853746,0.137787212787213,-0.0175757575757576,-0.0666666666666667,-0.0110822510822511,0.0739391945609562,-0.0622143747403407,-0.0599921525181185,-0.0587059788846779,-0.0573229361907513,-0.0622143747403407,-0.0617776935176333,0.144197915071827,-0.05,-0.153968253968254,-0.046551724137931,-0.05,0.0869158361018826,-0.0630142913670039,0.16,0.0766511387163561,0.102437878826033,0.104896895219476,0.0846202903873073,0.150233333333333,0.114574314574315,-0.012722911497105,0.26,0.0766034122829994,0.0723829912728146,0.155833333333333,0.176666666666667,0.142857142857143,0.118541149760586,0.046551724137931,0.0856812468577175,-0.159090909090909,-0.0337688951223313,-0.147402597402597,0.0831337788492889,-0.0373527037933818,0.083335874962826,0.0885182166134978,0.0885182166134978,-0.166564746488307,-0.00376526458616011,0.00649114567025015,-0.00227272727272727,0.0134123867203695
"Frizzled",-0.0829244617431614,-0.0699248120300752,-0.00783143939393939,-0.126878083157153,-0.0666666666666667,0.0155119825708061,0.0111682808716707,0.0964985994397759,0.0133333333333333,-0.1,0.0192156862745098,0.0370788770053476,-0.0697368421052632,-0.087593984962406,-0.0882562366180352,-0.0858752842370828,-0.0697368421052632,-0.087593984962406,0.103480259577821,-0.1,-0.15,-0.075,0,0.088848881614839,-0.0556844305120167,0.133333333333333,0.0789703836215464,0.106556346878928,0.116233766233766,0.0705591686682754,0.113333333333333,0.159090909090909,-0.0249110994313205,0.1,0.071911663216011,0.0595238095238095,0.125833333333333,0.113333333333333,0.1,0.0928839092364184,0.075,0.0633053221288515,-0.0857142857142857,-0.0364005602240896,-0.102380952380952,0.000871587077123899,-0.0393939393939394,0.0785862293529098,0.0699248120300752,0.0699248120300752,-0.149551007360073,0.0133333333333333,0.0176811594202899,0.0333333333333333,0.0281573498964803
"DSH",-0.0829244617431614,-0.0785862293529098,-0.00417290280857354,-0.130675551511583,0.0133333333333333,-0.00328500991039691,0.0117572090224363,0.0860090889502654,0.0192156862745098,-0.1,0.0155119825708061,0.0332029080130995,-0.087593984962406,-0.0882562366180352,-0.0858752842370828,-0.0840052931418023,-0.087593984962406,-0.0895547692761315,0.102163314889497,-0.075,-0.159090909090909,-0.0697368421052632,-0.075,0.0800769517902777,-0.0526681892127128,0.113333333333333,0.0705591686682754,0.107169843811443,0.106556346878928,0.0784836969701622,0.107586206896552,0.116233766233766,-0.0233362962817142,0.133333333333333,0.0693029675638371,0.0574259074259074,0.113333333333333,0.125833333333333,0.15,0.092451008803518,0.0697368421052632,0.0798101764977836,-0.102380952380952,-0.0364005602240896,-0.0964985994397759,0.000289514900173957,-0.0345158906134516,0.0755049968599126,0.0785862293529098,0.0785862293529098,-0.151459404306638,0.0176811594202899,0.0281573498964803,0.0133333333333333,0.032686966621219
"GSK3",-0.0824786965128494,-0.0755049968599126,-0.00569693563389593,-0.130523344510061,0.0192156862745098,-0.00214864627403327,0.0120224610118262,0.08055454349572,0.0155119825708061,-0.075,-0.00328500991039691,0.037728455458355,-0.0882562366180352,-0.0858752842370828,-0.0840052931418023,-0.0852552931418023,-0.0895547692761315,-0.0876679768233013,0.103447476891473,-0.0697368421052632,-0.116233766233766,-0.087593984962406,-0.0697368421052632,0.0887274708214195,-0.154831250776773,0.125833333333333,0.0784836969701622,0.112911470605701,0.107169843811443,0.0810324226073436,0.0990391983495432,0.106556346878928,-0.0202159396695299,0.113333333333333,0.0711855810743576,0.0556715214609951,0.107586206896552,0.113333333333333,0.159090909090909,0.0910156021049534,0.087593984962406,0.0805735352764095,-0.0964985994397759,-0.0337116997887503,-0.0860090889502654,0.00106604639284005,-0.0349810068925213,0.0734041565237782,0.0755049968599126,0.0755049968599126,-0.153678495535944,0.0281573498964803,0.032686966621219,0.0176811594202899,0.0342254281596805
"cMet",-0.0769119769119769,0.0333333333333333,-0.0641198671497585,0.161587301587302,-0.075,-0.152272727272727,0.233210994225229,0.139721644536874,-0.135,0.1,-0.125,0.129544947805817,0.13,0.132325581395349,0.129248658318426,0.136028319335375,0.13,0.13,0.245292176104298,0.2,-0.15,0.15,0.1,0.0837633298933609,-0.04786866359447,0.1,0.0953514739229025,0.086875,0.09,0.117169655741084,0.125833333333333,0.09,0.041991341991342,0.1,-0.0638895646924193,-0.0122222222222222,0.113333333333333,0.133333333333333,0.1,-0.0510759493670886,-0.25,0.16984126984127,-0.142857142857143,0.0576548545087871,-0.137593984962406,0.275209186596048,0.050952380952381,-0.0352201257861635,-0.0333333333333333,-0.0333333333333333,0.0729535794661845,0.0466666666666667,0.0688888888888889,0.0466666666666667,0.0752718676122931
"Jagged",-0.0710144927536232,-0.0333333333333333,-0.000606060606060606,0.0242857142857143,-0.1,-0.106666666666667,0.0458642765685019,0.234285714285714,-0.2,0,-0.14,0.132987012987013,0.02,0.0276923076923077,0.0125407925407925,0.0158374958374958,0.02,0.0276923076923077,0.0645263157894737,0,-0.1,0,0,0.216666666666667,-0.0256704980842912,0,0.116666666666667,0.119871794871795,0.158333333333333,0.102380952380952,0.144444444444444,0.133333333333333,-0.0106280193236715,0,0.0166666666666667,0.0564102564102564,0.133333333333333,0.1,0,0.0957142857142857,0,0.0666666666666667,-0.2,0.046,-0.22,0.171417797888386,0.04,0.0242424242424242,0.0333333333333333,0.0333333333333333,-0.0128803088803089,0.1,0.0666666666666667,0.2,0.0546666666666667
"DELTA",-0.0710144927536232,-0.0333333333333333,-0.000606060606060606,0.0242857142857143,-0.1,-0.106666666666667,0.0458642765685019,0.234285714285714,-0.2,0,-0.14,0.132987012987013,0.02,0.0276923076923077,0.0125407925407925,0.0158374958374958,0.02,0.0276923076923077,0.0645263157894737,0,-0.1,0,0,0.216666666666667,-0.0256704980842912,0,0.116666666666667,0.119871794871795,0.158333333333333,0.102380952380952,0.144444444444444,0.133333333333333,-0.0106280193236715,0,0.0166666666666667,0.0564102564102564,0.133333333333333,0.1,0,0.0957142857142857,0,0.0666666666666667,-0.2,0.046,-0.22,0.171417797888386,0.04,0.0242424242424242,0.0333333333333333,0.0333333333333333,-0.0128803088803089,0.1,0.0666666666666667,0.2,0.0546666666666667
"CD44",-0.0698412698412699,0.0476190476190476,-0.0719323671497585,0.16,-0.1,-0.125,0.227161172161172,0.137593984962406,-0.075,0.1,-0.135,0.133892773892774,0.25,0.13,0.132325581395349,0.129248658318426,0.15,0.13,0.245546629030507,0.1,-0.1,0.1,0,0.0935672514619883,-0.0446428571428572,0.1,0.105555555555556,0.09,0.09,0.0953514739229025,0.113333333333333,0.15,0.0571428571428571,0,-0.0604997341839447,-0.0307407407407407,0.133333333333333,0.1,0.1,-0.065,-0.2,0.141269841269841,-0.1,0.061025641025641,-0.142857142857143,0.271559551559552,0.0642857142857143,-0.0333333333333333,-0.0476190476190476,-0.0476190476190476,0.0709265524391575,0.0466666666666667,0.0466666666666667,0.0666666666666667,0.0688888888888889
"Wnt",-0.0660927785748446,-0.0699248120300752,-0.00939393939393939,-0.117575757575758,-0.1,0.0192156862745098,0.0140254237288136,0.102380952380952,-0.0666666666666667,0,0.0133333333333333,0.0522303921568627,-0.075,-0.0697368421052632,-0.087593984962406,-0.0882562366180352,-0.075,-0.0697368421052632,0.104645760743322,-0.1,-0.1,0,0,0.0994871794871795,-0.065987460815047,0.1,0.0905982905982906,0.116233766233766,0.159090909090909,0.0789703836215464,0.125833333333333,0.15,-0.0278813964610234,0.1,0.0734989648033126,0.0916666666666667,0.113333333333333,0.133333333333333,0,0.102186234817814,0.1,0.0490196078431373,-0.1,-0.0373529411764706,-0.0857142857142857,0.00560344827586207,-0.0606060606060606,0.0699248120300752,0.0699248120300752,0.0699248120300752,-0.153529787200922,0.0333333333333333,0.0133333333333333,0.1,0.0176811594202899
"ERK",-0.0368632636845789,-0.124962814962815,-0.00911257998835789,-0.0983873098167634,0.108620689655172,-0.0308625083534805,-0.108625533510604,-0.087197039098691,0.0894717534849597,-0.0666666666666667,-0.0105282465150404,-0.0690673590055302,-0.0669979143663354,-0.0667434614401268,-0.0669293350460747,-0.0646376683794081,-0.0622610722610723,-0.0635142050931525,-0.0907217147938722,-0.0614035087719298,-0.016,-0.048974358974359,-0.0566666666666667,-0.0841420519785624,-0.0433451861360726,-0.0535714285714286,-0.0757744544615847,-0.0395546238452616,-0.0400377156327012,-0.0617926915436516,-0.0715393430099312,-0.0315409836065574,-0.00930981403508206,-0.0285714285714286,0.152337808356333,0.0171323257348681,-0.0715393430099312,-0.0444805194805195,0.02,0.0137219713081782,0.0537112010796221,0.032448033098662,0.0680652680652681,-0.130386239498176,0.0819338812039542,-0.285644707167682,0.0697142857142857,0.123092627944113,0.124962814962815,0.124962814962815,-0.126763870461213,-0.0591366266132621,-0.0430782324526782,-0.0638095238095238,-0.0373090016834474
"MEK",-0.0345010589601694,-0.118931068931069,-0.014504736851103,-0.096273488678552,0.05,-0.0105282465150404,-0.10908551511134,-0.0819338812039542,0.108620689655172,-0.1,0.0894717534849597,-0.0666577204513134,-0.0537112010796221,-0.0669979143663354,-0.0667434614401268,-0.0669293350460747,-0.048974358974359,-0.0622610722610723,-0.0897261775470476,-0.0666666666666667,-0.02,-0.0566666666666667,-0.0666666666666667,-0.0776574103403372,-0.0428910535293514,-0.0285714285714286,-0.0695013917309574,-0.0400377156327012,-0.0315409836065574,-0.0757744544615847,-0.0715393430099312,0.016,-0.00631768805083009,-0.1,0.153032252800778,0.0140682588825004,-0.0444805194805195,-0.0535714285714286,0,0.00910658669279358,0.0614035087719298,0.00841702534672406,0.0757575757575758,-0.12969275822217,0.0680652680652681,-0.285644707167682,0.0697142857142857,0.124962814962815,0.118931068931069,0.118931068931069,-0.126200172603265,-0.0638095238095238,-0.0591366266132621,-0.04,-0.0430782324526782
"RKIP",-0.0106915351506456,-0.126623376623377,-0.00924157895636615,-0.0899671823722457,0.05,0.0894717534849597,-0.105670880964999,-0.0680652680652681,0.05,0,0.108620689655172,-0.0551823106152478,-0.0614035087719298,-0.0537112010796221,-0.0669979143663354,-0.0667434614401268,-0.0566666666666667,-0.048974358974359,-0.090819073721911,-0.1,0,-0.0666666666666667,-0.1,-0.0722028648857917,-0.0485421591804571,-0.1,-0.0605905006418485,-0.0315409836065574,0.016,-0.0695013917309574,-0.0444805194805195,0.02,-0.0134605451936872,-0.1,0.152391227159752,0.0509103641456583,-0.0535714285714286,-0.0285714285714286,-0.1,0.0226201002063071,0.0666666666666667,-0.00530846484935437,0.0666666666666667,-0.138850267379679,0.0757575757575758,-0.281751763128752,0.0608253968253968,0.118931068931069,0.126623376623377,0.126623376623377,-0.12829222281247,-0.04,-0.0638095238095238,0.0333333333333333,-0.0591366266132621
"RAF",-0.0106915351506456,-0.126623376623377,-0.00924157895636615,-0.0899671823722457,0.05,0.0894717534849597,-0.105670880964999,-0.0680652680652681,0.05,0,0.108620689655172,-0.0551823106152478,-0.0614035087719298,-0.0537112010796221,-0.0669979143663354,-0.0667434614401268,-0.0566666666666667,-0.048974358974359,-0.090819073721911,-0.1,0,-0.0666666666666667,-0.1,-0.0722028648857917,-0.0485421591804571,-0.1,-0.0605905006418485,-0.0315409836065574,0.016,-0.0695013917309574,-0.0444805194805195,0.02,-0.0134605451936872,-0.1,0.152391227159752,0.0509103641456583,-0.0535714285714286,-0.0285714285714286,-0.1,0.0226201002063071,0.0666666666666667,-0.00530846484935437,0.0666666666666667,-0.138850267379679,0.0757575757575758,-0.281751763128752,0.0608253968253968,0.118931068931069,0.126623376623377,0.126623376623377,-0.12829222281247,-0.04,-0.0638095238095238,0.0333333333333333,-0.0591366266132621
