"","Ecadherin","STAT","TCFLEF","ZEB2","cateninnuc","Destcompl","DSH","Csn","FOXC2","cateninmemb","NFB","IKK","RAF","PI3K","DELTA","RAS","FUS","AKT","SMO","SHH","Patched","TWIST1","HEY1","SMAD","GSK3","EGR1","ILK","SNAI2","TGF","TGFR","KLF4","MEK","CDC42","PAK1","RKIP","cfos","ERK","SNAI1","SOSGRB2","Jagged","TrCP","SUFU","LIV1","NOTCH","miR200","NOTCHic","Frizzled","Csl","GLI","SRC","Wnt","CD44","cMet","ZEB1","AXIN2"
"SNAI1",0.157223897106967,0.150740740740741,0.151223136417401,-0.0257980492125117,0.143892212307953,0.176368083504057,0.150740740740741,0.104166666666667,0.0928890953865684,0.0988878915407022,0.0883771929824561,0.0883771929824561,0.0861324869933191,0.0861324869933191,0.0861324869933191,0.0769370846944686,0.08963133640553,0.0821271929824561,0.0883967685042954,0.092474438407208,0.0883967685042954,0.0997223501136545,0.0574220242819767,0.0537601154813391,0.086521087823068,0.0704347826086957,0.0462570404505888,-0.0398532051708286,0.0812528599007509,0.0802447953846218,-0.0242616968343949,0.0526277850661961,0.0764196587726,-0.0733893557422969,0.0696089036217102,-0.0517907148120855,-0.0584573814787521,-0.0760305657558012,-0.105965969238433,-0.109579809735755,-0.116666666666667,-0.0928571428571429,-0.11,-0.131130298273155,0.0710828050364219,-0.125824175824176,-0.132319688109162,-0.134615384615385,-0.140681038267453,-0.129119119119119,-0.153295297865259,-0.137567964003608,-0.150901297336941,0.0257980492125117,-0.179957424921641
"TGF",-0.0752738603821417,0,-0.0263637868255545,-0.0254776598941359,-0.034976227016942,0.0803099528322993,0,0.1,-0.0797826086956522,-0.0508302608618456,0.075,0.0464285714285714,-0.00952380952380952,-0.00952380952380952,-0.00952380952380952,-0.0148809523809524,-0.02,0.0411654135338346,-0.0366666666666667,-0.0169468390804598,-0.0263218390804598,-0.110925925925926,0.0117988394584139,0.00340175953079178,0.26438977417451,0.2,-0.0127272727272727,-0.042929594055624,-0.132936507936508,-0.0365079365079365,-0.0182049326214086,0.152247284878864,-0.0555555555555556,0.1,-0.12987012987013,-0.171428571428571,-0.176691729323308,-0.0447139224411952,-0.2,0.0283689248895434,-0.2,0,0,-0.0468965517241379,-0.0712305414891622,-0.04,0.0428571428571429,-0.08,0.0222911051212938,0.0666666666666667,0.0128571428571429,0.0461006289308176,0.0366666666666667,0.0254776598941359,0.0465608465608466
"NOTCH",0.0272756083757782,0,0.0180752580752581,-0.0235909822866345,0.0388915846058703,0.0288940208566377,0,0.1,0.066530612244898,0.0221966448859746,0.0666666666666667,0.1,0.0187878787878788,0.0187878787878788,0.0187878787878788,0.0434255599472991,0.0666666666666667,0.1,0.0916666666666667,0.072209653092006,0.083974358974359,0.0882033898305085,-0.0282608695652174,0.0442857142857143,0.0208899338209683,0,0.0642857142857143,-0.103630683042448,0.0768888888888889,0.0768888888888889,-0.0384057971014493,0.0485714285714286,0.0888888888888889,-0.1,0.0718832891246684,-0.02,-0.02,0.012051282051282,-0.0957894736842105,-0.102703222703223,0,-0.1,0,-0.100276497695853,0.0681385281385282,-0.0228571428571429,-0.06,0.02,-0.0455477855477855,-0.06,-0.00615384615384615,-0.0455477855477855,-0.00615384615384615,0.0235909822866345,-0.0398382749326145
"Csl",0.0321954773169798,0.00615384615384615,0.0228610502547253,-0.0232513055933666,0.0353824910780529,0.0314778112283622,0.00615384615384615,0.1,0.0710541569241712,0.0172999566947221,0.1,0.0790697674418605,0.0242137372872006,0.0242137372872006,0.0242137372872006,0.036346090228377,0.083974358974359,0.0829457364341085,0.072209653092006,0.0689745770816241,0.0732849219092103,0.0859914841559341,-0.0358425689116226,0.0475271211602147,0.0197847597073593,0.02,0.0536382322713258,-0.103570308751734,0.0812940479801262,0.0787997169143666,-0.0312629399585921,0.0368633540372671,0.0768888888888889,-0.0768888888888889,0.0718054024497804,-0.0485714285714286,-0.0314285714285714,0.0182791926270187,-0.0901353716886451,-0.0948665781116112,-0.0666666666666667,-0.0916666666666667,-0.06,-0.0964487464996803,0.0701081277959891,-0.105539655590589,-0.0455477855477855,-0.100276497695853,-0.0409778930746673,-0.0455477855477855,-0.0208166027520866,-0.0388915846058703,-0.0180752580752581,0.0232513055933666,-0.037724593127416
"TGFR",-0.0815770971794159,-0.0666666666666667,-0.034976227016942,-0.0228361504601736,-0.0231958904358968,0.0807131786387509,-0.0428571428571429,0.075,-0.0863328270362635,-0.0420542793375962,0.0464285714285714,0.0411654135338346,-0.0148809523809524,-0.0148809523809524,-0.0148809523809524,-0.00435463659147869,-0.0366666666666667,0.0527933205105788,-0.0263218390804598,-0.00847226280927333,-0.0169468390804598,-0.099182153683933,0.0252316752793094,0.000198912555702816,0.274414224052261,0.171428571428571,0.00340175953079178,-0.0447814459074758,-0.132936507936508,-0.132936507936508,-0.0253477897642657,0.157726736933658,-0.0365079365079365,0.0555555555555556,-0.127012987012987,-0.176691729323308,-0.152247284878864,-0.0509086127066819,-0.218518518518519,0.0102529828605579,-0.1,0.02,0,-0.0504936740262962,-0.0697642658293381,-0.0468965517241379,0.0128571428571429,-0.04,0.00487175028258412,0.0366666666666667,0.0222911051212938,0.0263637868255545,0.0461006289308176,0.0228361504601736,0.0349728637282285
"TrCP",0.150512138522159,0.11,0.137567964003608,-0.0214930061620812,0.151223136417401,0.171488697539145,0.11,0.116666666666667,0.0823427167334554,0.109285128155555,0.104166666666667,0.0883771929824561,0.0747688506296828,0.0747688506296828,0.0747688506296828,0.0861324869933191,0.0928571428571429,0.0883771929824561,0.08963133640553,0.0883967685042954,0.0883967685042954,0.10885055524186,0.06575535761531,0.0462570404505888,0.0897554112554113,0.04,0.0533538146441372,-0.0433731515335507,0.0802447953846218,0.0764196587726,-0.0326729117876659,0.0584573814787521,0.0733893557422969,-0.0714285714285714,0.0704457237053922,-0.0704347826086957,-0.0517907148120855,0.0207665872691098,-0.114645214521452,-0.120638633265167,-0.0666666666666667,-0.10952380952381,-0.15,-0.125824175824176,0.0725237272266236,-0.134615384615385,-0.150740740740741,-0.126923076923077,-0.153295297865259,-0.150740740740741,-0.132319688109162,-0.150901297336941,-0.129119119119119,0.0214930061620812,-0.183920128884345
"PAK1",0.150512138522159,0.11,0.137567964003608,-0.0214930061620812,0.151223136417401,0.171488697539145,0.11,0.116666666666667,0.0823427167334554,0.109285128155555,0.104166666666667,0.0883771929824561,0.0747688506296828,0.0747688506296828,0.0747688506296828,0.0861324869933191,0.0928571428571429,0.0883771929824561,0.08963133640553,0.0883967685042954,0.0883967685042954,0.10885055524186,0.06575535761531,0.0462570404505888,0.0897554112554113,0.04,0.0533538146441372,-0.0433731515335507,0.0802447953846218,0.0764196587726,-0.0326729117876659,0.0584573814787521,0.0733893557422969,-0.0714285714285714,0.0704457237053922,-0.0704347826086957,-0.0517907148120855,0.0207665872691098,-0.114645214521452,-0.120638633265167,-0.0666666666666667,-0.10952380952381,-0.15,-0.125824175824176,0.0725237272266236,-0.134615384615385,-0.150740740740741,-0.126923076923077,-0.153295297865259,-0.150740740740741,-0.132319688109162,-0.150901297336941,-0.129119119119119,0.0214930061620812,-0.183920128884345
"LIV1",0.150512138522159,0.11,0.137567964003608,-0.0214930061620812,0.151223136417401,0.171488697539145,0.11,0.116666666666667,0.0823427167334554,0.109285128155555,0.104166666666667,0.0883771929824561,0.0747688506296828,0.0747688506296828,0.0747688506296828,0.0861324869933191,0.0928571428571429,0.0883771929824561,0.08963133640553,0.0883967685042954,0.0883967685042954,0.10885055524186,0.06575535761531,0.0462570404505888,0.0897554112554113,0.04,0.0533538146441372,-0.0433731515335507,0.0802447953846218,0.0764196587726,-0.0326729117876659,0.0584573814787521,0.0733893557422969,-0.0714285714285714,0.0704457237053922,-0.0704347826086957,-0.0517907148120855,0.0207665872691098,-0.114645214521452,-0.120638633265167,-0.0666666666666667,-0.10952380952381,-0.15,-0.125824175824176,0.0725237272266236,-0.134615384615385,-0.150740740740741,-0.126923076923077,-0.153295297865259,-0.150740740740741,-0.132319688109162,-0.150901297336941,-0.129119119119119,0.0214930061620812,-0.183920128884345
"EGR1",0.150512138522159,0.11,0.137567964003608,-0.0214930061620812,0.151223136417401,0.171488697539145,0.11,0.116666666666667,0.0823427167334554,0.109285128155555,0.104166666666667,0.0883771929824561,0.0747688506296828,0.0747688506296828,0.0747688506296828,0.0861324869933191,0.0928571428571429,0.0883771929824561,0.08963133640553,0.0883967685042954,0.0883967685042954,0.10885055524186,0.06575535761531,0.0462570404505888,0.0897554112554113,0.04,0.0533538146441372,-0.0433731515335507,0.0802447953846218,0.0764196587726,-0.0326729117876659,0.0584573814787521,0.0733893557422969,-0.0714285714285714,0.0704457237053922,-0.0704347826086957,-0.0517907148120855,0.0207665872691098,-0.114645214521452,-0.120638633265167,-0.0666666666666667,-0.10952380952381,-0.15,-0.125824175824176,0.0725237272266236,-0.134615384615385,-0.150740740740741,-0.126923076923077,-0.153295297865259,-0.150740740740741,-0.132319688109162,-0.150901297336941,-0.129119119119119,0.0214930061620812,-0.183920128884345
"cateninmemb",0.075529950973199,-0.119607843137255,-0.138326045305739,-0.0206859565976553,-0.135805036902378,-0.193765977058212,-0.119607843137255,-0.06,-0.0994039286399685,0.0627990377512553,-0.0361904761904762,-0.051005291005291,-0.039524886877828,-0.039524886877828,-0.039524886877828,-0.0319829874364873,-0.0833333333333333,-0.0406156806156806,-0.114583333333333,-0.122804483108966,-0.107056451612903,-0.0919970058787016,-0.0266842356222538,-0.00980383900059655,-0.190800435466307,-0.0890909090909091,-0.0110144927536232,-0.177628670598667,-0.0201818101626685,-0.0185543237250554,0.00126582278481013,-0.0889453663377253,-0.0170909090909091,0.0130909090909091,-0.0381816328846826,0.0890909090909091,0.0901218369259606,-0.0455419923652314,0.125698895609521,0.112019779583892,0,0.1,0.0666666666666667,0.146967855317665,-0.0207928549827991,0.140648152715434,0.103328773369813,0.139617224880383,0.125305784864066,0.103328773369813,0.132639118197399,0.125001014172489,0.132024425543726,0.0206859565976553,0.231478169132703
"KLF4",-0.271297655610825,-0.0666666666666667,-0.125001014172489,-0.0173684210526316,-0.138326045305739,-0.187987785073123,-0.0666666666666667,0,-0.0955137684569022,-0.0609952603855043,-0.06,-0.0361904761904762,-0.0292307692307692,-0.0292307692307692,-0.0292307692307692,-0.039524886877828,-0.1,-0.051005291005291,-0.0833333333333333,-0.107056451612903,-0.114583333333333,-0.0929281045751634,-0.0219862490450726,-0.0110144927536232,-0.187930678291914,-0.08,-0.00666666666666667,-0.172631680833465,-0.0185543237250554,-0.0170909090909091,0,-0.0901218369259606,-0.0130909090909091,0.00909090909090909,-0.0333127190270047,0.0890909090909091,0.0890909090909091,-0.0474407265424466,0.12833047455689,0.115452273863068,0.1,0,0.1,0.140648152715434,-0.0183719983719984,0.139617224880383,0.119607843137255,0.129090909090909,0.132639118197399,0.119607843137255,0.103328773369813,0.132024425543726,0.103328773369813,0.0173684210526316,0.228385385627548
"FOXC2",-0.271297655610825,-0.0666666666666667,-0.125001014172489,-0.0173684210526316,-0.138326045305739,-0.187987785073123,-0.0666666666666667,0,-0.0955137684569022,-0.0609952603855043,-0.06,-0.0361904761904762,-0.0292307692307692,-0.0292307692307692,-0.0292307692307692,-0.039524886877828,-0.1,-0.051005291005291,-0.0833333333333333,-0.107056451612903,-0.114583333333333,-0.0929281045751634,-0.0219862490450726,-0.0110144927536232,-0.187930678291914,-0.08,-0.00666666666666667,-0.172631680833465,-0.0185543237250554,-0.0170909090909091,0,-0.0901218369259606,-0.0130909090909091,0.00909090909090909,-0.0333127190270047,0.0890909090909091,0.0890909090909091,-0.0474407265424466,0.12833047455689,0.115452273863068,0.1,0,0.1,0.140648152715434,-0.0183719983719984,0.139617224880383,0.119607843137255,0.129090909090909,0.132639118197399,0.119607843137255,0.103328773369813,0.132024425543726,0.103328773369813,0.0173684210526316,0.228385385627548
"Frizzled",-0.226667909850443,-0.2,-0.348996663845043,-0.0163430259812208,-0.376615711464091,-0.557506964934454,-0.3,0.0666666666666667,0.0306788438000188,0.0365119720204466,0.0866666666666667,0.0491666666666667,0.203178400546822,0.203178400546822,0.203178400546822,0.192942180074381,-0.1,0.0554166666666667,-0.163636363636364,-0.194051110180142,-0.177922077922078,-0.298319327731092,-0.102738679759956,-0.108882312837975,-0.52576802507837,0.133333333333333,-0.115424368912741,-0.167875013597302,-0.307080745341615,-0.30231884057971,-0.00336134453781513,0.140043572984749,-0.306666666666667,0.3,-0.254523809523809,-0.153333333333333,-0.147450980392157,-0.197946859903382,0.190909090909091,0.222079619726679,-0.1,0.1,0.1,0.0162464985994398,-0.133017676767677,0.0142857142857143,0.275,-0.0357142857142857,0.344360902255639,0.275,0.290789473684211,0.344360902255639,0.290789473684211,0.0163430259812208,0.370655391120507
"ZEB1",-0.123268622536566,-0.0128205128205128,-0.0508812153924947,-0.0162613780375488,-0.0681023504218489,-0.171363534560995,-0.0238095238095238,-0.146666666666667,-0.0431417205265677,-0.0254246777913314,-0.130877192982456,-0.119401783146391,0.00782825140739469,0.00782825140739469,0.00782825140739469,-0.00933710292331397,-0.154166666666667,-0.129401783146391,-0.158712121212121,-0.171544442752837,-0.170476827094474,0.0211879861794197,-0.0985087020061113,-0.0765008684239721,-0.172022670932439,-0.116666666666667,-0.0837124068855105,-0.185539003254836,0.212175110401019,0.212962511975823,-0.00686299641519636,-0.10903671071953,0.215500583041812,-0.228544061302682,0.148513485225284,0.120666666666667,0.100666666666667,0.120329276761691,-0.0816764132553606,0.125310102288767,0.166666666666667,0.166666666666667,0.0666666666666667,0.138363919948145,0.124921855742484,0.144975490196078,0.0750290360046458,0.13125,0.0793774367447991,0.0640400250156348,0.0481059590815688,0.0665727047541969,0.0346282603097524,0.0162613780375488,0.175128585652318
"NFB",-0.144644679417966,0.0111111111111111,-0.0626468037195349,-0.0105679140379685,-0.0826468037195349,-0.263276736679075,0.0111111111111111,0.285714285714286,0.142220727479692,0.00136602590470435,0.169047619047619,0.1501287001287,0.147520087250667,0.147520087250667,0.147520087250667,0.132594714116338,0.02,0.141239811239811,-0.0133333333333333,-0.0305747126436782,-0.0305747126436782,-0.0275116713352007,-0.00479139024030665,-0.00581312545752717,-0.308603749191984,0.142857142857143,-0.0143633113311331,-0.293089849445365,-0.142167088607595,-0.1428,-0.0021978021978022,0.13352380952381,-0.15,0.15,-0.222712624351969,-0.146857142857143,-0.144634920634921,-0.175284739408445,0.0361676249447147,0.0510615387727307,-0.3,-0.04,0,-0.115211097146581,-0.122707884960611,-0.113275613275613,0.0504273504273504,-0.14978354978355,0.0728301162009027,0.0504273504273504,0.0335042735042735,0.073617267854556,0.0335042735042735,0.0105679140379685,0.0536119554204661
"SUFU",0.146096538931795,0.31,0.354542158653987,-0.0103861217982046,0.35326338627547,0.390952919753499,0.2,0.164285714285714,0.0677082723493941,-0.136254041939849,0.176285714285714,0.17243956043956,0.0593057432564389,0.0593057432564389,0.0593057432564389,0.0485462495855528,0.145,0.161030164466406,0.150555555555556,0.161514566514566,0.149545454545455,0.207712284244404,0.0707708041914433,0.0547924966505016,0.353175481156656,0.0430769230769231,0.0504045058883769,0.327311640330851,0.216313945192832,0.211382978723404,-0.0233312064395799,0.0651009787473471,0.205,-0.205,0.0714778970007247,-0.0642890442890443,-0.0723350213005386,0.070979228974534,-0.294657097288676,-0.259594302255207,-0.15,-0.12,-0.25,-0.327330447330447,0.0902385878793046,-0.319393939393939,-0.194444444444444,-0.323939393939394,-0.228380675499635,-0.304444444444444,-0.230982905982906,-0.336607376045291,-0.340366774541532,0.0103861217982046,-0.495322862307403
"Wnt",-0.229698212880746,-0.1,-0.344360902255639,-0.0054519368723099,-0.348996663845043,-0.540796089602889,-0.2,0.1,0.0213765182186235,0.0438135593220339,0.0666666666666667,0.0866666666666667,0.180451127819549,0.180451127819549,0.180451127819549,0.203178400546822,-0.1,0.0491666666666667,-0.1,-0.177922077922078,-0.163636363636364,-0.261176470588235,-0.0835897435897436,-0.115424368912741,-0.491222570532915,0.1,-0.0991452991452992,-0.154310344827586,-0.30231884057971,-0.306666666666667,-0.0176470588235294,0.147450980392157,-0.3,0.3,-0.236666666666667,-0.133333333333333,-0.153333333333333,-0.194772256728778,0.175757575757576,0.184705882352941,-0.1,0,0,0.0142857142857143,-0.126767676767677,-0.0357142857142857,0.3,-0.05,0.290789473684211,0.2,0.275,0.290789473684211,0.275,0.0054519368723099,0.321818181818182
"IKK",-0.152188820669973,0,-0.073617267854556,-0.00328822055137845,-0.0626468037195349,-0.260452816413294,0,0.3,0.12987012987013,0.014776796760037,0.285714285714286,0.169047619047619,0.124984875983061,0.124984875983061,0.124984875983061,0.147520087250667,0.04,0.1501287001287,0.02,-0.0305747126436782,-0.0133333333333333,-0.00179738562091503,0.00949432404540764,-0.0143633113311331,-0.28978021978022,0.1,-0.00347222222222223,-0.289431312859999,-0.1428,-0.15,-0.0175824175824176,0.144634920634921,-0.15,0.15,-0.216302367941712,-0.142857142857143,-0.146857142857143,-0.174462821600226,0.0203781512605042,0.0215651358950328,-0.2,-0.1,-0.1,-0.113275613275613,-0.119988851727982,-0.14978354978355,-0.0111111111111111,-0.154545454545455,0.0335042735042735,-0.0111111111111111,0.0504273504273504,0.0335042735042735,0.0504273504273504,0.00328822055137845,0.0259523809523809
