"","TGF","TGFR","CDC42","SOSGRB2","PAK1","Jagged","AXIN2","HEY1","TWIST1","NOTCHic","SMAD","ILK","Csl","SNAI1","NFB","CD44","TCFLEF","GLI","Wnt","STAT","Csn","Frizzled","RKIP","TrCP","SUFU","DELTA","GSK3","ZEB1","EGR1","FOXC2","SNAI2","cateninmemb","cfos","ERK","MEK","miR200","FUS","SMO","RAF","PI3K","RAS","Patched","Ecadherin","LIV1","SHH","DSH","SRC","cMet","cateninnuc","ZEB2","IKK","Destcompl","AKT","NOTCH","KLF4"
"TCFLEF",0.516543458901656,0.503960677444703,0.49087656529517,0.382010747735299,0.476923076923077,0.229007131907242,0.480426862026862,0.237807593491293,0.325500825080673,0.334066634783995,0.218723050455968,0.210501253132832,0.312498007333014,0.334397924251481,0.247272727272727,0.133013626834382,0.0317536039248741,0.136863759996752,0.133758169934641,0.1125,0.227272727272727,0.122647058823529,0.204341277494604,0.2,0,0.279173905468129,0.152097794642105,0.258920122275385,0.0542857142857143,-0.0355687752539635,0.0309152527786865,0.116231959093177,-0.0713588850174216,-0.0723112659698026,-0.0702704496432719,0.0394081086249761,-0.02,-0.0485714285714286,-0.279173905468129,-0.279173905468129,-0.284824365389286,-0.0550230414746544,0.0917824315143186,-0.1,-0.054409544542139,-0.117647058823529,-0.1175,-0.128611111111111,-0.0348463874300287,-0.171219431153642,-0.279530791788856,-0.276122311865251,-0.286052530919291,-0.342372282624526,-0.16750859434683
"SMAD",0.364828195507931,0.347298315029844,0.329979879275654,0.291193433895297,0.328571428571429,0.308628962435414,0.174888682448666,0.336065240890218,0.247232894915041,0.287717569786535,0.212320236840785,0.311844046364594,0.27047619047619,0.272254421206034,0.266666666666667,0.132632374161786,0.13358217063397,0.110039221370157,0.116514041514042,0.0914285714285714,0.233333333333333,0.0992063492063492,0.22629219080832,0.2,0.208333333333333,0.0770922701752396,-0.0040932779278644,0.182807229301015,0.0285714285714286,-0.0250202182548123,0.0205628009243264,-0.0254846545674069,-0.0576036866359447,-0.0576036866359447,-0.0604883020205601,0.01507864144062,-0.220833333333333,-0.245833333333333,-0.0770922701752396,-0.0770922701752396,-0.0777501649120817,-0.255925076452599,-0.0673096388600507,-0.12,-0.253322845969328,-0.0714285714285714,-0.119206349206349,-0.138814192343604,-0.138344075395875,-0.170517458801461,-0.276470588235294,-0.177092602632938,-0.300470588235294,-0.309939792008758,-0.15519952589847
"cfos",0.394983447924624,0.379831932773109,0.385714285714286,0.280555555555556,0.371428571428571,0.19375,0.12504105090312,0.234457771114443,0.240406926406926,0.174358974358974,0.230500085338795,0.225661375661376,0.166666666666667,0.287158748424571,0.158333333333333,0.104844844844845,0.0959339537557359,0.101715399610136,0.0859259259259259,0.1,0.133333333333333,0.06,0.205990675990676,0.1,0.133333333333333,0.110403050108932,-0.00855519480519481,0.18469387755102,-0.12,-0.0742679510828722,0.0292308907637375,-0.0549207827901116,-0.04,-0.0530434782608696,-0.0445689019896831,0.00120533061709532,-0.119047619047619,-0.152380952380952,-0.110403050108932,-0.110403050108932,-0.125037196450396,-0.181413210445468,-0.0797394995198052,-0.1,-0.185116914149172,-0.1,-0.06,-0.0859259259259259,-0.0981561759779582,-0.170515776932242,-0.195833333333333,-0.133074352548037,-0.195833333333333,-0.185128205128205,-0.166698412698413
"CDC42",0.394983447924624,0.379831932773109,0.385714285714286,0.280555555555556,0.471428571428571,0.19375,0.12504105090312,0.234457771114443,0.240406926406926,0.174358974358974,0.230500085338795,0.225661375661376,0.166666666666667,0.287158748424571,0.158333333333333,0.104844844844845,0.0959339537557359,0.101715399610136,0.0859259259259259,0.1,0.133333333333333,0.06,0.205990675990676,0.1,0.133333333333333,0.110403050108932,-0.00855519480519481,0.18469387755102,-0.02,-0.0742679510828722,0.0292308907637375,-0.0549207827901116,-0.04,-0.0530434782608696,-0.0445689019896831,0.00120533061709532,-0.119047619047619,-0.152380952380952,-0.110403050108932,-0.110403050108932,-0.125037196450396,-0.181413210445468,-0.0797394995198052,-0.1,-0.185116914149172,-0.1,-0.06,-0.0859259259259259,-0.0981561759779582,-0.170515776932242,-0.195833333333333,-0.133074352548037,-0.195833333333333,-0.185128205128205,-0.166698412698413
"Jagged",0.405777777777778,0.377777777777778,0.3,0.26,0.2,0.164329004329004,0.132857142857143,0.283333333333333,0.221,0.26,0.207142857142857,0.183333333333333,0.2,0.291666666666667,0.1,0.0815384615384615,0.108811188811189,0.0815384615384615,0.12,0,0,0.1,0.205128205128205,0,0,0.14,0.0409961685823755,0.18768115942029,0.1,-0.0671428571428571,0.0212921065862242,-0.0446460581671849,0,0.02,-0.0466666666666667,0.0127272727272727,-0.1,-0.133333333333333,-0.14,-0.14,-0.121818181818182,-0.108333333333333,-0.057859649122807,0,-0.131410256410256,0,-0.1,-0.12,-0.12969030969031,-0.169323671497585,-0.133333333333333,-0.152370656370656,-0.166666666666667,-0.288571428571429,-0.138888888888889
"DELTA",0.405777777777778,0.377777777777778,0.3,0.26,0.2,0.164329004329004,0.132857142857143,0.283333333333333,0.221,0.26,0.207142857142857,0.183333333333333,0.2,0.291666666666667,0.1,0.0815384615384615,0.108811188811189,0.0815384615384615,0.12,0,0,0.1,0.205128205128205,0,0,0.14,0.0409961685823755,0.18768115942029,0.1,-0.0671428571428571,0.0212921065862242,-0.0446460581671849,0,0.02,-0.0466666666666667,0.0127272727272727,-0.1,-0.133333333333333,-0.14,-0.14,-0.121818181818182,-0.108333333333333,-0.057859649122807,0,-0.131410256410256,0,-0.1,-0.12,-0.12969030969031,-0.169323671497585,-0.133333333333333,-0.152370656370656,-0.166666666666667,-0.288571428571429,-0.138888888888889
"HEY1",0.296443458980044,0.283272727272727,0.255272727272727,0.310891938250429,0.227272727272727,0.25998909636091,0.2871874846341,0.166524064171123,0.31881917211329,0.289377990430622,0.180289855072464,0.16,0.247272727272727,0.260050986551581,0.22,0.22504371617201,0.231398231222177,0.225883296381905,0.222435020519836,0.2,0.2,0.229411764705882,0.233539476396619,0.1,-0.2,0.285384615384615,0.235036572509396,0.224974200206398,0.16,0.0502302211467366,-0.0876621913890274,0.0739445998897218,-0.169090909090909,-0.169090909090909,-0.180431115276476,0.0721082621082621,0.166666666666667,0.133333333333333,-0.285384615384615,-0.285384615384615,-0.290531674208145,0.120833333333333,-0.106680332969567,-0.166666666666667,0.11760752688172,-0.2,-0.229411764705882,-0.222435020519836,-0.232269962230894,-0.165794633642931,-0.272380952380952,-0.263033331972908,-0.309417989417989,-0.306903763626498,-0.133333333333333
"SRC",0.42212481962482,0.427579365079365,0.418055555555556,0.282857142857143,0.355555555555556,0.183665019995295,0.210283054953462,0.16295100959947,0.226061639509915,0.0642857142857143,0.222599573257468,0.205482456140351,0.05,0.328634090840032,0.0333333333333333,0.176311475409836,0.182409036385446,0.176311475409836,0.155,0.1,0,0.175,0.356174649723037,-0.1,0.1,0.0768126825198164,0.160865800865801,0.239877208745133,0.133333333333333,-0.118034547152194,-0.00343214962014047,-0.0503981439904206,-0.142424242424242,-0.142424242424242,-0.132990280160091,0.0179329527155614,-0.1,-0.1,-0.0768126825198164,-0.0768126825198164,-0.0919641976713316,-0.125925925925926,-0.172580426109838,0,-0.146514161220044,-0.2,-0.175,-0.155,-0.179053331687459,-0.1532719377059,-0.0717948717948718,-0.041978021978022,-0.0829059829059829,-0.0642857142857143,-0.252390180878553
"RAS",0.0836575422248107,0.0905882352941176,0.12,0.00649350649350649,0.14,0.125543071161049,-0.173438735177866,0.113438735177866,-0.0340752864157119,-0.0263157894736842,0.196165739022882,0.204329004329004,0,0.0948770894788594,0.0333333333333333,-0.146245306633292,-0.146245306633292,-0.14828431372549,-0.144117647058824,-0.1,0,-0.15,0.132220125786164,0,0.1,-0.230769230769231,-0.0767054263565891,0.0968740795287187,0.12,-0.0953968253968254,0.0354971185786146,-0.0533234455670743,-0.045,0.00236842105263158,0.027858617131063,0.0540615384615385,-0.2,-0.216666666666667,0.230769230769231,0.230769230769231,0.128846153846154,-0.220666666666667,-0.00819638527347698,0,-0.218971751412429,0.1,0.15,0.144117647058824,0.141996014848589,-0.112816642120766,-0.0133333333333333,0.242063467644863,0.00333333333333334,0.0357497517378352,-0.111785714285714
"MEK",0.165046599033911,0.166506453048509,0.158095238095238,0.070984126984127,0.153333333333333,0.135472671631485,-0.0995514501843616,0.176233414282195,0.111326353385177,0.105672105672106,0.17990574824977,0.170680655998848,0.097979797979798,0.0898310499213184,0.114285714285714,-0.0680100601153233,-0.056559678435934,-0.0737995337995338,-0.0758974358974359,-0.0666666666666667,0.114285714285714,-0.0566666666666667,0.0798651039363114,0.1,0.133333333333333,-0.118969918969919,-0.103184422333358,0.116625401380064,-0.11,0.020541098127305,0.0944629290932304,0.0370658894188306,0.154827586206897,0.135678650036684,0.0123453167033505,0.00853918861371481,-0.193333333333333,-0.181333333333333,0.118969918969919,0.118969918969919,0.120557220557221,-0.176415300546448,0.0335118106204159,0.1,-0.179683274402657,0.0666666666666667,0.0508771929824561,0.0701079622132254,0.0582325408894656,-0.107030630138234,-0.117316017316017,0.208042912760865,-0.127904252610135,-0.104942178664806,-0.107364897178384
"RAF",0.166506453048509,0.158095238095238,0.153333333333333,0.0798730158730159,0.2,0.136292343762632,-0.0977496483825598,0.18168795973674,0.105831847890671,0.097979797979798,0.170680655998848,0.175631151048353,0.0888888888888889,0.0943182294084979,0.114285714285714,-0.0701079622132254,-0.0680100601153233,-0.0758974358974359,-0.0566666666666667,-0.1,0.1,-0.0666666666666667,0.0640756302521008,0.1,0.1,-0.112987012987013,-0.10441292356186,0.109482544237207,-0.01,0.0277483053345122,0.0968960191175613,0.0270658894188306,0.11,0.154827586206897,0.135678650036684,0.008229591090495,-0.133333333333333,-0.193333333333333,0.112987012987013,0.112987012987013,0.118969918969919,-0.181333333333333,0.0333296612579386,0,-0.176415300546448,0.1,0.0666666666666667,0.0508771929824561,0.056559678435934,-0.105443328550933,-0.114285714285714,0.211180988074672,-0.117316017316017,-0.105672105672106,-0.103443328550933
"ERK",0.165596049583361,0.165046599033911,0.166506453048509,0.0748676221297581,0.158095238095238,0.146014840306184,-0.0928847835176949,0.185448431347041,0.115625937296411,0.104942178664806,0.183249213295363,0.17990574824977,0.105672105672106,0.0937662351065036,0.117316017316017,-0.056559678435934,-0.0582325408894656,-0.0630225914436441,-0.0737995337995338,-0.0508771929824561,0.114285714285714,-0.0758974358974359,0.0734584186995426,0.114285714285714,0.193333333333333,-0.120557220557221,-0.102185330598572,0.114578157285576,-0.154827586206897,0.02549836308457,0.0964466982546371,0.036329918857653,0.135678650036684,0.0123453167033505,0.0053815284025148,0.00412742390783246,-0.181333333333333,-0.176415300546448,0.120557220557221,0.120557220557221,0.115606725507716,-0.179683274402657,0.031143118550385,0.0666666666666667,-0.184997284064493,0.0566666666666667,0.0701079622132254,0.0680100601153233,0.0600380964450211,-0.104668425413825,-0.127904252610135,0.207930173189275,-0.122399665454172,-0.102449103872563,-0.108140090976833
"cMet",0.134166666666667,0.134166666666667,0.0841666666666667,-0.0657142857142857,0.0466666666666667,0.00575149488192967,0.185714285714286,-0.0693154454764362,0.0630028398567724,-0.0736842105263158,0.0122655122655123,0.00317460317460317,-0.1,0.116976635219276,-0.1,0.145736434108527,0.164197972570066,0.148484848484848,0.166666666666667,0,-0.2,0.2,0.111111111111111,-0.2,-0.1,0.0561904761904762,0.0882872503840246,0.0994227994227994,0.025,-0.0896940928270042,0.00045484118476819,-0.0816755308748191,-0.085,-0.115,-0.127727272727273,0.056383124725516,0,0.02,-0.0561904761904762,-0.0561904761904762,-0.0373225516621743,0.0381818181818182,-0.141441537568617,0.1,0.0194318181818182,-0.1,-0.1,-0.166666666666667,-0.165892887824303,-0.0873015873015873,0.0933333333333333,-0.0934157200963923,0.0745833333333333,0.0715565509518477,-0.176190476190476
"SOSGRB2",0.116881770711558,0.103406593406593,0.0957142857142857,0.142222222222222,0.135714285714286,0.0266751954994874,-0.0750893839383938,0.151231060606061,0.0832173913043478,0.0986013986013986,0.0431701631701632,0.0466666666666667,0.0909090909090909,0.0552750533049041,0.111111111111111,-0.0513457556935818,-0.049240492535687,-0.0564182194616977,-0.0404761904761905,-0.1,0.1,-0.0571428571428571,0.0557748538011696,0.2,0,-0.00790960451977401,-0.101429616043922,0.0850877192982456,0.0285714285714286,-0.0175702075702076,0.00425744405903846,0.0317311727311727,0.026984126984127,0.0459030459030459,0.0186303186303186,0.0342085761497515,-0.0333333333333333,-0.0666666666666667,0.00790960451977401,0.00790960451977401,0.0130378096479791,-0.0531531531531531,0.0261636887653148,0,-0.0485019903624555,0.1,0.0571428571428571,0.0354037267080745,0.040636286034731,-0.0704511278195489,-0.105847953216374,0.0606005850972294,-0.114181286549708,-0.111277454939427,-0.0647368421052632
"SHH",0.0666666666666667,0.0666666666666667,0.166666666666667,0.1,0.2,-0.0542857142857143,-0.276190476190476,0.133333333333333,-0.05,-0.2,0.0833333333333333,0.133333333333333,-0.1,0.05,0,-0.15,-0.156666666666667,-0.05,0,-0.1,0,0,0.02,0,-0.2,-0.2,-0.256410256410256,0.1,0,-0.05,0.0207662835249042,-0.11010752688172,-0.1,0,0.06,0,0.2,0.1,0.2,0.2,0.238461538461538,0,0.0147222222222222,0,-0.12,0,0.1,0.1,0.162222222222222,-0.05,0.1,0.255844155844156,0.05,0.166666666666667,0
"IKK",0.0493737373737374,0.0373737373737374,0.00555555555555556,0.0245798319327731,-0.05,0.074192439862543,0.274047619047619,-0.0876160990712074,0.117647058823529,-0.0212121212121212,-0.0525371287128713,-0.08125,-0.0545454545454545,0.0985368956743003,-0.285714285714286,0.228034188034188,0.23085904679125,0.228034188034188,0.211111111111111,0.2,-0.3,0.211111111111111,0.0804189435336976,-0.2,-0.1,0.0839685420447671,0.207912087912088,0.0578646616541353,0,-0.0693506493506494,-0.113976482526039,-0.0549572866611973,-0.0142857142857143,-0.0422857142857143,-0.0667301587301587,0.0122742474916388,0.12,0.16,-0.0839685420447671,-0.0839685420447671,-0.100869950495471,0.163703703703704,-0.17595962798068,-0.1,0.153358876117497,-0.2,-0.211111111111111,-0.211111111111111,-0.22959322400644,-0.0353383458646617,0.135714285714286,-0.319149556401894,0.116795366795367,0.0101010101010101,-0.0322344322344322
"GSK3",0.0391967805965685,0.0340685754683634,0.0351138716356108,0.0154433730383815,0.051304347826087,0.0211727660591456,-0.168243353117759,0.110466131008605,-0.00571634723576411,0.0529499911852853,0.0916024318336915,0.0986489085953107,0.0592436974789916,-0.00871804131157013,0.0945833333333333,-0.122458630018755,-0.124506715504063,-0.124356419164819,-0.117280947466706,-0.136842105263158,0.0883333333333333,-0.129699248120301,-0.0402236360131097,0.113333333333333,0.122727272727273,-0.126094653662241,-0.268989922582099,0.0875856649050647,-0.0658823529411765,0.0632740331883539,0.0525766104582909,-0.0795963954860711,0.0547712418300654,0.052515602732321,0.052515602732321,-0.012815222879728,-0.127489177489177,-0.133940790392403,0.126094653662241,0.126094653662241,0.129876166267283,-0.130873305729827,-0.0367820901254458,0.1,-0.12561014783509,0.136842105263158,0.129699248120301,0.115791963352089,0.122072504977747,-0.0353319234204992,-0.0796408045977011,0.24132386847453,-0.0787861037430003,-0.0578850561203503,-0.0341757039286477
"PI3K",-0.0405734098517456,-0.0348823529411765,-0.0308823529411765,-0.00346153846153846,-0.025,0.0342982456140351,-0.139904761904762,0.106282581643292,-0.092200386925975,0.0596153846153846,0.092293237294918,0.093093237294918,0.075,-0.0157286634460547,0,-0.0942400594574508,-0.0823756526777897,-0.0942400594574508,-0.101932367149758,-0.1,0.0333333333333333,-0.0888888888888889,-0.0275210084033613,0,0.1,-0.113194805194805,-0.135750360750361,0.0929782365256342,0,-0.0235400696864111,-0.00264986835811956,-0.0860588304370689,0.0428571428571429,0.0487394957983193,0.0372640859622538,-0.0156825230595722,-0.15,-0.116666666666667,0.113194805194805,0.113194805194805,0.109085216153709,-0.116666666666667,-0.0918036374630788,0.1,-0.116666666666667,0.1,0.0888888888888889,0.101932367149758,0.085880807316965,-0.0350147686515085,0.0294117647058824,0.199402800874358,0.0217194570135747,-0.0596153846153846,-0.0361842105263158
"DSH",0.0340685754683634,0.0351138716356108,0.051304347826087,0.0186991869918699,0.06,0.025698313504401,-0.166569076101016,0.112888276337324,-0.0032835687466476,0.0592436974789916,0.0986489085953107,0.0997809840670088,0.0690476190476191,-0.0117080745341615,0.0883333333333333,-0.115791963352089,-0.122458630018755,-0.117280947466706,-0.129699248120301,-0.1,0.113333333333333,-0.136842105263158,-0.041978021978022,0.133333333333333,0.15,-0.132537230693053,-0.16699325036912,0.0874370764949607,-0.06,0.0640714813542231,0.0535257045048828,-0.0760597022942055,0.0658823529411765,0.0547712418300654,0.052515602732321,-0.017152854767184,-0.122727272727273,-0.127489177489177,0.132537230693053,0.132537230693053,0.126094653662241,-0.133940790392403,-0.0401077404382545,0.1,-0.130873305729827,0.1,0.136842105263158,0.129699248120301,0.124506715504063,-0.0316172131678989,-0.0945833333333333,0.239668355970127,-0.0796408045977011,-0.0529499911852853,-0.0410459329362813
"AKT",-0.0372501470118664,-0.0405734098517456,-0.0348823529411765,-0.0101282051282051,-0.0308823529411765,0.0409207621703265,-0.131601512807289,0.104026942545548,-0.0870016101675652,0.0596153846153846,0.093303338305019,0.092293237294918,0.0596153846153846,-0.01096675868415,-0.0294117647058824,-0.0823756526777897,-0.085880807316965,-0.0836255343177859,-0.0942400594574508,-0.0888888888888889,0,-0.101932367149758,-0.0281421264157837,0.0333333333333333,0.15,-0.109085216153709,-0.132927780105199,0.0950330310461821,-0.0428571428571429,-0.0197806711901705,0.00106872460670456,-0.0890149976134195,0.0487394957983193,0.0372640859622538,0.0309349720382031,-0.0172868011344386,-0.116666666666667,-0.116666666666667,0.109085216153709,0.109085216153709,0.101615336635637,-0.116666666666667,-0.0957430314024728,0.1,-0.113508771929825,0.0888888888888889,0.101932367149758,0.0942400594574508,0.0872654227015804,-0.0315901111172619,0.0217194570135747,0.20064349566344,-0.0712098359157183,-0.0583958724202627,-0.0370389113810166
