"","TWIST1","SOSGRB2","HEY1","AXIN2","ERK","SUFU","SMO","cfos","SHH","CD44","cMet","Jagged","Patched","SRC","DSH","Ecadherin","PAK1","TGFR","CDC42","SNAI2","TGF","FOXC2","RAF","PI3K","DELTA","RAS","ZEB2","ZEB1","TrCP","LIV1","FUS","Frizzled","Csl","Wnt","cateninmemb","GLI","STAT","NOTCH","NFB","KLF4","EGR1","TCFLEF","cateninnuc","NOTCHic","SMAD","AKT","Csn","miR200","MEK","IKK","ILK","Destcompl","SNAI1","RKIP","GSK3"
"TrCP",0.0135463015245624,-0.0267601760176018,0.0581687097627657,0.156527248505128,-0.0286514369933677,0.080952380952381,0.0497695852534562,-0.0269565217391304,0.0443127951299994,0.127107107107107,0.127107107107107,0.0346195466939332,0.0263127951299994,0.116296296296296,0.12,0.0735269808869915,0.0523809523809524,0.0366055513114337,0.02296918767507,-0.107932013472991,-0.0262230376502315,-0.0361937743979005,0.0628845847282002,0.0628845847282002,0.0628845847282002,0.0610664029100184,-0.0537210440700705,-0.0537210440700705,-0.0666666666666667,-0.1,-0.0142857142857143,-0.116296296296296,-0.0192307692307692,-0.124191033138402,-0.116367793084051,-0.12467883801645,-0.12,-0.0302197802197802,-0.0291666666666667,-0.0318074421025241,0.04,-0.131921921921922,-0.131921921921922,-0.0423076923076923,-0.03615804744837,-0.0530458089668616,-0.0666666666666667,0.0559324637407647,0.0219847703267011,-0.0660087719298246,-0.0587386926096604,-0.163748340422287,0.003355588451507,0.0703663923553426,-0.16551461038961
"PAK1",0.0135463015245624,-0.0267601760176018,0.0581687097627657,0.156527248505128,-0.0286514369933677,0.080952380952381,0.0497695852534562,-0.0269565217391304,0.0443127951299994,0.127107107107107,0.127107107107107,0.0346195466939332,0.0263127951299994,0.116296296296296,0.12,0.0735269808869915,0.0523809523809524,0.0366055513114337,0.02296918767507,-0.107932013472991,-0.0262230376502315,-0.0361937743979005,0.0628845847282002,0.0628845847282002,0.0628845847282002,0.0610664029100184,-0.0537210440700705,-0.0537210440700705,-0.0666666666666667,-0.1,-0.0142857142857143,-0.116296296296296,-0.0192307692307692,-0.124191033138402,-0.116367793084051,-0.12467883801645,-0.12,-0.0302197802197802,-0.0291666666666667,-0.0318074421025241,0.04,-0.131921921921922,-0.131921921921922,-0.0423076923076923,-0.03615804744837,-0.0530458089668616,-0.0666666666666667,0.0559324637407647,0.0219847703267011,-0.0660087719298246,-0.0587386926096604,-0.163748340422287,0.003355588451507,0.0703663923553426,-0.16551461038961
"LIV1",0.0135463015245624,-0.0267601760176018,0.0581687097627657,0.156527248505128,-0.0286514369933677,0.080952380952381,0.0497695852534562,-0.0269565217391304,0.0443127951299994,0.127107107107107,0.127107107107107,0.0346195466939332,0.0263127951299994,0.116296296296296,0.12,0.0735269808869915,0.0523809523809524,0.0366055513114337,0.02296918767507,-0.107932013472991,-0.0262230376502315,-0.0361937743979005,0.0628845847282002,0.0628845847282002,0.0628845847282002,0.0610664029100184,-0.0537210440700705,-0.0537210440700705,-0.0666666666666667,-0.1,-0.0142857142857143,-0.116296296296296,-0.0192307692307692,-0.124191033138402,-0.116367793084051,-0.12467883801645,-0.12,-0.0302197802197802,-0.0291666666666667,-0.0318074421025241,0.04,-0.131921921921922,-0.131921921921922,-0.0423076923076923,-0.03615804744837,-0.0530458089668616,-0.0666666666666667,0.0559324637407647,0.0219847703267011,-0.0660087719298246,-0.0587386926096604,-0.163748340422287,0.003355588451507,0.0703663923553426,-0.16551461038961
"EGR1",0.0135463015245624,-0.0267601760176018,0.0581687097627657,0.156527248505128,-0.0286514369933677,0.080952380952381,0.0497695852534562,-0.0269565217391304,0.0443127951299994,0.127107107107107,0.127107107107107,0.0346195466939332,0.0263127951299994,0.116296296296296,0.12,0.0735269808869915,0.0523809523809524,0.0366055513114337,0.02296918767507,-0.107932013472991,-0.0262230376502315,-0.0361937743979005,0.0628845847282002,0.0628845847282002,0.0628845847282002,0.0610664029100184,-0.0537210440700705,-0.0537210440700705,-0.0666666666666667,-0.1,-0.0142857142857143,-0.116296296296296,-0.0192307692307692,-0.124191033138402,-0.116367793084051,-0.12467883801645,-0.12,-0.0302197802197802,-0.0291666666666667,-0.0318074421025241,0.04,-0.131921921921922,-0.131921921921922,-0.0423076923076923,-0.03615804744837,-0.0530458089668616,-0.0666666666666667,0.0559324637407647,0.0219847703267011,-0.0660087719298246,-0.0587386926096604,-0.163748340422287,0.003355588451507,0.0703663923553426,-0.16551461038961
"KLF4",-0.303729847494553,-0.0511006289308176,0.00881588999236058,-0.380166256581522,0.0809625668449198,0.2,0.233333333333333,0.0927272727272727,0.261760752688172,-0.321922718531295,-0.312357501139991,0.3013820362546,0.252083333333333,-0.296078431372549,-0.266666666666667,-0.00195531355770445,0.159090909090909,0.180424242424242,0.171090909090909,0.120135639926306,-0.184814486326681,-0.143279334991374,-0.081025641025641,-0.081025641025641,-0.081025641025641,-0.0795550527903469,-0.0396336429308566,-0.0396336429308566,-0.1,0.233333333333333,-0.233333333333333,0.296078431372549,-0.229090909090909,0.312357501139991,0.27218981334835,0.322702328726198,0.266666666666667,-0.245694273171213,-0.08,-0.00740740740740741,-0.12,0.328277233581462,0.332635888625049,-0.234354066985646,0.019768115942029,-0.0731216931216931,-0.1,0.0183719983719984,-0.0799316390098682,-0.0657142857142857,0.0226666666666667,0.321928044403109,0.0845282232205232,0.0657802514945372,0.306038639480098
"HEY1",-0.303729847494553,-0.0511006289308176,0.00881588999236058,-0.380166256581522,0.0809625668449198,0.2,0.233333333333333,0.0927272727272727,0.261760752688172,-0.321922718531295,-0.312357501139991,0.3013820362546,0.252083333333333,-0.296078431372549,-0.266666666666667,-0.00195531355770445,0.159090909090909,0.180424242424242,0.171090909090909,0.120135639926306,-0.184814486326681,-0.143279334991374,-0.081025641025641,-0.081025641025641,-0.081025641025641,-0.0795550527903469,-0.0396336429308566,-0.0396336429308566,-0.1,0.233333333333333,-0.233333333333333,0.296078431372549,-0.229090909090909,0.312357501139991,0.27218981334835,0.322702328726198,0.266666666666667,-0.245694273171213,-0.08,-0.00740740740740741,-0.12,0.328277233581462,0.332635888625049,-0.234354066985646,0.019768115942029,-0.0731216931216931,-0.1,0.0183719983719984,-0.0799316390098682,-0.0657142857142857,0.0226666666666667,0.321928044403109,0.0845282232205232,0.0657802514945372,0.306038639480098
"FOXC2",-0.303729847494553,-0.0511006289308176,0.00881588999236058,-0.380166256581522,0.0809625668449198,0.2,0.233333333333333,0.0927272727272727,0.261760752688172,-0.321922718531295,-0.312357501139991,0.3013820362546,0.252083333333333,-0.296078431372549,-0.266666666666667,-0.00195531355770445,0.159090909090909,0.180424242424242,0.171090909090909,0.120135639926306,-0.184814486326681,-0.143279334991374,-0.081025641025641,-0.081025641025641,-0.081025641025641,-0.0795550527903469,-0.0396336429308566,-0.0396336429308566,-0.1,0.233333333333333,-0.233333333333333,0.296078431372549,-0.229090909090909,0.312357501139991,0.27218981334835,0.322702328726198,0.266666666666667,-0.245694273171213,-0.08,-0.00740740740740741,-0.12,0.328277233581462,0.332635888625049,-0.234354066985646,0.019768115942029,-0.0731216931216931,-0.1,0.0183719983719984,-0.0799316390098682,-0.0657142857142857,0.0226666666666667,0.321928044403109,0.0845282232205232,0.0657802514945372,0.306038639480098
"SNAI1",0.0208283528066137,-0.0173262137534508,0.03495442404848,0.160723052700932,-0.0219847703267011,0.0142857142857143,0.0263127951299994,-0.0286514369933677,0.0305263873630091,0.131921921921922,0.127107107107107,0.0233254290468744,0.0443127951299994,0.127107107107107,0.116296296296296,0.0707694366622256,0.02296918767507,0.0262230376502315,0.0366055513114337,-0.10856895614815,-0.0326746505534573,-0.0444529865961216,0.0610664029100184,0.0610664029100184,0.0610664029100184,0.0620516245848952,-0.0349018558781886,-0.0349018558781886,-0.0666666666666667,-0.12,-0.0497695852534562,-0.124191033138402,-0.0423076923076923,-0.12467883801645,-0.117922197229129,-0.129249221928699,-0.116296296296296,-0.0371585557299843,-0.0660087719298246,-0.055794981043334,0.0269565217391304,-0.131921921921922,-0.133832092288468,-0.0302197802197802,-0.0522712085799814,-0.0648513645224172,-0.0291666666666667,0.0366241063920616,0.0233300618065217,-0.0530458089668616,-0.03615804744837,-0.165173779018778,-0.0925518848581015,0.0599061413093175,-0.166900749003472
"STAT",-0.169823313451499,-0.130008210180624,0.0213333333333333,-0.176197527962234,0.0133333333333333,0.1,0.0783333333333333,0.0133333333333333,0.0924103039034095,-0.127067377067377,-0.127922077922078,0.0829345635433777,0.103914728682171,-0.114285714285714,-0.114285714285714,0.00190803950170216,0.0727272727272727,0.0756877990430622,0.0914772727272727,0.00351847733215591,-0.0877650937290525,-0.0783231083844581,-0.0673697270471464,-0.0673697270471464,-0.0673697270471464,-0.0643846524202807,-0.0337995337995338,-0.0337995337995338,-0.1,0.2,-0.125,0.114285714285714,-0.105882352941176,0.127922077922078,0.112743878508092,0.128762414056532,0.114285714285714,-0.10346828839119,-0.1,0.0462764903941375,-0.0333333333333333,0.130537408613118,0.129703082033857,-0.0869634340222575,-0.0384918651785219,-0.0853107344632768,-0.1,0.033812872216763,-0.00795698924731182,-0.0666666666666667,-0.0132045088566828,0.160749457450078,0.0283663459035874,0.0728474903474904,0.113426791277259
"CDC42",0.0173506493506493,-0.0138888888888889,0.0272863568215892,0.153382594417077,-0.0269565217391304,0.0666666666666667,0.0142857142857143,-0.04,0.0263127951299994,0.127107107107107,0.116296296296296,0.0217361111111111,0.0497695852534562,0.12,0.1,0.0704127940357804,0.128571428571429,0.02296918767507,0.0523809523809524,-0.108293677125794,-0.0366055513114337,-0.0472282571565211,0.0580065359477124,0.0580065359477124,0.0580065359477124,0.0628845847282002,-0.0296052884430608,-0.0296052884430608,-0.1,-0.1,-0.080952380952381,-0.12,-0.05,-0.116296296296296,-0.116917243633502,-0.124191033138402,-0.1,-0.0423076923076923,-0.0666666666666667,-0.0678730158730159,-0.02,-0.127107107107107,-0.131921921921922,-0.0192307692307692,-0.0587386926096604,-0.0660087719298246,-0.0666666666666667,0.0300441388676683,0.0286514369933677,-0.0291666666666667,-0.0248677248677249,-0.161041573504993,0.0155274261603375,0.0642890442890443,-0.160787337662338
"SMO",-0.164106753812636,0.100877192982456,-0.0278388278388279,-0.444469323779669,0.0569230769230769,0.3,0.16,0.08,0.1975,-0.3,-0.283333333333333,0.158703703703704,0.1475,-0.25,-0.3,0.00401401975184801,0.233333333333333,0.266666666666667,0.233333333333333,0.0632731253420909,-0.269369369369369,-0.0981034482758621,-0.0639423076923077,-0.0639423076923077,-0.0639423076923077,-0.0569655635062612,-0.0272598870056497,-0.0272598870056497,0,0.1,-0.2,0.35,-0.166666666666667,0.3875,0.19403625987403,0.404166666666667,0.2,-0.217121212121212,0,0.0277777777777778,-0.1,0.30873786407767,0.316256661070151,-0.212121212121212,0.066984126984127,-0.0308571428571429,-0.1,0.00545509342977697,-0.066013986013986,-0.0428571428571429,0.04,0.357729867032193,0.0242703533026114,-0.0122222222222222,0.311045912016786
"SUFU",-0.176447661676834,0.100177892283155,-0.033688312734934,-0.47053591577641,0.0602668595772044,0.16,0.1975,0.066013986013986,0.202219004719005,-0.316256661070151,-0.30873786407767,0.165998440847051,0.186388888888889,-0.3,-0.3875,0.00429391761170157,0.266666666666667,0.282135326816178,0.269369369369369,0.0640234487267357,-0.281938088157401,-0.10721602500304,-0.0556555198381389,-0.0556555198381389,-0.0556555198381389,-0.0556555198381389,-0.0254105049482122,-0.0254105049482122,0,0.25,-0.1475,0.404166666666667,-0.217121212121212,0.413782051282051,0.19783229717895,0.420101753884282,0.283333333333333,-0.234292929292929,-0.0308571428571429,0.0151931110456682,-0.0569230769230769,0.319789269765803,0.322807172579103,-0.239848484848485,0.0601480992705011,-0.0423439781694815,-0.0428571428571429,-0.00281904253400528,-0.0581392000027363,-0.0577802197802198,0.046984126984127,0.367277203632929,0.0321710958052632,-0.00631437454706969,0.322491948935048
"SHH",-0.125,0.15,-0.0666666666666667,-0.371428571428571,0.1,0.2,0.3,0.1,0.16,-0.25,-0.2,0.122857142857143,0.2,-0.1,-0.2,0.00333333333333334,0.2,0.233333333333333,0.233333333333333,0.0661302681992337,-0.233333333333333,-0.075,-0.05,-0.05,-0.05,-0.0576923076923077,-0.025,-0.025,0,0,-0.2,0.2,-0.1,0.3,0.187240143369176,0.35,0.1,-0.166666666666667,0,0.05,0,0.283333333333333,0.3,-0.2,0.1,0,0,0.0166666666666667,-0.08,-0.1,0.0666666666666667,0.331168831168831,0,-0.04,0.271794871794872
"cateninmemb",-0.0480357834008836,-0.0304865938430983,0.0107331279064402,-0.15417109199523,0.0596405535035007,0.0333333333333333,0.0416666666666667,0.0586096256684492,0.0410147320294641,-0.0540059813300758,-0.0530026368484704,0.0472432683179941,0.0362903225806452,-0.0486548107615139,-0.0509803921568627,0.0790757162284036,0.0630909090909091,0.0666031042128603,0.0670909090909091,0.0316095783535456,-0.0689539179560791,-0.0735316552250191,-0.0199321266968326,-0.0199321266968326,-0.0199321266968326,-0.0188148082610784,-0.0236596579265281,-0.0236596579265281,0,0.0333333333333333,-0.0166666666666667,0.0486548107615139,-0.0890909090909091,0.0538272245546174,-0.061146223549939,0.054493891221284,0.0509803921568627,-0.0957670291231016,-0.00571428571428572,-0.00487576183778715,-0.0527272727272727,0.0556249103462651,0.055905022391083,-0.098369259606373,0.00583135066849142,-0.0164405964405964,-0.02,0.0088920948697485,-0.0568954554642851,-0.0242328042328042,0.00365217391304348,0.135805452970566,0.0445893625248846,0.0390606361713906,0.129654568026527
"SNAI2",-0.147846193112127,-0.0557471264367816,0.00111512959614225,-0.203412052941586,0.0803921568627451,0.1,0.114117647058824,0.0823529411764706,0.129811812048763,-0.151903050758117,-0.147601975489299,0.144218736571081,0.128403361344538,-0.143376623376623,-0.129090909090909,5.0577903166615e-05,0.105882352941176,0.114917761976586,0.110644257703081,0.00848360342392854,-0.11615999800143,-0.104747808331733,-0.0663608149287191,-0.0663608149287191,-0.0663608149287191,-0.0663608149287191,-0.0213929095867422,-0.0213929095867422,-0.1,0.12,-0.12,0.143376623376623,-0.13859649122807,0.147601975489299,0.129638946005914,0.152414809713898,0.129090909090909,-0.146844383686489,-0.0666666666666667,-0.005,-0.1,0.15417109199523,0.156034446032497,-0.140350877192982,0.0180637252542367,-0.0647555740202188,-0.0666666666666667,0.0101513699456815,-0.0803921568627451,-0.0563218390804598,0.0204560697518444,0.184465331137133,0.0407610615991154,0.033025641025641,0.178329524292481
"Jagged",-0.055,-0.04,0.1,-0.0142857142857143,0.02,0,0.0666666666666667,0,0.0378205128205128,-0.0123076923076923,-0.02,0.0644155844155844,0.0916666666666667,0,0,-0.0174736842105263,0,0.0666666666666667,0.1,-0.0700854700854701,-0.0946666666666667,-0.0871428571428571,0.0133333333333333,0.0133333333333333,0.0133333333333333,0.0133333333333333,-0.021256038647343,-0.021256038647343,0,0,-0.1,0,-0.2,0.02,0.0166434973477227,0.0123076923076923,0,-0.194285714285714,-0.1,-0.0777777777777778,0.1,0.0213986013986014,0.0181018981018981,-0.18,-0.0619047619047619,-0.0777777777777778,0,0.0218181818181818,0.0133333333333333,-0.0666666666666667,0,0.0102857142857143,0.0333333333333333,0.0615384615384615,-0.0409961685823755
"RKIP",0.0429530600118835,-0.084952380952381,-0.0958575300038715,0.212259728082513,-0.073448275862069,-0.1,-0.1,-0.07,-0.128196721311475,0.181713900134953,0.170175438596491,-0.154541595925297,-0.12,0.133333333333333,0.1,0.0992702504826105,0.0666666666666667,0.0380952380952381,0.0333333333333333,-0.138741330069359,-0.0203382287494437,-0.0420571765399352,-0.0847402597402597,-0.0847402597402597,-0.0847402597402597,-0.0958513708513709,-0.00569583931133429,-0.00569583931133429,0.1,0,0.1,-0.133333333333333,0.111111111111111,-0.173333333333333,-0.175540414363944,-0.184871794871795,-0.1,0.135586635586636,0.0857142857142857,0.00430416068866571,0.12,-0.197797816218869,-0.203650233521668,0.12020202020202,0.0943634896223897,0.0887445887445888,0.1,-0.0122517470828133,0.0670652971386647,0.0857142857142857,0.0834724005134788,-0.41422213484697,-0.0390125547392092,0.0107843137254902,-0.34822695035461
