"","KLF4","ZEB1","AXIN2","cateninmemb","Frizzled","TCFLEF","cateninnuc","Ecadherin","DSH","ERK","ILK","TrCP","NFB","IKK","AKT","SHH","miR200","Jagged","NOTCHic","NOTCH","SNAI2","TGFR","TGF","CDC42","PAK1","GSK3","Csl","RAF","PI3K","DELTA","RAS","SUFU","Patched","SMO","Csn","FUS","RKIP","LIV1","SMAD","EGR1","MEK","cfos","HEY1","SNAI1","STAT","Destcompl","SRC","CD44","cMet","SOSGRB2","GLI","Wnt","TWIST1","ZEB2","FOXC2"
"SHH",0.05,0.025,0.219047619047619,0.036989247311828,0.2,0.03,0.0244444444444444,-0.0477777777777778,0.2,0.1,-0.0666666666666667,0,0,-0.1,-0.15,-0.253333333333333,-0.15,-0.105714285714286,-0.2,-0.233333333333333,0.122528735632184,-0.266666666666667,-0.246666666666667,0.166666666666667,0.2,-0.207692307692308,0.1,-0.25,-0.25,-0.25,-0.257692307692308,0,0.133333333333333,0.1,0,0,-0.18,0,0.05,0,-0.16,-0.1,0.0666666666666667,-0.183333333333333,-0.1,-0.196623376623377,-0.1,-0.05,-0.1,-0.2,-0.15,-0.2,-0.125,-0.025,-0.325
"NFB",0.0145604395604396,0.0212621784345922,-0.125977710233029,-0.0478491811253016,-0.103418803418803,-0.0903699913998133,-0.0901346972821663,0.0214542819979772,-0.111111111111111,0.0572063492063492,0.0784584708470847,0.1,-0.00238095238095238,-0.00508365508365508,-0.00508365508365508,0.105419378664082,-0.1345139050275,0.0868362629484042,-0.000432900432900432,-0.00365870688451334,-0.373519326504036,0.0619111111111111,0.0587465541490858,-0.0611111111111111,-0.0611111111111111,-0.247995044171515,-0.00432900432900433,-0.0874585687141604,-0.0874585687141604,-0.0874585687141604,-0.0939262304057027,-0.12,-0.104214559386973,-0.111111111111111,-0.114285714285714,-0.1,-0.196216897856242,0.1,-0.077343229211397,-0.0714285714285714,-0.0552455648926237,-0.0594285714285714,-0.0790726817042607,-0.211111730783382,0.111111111111111,-0.147312931437579,0.103418803418803,0.0929016369694336,0.0957264957264957,0.0130274214949138,0.0923557092096418,0.0957264957264957,-0.137768440709617,-0.0212621784345922,-0.34893108662033
"Wnt",0.0274509803921569,0.0201339072214252,-0.265454545454545,-0.120720338983051,-0.3,-0.230263157894737,-0.225627396305333,-0.0321606534037691,-0.2,0.0333333333333333,-0.0299145299145299,-0.1,-0.133333333333333,-0.153333333333333,-0.153333333333333,0.032034632034632,-0.138989898989899,0.0709803921568627,-0.0857142857142857,-0.0773809523809524,-0.254224137931034,-0.0933333333333333,-0.0889855072463768,0.1,0.1,-0.365987460815047,0.1,-0.198496240601504,-0.198496240601504,-0.198496240601504,-0.198496240601504,0,-0.0272727272727273,0,0.1,0,-0.203333333333333,0,0.0275889485191811,0,-0.0274509803921569,-0.0333333333333333,0.041025641025641,-0.219047619047619,0.1,-0.251965317019256,0.2,0.230263157894737,0.225,-0.0575757575757576,0.230263157894737,0.225,-0.0523529411764706,-0.0201339072214252,-0.296518218623482
"GLI",0.019025311025311,0.0178032940774876,0.0839009661835749,0.0566660965445469,-0.0161290322580645,0.0567586939770124,0.0594484728174189,0.0247969212090513,0,-0.22491341991342,0.0211237499826202,0.0833333333333333,0.0447368421052632,0.0467776584317938,0.0530276584317938,0.122781767027799,0.0737494187958584,0.0310753547063409,0.0412046861184792,0.0497761146899078,0.166162303640241,0.0628507915853394,0.0626154974676923,-0.058448275862069,-0.055,-0.0725818223895609,-0.0337046861184792,0.0956192801501487,0.0956192801501487,0.0956192801501487,0.0993816563877724,-0.123809523809524,-0.117431972789116,-0.111309523809524,-0.05,-0.111309523809524,0.00545961817064101,-0.1,-0.0222048310637013,0.237142857142857,0.227675850852646,0.228809523809524,-0.0243791908902265,0.0335577091634058,-0.08,-0.104958691364575,-0.0638709677419355,-0.0525379147562332,-0.051675845790716,0.265160709496993,-0.0745593281924987,0.0267172675521822,0.0485021034426807,-0.0178032940774876,0.121063058995528
"IKK",0.0164835164835165,0.017047619047619,-0.12952380952381,-0.049855516922556,-0.111111111111111,-0.0929016369694336,-0.0903699913998133,0.0222568502162758,-0.1,0.0594285714285714,0.0715277777777778,0,0.114285714285714,-0.00238095238095238,-0.00508365508365508,0.104214559386973,-0.131794871794872,0.0861168384879725,0.00432900432900433,-0.000432900432900432,-0.375145342764199,0.0611111111111111,0.0619111111111111,-0.0611111111111111,-0.05,-0.243681318681319,-0.00909090909090909,-0.0790078644888082,-0.0790078644888082,-0.0790078644888082,-0.0874585687141604,-0.1,-0.111111111111111,-0.1,-0.1,-0.12,-0.188524590163934,0.1,-0.0784584708470847,0,-0.0572063492063492,-0.0714285714285714,-0.0719298245614035,-0.20316652530393,0.1,-0.143160107517313,0.111111111111111,0.0957264957264957,0.103418803418803,0.0119747899159664,0.0957264957264957,0.103418803418803,-0.133006535947712,-0.017047619047619,-0.343751803751804
"SMAD",0.0193081525116472,0.0140962240041199,0.12606272223468,0.102147535557778,0.0690476190476191,0.0796088237194471,0.0812298976809466,0.0528307019923211,0.0857142857142857,-0.190322580645161,-0.108140626496791,-0.1,-0.147619047619048,-0.153501400560224,-0.152168067226891,-0.108385912258563,0.0802885147676577,-0.12643583298422,-0.161313628899836,-0.157345374931582,0.206573826495313,-0.0345748607098831,-0.0333796415863772,0.0362508383635144,0.0404761904761905,-0.174805954279638,0.164761904761905,-0.161123953193822,-0.161123953193822,-0.161123953193822,-0.157505532141191,0.116666666666667,0.110244648318043,0.116666666666667,0.133333333333333,0.116666666666667,0.0314090081989374,-0.12,0.00671205506821945,0.2,0.1912841191067,0.190322580645161,0.14565262778614,0.0559038756941983,-0.105714285714286,-0.144799829410145,-0.0890476190476191,-0.0786590272472625,-0.0812044817927171,0.0647219757468205,-0.0591970379740164,-0.0613553113553114,0.0705451444995756,-0.0140962240041199,0.138049294441783
"Csl",0.0161732229123533,0.0117552334943639,0.139655726011282,0.104669127416829,0.103216783216783,0.0912328892481564,0.0927766285277448,0.0477866864354519,0.112307692307692,-0.17,-0.00548132922233642,0.0333333333333333,-0.0111111111111111,-0.0180878552971576,-0.017312661498708,-0.0176848920452925,0.083772980202766,-0.0312843539064565,-0.0517972350230415,-0.0472517804775869,0.212141165504861,-0.0119263977353149,-0.0116996403657004,0.0151111111111111,0.0151111111111111,-0.0577914138452871,0.0517972350230415,-0.0594971345496083,-0.0594971345496083,-0.0594971345496083,-0.0554530169025495,0.0166666666666667,0.0211331679073615,0.0243589743589744,0,0.0243589743589744,0.0133376339724551,-0.12,0.00492577366678086,0.18,0.171086956521739,0.172857142857143,0.109154261481627,0.0530076927903015,-0.112307692307692,-0.133576430392897,-0.103216783216783,-0.0904695304695305,-0.0933266733266733,0.0650235344458708,-0.0911200090232348,-0.0935393638619445,0.0325476914939976,-0.0117552334943639,0.138269203120625
"TrCP",-0.0014311735623211,0.000454812331675999,-0.0920441800663011,-0.0639157796577743,-0.0688888888888889,-0.0633733733733734,-0.0654423388906148,-0.0319331257897172,-0.08,0.153957258658806,0.00314900153609831,-0.0333333333333333,-0.00833333333333333,-0.00833333333333333,-0.0138888888888889,-0.00140570063150708,-0.0985943985346792,-0.000578774710293113,0.00435897435897436,-0.00223443223443224,-0.185837540143186,0.00301757066462949,0.00301757066462949,-0.00756302521008403,-0.00952380952380952,-0.0158630952380952,-0.00897435897435897,-0.0206520006376534,-0.0206520006376534,-0.0206520006376534,-0.0247429097285625,-0.00952380952380952,-0.00259429936849292,-0.00629800307219662,0.00833333333333333,-0.00952380952380952,-0.0491354685829824,0.1,-0.00250384024577573,-0.16,-0.156623925325473,-0.155652173913043,-0.00434782608695652,-0.0924879187155251,0.08,0.0891436232351279,0.0688888888888889,0.0607807807807808,0.0607807807807808,-0.0960258525852585,0.0614819569248324,0.0609941520467836,-0.0816457745153397,-0.000454812331675999,-0.184784473924137
"PAK1",0.0014311735623211,-0.000454812331675999,0.0920441800663011,0.0639157796577743,0.0688888888888889,0.0633733733733734,0.0654423388906148,0.0319331257897172,0.08,-0.153957258658806,-0.00314900153609831,0.0333333333333333,0.00833333333333333,0.00833333333333333,0.0138888888888889,0.00140570063150708,0.0985943985346792,0.000578774710293113,-0.00435897435897436,0.00223443223443224,0.185837540143186,-0.00301757066462949,-0.00301757066462949,0.00756302521008403,0.00952380952380952,0.0158630952380952,0.00897435897435897,0.0206520006376534,0.0206520006376534,0.0206520006376534,0.0247429097285625,0.00952380952380952,0.00259429936849292,0.00629800307219662,-0.00833333333333333,0.00952380952380952,0.0491354685829824,-0.1,0.00250384024577573,0.16,0.156623925325473,0.155652173913043,0.00434782608695652,0.0924879187155251,-0.08,-0.0891436232351279,-0.0688888888888889,-0.0607807807807808,-0.0607807807807808,0.0960258525852585,-0.0614819569248324,-0.0609941520467836,0.0816457745153397,0.000454812331675999,0.184784473924137
"LIV1",0.0014311735623211,-0.000454812331675999,0.0920441800663011,0.0639157796577743,0.0688888888888889,0.0633733733733734,0.0654423388906148,0.0319331257897172,0.08,-0.153957258658806,-0.00314900153609831,0.0333333333333333,0.00833333333333333,0.00833333333333333,0.0138888888888889,0.00140570063150708,0.0985943985346792,0.000578774710293113,-0.00435897435897436,0.00223443223443224,0.185837540143186,-0.00301757066462949,-0.00301757066462949,0.00756302521008403,0.00952380952380952,0.0158630952380952,0.00897435897435897,0.0206520006376534,0.0206520006376534,0.0206520006376534,0.0247429097285625,0.00952380952380952,0.00259429936849292,0.00629800307219662,-0.00833333333333333,0.00952380952380952,0.0491354685829824,-0.1,0.00250384024577573,0.16,0.156623925325473,0.155652173913043,0.00434782608695652,0.0924879187155251,-0.08,-0.0891436232351279,-0.0688888888888889,-0.0607807807807808,-0.0607807807807808,0.0960258525852585,-0.0614819569248324,-0.0609941520467836,0.0816457745153397,0.000454812331675999,0.184784473924137
"EGR1",0.0014311735623211,-0.000454812331675999,0.0920441800663011,0.0639157796577743,0.0688888888888889,0.0633733733733734,0.0654423388906148,0.0319331257897172,0.08,-0.153957258658806,-0.00314900153609831,0.0333333333333333,0.00833333333333333,0.00833333333333333,0.0138888888888889,0.00140570063150708,0.0985943985346792,0.000578774710293113,-0.00435897435897436,0.00223443223443224,0.185837540143186,-0.00301757066462949,-0.00301757066462949,0.00756302521008403,0.00952380952380952,0.0158630952380952,0.00897435897435897,0.0206520006376534,0.0206520006376534,0.0206520006376534,0.0247429097285625,0.00952380952380952,0.00259429936849292,0.00629800307219662,-0.00833333333333333,0.00952380952380952,0.0491354685829824,-0.1,0.00250384024577573,0.16,0.156623925325473,0.155652173913043,0.00434782608695652,0.0924879187155251,-0.08,-0.0891436232351279,-0.0688888888888889,-0.0607807807807808,-0.0607807807807808,0.0960258525852585,-0.0614819569248324,-0.0609941520467836,0.0816457745153397,0.000454812331675999,0.184784473924137
"cfos",0.00634920634920635,-0.000776355740036128,0.0951888341543514,0.0613516770936718,0.08,0.0607807807807808,0.0633733733733734,0.031310288419475,0.1,-0.155652173913043,-0.00476190476190476,0,0.00833333333333333,0.00833333333333333,0.00833333333333333,-0.00259429936849292,0.0970715558950853,-3.47222222222242e-05,-0.00897435897435897,-0.00435897435897436,0.18384839005277,-0.00756302521008403,-0.00301757066462949,0.00952380952380952,0.0142857142857143,0.0140449134199134,0.0166666666666667,0.0169934640522876,0.0169934640522876,0.0169934640522876,0.0206520006376534,-0.0333333333333333,0.00629800307219662,0.00952380952380952,-0.0333333333333333,0.00952380952380952,0.0452680652680653,-0.1,0.00314900153609831,0.28,0.153957258658806,0.16,0.00434782608695652,0.0879533125102745,-0.1,-0.0892939991749775,-0.08,-0.0607807807807808,-0.0688888888888889,0.0930555555555556,-0.0609941520467836,-0.0688888888888889,0.0794718614718615,0.000776355740036128,0.178577577372412
"CDC42",0.00634920634920635,-0.000776355740036128,0.0951888341543514,0.0613516770936718,0.08,0.0607807807807808,0.0633733733733734,0.031310288419475,0.1,-0.155652173913043,-0.00476190476190476,0,0.00833333333333333,0.00833333333333333,0.00833333333333333,-0.00259429936849292,0.0970715558950853,-3.47222222222242e-05,-0.00897435897435897,-0.00435897435897436,0.18384839005277,-0.00756302521008403,-0.00301757066462949,0.00952380952380952,0.114285714285714,0.0140449134199134,0.0166666666666667,0.0169934640522876,0.0169934640522876,0.0169934640522876,0.0206520006376534,-0.0333333333333333,0.00629800307219662,0.00952380952380952,-0.0333333333333333,0.00952380952380952,0.0452680652680653,-0.1,0.00314900153609831,0.18,0.153957258658806,0.16,0.00434782608695652,0.0879533125102745,-0.1,-0.0892939991749775,-0.08,-0.0607807807807808,-0.0688888888888889,0.0930555555555556,-0.0609941520467836,-0.0688888888888889,0.0794718614718615,0.000776355740036128,0.178577577372412
"SNAI1",0.00111964708257032,-0.0020538283218359,0.0925103805325015,0.0652629299168417,0.0609941520467836,0.0654423388906148,0.0663716109608264,0.0321932714712989,0.0688888888888889,-0.156623925325473,-0.00250384024577573,0.00833333333333333,0.00833333333333333,0.0138888888888889,0.0166666666666667,0.00159987538878864,0.100419566642268,-0.00083298999558924,0.00223443223443224,0.00386708529565673,0.187882461363434,-0.00301757066462949,-0.00200950614850046,0.00301757066462949,0.00756302521008403,0.0163251414427157,0.00435897435897436,0.0247429097285625,0.0247429097285625,0.0247429097285625,0.024907113341042,0.00952380952380952,-0.00140570063150708,0.00259429936849292,-0.00833333333333333,0.00629800307219662,0.0533195690013924,-0.08,0.00164283163568963,0.155652173913043,0.15752078631202,0.153957258658806,0.00315734989648033,-0.00733414534141437,-0.0688888888888889,-0.089911167094777,-0.0607807807807808,-0.0633733733733734,-0.0607807807807808,0.100176795981485,-0.0634929258462218,-0.0614819569248324,0.0821585950281603,0.0020538283218359,0.188215223606475
"PI3K",-0.00109649122807017,-0.00730601944268627,0.251619047619048,0.100470396165749,0.211111111111111,0.211095616902544,0.210064689067492,0.0410304788706189,0.2,-0.0274509803921569,0.033093237294918,0.2,0.233333333333333,0.23921568627451,0.236651583710407,-0.0222222222222222,0.116045702930949,-0.0603508771929825,0.075,0.0717741935483871,0.114725641782105,0.172882352941176,0.176947393591583,-0.180882352941176,-0.175,0.256072631072631,-0.075,0.171861471861472,0.171861471861472,0.171861471861472,0.170491608847773,0,0.0166666666666667,0.0166666666666667,-0.233333333333333,0,0.162637362637363,-0.1,-0.033893237294918,0.0333333333333333,0.0159755705560913,0.0333333333333333,-0.0426462180069283,0.159649758454106,-0.2,0.237941022664282,-0.211111111111111,-0.213920475659606,-0.215458937198068,0.0769230769230769,-0.213920475659606,-0.215458937198068,-0.0670117322291235,0.00730601944268627,0.142641114982578
"ILK",-0.00109649122807017,-0.00730601944268627,0.251619047619048,0.100470396165749,0.211111111111111,0.211095616902544,0.210064689067492,0.0410304788706189,0.2,-0.0274509803921569,0.033093237294918,0.2,0.233333333333333,0.23921568627451,0.236651583710407,-0.0222222222222222,0.116045702930949,-0.0603508771929825,0.075,0.0717741935483871,0.114725641782105,0.172882352941176,0.176947393591583,-0.180882352941176,-0.175,0.256072631072631,-0.075,0.171861471861472,0.171861471861472,0.171861471861472,0.170491608847773,0,0.0166666666666667,0.0166666666666667,-0.233333333333333,0,0.162637362637363,-0.1,-0.033893237294918,0.0333333333333333,0.0159755705560913,0.0333333333333333,-0.0426462180069283,0.159649758454106,-0.2,0.237941022664282,-0.211111111111111,-0.213920475659606,-0.215458937198068,0.0769230769230769,-0.213920475659606,-0.215458937198068,-0.0670117322291235,0.00730601944268627,0.142641114982578
"AKT",-0.00366059379217274,-0.00799095094953558,0.251258036788723,0.100164585768196,0.215458937198068,0.210064689067492,0.210680073682877,0.0417880546281946,0.211111111111111,-0.0159755705560913,0.033893237294918,0.233333333333333,0.23921568627451,0.236651583710407,0.133621280680104,-0.0211695906432749,0.116580462289238,-0.058364122226095,0.0717741935483871,0.0705546813532651,0.113017099068537,0.176947393591583,0.177853738002459,-0.172882352941176,-0.180882352941176,0.260104889137147,-0.075,0.170491608847773,0.170491608847773,0.170491608847773,0.174106066679099,0,0.0222222222222222,0.0166666666666667,-0.233333333333333,0.0166666666666667,0.16450071667463,-0.2,-0.032883136284817,0.0333333333333333,0.0159755705560913,0.0274509803921569,-0.0418943383076802,0.163409156950347,-0.211111111111111,0.241332255087773,-0.215458937198068,-0.211095616902544,-0.213920475659606,0.0702564102564102,-0.211127179570221,-0.213920475659606,-0.0648710594462489,0.00799095094953558,0.143392994681827
"SRC",-0.107881136950904,-0.00932914046121593,-0.162971226996472,-0.167157236940578,-0.1,-0.125133946421431,-0.123567950895704,-0.0885932150638033,-0.1,-0.00606060606060606,0.0385964912280702,0.1,0.15,0.157692307692308,0.163247863247863,0.0640958605664488,0.115930317669448,0.0679446012702893,0.164761904761905,0.171904761904762,0.0384751963424847,0.0916666666666667,0.0953030303030303,-0.0916666666666667,-0.0666666666666667,0.148225108225108,-0.16,0.251697955778056,0.251697955778056,0.251697955778056,0.259273713353813,-0.0333333333333333,-0.067037037037037,-0.0633333333333333,-0.15,-0.0833333333333333,0.257347670250896,0.2,-0.0449027975343765,0.0333333333333333,0.000400228702115495,0.00606060606060606,-0.06170969877524,0.17469630519946,0.2,0.156836677814939,0.1,0.121475409836066,0.11,0.0385714285714286,0.121475409836066,0.11,0.113455854490337,0.00932914046121593,0.275485527544351
