"","NOTCH","NOTCHic","Csl","HEY1","CD44","ILK","SRC","STAT","IKK","NFB","Csn","AKT","FUS","SNAI1","SMO","Patched","SHH","EGR1","ERK","RAF","DELTA","SOSGRB2","SNAI2","PAK1","FOXC2","ZEB1","CDC42","TGFR","TGF","RAS","PI3K","GSK3","RKIP","MEK","cfos","LIV1","miR200","SUFU","DSH","Frizzled","TrCP","cMet","SMAD","Wnt","TCFLEF","cateninnuc","GLI","TWIST1","Destcompl","AXIN2","Jagged","Ecadherin","cateninmemb","ZEB2","KLF4"
"RAF",-0.0721056721056721,-0.0797979797979798,-0.0888888888888889,-0.0532326751838947,0.0529689608636977,-0.0388425331621737,0.0333333333333333,0,-0.0321428571428571,-0.0571428571428571,-0.1,-0.0291125541125541,-0.0666666666666667,0.238963209788873,-0.0466666666666667,-0.0506666666666667,-0.0555846994535519,0.1,0.103448275862069,-0.129545454545455,-0.129545454545455,0.0452698412698413,0.296309669522644,-0.0333333333333333,0.0343206601827291,0.102508847441416,0.04,0.0304761904761905,0.0276724521584335,0.133818958818959,0.129545454545455,-0.286997635933806,-0.103501400560224,-0.0842993396918562,-0.1,0,0.0666550416089688,0.1,0,-0.0333333333333333,0.1,-0.0491228070175439,0.0378524341522727,-0.0433333333333333,-0.052269660164397,-0.0509973955333538,-0.0471794871794872,-0.166030897207368,-0.324429353622982,-0.0523792780121894,0.0348269868218934,-0.203204484991055,-0.183803972039266,-0.0318986131037781,-0.0318986131037781
"ERK",-0.0742206406642179,-0.0728355991129714,-0.0721056721056721,-0.0476602271541088,0.0509973955333538,-0.0345314009419406,0.0529689608636977,0.0491228070175439,-0.0279360835243188,-0.0291125541125541,-0.0321428571428571,-0.0251837899463372,-0.0506666666666667,0.249825033150696,-0.0555846994535519,-0.0562382942247937,-0.0538228352875957,0.103448275862069,-0.0157006603081438,-0.138580863580864,-0.138580863580864,0.0522169825859146,0.293533007002542,-0.0304761904761905,0.0373190431811121,0.115642205771624,0.0276724521584335,0.0284023791657327,0.0295012802646338,0.142211226617167,0.138580863580864,-0.298466325331651,-0.116285449819863,0.0170934179683109,-0.0842993396918562,-0.0333333333333333,0.0762009652415797,0.0466666666666667,-0.0433333333333333,-0.0471794871794872,0.0571428571428571,-0.052269660164397,0.0299721304252233,-0.0464801864801865,-0.049882153897666,-0.0491182650087771,-0.0457283067809384,-0.172418037575091,-0.332268763414815,-0.0552445823409084,0.0342245771833392,-0.20453768325998,-0.185267386673412,-0.0315774032550092,-0.0303482255068789
"NFB",0.223028441092957,0.224963924963925,0.223376623376623,0.0375460710600029,0.154021439953643,0.0254744224422442,0.146581196581197,0.138888888888889,-0.0972972972972973,-0.1,0,-0.103963963963964,0,-0.123971131018083,0.0037037037037037,-0.0100893997445722,-0.00527012263613842,-0.0357142857142857,-0.0303809523809524,0.22102792191747,0.22102792191747,0.227514374170721,-0.127757064959852,0.194444444444444,-0.157598983575079,-0.266789156800046,-0.176262626262626,-0.178662626262626,-0.179928449047436,-0.22102792191747,-0.22102792191747,0.145113122171946,0.102634160011209,0.0349561157796452,0.0237142857142857,-0.15,-0.206440333168298,0,-0.138888888888889,-0.146581196581197,-0.1,-0.151196581196581,-0.0228721919589728,-0.151196581196581,-0.156975026451534,-0.157210320569181,-0.154567367713435,-0.116540616246499,0.046111095545352,-0.195207700101317,-0.0888747333904198,-0.113930972925971,-0.168629171567412,-0.0280040330711837,-0.0185897435897436
"SHH",0.166666666666667,0.2,0.1,0,0.1,0,0.1,0.1,-0.1,0,0,-0.1,0,-0.05,-0.1,-0.133333333333333,-0.213333333333333,0,-0.1,0,0,0.2,0.23455938697318,0.2,-0.1,-0.225,-0.233333333333333,-0.233333333333333,-0.233333333333333,0.0230769230769231,0,-0.305128205128205,0.08,0.16,0.1,0,-0.15,0,-0.2,-0.2,0,-0.1,-0.0166666666666667,-0.2,-0.106666666666667,-0.106666666666667,-0.2,0,-0.336883116883117,-0.247619047619048,-0.0942857142857143,-0.1225,-0.163010752688172,-0.025,0
"Csn",0.0977355977355977,0.0900432900432901,0.0939393939393939,-0.117571982281285,0.111445229192633,-0.123215579710145,0.0936781609195402,0.0833333333333333,-0.241666666666667,-0.216666666666667,-0.2,-0.232866666666667,-0.0968253968253968,-0.31026287936031,-0.13015873015873,-0.1226318484383,-0.131648241880923,-0.0766666666666667,-0.077965367965368,0.327765198401916,0.327765198401916,0.158270494638533,0.18835869845439,0.138636363636364,-0.147192560858122,-0.375320099255583,-0.149084124830393,-0.156776432522701,-0.155583115100267,-0.326805505503644,-0.327765198401916,0.308666291192712,0.253498301530261,0.081090367965368,0.0766666666666667,-0.0666666666666667,-0.296530272020614,0.0857142857142857,-0.0833333333333333,-0.0936781609195402,0.1,-0.102111895859299,0.126043343206289,-0.102111895859299,-0.115303750092954,-0.11861102610017,-0.109535476645325,0.16490260246221,0.258214284116129,-0.142334553037457,0.0514735625971747,0.0226613757061099,-0.0209538143949856,-0.0240231596360629,-0.0142814048696402
"IKK",0.224963924963925,0.223376623376623,0.209090909090909,0.0268317853457172,0.151196581196581,0.0145833333333333,0.138888888888889,0.15,-0.1,0,0.1,-0.0972972972972973,0,-0.131368391292055,0,0.0037037037037037,-0.0100893997445722,-0.05,-0.0237142857142857,0.228070175438596,0.228070175438596,0.230672268907563,-0.129992837317575,0.15,-0.157200577200577,-0.266406015037594,-0.194444444444444,-0.176262626262626,-0.178662626262626,-0.22102792191747,-0.228070175438596,0.152564102564103,0.10391621129326,0.0303809523809524,0.0357142857142857,-0.1,-0.204325529542921,-0.1,-0.15,-0.138888888888889,0,-0.146581196581197,-0.0254744224422442,-0.146581196581197,-0.154021439953643,-0.156975026451534,-0.151196581196581,-0.115588235294118,0.0519250490337241,-0.190952380952381,-0.0831193377069666,-0.109597104547158,-0.165144483077444,-0.0237894736842105,-0.0128205128205128
"GSK3",0.155367377720319,0.152510234863176,0.144817927170868,-0.120099085911847,0.165723248518648,-0.135622204928631,0.151503759398496,0.140789473684211,-0.264252873563218,-0.27,-0.245,-0.270235779546124,-0.160606060606061,-0.30876659123373,-0.157380254154448,-0.166582708142178,-0.169931990438828,-0.0392156862745098,-0.0451750290759579,0.331491187440579,0.331491187440579,0.205781467539834,0.229277147273685,0.159710144927536,-0.149639858305709,-0.388506739866671,-0.166376811594203,-0.165331515426956,-0.168152028247468,-0.328550010969991,-0.331491187440579,0.168040279283453,0.265423085686244,0.0434704836214124,0.0429193899782135,-0.125,-0.29747318277563,0.127272727272727,-0.140789473684211,-0.151503759398496,0.22,-0.161437534232933,0.1318740789916,-0.16000049142464,-0.169017994734142,-0.1708600999973,-0.164245774443508,0.14381150329748,0.216741599621168,-0.212801269109938,0.00954724194323234,-0.00765987929350702,-0.0894966182578401,-0.00944764604046281,-0.00232694574902517
"DSH",0.152510234863176,0.144817927170868,0.142857142857143,-0.119753065150602,0.161437534232933,-0.135244846438065,0.140789473684211,0.125,-0.27,-0.245,-0.22,-0.264252873563218,-0.127272727272727,-0.312864044168392,-0.160606060606061,-0.157380254154448,-0.166582708142178,-0.0333333333333333,-0.0429193899782135,0.334012195843941,0.334012195843941,0.200665188470067,0.226688708964798,0.146666666666667,-0.148204451607144,-0.388952505096983,-0.159710144927536,-0.166376811594203,-0.165331515426956,-0.331491187440579,-0.334012195843941,0.27536141073104,0.269182484182484,0.0451750290759579,0.0392156862745098,-0.1,-0.295245750184775,0.1,-0.125,-0.140789473684211,0.2,-0.151503759398496,0.135622204928631,-0.151503759398496,-0.165723248518648,-0.169017994734142,-0.16000049142464,0.147268609571488,0.224032899374602,-0.205951954041445,0.0120289937680499,-0.0024903040547846,-0.0841915784700417,-0.00603011260807053,0.00607000081586032
"SOSGRB2",0.0761745296956564,0.0832167832167832,0.0909090909090909,0.0851325757575758,-0.0602484472049689,-0.0202150537634409,-0.0428571428571429,0,-0.0385964912280702,-0.0333333333333333,0,-0.0260964912280702,-0.0333333333333333,0.0179211087420043,-0.0333333333333333,-0.0198198198198198,-0.0128430756337733,-0.00476190476190476,0.0198627198627199,0.0205273069679849,0.0205273069679849,0.0369444444444444,-0.19533410053942,-0.0142857142857143,0.028986568986569,0.0130576441102757,0.0142857142857143,0.0335164835164835,0.0342257033746396,-0.0192452556859336,-0.0205273069679849,0.000870044712961965,-0.0590277777777778,-0.038044538044538,-0.00634920634920635,0,0.00740180125633845,0,0,0.0428571428571429,0,0.0559006211180124,0.0139213474697346,0.0511904761904762,0.0613010787839163,0.0611098741950062,0.0555383022774327,0.0407826086956522,0.134265473527218,0.0609942244224422,0.0437704924977336,0.173928771057017,0.168909714909715,-0.00591478696741855,-0.0087719298245614
"Frizzled",0.144817927170868,0.142857142857143,0.142857142857143,-0.114489907255865,0.151503759398496,-0.126833631484794,0.125,0.1,-0.245,-0.22,-0.2,-0.27,-0.1,-0.316632160110421,-0.127272727272727,-0.160606060606061,-0.157380254154448,-0.0333333333333333,-0.0392156862745098,0.330075187969925,0.330075187969925,0.190909090909091,0.221217230501468,0.166666666666667,-0.152100555503248,-0.385802898797771,-0.146666666666667,-0.159710144927536,-0.166376811594203,-0.334012195843941,-0.330075187969925,0.287194357366771,0.275476190476191,0.0429193899782135,0.0333333333333333,-0.1,-0.29219696969697,0.1,0,-0.125,0.1,-0.140789473684211,0.135244846438065,-0.140789473684211,-0.161437534232933,-0.165723248518648,-0.151503759398496,0.155070028011204,0.232811525328801,-0.194559548978154,0.0143545751633987,0.00479678988726983,-0.0765355125100888,0.00341870628956726,0.0109243697478992
"Wnt",0.142857142857143,0.142857142857143,0.1,-0.125128205128205,0.140789473684211,-0.138461538461538,0.1,0.1,-0.22,-0.2,-0.1,-0.245,-0.1,-0.322981366459627,-0.1,-0.127272727272727,-0.160606060606061,0,-0.0333333333333333,0.330075187969925,0.330075187969925,0.193939393939394,0.212068965517241,0.1,-0.147449392712551,-0.372931611669058,-0.166666666666667,-0.146666666666667,-0.159710144927536,-0.330075187969925,-0.330075187969925,0.299921630094044,0.268333333333333,0.0392156862745098,0.0333333333333333,0,-0.27969696969697,0,0,0,0.1,-0.125,0.126833631484794,-0.125,-0.151503759398496,-0.161437534232933,-0.140789473684211,0.154117647058824,0.243686856893787,-0.180606060606061,0.0254656862745098,0.0157525008429808,-0.0660593220338983,0.00836920133907221,0.0156862745098039
"AKT",0.169454699509774,0.160918114143921,0.157692307692308,-0.119250603554593,0.172369291234435,-0.132522128851541,0.155072463768116,0.133333333333333,-0.189441930618401,-0.150980392156863,-0.133333333333333,-0.284391425567896,-0.116666666666667,-0.317154450134999,-0.162820512820513,-0.160042735042735,-0.167411156095367,-0.0476190476190476,-0.0551407448225192,0.348298167585839,0.348298167585839,0.241794871794872,0.130006870510936,0.245588235294118,-0.254275322452473,-0.400483586076694,-0.261588235294118,-0.273783357245337,-0.270460094405458,-0.346129492887044,-0.348298167585839,0.284216395909944,0.281112110395998,0.0551407448225192,0.0535014005602241,-0.1,-0.309557609244205,0.1,-0.133333333333333,-0.155072463768116,0.1,-0.162764771460424,0.134879031208443,-0.162764771460424,-0.176699188141651,-0.179929957372421,-0.17114465972858,0.0532424070785511,0.23367388344022,-0.217572288121025,0.00489485302660625,-0.00889758482092831,-0.0967638293514968,0.0110127664465486,0.0235773729194782
"PI3K",0.160918114143921,0.157692307692308,0.15,-0.115491205058353,0.162764771460424,-0.125322128851541,0.133333333333333,0.1,-0.150980392156863,-0.133333333333333,-0.1,-0.189441930618401,-0.1,-0.32091384863124,-0.116666666666667,-0.162820512820513,-0.160042735042735,-0.0333333333333333,-0.0535014005602241,0.345558441558442,0.345558441558442,0.228461538461538,0.124479232319981,0.275,-0.260290360046458,-0.397058928542448,-0.245588235294118,-0.261588235294118,-0.273783357245337,-0.348298167585839,-0.345558441558442,0.297522847522848,0.287944408532644,0.0551407448225192,0.0476190476190476,-0.1,-0.305279534377895,0.1,-0.1,-0.133333333333333,0,-0.155072463768116,0.132522128851541,-0.155072463768116,-0.172369291234435,-0.176699188141651,-0.162764771460424,0.0608876670173891,0.242193320991915,-0.206380952380952,0.00754385964912281,-0.00162485754820103,-0.0889146958142899,0.0212867390492883,0.0278508771929824
"ILK",0.160918114143921,0.157692307692308,0.15,-0.115491205058353,0.162764771460424,-0.125322128851541,0.133333333333333,0.1,-0.150980392156863,-0.133333333333333,-0.1,-0.189441930618401,-0.1,-0.32091384863124,-0.116666666666667,-0.162820512820513,-0.160042735042735,-0.0333333333333333,-0.0535014005602241,0.345558441558442,0.345558441558442,0.228461538461538,0.124479232319981,0.275,-0.260290360046458,-0.397058928542448,-0.245588235294118,-0.261588235294118,-0.273783357245337,-0.348298167585839,-0.345558441558442,0.297522847522848,0.287944408532644,0.0551407448225192,0.0476190476190476,-0.1,-0.305279534377895,0.1,-0.1,-0.133333333333333,0,-0.155072463768116,0.132522128851541,-0.155072463768116,-0.172369291234435,-0.176699188141651,-0.162764771460424,0.0608876670173891,0.242193320991915,-0.206380952380952,0.00754385964912281,-0.00162485754820103,-0.0889146958142899,0.0212867390492883,0.0278508771929824
"TGF",-0.303448275862069,-0.3,-0.32,-0.234880722114765,0.00943396226415094,-0.204545454545455,0,0,-0.1,-0.1,-0.1,-0.0947368421052632,-0.22,-0.240244755244755,-0.203333333333333,-0.199885057471264,-0.203010057471264,-0.2,-0.148872180451128,-0.110119047619048,-0.110119047619048,-0.0447368421052632,0.176819280810736,-0.08,-0.0114285714285714,-0.303496290132446,0.08,0.0895238095238095,-0.0104761904761905,0.104761904761905,0.110119047619048,-0.0159196098530736,0.162337662337662,0.146649958228906,0.185714285714286,0,-0.247523979851566,0.2,0,0.0142857142857143,0,0,0.202932551319648,0.0142857142857143,-0.016012909632572,-0.0193621919292227,0.00485175202156334,0.222962962962963,-0.0733338081186467,-0.00617283950617284,0.19869293078056,-0.059879495094127,-0.0390464310781531,0.0274465478584472,0.0329010933129926
"TGFR",-0.305606549243364,-0.303448275862069,-0.3,-0.234880722114765,0.016012909632572,-0.202932551319648,0,0,-0.0947368421052632,-0.1,-0.1,-0.0900856793145655,-0.203333333333333,-0.238769828991068,-0.199885057471264,-0.203010057471264,-0.204704972725502,-0.185714285714286,-0.146649958228906,-0.104761904761905,-0.104761904761905,-0.0410331384015595,0.18052298451444,-0.08,-0.0179787897691828,-0.311420818434333,0.0895238095238095,-0.0104761904761905,-0.0175683890577508,0.104177109440267,0.104761904761905,-0.0220320792907265,0.175194805194805,0.1521294102837,0.148872180451128,0,-0.253095827358897,0.22,0.0142857142857143,0.0142857142857143,0.1,-0.00943396226415094,0.205423654522495,0.00485175202156334,-0.0193621919292227,-0.0213993929921102,0.000335622989305277,0.223318834849084,-0.0779709048928402,-0.0126106077465162,0.194345104693603,-0.0636273656222361,-0.0432034749580607,0.0278239063490132,0.0275439504558498
"MEK",0.0728355991129714,0.0721056721056721,0.0797979797979798,0.0514144933657129,-0.052269660164397,0.0378524341522727,-0.0491228070175439,-0.0333333333333333,0.0291125541125541,0.0321428571428571,0.0571428571428571,0.0279360835243188,0.0466666666666667,-0.244732440558104,0.0506666666666667,0.0555846994535519,0.0562382942247937,-0.1,-0.0842993396918562,0.133818958818959,0.133818958818959,-0.0541587301587302,-0.295336433512912,0.04,-0.0361224619845309,-0.110445355377924,-0.0304761904761905,-0.0276724521584335,-0.0284023791657327,-0.138580863580864,-0.133818958818959,0.295105744041914,0.108764558454961,-0.0157006603081438,0.103448275862069,0,-0.071299004457266,-0.0666666666666667,0.0333333333333333,0.0433333333333333,-0.1,0.0529689608636977,-0.0345314009419406,0.0471794871794872,0.0509973955333538,0.049882153897666,0.0464801864801865,0.170060201236672,0.329450274125074,0.0550819807148921,-0.0348269868218934,0.204297381165919,0.185267386673412,0.0311049623101273,0.0318986131037781
"RKIP",0.0721056721056721,0.0797979797979798,0.0888888888888889,0.0532326751838947,-0.0529689608636977,0.0388425331621737,-0.0333333333333333,0,0.0321428571428571,0.0571428571428571,0.1,0.0291125541125541,0.0666666666666667,-0.238963209788873,0.0466666666666667,0.0506666666666667,0.0555846994535519,-0.1,-0.103448275862069,0.129545454545455,0.129545454545455,-0.0452698412698413,-0.296309669522644,0.0333333333333333,-0.0343206601827291,-0.102508847441416,-0.04,-0.0304761904761905,-0.0276724521584335,-0.133818958818959,-0.129545454545455,0.286997635933806,0.103501400560224,0.0842993396918562,0.1,0,-0.0666550416089688,-0.1,0,0.0333333333333333,-0.1,0.0491228070175439,-0.0378524341522727,0.0433333333333333,0.052269660164397,0.0509973955333538,0.0471794871794872,0.166030897207368,0.324429353622982,0.0523792780121894,-0.0348269868218934,0.203204484991055,0.183803972039266,0.0318986131037781,0.0318986131037781
"cMet",-0.0921132618780995,-0.0984962406015037,-0.114285714285714,-0.10061919504644,0.131627906976744,-0.111678004535147,0,0,-0.113333333333333,-0.133333333333333,-0.1,-0.100833333333333,-0.15,-0.0557479342938754,-0.13,-0.120909090909091,-0.130284090909091,-0.1,-0.05,-0.0171428571428571,-0.0171428571428571,-0.0566666666666667,0.281999719663953,0.0466666666666667,-0.0579641350210971,-0.122366522366522,-0.0716666666666667,-0.0605555555555556,-0.0669385342789598,0.0228032345013477,0.0171428571428571,-0.195468509984639,0.132592592592593,0.0481818181818182,0.06,0.1,-0.113640755379886,0.1,-0.1,-0.1,0.1,-0.12,0.106223459080602,-0.12,-0.136243291592129,-0.138503178597779,-0.129090909090909,0.0522080915339342,-0.22929083181184,-0.154285714285714,0.0795976487280835,-0.194919286957209,-0.204966694041427,0.0418470418470419,-0.0571428571428571
"NOTCH",0.0753917050691244,0.165714285714286,0.18,0.203623188405797,-0.0367832167832168,0.0928571428571429,-0.02,0,0.0777777777777778,0.0666666666666667,0.1,0.1,0.0666666666666667,0.181794871794872,0.0666666666666667,0.105128205128205,0.0933634992458522,0.2,0.146666666666667,-0.0242424242424242,-0.0242424242424242,-0.0147368421052632,-0.172589719648543,-0.1,0.0773469387755102,0.338969404186795,0.0666666666666667,0.0786666666666667,0.0883440860215054,0.0314888010540184,0.0242424242424242,0.0079153605015674,-0.109549071618037,-0.146666666666667,-0.18,0,0.288225108225108,-0.1,0,0.02,0,0.0276923076923077,-0.0995238095238095,0.0276923076923077,0.0466733266733267,0.0503467960610818,0.0367832167832168,-0.126084745762712,0.0375077400497961,0.0337196765498652,-0.0703799903799904,0.0859937747594793,0.064953203274861,0.0463768115942029,0.0463768115942029
