"","Csn","SHH","ILK","FUS","HEY1","NFB","AKT","SNAI2","SMAD","miR200","FOXC2","TrCP","KLF4","SMO","DSH","cfos","cMet","ERK","SNAI1","MEK","RAF","IKK","RAS","Jagged","EGR1","LIV1","RKIP","TWIST1","TGFR","CDC42","TGF","PAK1","GSK3","ZEB2","SOSGRB2","ZEB1","NOTCHic","NOTCH","Csl","cateninmemb","SRC","CD44","PI3K","DELTA","GLI","Frizzled","cateninnuc","TCFLEF","Ecadherin","STAT","Wnt","Destcompl","AXIN2","Patched","SUFU"
"miR200",-0.06,-0.149617960007338,-0.136453621763356,-0.1875,-0.116073446327684,-0.128421052631579,-0.0609816995318485,-0.189620498617054,-0.156202838064297,-0.133793985360261,-0.125507554775847,0,-0.144547964113181,-0.134166666666667,-0.1,-0.0857142857142857,-0.117023882424985,-0.112987012987013,-0.101180671180671,-0.108225108225108,-0.121098354381936,-0.0798496240601504,-0.120848977823333,-0.0846128826020938,-0.0857142857142857,-0.1,-0.0553462817939367,0.0459961102292391,0.0221062618595825,0.0382352941176471,0.0244318432549314,0.0166666666666667,0.0202396148909685,0.111662186379928,-0.0550386847195358,-0.111662186379928,0.0955665024630542,0.0724026606551446,0.123152709359606,0.0805143228324908,0.104347826086957,0.113653095908131,0.121098354381936,0.121098354381936,0.119181550843523,0.112,0.118342850597885,0.116827699082734,0.186345107276364,0.1,0.124676056338028,0.165430376892317,0.158615956377885,0.105052742616034,0.1
"CD44",-0.1,-0.151818181818182,-0.15,-0.1,-0.128654970760234,-0.1,-0.126666666666667,-0.254154734154734,-0.152040816326531,0.0573869126043039,-0.17875,0,-0.219047619047619,-0.15,0,-0.1,-0.15,-0.16,-0.137506645401382,-0.16,-0.0333333333333333,-0.133333333333333,-0.0419047619047619,-0.133986013986014,-0.1,-0.1,-0.0711111111111111,-0.125934065934066,0.0991666666666667,0.0866666666666667,0.0936111111111111,0.0666666666666667,-0.148214285714286,0.133333333333333,-0.0642857142857143,-0.133333333333333,0.114285714285714,0.140601503759398,0.1,0.0881684981684982,0.2,0.0566666666666667,0.0333333333333333,0.0333333333333333,0.0566666666666667,0.1,0.0481156827668456,0.0450387596899225,0.102931277819998,0.1,0.05,-0.13747680890538,0.08,0.17,0.1
"SRC",-0.1,-0.131503267973856,-0.130263157894737,-0.133333333333333,-0.138753723932473,-0.133333333333333,-0.0794871794871795,-0.0857340907890667,-0.127560455192034,-0.0511989459815547,-0.13109243697479,-0.1,-0.264341085271318,-0.0733333333333333,-0.1,-0.142424242424242,-0.125,-0.142424242424242,-0.111536114646743,-0.144311034877073,-0.0485773884021694,-0.0794871794871795,-0.0576682974930785,-0.0354998823806163,-0.133333333333333,-0.2,-0.123623330074943,-0.0349791587722622,-0.0317460317460317,-0.0222222222222222,-0.0226551226551227,-0.0222222222222222,0.00935064935064935,0.1392632524708,-0.0957142857142857,-0.1392632524708,-0.0633333333333333,-0.0597619047619048,-0.03,0.126049618320611,0.125,0.136475409836066,0.0485773884021694,0.0485773884021694,0.136475409836066,0.125,0.142883987344659,0.1328168732507,0.261511968423733,0.2,0.125,0.0687139671922281,0.181153045178291,0.0844444444444444,0.0333333333333333
"TGFR",-0.15,-0.322748027469316,-0.325219941348974,-0.3,-0.267830095172109,-0.15,-0.141676866585067,-0.230245737363147,-0.307070475156803,0.00440234897965711,-0.351651997613171,-0.1,-0.174878773019505,-0.282758620689655,-0.0428571428571429,-0.28922305764411,-0.0252201257861635,-0.287000835421888,-0.274211809911729,-0.292480287476683,-0.167261904761905,-0.118421052631579,-0.16609231411863,-0.276549326588547,-0.252380952380952,0,-0.11965367965368,-0.225552260445499,0.0354761904761905,0.139047619047619,0.0397315096251267,0.153333333333333,-0.103627457167905,0.168041600757805,-0.0577972709551657,-0.168041600757805,0.346551724137931,0.360220788886133,0.35,0.0324183141987935,0.0233333333333333,0.016009599470374,0.167261904761905,0.167261904761905,0.0276471611164247,0.0328571428571428,0.0143449175949794,0.0174450061689386,0.0550053794732706,0.0333333333333333,0.034743935309973,-0.0671181560006515,0.0206551687596037,0.310883620689655,0.3
"TGF",-0.1,-0.310883620689655,-0.309090909090909,-0.3,-0.257382333978079,-0.15,-0.118421052631579,-0.230477218844628,-0.325219941348974,-0.0117266832784074,-0.353835403726708,0,-0.198093058733791,-0.3,0,-0.252380952380952,-0.0233333333333333,-0.28922305764411,-0.269787031150667,-0.287000835421888,-0.158333333333333,-0.15,-0.167261904761905,-0.264230486008837,-0.266666666666667,0,-0.122510822510823,-0.220925925925926,0.139047619047619,0.153333333333333,0.0354761904761905,0.12,-0.0975149877302519,0.174456695097427,-0.0763157894736842,-0.174456695097427,0.35,0.346551724137931,0.36,0.0326492610810106,0.0333333333333333,0.0252201257861635,0.158333333333333,0.158333333333333,0.034743935309973,0.0428571428571429,0.0174450061689386,0.016009599470374,0.0556868104783813,0,0.0328571428571428,-0.0649004140651676,0.0262345679012346,0.282758620689655,0.2
"CDC42",-0.2,-0.236553450531945,-0.240740740740741,-0.157142857142857,-0.219390304847576,-0.125,-0.179605263157895,-0.306539640408254,-0.206869772998805,-0.00512689924454631,-0.381190134590422,-0.1,-0.164761904761905,-0.157142857142857,-0.1,-0.28,-0.121481481481481,-0.26695652173913,-0.325755931831881,-0.282210759027266,-0.0933006535947712,-0.1375,-0.0981787023752591,-0.135694444444444,-0.18,-0.1,-0.239393939393939,-0.157766233766234,0.136694677871148,0.119047619047619,0.150331041507512,0.242857142857143,0.0114420995670996,0.180548829701372,-0.0583333333333333,-0.180548829701372,0.11025641025641,0.157948717948718,0.133333333333333,0.104731739388655,0.14,0.137697697697698,0.0933006535947712,0.0933006535947712,0.13990253411306,0.14,0.143986659927254,0.134727400667995,0.160799861887667,0.1,0.121481481481481,0.171556796555705,0.16367816091954,0.23778801843318,0.2
"HEY1",0,-0.163440860215054,-0.14,-0.1,-0.133155080213904,0.06,0.00708994708994709,-0.187379386799428,-0.158840579710145,0.0639112739112739,-0.0662280701754386,0.1,-0.17037037037037,-0.116666666666667,-0.0333333333333333,-0.147272727272727,-0.0795713634290926,-0.147272727272727,-0.209463352222546,-0.1627366447985,-0.00256410256410256,-0.0114285714285714,-0.0187405731523379,0.0634546363182045,-0.12,-0.1,-0.174067202638631,-0.00936383442265795,0.161939393939394,0.131272727272727,0.16340280857354,0.127272727272727,0.250231034772553,0.181584107327141,-0.169997141223556,-0.181584107327141,-0.0784688995215311,-0.0485719923050363,-0.0363636363636364,0.01123347294079,0.109803921568627,0.127397450385614,0.00256410256410256,0.00256410256410256,0.127847225498058,0.109803921568627,0.140957803076402,0.113685075803675,0.125481815245683,0.0333333333333333,0.0795713634290926,0.272306359539816,0.221390041126525,0.166666666666667,0
"Ecadherin",0.06,-0.195724324781983,-0.158840579710145,-0.116666666666667,-0.145906758066253,-0.0114285714285714,-0.0201827801827802,-0.20128667156764,-0.18087447801523,0.0540416277287786,-0.064626239511823,0,-0.189357712142522,-0.166666666666667,-0.109803921568627,-0.147272727272727,-0.127397450385614,-0.1627366447985,-0.234146896526343,-0.167050370288697,-0.0187405731523379,0.00708994708994709,-0.00226012622496355,0.0481228285378842,-0.147272727272727,-0.0333333333333333,-0.179685180166721,-0.0203507990409075,0.16340280857354,0.161939393939394,0.180220168428875,0.131272727272727,0.258840306295732,0.188219178417189,-0.176576088591977,-0.188219178417189,-0.0485719923050363,-0.0771965276210214,-0.0784688995215311,-0.00953575782844076,0.0795713634290926,0.113685075803675,0.0187405731523379,0.0187405731523379,0.113847225498058,0.0795713634290926,0.135168820816831,0.140957803076402,0.0339530908055657,0.109803921568627,0.127847225498058,0.291598065038419,0.224070453497659,0.163440860215054,0.1
"Jagged",0,-0.157692307692308,-0.133333333333333,-0.1,-0.233333333333333,-0.1,-0.144444444444444,-0.201508295625943,-0.233333333333333,-0.0460606060606061,-0.361428571428571,0,-0.2,-0.2,0,-0.2,-0.02,-0.18,-0.266666666666667,-0.246666666666667,-0.0333333333333333,-0.2,-0.0424242424242424,-0.10978354978355,-0.1,0,-0.194871794871795,-0.155,0.111111111111111,0.1,0.0911111111111111,0,-0.0547892720306513,0.195652173913043,-0.02,-0.195652173913043,0.06,0.0314285714285714,0,0.0177226998353759,0,0.0276923076923077,0.0333333333333333,0.0333333333333333,0.0276923076923077,0,0.0235631035631036,0.0246620046620047,0.0534736842105263,0,0.02,0.0182857142857143,0.0242857142857143,0.15,0
"STAT",-0.15,-0.246065033957604,-0.243478260869565,-0.15,-0.224,-0.11,-0.157780468119451,-0.245675501906856,-0.225087456271864,0.000922654222090502,-0.330342194955692,-0.1,-0.284640522875817,-0.17,-0.142857142857143,-0.26,-0.161038961038961,-0.26,-0.351938463422763,-0.269677419354839,-0.102719189412738,-0.105238095238095,-0.0937639655321408,-0.0705488181362784,-0.2,-0.2,-0.248680823680824,-0.0664353970201047,0.134180622009569,0.121022727272727,0.153987385294594,0.127272727272727,0.167403204272363,0.199946207638515,-0.154064039408867,-0.199946207638515,0.0615262321144674,0.0760893389105839,0.0588235294117647,0.096560891932699,0.142857142857143,0.16018426018426,0.102719189412738,0.102719189412738,0.161879297173415,0.142857142857143,0.176714379035379,0.175641673433472,0.251123182194405,0.142857142857143,0.161038961038961,0.250907039270878,0.211743158801982,0.232790697674419,0.2
"GLI",-0.0722222222222222,-0.339811278637511,-0.219964782367956,-0.282142857142857,-0.200424019481744,-0.0985380116959064,-0.137919389246927,-0.319625783900771,-0.238343160746335,-0.0301854182968734,-0.375873860509116,-0.15,-0.18627027027027,-0.355827067669173,-0.26,-0.345952380952381,-0.138505114083399,-0.35504329004329,-0.278795210166178,-0.36333058286097,-0.205455760958028,-0.133231889246927,-0.201297345116444,-0.138290138557457,-0.354285714285714,-0.1,-0.185725806798299,-0.16973237006344,0.23378225981349,0.220574712643678,0.234017553931137,0.203333333333333,-0.128028506647829,0.203730414746544,-0.0618656859364824,-0.203730414746544,0.186962864721485,0.179343817102438,0.141962864721485,0.101161556385757,0.123870967741935,0.134194769255813,0.205455760958028,0.205455760958028,0.15853930316121,0.243870967741936,0.137366806423666,0.141012951073994,0.168574758399961,0.14,0.261518026565465,0.136330589367657,0.163263888888889,0.351745435016112,0.257142857142857
"PAK1",-0.125,-0.222553450531945,-0.206869772998805,-0.157142857142857,-0.189978540141694,-0.1375,-0.188864522417154,-0.312868754332304,-0.22299880525687,-0.0142639550821098,-0.387397031142146,-0.2,-0.182794691647151,-0.23778801843318,-0.14,-0.26695652173913,-0.137697697697698,-0.282210759027266,-0.323130633502526,-0.287544092360599,-0.0981787023752591,-0.179605263157895,-0.0922696114661681,-0.124651499659168,-0.28,-0.1,-0.245471287460238,-0.163201016374929,0.150331041507512,0.136694677871148,0.153609730032102,0.119047619047619,0.0125330086580087,0.204664585328382,-0.0652640264026403,-0.204664585328382,0.157948717948718,0.15025641025641,0.11025641025641,0.0955742302311454,0.121481481481481,0.134727400667995,0.0981787023752591,0.0981787023752591,0.138439119478914,0.121481481481481,0.140952177168633,0.143986659927254,0.16294519060739,0.14,0.13990253411306,0.178624465728637,0.16556495337237,0.236553450531945,0.157142857142857
"SNAI2",0.0666666666666667,-0.244944963901053,-0.169617706237425,-0.16,-0.162447257383966,0.0916666666666667,0.0432246226284448,0.117698265717559,-0.191148806715893,0.0844395071842321,-0.0237398358721692,0.1,-0.198076923076923,-0.189411764705882,-0.150909090909091,-0.162745098039216,-0.192357783062008,-0.172549019607843,-0.264763226669668,-0.186062533121357,-0.0552466528104001,0.0468390804597701,-0.059356241851496,0.171305261558031,-0.133333333333333,-0.16,-0.222410256410256,0.0970664904751296,0.201817137111255,0.17703081232493,0.211755025310013,0.162745098039216,0.29465629227676,0.212990769876232,-0.204158215010142,-0.212990769876232,-0.123684210526316,-0.113294600136705,-0.100877192982456,0.094876689122332,0.193766233766234,0.221390041126525,0.0552466528104001,0.0552466528104001,0.221769547767891,0.193766233766234,0.242082875857907,0.224070453497659,0.32119004820338,0.150909090909091,0.192357783062008,0.321341264354717,0.265270528466858,0.232268907563025,0.1
"TWIST1",-0.05,-0.296994009192403,-0.315515515515515,-0.244444444444444,-0.296479791395046,-0.0423076923076923,-0.0797572484013162,0.156076353648313,-0.333667330697034,0.0876407085211194,-0.0147715094358005,0,-0.233208255159475,-0.272444444444444,-0.104761904761905,-0.221739130434783,-0.136440391759541,-0.221739130434783,-0.278979998155095,-0.235171966255678,-0.0636491563816042,-0.0899267399267399,-0.0722108002172206,0.007311165492671,-0.2,-0.133333333333333,-0.199607945260119,0.046753886527914,0.246328369905956,0.225078369905956,0.247011741204362,0.218181818181818,0.178767779739814,0.240798693430272,-0.151417004048583,-0.240798693430272,0.0227920227920228,0.0369429661882492,0.0407407407407407,0.0874441619992882,0.149206349206349,0.162544809430223,0.0636491563816042,0.0636491563816042,0.164027401837928,0.149206349206349,0.171159712822097,0.156266095800821,0.210826571399855,0.104761904761905,0.137627401837928,0.214658918692924,0.186385657353399,0.298471841704718,0.166666666666667
"PI3K",-0.1,-0.266880341880342,-0.244513805522209,-0.2,-0.25308243365957,-0.166666666666667,-0.165460030165913,-0.330207341549217,-0.264513805522209,-0.00548696983123213,-0.423475029036005,0,-0.270394736842105,-0.183333333333333,-0.2,-0.0333333333333333,-0.281159420289855,-0.0862745098039216,-0.442286634460548,-0.094471231115397,0.242320346320346,-0.137254901960784,0.253279250429935,-0.017280701754386,-0.0333333333333333,-0.1,-0.364463477698772,-0.119979861747503,0.207176470588235,0.191176470588235,0.232379722620756,0.15,0.54520202020202,0.269579904896376,-0.213461538461538,-0.269579904896376,-0.123076923076923,-0.1424317617866,-0.1,-0.0956118527571149,0.233333333333333,0.295005574136009,-0.242320346320346,-0.242320346320346,0.295005574136009,0.233333333333333,0.334548937174043,0.321559246452393,0.0916798846431146,0.2,0.281159420289855,0.594911309131603,0.324571428571429,0.214102564102564,0.1
"ILK",-0.1,-0.266880341880342,-0.244513805522209,-0.2,-0.25308243365957,-0.166666666666667,-0.165460030165913,-0.330207341549217,-0.264513805522209,-0.00548696983123213,-0.423475029036005,0,-0.270394736842105,-0.183333333333333,-0.2,-0.0333333333333333,-0.281159420289855,-0.0862745098039216,-0.442286634460548,-0.094471231115397,0.242320346320346,-0.137254901960784,0.253279250429935,-0.017280701754386,-0.0333333333333333,-0.1,-0.364463477698772,-0.119979861747503,0.207176470588235,0.191176470588235,0.232379722620756,0.15,0.54520202020202,0.269579904896376,-0.213461538461538,-0.269579904896376,-0.123076923076923,-0.1424317617866,-0.1,-0.0956118527571149,0.233333333333333,0.295005574136009,-0.242320346320346,-0.242320346320346,0.295005574136009,0.233333333333333,0.334548937174043,0.321559246452393,0.0916798846431146,0.2,0.281159420289855,0.594911309131603,0.324571428571429,0.214102564102564,0.1
"AKT",-0.166666666666667,-0.284775078722447,-0.264513805522209,-0.183333333333333,-0.271879426140773,-0.137254901960784,-0.290712555418438,-0.345383220946202,-0.270911111919515,0.0121600889922973,-0.450542698208937,-0.1,-0.272958839406208,-0.214102564102564,-0.233333333333333,-0.0862745098039216,-0.295005574136009,-0.094471231115397,-0.4681011708014,-0.112192750102739,0.253279250429935,-0.165460030165913,0.255447925128731,-0.00999593354246544,-0.0333333333333333,-0.2,-0.401109440431691,-0.125178638505912,0.232379722620756,0.207176470588235,0.254434103285408,0.191176470588235,0.570605246008472,0.292182644622403,-0.22457264957265,-0.292182644622403,-0.1424317617866,-0.130236639835381,-0.123076923076923,-0.102033871105739,0.281159420289855,0.321559246452393,-0.253279250429935,-0.253279250429935,0.322379875811987,0.281159420289855,0.350548937174043,0.334548937174043,0.0863768543400843,0.233333333333333,0.295005574136009,0.619973343871058,0.350925219185147,0.266880341880342,0.2
"Patched",0,-0.4125,-0.216666666666667,-0.3,-0.223076923076923,0.1,-0.0142857142857143,-0.368827586206897,-0.276666666666667,0.0404761904761905,-0.32,0,-0.255555555555556,-0.4,-0.2,-0.2,-0.2,-0.26,-0.418817204301075,-0.298461538461538,-0.0269230769230769,0,-0.0331730769230769,0.0630687830687831,-0.1,-0.1,-0.317142857142857,-0.0537037037037037,0.393333333333333,0.333333333333333,0.418333333333333,0.233333333333333,0.358608058608059,0.308333333333333,-0.233333333333333,-0.308333333333333,0,0.0454545454545455,0,-0.187150537634409,0.2,0.26,0.0269230769230769,0.0269230769230769,0.3625,0.3,0.307033441208198,0.271111111111111,-0.0328991370010788,0.1,0.3,0.47000999000999,0.397402597402597,0.4,0.2
"DSH",-0.26,-0.315757130263364,-0.293152547662437,-0.190909090909091,-0.298715364516036,-0.235,-0.291034482758621,-0.363260749593474,-0.302586509926588,0.0226324217787633,-0.482507765592221,-0.2,-0.293369775094504,-0.233766233766234,-0.25,-0.106274509803922,-0.318796992481203,-0.121089324618736,-0.528692201518288,-0.139886317099939,0.210165176721331,-0.26,0.214927081483236,-0.0101572151059155,-0.0533333333333333,-0.2,-0.427032967032967,-0.131540914238036,0.262691511387164,0.235072463768116,0.28812705145685,0.213333333333333,0.579862037447844,0.31482424928854,-0.251589061345159,-0.31482424928854,-0.124439775910364,-0.113950265420854,-0.110714285714286,-0.0983802598318679,0.297368421052632,0.344624807050739,-0.210165176721331,-0.210165176721331,0.345594378102118,0.297368421052632,0.378183302577178,0.362243854669787,0.130908973468581,0.25,0.318796992481203,0.641572783715358,0.377797878698673,0.291830749895266,0.2
"GSK3",-0.235,-0.331546603947575,-0.302586509926588,-0.233766233766234,-0.309442008114652,-0.26,-0.307273798997937,-0.379050223277684,-0.327324141110996,0.0199360560108852,-0.502762949005299,-0.26,-0.319323973567786,-0.291830749895266,-0.297368421052632,-0.121089324618736,-0.344624807050739,-0.139886317099939,-0.551394305615741,-0.155227226190848,0.214927081483236,-0.291034482758621,0.219548930222731,-0.00300393043438267,-0.106274509803922,-0.25,-0.451343743975323,-0.136022348296934,0.28812705145685,0.262691511387164,0.304024487354286,0.235072463768116,0.501659042439525,0.339044160135494,-0.266937898554461,-0.339044160135494,-0.113950265420854,-0.11992429139488,-0.124439775910364,-0.108459835428685,0.318796992481203,0.362243854669787,-0.214927081483236,-0.214927081483236,0.363990604517212,0.318796992481203,0.38930172362981,0.378183302577178,0.129493102543326,0.297368421052632,0.345594378102118,0.665137419150371,0.399259065913285,0.315757130263364,0.190909090909091
"TCFLEF",0.0012987012987013,-0.449258526288014,-0.336964076858814,-0.306666666666667,-0.287152472483903,-0.0027012987012987,-0.070828928434819,-0.0598673569050967,-0.350539602671433,0.0258529355517307,-0.398914337865601,0.0285714285714286,-0.326720460911637,-0.373333333333333,-0.298039215686275,-0.327665505226481,-0.360876068376068,-0.351475029036005,-0.530964969479614,-0.36780155964825,-0.0479832620139479,-0.0349593632174277,-0.0389162449311621,0.0808710236585283,-0.305714285714286,-0.233333333333333,-0.31987831198053,-0.0334151181113104,0.357117460529762,0.32814549791294,0.383276400927113,0.302564102564103,0.452824806746303,0.353255404926458,-0.206149547059727,-0.353255404926458,-0.000988362824804721,-0.000656136911183459,-0.00294914713853021,0.00403745774900446,0.325833333333333,0.37848613126915,0.0479832620139479,0.0479832620139479,0.38171549110168,0.328039215686274,0.312879029321842,0.301281091177512,0.194347520058065,0.295833333333333,0.36308195072901,0.600951078215059,0.719256654456655,0.426559139784946,0.3
"cateninnuc",-0.0416666666666667,-0.444475658957651,-0.320597402597403,-0.345555555555556,-0.299997330228488,-0.0568181818181818,-0.0981931818181818,-0.434578720796824,-0.343107634521004,0.0619919100983258,-0.227452596583744,0.0333333333333333,-0.345352374000061,-0.366867030965392,-0.248484848484848,-0.25351966873706,-0.314426877470356,-0.269975364939592,-0.538594207753709,-0.288323988792803,0.0487545787545788,-0.0888181818181818,0.0448825248825249,0.185444560209841,-0.229710144927536,-0.248484848484848,-0.43864140078284,0.0252263793641555,0.367014778325123,0.339428571428571,0.383171983565298,0.319428571428571,0.561204034197482,0.359564036252432,-0.330244379276637,-0.359564036252432,-0.105873078439101,-0.0981458057118286,-0.0779661016949153,-0.297745809507804,0.306818181818182,0.349744337787816,-0.0487545787545788,-0.0487545787545788,0.350570776255708,0.30738895807389,0.278683978944219,0.356839184688488,-0.146837377546712,0.248484848484848,0.314997653726064,0.62885372996222,0.52262617961781,0.415935353946758,0.255555555555556
"SUFU",-0.0142857142857143,-0.543982781482781,-0.359267793138761,-0.4125,-0.348358172297408,-0.0342857142857143,-0.086402389556752,-0.436055420826245,-0.376126915540609,0.0318358515940598,-0.391375302292696,0,-0.352251507913135,-0.473611111111111,-0.3625,-0.31967365967366,-0.307033441208198,-0.334616188409292,-0.532359880218795,-0.348658741600781,-0.0222763571099359,-0.0535164835164835,-0.0121497748314548,0.0461702421797434,-0.298461538461538,-0.2,-0.404427145428618,-0.0754603132941583,0.464509296530573,0.44536036036036,0.487586219607496,0.418333333333333,0.441133090049959,0.366699883308493,-0.280241688136425,-0.366699883308493,0.0318181818181818,0.0270562770562771,0.0204545454545455,-0.228614046357242,0.271111111111111,0.316807877298424,0.0222763571099359,0.0222763571099359,0.420930241794554,0.373611111111111,0.346641636889217,0.339633964254946,-0.0340404356423145,0.26,0.410149572649573,0.561381099996651,0.476409229917721,0.515025252525253,0.4
"Destcompl",-0.20952380952381,-0.488123117706595,-0.383730158730159,-0.344827586206897,-0.384612993843763,-0.239958592132505,-0.293141976859514,-0.510832179739134,-0.414958228905597,0.0856509827021846,-0.411481233554505,-0.166666666666667,-0.418204178575283,-0.401970443349754,-0.41984126984127,-0.145128205128205,-0.497126078673819,-0.169718369062631,-0.70351765770498,-0.189971533619593,0.209780136348228,-0.264282916456829,0.218728331010708,0.265491075187337,-0.111794871794872,-0.355555555555556,-0.590192182071934,-0.0426177213020727,0.397151375976888,0.367677691766362,0.424836105040928,0.328367346938776,0.751063683101761,0.437498862017826,-0.285261406627467,-0.437498862017826,-0.204737563650607,-0.213354798119545,-0.199302781041911,-0.412224704923557,0.456827571211133,0.522126078673819,-0.209780136348228,-0.209780136348228,0.522839070320227,0.456827571211133,0.565392583741824,0.548564434838203,-0.0618939460537706,0.41984126984127,0.497421630617074,0.76103863367998,0.564038944225816,0.448084432987059,0.3
"AXIN2",-0.188888888888889,-0.471653005464481,-0.361559696342305,-0.3,-0.364635528022952,-0.236714975845411,-0.30183574879227,-0.521967566680933,-0.406004140786749,0.115949682090913,-0.405276043238572,-0.133333333333333,-0.414157878064421,-0.361904761904762,-0.373333333333333,-0.0899186991869919,-0.489051055867415,-0.124498138439328,-0.688962420484953,-0.152774000508294,0.252008323202095,-0.272946859903382,0.260144806141727,0.305961969875013,-0.0533333333333333,-0.3,-0.580749044861948,-0.030661170647648,0.386500874030373,0.342253086419753,0.421484372380208,0.289166666666667,0.751826262981869,0.443917251261299,-0.288558233102413,-0.443917251261299,-0.249147869674186,-0.260634356160672,-0.227719298245614,-0.435417445824332,0.44077519379845,0.532268721482557,-0.252008323202095,-0.252008323202095,0.532447282282509,0.44077519379845,0.592443613486517,0.564038944225816,-0.0725767831569752,0.373333333333333,0.489051055867415,0.858264953571835,0.863641101428856,0.420833333333333,0.2
