"","SMAD","ILK","HEY1","FOXC2","TGF","TGFR","AKT","CDC42","IKK","Jagged","FUS","NFB","SUFU","SNAI1","TWIST1","MEK","ERK","SNAI2","AXIN2","Wnt","cateninnuc","TCFLEF","CD44","Frizzled","GLI","Ecadherin","LIV1","DSH","cateninmemb","STAT","SRC","cMet","EGR1","Destcompl","RAS","RAF","PI3K","DELTA","cfos","ZEB2","SOSGRB2","TrCP","RKIP","KLF4","GSK3","Csl","Csn","NOTCHic","NOTCH","PAK1","Patched","SMO","SHH","miR200","ZEB1"
"cateninnuc",-0.0317289244028671,-0.0296825396825397,-0.0476367966555815,0.00173648209713784,-0.0428104874094936,-0.0404087406846027,0.167849431818182,-0.0381098901098901,0.173318181818182,-0.022194915445333,-0.0188888888888889,0.169318181818182,0.0111111111111111,-0.140021841705254,0.00646003951163756,-0.11679867798735,-0.118633540372671,0.189674784798176,-0.0171038880601686,-0.00943007756587268,-0.102367468957875,0.00108461610150086,-0.00197737045563132,-0.000734425391959637,-0.000734425391959637,0.107121910568479,-0.0121212121212121,-0.0198135198135198,-0.0928594095497951,-0.0198135198135198,0.00240870240870241,0.0111043545826154,0.104347826086957,-0.205387500290009,-0.173489613489614,-0.170627660627661,-0.170627660627661,-0.170627660627661,0.118633540372671,-0.0358180694043891,0.0589519049287765,-0.166666666666667,0.11700781270012,-0.0481453599781002,-0.206824272256641,-0.156308851224105,-0.154166666666667,-0.149332107038059,-0.142513925219877,0.0365714285714286,0.0202533120637183,0.0270856102003643,0.0200354471399711,0.0473991724570465,0.0745688377011573
"AKT",-0.226356763311385,-0.213225450180072,-0.215519704315779,-0.394543554006969,-0.349379906114682,-0.340014347202296,0.0742264271676036,-0.322941176470588,0.181297134238311,-0.15617055884745,-0.0666666666666667,0.194117647058824,-0.05,-0.409760572929909,-0.211853897299894,-0.215594201988743,-0.207999265279882,-0.0986780834727517,-0.0845050713426165,-0.126228167967298,-0.125564180548113,-0.125564180548113,-0.124533252713061,-0.115458937198068,-0.124552190313667,0.122600691309683,0.1,0.111111111111111,-0.00042937942570656,0.111111111111111,0.115458937198068,0.126228167967298,0.161904761904762,-0.313471804853099,-0.258989540799741,-0.259230504655162,-0.259230504655162,-0.259230504655162,0.203081232492997,-0.030357838001032,0.0852991452991453,-0.233333333333333,0.32790745060566,-0.0367296446243815,-0.389267288864063,-0.0673076923076923,-0.2,-0.0576302729528536,-0.0490936875869999,0.302941176470588,0.103632478632479,0.0897435897435897,0.119421952316689,0.332492968992487,0.434528310213268
"NOTCH",0.205238095238095,0.178571428571429,0.278985507246377,0.284897959183673,0.269462365591398,0.253333333333333,0.144444444444444,0.233333333333333,0.111111111111111,0.0972005772005772,0.1,0.1,0,0.242307692307692,0.158084745762712,0.0395238095238095,0.0466666666666667,0.095107615695851,-0.0380053908355795,-0.00153846153846154,-0.0377888777888778,-0.0463603063603064,-0.0166899766899767,-0.04,-0.0166899766899767,-0.0570571590265988,0,0.1,0.0940135721516151,0.1,0.04,0.00153846153846154,0,0.0697627828095118,-0.0211857707509881,-0.0139393939393939,-0.0139393939393939,-0.0139393939393939,0.02,-0.0272946859903382,-0.165263157894737,0,-0.22077807250221,-0.0384057971014493,-0.0065395332636712,0.08,0,0.0514285714285714,-0.0840552995391705,-0.2,-0.157692307692308,-0.15,-0.140045248868778,-0.301731601731602,-0.340982286634461
"cateninmemb",-0.0226464540127031,-0.0190144927536232,-0.0380584595033865,0.0491569517385557,-0.0301251495237293,-0.0292209903917221,0.172688792688793,-0.0277575757575758,0.163597883597884,0.0546451654555497,-0.0666666666666667,0.156190476190476,-0.1,-0.0694706576843348,0.0960342741690096,-0.125778708859364,-0.122249297094658,0.178455960262857,0.0468851200135481,0.082849819960061,0.0798693361700787,0.0738002418656902,0.0674490588021784,0.100091199270406,0.068849819960061,0.14003429783337,-0.0333333333333333,-0.0745098039215686,-0.146416542376355,-0.0745098039215686,-0.100091199270406,-0.0818303297051884,0.110909090909091,-0.188785704750956,-0.166311795882943,-0.173853695324284,-0.173853695324284,-0.173853695324284,0.110909090909091,-0.0252115583075335,0.0964325479221209,-0.2,0.0518932734823586,-0.0356774496015002,-0.191352144638591,-0.139808612440191,-0.18,-0.155272529965965,-0.152670299482693,0.0210909090909091,0.107795698924731,0.0916666666666667,0.102283887901109,0.0374168207129101,0.053768017059655
"SHH",0.0833333333333333,0.0666666666666667,0.0666666666666667,0.125,0.0333333333333333,0.0333333333333333,-0.15,0.0333333333333333,-0.1,-0.0371428571428572,-0.2,0,-0.2,0.133333333333333,0.05,0.18,0.2,-0.172337164750958,0.019047619047619,0.1,-0.02,-0.02,0,0,0.1,-0.0491666666666667,0,0,0.107240143369176,0.1,0.1,0,0,0.203376623376623,0.192307692307692,0.2,0.2,0.2,-0.1,-0.025,0,0,-0.08,0,0.207692307692308,0.1,0,0.2,0.2,0,0.133333333333333,0.1,0.0133333333333333,-0.15,-0.225
"Csn",0.232210816873972,0.221156832298137,0.220013842746401,0.45789812756659,0.417562634530005,0.412073374386807,0.00483333333333334,0.392842605156038,0.000833333333333336,0.14495346186834,0.104761904761905,-0.0283333333333333,0.0714285714285714,0.369021222072098,0.27619136668225,0.148419913419913,0.14008658008658,0.184630528145168,0.0746098914069877,0.111549646863315,0.105787304544082,0.102840822283108,0.0986607579744264,0.110344827586207,0.0988858914048,-0.0623975008758083,-0.0666666666666667,-0.1,0.00464848085913591,-0.1,-0.110344827586207,-0.111549646863315,-0.0933333333333333,0.287091921542349,0.196314017844151,0.192283307671407,0.192283307671407,0.192283307671407,-0.138787878787879,-0.0153813068651778,-0.115980629539952,0.22,-0.301652976964163,-6.17682970624131e-05,0.351460909687228,0.0323232323232323,0.045,0.0102453102453102,0.00736069486069486,-0.370454545454545,-0.12704929479123,-0.125974025974026,-0.145901753807624,-0.314687639466261,-0.398397022332506
"Ecadherin",-0.0128458434221146,-0.0106666666666667,-0.0176787444691116,0.0273945385981473,-0.0138649869221033,-0.0129608277900961,0.0537566137566138,-0.0144242424242424,0.0537566137566138,-0.054312652286297,0.0833333333333333,0.0352380952380952,0.1,-0.037380978553181,-0.034918026801037,-0.0817560688755352,-0.0860697943657313,0.0683455622755054,0.00893608732440191,-0.0477671902762709,-0.0365428335369078,-0.0360759801288779,-0.0471594172397123,-0.0253533971728226,-0.0464338569429376,-0.0547700140881006,0.0666666666666667,0.0137254901960784,-0.0965304535121608,0.0137254901960784,0.0253533971728226,0.0488316580423878,0.0709090909090909,-0.0766266626630959,-0.0506534543340327,-0.0531674208144797,-0.0531674208144797,-0.0531674208144797,0.0767914438502674,-0.0145007311979419,0.0516558334085643,-0.1,0.0296298226474791,-0.0159868729488983,-0.0747565383016942,-0.0519617224880383,-0.04,-0.057116361663296,-0.0470791869421064,0.0130909090909091,-0.0553091397849462,-0.0520833333333333,-0.0655453602573872,0.0197346539245981,0.0287910045534802
"SMO",0.111746031746032,0.113333333333333,0.123076923076923,0.155344827586207,0.0608108108108108,0.05,-0.0951428571428571,0.0333333333333333,-0.107142857142857,-0.0301322751322751,-0.133333333333333,-0.15,-0.1,0.16136712749616,0.0595860566448802,0.187459207459207,0.172307692307692,-0.169670498084291,0.0134049858187789,0.0875,-0.00694065260237974,-0.0054368932038835,-0.02,0.1,0.0875,-0.0576143433764435,0.1,-0.1,0.0930815673173957,0,0,0.02,-0.2,0.20577035367733,0.211784436493739,0.204807692307692,0.204807692307692,0.204807692307692,-0.18,-0.0134180790960452,0.0614035087719298,0,-0.110952380952381,0.00555555555555555,0.220128738575341,0.2,0.1,0.172727272727273,0.172727272727273,-0.0333333333333333,0.00083333333333333,0.0133333333333333,-0.0213888888888889,-0.184900542495479,-0.263700564971751
"SNAI2",-0.0104226635731454,-0.00898725687458082,-0.0238848704038577,0.0638024439634238,-0.0132083602671838,-0.0132083602671838,0.106422240686885,-0.0106442577030812,0.0979885057471264,0.0461065791413996,-0.04,0.108333333333333,-0.1,-0.0319019573166702,0.0557845440278903,-0.102835188129306,-0.096078431372549,0.350874072673563,0.0518546637057845,0.0637058715931955,0.0523199026222437,0.0468851200135481,0.0508026457867439,0.0594805194805195,0.0514064063525538,0.241758772744958,-0.04,-0.0309090909090909,-0.187883610642231,-0.0309090909090909,-0.0594805194805195,-0.0637058715931955,0.1,-0.118914193321638,-0.110107588223362,-0.114217177264458,-0.114217177264458,-0.114217177264458,0.0941176470588235,-0.0134164044472415,0.0793103448275862,-0.1,0.0238461538461538,-0.0225,-0.121880207725444,-0.0925438596491228,-0.133333333333333,-0.101315789473684,-0.107809295967191,0.00588235294117647,0.052484993997599,0.0341176470588235,0.0567103461102751,0.0191680630125756,0.0279406335221313
"FOXC2",-0.0106666666666667,-0.0106666666666667,-0.0183498854087089,0.0344883601084448,-0.0129608277900961,-0.0144242424242424,0.0537566137566138,-0.0130909090909091,0.0352380952380952,-0.0554568170460224,0.1,0.04,0,-0.0361151557683708,-0.0339869281045752,-0.0860697943657313,-0.0767914438502674,0.0653955321731574,0.00460619041718541,-0.0253533971728226,-0.0360759801288779,-0.0471594172397123,-0.0488316580423878,-0.0137254901960784,-0.0477671902762709,0.0489300832828829,0.1,0.0666666666666667,-0.089735581717289,0.0666666666666667,0.0137254901960784,0.0253533971728226,0.08,-0.0730851901561061,-0.0531674208144797,-0.0634615384615385,-0.0634615384615385,-0.0634615384615385,0.0709090909090909,-0.0121310629514964,0.0556032018296169,-0.1,0.0277571634714492,-0.0185185185185185,-0.0749772888535706,-0.0309090909090909,-0.1,-0.0519617224880383,-0.057116361663296,0.00909090909090909,-0.0520833333333333,-0.0833333333333333,-0.0553091397849462,0.0173137973137973,0.027843137254902
"MEK",0.102126891513834,0.108399954244462,0.0970992151479956,-0.0206454465075155,0.00068516334837366,0.00287494437027147,0.120845429080723,0.00380952380952381,0.117316017316017,0.0745030543041899,0.12,0.114285714285714,0.1,-0.0412759479433885,-0.0175360587125293,-0.0483944729762778,0.0532721936903888,-0.39066491130219,-0.0922986277416657,-0.111794871794872,-0.120205230080577,-0.120948724504369,-0.11509630720157,-0.123333333333333,-0.120885780885781,-0.158335573618134,0.1,0.133333333333333,0.181014133625324,0.133333333333333,0.117543859649123,0.106005398110661,-0.07,-0.220849019852281,-0.104329004329004,-0.105916305916306,-0.105916305916306,-0.105916305916306,-0.0596551724137931,-0.0103740292865114,0.075047619047619,-0.1,0.19436827362524,-0.00535628885700622,-0.27193489427532,-0.0797979797979798,-0.114285714285714,-0.0874902874902875,-0.0940596305559809,-0.0133333333333333,-0.135081967213115,-0.14,-0.127892424729455,0.00820764064615246,-0.00198824895811983
"ERK",0.101822940146053,0.102126891513834,0.0919797612230809,-0.0249189507810198,-0.000963188299977988,0.00068516334837366,0.124515153851365,0.00287494437027147,0.120845429080723,0.0684789579186477,0.14,0.117316017316017,0.12,-0.0456740960915366,-0.0215582501133615,-0.0520156428927124,-0.0483944729762778,-0.392197823836005,-0.0934368391237795,-0.120885780885781,-0.1174274523028,-0.120205230080577,-0.120948724504369,-0.111794871794872,-0.12665019191335,-0.158438560229874,0.133333333333333,0.123333333333333,0.179174207222381,0.117543859649123,0.106005398110661,0.11509630720157,-0.0596551724137931,-0.221337557995836,-0.102018773305902,-0.104329004329004,-0.104329004329004,-0.104329004329004,-0.0532721936903888,-0.00864174582194442,0.0769893666204346,-0.114285714285714,0.19520392822134,-0.00768187025235505,-0.270935802540533,-0.0874902874902875,-0.114285714285714,-0.0940596305559809,-0.0926745890047344,-0.00380952380952381,-0.127892424729455,-0.135081967213115,-0.126926241154575,0.00869783672458383,0.00163379828597466
"Patched",0.113333333333333,0.0833333333333333,0.0897435897435898,0.145,0.05,0.0333333333333333,-0.107142857142857,0.0333333333333333,-0.15,-0.0408465608465609,-0.1,-0.1,-0.2,0.149462365591398,0.0537037037037037,0.172307692307692,0.18,-0.176337164750958,0.00995670995670996,0.1,-0.0054368932038835,-0.02,-0.02,0.1,0.0875,-0.05207928802589,0.1,0,0.0989068100358423,0.1,0,0,-0.1,0.208871128871129,0.204807692307692,0.192307692307692,0.192307692307692,0.192307692307692,-0.2,-0.00833333333333333,0.0666666666666667,0,-0.0942857142857143,-0.0111111111111111,0.217216117216117,0.2,0,0.2,0.172727272727273,-0.0333333333333333,0.0133333333333333,0.133333333333333,0.00083333333333333,-0.178571428571429,-0.241666666666667
"DSH",-0.239477469980601,-0.227779356773054,-0.229045855227266,-0.481829007385923,-0.429056203605514,-0.421739130434783,0.0323850574712644,-0.401739130434783,0.0358333333333333,-0.164587945114621,-0.0772727272727273,0.0608333333333333,-0.05,-0.382991718426501,-0.293562488825317,-0.187987943715498,-0.178213507625272,-0.211104811361887,-0.0870764756781831,-0.137406015037594,-0.133659812741799,-0.132502199206626,-0.130121246825673,-0.130263157894737,-0.130216472553934,0.0626234966845631,0.1,0.125,0.0366063835248419,0.125,0.130263157894737,0.137406015037594,0.133333333333333,-0.291267477758617,-0.210016984226535,-0.20805619991281,-0.20805619991281,-0.20805619991281,0.174509803921569,-0.0078636582916304,0.0933481152993348,-0.133333333333333,0.299538794538795,-0.0191020097359332,-0.365855668453476,-0.0404761904761905,-0.0733333333333333,-0.0228291316526611,-0.0179340267575562,0.38,0.107533863985477,0.101082251082251,0.124098281163391,0.321185944813994,0.423522398670577
"RAF",0.108399954244462,0.113350449293967,0.100735578784359,-0.0206454465075155,0.00287494437027147,0.00380952380952381,0.117316017316017,0.0133333333333333,0.114285714285714,0.0818801034845178,0.1,0.114285714285714,0.1,-0.0393528710203115,-0.0105763517528223,0.0532721936903888,0.0596551724137931,-0.38750189427056,-0.0850914205344585,-0.123333333333333,-0.120948724504369,-0.11509630720157,-0.106005398110661,-0.133333333333333,-0.111794871794872,-0.161249963417769,0,0.1,0.17686779216191,0.1,0.133333333333333,0.117543859649123,-0.12,-0.222313454998724,-0.105916305916306,-0.0948051948051948,-0.0948051948051948,-0.0948051948051948,-0.07,-0.00719942611190818,0.0706031746031746,-0.1,0.191736694677871,-0.0131994261119082,-0.271197793538219,-0.0888888888888889,-0.1,-0.0797979797979798,-0.0874902874902875,-0.0333333333333333,-0.14,-0.12,-0.135081967213115,0.00294448275141562,-0.00436920133907221
"TCFLEF",0.117767417849334,0.117576213260424,0.0639215910172233,0.437089388850469,0.315386844554417,0.315386844554417,0.149550317844848,0.309779367918903,0.156072056975283,0.172257704326129,-0.08,0.143168831168831,-0.1,0.2186645595223,0.309803206879285,0.00516840882694541,0.000406504065040652,0.367955021086179,0.0697611721611722,0.20035696329814,0.0861835013308462,0.0879017143892654,0.191223592968876,0.184117647058824,0.19787249124845,0.170392331174883,-0.2,-0.194117647058824,-0.170126640782044,-0.1875,-0.1775,-0.193739316239316,0.0157142857142857,0.0974433921254527,-0.112990394065438,-0.111807739663335,-0.111807739663335,-0.111807739663335,-0.0013588850174216,-0.00491529328371434,0.0430935052970981,-0.0857142857142857,-0.194974973595996,0.0022217978100331,0.0712591616832345,-0.242961900207237,-0.131168831168831,-0.246883468834688,-0.249209050230037,-0.305128205128205,0.060952380952381,0.060952380952381,0.0597253870873503,-0.222189885081451,-0.278504607478292
"NFB",-0.0760520568785503,-0.0593234323432343,-0.0698252985404688,-0.142636035942809,-0.148686766398159,-0.137927272727273,0.172827112827113,-0.122727272727273,0.190604890604891,0.00940558143925347,0.02,0.20952380952381,0.08,-0.192336125731504,0.0383846872082166,-0.133553688141923,-0.130285714285714,0.272512289022971,0.0618996960486322,0.0435897435897436,0.0468966498751069,0.0526221400711854,0.0509343763581052,0.0358974358974359,0.0503313166234515,0.234006236204713,-0.1,-0.0666666666666667,-0.193452975332035,-0.0666666666666667,-0.0358974358974359,-0.0435897435897436,0.114285714285714,-0.253222269127538,-0.221487498729862,-0.218502424102997,-0.218502424102997,-0.218502424102997,0.110285714285714,0.00450851266096275,-0.0228925254312251,-0.3,0.153642987249545,0.00805860805860806,-0.345635638870933,-0.193939393939394,-0.342857142857143,-0.17012987012987,-0.163033095936322,0.1,-0.0088888888888889,-0.0088888888888889,-0.00527443105756359,0.231918412162731,0.296297179730936
"RKIP",-0.108399954244462,-0.113350449293967,-0.100735578784359,0.0206454465075155,-0.00287494437027147,-0.00380952380952381,-0.117316017316017,-0.0133333333333333,-0.114285714285714,-0.0818801034845178,-0.1,-0.114285714285714,-0.1,0.0393528710203115,0.0105763517528223,-0.0532721936903888,-0.0596551724137931,0.38750189427056,0.0850914205344585,0.123333333333333,0.120948724504369,0.11509630720157,0.106005398110661,0.133333333333333,0.111794871794872,0.161249963417769,0,-0.1,-0.17686779216191,-0.1,-0.133333333333333,-0.117543859649123,0.12,0.222313454998724,0.105916305916306,0.0948051948051948,0.0948051948051948,0.0948051948051948,0.07,0.00719942611190818,-0.0706031746031746,0.1,-0.191736694677871,0.0131994261119082,0.271197793538219,0.0888888888888889,0.1,0.0797979797979798,0.0874902874902875,0.0333333333333333,0.14,0.12,0.135081967213115,-0.00294448275141562,0.00436920133907221
"IKK",-0.0593234323432343,-0.0583333333333333,-0.0662538699690402,-0.131082251082251,-0.137927272727273,-0.122727272727273,0.190604890604891,-0.1,0.20952380952381,0.00508903467666355,0.08,0.342857142857143,0.1,-0.193158043539723,0.0412418300653595,-0.130285714285714,-0.110285714285714,0.272918793088011,0.0611904761904762,0.0358974358974359,0.0526221400711854,0.0509343763581052,0.0435897435897436,0.0666666666666667,0.0435897435897436,0.233685208917393,-0.1,-0.1,-0.194614538162024,-0.1,-0.0666666666666667,-0.0358974358974359,0.1,-0.251727252516243,-0.218502424102997,-0.214277071990321,-0.214277071990321,-0.214277071990321,0.114285714285714,0.0102556390977444,-0.0260504201680672,-0.2,0.136976320582878,0.000366300366300365,-0.342106227106227,-0.227272727272727,-0.3,-0.193939393939394,-0.17012987012987,0.1,-0.0088888888888889,-0.02,-0.0088888888888889,0.213489409141583,0.282887218045113
