"","ZEB1","AXIN2","GLI","TCFLEF","Wnt","CD44","cMet","Frizzled","SRC","DSH","CDC42","cateninmemb","SOSGRB2","TGFR","TGF","SHH","Patched","TrCP","Csn","AKT","SMAD","NFB","ILK","NOTCHic","NOTCH","FOXC2","DELTA","Jagged","RKIP","RAF","PI3K","RAS","MEK","ERK","Csl","TWIST1","SNAI1","cfos","SNAI2","EGR1","IKK","HEY1","SUFU","FUS","SMO","LIV1","PAK1","STAT","cateninnuc","Destcompl","Ecadherin","GSK3","ZEB2","miR200","KLF4"
"PI3K",0.422729198110911,-0.208380952380952,-0.165841694537347,-0.185615705836782,-0.155072463768116,-0.165841694537347,-0.155072463768116,-0.133333333333333,-0.133333333333333,-0.1,0.217647058823529,0.183852598116545,0.0373076923076923,0.229647058823529,0.240216164514586,-0.0903846153846154,-0.0820512820512821,-0.2,-0.233333333333333,-0.275565610859729,-0.0652565026010404,-0.233333333333333,-0.0612565026010404,-0.107692307692308,-0.107692307692308,-0.185159117305459,-0.235705627705628,-0.033859649122807,-0.297317388493859,0.235705627705628,0.235705627705628,0.243924805787819,-0.203549616567939,-0.188795518207283,0.1,0.149553677493806,0.275450885668277,-0.147619047619048,0.070154908297685,-0.133333333333333,0.262745098039216,0.0683752060000673,0,0.05,0.0666666666666667,0.1,-0.2,0.1,0.188708489341936,0.454843745097424,-0.172057817987301,0.444071669071669,-0.422729198110911,-0.434835729917697,-0.393201754385965
"cateninnuc",0.408126715104773,-0.536336541067502,-0.388022340970524,-0.388595908804858,-0.381698230298588,-0.38628074823727,-0.380328367284889,-0.364306925950762,-0.362937062937063,-0.362937062937063,0.220483516483516,0.253039702753847,-0.0993796938166993,0.229678918782367,0.23339070917538,-0.292347040344609,-0.282107388928487,0.0333333333333333,0.0333333333333333,0.0104630681818182,-0.0478858847685587,0.0181818181818182,-0.0433838383838384,0.321283522387188,0.321738067841734,0.0630162405900111,0.0238085338085338,-0.347967523109924,-0.327215419815916,-0.0238085338085338,-0.0238085338085338,-0.0222933822933823,-0.0506345623854573,-0.0368730944955491,-0.318957940991839,0.405169441463631,0.342362035995842,-0.0432022084195997,0.150325078004766,-0.0130434782608696,-0.0221818181818182,0.0082671805623683,0.233333333333333,0.243333333333333,0.27775956284153,0.309090909090909,-0.209714285714286,0.362937062937063,0.293760228053684,0.401624558893692,-0.0177903536682136,0.378051046264151,-0.408126715104773,-0.42093980614161,-0.33117909176628
"STAT",0.396046261430877,-0.0416775381481264,0.0056340718105424,0.010810106472567,0.0165584415584416,0.00544733044733045,0.0165584415584416,-0.0107142857142857,-0.0107142857142857,0.0142857142857143,0.196590909090909,0.0247368990715629,0.0305008210180624,0.183433014354067,0.183916106141507,-0.0405755642450436,-0.0503100775193798,0,0,-0.0328974979822437,-0.0644122383252818,-0.04,-0.0644122383252818,-0.0213036565977742,-0.0261580255298131,0.0125562372188139,0.0470791976840364,0.0421182679201762,-0.107379343629344,-0.0470791976840364,-0.0470791976840364,-0.0545418842512006,-0.00249209361163821,-0.0164705882352941,0.0294117647058824,0.133652546021362,0.0662637244868517,-0.04,0.0193008917467122,0,0.0447619047619048,0.064,0.05,0.05,0.0433333333333333,0.1,-0.209090909090909,-0.0142857142857143,-0.011167675006536,0.0500972352492327,-0.0868843527871815,0.0891410769915443,-0.396046261430877,-0.416142116606359,-0.29469201822143
"Jagged",0.38768115942029,0.0428571428571429,0.0369230769230769,0.0581351981351981,0.06,0.0369230769230769,0.06,0,0,0,0.2,0.0456045363087617,0.12,0.188888888888889,0.176888888888889,-0.0352564102564102,-0.0583333333333333,0,0,-0.0444444444444444,-0.0619047619047619,0,-0.0666666666666667,-0.12,-0.148571428571429,0.00428571428571428,-0.00666666666666667,0.0511688311688312,-0.0769230769230769,0.00666666666666667,0.00666666666666667,-0.0206060606060606,0.0133333333333333,-0.02,0.1,0.054,0.0166666666666667,0,0.0474107591754651,-0.1,0.0333333333333333,0.166666666666667,0,0,0.0333333333333333,0,-0.2,0,-0.0592340992340992,-0.046965250965251,-0.110456140350877,0.00344827586206897,-0.38768115942029,-0.407272727272727,-0.383333333333333
"Csl",0.37621809414507,0.0623914538087308,0.0567911121136928,0.0625367943579503,0.0592104669524024,0.0571932829075686,0.0592340992340992,0.0581351981351981,0.0581351981351981,0.0369230769230769,0.160759856630824,0.038470732511384,0.113733224413584,0.158849028605347,0.157715241757274,-0.0310256745806049,-0.0336118814771566,-0.0333333333333333,-0.0444444444444444,-0.0558139534883721,-0.0555298618248259,-0.0666666666666667,-0.0583076396026036,-0.0517972350230415,-0.0554335986594051,0.00997230482849424,0.0109537439072671,0.0603380272689048,-0.0528630325634822,-0.0109537439072671,-0.0109537439072671,-0.0124243321425613,0.0257246376811594,0.0333333333333333,0.0517972350230415,0.0293343954677133,0.0203875834310617,0.0133333333333333,0.0503701312771486,0.0133333333333333,0.0503875968992248,0.16320370734693,0.0583333333333333,0.0352564102564102,0.0411387631975867,-0.06,-0.176888888888889,-0.0369230769230769,-0.0597351934431418,-0.0512028710624108,-0.114009501891875,-0.00319189746039114,-0.37621809414507,-0.394570680493836,-0.381966873706004
"cfos",0.363282601176064,0.197372742200328,0.160701754385965,0.163600927660334,0.163333333333333,0.160630630630631,0.163333333333333,0.13,0.13,0.15,0.161904761904762,0.125213935131205,0.133333333333333,0.140336134453782,0.137305831423478,-0.0230670762928827,-0.0341781874039939,0,-0.0333333333333333,-0.0550438596491228,-0.0570660522273426,-0.0583333333333333,-0.0619047619047619,-0.0833333333333333,-0.0879487179487179,-1.7763202842111e-05,-0.0104030501089325,0.0939930555555556,-0.0348018648018648,0.0104030501089325,0.0104030501089325,0.00674451352356661,0.0403831982313928,0.0217391304347826,0.0833333333333333,-0.0151601731601732,-0.00880705792098196,0,-0.00926217334976459,0.08,0.0708333333333333,0.0657671164417791,0.0333333333333333,0.0476190476190476,0.030952380952381,-0.1,-0.185714285714286,-0.15,-0.168045372104778,-0.181020653292984,-0.201358084407199,-0.0535119047619048,-0.363282601176064,-0.382221373397844,-0.370571428571429
"TrCP",0.357173276417221,0.201775257923599,0.163140778776209,0.168045372104778,0.160701754385965,0.163600927660334,0.160630630630631,0.163333333333333,0.163333333333333,0.13,0.140336134453782,0.120268880186151,0.136303630363036,0.137305831423478,0.13457359098632,-0.0210670762928827,-0.0230670762928827,-0.0333333333333333,-0.0583333333333333,-0.0624512670565302,-0.0519047619047619,-0.0708333333333333,-0.0570660522273426,-0.0879487179487179,-0.0912454212454212,0.00549947817646823,-0.00674451352356661,0.0939930555555556,-0.0254095996084946,0.00674451352356661,0.00674451352356661,0.00810814988720297,0.0297165315647261,0.0403831982313928,0.0833333333333333,-0.0205949557688688,-0.00713641352957385,0.0217391304347826,-0.00817718239135591,0,0.0550438596491228,0.064296528206485,0.0476190476190476,0.030952380952381,0.0341781874039939,-0.15,-0.161904761904762,-0.13,-0.166114337622019,-0.183125916450878,-0.203503413126922,-0.056784632034632,-0.357173276417221,-0.376130002839468,-0.367292740046838
"PAK1",0.357173276417221,0.201775257923599,0.163140778776209,0.168045372104778,0.160701754385965,0.163600927660334,0.160630630630631,0.163333333333333,0.163333333333333,0.13,0.140336134453782,0.120268880186151,0.136303630363036,0.137305831423478,0.13457359098632,-0.0210670762928827,-0.0230670762928827,-0.0333333333333333,-0.0583333333333333,-0.0624512670565302,-0.0519047619047619,-0.0708333333333333,-0.0570660522273426,-0.0879487179487179,-0.0912454212454212,0.00549947817646823,-0.00674451352356661,0.0939930555555556,-0.0254095996084946,0.00674451352356661,0.00674451352356661,0.00810814988720297,0.0297165315647261,0.0403831982313928,0.0833333333333333,-0.0205949557688688,-0.00713641352957385,0.0217391304347826,-0.00817718239135591,0,0.0550438596491228,0.064296528206485,0.0476190476190476,0.030952380952381,0.0341781874039939,-0.15,-0.161904761904762,-0.13,-0.166114337622019,-0.183125916450878,-0.203503413126922,-0.056784632034632,-0.357173276417221,-0.376130002839468,-0.367292740046838
"LIV1",0.357173276417221,0.201775257923599,0.163140778776209,0.168045372104778,0.160701754385965,0.163600927660334,0.160630630630631,0.163333333333333,0.163333333333333,0.13,0.140336134453782,0.120268880186151,0.136303630363036,0.137305831423478,0.13457359098632,-0.0210670762928827,-0.0230670762928827,-0.0333333333333333,-0.0583333333333333,-0.0624512670565302,-0.0519047619047619,-0.0708333333333333,-0.0570660522273426,-0.0879487179487179,-0.0912454212454212,0.00549947817646823,-0.00674451352356661,0.0939930555555556,-0.0254095996084946,0.00674451352356661,0.00674451352356661,0.00810814988720297,0.0297165315647261,0.0403831982313928,0.0833333333333333,-0.0205949557688688,-0.00713641352957385,0.0217391304347826,-0.00817718239135591,0,0.0550438596491228,0.064296528206485,0.0476190476190476,0.030952380952381,0.0341781874039939,-0.15,-0.161904761904762,-0.13,-0.166114337622019,-0.183125916450878,-0.203503413126922,-0.056784632034632,-0.357173276417221,-0.376130002839468,-0.367292740046838
"EGR1",0.357173276417221,0.201775257923599,0.163140778776209,0.168045372104778,0.160701754385965,0.163600927660334,0.160630630630631,0.163333333333333,0.163333333333333,0.13,0.140336134453782,0.120268880186151,0.136303630363036,0.137305831423478,0.13457359098632,-0.0210670762928827,-0.0230670762928827,-0.0333333333333333,-0.0583333333333333,-0.0624512670565302,-0.0519047619047619,-0.0708333333333333,-0.0570660522273426,-0.0879487179487179,-0.0912454212454212,0.00549947817646823,-0.00674451352356661,0.0939930555555556,-0.0254095996084946,0.00674451352356661,0.00674451352356661,0.00810814988720297,0.0297165315647261,0.0403831982313928,0.0833333333333333,-0.0205949557688688,-0.00713641352957385,0.0217391304347826,-0.00817718239135591,0,0.0550438596491228,0.064296528206485,0.0476190476190476,0.030952380952381,0.0341781874039939,-0.15,-0.161904761904762,-0.13,-0.166114337622019,-0.183125916450878,-0.203503413126922,-0.056784632034632,-0.357173276417221,-0.376130002839468,-0.367292740046838
"SNAI1",0.355082255507012,0.206204162352503,0.167345531975478,0.166114337622019,0.163140778776209,0.168045372104778,0.163600927660334,0.160701754385965,0.160630630630631,0.163333333333333,0.137305831423478,0.122306876731919,0.138190422815866,0.13457359098632,0.133767139373417,-0.0169894063899701,-0.0210670762928827,-0.0583333333333333,-0.0708333333333333,-0.0582846003898635,-0.0500597434545774,-0.0550438596491228,-0.0519047619047619,-0.0912454212454212,-0.0900209314495029,0.00206872849413024,-0.00810814988720297,0.0949342320261438,-0.0245727795248126,0.00810814988720297,0.00810814988720297,0.00909337156207982,0.0355461279772822,0.0297165315647261,0.0879487179487179,-0.0225436737175868,-0.107492285415695,0.0403831982313928,-0.00868003187174478,0.0217391304347826,0.0624512670565302,0.0595346234445802,0.030952380952381,0.0341781874039939,0.0230670762928827,-0.13,-0.140336134453782,-0.163333333333333,-0.1690054062849,-0.183235565573685,-0.203295296581657,-0.0590948630577343,-0.355082255507012,-0.373152096979718,-0.360750683972072
"cateninmemb",0.355077057013876,-0.417060250266197,-0.360906615091907,-0.36616826599842,-0.353573281758573,-0.359817082934908,-0.352793671563671,-0.343228454172367,-0.343228454172367,-0.317647058823529,0.140787878787879,0.185732995656439,-0.117995245403388,0.150056171470806,0.156023621742053,-0.309045593091186,-0.299596774193548,0.1,0.08,0.0760557960557961,-0.034510018598449,0.0847619047619048,-0.0313623188405797,0.265015537907562,0.268361262814625,0.0852711071364902,0.0810671191553545,-0.334162535956902,-0.284255070771925,-0.0810671191553545,-0.0810671191553545,-0.0796704711106617,-0.0265097304151276,-0.0229803186504217,-0.257799043062201,0.409887513540488,0.293904167739059,-0.00545454545454545,0.192187457773212,-0.00545454545454545,-0.0773544973544974,-0.00140052604324219,0.233333333333333,0.266666666666667,0.279166666666667,0.3,-0.123454545454545,0.317647058823529,0.36803567963054,0.343312633887278,0.109316074367734,0.325269534358935,-0.355077057013876,-0.366345909418535,-0.285747773089545
"NFB",0.33490559732665,0.0395136778115502,0.0329453567655815,0.0179619941430712,0.0217094017094017,0.0335738084890627,0.0217094017094017,0.0478632478632479,0.0478632478632479,0.0555555555555556,0.302525252525253,0.100930392092515,0.185524104378594,0.303325252525252,0.303325252525252,-0.148178307098124,-0.139744572158365,-0.1,-0.114285714285714,-0.234976404976405,-0.152957005737748,-0.197619047619048,-0.152585258525853,-0.204473304473304,-0.194795885118466,0.0830134009416878,-0.11044111006024,0.0901611681601298,-0.13425108589043,0.11044111006024,0.11044111006024,0.122381408567703,-0.0564985994397759,-0.0623809523809524,0.187012987012987,0.14906162464986,0.124909721496044,-0.0157142857142857,0.0455288447190139,-0.0357142857142857,0.232754182754183,0.160174332891051,0.08,0.14,0.136296296296296,0,-0.288888888888889,-0.0555555555555556,-0.0196090529666006,0.216574518668157,-0.110511586401299,0.320251023486318,-0.33490559732665,-0.345416881380365,-0.321336996336996
"RAS",0.271568483063328,-0.20901185770751,-0.188480392156863,-0.205257533455281,-0.167647058823529,-0.186795994993742,-0.167647058823529,-0.15,-0.15,-0.1,0.14,0.0914032602133542,-0.202164502164502,0.157647058823529,0.170518345952242,-0.165197740112994,-0.153333333333333,-0.2,-0.3,-0.381111111111111,-0.155163883735312,-0.333333333333333,-0.151082251082251,-0.305263157894737,-0.318470705064548,-0.104603174603175,-0.46974358974359,0.0677153558052434,-0.368861635220126,0.46974358974359,0.46974358974359,0.383205128205128,-0.463044375644995,-0.42578947368421,0.3,0.121636661211129,0.200147492625369,-0.41,0.10174768192151,-0.36,0.353333333333333,0.162648221343874,0.1,0.1,0.133333333333333,0,-0.14,0.1,0.216305692095507,0.466527108968969,-0.0307528298978792,0.583565891472868,-0.271568483063328,-0.283323076923077,-0.247857142857143
"SMAD",0.261349957152515,0.199468848627961,0.171937834347906,0.162401042913773,0.16474358974359,0.159008912655971,0.151372549019608,0.166666666666667,0.153333333333333,0.133333333333333,0.103118712273642,0.077915238930542,0.126293995859213,0.098090779312748,0.0937083091932261,0.100530365039846,0.0979281345565749,0.1,0.0666666666666667,0.0785658263305322,-0.0436959387644319,0.0714285714285714,0.0505897755212824,0.0329064039408867,0.0321127531472359,0.0437938681260554,0.085216885007278,0.00327188940092165,0.0430365990358123,-0.085216885007278,-0.085216885007278,-0.0832432007967517,0.0708755142082224,0.0756832065159147,-0.040952380952381,-0.0281985013470693,-0.0699352475481508,0.0640552995391705,-0.00369663344706091,0.0285714285714286,-0.0812324929971989,-0.0778686426837194,-0.0666666666666667,-0.0791666666666667,-0.0841666666666667,-0.12,-0.121428571428571,-0.12,-0.163414214139711,-0.199399460171043,-0.176733851373247,-0.219214830004304,-0.261349957152515,-0.280417250100405,-0.276317513197746
"Ecadherin",0.176825207009718,-0.167095581926423,-0.0726469802034687,-0.0731799941831155,-0.065980313536802,-0.0720591971719076,-0.0650357858006701,-0.0746010031919745,-0.0746010031919745,-0.0490196078431372,0.0697575757575758,0.0286900125619638,-0.058363425716951,0.0702453806356245,0.0725961943788433,-0.0573051604436542,-0.0620295698924731,0,0.02,0.0188455988455988,-0.0179437835561638,0.0247619047619048,-0.0172173913043478,0.107164208553248,0.10604896691756,0.0409422481741585,0.0162782805429864,-0.0658246953078485,-0.098224390198708,-0.0162782805429864,-0.0162782805429864,-0.0204682246770646,0.024155686642042,0.0135674513479244,-0.10200956937799,0.0871992794634924,0.0978857596351794,0.0331550802139037,0.0591793703424697,0.0272727272727273,-0.0136507936507937,0.000968206684748334,0.0333333333333333,0.05,0.04375,0.0666666666666667,-0.0630909090909091,0.0490196078431372,0.0722462873670558,0.144353521963924,-0.0565612530238233,0.138232816805884,-0.176825207009718,-0.195939818509651,-0.149507735583685
"KLF4",0.169716202270382,-0.162765685019206,-0.065980313536802,-0.0720591971719076,-0.0746010031919745,-0.0650357858006701,-0.0746010031919745,-0.0490196078431372,-0.0490196078431372,-0.0666666666666667,0.0630909090909091,0.0249720638440151,-0.0557318467695826,0.0697575757575758,0.0702453806356245,-0.0620295698924731,-0.04375,0.1,0,0.0136507936507937,-0.0172173913043478,0.02,-0.0186666666666667,0.10200956937799,0.107164208553248,0.0489514014922363,0.0273076923076923,-0.0605615374131116,-0.0918573490002062,-0.0273076923076923,-0.0273076923076923,-0.0162782805429864,0.0135674513479244,0.0331550802139037,-0.107272727272727,0.0795642701525054,0.101050316597205,0.0272727272727273,0.062611038012548,0,-0.0247619047619048,0.00432391138273491,0,0.0333333333333333,0.05,0.0333333333333333,-0.0590909090909091,0.0666666666666667,0.0731799941831155,0.143048768935033,0.0405176174727687,0.135583810183368,-0.169716202270382,-0.188677248677249,-0.144444444444444
"HEY1",0.169716202270382,-0.162765685019206,-0.065980313536802,-0.0720591971719076,-0.0746010031919745,-0.0650357858006701,-0.0746010031919745,-0.0490196078431372,-0.0490196078431372,-0.0666666666666667,0.0630909090909091,0.0249720638440151,-0.0557318467695826,0.0697575757575758,0.0702453806356245,-0.0620295698924731,-0.04375,0.1,0,0.0136507936507937,-0.0172173913043478,0.02,-0.0186666666666667,0.10200956937799,0.107164208553248,0.0489514014922363,0.0273076923076923,-0.0605615374131116,-0.0918573490002062,-0.0273076923076923,-0.0273076923076923,-0.0162782805429864,0.0135674513479244,0.0331550802139037,-0.107272727272727,0.0795642701525054,0.101050316597205,0.0272727272727273,0.062611038012548,0,-0.0247619047619048,0.00432391138273491,0,0.0333333333333333,0.05,0.0333333333333333,-0.0590909090909091,0.0666666666666667,0.0731799941831155,0.143048768935033,0.0405176174727687,0.135583810183368,-0.169716202270382,-0.188677248677249,-0.144444444444444
