"","KLF4","miR200","AKT","AXIN2","SHH","cateninmemb","NFB","PAK1","FUS","Wnt","Frizzled","DSH","Csn","STAT","SRC","cMet","Ecadherin","GLI","CDC42","TrCP","SUFU","CD44","TCFLEF","TGFR","cateninnuc","ILK","TGF","SMAD","LIV1","SOSGRB2","EGR1","ERK","Csl","MEK","SNAI1","RKIP","FOXC2","TWIST1","NOTCH","NOTCHic","Jagged","cfos","HEY1","SNAI2","ZEB1","RAF","PI3K","DELTA","RAS","Patched","SMO","IKK","Destcompl","ZEB2","GSK3"
"miR200",0.336076604554865,0.268732839462622,-0.0357213789189956,-0.159742496668222,-0.0192505962208769,-0.123683898348913,-0.0252631578947368,0.0125,-0.02,-0.114591549295775,-0.116,-0.12,-0.02,-0.12,-0.115652173913043,-0.114243723208818,-0.016196936758865,-0.109097043801269,0.0183823529411765,0,-0.02,-0.108625745680728,-0.104657491712474,0.0248339658444023,-0.101778703833686,0.0082923631596198,0.0300665239839372,0.0129945575169866,-0.1,0.0415344938749194,0.0142857142857143,0.0433766233766234,0.0446305418719212,0.0549412492269635,0.0538851888851889,0.0387338026443508,-0.00412914998280852,0.124615384615385,-0.053163563496702,-0.0480788177339901,-0.0253149684328299,-0.0342857142857143,-0.00508474576271186,0.124758862764222,-0.301953405017921,0.15601607347876,0.15601607347876,0.15601607347876,0.158759215623398,0.020337552742616,0.0266666666666667,0.0338345864661654,0.187720485865453,-0.341993727598566,0.113341225999142
"HEY1",0.303703703703704,0.243683353683354,-0.277989417989418,-0.234271926770791,-0.141868279569892,-0.221253006253006,-0.26,0.0954545454545455,-0.233333333333333,-0.173689010487916,-0.203921568627451,-0.233333333333333,-0.2,-0.233333333333333,-0.203921568627451,-0.173689010487916,-0.0997186661006063,-0.147826941522399,0.131454545454545,-0.1,-0.2,-0.146732488748786,-0.130344528882565,0.159454545454545,-0.121751751796637,0.124,0.17360088691796,0.144289855072464,-0.233333333333333,0.249542595769011,0.2,0.310695187165775,0.287272727272727,0.338530238712167,0.333782982522307,0.281395588538446,-0.0180972866393314,0.289546840958606,-0.302031273121886,-0.303062200956938,-0.203677252282949,-0.263636363636364,-0.0768678380443086,0.160335867518434,0.143503611971104,0.330384615384615,0.330384615384615,0.330384615384615,0.329649321266968,0.16875,0.2,0.274285714285714,0.351955639001382,-0.325644994840041,0.37000099359271
"DELTA",0.311111111111111,0.273939393939394,0.0555555555555556,0.0628571428571429,0.120512820512821,0.104704591183464,0.1,0.2,0.1,0.06,0,0,0,0,0,0.06,0.109333333333333,0.0676923076923077,0.3,0,0,0.0676923076923077,0.0828438228438228,0.311111111111111,0.0883383283383283,0.116666666666667,0.307111111111111,0.102380952380952,0,0.26,0.1,0.26,0.2,0.26,0.15,0.0923076923076923,0.0771428571428571,0.096,-0.165714285714286,-0.18,-0.067012987012987,-0.2,-0.0166666666666667,-0.198567119155354,-0.0463768115942029,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.00606060606060606,-0.0666666666666667,-0.0666666666666667,-0.0666666666666667,-0.0764787644787645,-0.324154589371981,-0.0256704980842912
"Csl",0.321297446514838,0.276854466198227,0.0886304909560724,0.0893034277460964,0.122157349292074,0.0982100198758084,0.0777777777777778,0.307111111111111,0.120512820512821,0.090370704564253,0.0828438228438228,0.0676923076923077,0.0555555555555556,0.0676923076923077,0.0828438228438228,0.0883383283383283,0.103496943148498,0.0839190916610272,0.300659498207885,0.0666666666666667,0.0666666666666667,0.0822158793587365,0.0787044289770571,0.297474784832089,0.0743019132537867,0.100678314491264,0.293166394809413,0.100678314491264,0.06,0.255026646438713,0.26,0.25,0.0753917050691244,0.245652173913044,0.128484768049985,0.0551886487918699,0.0719473640401656,0.0777980149589139,-0.0542433797102728,-0.0569706524375455,-0.0522947505646181,-0.267142857142857,0.00372505300894047,-0.19561082127498,-0.0709726781790198,-0.00764682593768051,-0.00764682593768051,-0.00764682593768051,-0.0105880024082687,-0.122157349292074,-0.114630467571644,-0.0847545219638243,-0.0970694915827073,-0.320098931504168,-0.0554426472097674
"RKIP",0.303347680535629,0.244882372271578,0.070508658008658,0.33202062822316,0.260371584699454,0.380281121457592,0.0428571428571429,0.3,0.166666666666667,0.28,0.2,0.1,0,0.1,0.2,0.278947368421053,0.346249079273916,0.306923076923077,0.333333333333333,0,0.1,0.30587044534413,0.31635995583364,0.347619047619048,0.313560973645345,0.199529311082584,0.342946150422786,0.200519410092485,0,0.323111111111111,0.22,0.337241379310345,0.233333333333333,0.335113719735877,0.311047624250039,0.115686274509804,0.12332743884468,0.101592394533571,-0.17004662004662,-0.196969696969697,-0.043037028054006,-0.32,-0.177390631049168,0.0986740106079151,0.0325891917742707,0.137987012987013,0.137987012987013,0.137987012987013,0.106363081363081,-0.222666666666667,-0.186666666666667,-0.0553571428571429,0.0374959739993558,-0.309347680535629,0.14956658786446
"RAF",0.303347680535629,0.244882372271578,0.070508658008658,0.33202062822316,0.260371584699454,0.380281121457592,0.0428571428571429,0.3,0.166666666666667,0.28,0.2,0.1,0,0.1,0.2,0.278947368421053,0.346249079273916,0.306923076923077,0.333333333333333,0,0.1,0.30587044534413,0.31635995583364,0.347619047619048,0.313560973645345,0.199529311082584,0.342946150422786,0.200519410092485,0,0.323111111111111,0.22,0.337241379310345,0.233333333333333,0.335113719735877,0.311047624250039,0.115686274509804,0.12332743884468,0.101592394533571,-0.17004662004662,-0.196969696969697,-0.043037028054006,-0.32,-0.177390631049168,0.0986740106079151,0.0325891917742707,0.137987012987013,0.137987012987013,0.137987012987013,0.106363081363081,-0.222666666666667,-0.186666666666667,-0.0553571428571429,0.0374959739993558,-0.309347680535629,0.14956658786446
"PI3K",0.305263157894737,0.244990333105087,-0.14132730015083,0.325809523809524,0.181410256410256,0.235668271199263,-0.166666666666667,0.225,0.1,0.277294685990338,0.255555555555556,0.2,-0.166666666666667,0.2,0.255555555555556,0.277294685990338,0.19898158011024,0.291140839836492,0.230882352941176,-0.2,0.1,0.291140839836492,0.29057586808508,0.234882352941176,0.286245971177863,0.114589835934374,0.23081731229077,0.118589835934374,0.1,0.163076923076923,0.2,0.205882352941176,0.1,0.207521697203472,0.208506441223833,0.173949579831933,0.236903600464576,-0.0650816278043648,-0.0903225806451613,-0.1,0.0489473684210526,-0.2,-0.0979349544277402,-0.156849479019994,-0.0146171511108947,0.147861471861472,0.147861471861472,0.147861471861472,0.135532704738184,-0.173076923076923,-0.15,0.149019607843137,0.138413081903089,-0.305136731746109,0.201382876382876
"MEK",0.30726924916308,0.242715189609039,0.090508658008658,0.355444051646583,0.270175506268081,0.376866487311251,0.0553571428571429,0.333333333333333,0.186666666666667,0.306923076923077,0.28,0.2,0.0428571428571429,0.2,0.278947368421053,0.30587044534413,0.34205964393694,0.317412587412587,0.347619047619048,0,0.166666666666667,0.31635995583364,0.313560973645345,0.342946150422786,0.304081419741999,0.200519410092485,0.330537391298698,0.19646036950208,0.1,0.318666666666667,0.32,0.335113719735877,0.196969696969697,0.221780386402543,0.292457880660295,0.0933178534571723,0.118822934340176,0.086574079515256,-0.157637860922532,-0.17004662004662,-0.0372993231359732,-0.337241379310345,-0.175572449230986,0.0996472466176475,0.0183034774885564,0.106363081363081,0.106363081363081,0.106363081363081,0.0863630813630814,-0.260371584699454,-0.222666666666667,-0.070508658008658,0.0190859321583517,-0.30061752180547,0.124259462557335
"ERK",0.296416535984785,0.237323032746294,0.107939850669208,0.36211071831325,0.27114168984296,0.370058759620358,0.070508658008658,0.347619047619048,0.222666666666667,0.317412587412587,0.306923076923077,0.28,0.0553571428571429,0.278947368421053,0.30587044534413,0.31635995583364,0.336464038032374,0.315658201447675,0.342946150422786,0.0428571428571429,0.186666666666667,0.313560973645345,0.304081419741999,0.330537391298698,0.295539753075332,0.19646036950208,0.318998929760237,0.188253682571988,0.2,0.308957928802589,0.337241379310345,0.221780386402543,0.17004662004662,0.200889021500036,0.276717139919554,0.077440416131267,0.115916951434193,0.0803327480312061,-0.143510437099818,-0.157637860922532,-0.0372993231359732,-0.335113719735877,-0.174548558446003,0.106410096031534,0.0102719814255643,0.0863630813630814,0.0863630813630814,0.0863630813630814,0.0741518602409692,-0.270175506268081,-0.260371584699454,-0.090508658008658,0.0104801448603434,-0.290381301333029,0.107456556108652
"TrCP",0.29239760603695,0.254264200681042,0.127363547758285,0.280551476283422,0.143096944871138,0.256493610994522,0.104166666666667,0.3,0.147619047619048,0.241150097465887,0.238518518518519,0.22,0.0666666666666667,0.22,0.238518518518519,0.238518518518519,0.205813954225649,0.227003756002472,0.282352941176471,0.0666666666666667,0.080952380952381,0.224657132379905,0.214657132379905,0.27174688057041,0.205967477207491,0.08899982932241,0.260817918821776,0.0851288615804745,0.2,0.216501650165016,0.24,0.194753131908622,0.0166666666666667,0.178753131908622,0.0635900407659569,0.00491030148488712,0.0703628263752936,0.0132420478072652,0.0160805860805861,0.00948717948717949,-0.00778991990456714,-0.22695652173913,-0.0890451832907076,-0.306292651572149,-0.0909715371243053,-0.112313353525692,-0.112313353525692,-0.112313353525692,-0.117313353525692,-0.148096944871138,-0.144393241167435,-0.119956140350877,-0.323360042568385,-0.285297251859852,-0.189667207792208
"LIV1",0.29239760603695,0.254264200681042,0.127363547758285,0.280551476283422,0.143096944871138,0.256493610994522,0.104166666666667,0.3,0.147619047619048,0.241150097465887,0.238518518518519,0.22,0.0666666666666667,0.22,0.238518518518519,0.238518518518519,0.205813954225649,0.227003756002472,0.282352941176471,0.0666666666666667,0.080952380952381,0.224657132379905,0.214657132379905,0.27174688057041,0.205967477207491,0.08899982932241,0.260817918821776,0.0851288615804745,0.2,0.216501650165016,0.24,0.194753131908622,0.0166666666666667,0.178753131908622,0.0635900407659569,0.00491030148488712,0.0703628263752936,0.0132420478072652,0.0160805860805861,0.00948717948717949,-0.00778991990456714,-0.22695652173913,-0.0890451832907076,-0.306292651572149,-0.0909715371243053,-0.112313353525692,-0.112313353525692,-0.112313353525692,-0.117313353525692,-0.148096944871138,-0.144393241167435,-0.119956140350877,-0.323360042568385,-0.285297251859852,-0.189667207792208
"EGR1",0.29239760603695,0.254264200681042,0.127363547758285,0.280551476283422,0.143096944871138,0.256493610994522,0.104166666666667,0.3,0.147619047619048,0.241150097465887,0.238518518518519,0.22,0.0666666666666667,0.22,0.238518518518519,0.238518518518519,0.205813954225649,0.227003756002472,0.282352941176471,0.0666666666666667,0.080952380952381,0.224657132379905,0.214657132379905,0.27174688057041,0.205967477207491,0.08899982932241,0.260817918821776,0.0851288615804745,0.2,0.216501650165016,0.24,0.194753131908622,0.0166666666666667,0.178753131908622,0.0635900407659569,0.00491030148488712,0.0703628263752936,0.0132420478072652,0.0160805860805861,0.00948717948717949,-0.00778991990456714,-0.22695652173913,-0.0890451832907076,-0.306292651572149,-0.0909715371243053,-0.112313353525692,-0.112313353525692,-0.112313353525692,-0.117313353525692,-0.148096944871138,-0.144393241167435,-0.119956140350877,-0.323360042568385,-0.285297251859852,-0.189667207792208
"SNAI1",0.28024807332667,0.248020204523501,0.132224658869396,0.272392968124913,0.135135779822595,0.250172367471206,0.119956140350877,0.282352941176471,0.144393241167435,0.227003756002472,0.241150097465887,0.238518518518519,0.104166666666667,0.238518518518519,0.238518518518519,0.224657132379905,0.202484089501403,0.217314542108505,0.27174688057041,0.0666666666666667,0.147619047619048,0.214657132379905,0.205967477207491,0.260817918821776,0.20090810704745,0.0851288615804745,0.251946951079841,0.0766417767096258,0.22,0.204048819976337,0.22695652173913,0.178753131908622,-0.00948717948717949,0.162609634150774,-0.0389010624368901,-0.00262107926825096,0.0638825214197663,0.0137548683200857,0.0181214024071167,0.0160805860805861,-0.0127310963751554,-0.194753131908622,-0.085473754719279,-0.299286282145397,-0.0935545629545636,-0.117313353525692,-0.117313353525692,-0.117313353525692,-0.118791186038007,-0.143096944871138,-0.148096944871138,-0.127363547758285,-0.322044253094701,-0.274350142388757,-0.194221663237752
"NFB",0.256959706959707,0.201722391186466,-0.174290004290004,0.161884498480243,0.0071476711443475,0.115200399397275,-0.173809523809524,0.311111111111111,-0.02,0.12957264957265,0.134188034188034,0.111111111111111,-0.0571428571428571,0.111111111111111,0.134188034188034,0.12957264957265,0.0650375407478802,0.130696245078268,0.315656565656566,-0.1,0,0.131267564826887,0.130845623898617,0.318056565656566,0.129041702329989,-0.00873212321232123,0.315524920086945,-0.00538639830525803,0.1,0.282140645731977,0.142857142857143,0.16152380952381,0.0311688311688312,0.166098972922502,0.127572104678138,0.0759983186212694,-0.050899892493518,0.0918347338935574,-0.0353879811944328,-0.0295815295815296,0.0725938387059799,-0.154857142857143,0.0139945451864956,-0.385249339963182,-0.0308285656670412,0.148345730766937,0.148345730766937,0.148345730766937,0.149340755642559,-0.00835249042145594,0.00888888888888889,0.176512226512227,0.0916550749037001,-0.258970875464523,0.226488903253609
"Destcompl",0.2269101674644,0.178217209541041,-0.0315503464613473,0.34907834392079,0.249877279847135,0.274865715614854,-0.0436853002070394,0.176326530612245,0.24367816091954,0.296018613603043,0.298988910632746,0.297619047619048,-0.0523809523809524,0.297619047619048,0.298988910632746,0.29550632356807,0.0576492661780841,0.292864624734769,0.170119634060521,-0.0666666666666667,0.233333333333333,0.291774980284488,0.287391418640652,0.164856476165784,0.284382749594247,0.122063492063492,0.160817067298789,0.11937343358396,0.283333333333333,0.0336883636897311,0.141025641025641,0.12483090679812,-0.0571876224050137,0.118079851945799,0.190725935047389,0.170251843199465,0.152528934773186,-0.0501146290217247,0.0608797893475945,0.0582745789267528,0.218253210835494,-0.131934731934732,-0.125075608152531,-0.29482592402353,0.0590851357502606,0.0524065533665515,0.0524065533665515,0.0524065533665515,0.0503657370400209,-0.253552328203034,-0.255106732348112,0.0355771920989312,0.0863634767759245,-0.234400613776192,0.206617621044776
"SMAD",0.226599436912506,0.208853647682004,0.271346405228758,0.258334362992082,0.229463979173061,0.239906671943895,0.244444444444444,0.235714285714286,0.241666666666667,0.217704517704518,0.225396825396825,0.214285714285714,0.211111111111111,0.214285714285714,0.225396825396825,0.215592903828198,0.197238478318584,0.201877179575021,0.211770623742455,0.2,0.191666666666667,0.199956540191834,0.187066445212187,0.198921461731282,0.178049221301346,0.158870900788709,0.186172457747218,0.0541089960268043,0.2,0.154192546583851,0.2,0.134283570892723,0.0761904761904762,0.116014340123492,0.00165616507148765,-0.00956190820470915,0.0126978901377209,-0.00552358252476378,-0.0510125889436234,-0.0589490968801314,-0.0925224130708002,-0.164516129032258,-0.145616495095316,-0.29079068922908,-0.0899876456668015,-0.261000321367134,-0.261000321367134,-0.261000321367134,-0.263631900314502,-0.240244648318043,-0.246666666666667,-0.266013071895425,-0.318712380683061,-0.214556847036504,-0.333108727807976
"SRC",0.0578811369509044,0.119432001171132,0.121367521367521,-0.129642143737515,-0.0388453159041394,-0.0871785660829217,0.15,0.0888888888888889,-0.0166666666666667,-0.085,-0.075,-0.1,0.15,0,-0.075,-0.085,-0.000881857793622498,-0.0866393442622951,0.0763888888888889,0.1,0.0333333333333333,-0.0866393442622951,-0.0927369052379048,0.0716269841269841,-0.097434891815086,-0.0344298245614035,0.0643542568542568,-0.0353307254623044,0,0.0714285714285714,-0.0333333333333333,-0.0424242424242424,-0.105,-0.0443110348770726,-0.0509842860406517,0.0458781362007168,-0.128006535947712,0.0981634457496526,0.115714285714286,0.119285714285714,-0.00664667137144201,0.0424242424242424,0.0192568685865607,-0.0653355543987506,-0.0668688230008985,-0.209578639966625,-0.209578639966625,-0.209578639966625,-0.209578639966625,0.032962962962963,0.0366666666666667,-0.126923076923077,-0.0270166427775123,-0.146121593291405,-0.202683982683983
"CD44",-0.138095238095238,-0.0166051822573562,0.126666666666667,-0.2,-0.187272727272727,-0.249798534798535,0.1,0.0666666666666667,-0.1,-0.15,-0.1,0,0,0.1,0,-0.05,-0.23690641624145,-0.183333333333333,-0.0333333333333333,0.1,-0.1,-0.183333333333333,-0.232170542635659,-0.0708333333333333,-0.252170542635659,-0.177777777777778,-0.104166666666667,-0.196145124716553,0.1,-0.323809523809524,-0.1,-0.19,-0.3,-0.24,-0.201488569909623,0.0688888888888889,-0.0658333333333333,-0.0316483516483516,0.351127819548872,0.314285714285714,0.10004662004662,0.15,0.138011695906433,-0.205034965034965,-0.0317460317460317,-0.352380952380952,-0.352380952380952,-0.352380952380952,-0.343809523809524,0.16,0.1,-0.133333333333333,-0.146900578413183,0.0761904761904762,-0.335119047619048
"cMet",-0.176190476190476,-0.0337926822573562,0.107916666666667,-0.246031746031746,-0.209147727272727,-0.273641951168642,0.133333333333333,-0.0333333333333333,-0.1,-0.183333333333333,-0.15,-0.1,0.1,0,-0.05,-0.183333333333333,-0.242249927691832,-0.233333333333333,-0.0708333333333333,0,-0.1,-0.232170542635659,-0.252170542635659,-0.104166666666667,-0.265729864669557,-0.196145124716553,-0.116932624113475,-0.207054215625644,0.1,-0.35047619047619,-0.15,-0.24,-0.314285714285714,-0.256363636363636,-0.208268230926572,0.0688888888888889,-0.0670991561181435,-0.0103000370416101,0.344744840825468,0.351127819548872,0.0870031417857505,0.19,0.151737186102511,-0.186056862845184,-0.0266955266955267,-0.343809523809524,-0.343809523809524,-0.343809523809524,-0.334375561545373,0.187272727272727,0.16,-0.126666666666667,-0.12865733516994,0.0893217893217893,-0.318990015360983
"ZEB1",-0.134988751593802,-0.23525732596481,0.275777147787502,0.334217949240787,0.215041296363256,0.338725477516012,0.246315789473684,0.178544061302682,0.225,0.297469400518181,0.307084785133566,0.309523809523809,0.22,0.305128205128205,0.302689180737961,0.292885259169334,0.211391026772621,0.284067338662511,0.156804930867899,0.2,0.2,0.278301925836,0.264738096048766,0.135992748126783,0.255736139101604,0.155596660448008,0.124181724504735,0.143577429678777,0.266666666666667,0.0477582846003899,0.0666666666666667,-0.00580392156862744,-0.0145833333333333,-0.0309140537272177,-0.0534802121838925,-0.0340246342954273,0.0133833450234656,-0.122490033775014,0.0349203937773456,0.0283088235294118,-0.0446841715136432,-0.0306666666666667,-0.154432829691897,-0.269596651445967,0.217403439521351,-0.337378038937579,-0.337378038937579,-0.337378038937579,-0.342889849961201,-0.228208556149733,-0.234090909090909,-0.26434857635893,-0.409242319349235,0.146897911742254,-0.379415691254604
