"","TGFR","TGF","FOXC2","PAK1","ILK","TWIST1","SOSGRB2","miR200","FUS","NFB","SNAI1","RKIP","KLF4","SNAI2","RAF","PI3K","RAS","Destcompl","SRC","CD44","STAT","Ecadherin","ZEB2","ZEB1","DSH","cateninmemb","Wnt","GLI","Frizzled","cateninnuc","TCFLEF","cMet","LIV1","AXIN2","EGR1","DELTA","ERK","GSK3","MEK","cfos","TrCP","Csn","SUFU","HEY1","AKT","IKK","SMAD","Patched","SHH","Csl","SMO","NOTCH","Jagged","NOTCHic","CDC42"
"NOTCHic",0.190007168458781,0.180453028331393,0.175852534562212,0.155555555555556,0.0280952380952381,0.150072060547916,0.162822966507177,0.101051973075094,0.05,0.0555555555555556,0.122356532356532,0.125796689954048,-0.0154934437543133,0.279703744197437,-0.0756521739130435,-0.0756521739130435,-0.0859970014992504,-0.0987200952621513,-0.0969230769230769,-0.103782883782884,-0.12,0.351977669560455,-0.00768115942028985,-0.00768115942028985,0.12,0.28316429748328,0.0938927738927739,0.101419655613204,0.0969230769230769,0.106692994392013,0.107456353170639,0.0938927738927739,0.1,0.146525905959868,0.06,0.0756521739130435,-0.04,-0.0907262277951933,-0.0428571428571429,-0.04,0.1,0,0,-0.140122630992196,-0.0364341085271318,-0.0666666666666667,-0.0288146625556697,-0.0414027149321267,-0.0446285213837396,0.194285714285714,-0.0884615384615385,0.0810429299054087,0.0631092380761255,0.0652534562211982,-0.183555555555556
"cfos",0.195518207282913,0.180366692131398,0.177297260367562,0.142857142857143,0.0251322751322751,0.138095238095238,0.155555555555556,0.102389440624735,0.0428571428571429,0.05,0.123528960490986,0.132400932400932,-0.0127936507936508,0.296309602805953,-0.0830065359477124,-0.0830065359477124,-0.0976406822891758,-0.122961501263532,-0.13,-0.127697697697698,-0.15,0.336402282924931,-0.00764633537030631,-0.00764633537030631,0.15,0.288116222318889,0.111481481481481,0.124639376218324,0.13,0.131045699164511,0.133638291757104,0.111481481481481,0.1,0.164039408866995,0.16,0.0830065359477124,-0.0530434782608696,-0.104448051948052,-0.0547383935151069,-0.04,0.1,0,0,-0.0355072463768116,-0.0381578947368421,-0.075,-0.028358081583888,-0.0444700460829493,-0.0407663423792456,0.0666666666666667,-0.0928571428571429,0.0543589743589744,0.0411458333333333,0.0435897435897436,-0.185714285714286
"Csn",0.328811362766587,0.319026159902625,0.301025949806513,0.293181818181818,0.0468698240165631,0.200003116721209,0.210725239248242,0.112491947804568,0.0222222222222222,0.14,0.174599681688613,0.175564754841458,-0.00932844932844933,0.251282865830026,-0.214433072688665,-0.214433072688665,-0.224221940251046,-0.0260804347720683,-0.163218390804598,-0.158409823200849,-0.166666666666667,0.339090978801441,-0.00629776674937964,-0.00629776674937964,0.166666666666667,0.263742158661766,0.149965378756405,0.156515597097016,0.163218390804598,0.162051210458604,0.163554517734611,0.149965378756405,0.133333333333333,0.197606330657853,-0.0533333333333333,0.214433072688665,-0.0883982683982684,0.0241888584924436,-0.0946482683982684,-0.0896969696969697,0.06,-0.115,0,-0.0606589147286822,-0.142433333333333,-0.160833333333333,-0.0450703381553806,-0.0447051156728576,-0.0438854435417101,0.165656565656566,-0.0737373737373737,0.15223248973249,0.0329429033559307,0.143578643578644,-0.318554952510176
"cateninmemb",-0.0564212860310421,-0.0587720997742609,-0.0738508913184733,-0.0609090909090909,-0.0137391304347826,-0.01732598191356,-0.107229695164154,-0.0032814237283511,-0.0166666666666667,-0.0438095238095238,-0.00982132820978074,-0.0104513374978865,0.0147210501640881,-0.123180415356596,0.0338914027149321,0.0338914027149321,0.0308187770166081,0.0385550381614029,0.00870953032375741,0.0148633764776036,0.0156862745098039,0.047652088568924,-0.00605184902596609,-0.00605184902596609,-0.0156862745098039,0.0617009297179406,-0.0173302199789298,-0.0153302199789298,-0.00870953032375741,-0.0150497690088793,-0.0137425794663956,-0.0165356172802791,-0.0333333333333333,-0.106479367178674,0.0490909090909091,-0.0338914027149321,0.0560041898671371,0.0395349584549055,0.051690464376941,0.0549732620320856,0,0.02,-0.0333333333333333,0.0232820791525884,0.0326984126984127,0.0326984126984127,0.0183396146962838,0.00114247311827957,-0.00121973160612988,-0.0801913875598086,-0.00208333333333333,-0.0759833624189662,-0.0159295471881284,-0.077098604054654,0.0569090909090909
"KLF4",-0.0569090909090909,-0.0564212860310421,-0.0731643924626381,-0.0409090909090909,-0.0253333333333333,-0.0182570806100218,-0.112492853058891,-0.00346764346764347,0.0333333333333333,-0.02,-0.0120365180831985,-0.0115749330035044,0.0185185185185185,-0.123240620052562,0.0265384615384615,0.0265384615384615,0.0338914027149321,0.037250285132512,0.0156862745098039,0.0165356172802791,0.0333333333333333,-0.348858246273055,-0.00557791537667699,-0.00557791537667699,-0.0333333333333333,-0.268256681213998,-0.00870953032375741,-0.0173302199789298,-0.0156862745098039,-0.0137425794663956,-0.0148633764776036,-0.00870953032375741,0.0333333333333333,-0.106273181611664,0.04,-0.0265384615384615,0.0549732620320856,0.0424047156292984,0.0560041898671371,0.0490909090909091,0.1,0,0,0.0306646294881589,0.0326984126984127,0.0438095238095238,0.0137391304347826,-0.00208333333333333,0.00114247311827957,-0.0854545454545454,0.0166666666666667,-0.077098604054654,-0.0134123847167325,-0.0801913875598086,0.0609090909090909
"HEY1",-0.0569090909090909,-0.0564212860310421,-0.0731643924626381,-0.0409090909090909,-0.0253333333333333,-0.0182570806100218,-0.112492853058891,-0.00346764346764347,0.0333333333333333,-0.02,-0.0120365180831985,-0.0115749330035044,0.0185185185185185,-0.123240620052562,0.0265384615384615,0.0265384615384615,0.0338914027149321,0.037250285132512,0.0156862745098039,0.0165356172802791,0.0333333333333333,-0.348858246273055,-0.00557791537667699,-0.00557791537667699,-0.0333333333333333,-0.268256681213998,-0.00870953032375741,-0.0173302199789298,-0.0156862745098039,-0.0137425794663956,-0.0148633764776036,-0.00870953032375741,0.0333333333333333,-0.106273181611664,0.04,-0.0265384615384615,0.0549732620320856,0.0424047156292984,0.0560041898671371,0.0490909090909091,0.1,0,0,0.0306646294881589,0.0326984126984127,0.0438095238095238,0.0137391304347826,-0.00208333333333333,0.00114247311827957,-0.0854545454545454,0.0166666666666667,-0.077098604054654,-0.0134123847167325,-0.0801913875598086,0.0609090909090909
"DSH",0.334534161490683,0.327217088319952,0.308616181859756,0.306666666666667,0.0566513782771118,0.181196734012754,0.186104951958611,0.120506513303769,0.00909090909090909,0.139166666666667,0.15472049689441,0.151981351981352,-0.00899893938157787,0.229673917379309,-0.194201322920759,-0.194201322920759,-0.201764348130843,-0.0152632091292009,-0.130263157894737,-0.124184633769855,-0.125,0.34189358884878,-0.00448451763465075,-0.00448451763465075,0.125,0.245336991437489,0.119548872180451,0.12281684603666,0.130263157894737,0.127967019386613,0.12894653853176,0.119548872180451,0.1,0.173723517185395,-0.0933333333333333,0.194201322920759,-0.103572984749455,0.0308406005813798,-0.111843661441185,-0.110980392156863,-0.0666666666666667,-0.126666666666667,0,-0.073590604990381,-0.14757183908046,-0.157916666666667,-0.0525004348808854,-0.0421170227621841,-0.0427305196946994,0.16547619047619,-0.0614718614718615,0.151599870717518,0.0279530600118835,0.14390756302521,-0.324057971014493
"Wnt",0.306666666666667,0.324057971014493,0.303481781376518,0.3,0.0803418803418803,0.181176470588235,0.157575757575758,0.118181818181818,-0.1,0.0666666666666667,0.166977225672878,0.141666666666667,-0.00784313725490196,0.221896551724138,-0.198496240601504,-0.198496240601504,-0.207587149692413,-0.00967013807811454,-0.1,-0.130263157894737,-0.1,0.328506800044959,-0.00435198469631755,-0.00435198469631755,0.2,0.228474576271186,0.125,0.130263157894737,0.2,0.124184633769855,0.119548872180451,0.125,0,0.173939393939394,-0.1,0.198496240601504,-0.0933333333333333,0.0327586206896552,-0.110980392156863,-0.133333333333333,-0.1,-0.1,0,-0.0892307692307692,-0.139166666666667,-0.126666666666667,-0.0501093222023455,-0.00909090909090909,-0.0614718614718615,0.2,0,0.16547619047619,0.0208823529411765,0.157142857142857,-0.3
"TrCP",0.180366692131398,0.182006036393693,0.175917950022734,0.185714285714286,0.028358081583888,0.141356107660455,0.152585258525853,0.101374212198339,0.0928571428571429,0.075,0.123290297006499,0.128533529086015,0.00359979182930002,0.297756257417165,-0.0976406822891758,-0.0976406822891758,-0.0949134095619031,-0.125217140361277,-0.111481481481481,-0.133638291757104,-0.13,0.338686019949153,-0.0041093578783449,-0.0041093578783449,0.13,0.28884882305149,0.124639376218324,0.131956449389055,0.111481481481481,0.130356043992097,0.131045699164511,0.127697697697698,0.15,0.170328717043096,-0.04,0.0976406822891758,-0.0547383935151069,-0.100448051948052,-0.0360717268484402,-0.0530434782608696,0,-0.05,-0.0428571428571429,-0.0399190110826939,-0.0344541910331384,-0.0381578947368421,-0.0451322751322751,-0.0407663423792456,-0.0477663423792456,0.0435897435897436,-0.0444700460829493,0.0565567765567766,0.0435998210633947,0.0543589743589744,-0.195518207282913
"PAK1",0.180366692131398,0.182006036393693,0.175917950022734,0.185714285714286,0.028358081583888,0.141356107660455,0.152585258525853,0.101374212198339,0.0928571428571429,0.075,0.123290297006499,0.128533529086015,0.00359979182930002,0.297756257417165,-0.0976406822891758,-0.0976406822891758,-0.0949134095619031,-0.125217140361277,-0.111481481481481,-0.133638291757104,-0.13,0.338686019949153,-0.0041093578783449,-0.0041093578783449,0.13,0.28884882305149,0.124639376218324,0.131956449389055,0.111481481481481,0.130356043992097,0.131045699164511,0.127697697697698,0.15,0.170328717043096,-0.04,0.0976406822891758,-0.0547383935151069,-0.100448051948052,-0.0360717268484402,-0.0530434782608696,0,-0.05,-0.0428571428571429,-0.0399190110826939,-0.0344541910331384,-0.0381578947368421,-0.0451322751322751,-0.0407663423792456,-0.0477663423792456,0.0435897435897436,-0.0444700460829493,0.0565567765567766,0.0435998210633947,0.0543589743589744,-0.195518207282913
"EGR1",0.180366692131398,0.182006036393693,0.175917950022734,0.185714285714286,0.028358081583888,0.141356107660455,0.152585258525853,0.101374212198339,0.0928571428571429,0.075,0.123290297006499,0.128533529086015,0.00359979182930002,0.297756257417165,-0.0976406822891758,-0.0976406822891758,-0.0949134095619031,-0.125217140361277,-0.111481481481481,-0.133638291757104,-0.13,0.338686019949153,-0.0041093578783449,-0.0041093578783449,0.13,0.28884882305149,0.124639376218324,0.131956449389055,0.111481481481481,0.130356043992097,0.131045699164511,0.127697697697698,0.15,0.170328717043096,-0.04,0.0976406822891758,-0.0547383935151069,-0.100448051948052,-0.0360717268484402,-0.0530434782608696,0,-0.05,-0.0428571428571429,-0.0399190110826939,-0.0344541910331384,-0.0381578947368421,-0.0451322751322751,-0.0407663423792456,-0.0477663423792456,0.0435897435897436,-0.0444700460829493,0.0565567765567766,0.0435998210633947,0.0543589743589744,-0.195518207282913
"SNAI1",0.182006036393693,0.184627004135629,0.177315662856279,0.195518207282913,0.0451322751322751,0.14022790253225,0.149189032110758,0.101278150718992,0.0444700460829493,0.0381578947368421,0.0305856706719794,0.128115119044174,0.000796053511543013,0.298393200092324,-0.0949134095619031,-0.0949134095619031,-0.0949134095619031,-0.124065824571803,-0.127697697697698,-0.131045699164511,-0.111481481481481,0.339414427857581,-0.003740354188308,-0.003740354188308,0.111481481481481,0.289643296281196,0.131956449389055,0.129945480467666,0.124639376218324,0.130149539087606,0.130356043992097,0.133638291757104,0.13,0.171028017742396,-0.0530434782608696,0.0949134095619031,-0.0360717268484402,-0.102626269769834,-0.0405560317811756,-0.0547383935151069,-0.05,-0.075,-0.0928571428571429,-0.0536094872731701,-0.0441764132553606,-0.0344541910331384,-0.0400892247017708,-0.0477663423792456,-0.0607760511171097,0.0543589743589744,-0.0407663423792456,0.0630873888016745,0.0358351151810418,0.0565567765567766,-0.180366692131398
"Csl",0.180453028331393,0.181133300440236,0.174703109274856,0.183555555555556,0.0288146625556697,0.153909532331212,0.165261990897421,0.101705567846336,0.0884615384615385,0.0666666666666667,0.12156601852254,0.127179178433311,0.00307798481711525,0.280971454861121,-0.0859970014992504,-0.0859970014992504,-0.0826881779698386,-0.100974817992194,-0.0938927738927739,-0.107456353170639,-0.0969230769230769,0.354303250955803,-0.00160381135399151,-0.00160381135399151,0.0969230769230769,0.284387539073494,0.101419655613204,0.106258365290623,0.0938927738927739,0.105835361458908,0.106692994392013,0.103782883782884,0.12,0.150896085908454,-0.04,0.0859970014992504,-0.0428571428571429,-0.087338893480024,-0.0287267080745342,-0.04,0,-0.0555555555555556,-0.05,-0.142083415305922,-0.0372093023255814,-0.0364341085271318,-0.0449257736667809,-0.0446285213837396,-0.0480767972458086,0.0652534562211982,-0.0414027149321267,0.0819520208144996,0.0651925714094588,0.0810429299054087,-0.190007168458781
"SMO",-0.195,-0.208513513513514,-0.133793103448276,-0.166666666666667,-0.0766666666666667,-0.0362745098039216,-0.11140350877193,-0.110638939119952,-0.0666666666666667,0.1,-0.115821812596006,-0.105873015873016,0.00833333333333334,0.17848056923919,0.0423076923076923,0.0423076923076923,0.0539355992844365,-0.0290108341271132,-0.05,-0.0322222222222222,0,-0.0057462373167421,-0.00141242937853107,-0.00141242937853107,-0.1,0.0804628179698646,-0.0625,-0.0736111111111111,-0.05,0.0372006878036515,0.0409600862998921,0.0433333333333333,0.1,0.174055829228243,0,-0.0423076923076923,0.0276923076923077,-0.0342295245207867,0.0428438228438228,0.02,0,-0.1,0.1,0.0637362637362638,-0.0325714285714286,-0.0285714285714286,0.0496825396825397,0.0541666666666667,0.0652777777777778,0.133333333333333,0.0666666666666667,0.160606060606061,0.104153439153439,0.160606060606061,0.186666666666667
"GSK3",0.327217088319952,0.327729908832772,0.308456692226582,0.324057971014493,0.0525004348808854,0.184909922232984,0.190290998470238,0.121327146363558,0.0614718614718615,0.157916666666667,0.150844527902162,0.154738244211928,0.000924724740559531,0.230277886318049,-0.201764348130843,-0.201764348130843,-0.200713927962776,-0.0171300636554425,-0.119548872180451,-0.12894653853176,-0.130263157894737,0.344297276698632,-0.000769807382050457,-0.000769807382050457,0.130263157894737,0.246309582065252,0.12281684603666,0.128477223395151,0.119548872180451,0.127506493070823,0.127967019386613,0.124184633769855,0.125,0.177528692223447,-0.110980392156863,0.201764348130843,-0.111843661441185,-0.0663307804502341,-0.0993436614411846,-0.103572984749455,-0.126666666666667,-0.139166666666667,-0.00909090909090909,-0.07047641813917,-0.143298334806955,-0.14757183908046,-0.0619457122422047,-0.0427305196946994,-0.0412951129961348,0.14390756302521,-0.0421170227621841,0.147184286301933,0.032478607457139,0.151599870717518,-0.334534161490683
"SUFU",-0.21276883266245,-0.206654434240359,-0.1312137642815,-0.195,-0.0632309267793139,-0.0328157739049633,-0.12154336891179,-0.109026807646581,-0.0541666666666667,0.0325714285714286,-0.112795551787932,-0.0991488416672511,-0.00254327410752266,0.173084868331819,0.0456386560529955,0.0456386560529955,0.0497525801036284,-0.0256017141140746,-0.0322222222222222,-0.0372006878036515,-0.0433333333333333,-0.008726923800102,0.000611814123439821,0.000611814123439821,-0.0625,0.071924655625884,-0.0639957264957265,-0.0673414514027897,-0.0736111111111111,0.0354935266783318,0.0333963399775646,0.0409600862998921,0.05,0.175990459103001,0.0276923076923077,-0.0456386560529955,0.0416943975564665,-0.033435962432936,0.0455241847905091,0.0428438228438228,-0.1,-0.0285714285714286,0.0666666666666667,0.0557390575200947,-0.0334232613024559,-0.0287252747252747,0.0653094487192677,0.0521464646464647,0.0563935688935689,0.160606060606061,0.0652777777777778,0.151190476190476,0.101946988648331,0.158333333333333,0.208513513513514
"Jagged",0.155555555555556,0.183555555555556,0.172857142857143,0.2,0.0833333333333333,0.146,0.12,0.100606060606061,-0.1,-0.1,0.15,0.123076923076923,-0.00555555555555556,0.26913021618904,-0.08,-0.08,-0.08,-0.0923088803088803,-0.1,-0.0969230769230769,0,0.334245614035088,0.00120772946859904,0.00120772946859904,0,0.260947503201024,0.12,0.0969230769230769,0.1,0.103782883782884,0.0938927738927739,0.12,0,0.142857142857143,-0.1,0.08,0.06,-0.0839080459770115,-0.04,0,0,0,0,-0.183333333333333,-0.0555555555555556,0,-0.0214285714285714,-0.05,-0.0884615384615385,0.2,0,0.194285714285714,0.0375757575757576,0.18,-0.1
"DELTA",0.155555555555556,0.183555555555556,0.172857142857143,0.2,0.0833333333333333,0.146,0.12,0.100606060606061,-0.1,-0.1,0.15,0.123076923076923,-0.00555555555555556,0.26913021618904,-0.08,-0.08,-0.08,-0.0923088803088803,-0.1,-0.0969230769230769,0,0.334245614035088,0.00120772946859904,0.00120772946859904,0,0.260947503201024,0.12,0.0969230769230769,0.1,0.103782883782884,0.0938927738927739,0.12,0,0.142857142857143,-0.1,0.08,0.06,-0.0839080459770115,-0.04,0,0,0,0,-0.183333333333333,-0.0555555555555556,0,-0.0214285714285714,-0.05,-0.0884615384615385,0.2,0,0.194285714285714,0.0375757575757576,0.18,-0.1
"SOSGRB2",0.0236263736263736,0.0243355934845297,0.0264468864468864,0.0428571428571429,0.00946236559139785,0.0461159420289855,-0.00611111111111111,0.00628437271374152,0,0.0888888888888889,0.0266325515280739,0.0865497076023392,-0.00508771929824562,-0.198321444148974,-0.0316384180790961,-0.0316384180790961,-0.0380486744893525,0.0268198244708312,0.0428571428571429,0.0196687370600414,0,-0.149852079421972,0.00223057644110276,0.00223057644110276,0,-0.142561171561172,-0.0345238095238095,-0.0243788819875776,-0.0428571428571429,-0.0258879178993289,-0.0249318949547782,-0.0298136645962733,0,-0.0264026402640264,-0.019047619047619,0.0316384180790961,-0.022050622050622,-0.0424032318001462,-0.00992940992940993,-0.0301587301587302,-0.1,-0.1,0,-0.0215909090909091,-0.0711257309941521,-0.083625730994152,-0.00876306489209715,0.0135135135135135,-0.000439974858579509,0.190909090909091,0,0.176932926228701,-0.0105031728952563,0.175524475524476,-0.0428571428571429
