"","KLF4","Ecadherin","cateninmemb","TrCP","FOXC2","AXIN2","Csn","FUS","IKK","NFB","GLI","NOTCH","cateninnuc","NOTCHic","TCFLEF","SNAI1","PI3K","STAT","RKIP","Destcompl","TGF","SNAI2","TGFR","CDC42","TWIST1","MEK","GSK3","ZEB1","EGR1","ERK","cfos","SOSGRB2","PAK1","Jagged","RAF","DELTA","RAS","DSH","SRC","cMet","LIV1","CD44","Frizzled","Csl","miR200","Wnt","AKT","SHH","SMO","Patched","SUFU","SMAD","ILK","HEY1","ZEB2"
"STAT",0.140899187958011,0.0725940382964091,0.131803137846006,-0.1,-0.31985957736878,0.0889890501655207,-0.15,-0.125,-0.152857142857143,-0.11,0.0307009167303285,-0.11429813594291,0.0363758985375056,-0.0997350291467939,0.0395940153432267,-0.211154240679479,0.017090570719603,0.0428571428571429,-0.15856981981982,0.0525274969075701,-0.0121506830316899,0.138711285274753,-0.00490430622009569,-0.00227272727272727,-0.223440227937979,0.0100189753320683,0.0999020916777926,-0.355083378160301,0.0333333333333333,0.0168627450980392,-0.00666666666666667,0.166338259441708,0.0272727272727273,0.115635608522932,-0.017090570719603,-0.017090570719603,-0.00515027221214029,-0.0428571428571429,-0.0303571428571429,-0.0349025974025974,-0.1,-0.0323384948384948,-0.0303571428571429,0.107843137254902,-0.297974347232665,-0.0349025974025974,0.134213075060533,0.17376586403238,0.171666666666667,0.169341085271318,0.15,0.181040035537787,0.191384863123994,0.198,-0.0371167294244217
"TGF",0.0206203915586067,0.0707221315900662,0.0953852241170286,0,0.032111801242236,0.0809082892416226,0.0333333333333333,0.113333333333333,0.00476190476190476,0.0333333333333333,0.0714824797843666,0.199540229885058,0.0463571665011586,0.213333333333333,0.0516203243958954,0.0517832167832168,0.0952380952380952,0.1,0.118614718614719,0.030508104539756,0.137261904761905,-0.0973593876370807,0.224761904761905,0.253333333333333,0.0122222222222222,-0.133884711779449,0.110092256080514,0.11395881006865,0.166666666666667,0.153884711779449,0.138095238095238,-0.111842105263158,-0.22,-0.110192685321551,-0.0952380952380952,-0.0952380952380952,-0.080952380952381,-0.1,-0.0333333333333333,-0.0533333333333333,0,-0.0476729559748428,-0.0571428571428571,-0.193333333333333,0.134867240039654,-0.0771428571428571,-0.0363408521303258,-0.104137931034483,-0.08,-0.104137931034483,-0.133333333333333,-0.12544477028348,-0.120606060606061,-0.153062540296583,-0.0278931188313339
"TGFR",0.0295489629871781,0.0717442780977323,0.0935376490592919,0.0333333333333333,0.0395353820282622,0.0830542119884037,0.0333333333333333,0.08,0.0363408521303258,0.00476190476190476,0.0759986088166246,0.213209294633259,0.0505201425861896,0.199540229885058,0.0463571665011586,0.046178497019205,0.080952380952381,0.0333333333333333,0.128614718614719,0.0212339109913689,0.137971124620061,-0.0999056839333769,0.137261904761905,0.224761904761905,0.0140015816528272,-0.151692930957531,0.118649713293228,0.124147489313933,0.138095238095238,0.133884711779449,0.153884711779449,-0.0883853151397011,-0.253333333333333,-0.110192685321551,-0.080952380952381,-0.080952380952381,-0.0926482873851295,-0.0571428571428571,-0.0533333333333333,-0.0476729559748428,-0.1,-0.0516203243958954,-0.0771428571428571,-0.213333333333333,0.135747005435548,-0.0714824797843666,-0.0270385265489305,-0.109222676797195,-0.104137931034483,-0.104137931034483,-0.113333333333333,-0.122953667080633,-0.12544477028348,-0.154555077610016,-0.0260063263785037
"FUS",0.00742258652094717,-0.184484011557764,-0.231122162015256,0.1,-0.122132486388385,-0.308101144233078,0.05,-0.0533333333333333,0.0237142857142857,0.0357142857142857,-0.0682692307692308,0.00454545454545455,-0.165718422269265,0.00909090909090909,-0.165718422269265,-0.143152769324407,-0.000156529516994633,-0.15,-0.114838815251186,-0.070684771574264,-0.0679557216791259,-0.287362948943584,-0.0668918918918919,-0.075,0.0141346998368865,-0.110089221123704,-0.0680565670434813,-0.260023915982115,0.12,0.118135198135198,0.0969230769230769,-0.0437246963562753,0.0333333333333333,-0.0869675527506853,0.000156529516994633,0.000156529516994633,0.00670674785760599,0.05,0.156666666666667,0.156666666666667,0.1,0.163462783171521,0.0625,-0.00909090909090909,-0.191817807458865,0.0625,-0.0314065934065934,0.0609090909090909,0.0533333333333333,0.0477777777777778,-0.0666666666666667,0.104613415258577,0.103968253968254,0.0979614588310241,-0.0201934075075387
"ERK",0.0146619509970749,-0.174152985490043,-0.155015812950977,0.0428571428571429,0.132646625405246,-0.0263066848880372,0.0303571428571429,-0.0186666666666667,0.0315692640692641,0.0515692640692641,-0.0307872828925461,-0.147393521930999,-0.0255257369615181,-0.141576347415763,-0.0235118480726293,0.186009516220439,-0.136716616716617,-0.0175438596491228,0.15088104293176,0.0178273269296175,0.0151387938300415,-0.301977962386207,0.0148640685553163,0.0170538495772141,0.134387271146266,0.116946413742693,0.109518645129405,0.0712557605335201,-0.00896551724137931,-0.105525800929323,-0.0238591342626559,-0.00929079981507166,-0.0123809523809524,0.0434527755679042,0.136716616716617,0.136716616716617,0.144307375792524,0.0233333333333333,0.0252361673414305,0.021739663844927,0.0333333333333333,0.0255564577380568,0.031025641025641,0.152525252525253,0.0451227169550446,0.0275291375291375,-0.0379912824178879,0.0311827969011316,0.0268633879781421,0.0249026036644166,0.0466666666666667,0.0298873700254843,0.0314071268643901,0.0530237745088324,-0.0132930123332862
"Destcompl",0.025999243991949,0.117405310992874,0.0830828735214316,0.1,0.0937657826152303,0.156638983119214,0.0428571428571429,-0.00919540229885057,0.0515136254266689,0.077639751552795,0.0510920913170434,-0.0150327329158905,0.0525515200474213,-0.00841950646298472,0.0539283685940811,0.0450902174244284,-0.0321417426460541,0.0531746031746032,0.0305236804270303,-0.0422390356282446,0.125755768732175,0.149090354960058,0.126248379569614,0.120985221674877,-0.0070880953935733,0.0326191633641312,0.0370284071642171,0.137334809039249,-0.00615384615384615,-0.0157415262333295,-0.0425174825174825,-0.0278928487529609,-0.128571428571429,-0.00270406631743487,0.0321417426460541,0.0321417426460541,0.042031852536164,-0.0531746031746032,-0.04632528810611,-0.0547829995488961,-0.0388888888888889,-0.051051656265314,-0.04632528810611,0.0203760282021152,0.118061981771212,-0.0542460801853179,-0.0703055717353937,0.0200055049951841,0.0234811165845649,0.0105277487089172,0.0333333333333333,-0.107869674185464,-0.101904761904762,-0.0961305361305362,-0.0101435692994435
"cateninmemb",-0.0150023441162682,0.03234154404614,0.0415449443073361,0,0.0829602011859567,-0.149038342276655,0.06,0.0166666666666667,0.0562962962962963,0.0266666666666667,-0.0470306460996588,0.0457267260995222,-0.0490171276843364,0.0371765402259162,-0.0505110585900321,0.00228915125327435,-0.049159125188537,-0.0509803921568627,0.00572128068115227,-0.0584516555038641,-0.077315581608882,-0.164080964708081,-0.0746031042128603,-0.0750909090909091,0.030044936161926,0.0708771156072551,-0.0528525129436561,0.00420771401601299,-0.103636363636364,-0.0861712332543139,-0.0624598930481283,-0.0307258282928591,0.0790909090909091,-0.0389737188821857,0.049159125188537,0.049159125188537,0.0399412480935649,0.0509803921568627,0.0393524851801186,0.0506568330062055,0.0333333333333333,0.0476467995613895,0.0393524851801186,-0.0485167464114832,0.00208725270177784,0.0496973127663255,-0.0342183742183742,-0.0328359156718313,-0.0416666666666667,-0.0233870967741935,-0.0333333333333333,0.0203890935887988,0.015304347826087,0.0069620233694454,-0.00507989376843279
"HEY1",-0.00740740740740741,-0.366358656544722,-0.295516415607879,0.1,0.0790700410028904,-0.148419785575624,0,0.0333333333333333,0.0266666666666667,0.06,-0.0496973127663255,0.0371765402259162,-0.0505110585900321,0.0485167464114832,-0.0476467995613895,0.0067195310001098,-0.0337179487179487,-0.0333333333333333,-0.00214388785817357,-0.0499707608160729,-0.0746031042128603,-0.161371753389598,-0.0750909090909091,-0.0790909090909091,0.0309760348583878,0.0861712332543139,-0.0625655372262168,0.00562951496388029,-0.04,-0.0624598930481283,-0.103636363636364,-0.0412521440823328,0.0590909090909091,-0.0382872200263505,0.0337179487179487,0.0337179487179487,0.049159125188537,0.0333333333333333,0.0509803921568627,0.0393524851801186,0.0333333333333333,0.0506568330062055,0.0509803921568627,-0.0327272727272727,-0.00182336182336182,0.0393524851801186,-0.0562962962962963,-0.0233870967741935,-0.0166666666666667,-0.0416666666666667,0,0.015304347826087,0.024,0.0130022918258212,-0.000340557275541797
"Patched",-0.0111111111111111,0.178171521035599,0.217795698924731,0,0.12,0.294372294372294,0,-0.1,-0.05,-0.1,0.0625,-0.00909090909090909,0.163462783171521,0,0.156666666666667,0.140322580645161,-0.00769230769230769,0.1,0.122857142857143,0.0654145854145854,0.075,0.279908045977012,0.0333333333333333,0.0333333333333333,-0.00648148148148148,0.0969230769230769,0.0684981684981685,0.25,-0.1,-0.12,-0.1,0.05,-0.0333333333333333,0.0905820105820106,0.00769230769230769,0.00769230769230769,-0.00480769230769231,0,-0.1,-0.15,-0.1,-0.156666666666667,0,0,0.185714285714286,-0.05,0.0357142857142857,-0.0533333333333333,0.0666666666666667,-0.0533333333333333,0,-0.0833333333333333,-0.0833333333333333,-0.0743589743589744,0
"KLF4",0.00740740740740741,0.366358656544722,0.295516415607879,-0.1,-0.0790700410028904,0.148419785575624,0,-0.0333333333333333,-0.0266666666666667,-0.06,0.0496973127663255,-0.0371765402259162,0.0505110585900321,-0.0485167464114832,0.0476467995613895,-0.0067195310001098,0.0337179487179487,0.0333333333333333,0.00214388785817357,0.0499707608160729,0.0746031042128603,0.161371753389598,0.0750909090909091,0.0790909090909091,-0.0309760348583878,-0.0861712332543139,0.0625655372262168,-0.00562951496388029,0.04,0.0624598930481283,0.103636363636364,0.0412521440823328,-0.0590909090909091,0.0382872200263505,-0.0337179487179487,-0.0337179487179487,-0.049159125188537,-0.0333333333333333,-0.0509803921568627,-0.0393524851801186,-0.0333333333333333,-0.0506568330062055,-0.0509803921568627,0.0327272727272727,0.00182336182336182,-0.0393524851801186,0.0562962962962963,0.0233870967741935,0.0166666666666667,0.0416666666666667,0,-0.015304347826087,-0.024,-0.0130022918258212,0.000340557275541797
"FOXC2",0.00740740740740741,0.366358656544722,0.295516415607879,-0.1,-0.0790700410028904,0.148419785575624,0,-0.0333333333333333,-0.0266666666666667,-0.06,0.0496973127663255,-0.0371765402259162,0.0505110585900321,-0.0485167464114832,0.0476467995613895,-0.0067195310001098,0.0337179487179487,0.0333333333333333,0.00214388785817357,0.0499707608160729,0.0746031042128603,0.161371753389598,0.0750909090909091,0.0790909090909091,-0.0309760348583878,-0.0861712332543139,0.0625655372262168,-0.00562951496388029,0.04,0.0624598930481283,0.103636363636364,0.0412521440823328,-0.0590909090909091,0.0382872200263505,-0.0337179487179487,-0.0337179487179487,-0.049159125188537,-0.0333333333333333,-0.0509803921568627,-0.0393524851801186,-0.0333333333333333,-0.0506568330062055,-0.0509803921568627,0.0327272727272727,0.00182336182336182,-0.0393524851801186,0.0562962962962963,0.0233870967741935,0.0166666666666667,0.0416666666666667,0,-0.015304347826087,-0.024,-0.0130022918258212,0.000340557275541797
"SNAI2",0.0103846153846154,0.532679018580491,0.379513893574781,-0.1,-0.115616427608402,0.200022222433111,-0.0666666666666667,-0.12,-0.0744252873563218,-0.0916666666666667,0.147850525613574,-0.0912793347003873,0.151056975817027,-0.0951754385964912,0.149038342276655,-0.00318508316407555,0.0830926792724897,0.129090909090909,0.00264102564102564,0.111663895664803,0.123353287803416,0.444689206901349,0.122732169790993,0.120168067226891,-0.132216885743175,-0.0878908320084791,0.116209459108533,-0.00505957625340885,0.0666666666666667,0.0784313725490196,0.096078431372549,0.0642325895875591,-0.105882352941176,0.138314490250661,-0.0830926792724897,-0.0830926792724897,-0.0894853733364166,-0.129090909090909,-0.143376623376623,-0.141968172672398,-0.12,-0.148419785575624,-0.143376623376623,0.0864035087719298,-0.00184139065970611,-0.141968172672398,0.0876782994045146,0.121361107823411,0.114117647058824,0.128403361344538,0.1,-0.0302882686870826,-0.0317236753856472,-0.0148131404460518,0.00120201384518565
"Ecadherin",0.0150023441162682,0.266066543594381,0.299875389966853,0,-0.0829602011859567,0.149038342276655,-0.06,-0.0166666666666667,-0.0562962962962963,-0.0266666666666667,0.0470306460996588,-0.0457267260995222,0.0490171276843364,-0.0371765402259162,0.0505110585900321,-0.00228915125327435,0.049159125188537,0.0509803921568627,-0.00572128068115227,0.0584516555038641,0.077315581608882,0.164080964708081,0.0746031042128603,0.0750909090909091,-0.030044936161926,-0.0708771156072551,0.0528525129436561,-0.00420771401601299,0.103636363636364,0.0861712332543139,0.0624598930481283,0.0307258282928591,-0.0790909090909091,0.0389737188821857,-0.049159125188537,-0.049159125188537,-0.0399412480935649,-0.0509803921568627,-0.0393524851801186,-0.0506568330062055,-0.0333333333333333,-0.0476467995613895,-0.0393524851801186,0.0485167464114832,-0.00208725270177784,-0.0496973127663255,0.0342183742183742,0.0328359156718313,0.0416666666666667,0.0233870967741935,0.0333333333333333,-0.0203890935887988,-0.015304347826087,-0.0069620233694454,0.00507989376843279
"cateninnuc",0.0242890166377711,0.294986512875256,0.271252856183852,-0.0333333333333333,-0.11336432420039,0.321248572394041,-0.00833333333333333,-0.118888888888889,-0.0176060606060606,-0.0356060606060606,0.167443505472094,-0.0393102487229409,0.0704308958521056,-0.0429466123593045,0.16830441145553,-0.0610984642173626,0.0279096129096129,0.152913752913753,-0.0543803243902499,0.0696186357525896,0.136792603170558,0.34835587265786,0.133517494000253,0.129494505494506,-0.153985137236333,-0.0995653279918098,0.0749323359413497,-0.0105328347623328,0.086231884057971,0.0903910160652043,0.100517598343685,0.0200392236423886,-0.132571428571429,0.145119845329947,-0.0279096129096129,-0.0279096129096129,-0.0326234176234176,-0.152913752913753,-0.164024864024864,-0.166198777068342,-0.160606060606061,-0.16897655484612,-0.162502794009643,0.035969868173258,0.00246449250976823,-0.164676707053122,0.0254185606060606,0.107393291996453,0.104134790528233,0.10848261661519,0.0888888888888889,-0.0209534912563562,-0.0232727272727273,-0.0120619429368122,0.00787517636715243
"NFB",-0.00805860805860806,0.274854541126779,0.238632296933666,0.3,0.162186348401488,0.166884498480243,0.342857142857143,0.18,0.256821106821107,0.259523809523809,0.138363583981562,-0.0437825257180096,0.139147439214327,-0.0418470418470418,0.140323909802562,0.237711182373422,-0.0297146460127979,0.133333333333333,0.210753818130867,0.133409916217119,0.215631300345224,0.339168098839194,0.208036363636364,0.213636363636364,-0.0749299719887955,0.0274267040149393,0.193316095669037,0.314918215077925,-0.0357142857142857,-0.0241587301587302,-0.0397142857142857,-0.233423264042459,-0.2,-0.0580970425159404,0.0297146460127979,0.0297146460127979,0.0346897703909074,-0.133333333333333,-0.125641025641026,-0.139487179487179,-0.1,-0.137792264232942,-0.125641025641026,0.0593073593073593,0.251338803059544,-0.139487179487179,-0.267932217932218,-0.197330625182723,-0.183703703703704,-0.200945083014049,-0.16,-0.284641094220946,-0.283525852585259,-0.279795075925107,0.0108549534756431
"IKK",0.00732600732600733,0.272607350115543,0.235147608443698,0.2,0.165772005772006,0.164047619047619,0.3,0.16,0.259523809523809,0.342857142857143,0.139487179487179,-0.0418470418470418,0.140323909802562,-0.0593073593073593,0.137792264232942,0.234697483743285,-0.0437991530550514,0.1,0.209471766848816,0.128094301599179,0.208036363636364,0.336119318351389,0.213636363636364,0.2,-0.0758823529411765,0.0241587301587302,0.198021978021978,0.313002506265664,-0.05,-0.0397142857142857,-0.0357142857142857,-0.223949579831933,-0.2,-0.0559387691346454,0.0437991530550514,0.0437991530550514,0.0297146460127979,-0.1,-0.133333333333333,-0.125641025641026,-0.1,-0.139487179487179,-0.133333333333333,0.0545454545454545,0.241973244147157,-0.125641025641026,-0.256821106821107,-0.200945083014049,-0.18,-0.183703703703704,-0.1,-0.283525852585259,-0.280555555555556,-0.27265221878225,0.0112380952380952
"MEK",-0.0162123385939742,0.172402213090455,0.155843779832302,0,-0.13623636899499,0.0241928637498258,-0.0428571428571429,0.0466666666666667,-0.0515692640692641,-0.0303571428571429,0.0275291375291375,0.141576347415763,0.0235118480726293,0.152525252525253,0.0255564577380568,-0.183694701405624,0.145288045288045,0.0333333333333333,-0.156173522040395,-0.012603726779298,-0.0148640685553163,0.302789504315874,-0.0170538495772141,-0.0123809523809524,-0.13369378987026,-0.105525800929323,-0.115059062931403,-0.072988043998087,0.04,0.0238591342626559,0.00896551724137931,0.00152380952380952,0.0266666666666667,-0.0425491611100729,-0.145288045288045,-0.145288045288045,-0.136716616716617,-0.0333333333333333,-0.0175438596491228,-0.0252361673414305,0,-0.021739663844927,-0.0233333333333333,-0.152525252525253,-0.046348207151123,-0.031025641025641,0.0315692640692641,-0.0249026036644166,-0.0186666666666667,-0.0268633879781421,-0.0666666666666667,-0.0314071268643901,-0.0236580493736152,-0.048586914440573,0.0153402564277744
"RKIP",-0.0201339072214252,0.172037914365501,0.152916950564009,0,-0.13623636899499,0.0250937646507267,0,0.0666666666666667,-0.0303571428571429,-0.0428571428571429,0.031025641025641,0.152525252525253,0.0255564577380568,0.152525252525253,0.021739663844927,-0.187540855251778,0.132467532467532,0,-0.150910364145658,-0.0205535175742771,-0.0170538495772141,0.300356414291543,-0.0123809523809524,-0.0266666666666667,-0.136990493166964,-0.0238591342626559,-0.105476753349094,-0.072988043998087,-0.01,0.00896551724137931,0.04,0.0215238095238095,0.0333333333333333,-0.0400901447166303,-0.132467532467532,-0.132467532467532,-0.145288045288045,0,-0.0333333333333333,-0.0175438596491228,0,-0.0252361673414305,-0.0333333333333333,-0.188888888888889,-0.0460386096279032,-0.0233333333333333,0.0515692640692641,-0.0268633879781421,-0.0466666666666667,-0.0186666666666667,-0.1,-0.0236580493736152,-0.0226679503637142,-0.048586914440573,0.0161339072214252
