"","FOXC2","RKIP","SNAI1","NOTCH","Csl","Jagged","SMO","ILK","Patched","SMAD","MEK","AKT","ERK","TrCP","NFB","PAK1","TGFR","TGF","CDC42","AXIN2","LIV1","RAS","DELTA","cMet","CD44","TCFLEF","Wnt","SRC","GLI","STAT","ZEB1","SOSGRB2","GSK3","DSH","Frizzled","cateninnuc","RAF","PI3K","Destcompl","miR200","Ecadherin","cateninmemb","SNAI2","TWIST1","EGR1","cfos","HEY1","FUS","Csn","IKK","SHH","SUFU","NOTCHic","ZEB2","KLF4"
"SNAI2",0.121627059479853,0.0612051282051282,0.0503744393056769,-0.0951583504215083,-0.0780701754385965,-0.0675619550968601,0.0341176470588235,-0.0433936955063716,0.0402400960384154,-0.04291522660685,0.10087440381558,0.0370135715274893,0.0941176470588235,0.1,0.0416666666666667,-0.0490196078431373,-0.0658694246929541,-0.0658694246929541,-0.0633053221288515,-0.112771809617806,-0.04,-0.0521065587640192,-0.051649937759453,-0.0662941284068045,-0.060917784320783,-0.0611239698877933,-0.0662941284068045,-0.0705194805194805,-0.0614812941822055,-0.0490909090909091,0.0928451856513531,0.0449628127112914,0.0608118345318157,0.0490909090909091,0.0705194805194805,0.0620556469064268,0.051649937759453,0.051649937759453,0.0631517065151781,0.0858014881489912,0.223623427744372,0.188060445301825,0.333980224905837,-0.0843131590351004,-0.133333333333333,-0.103921568627451,0.0238848704038577,-0.04,-0.0666666666666667,-0.0382183908045977,-0.0402400960384154,-0.1,0.093859649122807,-0.044940213971051,-0.0621153846153846
"TCFLEF",-0.315099944894083,-0.120224548835928,-0.107647726518019,0.208379846550078,0.216021042563367,0.152798747468322,0.0185714285714286,0.136755069491912,0.020184331797235,0.133504591480439,-0.0517703666832587,-0.0165245077503142,-0.057212543554007,-0.0285714285714286,-0.0132987012987013,0.0256410256410256,0.0144478067755616,0.0131233034643033,0.020989862850328,0.384270085470085,0.0333333333333333,0.0287249244240781,0.0296447667368245,0.0289316239316239,0.0314473472020642,-0.0666053446650607,0.0333433886375063,0.0383333333333333,0.0352067426747734,0.0583333333333333,-0.185503942938153,0.0694856440964225,-0.0887407138332061,-0.0627450980392157,-0.0427450980392157,0.0660898807475349,-0.0296447667368245,-0.0296447667368245,-0.0903753837583652,-0.160038856725604,0.0748274377830796,0.104561722918424,0.33151365406255,0.124166875513127,0.0657142857142857,0.0486411149825784,-0.0794526596250833,-0.0233333333333333,0.0012987012987013,0.0165245077503142,-0.0226383195272964,-0.0166666666666667,-0.216021042563367,-0.0324429824561403,0.0650830786860199
"NFB",0.00430577832968271,0.112035869412919,0.0978025065743355,-0.0772434017595308,-0.0584415584415584,0.0125503383609888,0.0888888888888889,0.0753987898789879,0.0923371647509579,0.0735400538195083,0.0604425770308123,0.166344916344916,0.0571746031746032,0.3,0.169047619047619,0.122222222222222,0.105931313131313,0.108462958700933,0.113131313131313,-0.0771529888551165,-0.05,-0.046985580265641,-0.0454930429522081,-0.0604273504273504,-0.0564725481674634,-0.0560506072391934,-0.0604273504273504,-0.061965811965812,-0.0570565639104965,-0.0388888888888889,0.0565573128222856,0.0676492702344096,-0.0193514328808446,0.0388888888888889,0.061965811965812,0.0559721758666444,0.0454930429522081,0.0454930429522081,0.0759126990832027,0.045778139282671,0.119497541433052,0.121464881151306,0.289313831037854,-0.00381886087768441,-0.0642857142857143,-0.0682857142857143,-0.0794007076514816,-0.1,-0.285714285714286,-0.166344916344916,-0.0911323454738494,-0.12,0.0727272727272727,-0.0159270014115749,-0.0166666666666667
"TGF",0.253509316770186,0.178354978354978,0.13875715193897,0.11632183908046,0.146666666666667,0.0230117820324006,0.03,-0.00969696969696969,0.0196551724137931,-0.0129227761485826,0.219766081871345,-0.0581453634085213,0.217543859649123,0,-0.0333333333333333,0.08,0.0704761904761905,-0.0277380952380952,0.08,-0.0138888888888889,0,0.055952380952381,0.0541666666666667,-0.0233333333333333,-0.00635220125786163,-0.0129311486262827,-0.0328571428571428,-0.0333333333333333,-0.0158760107816712,0,0.243529112636664,0.0302631578947368,-0.11294380766005,0,0.0428571428571429,0.0162804309229334,-0.0541666666666667,-0.0541666666666667,0.017656434644663,0.204953714867508,0.0414616919393456,0.0312116981404265,-0.184055666640348,-0.167407407407407,-0.233333333333333,-0.233333333333333,0.0275950999355255,-0.0466666666666667,0.0333333333333333,0.0476190476190476,-0.0102801724137931,-0.0666666666666667,-0.126666666666667,-0.00955966992580266,-0.0131960335621663
"KLF4",0.0798469673545294,-0.0137806637806638,-0.0220180107924717,-0.0463720219010507,-0.0272727272727273,0.0245704420517014,-0.0833333333333333,-0.028,-0.0708333333333333,-0.0294492753623188,0.0718275538894096,-0.0152380952380952,0.0563636363636364,0.1,-0.02,0.00909090909090909,-0.0229090909090909,-0.0214456762749446,-0.0269090909090909,-0.060917784320783,0.1,-0.00375188536953243,-0.00448717948717949,0.0248518011855905,0.0309387577073297,0.0272598279414434,0.0248518011855905,0.00392156862745098,0.030024214978694,0.0333333333333333,0.0538390092879257,0.0238421955403087,0.0124385594820552,-0.0333333333333333,-0.00392156862745098,-0.0258899649277447,0.00448717948717949,0.00448717948717949,0.0143818509422736,0.0580545380545381,0.0260589138781064,0.0900280388085266,0.0519160135220533,0.012400871459695,-0.12,-0.0563636363636364,0.0183498854087089,0.1,0,0.0152380952380952,0.0740591397849462,0,0.0535885167464115,-0.00518575851393189,-0.0333333333333333
"HEY1",0.0798469673545294,-0.0137806637806638,-0.0220180107924717,-0.0463720219010507,-0.0272727272727273,0.0245704420517014,-0.0833333333333333,-0.028,-0.0708333333333333,-0.0294492753623188,0.0718275538894096,-0.0152380952380952,0.0563636363636364,0.1,-0.02,0.00909090909090909,-0.0229090909090909,-0.0214456762749446,-0.0269090909090909,-0.060917784320783,0.1,-0.00375188536953243,-0.00448717948717949,0.0248518011855905,0.0309387577073297,0.0272598279414434,0.0248518011855905,0.00392156862745098,0.030024214978694,0.0333333333333333,0.0538390092879257,0.0238421955403087,0.0124385594820552,-0.0333333333333333,-0.00392156862745098,-0.0258899649277447,0.00448717948717949,0.00448717948717949,0.0143818509422736,0.0580545380545381,0.0260589138781064,0.0900280388085266,0.0519160135220533,0.012400871459695,-0.12,-0.0563636363636364,0.0183498854087089,0.1,0,0.0152380952380952,0.0740591397849462,0,0.0535885167464115,-0.00518575851393189,-0.0333333333333333
"FOXC2",0.0798469673545294,-0.0137806637806638,-0.0220180107924717,-0.0463720219010507,-0.0272727272727273,0.0245704420517014,-0.0833333333333333,-0.028,-0.0708333333333333,-0.0294492753623188,0.0718275538894096,-0.0152380952380952,0.0563636363636364,0.1,-0.02,0.00909090909090909,-0.0229090909090909,-0.0214456762749446,-0.0269090909090909,-0.060917784320783,0.1,-0.00375188536953243,-0.00448717948717949,0.0248518011855905,0.0309387577073297,0.0272598279414434,0.0248518011855905,0.00392156862745098,0.030024214978694,0.0333333333333333,0.0538390092879257,0.0238421955403087,0.0124385594820552,-0.0333333333333333,-0.00392156862745098,-0.0258899649277447,0.00448717948717949,0.00448717948717949,0.0143818509422736,0.0580545380545381,0.0260589138781064,0.0900280388085266,0.0519160135220533,0.012400871459695,-0.12,-0.0563636363636364,0.0183498854087089,0.1,0,0.0152380952380952,0.0740591397849462,0,0.0535885167464115,-0.00518575851393189,-0.0333333333333333
"Ecadherin",0.0754991412675728,-0.0164023866271057,-0.0185369981342438,-0.0422828025701956,-0.0535885167464115,0.0215956136764154,-0.0708333333333333,-0.0294492753623188,-0.0740591397849462,-0.0301756676141348,0.0682981421247037,-0.01004329004329,0.0718275538894096,0,-0.0152380952380952,-0.0269090909090909,-0.0214456762749446,-0.0194565261845286,-0.0229090909090909,-0.0611239698877933,0.0333333333333333,-0.000120600453331311,-0.00375188536953243,0.0309387577073297,0.0272598279414434,0.0258899649277447,0.030024214978694,0.0248518011855905,0.0266908816453606,0.00392156862745098,0.050521473742902,0.0198948271192561,0.0124385594820552,-0.00392156862745098,-0.0248518011855905,-0.0258899649277447,0.00375188536953243,0.00375188536953243,0.0129839012684618,0.0578683183152457,-0.0754016508735977,0.0922075259880138,0.0536619497050756,0.0114697727632332,-0.0563636363636364,-0.0563636363636364,0.0176787444691116,0.0833333333333333,0.02,0.0152380952380952,0.0772087460841588,0.1,0.0463720219010507,-0.00518575851393189,-0.029535864978903
"TGFR",0.242592286202501,0.165497835497836,0.132562461673483,0.119918961382618,0.126666666666667,0.0179393182642847,0.0196551724137931,-0.0129227761485826,0.0102801724137931,-0.0147021355791876,0.219766081871345,-0.062796526199219,0.219766081871345,-0.0333333333333333,-0.0476190476190476,0.08,-0.0277380952380952,-0.0263196555217832,0.0704761904761905,-0.0143180734382451,0,0.0530284043441938,0.055952380952381,-0.00635220125786163,-0.0129311486262827,-0.0162804309229334,-0.0158760107816712,-0.0233333333333333,-0.0216824623945744,-0.0333333333333333,0.238623452259306,0.0265594541910331,-0.108787328442446,0.0428571428571429,0.0328571428571428,0.0144203777785578,-0.055952380952381,-0.055952380952381,0.0168499830317598,0.201727908415895,0.0399284721778464,0.0337521138448145,-0.181046407381088,-0.165628047976802,-0.233333333333333,-0.217543859649123,0.0290876372489583,-0.03,0.0333333333333333,0.0581453634085213,-0.00293553964543153,-0.0466666666666667,-0.11632183908046,-0.00314457558618002,-0.00962460499073772
"Destcompl",0.0562169581229764,-0.0181710436488049,-0.00775154722246833,0.0428566847757403,0.0451155503329416,-0.017442305892123,-0.0647181171319102,-0.0167460317460317,-0.0641999824168843,-0.0166290726817043,-0.0234622470978561,-0.0815323014039092,-0.0226183652413161,-0.0666666666666667,-0.0766045548654244,0.0691836734693878,0.0709259602207489,0.0690540390384829,0.0698733286418015,0.0783086056313321,-0.0166666666666667,0.0611792626647037,0.0633770648625059,-0.0151259358783383,-0.0162453388634129,-0.0154234210551937,-0.0146234975748064,-0.0136333985649054,-0.0159221988735077,-0.00952380952380953,0.0830434048426648,0.00897991884591091,0.00782405412094025,0.00952380952380953,0.0136333985649054,0.0147604939771723,-0.0633770648625059,-0.0633770648625059,-0.090246291605744,0.0751667037343027,0.0231283363392868,0.0194829732757252,-0.0840527018002588,-0.00407412429359732,0.0179487179487179,0.020979020979021,0.0218671926364234,0.0590038314176245,0.080952380952381,0.0775054557663253,0.0640065588192054,0.0555555555555556,-0.0418546807677243,-0.00258946008252206,8.01371382652606e-05
"Csn",-0.0771418255732388,-0.0883955741483075,-0.0700988350178483,0.0846084471084471,0.0868686868686869,-0.00278232467425658,0.0112554112554113,0.0101669254658385,0.0123306800726156,0.00990985605709815,-0.0295211038961039,-0.0824,-0.0305627705627706,-0.18,-0.08,-0.0909090909090909,-0.0906986048777093,-0.09141459533117,-0.0894165535956581,-0.0915680083412024,-0.0666666666666667,0.0148953208887556,0.0170066452649552,-0.0615496468633153,-0.0611052024188709,-0.0611052024188709,-0.0615496468633153,-0.0603448275862069,-0.0611129656406079,-0.05,-0.0123291976840364,0.0146823475152773,0.0919965812831435,0.05,0.0603448275862069,0.0606842763815889,-0.0170066452649552,-0.0170066452649552,0.000770726692668522,-0.0142070596747131,-0.00335429998436178,0.0174575367565461,0.0335459516896481,-0.00526881720430108,0.0266666666666667,0.0266666666666667,-0.00592469545957918,-0.0142857142857143,0.08,0.08,-0.0139700243349106,-0.0142857142857143,-0.0855699855699856,-0.00133333333333333,-0.00224089635854342
"ERK",-0.214821532407739,0.0565640403647165,-0.101395727083222,-0.151453656169874,-0.161421911421911,-0.0430228430531069,-0.0699672131147541,-0.02083316234413,-0.062777670631094,-0.0193134055052242,-0.0654756766404328,0.0280231133320718,-0.0696539496209342,-0.0142857142857143,0.0133658008658009,0.04,0.0431243604611501,0.043948536285326,0.0409345794392523,0.120592987244732,0.1,-0.00835653895059836,-0.011986901986902,0.0835112256164888,0.0863102078047839,0.0863102078047839,0.0893006993006993,0.0842105263157895,0.0920575915312758,0.0842105263157895,-0.241972340975312,-0.15815873015873,-0.0293226363462319,-0.09,-0.09,-0.0847129855825617,0.011986901986902,0.011986901986902,-0.0307867372719083,-0.198690072660257,-0.184509718223829,-0.181470770140572,-0.2972405117774,0.231462597938897,-0.026551724137931,-0.0286793837123991,0.00919633600396109,0.088,0.00178571428571429,-0.0216010949834479,0.0589129363315771,0.1,0.153392714341619,0.000956304421775118,0.00686441337737592
"MEK",-0.219778797365004,0.0512715612560814,-0.10579387523137,-0.153392714341619,-0.157575757575758,-0.0469385057037093,-0.088,-0.0263682176946835,-0.0699672131147541,-0.02083316234413,-0.0696539496209342,0.0216010949834479,0.0286793837123991,0,-0.00178571428571429,0.04,0.0409345794392523,0.0431243604611501,0.04,0.119129572610585,0.1,-0.011986901986902,-0.0123043623043623,0.0842105263157895,0.0835112256164888,0.0863102078047839,0.09,0.0842105263157895,0.0893006993006993,0.1,-0.2440195850698,-0.15815873015873,-0.0285051976541338,-0.1,-0.09,-0.0863102078047839,0.0123043623043623,0.0123043623043623,-0.0308994768434979,-0.19967046481712,-0.185161966764852,-0.182114744381602,-0.296519141173252,0.232156079214903,-0.03,-0.026551724137931,0.0136331960722205,0.1,0.0142857142857143,-0.0133658008658009,0.062777670631094,0.1,0.161421911421911,0.00457835166586961,0.0122907699665232
"RKIP",-0.22518420277041,0.0460084033613446,-0.111563106000601,-0.161421911421911,-0.166666666666667,-0.051036866359447,-0.1,-0.0372593068035943,-0.088,-0.0263682176946835,0.0286793837123991,0.0133658008658009,0.026551724137931,0,-0.0142857142857143,0.0333333333333333,0.04,0.0409345794392523,0.04,0.120030473511486,0,-0.0123043623043623,-0.00974025974025974,0.0842105263157895,0.0842105263157895,0.0835112256164888,0.09,0.1,0.09,0.1,-0.245606886657102,-0.162603174603175,-0.0321907013396375,-0.1,-0.1,-0.0863102078047839,0.00974025974025974,0.00974025974025974,-0.0292258366761339,-0.19812247720102,-0.186437012302193,-0.180163524869407,-0.296032523168386,0.236185383244207,-0.08,-0.03,0.0209059233449477,0.1,0,0.00178571428571429,0.0699672131147541,0.1,0.157575757575758,0.0101339072214252,0.0201339072214252
"RAF",-0.22518420277041,0.0460084033613446,-0.111563106000601,-0.161421911421911,-0.166666666666667,-0.051036866359447,-0.1,-0.0372593068035943,-0.088,-0.0263682176946835,0.0286793837123991,0.0133658008658009,0.026551724137931,0,-0.0142857142857143,0.0333333333333333,0.04,0.0409345794392523,0.04,0.120030473511486,0,-0.0123043623043623,-0.00974025974025974,0.0842105263157895,0.0842105263157895,0.0835112256164888,0.09,0.1,0.09,0.1,-0.245606886657102,-0.162603174603175,-0.0321907013396375,-0.1,-0.1,-0.0863102078047839,0.00974025974025974,0.00974025974025974,-0.0292258366761339,-0.19812247720102,-0.186437012302193,-0.180163524869407,-0.296032523168386,0.236185383244207,-0.08,-0.03,0.0209059233449477,0.1,0,0.00178571428571429,0.0699672131147541,0.1,0.157575757575758,0.0101339072214252,0.0201339072214252
"IKK",-0.0047041847041847,-0.109471766848816,-0.101364150409952,0.0727272727272727,0.0727272727272727,-0.0103920649796938,-0.1,-0.0763888888888889,-0.0888888888888889,-0.0753987898789879,-0.0571746031746032,-0.166344916344916,-0.0682857142857143,-0.2,-0.285714285714286,-0.1,-0.113131313131313,-0.105931313131313,-0.122222222222222,0.0785714285714286,0.1,0.0454930429522081,0.0454930429522081,0.061965811965812,0.0604273504273504,0.0564725481674634,0.061965811965812,0.0388888888888889,0.0604273504273504,0.05,-0.0546416040100251,-0.0665966386554622,0.0197435897435897,-0.05,-0.0388888888888889,-0.0560506072391934,-0.0454930429522081,-0.0454930429522081,-0.0749160213423389,-0.0448717948717949,-0.118052918640115,-0.122837637223112,-0.290126839167935,0.00477124183006536,0.05,0.0642857142857143,0.0829721362229102,0.12,0.3,0.169047619047619,0.0923371647509579,0.1,-0.0584415584415584,0.0155438596491228,0.0205128205128205
"cateninnuc",0.14681867858917,-0.0266499794663566,-0.0455530011260323,-0.121122524681847,-0.120213433772756,-0.0610577134048465,-0.0127504553734062,-0.0657186147186147,-0.015856045435518,-0.0655821890705929,0.0747772862466909,-0.0481429924242424,0.0756947174393514,-0.0333333333333333,-0.0549242424242424,-0.0142857142857143,-0.0166022483263863,-0.0146371828242029,-0.0189010989010989,-0.181984771426959,-0.0606060606060606,0.0274278774278774,0.0277645777645778,-0.0462712408364582,-0.0466680662332836,-0.0476389400196914,-0.0477172073509179,-0.0473581973581974,-0.0477172073509179,-0.0529137529137529,0.10105891241144,-0.0149728569935508,0.00602861657812093,0.0529137529137529,0.048804163872657,-0.0525543767436337,-0.0277645777645778,-0.0277645777645778,0.0123773945431206,0.0836069061318629,0.0186165517261464,0.0860440208098557,0.138851071988204,-0.0907853471813287,-0.0702898550724638,-0.0782263630089717,0.0396897767880318,0.0111111111111111,0.0458333333333333,0.0489242424242424,0.0160739103592653,0.0111111111111111,0.120213433772756,0.0179549103032203,-0.0267086412993886
"SOSGRB2",-0.148424908424908,0.0427631578947368,-0.0997754086709311,-0.0433861912735152,-0.0545454545454545,0.0430503427065771,0,0.043010752688172,0.00810810810810811,0.0493044589818783,-0.0250692250692251,-0.0155701754385965,-0.0280995280995281,-0.1,-0.0333333333333333,-0.0285714285714286,-0.0324175824175824,-0.0317083625594264,-0.0285714285714286,0.122132838283828,0,0.000412863972186006,0.00169491525423729,0.0925465838509317,0.0881987577639751,0.0881987577639751,0.0976190476190476,0.114285714285714,0.0932712215320911,0.1,-0.190852130325815,-0.075,-0.11270926984812,-0.1,-0.114285714285714,-0.0918316449532677,-0.00169491525423729,-0.00169491525423729,0.0537228245281937,-0.151600380937965,-0.168891309659733,-0.171622011622012,-0.187631585813072,0.0956521739130435,0.0142857142857143,0.0253968253968254,0.0446022727272727,0,0,0.0280701754385965,-0.0197360150848523,0,0.0391608391608392,0.032531328320802,0.0382456140350877
