"","GSK3","TGF","AKT","IKK","RAS","RAF","PI3K","Csn","TWIST1","TrCP","SNAI1","SMAD","ILK","SMO","SRC","cMet","STAT","LIV1","Patched","FUS","SHH","NOTCHic","MEK","TCFLEF","ERK","Csl","cfos","EGR1","FOXC2","ZEB1","cateninmemb","Ecadherin","SOSGRB2","Jagged","miR200","RKIP","cateninnuc","CD44","NOTCH","GLI","DSH","Wnt","Frizzled","SUFU","HEY1","AXIN2","Destcompl","DELTA","NFB","SNAI2","ZEB2","CDC42","PAK1","TGFR","KLF4"
"cateninmemb",-0.262129517515751,-0.181088955091425,-0.264569504569505,-0.268465608465608,-0.274229821279608,-0.278699095022625,-0.278699095022625,-0.26,-0.217064982169156,-0.2,-0.0674301265021071,0.043273607748184,0.044,0.24375,-0.199407204742362,-0.188102856916275,-0.215686274509804,-0.233333333333333,0.238373655913978,0.25,0.232861844890356,0.0329226064223351,-0.199385118621019,-0.179133148839956,-0.202130216660235,0.0422009569377991,-0.19903743315508,-0.187272727272727,-0.114952757539359,-0.0550838065333392,-0.181061718059389,-0.108574509526561,-0.0596904998344919,-0.207626186906547,-0.0381025822925264,0.0420497105890364,0.178666295431926,0.181748341866108,-0.0303203759390638,0.180671572558454,0.215686274509804,0.187338239225121,0.199407204742362,-0.233333333333333,-0.0485442547977092,0.258619647057705,0.244199188083877,0.278699095022625,0.264761904761905,0.29730203354063,0.0255794804826396,0.187939393939394,0.189272727272727,0.184524759793052,0.046882325363338
"KLF4",-0.264557773586391,-0.184524759793052,-0.268465608465608,-0.264761904761905,-0.278699095022625,-0.283846153846154,-0.283846153846154,-0.2,-0.219485838779956,-0.1,-0.0677465821983097,0.044,0.044,0.25,-0.215686274509804,-0.199407204742362,-0.233333333333333,-0.233333333333333,0.24375,0.233333333333333,0.238373655913978,0.0422009569377991,-0.202130216660235,-0.181748341866108,-0.19903743315508,0.0527272727272727,-0.187272727272727,-0.16,-0.117469920010755,-0.0527141382868937,-0.0992562090123066,-0.0435028318712481,-0.0610062893081761,-0.211974012993503,-0.0356817256817257,0.0424242424242424,0.179133148839956,0.188102856916275,-0.0329226064223351,0.187338239225121,0.233333333333333,0.199407204742362,0.215686274509804,-0.2,-0.0505576776165011,0.266660884171107,0.246249514272134,0.283846153846154,0.26,0.300733701210709,0.0265273477812178,0.189272727272727,0.177272727272727,0.187939393939394,0.0481481481481481
"HEY1",-0.264557773586391,-0.184524759793052,-0.268465608465608,-0.264761904761905,-0.278699095022625,-0.283846153846154,-0.283846153846154,-0.2,-0.219485838779956,-0.1,-0.0677465821983097,0.044,0.044,0.25,-0.215686274509804,-0.199407204742362,-0.233333333333333,-0.233333333333333,0.24375,0.233333333333333,0.238373655913978,0.0422009569377991,-0.202130216660235,-0.181748341866108,-0.19903743315508,0.0527272727272727,-0.187272727272727,-0.16,-0.117469920010755,-0.0527141382868937,-0.0992562090123066,-0.0435028318712481,-0.0610062893081761,-0.211974012993503,-0.0356817256817257,0.0424242424242424,0.179133148839956,0.188102856916275,-0.0329226064223351,0.187338239225121,0.233333333333333,0.199407204742362,0.215686274509804,-0.2,-0.0505576776165011,0.266660884171107,0.246249514272134,0.283846153846154,0.26,0.300733701210709,0.0265273477812178,0.189272727272727,0.177272727272727,0.187939393939394,0.0481481481481481
"cateninnuc",-0.210673052479266,-0.096475328917431,-0.212738636363636,-0.215863636363636,-0.211210866210866,-0.212557667557668,-0.212557667557668,-0.220833333333333,-0.0783654263748274,-0.233333333333333,-0.117513850107026,0.0207607491795759,0.0217157287157287,0.0861930783242259,-0.0156759906759907,-0.0124151211107733,-0.024009324009324,-0.0393939393939394,0.0806030162124246,0.0911111111111111,0.0786422318986991,-0.0776821559438824,-0.144137832593953,-0.0128398043024468,-0.146431410575604,-0.0788449466415568,-0.152760524499655,-0.154347826086957,-0.0594755244755245,-0.0597272595201878,-0.159334144611258,-0.234812101972693,-0.0109553231646963,-0.0382426772491776,-0.0375895192431848,0.0945424831578678,-0.086304078602828,0.0120182957139479,0.0772276104893369,0.0107641564312202,0.024009324009324,0.0111594133482162,0.0144202829134336,-0.111111111111111,-0.0172773203969484,0.179133148839956,0.192167374501952,0.212557667557668,0.223863636363636,0.23022078671954,0.028149738668646,0.10167032967033,0.106285714285714,0.0982220538082607,0.0443744867232412
"RKIP",-0.231205673758865,-0.140934579439252,0.0701839826839827,0.0732142857142857,-0.0894716394716395,-0.0954545454545455,-0.0954545454545455,0.1,-0.115635769459299,0.1,-0.23351177632717,0.0701232222066879,0.0770539152759949,0.08,0.0333333333333333,0.0491228070175439,0,0,0.068,0.1,0.0663606557377049,0.0707070707070707,-0.172934702861335,0.0694025272972641,-0.166551724137931,0.0888888888888889,-0.17,-0.12,0.0490126731506042,-0.0996221903395505,-0.143712115476821,-0.221395928614699,-0.0706031746031746,-0.0555259115530762,-0.062010527135582,0.0519607843137255,-0.0706747919283074,-0.0645074224021592,-0.063014763014763,-0.0687179487179487,0,-0.0533333333333333,-0.0333333333333333,-0.1,-0.0914440572977158,-0.0599742147210502,0.23905471596304,0.0954545454545455,-0.0857142857142857,0.293776009791922,0.0307680535628886,0.14,0.133333333333333,0.14,0.0347680535628886
"TGF",-0.00808871493803001,-0.356031746031746,-0.0545739348370927,-0.044047619047619,0.0952380952380952,0.080952380952381,0.080952380952381,-0.0333333333333333,-0.194259259259259,0,-0.265212968849332,-0.142130987292278,-0.146969696969697,-0.136666666666667,0.0666666666666667,0.0966666666666667,0,0,-0.160804597701149,-0.153333333333333,-0.167054597701149,-0.0633333333333333,-0.0356892230576441,0.134352863290301,-0.0423558897243108,-0.0533333333333333,-0.0476190476190476,-0.0333333333333333,0.0601552795031056,-0.336627603263759,-0.0645095836142252,-0.186575794563635,0.0157894736842105,0.195268777614138,-0.269747206816172,0.141558441558442,-0.13722367668743,-0.121194968553459,0.0805747126436782,-0.0973854447439353,0,-0.0728571428571429,-0.0428571428571429,0.133333333333333,0.15544809800129,-0.114109347442681,-0.0182908537106749,-0.080952380952381,0.0583333333333333,0.115071583893677,0.0373117906756351,0.282222222222222,0.26,0.263174603174603,0.0427663361301805
"GLI",0.0391300856032892,0.168698228022504,0.0198854651509727,0.0339479651509727,-0.173033940496048,-0.168083445446543,-0.168083445446543,0.0388888888888889,0.0783738983144756,0.05,0.21208336675907,0.0811830871456793,0.0822641682267603,0.212907268170426,-0.256129032258064,-0.270763178599528,-0.24,-0.2,0.210866451843895,0.202380952380952,0.223623653489986,0.120318302387268,0.0804356509052641,-0.270975896915695,0.0887229437229437,0.120318302387268,0.0926190476190476,0.134285714285714,-0.115322389920881,0.368458013312852,0.100551662246422,0.238932025128591,-0.0216775849519212,-0.180841269980162,0.316074121956475,-0.146807799945834,0.269959758242652,0.271625247565045,-0.117461159530125,0.227993863296863,0.3,0.326717267552182,0.316129032258064,-0.152380952380952,-0.0919740700725421,0.318525060386473,0.227650358454385,0.168083445446543,-0.0441520467836257,0.00825870531796039,0.0394452124935996,-0.183218390804598,-0.186666666666667,-0.178815875081327,0.0401750321750322
"TCFLEF",-0.352870123107339,-0.348594910724148,-0.0676821733666053,-0.0535517385839967,-0.086555187986705,-0.0811675401549048,-0.0811675401549048,0.0194805194805195,-0.18181353873683,0.0285714285714286,-0.345268374117747,-0.134924725627151,-0.132056656793499,-0.164761904761905,-0.0508333333333333,-0.0482692307692308,-0.0458333333333333,-0.0333333333333333,-0.164761904761905,-0.16,-0.164761904761905,-0.0650884744141559,-0.10105525136884,-0.136196352600262,-0.088130081300813,-0.049402199904352,-0.0757491289198606,-0.0342857142857143,0.219662000248709,-0.388374933545986,-0.0491672736614042,-0.0813762512565747,0.10514478734838,0.120041593230752,-0.30188650706723,0.294883592781375,0.132072641260056,0.0413509917755201,0.0747230259091725,0.0478262274809589,0.0509803921568627,0.0534162895927602,0.0559803921568627,0.166666666666667,0.114717543692708,-0.3039663003663,0.446040122590403,0.0811675401549048,0.0245194805194805,-0.0664697681844188,0.0425746500088605,0.323494335122242,0.302564102564103,0.340316765028784,0.050660491469315
"SMAD",0.143154115447349,0.278605617695728,0.190972922502334,0.198972922502334,0.104896067829359,0.107198699408306,0.107198699408306,0.188888888888889,0.0928829374076027,0.2,0.157915219189413,0.0720093605025112,0.175818884312035,0.181666666666667,-0.090952380952381,-0.102717086834734,-0.0742857142857143,-0.06,0.180749235474006,0.191666666666667,0.193760387890363,0.233136288998358,0.010921823862559,-0.101946394840161,0.0147679777087129,0.234285714285714,0.0124423963133641,0.0285714285714286,-0.0719067426446427,0.333259604299576,0.0372323563859852,0.141376198578898,-0.174940845903579,-0.230735930735931,0.289379660685792,-0.102950964339635,0.101338492104599,0.102353450471098,-0.233136288998358,0.0739010989010989,0.0476190476190476,0.0739010989010989,0.0642857142857143,-0.141666666666667,-0.218603991769963,0.105499445509696,0.00940536914777171,-0.107198699408306,-0.212698412698413,-0.0939350912611706,0.0470535537172397,-0.292320590207914,-0.288095238095238,-0.286175338811266,0.0467221909668215
"STAT",0.120747663551402,0.274212953331947,0.0990314769975787,0.114285714285714,0.11042878041554,0.120130272952854,0.120130272952854,0.1,0.189612877543912,0.1,0.18109621596922,0.0690626908767838,0.0575684380032206,0.0716666666666667,0.0321428571428571,0.013961038961039,0.0571428571428571,0.2,0.0693410852713178,0.025,0.071995952527955,0.0698993110757817,0.0346110056925996,-0.00106767575221834,0.0356862745098039,0.0509803921568627,0.0533333333333333,0.0333333333333333,-0.026478527607362,0.334893311816389,0.0288811578006754,0.133507701224315,-0.0694170771756979,-0.0639606705576719,0.279726904391434,-0.11643018018018,0.00118686526354135,-0.00114052614052614,-0.0689284372893739,-0.0030366692131398,-0.0571428571428571,-0.013961038961039,-0.0321428571428571,-0.05,-0.0633333333333334,-0.0547483888660359,-0.0789534329005919,-0.120130272952854,-0.1,-0.120310553192625,0.0490227720996952,-0.284090909090909,-0.309090909090909,-0.281459330143541,-0.0674985145573381
"NOTCH",-0.151898293277604,0.201763440860215,0.0222222222222222,0.0333333333333333,-0.160527009222661,-0.138787878787879,-0.138787878787879,0.1,-0.00130508474576271,0,0.146666666666667,0.0657142857142857,0.0690476190476191,0.0666666666666667,-0.2,-0.238461538461538,-0.1,0,0.135897435897436,0.0666666666666667,0.141779788838612,0.0342857142857143,-0.0561904761904762,-0.259107559107559,-0.0133333333333333,0.02,0.02,0,-0.128163265306122,0.326570048309179,0.0554933982763789,0.203446519524618,-0.205263157894737,-0.193833573833574,0.281558441558442,-0.102652519893899,0.253801436658579,0.253613053613054,-0.143963133640553,0.253613053613054,0.1,0.238461538461538,0.2,-0.1,0.0210144927536232,0.292075471698113,0.272264713311442,0.138787878787879,-0.0666666666666667,0.0771636859872154,0.0513687600644122,-0.266666666666667,-0.3,-0.214666666666667,0.0550724637681159
"Jagged",-0.133716475095785,0.214666666666667,0.0333333333333333,0.0666666666666667,-0.138787878787879,-0.0933333333333333,-0.0933333333333333,0,-0.003,0,0.166666666666667,0.0690476190476191,0.0833333333333333,0.0666666666666667,-0.1,-0.2,0,0,0.0666666666666667,0.1,0.135897435897436,0.02,-0.0133333333333333,-0.253613053613054,0.02,0,0,0.1,-0.105714285714286,0.315458937198068,0.068582403511981,0.214736842105263,-0.2,-0.19012987012987,0.267272727272727,-0.0923076923076923,0.259107559107559,0.238461538461538,-0.0342857142857143,0.238461538461538,0,0.2,0.1,0,0.0166666666666667,0.26,0.262918918918919,0.0933333333333333,-0.1,0.0597033685268979,0.0550724637681159,-0.3,-0.2,-0.266666666666667,0.0333333333333333
"DELTA",-0.133716475095785,0.214666666666667,0.0333333333333333,0.0666666666666667,-0.138787878787879,-0.0933333333333333,-0.0933333333333333,0,-0.003,0,0.166666666666667,0.0690476190476191,0.0833333333333333,0.0666666666666667,-0.1,-0.2,0,0,0.0666666666666667,0.1,0.135897435897436,0.02,-0.0133333333333333,-0.253613053613054,0.02,0,0,0.1,-0.105714285714286,0.315458937198068,0.068582403511981,0.214736842105263,-0.2,-0.19012987012987,0.267272727272727,-0.0923076923076923,0.259107559107559,0.238461538461538,-0.0342857142857143,0.238461538461538,0,0.2,0.1,0,0.0166666666666667,0.26,0.262918918918919,0.0933333333333333,-0.1,0.0597033685268979,0.0550724637681159,-0.3,-0.2,-0.266666666666667,0.0333333333333333
"cfos",-0.114829545454545,0.212923351158645,0.0153508771929825,0.0416666666666667,-0.126813326956799,-0.113398692810458,-0.113398692810458,0.0666666666666667,0.0207532467532467,0.1,0.14161543098252,0.0793821471240826,0.0616402116402117,0.119047619047619,-0.24,-0.258518518518518,-0.2,-0.1,0.122273425499232,0.0523809523809524,0.123507993400467,0.132051282051282,-0.0476050110537951,-0.266359032299626,-0.0391304347826087,0.116666666666667,0,0.12,-0.0987620414019266,0.33015873015873,0.0892969269853629,0.21528662999324,-0.195833333333333,-0.171736111111111,0.280634071810542,-0.0896270396270396,0.263025698966293,0.269329329329329,-0.124358974358974,0.266413255360624,0.2,0.258518518518518,0.24,-0.0666666666666667,-0.0720889555222389,0.312298850574713,0.278137078519258,0.113398692810458,-0.0416666666666667,0.0288428603027143,0.0696644759598755,-0.233333333333333,-0.285714285714286,-0.223529411764706,0.0531428571428571
"CDC42",-0.114829545454545,0.212923351158645,0.0153508771929825,0.0416666666666667,-0.126813326956799,-0.113398692810458,-0.113398692810458,0.0666666666666667,0.0207532467532467,0.1,0.14161543098252,0.0793821471240826,0.0616402116402117,0.119047619047619,-0.24,-0.258518518518518,-0.2,-0.1,0.122273425499232,0.0523809523809524,0.123507993400467,0.132051282051282,-0.0476050110537951,-0.266359032299626,-0.0391304347826087,0.116666666666667,0,0.02,-0.0987620414019266,0.33015873015873,0.0892969269853629,0.21528662999324,-0.195833333333333,-0.171736111111111,0.280634071810542,-0.0896270396270396,0.263025698966293,0.269329329329329,-0.124358974358974,0.266413255360624,0.2,0.258518518518518,0.24,-0.0666666666666667,-0.0720889555222389,0.312298850574713,0.278137078519258,0.113398692810458,-0.0416666666666667,0.0288428603027143,0.0696644759598755,-0.233333333333333,-0.185714285714286,-0.223529411764706,0.0531428571428571
"CD44",-0.172619047619048,-0.196388888888889,0.06,0.0666666666666667,-0.0447619047619048,-0.0476190476190476,-0.0476190476190476,0.1,-0.136410256410256,0,-0.170494417862839,0.0509070294784581,0.0611111111111111,0.05,-0.2,-0.2,-0.1,-0.1,0.07,0.1,0.07,0.0857142857142857,-0.22,-0.0503875968992248,-0.2,0.1,-0.2,-0.2,0.0808333333333333,-0.185714285714286,-0.041959706959707,-0.108596243621757,-0.166666666666667,-0.0725407925407925,-0.155467720685112,0.0362962962962963,0.0380799045915325,0.0666666666666667,-0.0804511278195489,0.0666666666666667,0,0.1,0.1,-0.1,-0.0830409356725146,0.1,0.165267925351959,0.0476190476190476,-0.1,0.282903762903763,0.0714285714285714,0.153333333333333,0.133333333333333,0.190833333333333,0.180952380952381
"PAK1",-0.119920454545455,0.201994389410011,0.000536062378167651,0.0153508771929825,-0.131813326956799,-0.126813326956799,-0.126813326956799,0.0416666666666667,0.0180358554488989,0.0666666666666667,0.143286075373928,0.0768015019627923,0.0793821471240826,0.122273425499232,-0.258518518518518,-0.269329329329329,-0.24,-0.2,0.123507993400467,0.119047619047619,0.137507993400467,0.124358974358974,-0.0582716777204618,-0.263025698966293,-0.0476050110537951,0.132051282051282,-0.0391304347826087,0,-0.100831006919168,0.323406318583167,0.0876485753370113,0.20968109366106,-0.204744224422442,-0.176644086571234,0.282664528663334,-0.0868646086878131,0.260405009311121,0.266359032299626,-0.11996336996337,0.26397423097038,0.24,0.266413255360624,0.258518518518518,-0.0523809523809524,-0.0897360143457683,0.317330297115593,0.27738519882001,0.126813326956799,-0.0416666666666667,0.0319170013515389,0.0719152798183964,-0.223529411764706,-0.233333333333333,-0.212923351158645,0.0744543325526932
"LIV1",-0.119920454545455,0.201994389410011,0.000536062378167651,0.0153508771929825,-0.131813326956799,-0.126813326956799,-0.126813326956799,0.0416666666666667,0.0180358554488989,0.0666666666666667,0.143286075373928,0.0768015019627923,0.0793821471240826,0.122273425499232,-0.258518518518518,-0.269329329329329,-0.24,-0.2,0.123507993400467,0.119047619047619,0.137507993400467,0.124358974358974,-0.0582716777204618,-0.263025698966293,-0.0476050110537951,0.132051282051282,-0.0391304347826087,0,-0.100831006919168,0.323406318583167,0.0876485753370113,0.20968109366106,-0.204744224422442,-0.176644086571234,0.282664528663334,-0.0868646086878131,0.260405009311121,0.266359032299626,-0.11996336996337,0.26397423097038,0.24,0.266413255360624,0.258518518518518,-0.0523809523809524,-0.0897360143457683,0.317330297115593,0.27738519882001,0.126813326956799,-0.0416666666666667,0.0319170013515389,0.0719152798183964,-0.223529411764706,-0.233333333333333,-0.212923351158645,0.0744543325526932
"EGR1",-0.119920454545455,0.201994389410011,0.000536062378167651,0.0153508771929825,-0.131813326956799,-0.126813326956799,-0.126813326956799,0.0416666666666667,0.0180358554488989,0.0666666666666667,0.143286075373928,0.0768015019627923,0.0793821471240826,0.122273425499232,-0.258518518518518,-0.269329329329329,-0.24,-0.2,0.123507993400467,0.119047619047619,0.137507993400467,0.124358974358974,-0.0582716777204618,-0.263025698966293,-0.0476050110537951,0.132051282051282,-0.0391304347826087,0,-0.100831006919168,0.323406318583167,0.0876485753370113,0.20968109366106,-0.204744224422442,-0.176644086571234,0.282664528663334,-0.0868646086878131,0.260405009311121,0.266359032299626,-0.11996336996337,0.26397423097038,0.24,0.266413255360624,0.258518518518518,-0.0523809523809524,-0.0897360143457683,0.317330297115593,0.27738519882001,0.126813326956799,-0.0416666666666667,0.0319170013515389,0.0719152798183964,-0.223529411764706,-0.233333333333333,-0.212923351158645,0.0744543325526932
"SNAI1",-0.120514513951395,0.202196002313237,0.000536062378167651,0.000536062378167651,-0.132305937794237,-0.131813326956799,-0.131813326956799,0.0416666666666667,0.0205999580130015,0.0416666666666667,0.0399052924557782,0.0756944908926816,0.0768015019627923,0.123507993400467,-0.269329329329329,-0.266359032299626,-0.258518518518518,-0.24,0.137507993400467,0.122273425499232,0.134983721555806,0.11996336996337,-0.0663434265993856,-0.260405009311121,-0.0582716777204618,0.124358974358974,-0.0476050110537951,-0.0391304347826087,-0.10299110857101,0.325251337033352,0.0861632558206037,0.207912103026304,-0.204366865931876,-0.173585263041822,0.281992098307907,-0.0893750689388591,0.257565566874363,0.263025698966293,-0.118738880167452,0.260866369910051,0.258518518518518,0.26397423097038,0.266413255360624,-0.119047619047619,-0.0885455381552921,0.317097196882493,0.276398356714747,0.131813326956799,-0.0153508771929825,0.0322857576371574,0.0720382810484087,-0.212923351158645,-0.223529411764706,-0.201994389410011,0.0778811238299518
"TWIST1",-0.221507562190301,-0.089625154419063,-0.207831998509965,-0.202747252747253,-0.124584336697617,-0.125954199711315,-0.125954199711315,-0.15,-0.202601885147652,-0.1,-0.18144330504479,-0.114484151117814,-0.116134316134316,0.0564444444444444,-0.180952380952381,-0.172441742654509,-0.180952380952381,-0.166666666666667,0.0605540334855403,0.0444444444444444,0.0571057576234714,0.0011965811965812,-0.204012318271344,-0.158838785650382,-0.199534706331045,0.00888888888888889,-0.186376811594203,-0.173333333333333,0.0790538137781199,-0.202567479760462,0.0258090578101886,0.0997013051529945,-0.155420602789024,-0.0655377564376408,-0.166962582538518,0.131119605032648,0.155331022568151,0.164811220566155,0.00540719238832446,0.165583959899749,0.180952380952381,0.173583959899749,0.180952380952381,-0.0333333333333333,0.116117216117216,0.218490380587155,0.204745009513741,0.125954199711315,0.188461538461538,-0.100955443713362,0.1013258872908,0.0845141065830721,0.0672727272727273,0.0907641065830721,0.114154680008339
"Destcompl",-0.571027718350912,-0.384128671432275,-0.400697091271938,-0.395999104694757,-0.455076574944723,-0.455861504301081,-0.455861504301081,-0.357142857142857,-0.307538086133221,-0.3,-0.413272257811023,-0.122130325814536,-0.119206349206349,0.0766940339354133,-0.231756903674712,-0.219319092729438,-0.246825396825397,-0.261111111111111,0.0709945520701283,0.0881226053639847,0.0661589621281554,-0.138991382687035,-0.339665233431575,-0.204922241369798,-0.335023883220605,-0.122687034860948,-0.325734265734266,-0.298461538461538,0.10136792587545,-0.397731267345051,-0.36455224633262,-0.342642269548448,0.0406027401651632,-0.169243761233806,-0.293382111122259,0.335621152629412,0.202474510620181,0.209990734520483,0.14680701394956,0.20979470745509,0.246825396825397,0.218885616545999,0.231756903674712,-0.0777777777777778,0.126872273026119,0.272699052264731,0.444211496485643,0.455861504301081,0.37888198757764,0.341289946086388,0.122364910503208,0.376467276565799,0.366122448979592,0.382256750250009,0.134969810774019
"ZEB1",-0.151238526719132,0.122945774937518,0.0772283166933728,0.0886568881219442,-0.212057848216673,-0.208750761602499,-0.208750761602499,0.113333333333333,-0.061651018652732,0.133333333333333,0.118148680667232,0.189220085046009,0.18248931581524,0.227272727272727,-0.279111944965604,-0.283033513593055,-0.271794871794872,-0.233333333333333,0.225311942959002,0.2,0.225667814845123,0.187254901960784,0.0107411246436901,-0.281762828013858,0.0147058823529412,0.183333333333333,0.03,0.05,-0.0731349723601123,0.384011320131789,-0.0075803987802589,0.168097202221982,-0.138167641325536,-0.269163633863915,0.334620700062328,-0.103326550947441,0.280099422925796,0.284422402481943,-0.182296224274834,0.273411631533331,0.261904761904762,0.273067988921647,0.269221835075494,-0.2,-0.201102938512265,0.326392857888858,0.271372112067067,0.208750761602499,-0.0870175438596491,0.237579946601132,0.173608611014467,-0.129027153090122,-0.150766283524904,-0.126489082024132,0.170516305182278
"ZEB2",-0.30806718867967,-0.30761629904487,-0.248990134994808,-0.248055555555556,-0.21300634055452,-0.212792207792208,-0.212792207792208,-0.211111111111111,-0.204234504328439,-0.2,-0.196840573787576,-0.174384977784153,-0.168287416808544,-0.160714285714286,-0.156666666666667,-0.15140350877193,-0.15,-0.15,-0.148519163763066,-0.146428571428571,-0.145791891035793,-0.145333333333333,-0.144218532168344,-0.14280935123411,-0.13568194680249,-0.133333333333333,-0.132456140350877,-0.116666666666667,-0.00287334887334887,0.0180065832135708,0.049279540442643,0.070802739692321,0.0944688644688645,0.101460331903768,0.139129056952983,0.140515297906602,0.141121039545799,0.144922027290448,0.148065573770492,0.155124783473407,0.159090909090909,0.160629370629371,0.165757575757576,0.175,0.183252876156102,0.188079990626524,0.205585985997176,0.212792207792208,0.223611111111111,0.224948378952533,0.269030846171447,0.296883116883117,0.298701298701299,0.30708719851577,0.372602568183123
"miR200",-0.205020834553238,-0.09308466822588,-0.0652234359483615,-0.0557894736842105,-0.250404623725798,-0.244668962877918,-0.244668962877918,-0.02,-0.175577530853604,0,-0.0182861582861583,0.00855292832711203,0.00635857096034087,0.0458333333333333,-0.261739130434783,-0.268781383955909,-0.24,-0.2,0.0546940928270042,0.0325,0.0590419189139607,0.0342857142857143,-0.0626716141001855,-0.266797256971782,-0.0524675324675325,0.0377339901477833,-0.0342857142857143,-0.0142857142857143,-0.0449993908530494,0.303982974910394,0.0745121339897168,0.226937810798784,-0.023030303030303,-0.0882588348117957,0.242219184525384,0.00982820201106368,0.26437301454754,0.268781383955909,-0.0314608555286521,0.267042253521127,0.24,0.267042253521127,0.26,-0.02,-0.0084180790960452,0.309032249927479,0.283568592721498,0.244668962877918,0.0357894736842105,0.270985189817148,0.318127240143369,0.0759803921568627,0.0583333333333333,0.0872707147375079,0.320220841959972
