"","GLI","STAT","PI3K","GSK3","ZEB2","Destcompl","NFB","IKK","TWIST1","KLF4","PAK1","HEY1","SMAD","EGR1","SNAI1","TGFR","TGF","cfos","NOTCH","NOTCHic","Csl","SHH","RKIP","SMO","Patched","FUS","MEK","ERK","FOXC2","ILK","CDC42","Jagged","SUFU","miR200","TrCP","AKT","Csn","SOSGRB2","ZEB1","RAF","DELTA","RAS","SNAI2","LIV1","DSH","Frizzled","Wnt","SRC","cMet","CD44","Ecadherin","TCFLEF","cateninnuc","cateninmemb","AXIN2"
"cateninmemb",-0.400129691652122,-0.341176470588235,-0.288567119155354,-0.0983320959041209,-0.0287910045534802,-0.112849848771527,-0.224761904761905,-0.246984126984127,-0.301702218814279,-0.0506797937177684,-0.179090909090909,0.00591403858675868,0.0253265957820121,0.129090909090909,0.0707291431805447,-0.197432372505543,-0.204846477388003,0.140855614973262,-0.124058636782638,-0.119969417451783,-0.123062200956938,-0.319846435526204,0.0511442098119466,0.302083333333333,0.309610215053763,-0.283333333333333,-0.151601521583329,-0.148072109818623,-0.211708887271764,-0.0241159420289855,0.191090909090909,0.379448744527258,-0.233333333333333,-0.031791938663447,0.2,0.256075036075036,0.22,0.0500127892630375,0.0287910045534802,0.288567119155354,0.288567119155354,0.298343655468204,0.472436871271954,0.3,0.341176470588235,0.362106703146375,0.382796358318789,0.362106703146375,0.383845833581157,0.401571586089519,0.391476955798654,0.411907825192881,0.419937703810995,0.447993948344253,0.452661923714491
"SNAI2",-0.431164419673119,-0.323636363636364,-0.327539329829838,-0.144362255404478,-0.0279406335221313,-0.15879559357625,-0.25,-0.267241379310345,-0.334236253754985,-0.0478846153846154,-0.196078431372549,0.0130198915009042,0.0371652562905343,0.133333333333333,0.0641819802535562,-0.236127271421389,-0.246065159620147,0.150980392156863,-0.168808384597858,-0.164912280701754,-0.149122807017544,-0.359046379115026,0.0441923076923077,0.312941176470588,0.343553421368547,-0.26,-0.174165341812401,-0.164705882352941,-0.242223687104909,-0.0366867873910127,0.219887955182073,0.415070081430705,-0.2,-0.0310191294348565,0.1,0.287723307021188,0.2,0.0844827586206897,0.0279406335221313,0.327539329829838,0.327539329829838,0.339868096953126,0.709709605835139,0.26,0.323636363636364,0.373636363636364,0.406030729833547,0.373636363636364,0.406030729833547,0.43183718144645,0.644275774633296,0.452661923714491,0.466947638000206,0.586658884453783,0.475477584603413
"KLF4",-0.382796358318789,-0.3,-0.27974358974359,-0.0976698442484918,-0.027843137254902,-0.112663455481685,-0.22,-0.224761904761905,-0.292949891067538,-0.0481481481481481,-0.159090909090909,0.006585179526356,0.0241159420289855,0.12,0.0694633203957346,-0.191090909090909,-0.197432372505543,0.129090909090909,-0.119969417451783,-0.123062200956938,-0.107272727272727,-0.309610215053763,0.0500206143063286,0.283333333333333,0.302083333333333,-0.233333333333333,-0.148072109818623,-0.140855614973262,-0.204615065761466,-0.0226666666666667,0.179090909090909,0.366862932170278,-0.2,-0.0304884004884005,0.1,0.246984126984127,0.2,0.052644368210406,0.027843137254902,0.27974358974359,0.27974358974359,0.288567119155354,0.459252042855337,0.233333333333333,0.3,0.341176470588235,0.362106703146375,0.341176470588235,0.362106703146375,0.383845833581157,0.48951972115345,0.401571586089519,0.411907825192881,0.532283608442145,0.43183718144645
"HEY1",-0.382796358318789,-0.3,-0.27974358974359,-0.0976698442484918,-0.027843137254902,-0.112663455481685,-0.22,-0.224761904761905,-0.292949891067538,-0.0481481481481481,-0.159090909090909,0.006585179526356,0.0241159420289855,0.12,0.0694633203957346,-0.191090909090909,-0.197432372505543,0.129090909090909,-0.119969417451783,-0.123062200956938,-0.107272727272727,-0.309610215053763,0.0500206143063286,0.283333333333333,0.302083333333333,-0.233333333333333,-0.148072109818623,-0.140855614973262,-0.204615065761466,-0.0226666666666667,0.179090909090909,0.366862932170278,-0.2,-0.0304884004884005,0.1,0.246984126984127,0.2,0.052644368210406,0.027843137254902,0.27974358974359,0.27974358974359,0.288567119155354,0.459252042855337,0.233333333333333,0.3,0.341176470588235,0.362106703146375,0.341176470588235,0.362106703146375,0.383845833581157,0.48951972115345,0.401571586089519,0.411907825192881,0.532283608442145,0.43183718144645
"FOXC2",-0.382796358318789,-0.3,-0.27974358974359,-0.0976698442484918,-0.027843137254902,-0.112663455481685,-0.22,-0.224761904761905,-0.292949891067538,-0.0481481481481481,-0.159090909090909,0.006585179526356,0.0241159420289855,0.12,0.0694633203957346,-0.191090909090909,-0.197432372505543,0.129090909090909,-0.119969417451783,-0.123062200956938,-0.107272727272727,-0.309610215053763,0.0500206143063286,0.283333333333333,0.302083333333333,-0.233333333333333,-0.148072109818623,-0.140855614973262,-0.204615065761466,-0.0226666666666667,0.179090909090909,0.366862932170278,-0.2,-0.0304884004884005,0.1,0.246984126984127,0.2,0.052644368210406,0.027843137254902,0.27974358974359,0.27974358974359,0.288567119155354,0.459252042855337,0.233333333333333,0.3,0.341176470588235,0.362106703146375,0.341176470588235,0.362106703146375,0.383845833581157,0.48951972115345,0.401571586089519,0.411907825192881,0.532283608442145,0.43183718144645
"TCFLEF",-0.1123581718083,-0.1125,-0.0784832620139479,0.140905604346976,-0.0219569821017189,0.0970763273536137,-0.0988051948051948,-0.0955793883535819,0.0132888310217878,-0.120908135981665,0.2,-0.0110003489072858,-0.00929712368295442,0.0657142857142857,0.194622072488181,0.193479678330798,0.193810804158612,0.0779094076655052,-0.0112571252740083,-0.0115893511876295,-0.00766778256017854,-0.098785539943268,0.106955044312807,0.0933333333333333,0.0981720430107527,-0.0933333333333333,-0.0712427409988386,-0.0712427409988386,-0.196151858735557,0.00987073744968482,-0.195348837209302,0.108595283689566,-0.1,-0.129547888523792,0.0857142857142857,0.0966663448753211,0.0948051948051948,0.0875006909258406,0.0219569821017189,0.0784832620139479,0.0784832620139479,0.0770377955224893,0.207877755509259,0.1,0.105882352941176,0.110882352941176,0.111737053795877,0.1175,0.118354700854701,0.118983631672311,-0.0351558736254566,0.0202436545818184,0.0205872971935022,-0.0553213076521347,0.469033455433455
"Destcompl",-0.0635108464718432,-0.0555555555555556,0.0070868153973322,0.0106929524639765,-0.0179983994831358,-0.0957435631782932,0.00082815734989648,-0.00547814895640983,-0.027766242560152,-0.0245000036853256,0.0459183673469388,-0.041275476660092,-0.0393567251461988,-0.0353846153846154,0.0121004061585607,0.0530508537353235,0.0494055335382792,-0.0202331002331002,-0.0227975221889137,-0.0169858989424207,-0.0224206815511163,-0.0554250116457834,0.021703543809941,0.0517569786535304,0.0502025745084526,-0.0574712643678161,0.0285266604461458,0.0251511330199855,-0.0846055772885466,0.0366666666666667,-0.0493666432090077,0.0305109397724188,-0.0333333333333333,-0.0716785535586358,0.0333333333333333,0.00212244425842325,-0.00952380952380952,0.0817060190367999,0.0179983994831358,-0.0070868153973322,-0.0070868153973322,-0.00441805558571525,0.153905395121002,0.0555555555555556,0.0555555555555556,0.0514459665144597,0.0603568576035686,0.0514459665144597,0.0608987028328676,0.0635106431313751,0.102279216620544,0.0641955746382244,0.0668982773409271,0.0776276610304132,0.15741314921829
"PI3K",-0.017785209959123,0,-0.100623376623377,-0.0888768638768639,-0.0156002401934531,0.0171144091284658,0.0333333333333333,0.0156862745098039,0.016199979635475,-0.0239035087719298,0,0.0316247939999327,0.022906762705082,0.0666666666666667,-0.0087842190016103,0.0254117647058824,0.00346054519368723,0.10952380952381,0.0774813895781638,0.0903846153846154,0.075,-0.0561965811965812,-0.0455074337427279,0.05,0.0423076923076923,-0.1,-0.0935160949625752,-0.0918767507002801,0.0130313588850174,-0.026906762705082,-0.0294117647058824,0.0304385964912281,-0.1,0.0692505471193996,0,-0.0182503770739065,-0.1,-0.0626923076923077,0.0156002401934531,0.100623376623377,0.100623376623377,0.100623376623377,-0.00861934710991315,0.1,0,-0.0111111111111111,0.0193236714975845,-0.0111111111111111,0.0193236714975845,0.017785209959123,-0.068752715305719,0.0160902947048857,0.0187707070760197,-0.00676561457547434,0.0682857142857143
"Jagged",0.167692307692308,0,0.0533333333333333,0.0118773946360153,-0.0123188405797101,0.104988416988417,0.1,0.0666666666666667,0.021,-0.0166666666666667,-0.2,-0.0833333333333333,0.030952380952381,0.1,-0.0916666666666667,-0.0444444444444444,-0.0324444444444444,0.2,-0.125714285714286,-0.14,-0.2,0.0121794871794872,-0.123076923076923,0.0666666666666667,0.0416666666666667,-0.1,-0.22,-0.22,-0.00857142857142857,-0.0166666666666667,0.1,-0.0110822510822511,0,0.0824242424242424,0,-0.0777777777777778,0,-0.22,0.0123188405797101,-0.0533333333333333,-0.0533333333333333,-0.0533333333333333,-0.0508798391151332,0,0,-0.1,-0.16,-0.1,-0.16,-0.167692307692308,-0.167789473684211,-0.176783216783217,-0.188871128871129,-0.207091640753613,-0.201428571428571
"ZEB1",-0.228884400320156,-0.207692307692308,-0.159578763961739,0.0110572835464528,-0.0122817082085977,-0.0945928457455354,-0.170877192982456,-0.182352602818522,-0.291367352503846,-0.0184544222591606,-0.300766283524904,-0.0813531891252098,-0.0950149054428021,0.2,-0.127177912978261,-0.298956528503938,-0.304074638740158,0.212,0.0883892399935181,0.0892156862745098,0.0833333333333333,0.0831977404355466,-0.165233824846978,-0.0840909090909091,-0.0821301247771836,0.075,-0.220966053381705,-0.217882352941176,-0.0422716435523151,0.0988610592889559,0.296418457437948,-0.0209590167671735,0.1,0.13027558850634,0.166666666666667,0.185209745675665,0.186666666666667,-0.211500974658869,0.0122817082085977,0.159578763961739,0.159578763961739,0.161940968686148,0.285007740981777,0.2,0.214285714285714,0.216724738675958,0.224417046368266,0.210131332082552,0.216013685023728,0.221569240579284,0.128379978395652,0.22582455972822,0.227585812174404,0.246025892936165,0.25758710055393
"SUFU",-0.357771740857243,-0.233333333333333,-0.240400239041957,0.0126023887691573,-0.0103809352299345,-0.0272468178719463,-0.131714285714286,-0.150945054945055,-0.0749438956957713,-0.0228801958923683,-0.0583333333333333,0.00148112756808409,0.00582340900302608,-0.0276923076923077,0.132066300335536,-0.0637387387387387,-0.0682752278906125,-0.0186013986013986,-0.0212049062049062,-0.018030303030303,-0.0271212121212121,-0.236048028548029,0.135428384412184,0.229722222222222,0.228712121212121,-0.224166666666667,0.0193252919738613,0.0197508238887549,-0.146871535174035,-0.00513056835637481,0.0637387387387387,0.194322130356815,-0.186666666666667,-0.113045666142876,0.15,0.155643041522236,0.135714285714286,-0.0105140473561526,0.0103809352299345,0.240400239041957,0.240400239041957,0.248628087143223,0.370663871661889,0.2,0.325,0.330555555555556,0.344017094017094,0.238888888888889,0.253451995685005,0.266985830271472,0.199462118580698,0.272692352010602,0.277858592419809,0.2882815206334,0.402430390084923
"FUS",-0.344017094017094,-0.2,-0.237343470483005,0.0133735969953783,-0.00941475165505528,-0.0280442660378155,-0.135714285714286,-0.131714285714286,-0.0689645142524724,-0.0210837887067395,-0.0333333333333333,0.00148112756808409,0.00513056835637481,-0.02,0.131555227081703,-0.0637387387387387,-0.0637387387387387,-0.0276923076923077,-0.018030303030303,-0.0271212121212121,-0.0121212121212121,-0.228712121212121,0.134203894616266,0.224166666666667,0.229722222222222,-0.186666666666667,0.0197508238887549,0.0186013986013986,-0.141660617059891,-0.0019047619047619,0.0583333333333333,0.184583413017148,-0.0666666666666667,-0.111930424507189,0.1,0.150945054945055,0.15,-0.00701754385964912,0.00941475165505528,0.237343470483005,0.237343470483005,0.240400239041957,0.362423924397552,0.1,0.3,0.325,0.330555555555556,0.233333333333333,0.238888888888889,0.253451995685005,0.19348889509975,0.266985830271472,0.272692352010602,0.281323812584286,0.387676291724268
"IKK",-0.157350427350427,-0.15,-0.121173623714459,-0.0826923076923077,-0.00926315789473684,0.00462316916017118,-0.0857142857142857,-0.219047619047619,-0.0313398692810457,-0.00769230769230769,0.05,-0.0888544891640867,-0.092759900990099,0,0.0214588634435963,0.0368686868686869,0.0392686868686869,-0.0142857142857143,0.0917748917748918,0.0965367965367965,0.0727272727272727,0.0568071519795658,0.0225865209471767,-0.06,-0.0637037037037037,0.08,0.00895238095238095,0.00228571428571429,0.0424531024531025,0.09375,-0.0277777777777778,0.0321571383942518,0.1,-0.00896321070234114,0,0.216344916344916,0.1,0.102521008403361,0.00926315789473684,0.121173623714459,0.121173623714459,0.131032778644036,-0.140392604530397,0.1,0.15,0.138888888888889,0.146581196581197,0.138888888888889,0.146581196581197,0.157350427350427,0.126653439798239,0.156785455599015,0.158895160240365,0.173364391660481,0.194761904761905
"NFB",-0.157350427350427,-0.138888888888889,-0.131032778644036,-0.0795550527903469,-0.00658116555757209,0.00329426550568613,-0.219047619047619,-0.216344916344916,-0.0310224089635854,-0.0134615384615385,0.0277777777777778,-0.090640203449801,-0.0983361091685377,-0.0142857142857143,0.021732836046336,0.0392686868686869,0.0361041299066616,-0.00228571428571429,0.0833877950006982,0.0917748917748918,0.0965367965367965,0.051987874871132,0.0200224183830741,-0.0637037037037037,-0.0568071519795658,0.06,0.0135275443510738,0.00895238095238095,0.0420546960786005,0.092759900990099,-0.0368686868686869,0.0321571383942518,0.08,-0.00866109589871576,0.1,0.20967824967825,0.0857142857142857,0.105678903140203,0.00658116555757209,0.131032778644036,0.131032778644036,0.131530291081847,-0.138156832172673,0.15,0.138888888888889,0.146581196581197,0.157350427350427,0.146581196581197,0.157350427350427,0.156785455599015,0.127937548947516,0.158895160240365,0.163052022985463,0.177060273392266,0.198308004052685
"TrCP",0.158581277040841,0.15,-0.00714703225463627,-0.0241504329004329,-0.0047202520443569,0.111662524222035,0.0416666666666667,0.0469298245614035,-0.00748174289478637,-0.000822794691647152,-0.0523809523809524,0.031308610400682,0.0343454514422256,0.24,-0.0939513787723812,-0.0815253374076903,-0.0793395450579636,0.25304347826087,-0.0181684981684982,-0.0225641025641026,-0.017948717948718,-0.0138238038345565,-0.170725057631135,0.0120583717357911,0.0108238038345565,-0.00238095238095239,-0.274354212724146,-0.27168754605748,-0.00459011527234948,-0.036926096603516,0.0739495798319328,0.0120371080436264,-0.0523809523809524,0.097839741957389,-0.0666666666666667,-0.0432261208576998,-0.0666666666666667,-0.212871287128713,0.0047202520443569,0.00714703225463627,0.00714703225463627,0.00396521407281809,0.000599928883214478,-0.15,-0.15,-0.146296296296296,-0.154191033138402,-0.146296296296296,-0.151701701701702,-0.156652196751207,-0.139189760673914,-0.161837381936392,-0.165285657798461,-0.179164854246958,-0.194965765095889
"LIV1",0.158581277040841,0.15,-0.00714703225463627,-0.0241504329004329,-0.0047202520443569,0.111662524222035,0.0416666666666667,0.0469298245614035,-0.00748174289478637,-0.000822794691647152,-0.0523809523809524,0.031308610400682,0.0343454514422256,0.24,-0.0939513787723812,-0.0815253374076903,-0.0793395450579636,0.25304347826087,-0.0181684981684982,-0.0225641025641026,-0.017948717948718,-0.0138238038345565,-0.170725057631135,0.0120583717357911,0.0108238038345565,-0.00238095238095239,-0.274354212724146,-0.27168754605748,-0.00459011527234948,-0.036926096603516,0.0739495798319328,0.0120371080436264,-0.0523809523809524,0.097839741957389,-0.0666666666666667,-0.0432261208576998,-0.0666666666666667,-0.212871287128713,0.0047202520443569,0.00714703225463627,0.00714703225463627,0.00396521407281809,0.000599928883214478,-0.15,-0.15,-0.146296296296296,-0.154191033138402,-0.146296296296296,-0.151701701701702,-0.156652196751207,-0.139189760673914,-0.161837381936392,-0.165285657798461,-0.179164854246958,-0.194965765095889
"EGR1",0.158581277040841,0.15,-0.00714703225463627,-0.0241504329004329,-0.0047202520443569,0.111662524222035,0.0416666666666667,0.0469298245614035,-0.00748174289478637,-0.000822794691647152,-0.0523809523809524,0.031308610400682,0.0343454514422256,0.24,-0.0939513787723812,-0.0815253374076903,-0.0793395450579636,0.25304347826087,-0.0181684981684982,-0.0225641025641026,-0.017948717948718,-0.0138238038345565,-0.170725057631135,0.0120583717357911,0.0108238038345565,-0.00238095238095239,-0.274354212724146,-0.27168754605748,-0.00459011527234948,-0.036926096603516,0.0739495798319328,0.0120371080436264,-0.0523809523809524,0.097839741957389,-0.0666666666666667,-0.0432261208576998,-0.0666666666666667,-0.212871287128713,0.0047202520443569,0.00714703225463627,0.00714703225463627,0.00396521407281809,0.000599928883214478,-0.15,-0.15,-0.146296296296296,-0.154191033138402,-0.146296296296296,-0.151701701701702,-0.156652196751207,-0.139189760673914,-0.161837381936392,-0.165285657798461,-0.179164854246958,-0.194965765095889
"cfos",0.154191033138402,0.15,-0.00958605664488017,-0.0241504329004329,-0.00439870863599677,0.110760268582937,0.0666666666666667,0.0416666666666667,-0.0101991341991342,0.00409523809523809,-0.0571428571428571,0.0210144927536232,0.036926096603516,0.32,-0.098008658008658,-0.0739495798319328,-0.0815253374076903,0.24,-0.0225641025641026,-0.017948717948718,-0.0333333333333333,-0.0108238038345565,-0.169067599067599,0.00238095238095239,0.0120583717357911,-0.0523809523809524,-0.27168754605748,-0.25304347826087,-0.00527977044476327,-0.0272486772486773,0.0523809523809524,0.0114236111111111,-0.0666666666666667,0.097839741957389,-0.1,-0.0469298245614035,-0.0666666666666667,-0.2,0.00439870863599677,0.00958605664488017,0.00958605664488017,0.00714703225463627,0.00475906089044775,-0.1,-0.15,-0.15,-0.146296296296296,-0.15,-0.146296296296296,-0.151701701701702,-0.137044431954191,-0.156652196751207,-0.161837381936392,-0.174036649118753,-0.189934318555008
