"","LIV1","STAT","ZEB2","DSH","Destcompl","CD44","PI3K","cMet","Frizzled","NFB","SNAI2","miR200","NOTCH","FOXC2","Csn","TGF","CDC42","KLF4","HEY1","GSK3","PAK1","ZEB1","TWIST1","TrCP","EGR1","SNAI1","RKIP","cfos","MEK","ERK","ILK","SMAD","SHH","Patched","SUFU","AKT","Jagged","TGFR","SMO","IKK","cateninmemb","NOTCHic","FUS","Wnt","Ecadherin","AXIN2","Csl","RAF","DELTA","SRC","GLI","RAS","cateninnuc","TCFLEF","SOSGRB2"
"MEK",-0.1,-0.133333333333333,0.10647710140967,-0.133333333333333,0.213611126954828,-0.13824684087842,-0.285098235098235,-0.134750337381916,-0.133333333333333,-0.239285714285714,0.0754831166355883,0.0425812705627735,-0.276720602997975,0.205666674632192,-0.214285714285714,0.212541360906188,0.203809523809524,0.104351984696318,-0.0821208601696407,0.307725230065656,0.18,-0.0529981098130309,0.232686463862934,-0.2,-0.13,0.264800081517914,-0.0668472652218782,0.140344827586207,0.0432171680117388,0.138217168011739,0.10641975622466,0.106050752534623,0.132478302796528,0.138360655737705,0.1,0.264027247262541,0.145766551492428,-0.21035157988429,0.14,0.260497835497835,0.0712572297651207,0.275990675990676,0.12,0.129487179487179,0.140370905707844,0.103509838952877,0.260606060606061,0.285098235098235,0.285098235098235,0.13859649122807,0.132983682983683,0.287320457320457,0.146564330023969,0.143590352328801,0.0765079365079365
"ERK",-0.133333333333333,-0.13859649122807,0.109784188023843,-0.133333333333333,0.2128219499537,-0.143590352328801,-0.287320457320457,-0.13824684087842,-0.129487179487179,-0.260497835497835,0.0751224313335144,0.0442969568372833,-0.275335561446729,0.210965819931337,-0.239285714285714,0.217486415851243,0.21035157988429,0.109003147487015,-0.0797317816713471,0.306726138330869,0.203809523809524,-0.0559902357972829,0.237818225305375,-0.214285714285714,-0.140344827586207,0.268272303740136,-0.0726968473945802,0.138217168011739,0.0429386164797054,0.0432171680117388,0.106050752534623,0.105746801166842,0.133444486371408,0.132478302796528,0.12,0.259440091299239,0.148778599685199,-0.212541360906188,0.138360655737705,0.264027247262541,0.0705212592039432,0.276720602997975,0.14,0.132983682983683,0.140679865543065,0.105623660091088,0.275990675990676,0.287320457320457,0.287320457320457,0.134750337381916,0.13824684087842,0.29029075435016,0.146911552246191,0.146564330023969,0.0716535675758977
"TWIST1",0.0333333333333333,0.0190476190476191,0.152060832762587,0.0190476190476191,0.0773287079606265,0.035336889605026,0.0412985217982055,0.0365417088821344,0.0301587301587302,0.126923076923077,0.0481444018446338,0.105571044265102,0.0699720475192173,0.161431104529379,0.15,0.128669089171505,0.140835945663532,0.149270377319158,0.0462035140001242,0.077602677832186,0.133939393939394,-0.0985318651985319,-0.015068786095674,0.2,-0.02,0.136470478957834,-0.111650302954651,0.0156521739130435,0.0224078691212132,0.0209153318077803,-0.0584630084630085,-0.0620933714993121,-0.131080819668444,-0.125662100456621,-0.166666666666667,-0.127568758924691,-0.0270512167836113,-0.132085945663532,-0.113333333333333,-0.117399267399267,-0.0456813111577313,-0.0614814814814815,-0.133333333333333,-0.035421888053467,-0.0255588030052686,-0.0509222497932175,-0.0614814814814815,-0.0412985217982055,-0.0412985217982055,-0.0301587301587302,-0.033821888053467,-0.0399286587845069,-0.0312583984195653,-0.0321209631119173,-0.105022589919615
"CD44",0.1,0.1,0.152380952380952,0,0.149126923496671,0.0166666666666667,-0.128571428571429,0.15,0.1,-0.2,0.0176712176712177,0.0986912604303909,-0.201503759398496,0.1725,-0.1,0.17,0.153333333333333,0.0476190476190476,-0.0953216374269006,0.188690476190476,0.133333333333333,-0.0920634920634921,0.137362637362637,0,0,0.167889420520999,-0.0362962962962963,0.025,0.025,0.025,0.1,0.0979591836734694,0.1,0.1,0.1,0.206666666666667,0.112167832167832,-0.153333333333333,0.1,0.2,-0.0177106227106227,0.185714285714286,0.1,-0.05,0.0383932254912605,-0.03,0.2,0.128571428571429,0.128571428571429,-0.2,-0.0166666666666667,0.142857142857143,-0.00192605843768635,-0.000387596899224807,-0.0833333333333333
"SNAI1",-0.17,-0.158888888888889,0.159371400439278,-0.158888888888889,-0.20562797034079,-0.145228793149585,0.0546209585090503,-0.144117682038474,-0.148362573099415,0.0291666666666667,-0.0029658951738546,0.0236517350947397,-0.0211145996860283,0.219648215734592,0.0291666666666667,0.23842141490989,0.251196842373313,0.166123774018059,0.0435175269508103,-0.176071723243753,0.255742296918767,-0.033699074801628,0.153534270077748,-0.00833333333333333,-0.0182608695652174,-0.0150217905662941,-0.104575506634269,0.00978629329403095,0.0120284457603987,0.00978629329403095,-0.0405785970302099,-0.0421776130203698,0.00613100747832974,0.0117620754394948,0.00238095238095238,-0.0340277777777778,0.0290586756686315,-0.242453672974406,0.0157620754394948,-0.0291666666666667,0.109413015916753,0.0256043956043956,0.0120583717357911,0.143972329196976,0.186893624813146,0.113602220811069,0.03,-0.0546209585090503,-0.0546209585090503,0.148078078078078,0.145252036692406,-0.0560987910213656,0.147848699510292,0.147435689701309,-0.162528748157835
"Jagged",0,0,0.160628019323671,0,-0.0423938223938224,-0.0430769230769231,0.0533333333333333,-0.02,0,0,0.0508044243338361,0.0339393939393939,-0.105714285714286,0.195714285714286,0,0.200888888888889,0.2,0.138888888888889,0.15,-0.0547892720306513,0.2,-0.0345410628019324,0.12,0,0.1,0.1,-0.107692307692308,0,0.02,0.02,-0.05,-0.0452380952380952,-0.0147435897435897,0.00833333333333333,0,0,0.00614718614718615,-0.188888888888889,0.0333333333333333,0.0333333333333333,0.0233565026522773,0.12,0,0.02,0.0705964912280702,0.0242857142857143,0.1,-0.0533333333333333,-0.0533333333333333,0,0.0430769230769231,-0.0442424242424242,0.0406127206127206,0.0461072261072261,-0.18
"DELTA",0,0,0.160628019323671,0,-0.0423938223938224,-0.0430769230769231,0.0533333333333333,-0.02,0,0,0.0508044243338361,0.0339393939393939,-0.105714285714286,0.195714285714286,0,0.200888888888889,0.2,0.138888888888889,0.15,-0.0547892720306513,0.2,-0.0345410628019324,0.12,0,0.1,0.1,-0.107692307692308,0,0.02,0.02,-0.05,-0.0452380952380952,-0.0147435897435897,0.00833333333333333,0,0,0.00614718614718615,-0.188888888888889,0.0333333333333333,0.0333333333333333,0.0233565026522773,0.12,0,0.02,0.0705964912280702,0.0242857142857143,0.1,-0.0533333333333333,-0.0533333333333333,0,0.0430769230769231,-0.0442424242424242,0.0406127206127206,0.0461072261072261,-0.18
"PAK1",-0.15,-0.17,0.161708423809511,-0.17,-0.203873584375877,-0.144117682038474,0.0505300494181412,-0.148078078078078,-0.158888888888889,0.0291666666666667,-0.00192667291438427,0.0235556736153929,-0.0256043956043956,0.223587224629128,-0.00833333333333333,0.242453672974406,0.255742296918767,0.171419724173823,0.0387556221889055,-0.174553571428571,0.238095238095238,-0.0345600834117141,0.153636834180312,-0.0333333333333333,-0.04,0.0848002734906454,-0.106249146801633,0.0182608695652174,0.00978629329403095,0.00978629329403095,-0.0341269841269841,-0.0405785970302099,0.0117620754394948,0.0157620754394948,0.019047619047619,-0.0291666666666667,0.0307057344921609,-0.251196842373313,0.0120583717357911,-0.0291666666666667,0.109792981374439,0.03,0.00238095238095238,0.148362573099415,0.187882178403156,0.112436719645568,0.0346153846153846,-0.0505300494181412,-0.0505300494181412,0.158888888888889,0.143972329196976,-0.0546209585090503,0.147435689701309,0.145228793149585,-0.159887238723872
"LIV1",-0.15,-0.17,0.161708423809511,-0.17,-0.203873584375877,-0.144117682038474,0.0505300494181412,-0.148078078078078,-0.158888888888889,0.0291666666666667,-0.00192667291438427,0.0235556736153929,-0.0256043956043956,0.223587224629128,-0.00833333333333333,0.242453672974406,0.255742296918767,0.171419724173823,0.0387556221889055,-0.174553571428571,0.238095238095238,-0.0345600834117141,0.153636834180312,-0.0333333333333333,-0.04,0.0848002734906454,-0.106249146801633,0.0182608695652174,0.00978629329403095,0.00978629329403095,-0.0341269841269841,-0.0405785970302099,0.0117620754394948,0.0157620754394948,0.019047619047619,-0.0291666666666667,0.0307057344921609,-0.251196842373313,0.0120583717357911,-0.0291666666666667,0.109792981374439,0.03,0.00238095238095238,0.148362573099415,0.187882178403156,0.112436719645568,0.0346153846153846,-0.0505300494181412,-0.0505300494181412,0.158888888888889,0.143972329196976,-0.0546209585090503,0.147435689701309,0.145228793149585,-0.159887238723872
"cMet",0.1,0.2,0.163492063492063,0.1,0.149126923496671,0.000387596899224807,-0.142857142857143,0.0166666666666667,0.05,-0.2,0.0205909257004147,0.103378760430391,-0.216397376419773,0.188955696202532,-0.2,0.189148936170213,0.153333333333333,0.0523809523809524,-0.0894392844857241,0.185464669738863,0.153333333333333,-0.0971139971139971,0.151969378935671,-0.1,-0.025,0.174669081537949,-0.0511111111111111,0.025,0.0340909090909091,0.025,0.0979591836734694,0.0997773654916512,0.10625,0.1,0.1,0.212916666666667,0.118689571298267,-0.17,0.1,0.206666666666667,-0.0152195195077757,0.201503759398496,0.1,-0.0166666666666667,0.0366120550077999,-0.0220634920634921,0.185714285714286,0.142857142857143,0.142857142857143,-0.15,-0.00303030303030303,0.150404312668464,-0.00418594544333606,-0.00192605843768635,-0.0766666666666667
"Csl",-0.02,-0.0430769230769231,0.164544532521953,-0.0430769230769231,-0.0431778838562313,-0.035306598163741,0.0511104188165657,-0.0406127206127206,-0.0461072261072261,0.0333333333333333,0.0564005105085292,0.026231293358121,-0.00220911516327476,0.211560312667893,0,0.217759506734,0.220243727598566,0.169913733609386,0.132922158830087,-0.0673332416505347,0.200888888888889,-0.0367755624949956,0.118880186958751,-0.0333333333333333,-0.02,0.0884211762472632,-0.112481219136501,0.00571428571428572,2.08166817117217e-18,2.08166817117217e-18,-0.0311853374443302,-0.0367408929998858,0.00497439756256742,0.0066985354936019,0.00833333333333333,-0.0209302325581395,0.00871264481777727,-0.223428440974362,-0.00297888386123681,-0.0263565891472868,0.0258519217318414,0.00130002425418385,-0.0147435897435897,0.0407308820212046,0.0742538737972959,0.0173075193764431,-0.00396313364055299,-0.0511104188165657,-0.0511104188165657,0.0461072261072261,0.035085720730882,-0.0555221835224481,0.0360103372687476,0.0342378958736647,-0.176405648267009
"AXIN2",-0.1,-0.0933333333333333,0.167411415001136,-0.0933333333333333,0.139304927523578,-0.110676660789259,-0.159581924979849,-0.107206629243518,-0.10031007751938,-0.148792270531401,-0.0608289110040637,0.107724743858648,-0.131830759330759,0.193540721573508,-0.144444444444444,0.197171474645006,0.184151234567901,0.166730382423311,0.00761915204105874,0.144906970603767,0.182916666666667,-0.0944844786958589,0.130044106846,-0.133333333333333,-0.0133333333333333,0.155812207705228,-0.149013352239159,0.020650406504065,0.0208953307709036,0.0215849859433174,0.000138026224982746,0.00172532781228433,0.101593556716508,0.0999542124542125,0.1,0.148454106280193,0.105364811451768,-0.1912308805856,0.0981684981684982,0.147342995169082,-0.104384967322835,0.128452380952381,0.107692307692308,0.107206629243518,-0.0061330112632476,-0.0302931068808674,0.126666666666667,0.159581924979849,0.159581924979849,0.10031007751938,0.110351283331568,0.160106859363051,0.11063925561366,0.111028360672026,-0.0411024692932126
"cfos",-0.1,-0.15,0.167817748568354,-0.15,-0.202520200917231,-0.148078078078078,0.0419934640522876,-0.158888888888889,-0.17,-0.00833333333333333,0.000243309002433091,0.0250785162549868,-0.03,0.231863086698094,-0.0333333333333333,0.251196842373313,0.238095238095238,0.174698412698413,0.0387556221889055,-0.17273538961039,0.214285714285714,-0.0361678004535147,0.158528138528139,0,-0.12,0.0879028987889747,-0.11011655011655,0.04,0.00978629329403095,0.0182608695652174,-0.0341269841269841,-0.0341269841269841,0.0157620754394948,0.0120583717357911,0.0333333333333333,-0.0291666666666667,0.0331597222222222,-0.255742296918767,0.00238095238095238,-0.0291666666666667,0.108510930092388,0.0346153846153846,0.019047619047619,0.158888888888889,0.186428891205924,0.113694581280788,0.05,-0.0419934640522876,-0.0419934640522876,0.17,0.148362573099415,-0.0505300494181412,0.145228793149585,0.144117682038474,-0.143055555555556
"CDC42",-0.1,-0.15,0.167817748568354,-0.15,-0.202520200917231,-0.148078078078078,0.0419934640522876,-0.158888888888889,-0.17,-0.00833333333333333,0.000243309002433091,0.0250785162549868,-0.03,0.231863086698094,-0.0333333333333333,0.251196842373313,0.238095238095238,0.174698412698413,0.0387556221889055,-0.17273538961039,0.314285714285714,-0.0361678004535147,0.158528138528139,0,-0.02,0.0879028987889747,-0.11011655011655,0.04,0.00978629329403095,0.0182608695652174,-0.0341269841269841,-0.0341269841269841,0.0157620754394948,0.0120583717357911,0.0333333333333333,-0.0291666666666667,0.0331597222222222,-0.255742296918767,0.00238095238095238,-0.0291666666666667,0.108510930092388,0.0346153846153846,0.019047619047619,0.158888888888889,0.186428891205924,0.113694581280788,0.05,-0.0419934640522876,-0.0419934640522876,0.17,0.148362573099415,-0.0505300494181412,0.145228793149585,0.144117682038474,-0.143055555555556
"NOTCHic",0,-0.02,0.16951690821256,-0.02,-0.0429950684997414,-0.0406127206127206,0.0456916996047431,-0.0461072261072261,-0.0430769230769231,0,0.0573699363101697,0.0281920776718465,-0.00130002425418385,0.217307439104674,-0.0333333333333333,0.223428440974362,0.200888888888889,0.171342305037957,0.134882943143813,-0.0671859662455274,0.188888888888889,-0.0389855072463768,0.124072060547916,0,-0.02,0.0915832315832316,-0.116628684574289,0.02,2.08166817117217e-18,0.00571428571428572,-0.0319047619047619,-0.0311853374443302,0.0066985354936019,-0.00297888386123681,0.0333333333333333,-0.0263565891472868,0.0118376448177773,-0.220243727598566,-0.0147435897435897,-0.0333333333333333,0.0240170593465203,-0.00396313364055299,0.00833333333333333,0.0461072261072261,0.0723934086810169,0.0196211440551063,0.105714285714286,-0.0456916996047431,-0.0456916996047431,0.0430769230769231,0.0407308820212046,-0.0511104188165657,0.0342378958736647,0.035306598163741,-0.164210526315789
"STAT",0.2,0.0571428571428571,0.173148646225569,0.0571428571428571,0.0929084958227088,0.0307539682539682,0.0830334987593052,0.0196428571428571,0.0196428571428571,0.02,0.0329679898860873,0.0258563764079405,0.0125467557791944,0.199502385821404,0,0.192707972170215,0.165909090909091,0.0711923153099624,0.0273333333333333,0.0649821984868714,0.140909090909091,-0.0421642460103999,0.0459820955323204,0,0,0.108432343564698,-0.134882561132561,0.02,0.00285895003162555,0.00823529411764706,-0.028743961352657,-0.028743961352657,-0.0045417438430404,-0.0107364341085271,0,-0.0224213075060533,0.00369185335337085,-0.192224880382775,-0.0316666666666667,-0.0342857142857143,-0.000123156805411299,-0.0193428722840488,-0.025,-0.0196428571428571,0.064342675746228,-0.0418091712209359,-0.0274509803921569,-0.0830334987593052,-0.0830334987593052,-0.0196428571428571,-0.0305672268907563,-0.0904961853264694,-0.0367826263755867,-0.0373785739322017,-0.240476190476191
"GLI",-0.15,-0.17,0.186375661375661,-0.24,-0.220670625360111,-0.147980276187634,0.189551464115468,-0.150566483084186,-0.230322580645161,0.0929824561403509,0.00211609657034662,0.0230153437893376,0.0405371352785146,0.254081957344341,0.0666666666666667,0.365191294474849,0.380344827586207,0.194830544830545,0.0499052494383564,-0.285401159718632,0.37,-0.0372169312169312,0.164712074381005,0.0333333333333333,-0.0857142857142857,0.113973035086625,-0.116003000640538,0.0690476190476191,0.0671964315610725,0.0677489177489178,-0.0515172370925252,-0.0574631830384712,0.079213852532566,0.0837406015037594,0.0857142857142857,-0.0956291398138203,0.00429003938843548,-0.373426588592496,0.0837406015037594,-0.0909416398138203,0.111884931998432,-0.0338704686118479,0.0732142857142857,0.222087286527514,0.192158742039326,0.114290458937198,-0.0313704686118479,-0.189551464115468,-0.189551464115468,0.160322580645161,0.119108563123259,-0.193313840353092,0.149321090185352,0.148304951512309,-0.20081178408612
"TGF",0,0,0.188941127522363,0,-0.0659355314413196,-0.0652201257861635,0.136904761904762,-0.0633333333333333,-0.0428571428571429,0.141666666666667,0.0582130594458943,0.0754866302280095,0.163563218390805,0.283400621118012,0.166666666666667,0.294484126984127,0.368888888888889,0.178032036613272,0.0803352675693101,-0.166949336812351,0.38,-0.0786931095855581,0.227222222222222,0.2,-0.0666666666666667,0.169017800381437,-0.103463203463203,0.0952380952380952,0.089390142021721,0.100501253132832,-0.103030303030303,-0.0949657869012708,-0.0705531609195402,-0.0736781609195402,-0.0666666666666667,-0.196553884711779,-0.055473735886107,-0.378412698412698,-0.0633333333333333,-0.170238095238095,0.0386423351893003,-0.156666666666667,-0.0466666666666667,0.0728571428571429,0.0929517158818835,0.0355820105820106,-0.146666666666667,-0.136904761904762,-0.136904761904762,0.0333333333333333,0.074743935309973,-0.14047619047619,0.0497895037765941,0.0560095994703741,-0.203947368421053
"RAS",0,-0.1,0.22669734904271,-0.1,0.242455046524814,-0.23153942428035,-0.509487179487179,-0.229411764705882,-0.2,-0.333333333333333,-0.0136052870299239,0.133292307692308,-0.41137040714995,0.285555555555556,-0.3,0.299988351776354,0.24,0.215357142857143,0.00434782608695652,0.394547803617571,0.18,-0.139878497790869,0.217665030005456,-0.2,-0.12,0.311956735496559,-0.133540880503145,0.12,0.135067079463364,0.125263157894737,0.109090909090909,0.102968460111317,0.141751412429379,0.136666666666667,0.1,0.375555555555556,0.181332544845259,-0.281176470588235,0.116666666666667,0.353333333333333,0.0194645366071895,0.386842105263158,0.1,0.229411764705882,0.149163602199773,0.16764163372859,0.35,0.509487179487179,0.509487179487179,0.2,0.229411764705882,0.409487179487179,0.233117110050671,0.230000962741889,0.0341991341991342
"ILK",-0.1,-0.2,0.27010338056056,-0.2,0.217240542604039,-0.224370122630992,-0.281281385281385,-0.228985507246377,-0.233333333333333,-0.266666666666667,-0.0439017178259645,0.0927122353351862,-0.21985111662531,0.301263646922184,-0.233333333333333,0.316867527498804,0.291176470588235,0.265789473684211,-0.000934988060404261,0.245622895622896,0.25,-0.0658166577405586,0.171066535428617,-0.2,-0.0333333333333333,0.273321256038647,-0.255801551389787,0.0333333333333333,0.0408550305368049,0.0392156862745098,0.0136454581832733,0.0144454581832733,0.0638888888888889,0.0666666666666667,0,0.281749622926094,0.0956140350877193,-0.311176470588235,0.0666666666666667,0.284313725490196,-0.00591258311042385,0.223076923076923,0.05,0.228985507246377,0.167405005000349,0.141428571428571,0.2,0.281281385281385,0.281281385281385,0.233333333333333,0.224370122630992,0.278541659253988,0.231524878295271,0.227194981388054,-0.117692307692308
"AKT",-0.2,-0.233333333333333,0.271473243574258,-0.233333333333333,0.215999847814957,-0.227194981388054,-0.278541659253988,-0.224370122630992,-0.228985507246377,-0.284313725490196,-0.0450072454641555,0.0937817540517637,-0.216192580039944,0.304271165719176,-0.266666666666667,0.318378101516931,0.311176470588235,0.273481781376518,0.0013206510373401,0.244816444009992,0.291176470588235,-0.0685563837679559,0.173818829006598,-0.233333333333333,-0.0333333333333333,0.276078148269224,-0.258907141451899,0.0392156862745098,0.0383233849671846,0.0408550305368049,0.0144454581832733,0.0120885558263709,0.0628362573099415,0.0638888888888889,0.05,0.17871931989579,0.0976007900546067,-0.316867527498804,0.0666666666666667,0.281749622926094,-0.00601451990960836,0.21985111662531,0.0666666666666667,0.224370122630992,0.1689201565155,0.143233625580196,0.223076923076923,0.278541659253988,0.278541659253988,0.228985507246377,0.227163418720378,0.279746478531096,0.233371032141425,0.231524878295271,-0.128803418803419
"Frizzled",-0.1,-0.2,0.283822700777969,-0.1,0.243801110268628,-0.230263157894737,-0.352665755297334,-0.230263157894737,-0.225,-0.193333333333333,-0.0349980963776787,0.103232323232323,-0.236134453781513,0.435793239807928,-0.133333333333333,0.44935817805383,0.413333333333333,0.274789915966387,0.016126568466994,0.370229885057471,0.366666666666667,-0.079938539047592,0.299313725490196,-0.1,-0.0333333333333333,0.307470669427191,-0.272380952380952,0.0533333333333333,0.0555119825708061,0.0592156862745098,-0.00318028225004969,-0.000376543932292685,0.0543290043290043,0.0543290043290043,0,0.199583333333333,0.0919555852644088,-0.435072463768116,0.0590909090909091,0.205833333333333,-0.0191727199354318,0.238095238095238,0.05,0.230263157894737,0.174274984129429,0.142424242424242,0.221428571428571,0.352665755297334,0.352665755297334,0.225,0.230263157894737,0.353453156872137,0.238708443293665,0.234898919484141,-0.151515151515151
"DSH",-0.2,-0.225,0.287759708651985,-0.225,0.243037751490002,-0.234898919484141,-0.353453156872137,-0.230263157894737,-0.230263157894737,-0.205833333333333,-0.0355801685546286,0.104451835427445,-0.236833754480813,0.443152547167235,-0.193333333333333,0.455281523001565,0.435072463768116,0.287411275189688,0.0178809544319063,0.369533829373016,0.413333333333333,-0.0838755469216077,0.304278264497288,-0.133333333333333,-0.0533333333333333,0.31123878536922,-0.278674658674659,0.0592156862745098,0.054760102871558,0.0555119825708061,-0.000376543932292685,-0.0015086194039908,0.0561694951265504,0.0543290043290043,0.05,0.20073275862069,0.0958315542566569,-0.44935817805383,0.0543290043290043,0.199583333333333,-0.0183482205243599,0.236134453781513,0.0590909090909091,0.230263157894737,0.176294299318192,0.145377828922133,0.238095238095238,0.353453156872137,0.353453156872137,0.230263157894737,0.23483832129343,0.355974165275499,0.240578434388945,0.238708443293665,-0.161271249076127
"Destcompl",-0.188888888888889,-0.196031746031746,0.288356496776941,-0.196031746031746,0.20224607340621,-0.223164915799346,-0.288632639998223,-0.220552975500839,-0.211100239182431,-0.247619047619048,-0.0760796578147414,0.14984716497718,-0.239784692769793,0.335591305837889,-0.247619047619048,0.330939664432016,0.309275158339198,0.289855735347617,0.0171693264000956,0.313217757578755,0.297551020408163,-0.144406670778086,0.266761955406159,-0.233333333333333,-0.041025641025641,0.324504129109818,-0.306361949786051,0.0470862470862471,0.0456959171422753,0.0465397989988154,-0.00126984126984127,-0.0002172096908939,0.139318159752891,0.134869417006276,0.144444444444444,0.252546794157532,0.21299252116806,-0.322959368865514,0.131242474001095,0.248519948519949,-0.206129360383832,0.233572267920094,0.134099616858238,0.22001113027154,0.00784586953533252,0.111028360672026,0.227050528789659,0.288632639998223,0.288632639998223,0.211100239182431,0.222423004111985,0.28926058348331,0.222498984942152,0.222753956895237,-0.0839824358147891
"TCFLEF",-0.133333333333333,-0.158333333333333,0.289991538188907,-0.150980392156863,0.122233898737775,-0.168559103370424,-0.142817840532642,-0.169188034188034,-0.160980392156863,-0.0988051948051948,0.0231309579504148,0.100805820685339,-0.223681887199955,0.490121263803416,-0.0948051948051948,0.485956418475551,0.477817531305903,0.292024764451235,0.0754968122561614,0.13929392567263,0.461538461538462,-0.0774863104731526,0.297712707636159,-0.0857142857142857,-0.0942857142857143,0.278645842767182,-0.173766818202691,0.101602787456446,0.100786460925834,0.0987456445993031,-0.0349637730690362,-0.0382142510805085,0.0866531904667665,0.0878801843317972,0.0833333333333333,0.0999272144405384,0.116441340226324,-0.485294166819922,0.0814285714285714,0.0955793883535819,-0.0587546715839998,0.220691853977363,0.0766666666666667,0.161835093011564,0.0422584350331193,0.057582905982906,0.218731069663638,0.142817840532642,0.142817840532642,0.168333333333333,0.161835093011564,0.139795501505047,0.0701341320073084,0.0693609361310198,-0.103883924458775
"GSK3",-0.225,-0.230263157894737,0.290285711623753,-0.230263157894737,0.242157159732341,-0.238708443293665,-0.355974165275499,-0.234898919484141,-0.230263157894737,-0.199583333333333,-0.0357527311085544,0.105975868252768,-0.239690897337956,0.447458767262929,-0.205833333333333,0.45964049736054,0.44935817805383,0.291991427861443,0.020303099760626,0.268369103915446,0.435072463768116,-0.0852128426125438,0.307735370771296,-0.193333333333333,-0.0592156862745098,0.313342882822155,-0.282434057170899,0.0555119825708061,0.054760102871558,0.054760102871558,-0.0015086194039908,-0.00405734504117221,0.0571264329255934,0.0561694951265504,0.0590909090909091,0.202442160330091,0.097729364475635,-0.455281523001565,0.0543290043290043,0.20073275862069,-0.0182598031945633,0.236833754480813,0.0543290043290043,0.23483832129343,0.177578461320167,0.146747691935831,0.236134453781513,0.355974165275499,0.355974165275499,0.230263157894737,0.238140208085882,0.356394333342726,0.241367908073156,0.240578434388945,-0.169178225820313
