"","GSK3","Ecadherin","FOXC2","SOSGRB2","MEK","ERK","SNAI2","NOTCHic","cateninnuc","SMO","cMet","IKK","SRC","Csn","AKT","Wnt","ILK","STAT","KLF4","NFB","TrCP","LIV1","TWIST1","RAS","RAF","PI3K","DELTA","ZEB1","ZEB2","CDC42","TGF","PAK1","TGFR","SNAI1","SMAD","FUS","AXIN2","DSH","miR200","Frizzled","Patched","GLI","HEY1","CD44","SHH","RKIP","TCFLEF","SUFU","Csl","EGR1","NOTCH","Jagged","cfos","Destcompl","cateninmemb"
"NFB",0.480580693815988,0.333773653115568,-0.0663188515778157,-0.0436864219371959,-0.0315368814192344,-0.0321904761904762,0.402350025877374,-0.06002886002886,0.219093524791848,-0.0414814814814815,0.198034188034188,0.01003861003861,0.184188034188034,0.0857142857142857,0.00781638781638782,0.198034188034188,-0.0734460946094609,0.161111111111111,0.0318681318681319,-0.0142857142857143,0.1,0.15,-0.113660130718954,0.112344122794936,0.104881436227772,0.104881436227772,0.104881436227772,0.0340873447987785,-0.0340873447987785,0.0712121212121212,0.0601792098197162,0.0666666666666667,0.0608121212121212,0.145635222171874,0.0760483250927323,0.06,-0.142112462006079,-0.161111111111111,0.0493076283145901,-0.184188034188034,0.0380332056194125,-0.207022952079132,0.0781180893409995,-0.206508764305374,0.0223705550170029,0.141957405072159,-0.213681760085965,0.08,0.067965367965368,0.0428571428571429,0.0580933761578923,-0.0710593699361036,0.0388571428571429,-0.412525090372517,-0.325138742238375
"TGF",-0.065731680800174,-0.0334947126895451,0.0381211180124224,-0.340789473684211,-0.365146198830409,-0.380701754385965,-0.160445913561568,0.1,-0.00966823147061479,-0.05,-0.01,-0.146428571428571,0,-0.1,-0.156954887218045,0.00428571428571428,-0.0263636363636364,0,0.0194508009153318,-0.175,-0.2,0,-0.00259259259259259,-0.171428571428571,-0.166071428571429,-0.166071428571429,-0.166071428571429,0.0339962554607863,-0.0339962554607863,0.173333333333333,0.0673809523809524,0.14,0.14952380952381,-0.0226255562619199,0.0441055718475073,0.1,0.00343915343915344,0,0.0562153363877502,-0.0142857142857143,0.0672413793103448,-0.00617250673854447,0.0189555125725339,0.00811320754716981,0.0422413793103448,0.135064935064935,0.0067974180734856,0,-0.06,0.333333333333333,-0.0827586206896552,0.0333885616102111,0.333333333333333,0.0114010185909761,0.0216634832255541
"DSH",0.58468456870489,-0.197708247907586,-0.404000332592744,-0.036289726533629,-0.0266361983389847,-0.0198692810457516,0.0199972748410208,-0.094327731092437,0.172885611237555,0.062987012987013,0.151503759398496,0.17125,0.140789473684211,0.14,0.204583333333333,0.151503759398496,0.017562514280619,0.125,0.0453373582442686,0.1775,0.2,0.1,-0.250431789737171,0.298052686771879,0.291610109741067,0.291610109741067,0.291610109741067,0.033466362147009,-0.033466362147009,0.0582608695652174,0.0591435641064485,0.08,0.0706418219461698,0.289534161490683,-0.036807797299487,-0.0772727272727273,-0.104713606479871,-0.125,0.162637272111357,-0.140789473684211,-0.0984708839547549,-0.16000049142464,-0.00341229505843167,-0.161437534232933,-0.0880414361019942,0.281473526473526,-0.169056581851981,-0.05,0.0845238095238095,0.0133333333333333,0.0838382206029265,-0.0853135147646092,0.0309803921568627,-0.521577496346747,0.018681157436323
"Csn",0.546292273205292,0.00735458557379223,-0.199983001526723,0.0545970252507783,0.0464935064935065,0.0464935064935065,0.103908578805836,-0.0896103896103896,0.195090886555809,0.0284271284271284,0.178084752804321,0.140833333333333,0.167241379310345,0.12,0.151233333333333,0.178084752804321,0.0081741718426501,0.15,0.0332945485886662,0.136666666666667,0.22,0.133333333333333,-0.169721832632071,0.270541120226788,0.26420714709819,0.26420714709819,0.26420714709819,0.0305955334987593,-0.0305955334987593,0.0675373134328358,0.0630027072275852,0.075,0.0675373134328358,0.181232756244419,-0.0146009070611591,-0.0253968253968254,-0.126403741737488,-0.15,0.0451791694733806,-0.167241379310345,-0.0402550854163757,-0.184634971144932,-0.00148394241417497,-0.184751419470987,-0.0418944296786708,0.146758489618035,-0.19118228763819,-0.0142857142857143,0.0909090909090909,-0.04,0.0857642357642358,-0.0630169774300048,-0.04,-0.503079095290918,-0.0756838962602319
"SUFU",0.349309798586174,0.18288520115288,0.0136062561640689,0.305336768494663,0.198222213101157,0.19269029820754,0.328760074719025,0.221666666666667,0.252564367941307,0.262777777777778,0.23789644012945,-0.0133406593406593,0.223333333333333,-0.0285714285714286,-0.0166963640386459,0.330128205128205,0.0807680491551459,0.206666666666667,0.0353072543437715,-0.0325714285714286,-0.1,0.2,-0.11266796571876,0.0783477363100422,0.0713857109935865,0.0713857109935865,0.0713857109935865,0.0296498149663514,-0.0296498149663514,-0.252297297297297,-0.258327764375227,-0.255,-0.256552616446233,-0.0146951421798198,-0.0828465710950998,-0.251666666666667,-0.0864114568221531,-0.3,-0.0703710079727562,-0.316666666666667,-0.259747474747475,-0.334960918882852,-0.0930698426769668,-0.242407718324939,-0.270172185172185,-0.0630086261308647,-0.248114240064069,-0.226666666666667,-0.217121212121212,-0.183076923076923,-0.222460317460317,-0.211113546672457,-0.18004662004662,-0.424952247306776,-0.271256511388454
"KLF4",0.192581841082612,0.306559691707683,-0.129093567251462,0.137492853058891,-0.0453916974474888,-0.060855614973262,0.135351611326217,0.107272727272727,0.0851021751789667,0.0666666666666667,0.0724122207022344,-0.00571428571428572,0.0607843137254902,0,0.00539682539682539,0.0724122207022344,0.04,0.0666666666666667,0.0296296296296296,-0.02,-0.1,0.0333333333333333,-0.0735076252723312,0.00361613876319758,0.00141025641025641,0.00141025641025641,0.00141025641025641,0.0292105263157895,-0.0292105263157895,-0.0710909090909091,-0.0709608277900961,-0.0590909090909091,-0.0724242424242424,0.0663376092654213,-0.0385507246376812,-0.0333333333333333,-0.0601018820646263,-0.0666666666666667,0.0296255596255596,-0.0607843137254902,-0.0666666666666667,-0.0793087724263723,-0.0469213139801375,-0.0802383076587561,-0.0720430107526882,0.0637806637806638,-0.0812416521403615,0,-0.107272727272727,0.04,-0.108303655107779,-0.0868138657943755,0.0490909090909091,-0.206790598370463,-0.289512415091683
"HEY1",0.192581841082612,0.306559691707683,-0.129093567251462,0.137492853058891,-0.0453916974474888,-0.060855614973262,0.135351611326217,0.107272727272727,0.0851021751789667,0.0666666666666667,0.0724122207022344,-0.00571428571428572,0.0607843137254902,0,0.00539682539682539,0.0724122207022344,0.04,0.0666666666666667,0.0296296296296296,-0.02,-0.1,0.0333333333333333,-0.0735076252723312,0.00361613876319758,0.00141025641025641,0.00141025641025641,0.00141025641025641,0.0292105263157895,-0.0292105263157895,-0.0710909090909091,-0.0709608277900961,-0.0590909090909091,-0.0724242424242424,0.0663376092654213,-0.0385507246376812,-0.0333333333333333,-0.0601018820646263,-0.0666666666666667,0.0296255596255596,-0.0607843137254902,-0.0666666666666667,-0.0793087724263723,-0.0469213139801375,-0.0802383076587561,-0.0720430107526882,0.0637806637806638,-0.0812416521403615,0,-0.107272727272727,0.04,-0.108303655107779,-0.0868138657943755,0.0490909090909091,-0.206790598370463,-0.289512415091683
"FOXC2",0.192581841082612,0.306559691707683,-0.129093567251462,0.137492853058891,-0.0453916974474888,-0.060855614973262,0.135351611326217,0.107272727272727,0.0851021751789667,0.0666666666666667,0.0724122207022344,-0.00571428571428572,0.0607843137254902,0,0.00539682539682539,0.0724122207022344,0.04,0.0666666666666667,0.0296296296296296,-0.02,-0.1,0.0333333333333333,-0.0735076252723312,0.00361613876319758,0.00141025641025641,0.00141025641025641,0.00141025641025641,0.0292105263157895,-0.0292105263157895,-0.0710909090909091,-0.0709608277900961,-0.0590909090909091,-0.0724242424242424,0.0663376092654213,-0.0385507246376812,-0.0333333333333333,-0.0601018820646263,-0.0666666666666667,0.0296255596255596,-0.0607843137254902,-0.0666666666666667,-0.0793087724263723,-0.0469213139801375,-0.0802383076587561,-0.0720430107526882,0.0637806637806638,-0.0812416521403615,0,-0.107272727272727,0.04,-0.108303655107779,-0.0868138657943755,0.0490909090909091,-0.206790598370463,-0.289512415091683
"IKK",0.463717948717949,0.333292112184589,-0.053968253968254,-0.0489495798319328,-0.0321904761904762,-0.0388571428571429,0.398284985226968,-0.067965367965368,0.213681760085965,-0.06,0.184188034188034,-0.0142857142857143,0.161111111111111,0.1,0.01003861003861,0.184188034188034,-0.0902777777777778,0.15,0.0318681318681319,0.0857142857142857,0.2,0.1,-0.102549019607843,0.104881436227772,0.0964307320024198,0.0964307320024198,0.0964307320024198,0.0275739348370927,-0.0275739348370927,0.0666666666666667,0.0608121212121212,0.1,0.0712121212121212,0.140429742719819,0.0734460946094609,0.08,-0.137857142857143,-0.15,0.0435674470457079,-0.161111111111111,0.0414814814814815,-0.198034188034188,0.0959752321981424,-0.198034188034188,0.0380332056194125,0.130418943533698,-0.206508764305374,0.1,0.0727272727272727,0,0.06002886002886,-0.0595485785691971,0.0428571428571429,-0.399236053827666,-0.320386894297509
"SNAI2",0.239509539275667,0.479978314619507,-0.157072639729833,0.175693035835024,-0.0585585585585586,-0.0666666666666667,0.416172124196309,0.154385964912281,0.180676403233632,0.149411764705882,0.164274739345162,-0.0563218390804598,0.154415584415584,-0.0666666666666667,-0.0454784655864839,0.164274739345162,0.0518443997317237,0.147272727272727,0.0326923076923077,-0.0666666666666667,-0.1,0.12,-0.16870496771998,-0.0446257970844742,-0.0478221441164377,-0.0478221441164377,-0.0478221441164377,0.0270125865324103,-0.0270125865324103,-0.115406162464986,-0.120300784750913,-0.105882352941176,-0.11967966673849,0.0605440543625636,-0.0523228686312452,-0.12,-0.107431703582794,-0.147272727272727,0.0288839516286766,-0.154415584415584,-0.159615846338535,-0.172296129719493,-0.0633212778782399,-0.172876889882796,-0.166658099859662,0.0543333333333333,-0.176794415655992,-0.1,-0.149122807017544,0.0666666666666667,-0.156983367509683,-0.177299994481421,0.0607843137254902,-0.256030072537843,-0.372637018237287
"Ecadherin",0.19942510819078,0.206072836790449,-0.134356725146199,0.138808642532575,-0.0497054229376849,-0.0453916974474888,0.136375091157644,0.108303655107779,0.0870629594926922,0.0666666666666667,0.0802383076587561,0.00539682539682539,0.0724122207022344,-0.02,0.00669552669552669,0.0793087724263723,0.0385507246376812,0.0607843137254902,0.0397562119081106,-0.00571428571428572,0,0.0666666666666667,-0.0748111634473777,0.00836474211515289,0.00361613876319758,0.00361613876319758,0.00361613876319758,0.026840858069344,-0.026840858069344,-0.0724242424242424,-0.0754816234501322,-0.0710909090909091,-0.0709608277900961,0.0714009004046618,-0.0465410394076569,-0.0666666666666667,-0.059895696497616,-0.0607843137254902,0.0301842188434367,-0.0724122207022344,-0.0720430107526882,-0.0806421057597056,-0.0475924549197348,-0.0812416521403615,-0.0744052154770976,0.0664023866271057,-0.0851021751789667,-0.0333333333333333,-0.107272727272727,0.0490909090909091,-0.11090588559105,-0.0870426987463206,0.060855614973262,-0.212475593710631,-0.291307286886555
"cateninmemb",0.19942510819078,-0.102136331475891,-0.134356725146199,0.138808642532575,-0.0497054229376849,-0.0453916974474888,0.136375091157644,0.108303655107779,0.0870629594926922,0.0666666666666667,0.0802383076587561,0.00539682539682539,0.0724122207022344,-0.02,0.00669552669552669,0.0793087724263723,0.0385507246376812,0.0607843137254902,0.0397562119081106,-0.00571428571428572,0,0.0666666666666667,-0.0748111634473777,0.00836474211515289,0.00361613876319758,0.00361613876319758,0.00361613876319758,0.026840858069344,-0.026840858069344,-0.0724242424242424,-0.0754816234501322,-0.0710909090909091,-0.0709608277900961,0.0714009004046618,-0.0465410394076569,-0.0666666666666667,-0.059895696497616,-0.0607843137254902,0.0301842188434367,-0.0724122207022344,-0.0720430107526882,-0.0806421057597056,-0.0475924549197348,-0.0812416521403615,-0.0744052154770976,0.0664023866271057,-0.0851021751789667,-0.0333333333333333,-0.107272727272727,0.0490909090909091,-0.11090588559105,-0.0870426987463206,0.060855614973262,-0.212475593710631,0.0495201557145437
"SHH",0.271794871794872,0.172777777777778,0.075,0.25,0.16,0.1,0.299693486590038,0.2,0.223333333333333,0.1,0.1,-0.1,0.1,0,-0.1,0.2,0.0666666666666667,0.1,0,0,0,0,-0.075,0.0423076923076923,0.05,0.05,0.05,0.025,-0.025,-0.233333333333333,-0.213333333333333,-0.2,-0.233333333333333,-0.05,-0.0666666666666667,0,-0.0761904761904762,-0.2,-0.0833333333333333,-0.2,-0.0666666666666667,-0.3,-0.0666666666666667,-0.2,-0.226666666666667,-0.08,-0.206666666666667,0,-0.1,0,-0.166666666666667,-0.18,-0.1,-0.355064935064935,-0.23168458781362
"FUS",0.336199258740415,0.182679227929399,0.0262613430127042,0.303238866396761,0.19269029820754,0.18004662004662,0.325661854547634,0.217121212121212,0.248114240064069,0.251666666666667,0.223333333333333,-0.0325714285714286,0.206666666666667,-0.1,-0.0133406593406593,0.316666666666667,0.0723809523809524,0.2,0.0299180327868852,-0.0285714285714286,-0.1,0.1,-0.105451470873399,0.0713857109935865,0.06570885509839,0.06570885509839,0.06570885509839,0.0248188970919552,-0.0248188970919552,-0.255,-0.256552616446233,-0.213333333333333,-0.252297297297297,-0.0175912239515404,-0.0807680491551459,-0.226666666666667,-0.0852404966347995,-0.3,-0.075575468939299,-0.3,-0.262777777777778,-0.330128205128205,-0.0822264691829909,-0.23789644012945,-0.259747474747475,-0.0748453608247423,-0.242407718324939,-0.0666666666666667,-0.212121212121212,-0.16,-0.221666666666667,-0.205175304392172,-0.183076923076923,-0.415010726838939,-0.267300167595821
"TGFR",-0.0649981844676556,-0.0353686479535996,0.0420512490167892,-0.342024041585445,-0.376105102939998,-0.365146198830409,-0.164149617265272,0.0827586206896552,-0.0102882491854066,-0.0672413793103448,-0.00811320754716981,-0.156954887218045,-0.01,-0.175,-0.133699073264557,0.00617250673854447,-0.0441055718475073,0,0.0337365152010461,-0.146428571428571,-0.1,0,0.00132199815473837,-0.172013366750209,-0.171428571428571,-0.171428571428571,-0.171428571428571,0.0222981422532392,-0.0222981422532392,0.14952380952381,0.056742654508612,0.173333333333333,0.0673809523809524,-0.0146609544920084,0.0259561056553365,0.05,0.00386833798850966,-0.0142857142857143,0.0506434888804188,-0.00428571428571428,0.0422413793103448,-0.00552734544822189,0.0383584976471607,0.0067974180734856,0.0541057860900058,0.127922077922078,0.00966823147061479,0.1,-0.1,0.333333333333333,-0.0949888365169933,0.0406349384218053,0.380701754385965,0.0122074702038793,0.0242038989299421
"CDC42",0.0249512987012987,0.261119252803293,0.100818473730956,0.1375,0.250906411201179,0.235652173913043,0.275954434859544,0.00641025641025641,0.139145581224789,0.019047619047619,0.131111111111111,0,0.12,0,-0.0421052631578947,0.131111111111111,-0.0119047619047619,0.1,0.00225396825396825,-0.025,-0.1,0.1,0.0177662337662338,-0.00784579414421595,-0.0139433551198257,-0.0139433551198257,-0.0139433551198257,0.0185306891118029,-0.0185306891118029,0.0238095238095238,0.00892538833715304,0.1,-0.00168067226890756,-0.0961871883390871,0.0328725038402458,0.0142857142857143,-0.1,-0.1,-0.0881037263390205,-0.12,0.0164362519201229,-0.13374269005848,0.0106196901549225,-0.131111111111111,-0.00948967400580303,-0.160652680652681,-0.135071507150715,0,0.0166666666666667,-0.18,0.00435897435897436,-0.0065625,-0.24,-0.164721676251486,-0.234997500564442
"Patched",0.295604395604396,0.175690399137001,0.045,0.25,0.183076923076923,0.16,0.309026819923372,0.166666666666667,0.23789644012945,0.0666666666666667,0.2,-0.1,0.1,0,-0.0285714285714286,0.3,0.0666666666666667,0.1,0.0333333333333333,-0.1,0,0.1,-0.0787037037037037,0.0610576923076923,0.0423076923076923,0.0423076923076923,0.0423076923076923,0.0166666666666667,-0.0166666666666667,-0.233333333333333,-0.255,-0.233333333333333,-0.213333333333333,-0.0403225806451613,-0.0866666666666667,-0.1,-0.0670995670995671,-0.2,-0.0833333333333333,-0.2,-0.226666666666667,-0.3,-0.0743589743589744,-0.206666666666667,-0.251666666666667,-0.08,-0.223333333333333,0,-0.2,-0.1,-0.212121212121212,-0.183703703703704,-0.1,-0.382537462537463,-0.253906810035842
"Jagged",0.0532567049808429,0.263929824561404,0.0957142857142857,0.12,0.213333333333333,0.18,0.25867269984917,-0.1,0.117129537129537,0,0.08,0,0.1,0,-0.0333333333333333,0.08,0.0166666666666667,0,-0.00555555555555556,-0.1,0,0,0.03,-0.0315151515151515,-0.0133333333333333,-0.0133333333333333,-0.0133333333333333,0.0161835748792271,-0.0161835748792271,0.1,0.028,0,0,-0.108333333333333,0.0452380952380952,0.1,-0.0871428571428571,0,-0.0872727272727273,-0.1,0,-0.103076923076923,0.0833333333333333,-0.103076923076923,-0.0230769230769231,-0.158974358974359,-0.118228438228438,0,0.2,-0.1,0.114285714285714,-0.00606060606060606,-0.2,-0.153096525096525,-0.23284616791659
"DELTA",0.0532567049808429,0.263929824561404,0.0957142857142857,0.12,0.213333333333333,0.18,0.25867269984917,-0.1,0.117129537129537,0,0.08,0,0.1,0,-0.0333333333333333,0.08,0.0166666666666667,0,-0.00555555555555556,-0.1,0,0,0.03,-0.0315151515151515,-0.0133333333333333,-0.0133333333333333,-0.0133333333333333,0.0161835748792271,-0.0161835748792271,0.1,0.028,0,0,-0.108333333333333,0.0452380952380952,0.1,-0.0871428571428571,0,-0.0872727272727273,-0.1,0,-0.103076923076923,0.0833333333333333,-0.103076923076923,-0.0230769230769231,-0.158974358974359,-0.118228438228438,0,0.2,-0.1,0.114285714285714,-0.00606060606060606,-0.2,-0.153096525096525,-0.23284616791659
