"","GSK3","SUFU","Patched","DSH","SRC","LIV1","Frizzled","EGR1","cfos","ERK","RAS","RAF","PI3K","DELTA","SNAI2","MEK","RKIP","GLI","SNAI1","cateninmemb","CD44","Destcompl","cateninnuc","Wnt","Ecadherin","TCFLEF","NFB","HEY1","SOSGRB2","cMet","AKT","AXIN2","FUS","SMAD","ILK","Csn","STAT","SHH","IKK","SMO","TrCP","TWIST1","Jagged","NOTCHic","NOTCH","Csl","PAK1","CDC42","TGFR","TGF","FOXC2","ZEB2","ZEB1","miR200","KLF4"
"Ecadherin",-0.0974024891725736,-0.1,-0.0837365591397849,-0.0980392156862745,-0.0492020063839489,-0.0333333333333333,-0.0492020063839489,0.107272727272727,0.0837433155080214,0.0971453773636915,0.0278657406237097,0.0457428355957768,0.0457428355957768,-0.0457428355957768,-0.0467212181050377,-0.0834198871676131,-0.0825836906093728,0.0557997075333742,-0.0974313292735617,0.0414511369389418,0.0565598659157215,0.097479194549731,0.0612982826605847,0.0871330408667076,0.0873303601807775,0.0810928671610515,0.0266666666666667,0.00260478566045088,-0.1191199482411,0.0883324411665576,0.0381144781144781,0.176832669181742,0.0666666666666667,0.012361581920904,0.0106666666666667,0.06,0.0980392156862745,0.101059393785454,0.0562962962962963,0.104166666666667,0,-0.0032174632733292,0.0534223797192313,0.0476495831894638,0.0762741185054489,0.0837320574162679,-0.0710909090909091,-0.0697575757575758,-0.0712209903917221,-0.0685085129957004,0.00753387925920081,-0.171661824620095,-0.171661824620095,-0.194571819655619,-0.154664791373652
"Patched",0.205494505494506,0,-0.0133333333333333,0,0.2,0.1,0.1,0.1,0,-0.02,-0.0427884615384615,-0.0115384615384615,-0.0115384615384615,0.0115384615384615,-0.00340229885057471,0.0584615384615385,0.0742857142857143,-0.1,0.0672043010752688,0.178046594982079,-0.196666666666667,-0.177782217782218,-0.183721682847896,-0.05,0.110110571736785,-0.163333333333333,-0.1,0.0743589743589744,-0.0666666666666667,-0.15,-0.0642857142857143,-0.350649350649351,-0.1,0.0666666666666667,0.0666666666666667,0,-0.1,0.0258333333333333,-0.05,-0.0666666666666667,0,-0.0611111111111111,-0.103068783068783,-0.0333333333333333,0.0121212121212121,0,-0.233333333333333,-0.133333333333333,-0.0933333333333334,-0.0683333333333333,-0.035,-0.15,-0.15,-0.154761904761905,-0.188888888888889
"SUFU",0.193492117855006,-0.0133333333333333,-0.0127020202020202,0.1,0.163333333333333,0.15,0.0666666666666667,-0.0584615384615385,-0.0433100233100233,-0.0467582991720923,-0.0289705603078612,-0.0400465096749498,-0.0400465096749498,0.0400465096749498,0.010155021285543,0.0361200012997519,0.0492201416649134,-0.0661948336669526,0.0643314846927613,0.191742720250476,-0.163420930968197,-0.17632349002271,-0.164782823551317,-0.0858974358974359,0.0924105210373661,-0.177007887489936,-0.0442857142857143,0.0645333364034255,-0.0509139982824193,-0.183721682847896,-0.056133933180913,-0.345646699749976,0.0258333333333333,0.0601048662033539,0.0612596006144393,-0.0642857142857143,-0.196666666666667,0.00459391209391209,-0.0635164835164835,0.00361111111111111,-0.05,-0.053971610414195,-0.0835089693313086,0.00712121212121212,-0.00795815295815296,-0.0178787878787879,-0.0683333333333333,-0.0683333333333333,-0.0704609929078014,-0.0734195727894582,-0.0522148090771122,-0.141809240781848,-0.141809240781848,-0.14194074922863,-0.155662718279288
"SNAI2",-0.0769148513113354,0,-0.0899159663865546,-0.0181818181818182,-0.0896103896103896,-0.1,-0.0896103896103896,0.0666666666666667,0.096078431372549,0.0705882352941177,0.0560970524299739,0.0286997921560013,0.0286997921560013,-0.0286997921560013,-0.0308425583520223,-0.0881558028616852,-0.0689358974358974,0.0773184561916956,-0.0638008778182091,0.0685805749340793,0.0781004698769351,0.069484491148492,0.0701287083350256,0.0318639107371502,0.0504359758455433,0.0407808822480691,0.075,-0.00647980711271851,-0.0983096686950642,0.0318639107371502,0.065112172829248,0.119968714610182,0.1,0.00569188656660858,0.00617035546613011,0,0.0181818181818182,0.0617469523020476,0.0301724137931034,0.0470588235294118,0.1,0.0311155458224489,0.0673792268018387,0.0789473684210526,0.0347915242652085,0.0210526315789474,-0.0274509803921569,-0.0369747899159664,-0.0327012856424621,-0.0351857576921515,0.0166324914188841,-0.120727501573317,-0.120727501573317,-0.135081307803608,-0.0984615384615385
"NFB",-0.1283430295195,0.08,0.0728480204342273,-0.133333333333333,-0.133333333333333,-0.1,-0.133333333333333,0.0928571428571429,0.0888571428571429,0.0910793650793651,0.103055159518478,0.106040234145344,0.106040234145344,-0.106040234145344,-0.012697266752415,-0.0891185807656396,-0.116029143897996,0.14073177758571,-0.147828726457295,0.0452501598676818,0.140147761842677,0.213162521285344,0.141573425779138,0.144102564102564,0.103737227067525,0.144789112053648,-0.00238095238095238,-0.0975950906678461,0.0722578505086245,0.144102564102564,-0.00508365508365508,0.170466058763931,-0.08,-0.102012276041731,-0.10387101210121,0.114285714285714,0.133333333333333,-0.0680287433257936,-0.00508365508365508,-0.0762962962962963,0.1,0.168739495798319,0.0225746225887144,-0.09004329004329,-0.0829465158497417,-0.0852813852813853,0.0277777777777778,0.0186868686868687,0.0130868686868687,0.0111881345096535,0.0285657945418902,-0.107003370495204,-0.107003370495204,-0.11136109960358,-0.0952380952380952
"IKK",-0.130695970695971,0.1,0.0762962962962963,-0.1,-0.133333333333333,-0.1,-0.133333333333333,0.05,0.0928571428571429,0.0888571428571429,0.106040234145344,0.101814882032668,0.101814882032668,-0.101814882032668,-0.00863222610200854,-0.0910793650793651,-0.116029143897996,0.144102564102564,-0.146458863443596,0.0485236551158339,0.144102564102564,0.212996408328533,0.144789112053648,0.133333333333333,0.0994033586887127,0.140147761842677,0.114285714285714,-0.0993808049535604,0.0775210084033613,0.133333333333333,-0.00508365508365508,0.169047619047619,-0.08,-0.10387101210121,-0.104861111111111,0.1,0.1,-0.0728480204342273,-0.00238095238095238,-0.08,0.2,0.170326797385621,0.0247328959700094,-0.0852813852813853,-0.09004329004329,-0.109090909090909,0.05,0.0277777777777778,0.0186868686868687,0.0130868686868687,0.0281673881673882,-0.0989573934837093,-0.0989573934837093,-0.101995540691193,-0.0798534798534799
"Csn",-0.159793587462271,-0.0142857142857143,-0.0266024298282363,-0.15,-0.153448275862069,-0.133333333333333,-0.153448275862069,0.04,0.04,0.0412987012987013,-0.00762789078805754,-0.00628432073047597,-0.00628432073047597,0.00628432073047597,-0.0405362592877511,-0.0381737012987013,-0.135351545006717,0.158162328579489,-0.158089004910211,-0.0554185762135947,0.158139038914278,0.241841902927516,0.159127064660953,0.159472372247611,0.00529935549398882,0.160389842772799,0.0716666666666667,0.00592469545957918,-0.115288827395365,0.159472372247611,0.0766333333333333,0.195906613943972,0.0142857142857143,0.00436893917620698,0.00308359213250518,0.08,0.15,0.0298811183528264,0.0758333333333333,0.0233766233766234,0.18,-0.0018809412498052,0.0435767195767196,-0.0507215007215007,-0.0468753468753469,-0.052020202020202,-0.143181818181818,-0.150644504748982,-0.153208607313085,-0.153447270797572,-0.136701461958404,-0.0952489660876758,-0.0952489660876758,-0.098092605160729,-0.0871665589312648
"ZEB1",0.084164111881821,0.108333333333333,0.132798573975045,0.00952380952380952,0.0542839274546592,0.0666666666666667,0.0509872241579559,0.05,0.022,0.0372941176470588,-0.0533592966337825,-0.0371388241928376,-0.0371388241928376,0.0371388241928376,0.0281986773329558,-0.0306861881316403,-0.0321466670015993,-0.0428323206422276,-0.0373847375307898,-0.0315823143883244,-0.0460731431409337,-0.0882861103208581,-0.0410943780995047,-0.0163718395425713,-0.102995088622863,-0.0242646325026358,-0.119649122807018,-0.0750306774400039,-0.0581286549707602,-0.0189898098076003,-0.12346645301779,-0.157269677260208,-0.133333333333333,-0.0880870067692796,-0.0890485452308181,-0.0933333333333333,-0.0128205128205128,-0.121054801733052,-0.104895024446362,-0.115151515151515,-0.133333333333333,-0.168756933559903,-0.112532764640731,-0.108823529411765,-0.0840301409820126,-0.0833333333333333,-0.15632183908046,-0.151974012993503,-0.157557769338681,-0.157164068551279,-0.176223936774948,0.0426772457339527,0.0426772457339527,0.089662598289023,0.0305519663015107
"FUS",-0.197091089577371,-0.0666666666666667,0.00361111111111111,-0.05,-0.196666666666667,-0.2,-0.1,0.02,0.0584615384615385,0.0433100233100233,0.0400465096749498,0.0265093917710197,0.0265093917710197,-0.0265093917710197,0.00164458319698833,-0.0467582991720923,-0.054526264113893,0.0858974358974359,-0.0610946874184854,-0.178509432392359,0.183721682847896,0.173931145525102,0.177007887489936,0.0666666666666667,-0.103430088493597,0.163420930968197,0.0642857142857143,-0.0681477942347508,0.0460188933873144,0.163333333333333,0.0635164835164835,0.354311805136393,-0.0133333333333333,-0.0612596006144393,-0.0619047619047619,0.05,0.15,-0.0127020202020202,0.0442857142857143,-0.0258333333333333,0.1,0.0611881052595558,0.0960980429655128,0.0178787878787879,-0.00712121212121212,-0.0121212121212121,0.0933333333333334,0.0683333333333333,0.0683333333333333,0.0704609929078014,0.043529945553539,0.13939378184465,0.13939378184465,0.14194074922863,0.162249544626594
"SMO",-0.196756641416836,-0.1,0.0258333333333333,-0.1,-0.15,-0.1,-0.05,0,0.02,0.0584615384615385,0.0265093917710197,0.0427884615384615,0.0427884615384615,-0.0427884615384615,-0.0146929392446634,-0.0433100233100233,-0.0576190476190476,0.0666666666666667,-0.0695852534562212,-0.198434944496642,0.163333333333333,0.179332605379117,0.163420930968197,0.1,-0.0905533761648296,0.183721682847896,0.05,-0.0695970695970696,0.0614035087719298,0.196666666666667,0.0442857142857143,0.343752798925213,0.0666666666666667,-0.0619047619047619,-0.0666666666666667,0.1,0.2,-0.00361111111111111,0.0642857142857143,-0.0133333333333333,0,0.0522875816993464,0.0816402116402116,-0.0121212121212121,0.0178787878787879,0.0333333333333333,0.133333333333333,0.0933333333333334,0.0683333333333333,0.0683333333333333,0.0487931034482759,0.144915254237288,0.144915254237288,0.145901145268234,0.163888888888889
"cateninmemb",0.0974024891725736,0.1,0.0837365591397849,0.0980392156862745,0.0492020063839489,0.0333333333333333,0.0492020063839489,-0.107272727272727,-0.0837433155080214,-0.0971453773636915,-0.0278657406237097,-0.0457428355957768,-0.0457428355957768,0.0457428355957768,0.0467212181050377,0.0834198871676131,0.0825836906093728,-0.0557997075333742,0.0974313292735617,0.0625521914533,-0.0565598659157215,-0.097479194549731,-0.0612982826605847,-0.0871330408667076,0.117353906087121,-0.0810928671610515,-0.0266666666666667,-0.00260478566045088,0.1191199482411,-0.0883324411665576,-0.0381144781144781,-0.176832669181742,-0.0666666666666667,-0.012361581920904,-0.0106666666666667,-0.06,-0.0980392156862745,-0.101059393785454,-0.0562962962962963,-0.104166666666667,0,0.0032174632733292,-0.0534223797192313,-0.0476495831894638,-0.0762741185054489,-0.0837320574162679,0.0710909090909091,0.0697575757575758,0.0712209903917221,0.0685085129957004,-0.00753387925920081,0.171661824620095,0.171661824620095,0.194571819655619,0.154664791373652
"FOXC2",0.101817500210101,0,0.104166666666667,0.0333333333333333,0.0980392156862745,0.1,0.0980392156862745,-0.08,-0.107272727272727,-0.0837433155080214,-0.0457428355957768,-0.0229487179487179,-0.0229487179487179,0.0229487179487179,0.0269138731321298,0.0971453773636915,0.0889507318078747,-0.0871330408667076,0.0901528482609035,-0.0656819061697111,-0.0883324411665576,-0.0929125589486127,-0.0810928671610515,-0.0492020063839489,-0.168050905458285,-0.0565598659157215,-0.06,0.00209320091673033,0.12833047455689,-0.0492020063839489,-0.0562962962962963,-0.189409988769371,-0.1,-0.0106666666666667,-0.0106666666666667,0,-0.0333333333333333,-0.0837365591397849,-0.0266666666666667,-0.0666666666666667,-0.1,-0.00925925925925926,-0.0751615101540139,-0.0837320574162679,-0.0476495831894638,-0.0363636363636364,0.0590909090909091,0.0710909090909091,0.0697575757575758,0.0712209903917221,0.00596726490555891,0.174979360165119,0.174979360165119,0.192523402523403,0.140740740740741
"SHH",-0.21025641025641,0,-0.0666666666666667,0,-0.1,0,0,0,-0.1,0,0.0115384615384615,0.05,0.05,-0.05,-0.0245977011494253,-0.02,-0.06,0.05,-0.0833333333333333,-0.208602150537634,0.15,0.18987012987013,0.163333333333333,0.1,-0.0897222222222222,0.196666666666667,0,-0.0666666666666667,0.1,0.2,0.05,0.314285714285714,0,-0.0666666666666667,-0.0666666666666667,0,0.1,-0.0133333333333333,0.1,0.1,0,0.05,0.0771428571428571,0,0.0333333333333333,0.1,0.2,0.233333333333333,0.133333333333333,0.0933333333333334,0.075,0.175,0.175,0.183333333333333,0.2
"GSK3",-0.23397127584254,0.00909090909090909,-0.00948928372241256,-0.119736842105263,-0.12687969924812,-0.125,-0.12687969924812,0.0592156862745098,0.0592156862745098,0.0509450095827805,0.000509331562938252,-0.00117134070596931,-0.00117134070596931,0.00117134070596931,-0.00852131900111671,-0.0520813732191441,-0.0526765339923235,0.126078120755088,-0.0730368979408413,-0.140097514427241,0.12605346146824,0.220172499157138,0.125173651748036,0.122304535849427,-0.152907114305077,0.122936809642773,0.0466666666666667,-0.0246059340469148,0.00862579281183931,0.122243937658716,0.0497907456528146,0.176110635553335,0.00519480519480519,-0.0316952336609086,-0.0312454585484649,0.0341666666666667,0.119736842105263,0.00805387702384796,0.0455172413793104,0.00519480519480519,0.0466666666666667,0.0784164248967084,0.0251975555529331,-0.0569396289984525,-0.0597967718555954,-0.0618347338935574,0.0289855072463768,0.0318426501035197,0.0328879462707671,0.0328879462707671,0.0457779185318965,0.203868560684046,0.203868560684046,0.210422856687136,0.208011748388676
"Wnt",-0.134012539184953,0,0.00909090909090909,-0.2,-0.1,0,-0.2,0,0.0333333333333333,0.0533333333333333,-0.0030416951469583,0.00150375939849624,0.00150375939849624,-0.00150375939849624,-0.0126724137931034,-0.0592156862745098,-0.0616666666666667,0.119736842105263,-0.074223602484472,-0.145084745762712,0.119736842105263,0.221947726459005,0.122243937658716,0.125,-0.150699674047432,0.12687969924812,0.0666666666666667,-0.0256410256410256,0.0242424242424242,0.125,0.0341666666666667,0.167272727272727,0,-0.0344265553567879,-0.0367521367521367,0.1,0.1,0.00519480519480519,0.0466666666666667,0,0.1,0.0741176470588235,0.0192156862745098,-0.0642857142857143,-0.0559523809523809,-0.05,0.1,0.0666666666666667,0.0333333333333333,0.0289855072463768,0.0415384615384615,0.208369201339072,0.208369201339072,0.215353535353535,0.215686274509804
"RKIP",-0.0247832939322301,-0.1,-0.084,0,-0.0333333333333333,0,-0.0333333333333333,-0.17,-0.12,-0.109655172413793,-0.0881535131535132,-0.100974025974026,-0.100974025974026,0.100974025974026,-0.0733604359736551,0.0947615553925165,-0.106022408963585,0.0187179487179487,0.0817853403618023,-0.137079768844475,0.0224021592442645,0.188285070125611,0.0176405086810872,0.00333333333333333,-0.169024222948748,0.00771684455894982,0.0857142857142857,0.0643437862950058,-0.00882539682539682,0.00701754385964912,0.0698051948051948,0.0202180028129395,0.1,0.0731659655054081,0.0721758664955071,0.1,0,0.0758032786885246,0.0607142857142857,0.08,0.1,0.161639928698752,0.0938879456706282,0.12020202020202,0.100971250971251,0.111111111111111,0.2,0.18,0.170476190476191,0.169541611036938,0.163321544356027,0.295630798660928,0.295630798660928,0.309788032648937,0.291630798660928
"MEK",-0.0245375936865299,-0.1,-0.0758032786885246,-0.0333333333333333,-0.00701754385964912,0,-0.00333333333333333,-0.12,-0.109655172413793,-0.0947615553925165,-0.0967249417249417,-0.0881535131535132,-0.0881535131535132,0.0881535131535132,-0.0801730880417816,0.00142822205918317,-0.0915487247530591,0.00403263403263403,0.0792212377976997,-0.14683586640545,0.00771684455894982,0.191004735397578,0.00964794362532515,0.0187179487179487,-0.163195443349477,0.0176405086810872,0.0607142857142857,0.0643437862950058,-0.00438095238095238,0.0224021592442645,0.0686287242169595,0.0130107956057323,0.08,0.073534969195445,0.0731659655054081,0.0857142857142857,0.0333333333333333,0.0816856316297011,0.0698051948051948,0.084,0.1,0.160541027599851,0.0856912243591528,0.100971250971251,0.109000448051543,0.12020202020202,0.18,0.170476190476191,0.169541611036938,0.176840881109931,0.17593415696864,0.305948258978388,0.305948258978388,0.318147165775872,0.295552367288379
"miR200",0.00438336677056939,0.02,0.0135759493670886,0.06,0.0121739130434783,0,0.016,-0.0142857142857143,-0.00428571428571428,-0.0179220779220779,-0.0635611125267581,-0.0827631075392269,-0.0827631075392269,0.0827631075392269,0.0778167222626599,0.00771799628942486,0.0106420513980379,-0.0243578393437548,0.0250540200540201,-0.0170642206900862,-0.0198650034058774,-0.0774961287187238,-0.0248866484275224,-0.0540281690140845,-0.0285021576616283,-0.0436745272154012,-0.00421052631578948,-0.00163841807909605,0.00557382333978079,-0.0502020820575628,-0.00911618669314797,-0.0965087593174165,-0.0075,-0.00119843537603684,-0.000884955752212389,-0.02,-0.06,-0.0287933406714364,-0.0242105263157895,-0.0275,0,-0.0706745606132109,0.0105277871014145,0.0228571428571429,-0.00143664245359161,-0.00817733990147784,0.0125,0.0105392156862745,0.0153779253636939,0.0136337393171822,-0.00341793707647367,0.324301075268817,0.324301075268817,0.26392818296734,0.326207729468599
"SMAD",-0.0261822304679448,-0.0666666666666667,-0.051414373088685,0.0333333333333333,0.0311111111111111,0.02,0.0444444444444444,0.0571428571428571,0.0474654377880184,0.0428142749973208,-0.0509068764109559,-0.0472884553583244,-0.0472884553583244,0.0472884553583244,0.0771049033768574,-0.0418527365357823,0.0515619446579321,-0.0437111848982353,0.057371085903344,-0.0139653556011484,-0.0306833036244801,-0.0550255349202807,-0.0300593166238656,-0.0386752136752137,-0.0430249368246427,-0.027019802946054,0.0658730158730159,0.0495898451311788,0.117450458444247,-0.0252287581699346,0.070422035480859,-0.0304164245061833,0.0541666666666667,-0.0364223447785092,0.0650062266500623,0.0611111111111111,-0.02,0.0517861203005809,0.0717553688141924,0.0541666666666667,0.05,0.080886574808351,0.0639120234604106,0.0748111658456486,0.0787794198139026,0.0828571428571429,0.157142857142857,0.169818913480885,0.173729528006025,0.173729528006025,0.166061580137222,0.370988401545497,0.370988401545497,0.387694812595656,0.363937003820513
"CD44",0.124404761904762,-0.1,-0.15,0,-0.2,-0.1,-0.1,-0.3,-0.325,-0.325,-0.0285714285714286,-0.0428571428571429,-0.0428571428571429,0.0428571428571429,-0.0220845820845821,0.315,0.0340740740740741,0.0966666666666667,0.280249867091972,-0.0260805860805861,0.0966666666666667,0.228833351522427,0.0895468097793679,0.05,-0.0815394636847248,0.0710852713178295,0,0.0730994152046784,-0.202380952380952,0.15,0.06,0.11,0.1,0.121655328798186,0.127777777777778,0,0.1,0.131818181818182,0.0666666666666667,0.15,-0.1,0.234212454212454,0.152074592074592,0.214285714285714,0.198496240601504,0.2,0.2,0.3,0.3125,0.301388888888889,0.30125,0.379365079365079,0.379365079365079,0.392490118577075,0.455555555555556
"cMet",0.134082181259601,-0.1,-0.131818181818182,-0.1,-0.15,-0.1,-0.05,-0.325,-0.325,-0.315,-0.0436657681940701,-0.0285714285714286,-0.0285714285714286,0.0285714285714286,-0.0374130492378668,0.309545454545455,0.0303703703703704,0.0693939393939394,0.270080375566549,-0.0470770273617249,0.0710852713178295,0.229509027198103,0.0737276007398199,0.0966666666666667,-0.0711068937101701,0.0895468097793679,0.0666666666666667,0.0672170622635019,-0.189047619047619,0.0966666666666667,0.035,0.102063492063492,0.15,0.119837146980004,0.121655328798186,0,0.2,0.138068181818182,0.06,0.15,0,0.21960571263942,0.136857200770244,0.198496240601504,0.221900495920653,0.214285714285714,0.3,0.3125,0.301388888888889,0.295005910165485,0.30251582278481,0.392496392496393,0.392496392496393,0.406552618577075,0.479365079365079
"STAT",-0.0461526479750779,0,0.0212790697674419,-0.0428571428571429,-0.00535714285714285,-0.1,-0.00535714285714285,0.0333333333333333,0.0333333333333333,0.0392156862745098,0.0683082725331161,0.0817411083540116,0.0817411083540116,-0.0817411083540116,0.0242995085409946,-0.0252371916508539,0.0584765122265122,0.00707601222307104,0.078539006808217,-0.000617940069940626,0.00671689421689421,0.0609548804423864,0.00855173590539975,0.0280844155844156,-0.0340216534995214,0.0215433926396071,-0.02,-0.0333333333333333,0.039983579638752,0.0280844155844156,-0.0114447134786118,0.0696930520459932,-0.025,-0.0367371869620745,-0.0355877616747182,0,0.0428571428571429,-0.0115445564931056,0.00380952380952381,-0.005,0,0.14906129186489,-0.028816913058167,-0.0336512983571807,-0.0171464439882487,-0.00392156862745098,0.172727272727273,0.178977272727273,0.18424043062201,0.186655889559208,0.203646898432175,0.401317912856374,0.401317912856374,0.415868867141112,0.490899187958011
"AXIN2",0.324399910031489,0.15,0.221794871794872,0.3,0.325581395348837,0.266666666666667,0.325581395348837,-0.0266666666666667,-0.0291056910569106,-0.0244327938606489,0.153806836756459,0.154594238331263,0.154594238331263,-0.154594238331263,0.179277113167971,0.0223638283434075,0.328951415967545,-0.340025116884296,0.342992017378894,0.285752309750134,-0.340364382404205,-0.331308420681078,-0.342797948937014,-0.332477947072975,0.0114141582944993,-0.34024714910995,0.140096618357488,-0.0223974771642114,0.231206029438848,-0.332477947072975,0.135314009661836,0.0863646670852668,-0.188461538461538,-0.0397860593512767,-0.0374051069703244,0.144444444444444,-0.3,-0.227368642286675,0.138647342995169,-0.207509157509157,0.133333333333333,-0.00131554419586874,-0.311019121888687,-0.223408521303258,-0.227462575357312,-0.209122807017544,0.24125,0.257299382716049,0.264379028733749,0.268339424773352,0.231195681757743,0.422780335488139,0.422780335488139,0.435652092315426,0.394369268092931
"ZEB2",-0.156719861591875,-0.1,-0.0820905923344948,-0.0772727272727273,-0.0566666666666667,-0.05,-0.0439393939393939,-0.0416666666666667,-0.0364035087719298,-0.0331777023203169,-0.016395431834404,-0.00333333333333334,-0.00333333333333334,0.00333333333333334,0.0121933014043124,0.0441533120764145,0.0462640901771337,0.0477502619704455,0.0541986787204609,0.0581663748840262,0.060906432748538,0.0622201475921212,0.063487372935112,0.067016317016317,0.0715157176573203,0.0756951651429042,0.0763888888888889,0.0764076246334311,0.0794139194139194,0.0803508771929825,0.0816640706126687,0.0843365404789737,0.0857142857142857,0.0859032242233891,0.0871227364185111,0.0888888888888889,0.09,0.0911815014254039,0.0919444444444444,0.0942857142857143,0.1,0.106166806007452,0.110431403184546,0.110666666666667,0.126513661202186,0.133333333333333,0.167532467532468,0.172987012987013,0.176388373531231,0.180092077234934,0.186696192696193,0.425860662354604,0.425860662354604,0.44543837198505,0.514263017015126
"CDC42",0.109345238095238,0.0333333333333333,0.0572964669738863,0.1,0.12,0.1,0.12,0.02,0.04,0.0356521739130435,0.0191628141771614,0.0228213507625272,0.0228213507625272,-0.0228213507625272,0.0973877460738775,-0.027177597641857,0.0975058275058275,-0.128966861598441,0.122770562770563,-0.111357525662527,-0.129109109109109,-0.117415738516416,-0.130711602691801,-0.123703703703704,-0.176506290846965,-0.128119010099208,-0.0333333333333333,-0.0342328835582209,0.166666666666667,-0.123703703703704,-0.0260964912280702,-0.156420361247947,-0.0476190476190476,-0.041321044546851,-0.0380952380952381,-0.0333333333333333,-0.1,-0.0585310348751209,-0.0208333333333333,-0.0476190476190476,0,0.0633506493506494,-0.0684027777777778,-0.0653846153846154,-0.0669230769230769,-0.05,0.285714285714286,0.2,0.213725490196078,0.216755793226381,0.199365990298558,0.4584515161997,0.4584515161997,0.474284865461336,0.440666666666667
"PAK1",0.108981601731602,0.0476190476190476,0.0585310348751209,0.12,0.123703703703704,0.1,0.123703703703704,0.04,0.0356521739130435,0.027177597641857,0.0205264505407977,0.0191628141771614,0.0191628141771614,-0.0191628141771614,0.098834400685089,-0.031177597641857,0.0969533413179822,-0.127503446964294,0.121099918379155,-0.110075474380476,-0.128119010099208,-0.117866866335964,-0.129608154415939,-0.128966861598441,-0.178651619566689,-0.130711602691801,-0.0208333333333333,-0.0371740600288091,0.173597359735974,-0.129109109109109,-0.0242446393762183,-0.158307153700778,-0.0476190476190476,-0.0432565284178187,-0.041321044546851,-0.0333333333333333,-0.12,-0.0625310348751209,-0.0260964912280702,-0.0572964669738863,-0.0333333333333333,0.0638941276115189,-0.0690162747102931,-0.0669230769230769,-0.0702197802197802,-0.0653846153846154,0.2,0.213725490196078,0.216755793226381,0.216755793226381,0.197986679953731,0.467133188225424,0.467133188225424,0.483421921298899,0.455420765027322
"SNAI1",0.109443647936222,0.0476190476190476,0.0625310348751209,0.123703703703704,0.129109109109109,0.12,0.128966861598441,0.0356521739130435,0.027177597641857,0.031177597641857,0.0198696360908798,0.0205264505407977,0.0205264505407977,-0.0205264505407977,0.0976610852308483,-0.0316260281351306,0.0944428810669362,-0.129880046598663,0.0207440464930337,-0.111698963154224,-0.130711602691801,-0.11748309440614,-0.130950436295133,-0.127503446964294,-0.177871182521944,-0.129608154415939,-0.0260964912280702,-0.0377692981240472,0.174729435207672,-0.128119010099208,-0.0277168615984405,-0.16063815603178,-0.0572964669738863,-0.0431335271878064,-0.0432565284178187,-0.0208333333333333,-0.123703703703704,-0.0631135591469656,-0.0242446393762183,-0.0585310348751209,-0.0333333333333333,0.061945409662801,-0.0713692158867637,-0.0702197802197802,-0.069403453689168,-0.0669230769230769,0.213725490196078,0.216755793226381,0.216755793226381,0.215949341613478,0.197351355938483,0.47070022389578,0.47070022389578,0.487936810828198,0.463208927021092
