"","GSK3","Patched","SHH","SMO","FUS","SNAI2","TrCP","cateninnuc","EGR1","TCFLEF","RAS","cMet","ERK","IKK","GLI","RAF","DELTA","Wnt","AKT","Destcompl","Frizzled","LIV1","AXIN2","Csl","TGF","TGFR","PAK1","ZEB2","CDC42","TWIST1","SOSGRB2","SNAI1","miR200","NOTCH","NOTCHic","Jagged","RKIP","KLF4","DSH","STAT","cateninmemb","FOXC2","ZEB1","SRC","PI3K","NFB","cfos","CD44","MEK","Csn","SMAD","ILK","HEY1","SUFU","Ecadherin"
"Jagged",0.0770114942528736,0.133333333333333,0.171794871794872,0.133333333333333,0.1,0.207390648567119,0,0.0461405261405261,0.1,0.0428438228438228,0.00484848484848485,0.02,0.26,0.133333333333333,0.0276923076923077,-0.0133333333333333,-0.0133333333333333,0.02,0.144444444444444,0.0236911196911197,0,0,0.0142857142857143,0,-0.0768888888888889,-0.0888888888888889,0,-0.0584541062801932,0.1,-0.138,-0.16,-0.216666666666667,-0.0587878787878788,-0.02,-0.02,-0.125194805194805,-0.225641025641026,-0.0888888888888889,0,0,-0.0447850740808487,-0.332857142857143,-0.246376811594203,0,0.0133333333333333,-0.1,-0.2,-0.0276923076923077,-0.26,0,-0.207142857142857,-0.183333333333333,-0.0833333333333333,0,-0.127789473684211
"DELTA",0.0770114942528736,0.133333333333333,0.171794871794872,0.133333333333333,0.1,0.207390648567119,0,0.0461405261405261,0.1,0.0428438228438228,0.00484848484848485,0.02,0.26,0.133333333333333,0.0276923076923077,-0.0133333333333333,-0.0133333333333333,0.02,0.144444444444444,0.0236911196911197,0,0,0.0142857142857143,0,-0.0768888888888889,-0.0888888888888889,0,-0.0584541062801932,0.1,-0.138,-0.16,-0.216666666666667,-0.0587878787878788,-0.02,-0.02,-0.125194805194805,-0.225641025641026,-0.0888888888888889,0,0,-0.0447850740808487,-0.332857142857143,-0.246376811594203,0,0.0133333333333333,-0.1,-0.2,-0.0276923076923077,-0.26,0,-0.207142857142857,-0.183333333333333,-0.0833333333333333,0,-0.127789473684211
"TrCP",0.190621753246753,0.206280935313193,0.209280935313193,0.209984639016897,0.180952380952381,0.328854415780407,0.133333333333333,0.175493382764806,0.28,0.174389934488944,0.0930968943379273,0.164624624624625,0.306381724392041,0.140570175438596,0.166027670803024,0.0858241670652,0.0858241670652,0.161637426900585,0.129459064327485,0.160089192552612,0.151111111111111,0.1,0.118287325340025,0.0923076923076923,-0.0614006854604733,-0.0641329258976318,0.0619047619047619,-0.0574123361990354,0.0717086834733894,-0.0878891398456616,-0.143248074807481,-0.167531646223529,-0.0418130888719124,-0.0725274725274725,-0.0846153846153846,-0.0879856850715746,-0.202052956251851,-0.0636710902940411,-0.14,-0.14,-0.145206470693602,-0.280222299180395,-0.207356311100384,-0.151111111111111,-0.0858241670652,-0.145833333333333,-0.284347826086957,-0.16957511967413,-0.301048391058708,-0.133333333333333,-0.191838197644649,-0.19441884280594,-0.201952700120528,-0.147619047619048,-0.275470614957149
"LIV1",0.190621753246753,0.206280935313193,0.209280935313193,0.209984639016897,0.180952380952381,0.328854415780407,0.133333333333333,0.175493382764806,0.28,0.174389934488944,0.0930968943379273,0.164624624624625,0.306381724392041,0.140570175438596,0.166027670803024,0.0858241670652,0.0858241670652,0.161637426900585,0.129459064327485,0.160089192552612,0.151111111111111,0.1,0.118287325340025,0.0923076923076923,-0.0614006854604733,-0.0641329258976318,0.0619047619047619,-0.0574123361990354,0.0717086834733894,-0.0878891398456616,-0.143248074807481,-0.167531646223529,-0.0418130888719124,-0.0725274725274725,-0.0846153846153846,-0.0879856850715746,-0.202052956251851,-0.0636710902940411,-0.14,-0.14,-0.145206470693602,-0.280222299180395,-0.207356311100384,-0.151111111111111,-0.0858241670652,-0.145833333333333,-0.284347826086957,-0.16957511967413,-0.301048391058708,-0.133333333333333,-0.191838197644649,-0.19441884280594,-0.201952700120528,-0.147619047619048,-0.275470614957149
"miR200",-0.00154030158131881,-0.00783755274261603,-0.0132723353513117,-0.0141666666666667,-0.0075,-0.0822697802799484,0,-0.0184545162841467,-0.0142857142857143,-0.0190605768902073,-0.088408580538703,-0.0226944274341702,-0.00792207792207792,0.017593984962406,-0.0175477480266213,-0.0881592039800995,-0.0881592039800995,-0.0230422535211268,0.0213675698680664,-0.0717606674067801,-0.016,0,-0.0247068245740159,0.00916256157635468,-0.00637199741111749,-0.0075347881087919,0.0125,-0.0482974910394265,0.00269607843137255,-0.080662119067027,-0.00196324951644101,-0.0181150331150331,-0.0729036952112179,-0.0142473073390665,-0.00916256157635468,0.00528022057060657,-0.0107805829634446,-0.0488440303657695,0.02,0.02,0.00753943203220287,-0.0239930259442455,0.0408198924731183,0.0156521739130435,0.0881592039800995,-0.0147368421052632,-0.00571428571428572,0.0170764499060804,0.00452071737786023,-0.02,-0.00455002676546772,-0.00298262864634546,-0.00347457627118644,0.02,-0.00343958189219345
"SOSGRB2",-0.107332925762098,0.0135135135135135,0.00886235072281584,0,-0.0333333333333333,-0.214061872614942,-0.2,0.0327693204246796,-0.10952380952381,0.0321957066579492,0.0542010719976822,0.0273291925465838,-0.0848991848991849,-0.117543859649123,0.0295031055900621,0.0529190207156309,0.0529190207156309,0.030952380952381,-0.109210526315789,0.226005277347559,0.0142857142857143,0,0.0143908140814081,-0.127272727272727,-0.0371436365053386,-0.0449450549450549,0.0357142857142857,-0.0373308270676692,0.0257142857142857,-0.0213333333333333,0.0905555555555556,-0.0961414356787491,-0.0291447501198315,0.118171968876194,0.11958041958042,0.0108096601740221,0.0567982456140351,-0.0444736842105263,0,0,0.146258921258921,-0.0606959706959707,-0.0662781954887218,-0.0142857142857143,-0.0529190207156309,0.133333333333333,0.0984126984126984,-0.025879917184265,0.0848991848991849,0.1,-0.0161876832844575,-0.00709677419354839,0.102935606060606,0,0.150200511477721
"AKT",-0.121022824248631,-0.166025641025641,-0.157604588394062,-0.157692307692308,-0.15,-0.131904196302122,-0.0333333333333333,-0.256641517764933,-0.0476190476190476,-0.254949210072625,-0.1297999226938,-0.246161278335191,-0.0368186618909859,0.00377073906485671,-0.252306529731839,-0.125221609440788,-0.125221609440788,-0.246161278335191,-0.0830979478038301,-0.314369244254113,-0.241545893719807,-0.2,-0.155470517448857,-0.0519230769230769,-0.00850951062025282,-0.00458201817312291,-0.00735294117647059,-0.0220652879775885,0.00864705882352941,-0.173965968408415,-0.0150854700854701,-0.0694158705943603,0.00122095883908806,0.0260379471040368,0.0357940446650124,-0.031560938770768,-0.0549836991652849,-0.0240159694107063,0.211111111111111,0.211111111111111,-0.0498338043379266,-0.0893856592701265,0.103132691542829,0.241545893719807,0.125221609440788,0.00392156862745098,0.0417366946778711,0.253505911103553,0.0418819530302264,0.0333333333333333,0.0962509642240735,0.101974869947979,0.11244851104656,0.15,0.115478441765846
"PI3K",-0.117797017797018,-0.157692307692308,-0.166025641025641,-0.15,-0.15,-0.130999673689057,0,-0.254949210072625,-0.0333333333333333,-0.253505911103553,-0.125221609440788,-0.241545893719807,-0.0417366946778711,-0.00392156862745098,-0.246161278335191,-0.118372294372294,-0.118372294372294,-0.241545893719807,0.00377073906485671,-0.313128549465031,-0.211111111111111,-0.1,-0.149333333333333,-0.075,-0.00458201817312291,-0.00864705882352941,-0.025,-0.0206954249638898,-0.00735294117647059,-0.165097466879363,0.00269230769230769,-0.0626489533011272,-0.000383319235778254,0.0357940446650124,0.0519230769230769,-0.0209649122807018,-0.0444246929541047,-0.0282894736842105,0.2,0.2,-0.04810087875179,-0.0811149825783972,0.11272173263872,0.211111111111111,0.118372294372294,0.0333333333333333,0.0476190476190476,0.246161278335191,0.0368186618909859,0.0333333333333333,0.101974869947979,0.117174869947979,0.128237984730771,0.1,0.118508744796149
"Wnt",-0.206974921630094,-0.140909090909091,-0.155194805194805,-0.15,-0.1,-0.255344827586207,-0.1,-0.267990340088632,0,-0.26203007518797,-0.1919002050581,-0.225,-0.0533333333333333,-0.113333333333333,-0.251315789473684,-0.169172932330827,-0.169172932330827,-0.225,-0.0758333333333333,-0.303988231448186,-0.1,0,-0.155757575757576,-0.1,-0.104057971014493,-0.0866666666666667,0.1,-0.0160210425633668,0.0666666666666667,-0.0726470588235294,-0.0242424242424242,-0.0432194616977226,0.0111111111111111,0.0238095238095238,0.0571428571428571,-0.028578431372549,-0.0383333333333333,0.0156862745098039,0,0.1,-0.0300847457627119,0.0253441295546559,0.115255858440937,0.2,0.169172932330827,0.133333333333333,0.0333333333333333,0.251315789473684,0.0474509803921569,0.1,0.105366726296959,0.107692307692308,0.121025641025641,0,0.171399535423926
"GSK3",-0.315231923278311,-0.153670957975332,-0.151278613477724,-0.161646418098031,-0.155194805194805,-0.259956175796408,-0.113333333333333,-0.273100633631929,-0.0474509803921569,-0.272837475737193,-0.209105039747881,-0.267990340088632,-0.0475066751846938,-0.0506896551724138,-0.269435427265908,-0.205323527142839,-0.205323527142839,-0.266605238586663,-0.037869142351901,-0.311489916085638,-0.26203007518797,-0.225,-0.162102192661469,-0.00616246498599439,-0.104483236805612,-0.10243195475433,0.104057971014493,-0.0151824743083244,0.099296066252588,-0.0955499954633555,-0.0518018529022499,-0.0644973277480861,0.00396425853912701,-0.0158555170319876,-0.00572564690211749,-0.0510273990668061,-0.0592663476874003,-0.0135560486701165,0.251315789473684,0.251315789473684,-0.0383491580627035,-0.0131299626526065,0.0878351977826005,0.26203007518797,0.205323527142839,0.0633333333333333,0.0437472766884532,0.271323673421966,0.0429612206392392,0.0758333333333333,0.0780461968244354,0.0811946226115418,0.090949216805996,0.140909090909091,0.164027857156393
"RKIP",-0.0455870764381403,-0.117333333333333,-0.122251366120219,-0.113333333333333,-0.133333333333333,-0.368828175088885,-0.1,0.00415014876646054,-0.26,0.00491350754508649,0.103690753690754,0.00526315789473684,-0.256551724137931,-0.130357142857143,0.00615384615384615,0.104545454545455,0.104545454545455,0.01,-0.133387445887446,0.223386358027532,0,0,-9.37646507266764e-05,-0.133333333333333,0.0541255006675567,0.0457142857142857,-0.0666666666666667,-0.0129555236728838,-0.06,-0.0697742127153892,0.237269841269841,-0.0158677700998735,-0.0106061175916376,0.128088578088578,0.124242424242424,0.119203250060635,0.230882352941176,-0.0229555236728838,0,0,0.160256390844626,-0.0379015620394931,-0.0387680535628886,0,-0.104545454545455,0.142857142857143,0.26,-0.001417004048583,0.262934702861335,0.1,0.114900524070379,0.12579161317929,0.139179248935347,0.1,0.196968414891835
"MEK",-0.0433757742268381,-0.122251366120219,-0.116369013179042,-0.117333333333333,-0.113333333333333,-0.369071484091318,-0.1,0.00489364319025236,-0.26,0.00415014876646054,0.105278055278055,0.001417004048583,-0.262934702861335,-0.133387445887446,0.00965034965034965,0.103690753690754,0.103690753690754,0.00615384615384615,-0.141622740005093,0.223595563048452,0.01,0,0.00350983895287693,-0.124242424242424,0.054855427674856,0.0541255006675567,-0.06,-0.0105745712919314,-0.0457142857142857,-0.0650123079534844,0.230603174603175,-0.0222780265101299,-0.00472376465046109,0.131738213125074,0.128088578088578,0.116744233667193,0.233513931888545,-0.0131516021042563,0,0,0.161232000600724,-0.0351988593367904,-0.037180751975587,-0.00526315789473684,-0.103690753690754,0.130357142857143,0.256551724137931,-0.00491350754508649,0.162934702861335,0.142857142857143,0.114531520380342,0.114900524070379,0.131906521662619,0.133333333333333,0.197879161704221
"Frizzled",-0.211217345872518,-0.155194805194805,-0.161646418098031,-0.140909090909091,-0.15,-0.25818394430545,-0.1,-0.271323673421966,-0.0333333333333333,-0.267990340088632,-0.200561622380934,-0.251315789473684,-0.0474509803921569,-0.0758333333333333,-0.26203007518797,-0.1919002050581,-0.1919002050581,-0.251315789473684,-0.0633333333333333,-0.307967011289035,-0.225,-0.1,-0.158083157152925,-0.0571428571428571,-0.099296066252588,-0.104057971014493,0.0666666666666667,-0.00909034949405988,0.0866666666666667,-0.081218487394958,-0.0333333333333333,-0.0527432712215321,0.00173611111111111,0.00616246498599439,0.0238095238095238,-0.0356491384432561,-0.0419047619047619,-0.0176470588235294,0.1,0.2,-0.0335768092547754,0.00441389699651633,0.100404373292423,0.225,0.1919002050581,0.113333333333333,0.0533333333333333,0.26203007518797,0.0437472766884532,0.133333333333333,0.0876097169511645,0.105366726296959,0.118897981451173,0.1,0.169767833792224
"IKK",-0.0146886446886447,-0.0888888888888889,-0.0957854406130268,-0.1,-0.08,0.315970095800877,0,0.0796905583153169,0,0.0758930899608866,0.104631783441119,0.0679487179487179,0.00228571428571429,-0.197619047619048,0.0787179487179487,0.101814882032668,0.101814882032668,0.0679487179487179,-0.20032175032175,-0.097031655254706,0.0833333333333333,0.1,0.074047619047619,-0.190909090909091,0.0965090909090909,0.0909090909090909,-0.1,-0.00252631578947368,-0.1,-0.0212418300653595,0.0951680672268908,-0.0216850438224484,-0.00561872909698997,0.190909090909091,0.195670995670996,0.0931255857544517,-0.017304189435337,-0.00769230769230769,-0.05,-0.05,-0.117968121264211,-0.0868398268398268,-0.0105263157894737,-0.0833333333333333,-0.101814882032668,0.114285714285714,-0.0142857142857143,-0.0787179487179487,-0.0178412698412698,0.1,0.0910891089108911,0.1,0.111145510835913,0.1,-0.175080342115173
"NFB",0.0166494290023702,0.0957854406130268,0.0861468863961593,0.0888888888888889,0.1,-0.316986355963479,0.1,-0.0791415387074738,-0.0142857142857143,-0.0796905583153169,-0.106124320754551,-0.0787179487179487,-0.0178412698412698,0.20032175032175,-0.0764707577067127,-0.104631783441119,-0.104631783441119,-0.0787179487179487,0.198099528099528,0.0953705256865997,-0.0679487179487179,-0.05,-0.0662462006079027,0.195670995670996,-0.0920787111622555,-0.0965090909090909,0.1,0.00750715870135108,0.0909090909090909,0.0253688141923436,-0.0899049093321539,0.0186713451923114,0.00592084390061534,-0.194134897360704,-0.190909090909091,-0.0880896145314301,0.0211503432814908,0.00192307692307692,0.0833333333333333,0.0833333333333333,0.116595365192405,0.0856446077163209,0.0124420246017342,0.0679487179487179,0.104631783441119,-0.197619047619048,0.00228571428571429,0.0758930899608866,0.013266106442577,-0.114285714285714,-0.0936913393941625,-0.0910891089108911,-0.102216939407342,-0.08,0.176043423977131
"ZEB2",-0.272705918464174,-0.247020905923345,-0.243384542286981,-0.242142857142857,-0.239285714285714,-0.218455529632288,-0.2,-0.184878357509936,-0.183333333333333,-0.182670565302144,-0.177306005914143,-0.175263157894737,-0.174844368986984,-0.174166666666667,-0.17245931438592,-0.172380952380952,-0.172380952380952,-0.166037296037296,-0.162017133956386,-0.161332727024064,-0.160909090909091,-0.15,-0.132047532241759,-0.102564102564103,-0.0101820930392359,-0.00594928880643166,0.0038961038961039,0.00768408984260745,0.00935064935064935,0.0247896664163858,0.0570512820512821,0.0726792323075216,0.0764857089946755,0.0839411517444304,0.0932307692307692,0.104326287784737,0.106940418679549,0.112019117884927,0.140909090909091,0.15,0.151364929702008,0.15359595959596,0.15946469878527,0.17,0.172380952380952,0.176388888888889,0.178070175438596,0.182670565302144,0.183380954352837,0.188888888888889,0.208492921254859,0.210322189547542,0.221196706519287,0.225,0.270095117498448
"DSH",0.214233587171822,0.161646418098031,0.153670957975332,0.155194805194805,0.140909090909091,0.25969733196552,0.133333333333333,0.272837475737193,0.0533333333333333,0.271323673421966,0.205323527142839,0.26203007518797,0.0437472766884532,0.0633333333333333,0.266605238586663,0.200561622380934,0.200561622380934,0.26203007518797,0.0506896551724138,0.310257087624912,0.251315789473684,0.2,0.161036743650815,0.0238095238095238,0.10243195475433,0.099296066252588,-0.0866666666666667,0.00909034949405988,-0.104057971014493,0.0890199058346743,0.0504065040650406,0.0617287784679089,-0.00478489159891599,0.00572564690211749,-0.00616246498599439,0.0465018516215507,0.050995670995671,0.0127926898914906,-0.225,-0.225,0.0360503074879909,0.00467701209439276,-0.0909555543947847,-0.251315789473684,-0.200561622380934,-0.0758333333333333,-0.0474509803921569,-0.267990340088632,-0.0475066751846938,-0.113333333333333,-0.0811946226115418,-0.0876097169511645,-0.0995997358371379,-0.15,-0.166694962852803
