"","GSK3","SNAI2","ZEB2","Ecadherin","STAT","cateninnuc","FOXC2","PI3K","Frizzled","DSH","Destcompl","LIV1","Csl","IKK","NFB","MEK","miR200","EGR1","cfos","SNAI1","KLF4","ZEB1","TrCP","SOSGRB2","RKIP","Csn","TWIST1","AKT","SUFU","SHH","HEY1","ILK","Patched","SMAD","NOTCH","ERK","Jagged","NOTCHic","SMO","FUS","Wnt","CDC42","GLI","RAS","AXIN2","RAF","DELTA","cMet","TCFLEF","CD44","cateninmemb","SRC","TGFR","TGF","PAK1"
"cateninnuc",0.0154162100757275,0.283249555530291,0.00282221229446356,0.0763268081690127,0.25011655011655,0.146004743305603,-0.0797228782146815,0.257340857340857,0.246006961075454,0.25011655011655,0.0305930213032231,0.242424242424242,0.0245448838669178,-0.268984848484848,-0.260984848484848,-0.177565196393237,0.199753632486985,-0.171739130434783,-0.173326432022084,0.0683348771675463,0.00477689570216261,0.212532971463931,-0.233333333333333,0.162137223025841,0.0800378529658927,-0.245833333333333,0.237514489905549,0.268984848484848,-0.211111111111111,-0.181596461186835,0.0710217702915878,0.0708528138528138,-0.185735894738033,0.0728991985731413,-0.0196400212876366,0.172060609237274,-0.22140847457479,-0.0187309303785457,-0.186357012750455,-0.201111111111111,-0.248180874118932,-0.0810989010989011,-0.244623561865968,-0.255657355657356,-0.0801756266539796,-0.257340857340857,-0.257340857340857,-0.249512685382251,-0.246860860400329,-0.246338082207647,0.138052211349991,-0.247338772338772,-0.087995452823039,-0.0831919593732574,-0.0857142857142857
"Csn",0.0680124130158547,-0.0379400572457921,0.00500413564929694,0.000192526641025221,-0.0833333333333333,-0.0793496027576103,-0.0786241372938431,-0.013727956740365,-0.0798850574712644,-0.0833333333333333,-0.0209332687737211,-0.0666666666666667,-0.0964646464646465,-0.0758333333333333,-0.08,0.0263690476190476,-0.0354705538556362,0.01,0.0281818181818182,-0.104770546254505,0.000409394527041587,-0.0383093465674111,0.02,-0.000657212037357316,-0.109243771367405,-0.08,-0.090317126383045,0.0718333333333333,0.0142857142857143,0.0106088077267347,-0.0110077519379845,-0.00560688405797101,0.00978913559558721,-0.00946292518907641,0.0896839271839272,-0.0242857142857143,0.012792499383173,0.0925685425685426,0.0173160173160173,0.0142857142857143,0.0786802381941559,0.085719131614654,0.0799902818622782,0.0135360181607105,0.0667306027699087,0.013727956740365,0.013727956740365,0.0786802381941559,0.0790489413024089,0.0800135715274893,-0.0282314647377938,0.0798850574712644,0.0895652854608079,0.091235929852216,0.0931818181818182
"SOSGRB2",0.0240260845590439,0.421248647879698,0.0050375939849624,0.186363472371865,0.1,0.111581568436012,-0.0346275946275946,0.064030131826742,0.0857142857142857,0.1,0.049615671427752,0,0.209090909090909,0.194152046783626,0.188888888888889,0.182013182013182,-0.0981230606221146,0.19047619047619,0.201587301587302,0.0071179815209666,-0.0121052631578947,-0.104561403508772,0.2,-0.128055555555556,-0.162426900584795,0.2,-0.0363768115942029,-0.210818713450292,-0.2,-0.248355332076262,-0.121590909090909,-0.233978494623656,-0.257657657657658,-0.234677795322957,-0.227400768245839,-0.188073788073788,-0.250787293168744,-0.209090909090909,-0.233333333333333,-0.2,-0.102380952380952,0.0142857142857143,-0.103830227743271,-0.0653121831087933,-0.0847359735973597,-0.064030131826742,-0.064030131826742,-0.107453416149068,-0.111007954669282,-0.108902691511387,-0.116120705120705,-0.0857142857142857,0.00274725274725275,0.0204777492011535,0.0142857142857143
"KLF4",-0.0157279470821459,-0.0966706389012497,0.0103973168214654,-0.0622613849945814,-0.0333333333333333,-0.0267230459168368,0.0526433420716542,-0.0834615384615385,-0.0274509803921569,-0.0333333333333333,-0.0207652411740831,-0.0333333333333333,-0.0290909090909091,0.0847619047619048,0.08,0.103461050774574,-0.104525844525845,0.12,0.0927272727272727,-0.0315026869785376,0.0222222222222222,-0.0956862745098039,0.1,-0.0769582618639223,-0.0281797567511853,0.1,-0.0321350762527233,-0.0921693121693122,0,0.0133064516129032,-0.0365317035905271,-0.036,0.0208333333333333,-0.0244057971014493,0.0207349676910176,-0.104491978609626,0.0188705647176412,0.0238277511961722,0.0333333333333333,0.0333333333333333,0.0297765617875057,0.0245454545454545,0.0263282859254367,0.0849321266968326,0.0373864103487002,0.0834615384615385,0.0834615384615385,0.0297765617875057,0.0288401069380074,0.0271678661353318,0.00472006651884701,0.0274509803921569,0.0258787878787879,0.0205129342202513,0.00454545454545455
"TGFR",0.0157855012141396,0.0474027885562826,0.0116643399584551,0.0111278618158788,0,0.0129289398080095,0.0715578127966584,-0.0833333333333333,0.0242857142857143,0.0142857142857143,0.0321475250137981,0,0.00333333333333333,0.006265664160401,-0.00952380952380952,0.0428731646467768,0.0617199957995286,0.0761904761904762,0.049874686716792,-0.0187701290396383,0.0116845555918782,0.0879341142524943,0.0333333333333333,-0.0775503573749188,-0.00658008658008658,0.0333333333333333,0.000181890075128508,-0.00859124555574984,0.0866666666666667,0.0800075491915059,0.0692879894531212,0.0803323558162268,0.0896120689655172,0.0878056654247677,-0.0178458612420409,-0.0387635756056809,0.0771781818957973,-0.0171264367816092,0.0958620689655172,0.12,-0.0223989218328841,0.0187301587301587,-0.025624728284497,0.0821637426900585,-0.00730181438335945,0.0833333333333333,0.0833333333333333,-0.00811320754716981,-0.0130175137672655,-0.0120605759682224,-0.000328284542161272,-0.01,-0.0651984126984127,-0.071581391421817,0.0377777777777778
"TGF",0.0130960146615724,0.0455509367044308,0.0120416984490211,0.0112982195671565,0,0.0130175137672655,0.0632608695652174,-0.0833333333333333,0.0142857142857143,0,0.0301313959815401,0,0.0333333333333333,-0.00952380952380952,0.0333333333333333,0.0387635756056809,0.0655323125150711,0.0333333333333333,0.0761904761904762,-0.00844564526382708,-0.0079583015509789,0.0830284538751358,0,-0.0763157894736842,-0.0151515151515152,0.0333333333333333,-0.00444444444444445,-0.006265664160401,0.0666666666666667,0.0896120689655172,0.0827208252740168,0.0948484848484848,0.0958620689655172,0.0803323558162268,-0.0171264367816092,-0.049874686716792,0.0858738340697104,-0.00333333333333333,0.12,0.0866666666666667,-0.0242857142857143,0.0377777777777778,-0.0223989218328841,0.0833333333333333,-0.00343915343915344,0.0833333333333333,0.0833333333333333,-0.01,-0.0120605759682224,-0.00811320754716981,-0.000559231424378362,0,0.0187301587301587,-0.0651984126984127,0.06
"SMO",0.00778477186244177,0.209147235905857,0.0264124293785311,-0.0211329348730381,0.2,0.202564177433876,0.0618965517241379,0.257692307692308,0.3,0.3,0.0213628232232883,0.1,0.0333333333333333,-0.142857142857143,-0.1,-0.267459207459207,0.288185654008439,-0.2,-0.26,0.212365591397849,0.0472222222222222,0.340254237288136,0,0.0201754385964912,0.256190476190476,-0.1,0.20822440087146,0.170857142857143,-0.1,-0.204722222222222,0.0681318681318681,0.07,-0.215833333333333,0.0874603174603175,0.00893939393939394,0.252307692307692,-0.12005291005291,-0.00606060606060606,-0.253333333333333,-0.133333333333333,-0.3,-0.226666666666667,-0.3,-0.255366726296959,-0.0684281236005374,-0.257692307692308,-0.257692307692308,-0.206666666666667,-0.201812297734628,-0.206666666666667,0.147314959807913,-0.2,-0.251666666666667,-0.257072072072072,-0.266666666666667
"CD44",0.0642857142857143,-0.206944166944167,0.026984126984127,0.0800493974595592,-0.1,0.0543410852713178,-0.0541666666666667,-0.0142857142857143,0.1,0,-0.0673087416784896,-0.1,-0.1,-0.1,-0.1,-0.015,-0.0815283267457181,0,-0.025,-0.0664540138224349,-0.0634920634920635,-0.0746031746031746,0,-0.0238095238095238,0.0211111111111111,-0.1,-0.0145054945054945,0.0933333333333333,0.1,0.0709090909090909,0.0625730994152047,0.0666666666666667,0.08,0.0891156462585034,0.0909774436090226,0.005,0.0725407925407925,0.0857142857142857,0.1,0.1,-0.05,0.06,-0.0566666666666667,0.0114285714285714,-0.06,0.0142857142857143,0.0142857142857143,0.05,-0.0543410852713178,-0.0566666666666667,-0.0695238095238095,0,0.06,0.0544444444444444,0
"RKIP",-0.019779353821907,-0.423678673427755,0.0314586322333811,-0.190945512922036,-0.1,-0.122496888406892,0.0384025935750074,-0.134090909090909,-0.1,-0.1,-0.040828665961158,0,-0.111111111111111,-0.0857142857142857,-0.0857142857142857,-0.110630961115187,0.110918702476403,-0.13,-0.13,-0.0918143828694726,0.0514586322333812,0.150824485891918,-0.1,0.0340952380952381,0.0976190476190476,-0.1,-0.0939661319073084,0.119047619047619,0.1,0.175803278688525,0.146418892760356,0.165821566110398,0.184,0.160871071060893,0.138034188034188,0.112758620689655,0.170751475462851,0.111111111111111,0.14,0.1,0.11,-0.00666666666666667,0.113846153846154,0.136655011655012,0.0897210501640881,0.134090909090909,0.134090909090909,0.115789473684211,0.121733529628266,0.119635627530364,0.11282408458879,0.1,0.00285714285714286,-0.0167690253671562,0
"SUFU",0.00189195003131659,0.202051590976871,0.0368418772312918,-0.0259654052820219,0.206666666666667,0.199626197894234,0.0610248003854936,0.252309957738007,0.3,0.3,0.022675838120629,0.2,-0.00893939393939394,-0.178549450549451,-0.170857142857143,-0.27448292964067,0.300442270004611,-0.252307692307692,-0.267459207459207,0.213530774130645,0.0459264531047195,0.359379337314809,-0.1,0.00933627775733038,0.264547303457465,-0.142857142857143,0.210348867865576,0.184589719005826,-0.253333333333333,-0.193997211497212,0.0809483514564709,0.0829441884280594,-0.193611111111111,0.0910273293056575,0.019040404040404,0.273206333895989,-0.112552123056945,0.0134848484848485,-0.204722222222222,-0.215833333333333,-0.294230769230769,-0.257072072072072,-0.294602516442665,-0.250094767864589,-0.0685095817005272,-0.252309957738007,-0.252309957738007,-0.201812297734628,-0.199575046999093,-0.202564177433876,0.149872242066736,-0.206666666666667,-0.251752923135902,-0.255105980335113,-0.251666666666667
"FUS",9.24641701340739e-05,0.205017971992033,0.0368418772312918,-0.0244206061059148,0.2,0.199575046999093,0.0553176043557169,0.255366726296959,0.3,0.3,0.0232606334422664,0.2,0.00606060606060606,-0.170857142857143,-0.142857142857143,-0.273206333895989,0.297096545097548,-0.26,-0.252307692307692,0.220856157435585,0.0357468123861567,0.350683685140896,-0.1,0.00863697705802969,0.255159548355425,-0.1,0.205606599824339,0.178549450549451,-0.133333333333333,-0.193611111111111,0.0869724478420131,0.0874603174603175,-0.204722222222222,0.0829441884280594,0.0134848484848485,0.267459207459207,-0.110414355836043,0.00893939393939394,-0.215833333333333,-0.253333333333333,-0.3,-0.251666666666667,-0.294230769230769,-0.252309957738007,-0.067807005588115,-0.255366726296959,-0.255366726296959,-0.206666666666667,-0.202564177433876,-0.201812297734628,0.149735816418714,-0.206666666666667,-0.257072072072072,-0.251752923135902,-0.226666666666667
"cMet",0.0658986175115207,-0.207674093951466,0.0380952380952381,0.0813216620906025,0,0.0543410852713178,-0.0731540084388186,-0.0114285714285714,0.05,0.1,-0.0713627957325436,-0.1,-0.0857142857142857,-0.0933333333333333,-0.1,-0.00590909090909091,-0.0893408267457181,-0.025,-0.005,-0.049504861280062,-0.073015873015873,-0.0877344877344877,-0.1,-0.0371428571428572,-0.00481481481481482,-0.1,-0.0291122360785282,0.0745833333333333,0.1,0.0865340909090909,0.0841417268661851,0.0891156462585034,0.0709090909090909,0.0818429189857761,0.076083826587746,0.015,0.0855842708016621,0.0909774436090226,0.08,0.1,-0.0566666666666667,0.06,-0.0566666666666667,0.0133153638814016,-0.0520634920634921,0.0114285714285714,0.0114285714285714,-0.0566666666666667,-0.0543410852713178,-0.0543410852713178,-0.0677444500932045,0.05,0.0544444444444444,0.069338061465721,0.06
"Patched",0.00293040293040293,0.216766283524904,0.0416666666666667,-0.0170738942826321,0.1,0.201812297734628,0.055,0.257692307692308,0.3,0.2,0.026013986013986,0.1,0,-0.1,-0.1,-0.252307692307692,0.266666666666667,-0.1,-0.2,0.212365591397849,0.0555555555555556,0.325,0,-0.0166666666666667,0.222857142857143,0,0.193518518518519,0.142857142857143,0,-0.215833333333333,0.0538461538461538,0.05,-0.253333333333333,0.07,-0.00606060606060606,0.26,-0.127195767195767,-0.0333333333333333,-0.133333333333333,-0.1,-0.3,-0.266666666666667,-0.3,-0.257692307692308,-0.0753246753246753,-0.257692307692308,-0.257692307692308,-0.2,-0.206666666666667,-0.206666666666667,0.146344086021505,-0.2,-0.226666666666667,-0.251666666666667,-0.166666666666667
"ERK",-0.0204256280376635,-0.425507769147579,0.0469729429445423,-0.191571123760204,-0.115789473684211,-0.122633712033493,0.0257437809161947,-0.139512154512154,-0.113846153846154,-0.11,-0.0409351946358469,-0.1,-0.138034188034188,-0.106106442577031,-0.119047619047619,-0.0170051486732187,0.111408898554835,-0.112758620689655,-0.110630961115187,-0.0979219327270225,0.0399675241622457,0.150024585879419,-0.0857142857142857,0.0180003082139005,0.0802828799017041,-0.0857142857142857,-0.103283675205434,0.102436717806389,0.14,0.17287631079992,0.138575268807517,0.158288045230635,0.173842494374799,0.158288045230635,0.130079803417248,0.0222976277818538,0.169329393693149,0.131464844968495,0.175803278688525,0.184,0.115944055944056,-0.0167690253671562,0.116695935643304,0.140062209517655,0.0919359479887421,0.139512154512154,0.139512154512154,0.121733529628266,0.121939267589049,0.122496888406892,0.113224156390796,0.119635627530364,-0.00509019325036789,-0.00536491852509316,0.00285714285714286
"SHH",0.00769230769230769,0.220766283524904,0.05,-0.0102777777777778,0.1,0.206666666666667,0.025,0.25,0.2,0.2,0.0205194805194805,0,0.1,-0.1,0,-0.26,0.266666666666667,0,-0.1,0.183333333333333,0,0.3,0,-0.05,0.18,0,0.175,0.1,0,-0.253333333333333,0,0,-0.133333333333333,0.05,-0.0333333333333333,0.2,-0.145714285714286,0,-0.1,0,-0.3,-0.166666666666667,-0.3,-0.257692307692308,-0.0571428571428571,-0.25,-0.25,-0.2,-0.206666666666667,-0.2,0.14078853046595,-0.1,-0.266666666666667,-0.226666666666667,-0.2
"Wnt",0.0702978056426332,-0.193448275862069,0.050597800095648,-0.177064366265782,-0.1,-0.137145844744311,-0.031497975708502,-0.0300751879699248,-0.2,-0.2,-0.0353757063466119,0,-0.1,-0.0866666666666667,-0.0666666666666667,-0.0490196078431373,0.164646464646465,-0.1,-0.0666666666666667,0.0424948240165631,0.0725490196078431,0.237637494021999,-0.1,-0.0272727272727273,0.0683333333333333,-0.1,0.0223529411764706,0.124166666666667,0,0.118398268398268,0.0856410256410256,0.103418803418803,0.113636363636364,0.0917908964420592,0.147619047619048,0.0666666666666667,0.106274509803922,0.114285714285714,0.05,0,0.125,0.0666666666666667,0.130263157894737,0.0300751879699248,0.0872727272727273,0.0300751879699248,0.0300751879699248,0.125,0.133834586466165,0.130263157894737,0.025,0.1,0.0866666666666667,0.0649275362318841,0.1
"ZEB1",-0.0221594540848938,-0.190303533292543,0.057747882684385,-0.183489511220855,-0.041025641025641,-0.0445448128449992,0.0594616468335797,-0.139187892715741,-0.0308943089430894,-0.0333333333333333,-0.0158843346948927,-0.0333333333333333,-0.1875,-0.198590739142939,-0.203508771929825,-0.130343785091129,0.272092869335184,-0.116666666666667,-0.136666666666667,0.172800596245746,0.0603329261210021,0.350377942896684,-0.166666666666667,-0.0751656920077973,0.210809950848636,-0.166666666666667,0.0817873044115191,0.204305024857225,0.233333333333333,0.291807334386359,0.265084483737334,0.28723190304185,0.29572192513369,0.292520364580312,0.189363555339491,0.13078431372549,0.227133363065746,0.183578431372549,0.287878787878788,0.283333333333333,0.0347404627892433,-0.0131350991171081,0.0337095349541917,0.142180018699993,0.0400516829278239,0.139187892715741,0.139187892715741,0.0444689695765736,0.0448383549193632,0.0437745251321291,0.0398502850430787,0.0385866166353971,-0.00755134277193045,-0.0146379569451588,-0.0116858237547893
"DELTA",0.0187739463601533,-0.193815987933635,0.0584541062801932,-0.10119298245614,0,-0.0400799200799201,0.0542857142857143,0.0133333333333333,0,0,-0.0182857142857143,0,0.1,-0.0333333333333333,0,-0.213333333333333,0.242424242424242,-0.1,-0.2,0.183333333333333,0.0888888888888889,0.35024154589372,0,0.02,0.235897435897436,0,0.128,0.111111111111111,0,0.116025641025641,0.233333333333333,0.133333333333333,0.108333333333333,0.138095238095238,-0.0228571428571429,0.18,0.0883982683982684,-0.08,0.0333333333333333,0,0.02,0,0.0276923076923077,-0.00424242424242424,0.0142857142857143,-0.0133333333333333,-0.0133333333333333,0.02,0.0367832167832168,0.0276923076923077,0.0376422169379916,0,-0.0111111111111111,-0.0391111111111111,0
"GSK3",-0.0285436013119339,-0.199738249172107,0.0671147797996088,-0.179080151469629,-0.130263157894737,-0.137366741487505,-0.045451464080595,-0.0381080073969082,-0.133834586466165,-0.130263157894737,-0.0359569609179346,-0.125,-0.141736694677871,-0.105919540229885,-0.111666666666667,-0.0572341150708024,0.165711348628394,-0.0490196078431373,-0.0638344226579521,0.029347986582567,0.0674010239981266,0.235507236419716,-0.0866666666666667,-0.032478385671806,0.0515580034001087,-0.124166666666667,0.0104556645444022,0.104210138520483,0.113636363636364,0.115492609057141,0.0729508853598951,0.0934625592881181,0.115014140157619,0.1008088861247,0.139898532839709,0.0600750241617115,0.105615054960118,0.139638792579969,0.111946655495043,0.118398268398268,0.137102560322375,0.0773084886128364,0.136159164095959,0.0366374191616141,0.0918892099871288,0.0381080073969082,0.0381080073969082,0.137145844744311,0.137827267803294,0.136669654268121,0.0248424377296072,0.133834586466165,0.0804443771145786,0.0786495053197068,0.0649275362318841
"miR200",-0.0618301282288157,-0.194256331746053,0.0797267025089606,-0.232898040295994,-0.1,-0.114279043964706,0.00786985372351226,-0.149816303099885,-0.104,-0.1,-0.06390539360588,-0.1,-0.102266009852217,-0.117593984962406,-0.0747368421052632,-0.0922201607915894,0.127398359643708,-0.114285714285714,-0.0742857142857143,0.0818037518037518,0.0663216011042098,0.272455197132616,-0.1,-0.0397421018697614,0.104136533695212,-0.08,-0.0046823115534772,0.115707192509576,0.12,0.171591909741332,0.156638418079096,0.171630847029077,0.17376582278481,0.163793856433466,0.1316055773566,0.0833766233766234,0.16276069687525,0.133300492610837,0.1725,0.1325,0.102591549295775,0.0191176470588235,0.104789351493577,0.150065679658489,0.0795669319476501,0.149816303099885,0.149816303099885,0.111635027556644,0.114279043964706,0.11388221856788,0.108871054372514,0.11304347826087,0.00298861480075901,0.0122909403821544,0.025
"SNAI1",-0.00414540204020402,-0.294567108148006,0.0942970507793079,-0.211435495482427,-0.131111111111111,-0.137706234062431,0.0510493052943315,-0.0458182977551701,-0.13374269005848,-0.131111111111111,-0.0937317251461988,-0.12,-0.104615384615385,-0.0902777777777778,-0.0958333333333333,-0.211984424448109,0.244637879772373,-0.221739130434783,-0.220044215180545,0.0801289719669152,0.0953585132331877,0.357896399561459,-0.108333333333333,-0.0206331340681238,0.216128911503978,-0.0958333333333333,0.0866305506088115,0.0909722222222222,0.133333333333333,0.160898922411293,0.148763695883151,0.158740399385561,0.153714456391876,0.15763338831545,0.103642072213501,0.218710881847212,0.140856096375155,0.102417582417582,0.146714456391876,0.143010752688172,0.135206104692626,-0.0228545963840081,0.135388920049116,0.0471319266550059,0.103052369447945,0.0458182977551701,0.0458182977551701,0.135794011833616,0.137551355384063,0.137275493315097,0.126219743544934,0.133813813813814,-0.0190294597719863,-0.0216504275139218,-0.0243697478991597
"Csl",0.0130131654353611,-0.207979274202206,0.0951146342114394,-0.108526284005111,-0.0276923076923077,-0.0429266236599419,0.0338018811529061,-0.00743745010611578,-0.0367832167832168,-0.0276923076923077,-0.0189552114580562,-0.02,-0.0739170506912442,-0.0976744186046512,-0.1,-0.230134575569358,0.251096813572162,-0.213333333333333,-0.234761904761905,0.176497592584549,0.0920255348516218,0.363423457086681,-0.0333333333333333,0.00276928463064535,0.216838700839703,-0.111111111111111,0.112217198058705,0.0937984496124031,0.108333333333333,0.132892421108086,0.240717861280521,0.148886605001713,0.12513380041843,0.16055327166838,0.0756395387295218,0.229047619047619,0.102479930772563,0.0765486296386127,0.121907993966817,0.116025641025641,0.0400090232348297,-0.0197562724014337,0.0408154748477329,0.00670215598846872,0.0207172998704259,0.00743745010611578,0.00743745010611578,0.0400799200799201,0.0429837991888155,0.0413044098758385,0.040044371039892,0.0367832167832168,-0.0216671004269114,-0.0187192546219227,-0.0391111111111111
"cfos",-0.00388257575757576,-0.291961323348185,0.0953111187978016,-0.210759620798832,-0.1,-0.137275493315097,0.0515023570403771,-0.0419934640522876,-0.12,-0.1,-0.0928028404344194,-0.1,-0.1,-0.0958333333333333,-0.108333333333333,-0.220044215180545,0.251854681266446,-0.08,-0.2,0.172990300838402,0.0810793650793651,0.365509819747108,0,-0.0291666666666667,0.219277389277389,-0.0333333333333333,0.0899220779220779,0.0958333333333333,0.0333333333333333,0.146714456391876,0.134232883558221,0.138095238095238,0.143010752688172,0.147772657450077,0.104615384615385,0.221739130434783,0.131006944444444,0.1,0.133333333333333,0.133333333333333,0.131111111111111,-0.0380952380952381,0.13374269005848,0.0480910250278973,0.101724137931034,0.0419934640522876,0.0419934640522876,0.131111111111111,0.135794011833616,0.133813813813814,0.125704835309819,0.12,-0.0243697478991597,-0.0228545963840081,-0.0142857142857143
"STAT",-0.062601246105919,-0.202228216478146,0.0982069212838444,-0.272167776730486,-0.114285714285714,-0.13576019245572,0.0489420586230402,-0.121469189412738,-0.126785714285714,-0.114285714285714,-0.0766138895854,0,-0.0745098039215686,-0.0552380952380952,-0.06,-0.184819734345351,0.224875394308356,-0.166666666666667,-0.166666666666667,0.128903136302129,0.18305605070311,0.33306437152591,0,-0.114737274220033,0.164998391248391,0,-0.00337006821264692,0.053543179983858,0.05,0.137758455100501,0.129333333333333,0.132689210950081,0.138643410852713,0.134988061524793,0.0781833804106791,0.190196078431373,0.119738172625497,0.0772125066242713,0.131666666666667,0.125,0.131331168831169,-0.0221590909090909,0.13385217723453,0.122961726726171,0.0900585688820983,0.121469189412738,0.121469189412738,0.131331168831169,0.134210728808521,0.133895271395271,0.119843406832567,0.126785714285714,-0.00636961722488038,-0.00492034186256154,0.00909090909090909
"LIV1",-0.00315530303030303,-0.294131305265002,0.098848096289763,-0.21096723325558,-0.12,-0.137551355384063,0.0473644260058944,-0.0480910250278973,-0.131111111111111,-0.12,-0.0940058479532164,-0.1,-0.1,-0.0958333333333333,-0.0958333333333333,-0.218710881847212,0.246270924921268,-0.2,-0.221739130434783,0.176570253105705,0.0925547749154307,0.358757408171545,-0.0333333333333333,-0.0202557755775578,0.213200041211091,-0.108333333333333,0.086117730095991,0.0902777777777778,0.133333333333333,0.153714456391876,0.138644648264103,0.147772657450077,0.146714456391876,0.158740399385561,0.102417582417582,0.220044215180545,0.135914919904567,0.104615384615385,0.143010752688172,0.133333333333333,0.13374269005848,-0.0243697478991597,0.135206104692626,0.0458182977551701,0.102353068748645,0.0480910250278973,0.0480910250278973,0.133813813813814,0.137275493315097,0.135794011833616,0.126254285859269,0.131111111111111,-0.0228545963840081,-0.0190294597719863,-0.0380952380952381
"EGR1",-0.00315530303030303,-0.294131305265002,0.098848096289763,-0.21096723325558,-0.12,-0.137551355384063,0.0473644260058944,-0.0480910250278973,-0.131111111111111,-0.12,-0.0940058479532164,-0.1,-0.1,-0.0958333333333333,-0.0958333333333333,-0.218710881847212,0.246270924921268,-0.2,-0.221739130434783,0.176570253105705,0.0925547749154307,0.358757408171545,-0.0333333333333333,-0.0202557755775578,0.213200041211091,-0.108333333333333,0.086117730095991,0.0902777777777778,0.133333333333333,0.153714456391876,0.138644648264103,0.147772657450077,0.146714456391876,0.158740399385561,0.102417582417582,0.220044215180545,0.135914919904567,0.104615384615385,0.143010752688172,0.133333333333333,0.13374269005848,-0.0243697478991597,0.135206104692626,0.0458182977551701,0.102353068748645,0.0480910250278973,0.0480910250278973,0.133813813813814,0.137275493315097,0.135794011833616,0.126254285859269,0.131111111111111,-0.0228545963840081,-0.0190294597719863,-0.0380952380952381
"SMAD",-0.0802029605037124,-0.19254402383869,0.101188052693016,-0.0947167233031923,-0.02,-0.0278672847854848,-0.0103133135928693,-0.0947104482126316,-0.00555555555555555,0,0.00963734504958594,-0.02,-0.154285714285714,-0.167133520074697,-0.173015873015873,-0.190878626249969,0.207217319569724,-0.171428571428571,-0.194009216589862,0.11479445330655,0.0968884084137087,0.307800149350717,-0.1,0.0113427979887607,0.150109967222477,-0.177777777777778,0.110650597840177,0.16046685340803,0.208333333333333,0.207835396700886,0.191697899724206,0.229198837691988,0.203746177370031,0.14062740912056,0.149961685823755,0.187032472403815,0.185823209049016,0.153136288998358,0.208333333333333,0.208333333333333,0.00747863247863248,0.0159289067739772,0.00675920801820082,0.0937236061073685,0.0141580366009363,0.0947104482126316,0.0947104482126316,0.027516339869281,0.0283738703984534,0.0271527035056447,0.039957512521591,0.0255555555555556,0.0131356106845917,0.0171196744296116,-0.00238095238095238
