"","SNAI1","EGR1","cfos","ZEB2","TWIST1","SMO","Patched","SHH","SMAD","SNAI2","PI3K","DELTA","PAK1","RAS","TGFR","TGF","miR200","FOXC2","Ecadherin","KLF4","SOSGRB2","cateninmemb","Destcompl","DSH","STAT","LIV1","Wnt","Frizzled","GLI","SRC","cMet","cateninnuc","TCFLEF","CD44","AXIN2","GSK3","ILK","RAF","CDC42","HEY1","FUS","ZEB1","RKIP","NOTCH","NOTCHic","Jagged","MEK","Csl","ERK","AKT","IKK","NFB","Csn","SUFU","TrCP"
"TWIST1",0.0590267998073099,0.0933333333333333,0.0889855072463768,0.0967476248178002,-0.0297355254077222,0.0608888888888889,0.0622587519025875,0.0617661410651491,0.0394194374392394,0.279417362197118,-0.0659412972063193,-0.0659412972063193,-0.0709090909090909,-0.0676536259734426,-0.0671590909090909,-0.0632866535514599,0.100171191000245,-0.0583727506551963,-0.0679391160714974,0.0992703773191578,-0.125703612431301,-0.0136185437485119,-0.0372172030704303,0.0142857142857143,0.0142857142857143,0,0.0306599832915622,0.0253968253968254,0.0218599832915622,0.0253968253968254,0.0296521445457616,0.0206252257603994,0.020452712821929,0.0212184096060025,0.038635665409859,-0.0367610114090346,-0.0384293384293384,0.0659412972063193,0.0709090909090909,-0.0523374930154591,-0.0888888888888889,-0.0445533252550796,-0.047647671560715,-0.0632096973606408,-0.0660398860398861,-0.070970164905332,-0.0927561278276808,-0.0762962962962963,-0.0942486651411137,-0.0228068541627864,-0.0126373626373626,-0.0269230769230769,-0.05,-0.1,-0.1
"RAS",0.116647000983284,0.14,0.165,0.119016936671576,0.021974904528096,-0.116666666666667,-0.136666666666667,-0.134971751412429,-0.141558441558442,-0.263642234054605,0.152051282051282,0.152051282051282,0.14,0.0616666666666667,0.0917647058823529,0.086814210832848,0.111261538461538,0.0863492063492063,0.115143958329928,0.130357142857143,-0.0913419913419913,0.0553087891008326,-0.110273039342807,-0.1,-0.1,0,-0.0558823529411765,-0.05,-0.0600490196078431,-0.05,-0.0558823529411765,-0.0570773474470022,-0.0533946279002599,-0.0580100125156446,-0.0814492753623188,-0.049250645994832,0.141558441558442,-0.152051282051282,-0.08,0.144466403162055,0.1,-0.0428166421207658,0.0425408805031447,0.125223435948361,0.115789473684211,0.104139562389119,-0.147249742002064,0.1,-0.149210526315789,0,0,-0.0333333333333333,0,0.1,-0.1
"SOSGRB2",0.105266524520256,0.080952380952381,0.0476190476190476,0.202055137844612,0.0917971014492754,-0.0333333333333333,-0.0630630630630631,-0.0723653886444584,-0.10005564328145,0.192750188831965,0.298305084745763,0.298305084745763,0.0642857142857143,0.294458930899609,0.0527472527472527,0.060548671186969,0.173883990514392,0.0641147741147741,-0.0128493292799613,0.204912280701754,0.0386111111111111,-0.0700704340704341,-0.244240807663626,-0.1,-0.1,0,-0.0607142857142857,-0.0857142857142857,-0.0824534161490683,-0.0857142857142857,-0.0639751552795031,-0.0858108943486824,-0.0867669172932331,-0.0857142857142857,-0.109502200220022,-0.280928782920368,0.0965591397849462,-0.298305084745763,-0.0642857142857143,0.0892045454545455,0,-0.00373433583959899,-0.109320175438596,0.230257066876785,0.203496503496504,0.0345546932585507,-0.0665379665379665,0.172727272727273,-0.0665379665379665,-0.250073099415205,-0.262573099415205,-0.288888888888889,-0.3,0,-0.3
"ERK",0.099375768850648,-0.00275862068965517,0.00362435803374908,0.202740324962966,0.0869213482120393,0.0190819672131148,0.0249643201542912,0.0235150447919724,-0.0151128935459903,0.320188164485821,0.22985902985903,0.22985902985903,0.08,0.228868930849129,0.0814325670236715,0.0795094901005945,0.158661853317278,0.0879781903919835,-0.0318509315952944,0.204810205420796,0.10003451995685,-0.0820957925361606,-0.254492765449737,-0.0466666666666667,-0.0508771929824561,-0.0666666666666667,-0.0742890442890443,-0.0735897435897436,-0.0745396708554603,-0.0778002699055331,-0.0784995706048338,-0.0789460929238553,-0.080612759590522,-0.0787540235310424,-0.110332166065417,-0.296926209857394,0.0169366017526772,-0.22985902985903,-0.0865420560747664,0.00472949158373282,-0.024,0.0312953782498852,-0.234925415702126,0.0435381844343164,0.0421531428830699,-0.0551274269213968,-0.0989075520913164,0.056021756021756,-0.0969576913670824,-0.168391137105384,-0.170225999490705,-0.173755411255411,-0.176785714285714,-0.06,-0.214285714285714
"MEK",0.0996072503321295,-0.02,-0.00275862068965517,0.20352772653777,0.0865052594464359,0.024,0.0190819672131148,0.0249643201542912,-0.0169366017526772,0.321540734368598,0.234620934620935,0.234620934620935,0.08,0.22985902985903,0.0865420560747664,0.0814325670236715,0.156946167042769,0.0902004126142057,-0.0321598914305159,0.206360593017695,0.104888888888889,-0.0823717814966022,-0.254755824450113,-0.0666666666666667,-0.0666666666666667,-0.1,-0.0735897435897436,-0.0466666666666667,-0.0742890442890443,-0.0508771929824561,-0.0778002699055331,-0.080612759590522,-0.0787540235310424,-0.0784995706048338,-0.108218344927206,-0.297017036378738,0.0143535759224189,-0.234620934620935,-0.08,-0.000389962341181854,-0.06,0.0308229373050033,-0.23687527642636,0.0421531428830699,0.056021756021756,-0.0560310413792281,-0.0969576913670824,0.0252525252525253,-0.00362435803374908,-0.170225999490705,-0.173755411255411,-0.176785714285714,-0.214285714285714,-0.1,-0.2
"RKIP",0.100889301614181,-0.02,-0.02,0.20432137733142,0.0832085561497326,0.06,0.024,0.0190819672131148,-0.0143535759224189,0.323487206388063,0.233766233766234,0.233766233766234,0.1,0.234620934620935,0.08,0.0865420560747664,0.157255764565988,0.0902004126142057,-0.0345278331427199,0.20832137733142,0.107111111111111,-0.0792010497892851,-0.254337414408272,-0.1,-0.1,0,-0.0466666666666667,-0.0666666666666667,-0.0735897435897436,-0.0666666666666667,-0.0508771929824561,-0.0787540235310424,-0.0784995706048338,-0.0778002699055331,-0.1028129395218,-0.297754137115839,0.00940308087291399,-0.233766233766234,-0.08,-0.00402632597754549,-0.1,0.0387594452415112,-0.234243697478992,0.056021756021756,0.0252525252525253,-0.0576703856415232,-0.00362435803374908,-0.0111111111111111,0.00275862068965517,-0.173755411255411,-0.176785714285714,-0.214285714285714,-0.2,-0.1,-0.2
"RAF",0.100889301614181,-0.02,-0.02,0.20432137733142,0.0832085561497326,0.06,0.024,0.0190819672131148,-0.0143535759224189,0.323487206388063,0.233766233766234,0.233766233766234,0.1,0.234620934620935,0.08,0.0865420560747664,0.157255764565988,0.0902004126142057,-0.0345278331427199,0.20832137733142,0.107111111111111,-0.0792010497892851,-0.254337414408272,-0.1,-0.1,0,-0.0466666666666667,-0.0666666666666667,-0.0735897435897436,-0.0666666666666667,-0.0508771929824561,-0.0787540235310424,-0.0784995706048338,-0.0778002699055331,-0.1028129395218,-0.297754137115839,0.00940308087291399,-0.233766233766234,-0.08,-0.00402632597754549,-0.1,0.0387594452415112,-0.234243697478992,0.056021756021756,0.0252525252525253,-0.0576703856415232,-0.00362435803374908,-0.0111111111111111,0.00275862068965517,-0.173755411255411,-0.176785714285714,-0.214285714285714,-0.2,-0.1,-0.2
"cfos",-0.0321540906351033,0.12,0,0.209881240631846,0.0147532467532468,-0.188095238095238,-0.165514592933948,-0.154403481822837,-0.136277521761393,0.196445792650172,0.0675381263616558,0.0675381263616558,-0.0142857142857143,0.061440565386046,-0.0137254901960784,-0.018270944741533,0.127862660215601,-0.0327471476395436,0.144601178953005,0.213333333333333,0.0444444444444444,0.161771359359685,-0.117830606946134,0.15,0.15,0.1,0.0788888888888889,0.09,0.0815204678362573,0.09,0.0788888888888889,0.0854163073965054,0.0806014925816906,0.0815915915915916,0.122266009852217,0.0018262987012987,0.150793650793651,-0.0675381263616558,0,0.158870564717641,0.171428571428571,0.108866597486452,0.0572727272727273,0.132820512820513,0.143589743589744,0.115208333333333,0.0268238761974945,0.166666666666667,0.0217391304347826,0.130263157894737,0.125,0.125,0.1,0.1,0
"TrCP",-0.0280968113988264,0,-0.0217391304347826,0.211488957673647,0.0163836815358555,-0.165514592933948,-0.154403481822837,-0.146403481822837,-0.127890424987199,0.198977438219792,0.061440565386046,0.061440565386046,0,0.0605314744769551,-0.018270944741533,-0.0177244966541013,0.128877888641997,-0.0327471476395436,0.144947199714251,0.206775956284153,0.0394939493949395,0.164152311740638,-0.118582486645382,0.09,0.09,0.15,0.0815204678362573,0.0788888888888889,0.0790814434460134,0.0788888888888889,0.0815915915915916,0.0866576867068502,0.0854163073965054,0.0806014925816906,0.120379217399387,0.00291720779220779,0.136277521761393,-0.061440565386046,0.0137254901960784,0.151517623541171,0.188095238095238,0.109188140894812,0.0534053239578101,0.126227106227106,0.132820512820513,0.10907336400818,0.0294905428641611,0.143589743589744,0.0268238761974945,0.132115009746589,0.130263157894737,0.125,0.125,0.171428571428571,0.1
"PAK1",-0.0280968113988264,0,-0.0217391304347826,0.211488957673647,0.0163836815358555,-0.165514592933948,-0.154403481822837,-0.146403481822837,-0.127890424987199,0.198977438219792,0.061440565386046,0.061440565386046,0,0.0605314744769551,-0.018270944741533,-0.0177244966541013,0.128877888641997,-0.0327471476395436,0.144947199714251,0.206775956284153,0.0394939493949395,0.164152311740638,-0.118582486645382,0.09,0.09,0.15,0.0815204678362573,0.0788888888888889,0.0790814434460134,0.0788888888888889,0.0815915915915916,0.0866576867068502,0.0854163073965054,0.0806014925816906,0.120379217399387,0.00291720779220779,0.136277521761393,-0.061440565386046,0.0137254901960784,0.151517623541171,0.188095238095238,0.109188140894812,0.0534053239578101,0.126227106227106,0.132820512820513,0.10907336400818,0.0294905428641611,0.143589743589744,0.0268238761974945,0.132115009746589,0.130263157894737,0.125,0.125,0.171428571428571,0.1
"EGR1",-0.0280968113988264,0,-0.0217391304347826,0.211488957673647,0.0163836815358555,-0.165514592933948,-0.154403481822837,-0.146403481822837,-0.127890424987199,0.198977438219792,0.061440565386046,0.061440565386046,0,0.0605314744769551,-0.018270944741533,-0.0177244966541013,0.128877888641997,-0.0327471476395436,0.144947199714251,0.206775956284153,0.0394939493949395,0.164152311740638,-0.118582486645382,0.09,0.09,0.15,0.0815204678362573,0.0788888888888889,0.0790814434460134,0.0788888888888889,0.0815915915915916,0.0866576867068502,0.0854163073965054,0.0806014925816906,0.120379217399387,0.00291720779220779,0.136277521761393,-0.061440565386046,0.0137254901960784,0.151517623541171,0.188095238095238,0.109188140894812,0.0534053239578101,0.126227106227106,0.132820512820513,0.10907336400818,0.0294905428641611,0.143589743589744,0.0268238761974945,0.132115009746589,0.130263157894737,0.125,0.125,0.171428571428571,0.1
"NOTCHic",-0.0302075702075702,0.02,-0.0133333333333333,0.212528180354267,0.0359715382155421,-0.173076923076923,-0.155429864253394,-0.143601907264146,-0.13634121274409,0.137302163041878,0.0140974967061924,0.0140974967061924,-0.0333333333333333,0.00769355581949285,-0.023010752688172,-0.0261954660639682,0.128543402647449,-0.0365108624094799,0.0347781628650493,0.218374741200828,0.0192822966507177,0.0297144957731148,-0.0156773836586921,0.06,0.06,0,0.0124475524475524,0.0215384615384615,0.0135228212647567,0.0215384615384615,0.0124475524475524,0.0151167916053412,0.0106893106893107,0.0135464535464535,0.0206454028152141,0.0310843545169564,0.148571428571429,-0.0140974967061924,0.0133333333333333,0.254626532887402,0.15,0.112495974235105,0.0556331801596493,0.0931190880426873,0.101013824884793,0.0877836708300284,0.0304761904761905,0.217142857142857,0.0276190476190476,0.135658914728682,0.133333333333333,0.133333333333333,0.1,0.1,0
"Csl",-0.0270455148716018,-0.0133333333333333,-0.0276190476190476,0.213633152729958,0.0389060754615917,-0.155429864253394,-0.143601907264146,-0.136705355540008,-0.129118990521868,0.139166443429648,0.00769355581949285,0.00769355581949285,-0.0133333333333333,0.00659061464302226,-0.0261954660639682,-0.0259687086943537,0.129632727266185,-0.0365108624094799,0.035475837283654,0.211231884057971,0.0152172560003112,0.0315493581584359,-0.0161039528238353,0.0215384615384615,0.0215384615384615,0.06,0.0135228212647567,0.0124475524475524,0.00949056320024061,0.0124475524475524,0.0135464535464535,0.0165461798271823,0.0151167916053412,0.0106893106893107,0.0178176393190702,0.0327043839720374,0.13634121274409,-0.00769355581949285,0.023010752688172,0.248744179946226,0.173076923076923,0.111943488047259,0.0524073737080364,0.086755451679051,0.0931190880426873,0.0815336708300284,0.0337370600414079,0.101013824884793,0.0304761904761905,0.134883720930233,0.135658914728682,0.133333333333333,0.133333333333333,0.15,0.1
"SNAI1",-0.126139516025161,-0.0217391304347826,-0.0268238761974945,0.214071983503905,0.0154606046127785,-0.154403481822837,-0.146403481822837,-0.140384064347109,-0.127521421297162,0.200821219647885,0.0605314744769551,0.0605314744769551,-0.0137254901960784,0.0620093069892704,-0.0177244966541013,-0.0171196579444239,0.13089517970828,-0.0313494348059985,0.14551952021373,0.210202747561412,0.0391165909043735,0.164946784970344,-0.119350030505032,0.0788888888888889,0.0788888888888889,0.09,0.0790814434460134,0.0815204678362573,0.0829205659323023,0.0815915915915916,0.0806014925816906,0.0859865457672529,0.0866576867068502,0.0854163073965054,0.122710219730389,0.00245516158758733,0.127890424987199,-0.0605314744769551,0.018270944741533,0.141993814017361,0.165514592933948,0.107589124904652,0.0492212235394001,0.120104657247514,0.126227106227106,0.10907336400818,0.0290421123708876,0.132820512820513,0.0294905428641611,0.129337231968811,0.132115009746589,0.130263157894737,0.125,0.188095238095238,0.125
"NOTCH",-0.0317948717948718,0,0.02,0.217713365539452,0.0340847457627119,-0.15,-0.173076923076923,-0.155429864253394,-0.148571428571429,0.139506571859513,0.0242424242424242,0.0242424242424242,0,0.0140974967061924,-0.0133333333333333,-0.023010752688172,0.127965367965368,-0.0348979591836735,0.0355438596491228,0.236231884057971,0.0147368421052632,0.0311343740692609,-0.0190107169920254,0,0,0,0.0215384615384615,0.06,0.0124475524475524,0.06,0.0215384615384615,0.0106893106893107,0.0135464535464535,0.0124475524475524,0.0234231805929919,0.0286050156739812,0.161904761904762,-0.0242424242424242,0.0333333333333333,0.26231884057971,0.1,0.119162640901771,0.0598585322723254,0.101013824884793,0.217142857142857,0.0924194324194324,0.0276190476190476,0.16,0.0133333333333333,0.133333333333333,0.133333333333333,0.1,0,0,0
"Jagged",-0.0333333333333333,0.1,0,0.236231884057971,0.029,-0.1,-0.15,-0.173076923076923,-0.161904761904762,0.144268476621418,0.0333333333333333,0.0333333333333333,0,0.0242424242424242,-0.0333333333333333,-0.0133333333333333,0.139393939393939,-0.0328571428571428,0.0355438596491228,0.266666666666667,0.02,0.0421291384671666,-0.0227490347490347,0,0,0,0.06,0,0.0215384615384615,0,0.06,0.0135464535464535,0.0124475524475524,0.0215384615384615,0.0328571428571428,0.0172413793103448,0.166666666666667,-0.0333333333333333,0,0.266666666666667,0,0.13768115942029,0.0564102564102564,0.217142857142857,0.16,0.0998268398268398,0.0133333333333333,0.1,-0.02,0.133333333333333,0.1,0,0,0,0
"DELTA",-0.0333333333333333,0.1,0,0.236231884057971,0.029,-0.1,-0.15,-0.173076923076923,-0.161904761904762,0.144268476621418,0.0333333333333333,0.0333333333333333,0,0.0242424242424242,-0.0333333333333333,-0.0133333333333333,0.139393939393939,-0.0328571428571428,0.0355438596491228,0.266666666666667,0.02,0.0421291384671666,-0.0227490347490347,0,0,0,0.06,0,0.0215384615384615,0,0.06,0.0135464535464535,0.0124475524475524,0.0215384615384615,0.0328571428571428,0.0172413793103448,0.166666666666667,-0.0333333333333333,0,0.266666666666667,0,0.13768115942029,0.0564102564102564,0.217142857142857,0.16,0.0998268398268398,0.0133333333333333,0.1,-0.02,0.133333333333333,0.1,0,0,0,0
"SUFU",0.0960995318235419,0.172307692307692,0.163216783216783,0.245124902108233,0.0394884137182817,-0.0408333333333333,-0.0418434343434343,-0.0391407316407316,-0.118426060930717,0.176621956302885,0.14724764863957,0.14724764863957,-0.0116666666666667,0.144083091677545,-0.00143089898409048,-0.00123366032531336,0.192783387557145,0.0763279937672538,0.056324325469494,0.238877709062749,-0.0694822721138511,0.099739234315592,-0.171429491905687,-0.075,0.02,0,-0.075,-0.075,-0.0776022304832714,0.02,0.0209708737864078,0.0157446849126889,0.0141590071633283,0.0179633549894153,0.165612531183844,-0.157197158209593,0.12373783922171,-0.14724764863957,0.00355855855855856,0.129734801604891,0.0241666666666667,0.0497937428637593,-0.0645926549313884,0.201096681096681,0.20030303030303,0.117403778670842,-0.162492889844321,0.195757575757576,-0.162067357929427,-0.0499002876318313,-0.0505714285714286,-0.0505714285714286,-0.0785714285714286,-0.0133333333333333,-0.15
"FUS",0.0962698895748196,0.18,0.172307692307692,0.24898963640775,0.0376327436151889,-0.0241666666666667,-0.0408333333333333,-0.0418434343434343,-0.12373783922171,0.179588337318047,0.148557692307692,0.148557692307692,0.0133333333333333,0.14724764863957,-0.00355855855855856,-0.00143089898409048,0.194270376404729,0.0760798548094374,0.0571482183634178,0.247859744990893,-0.0757759784075574,0.10260417292405,-0.174034489247526,-0.1,0,0,-0.075,-0.075,-0.075,0.02,0.02,0.0141590071633283,0.0179633549894153,0.0209708737864078,0.166783491371198,-0.158482505253295,0.128253968253968,-0.148557692307692,0.0116666666666667,0.133349259436216,-0.0133333333333333,0.0517261100135177,-0.0650008181966945,0.20030303030303,0.195757575757576,0.120966724039013,-0.162067357929427,0.175757575757576,-0.163216783216783,-0.0505714285714286,-0.0505714285714286,-0.0785714285714286,-0.15,0.0666666666666667,-0.1
"SMAD",0.0152955807633227,0.0285714285714286,0.0124423963133641,0.254141023197627,0.0347598955845576,-0.0725,-0.0679128440366972,-0.0623366358582586,-0.154331102687267,0.186117094401596,0.175196506550218,0.175196506550218,0.0476190476190476,0.176183348655482,0.0253985739389784,0.0261953866879824,0.162103292194471,0.0115544105017789,0.18645260202087,0.251147232548762,0.0435152321798285,0.173845968469417,-0.124687927340661,0.0761904761904762,0.0628571428571429,0.12,0.0689255189255189,0.0650793650793651,0.0682060944650873,0.0517460317460317,0.0556676003734827,0.059423366994921,0.059423366994921,0.0560312367371191,0.0991918322891831,-0.149349998372555,0.0614739598301242,-0.175196506550218,-0.029309188464118,0.0239933863369264,0.0875,0.108306590161191,0.018341894777772,0.0275095785440613,0.0290968801313629,0.00651878229297584,-0.00450411366577908,0.0371428571428571,-0.00546565212731754,-0.0259253034547152,-0.0299253034547152,-0.0436507936507936,-0.0388888888888889,0.075,-0.05
"PI3K",0.165668276972625,0.133333333333333,0.119047619047619,0.289499975656069,0.0708255552161468,-0.1,-0.115384615384615,-0.112606837606838,-0.171606242496999,-0.0691305266122219,0.2124329004329,0.2124329004329,0.15,0.205583585364407,0.151882352941176,0.157573409851746,0.22184013372538,0.164492450638792,0.18047020722376,0.292763157894737,0.0215384615384615,0.0479312025472994,-0.281880602010187,-0.1,-0.1,-0.1,-0.0932367149758454,-0.0888888888888889,-0.09785209959123,-0.0888888888888889,-0.0932367149758454,-0.10592245895986,-0.104066788856767,-0.09785209959123,-0.140190476190476,-0.263504088504089,0.175606242496999,-0.2124329004329,-0.155882352941176,0.179396630007063,0.05,0.0621533829949527,-0.142889463477699,0.163461538461538,0.163461538461538,0.065,-0.131776645084263,0.125,-0.136694677871148,-0.136199095022624,-0.149019607843137,-0.166666666666667,-0.233333333333333,0,-0.2
"Csn",0.17805086373059,0.12,0.129090909090909,0.299075268817204,0.181072152095995,-0.148196248196248,-0.140669366475818,-0.138210350082375,-0.175030277507225,0.0603164022248534,0.245203903296467,0.245203903296467,0.0659090909090909,0.24232482460165,0.0669615210659987,0.0633815687986956,0.218270602932263,0.0695542049468697,0.198367779702179,0.303006535947712,-0.0154871440101464,0.104064185436236,-0.315281215706947,-0.0333333333333333,-0.0333333333333333,-0.0666666666666667,-0.0772884642016341,-0.071264367816092,-0.0785985078697564,-0.071264367816092,-0.0772884642016341,-0.0789299996954762,-0.0815156882102086,-0.0786217975349675,-0.104179847340258,-0.373507688285566,0.179914596273292,-0.245203903296467,-0.0733717774762551,0.185988372093023,0.126984126984127,0.0786038047973532,-0.128688464605201,0.201948051948052,0.201948051948052,0.0882093843870305,-0.122083333333333,0.213636363636364,-0.12,-0.0176,-0.02,-0.0283333333333333,-0.045,0.0714285714285714,-0.02
"NFB",0.169880984194484,0.114285714285714,0.110285714285714,0.30180174574367,0.17046685340803,0.0192592592592593,-0.00487867177522349,-5.93946667897541e-05,-0.077706720486175,0.307939327566792,0.117975000639043,0.117975000639043,-0.0555555555555556,0.113497388698744,-0.0515555555555556,-0.0528213783403657,0.231871865601013,-0.0455291676008808,0.0724783562456892,0.309157509157509,-0.0934719150818222,0.0638385342532812,-0.210618763054142,0.0111111111111111,0.0111111111111111,0,0.0234188034188034,0.0341880341880342,0.0234188034188034,0.0341880341880342,0.0234188034188034,0.015986618959523,0.0177905405281505,0.022853831667391,0.0314387031408308,-0.304900883430295,0.0795654565456546,-0.117975000639043,0.0555555555555556,0.0778527200353826,-0.06,0.0664276783913807,-0.13752276867031,0.126050365405204,0.126695526695527,0.0333418064049229,-0.110547152194211,0.0965367965367965,-0.112507936507936,-0.117589017589018,-0.128700128700129,-0.147619047619048,-0.114285714285714,-0.08,-0.1
"IKK",0.169607011591744,0.1,0.114285714285714,0.307548872180451,0.17078431372549,0.06,0.0192592592592593,-0.00487867177522349,-0.0795654565456546,0.311801116184678,0.112341197822142,0.112341197822142,0,0.117975000639043,-0.0555555555555556,-0.0515555555555556,0.238216276477146,-0.0467243867243867,0.0745650336132654,0.316849816849817,-0.100840336134454,0.0694351551614121,-0.212113779665438,0,0,0.1,0.0341880341880342,0.0111111111111111,0.0234188034188034,0.0111111111111111,0.0341880341880342,0.0177905405281505,0.022853831667391,0.0234188034188034,0.0328571428571429,-0.30529304029304,0.0805555555555556,-0.112341197822142,0.0555555555555556,0.0814241486068112,-0.08,0.0714085213032581,-0.13752276867031,0.126695526695527,0.0965367965367965,0.0340612308653546,-0.112507936507936,0.0727272727272727,-0.110285714285714,-0.128700128700129,-0.147619047619048,-0.114285714285714,-0.1,-0.1,0
"DSH",0.227025534851622,0.153333333333333,0.170980392156863,0.347956663626914,0.214242505512843,-0.119264069264069,-0.119264069264069,-0.121104560061615,-0.194555924314918,-0.00664068785190737,0.241173083029693,0.241173083029693,0.06,0.239772522805603,0.0614906832298137,0.0583547947280715,0.271478889504804,0.0716029706727381,0.2293064555522,0.351951265943271,-0.037620103473762,0.0699831093124799,-0.316563742610985,-0.075,-0.075,-0.1,-0.104887218045113,-0.101315789473684,-0.108155191901322,-0.101315789473684,-0.104887218045113,-0.110494197817555,-0.112008000132782,-0.108198476323258,-0.149193851972775,-0.384037486635294,0.194933282805484,-0.241173083029693,-0.0643478260869565,0.200732764808913,0.0954545454545455,0.0562448210387753,-0.163408258408258,0.183536561477738,0.178641456582633,0.064623440285205,-0.172539846347896,0.18452380952381,-0.167276688453159,-0.047183908045977,-0.0483333333333333,-0.0608333333333333,-0.0733333333333333,0.05,-0.133333333333333
"Wnt",0.227743271221532,0.1,0.133333333333333,0.348541367766619,0.207352941176471,-0.05,-0.0954545454545455,-0.119264069264069,-0.190260385609223,0.000603448275862069,0.237593984962406,0.237593984962406,0.1,0.246684894053315,0.06,0.0643478260869565,0.271212121212121,0.0723076923076923,0.227235772357724,0.350980392156863,-0.0272727272727273,0.0758050847457627,-0.315428322358692,0,-0.1,0,-0.075,0,-0.101315789473684,-0.1,-0.075,-0.108198476323258,-0.104887218045113,-0.101315789473684,-0.137575757575758,-0.382915360501567,0.178632478632479,-0.237593984962406,-0.0666666666666667,0.183076923076923,0,0.0631755141080823,-0.163333333333333,0.18452380952381,0.142857142857143,0.061593137254902,-0.170980392156863,0.1,-0.153333333333333,-0.0608333333333333,-0.0733333333333333,-0.133333333333333,-0.1,0,-0.1
"Frizzled",0.226155969634231,0.133333333333333,0.153333333333333,0.34953146677652,0.212114845938375,-0.0954545454545455,-0.119264069264069,-0.119264069264069,-0.194933282805484,-0.00349749809637768,0.246684894053315,0.246684894053315,0.0666666666666667,0.241173083029693,0.0643478260869565,0.0614906832298137,0.269649621212121,0.0746332737030412,0.228867473989425,0.350980392156863,-0.0303030303030303,0.071043179983858,-0.316754582305641,0,-0.1,-0.1,-0.101315789473684,-0.075,-0.104887218045113,-0.075,-0.101315789473684,-0.112008000132782,-0.108198476323258,-0.104887218045113,-0.144552501761804,-0.384733542319749,0.190260385609223,-0.246684894053315,-0.06,0.193715220949264,0.05,0.0562448210387753,-0.166904761904762,0.178641456582633,0.18452380952381,0.064623440285205,-0.167276688453159,0.142857142857143,-0.170980392156863,-0.0483333333333333,-0.0608333333333333,-0.0733333333333333,-0.133333333333333,0,-0.1
