"","TrCP","TGF","AXIN2","cateninmemb","TGFR","ZEB2","FOXC2","Ecadherin","Destcompl","ERK","Wnt","TCFLEF","cateninnuc","CDC42","GLI","SUFU","TWIST1","cfos","Csn","RKIP","AKT","Frizzled","DSH","MEK","SHH","ILK","SOSGRB2","SNAI2","miR200","NOTCHic","SMAD","IKK","SMO","Jagged","NOTCH","GSK3","RAS","EGR1","RAF","PI3K","DELTA","SNAI1","NFB","Csl","KLF4","Patched","FUS","HEY1","STAT","SRC","LIV1","CD44","PAK1","cMet","ZEB1"
"SOSGRB2",0.1,-0.00648429584599797,-0.09247799779978,-0.128918957918958,-0.0142857142857143,-0.00140350877192982,0.00297924297924298,-0.110046943275372,-0.0745052486663225,-0.133504933504934,-0.0738095238095238,-0.0768835131306527,-0.0667496699184156,-0.0142857142857143,-0.0549689440993789,0.2,0.0378840579710145,-0.125396825396825,0.2,-0.0866228070175439,0.167763157894737,-0.0571428571428571,-0.1,-0.124414024414024,0.185218939870103,0.196989247311828,-0.161944444444444,0.372214494305416,-0.0127297295592724,-0.13006993006993,-0.197688548011129,0.171929824561404,-0.183333333333333,-0.206056671552389,-0.145562887816409,-0.0660102372304336,0.000666376937563379,-0.180952380952381,0.0109227871939736,0.0109227871939736,0.0109227871939736,-0.045817341862118,0.166666666666667,0.145454545454545,0.00859649122807018,-0.196846846846847,0.2,-0.181534090909091,0.1,0.0571428571428571,0,0.0600414078674948,0.0142857142857143,0.0788819875776397,0.00140350877192982
"IKK",0.2,0.126812121212121,0.0754761904761905,0.0233380213827141,0.121212121212121,0.0017593984962406,0.116363636363636,-0.040434179933107,0.0931274005557346,0.00571428571428572,0.0542735042735043,0.053804143126177,0.053382202197907,0.116666666666667,0.0588888888888889,-0.1,0.180882352941176,-0.0142857142857143,0.1,0.00391621129326047,-0.00508365508365508,0.0388888888888889,0.05,0.00349206349206349,-0.0933588761174968,-0.09375,-0.0966386554621849,0.243043095472588,-0.00819397993311037,0.176623376623377,0.094740099009901,-0.00238095238095238,0.1,0.078455170259294,0.181385281385281,0.203516483516483,0.104450295237852,0,0.101633393829401,0.101633393829401,0.101633393829401,-0.0146522476675148,0.114285714285714,-0.190909090909091,0.00659340659340659,0.103703703703704,-0.08,0.0829721362229102,-0.05,-0.0388888888888889,-0.1,-0.0588888888888889,-0.15,-0.0542735042735043,-0.0017593984962406
"NFB",0.1,0.128077943996931,0.0740577507598784,0.0240771977290711,0.126812121212121,0.00520767435830957,0.116762042738138,-0.0394710980711487,0.0934596264693559,0.00349206349206349,0.0588888888888889,0.053382202197907,0.0548723982763384,0.121212121212121,0.053270911360799,-0.08,0.178660130718954,0.00571428571428572,0.114285714285714,0.00776236513941432,0.00158301158301158,0.0542735042735043,0.0388888888888889,-0.00369747899159664,-0.0921540568403884,-0.094740099009901,-0.0976912870411322,0.243856103602669,-0.00728763552223423,0.181385281385281,0.098829318340756,-0.00508365508365508,0.103703703703704,0.0755774724175673,0.184611087836894,0.203124326653738,0.102957757924419,-0.0142857142857143,0.104450295237852,0.104450295237852,0.104450295237852,-0.0165700558866929,-0.00238095238095238,-0.176623376623377,0.00274725274725275,0.0933588761174968,-0.1,0.0847578505086245,-0.0388888888888889,-0.0542735042735043,-0.05,-0.053804143126177,-0.116666666666667,-0.0588888888888889,-0.00520767435830957
"Ecadherin",0.1,0.0407430624330902,0.0836902652626059,0.108925148925149,0.0452638580931264,0.00818540636509031,0.0584726886069636,-0.0639091703807819,0.0342945600549171,-0.0608644357461823,-0.0108417063697973,-0.00882244490176708,-0.0147047978429436,0.0467272727272727,-0.0161750397031307,-0.0333333333333333,-0.00169014495928726,-0.0639572192513369,0.04,0.0110946659903321,0.0532756132756133,-0.0177382580939352,0.00784313725490196,-0.0620409063344176,-0.0266308949284565,-0.0102028985507246,-0.104674851795011,-0.0733903527629864,-0.00579488998483412,0.0688423025699206,0.0123820753061726,0.0558730158730159,0.0125,-0.0179613542511041,0.0759054995959429,0.0286263634256716,0.0650259317306639,-0.0345454545454546,0.0583220211161388,0.0583220211161388,0.0583220211161388,-0.0049571585941485,0.0447619047619048,-0.0843062200956938,0.00975152367557431,0.0329301075268817,-0.05,-0.00211811875451828,-0.00784313725490196,0.0177382580939352,0.0333333333333333,0.0166680239802229,-0.0427272727272727,0.0116513015721961,-0.00818540636509031
"Patched",0,0.0216666666666667,0.237229437229437,0.0859139784946236,0.0133333333333333,0.00833333333333333,0.095,-0.0131850053937433,0.0286113886113886,-0.18,-0.05,0.0777777777777778,0.0826321467098166,0.0333333333333333,-0.025,-0.2,0.0037037037037037,-0.2,0,-0.122857142857143,0.114285714285714,0,0,-0.156923076923077,-0.00083333333333333,0.0333333333333333,-0.0833333333333333,-0.217900383141762,0.114285714285714,0.233333333333333,-0.0433333333333333,0.1,0.133333333333333,0.0808465608465608,0.206060606060606,0.0234432234432234,0.186057692307692,-0.1,0.192307692307692,0.192307692307692,0.192307692307692,0.0801075268817204,0.1,-0.2,0.0611111111111111,0.0133333333333333,-0.1,-0.0384615384615385,-0.1,-0.1,-0.1,-0.0833333333333333,-0.0333333333333333,-0.05,-0.00833333333333333
"cateninnuc",0.166666666666667,0.106489662122248,0.267933396450778,0.125902094515327,0.10190450928382,0.0109037820862171,0.107574343689098,0.0847887908286256,0.045456710677191,-0.0566396729302618,0.0915904474719245,0.0940435004702628,-0.00134451389041103,0.107076923076923,0.101867127313822,0.0666666666666667,0.112329205486581,-0.0503105590062112,0.166666666666667,0.061926105325609,0.172632575757576,0.101373056167577,0.089044289044289,-0.0483827921963169,0.088353878654495,-0.0171818181818182,-0.21979803249432,-0.19895638367655,-0.0101697233657488,0.230869793719616,0.0115883666129232,0.175757575757576,-0.0853551912568306,0.0954113051168664,0.222233430083253,0.0694429423982195,0.193620718620719,-0.0550724637681159,0.197661122661123,0.197661122661123,0.197661122661123,-0.0765070593561701,0.175757575757576,-0.218079096045198,0.0359613103385345,-0.094671961443166,0.106666666666667,-0.0135178795233822,-0.089044289044289,-0.1001554001554,-0.112121212121212,-0.100690251777208,-0.104,-0.090372791459748,-0.0109037820862171
"RAF",0,-0.0286960391633289,-0.0973745897796531,-0.122571983748454,-0.0352380952380952,0.0112386417981827,-0.0175950486295314,-0.0962033976748728,-0.0790384446461511,0.0096551724137931,-0.0666666666666667,-0.0792724819040608,-0.0683310060770888,-0.04,-0.0551282051282051,0.1,0.0645187165775401,0.02,0,0.0279411764705882,-0.0169372294372294,-0.0666666666666667,-0.1,0.0160381511371974,0.0859672131147541,0.0929075738125802,-0.0198095238095238,0.357527539779682,-0.0344595202954132,-0.233333333333333,-0.0978580688620852,-0.00178571428571429,-0.1,-0.106720430107527,-0.241025641025641,-0.199251379038613,-0.208991008991009,-0.03,-0.201298701298701,-0.201298701298701,-0.201298701298701,-0.186439424976557,-0.0142857142857143,0.233333333333333,0.0112386417981827,-0.104,0.1,-0.0699961285327139,0.1,0.0666666666666667,0,0.060391363022942,0.0333333333333333,0.0719298245614035,-0.0112386417981827
"TGFR",-0.166666666666667,0.00980074299223236,0.0259113548455465,0.0415399513522491,0.00412698412698413,0.0114674398228649,0.00852606525807589,0.0485394092258547,0.00939836986041822,0.122088554720134,0.0023989218328841,0.0253939093015558,0.0237110040756922,0.104126984126984,0.00691505086514216,-0.0466666666666667,0.183463819691578,0.124310776942356,-0.141666666666667,0.223203463203463,-0.177267296147345,0.00428571428571428,0.0142857142857143,0.122088554720134,-0.0964535846483538,-0.100127077223851,0.125909681611436,-0.0144561897544809,-0.152496622769148,0.0304597701149425,0.112582593238086,-0.193546365914787,0.12367816091954,0.100555751211287,0.0196684032084677,-0.0604834670356515,-0.0327380952380952,0.119047619047619,-0.0327380952380952,-0.0327380952380952,-0.0327380952380952,-0.183295545966503,-0.198809523809524,-0.0166666666666667,0.0227030438414878,0.10492816091954,-0.113333333333333,0.0937334603577855,-0.0333333333333333,-0.0233333333333333,0,-0.0253939093015558,-0.108888888888889,-0.0214465408805031,-0.0114674398228649
"SMO",0,0.0270720720720721,0.240677713091506,0.0849431047082159,0.0216666666666667,0.0168079096045198,0.095,-0.00764995004318975,0.0448904583788305,-0.156923076923077,-0.025,0.0826321467098166,0.0736095903188392,0.0133333333333333,-0.0305555555555556,-0.1,0.0037037037037037,-0.18,0.1,-0.117301587301587,0.126285714285714,-0.05,0,-0.166013986013986,0.0158333333333333,0.0433333333333333,-0.0570175438596491,-0.219805145046524,0.138336347197107,0.206060606060606,-0.0131746031746032,0.114285714285714,0.0133333333333333,0.0737037037037037,0.206060606060606,0.00499662150147586,0.195360017889088,-0.2,0.186057692307692,0.186057692307692,0.186057692307692,0.0896313364055299,0.1,-0.233333333333333,0.0194444444444444,0.00083333333333333,-0.133333333333333,-0.0527472527472527,-0.1,-0.05,-0.1,-0.0777777777777778,-0.0333333333333333,-0.0833333333333333,-0.0168079096045198
"Wnt",0.1,0.0823188405797101,0.0757575757575758,-0.0316101694915254,0.0866666666666667,0.0210425633668101,0.0679352226720648,-0.108370799145779,0.0548156104547082,-0.113333333333333,0.025,0.037593984962406,0.018388686949161,0.0666666666666667,0.0197368421052632,0,-0.0808823529411765,-0.133333333333333,0.1,-0.221666666666667,0.124166666666667,0.1,0.2,-0.130980392156863,0.00108225108225108,0.011965811965812,-0.206060606060606,-0.101896551724138,0.138383838383838,0.157142857142857,0.0229179089644206,0.0866666666666667,0.05,0.00985294117647059,0.148809523809524,0.116614420062696,0.200170881749829,-0.1,0.177443609022556,0.177443609022556,0.177443609022556,0.161801242236025,0.0666666666666667,-0.2,0.0137254901960784,0.0227272727272727,-0.1,-0.0164102564102564,-0.1,0,0,-0.0197368421052632,-0.1,-0.025,-0.0210425633668101
"PI3K",0.2,0.198338115734099,0.0884761904761905,-0.0270658357183089,0.192647058823529,0.0216957170910625,0.193159117305459,-0.105182931367305,0.0557162728917616,-0.136694677871148,0.0202898550724638,0.0200117151333069,0.0309395501848533,0.192647058823529,0.0341360089186176,-0.1,0.0126463700234192,-0.119047619047619,0.166666666666667,-0.239786683904331,0.221719457013575,0.0333333333333333,0,-0.128497956559673,-0.0352564102564103,-0.0396318527410964,-0.236923076923077,-0.00286378082632659,0.14850498784925,0.175,0.0388318527410964,0.229411764705882,0.0333333333333333,0.0407894736842105,0.155645161290323,0.267989417989418,0.228127142264129,-0.133333333333333,0.23634632034632,0.23634632034632,0.23634632034632,0.167697262479871,0.2,-0.175,0.0192982456140351,0.0102564102564103,-0.05,0.0243197793697239,0,-0.0333333333333333,-0.1,-0.0341360089186176,-0.175,-0.0202898550724638,-0.0216957170910625
"ILK",0.2,0.198338115734099,0.0884761904761905,-0.0270658357183089,0.192647058823529,0.0216957170910625,0.193159117305459,-0.105182931367305,0.0557162728917616,-0.136694677871148,0.0202898550724638,0.0200117151333069,0.0309395501848533,0.192647058823529,0.0341360089186176,-0.1,0.0126463700234192,-0.119047619047619,0.166666666666667,-0.239786683904331,0.221719457013575,0.0333333333333333,0,-0.128497956559673,-0.0352564102564103,-0.0396318527410964,-0.236923076923077,-0.00286378082632659,0.14850498784925,0.175,0.0388318527410964,0.229411764705882,0.0333333333333333,0.0407894736842105,0.155645161290323,0.267989417989418,0.228127142264129,-0.133333333333333,0.23634632034632,0.23634632034632,0.23634632034632,0.167697262479871,0.2,-0.175,0.0192982456140351,0.0102564102564103,-0.05,0.0243197793697239,0,-0.0333333333333333,-0.1,-0.0341360089186176,-0.175,-0.0202898550724638,-0.0216957170910625
"TGF",-0.2,0.00412698412698413,0.0237654320987654,0.0431565795277688,0.104126984126984,0.02241083604928,0.00110248447204969,0.0481986937232994,0.0102048214733214,0.124310776942356,0.00428571428571428,0.0253939093015558,0.0253939093015558,0.108888888888889,0.0023989218328841,-0.0666666666666667,0.186666666666667,0.119047619047619,-0.166666666666667,0.234632034632035,-0.193546365914787,0.0142857142857143,0,0.122088554720134,-0.10492816091954,-0.113030303030303,0.119736842105263,-0.0139932267915179,-0.168039144763283,0.0166666666666667,0.100127077223851,-0.198809523809524,0.113333333333333,0.104178939617084,0.0304597701149425,-0.0617059609231821,-0.0327380952380952,0.133333333333333,-0.0291666666666667,-0.0291666666666667,-0.0291666666666667,-0.18595041322314,-0.141666666666667,0.0333333333333333,0.0387744724129164,0.12367816091954,-0.0466666666666667,0.105673758865248,0,-0.0333333333333333,0,-0.0214465408805031,-0.12,-0.0233333333333333,-0.02241083604928
"Frizzled",0.1,0.0946997929606625,0.08738548273432,-0.0382768361581921,0.0823188405797101,0.0240128603965131,0.0842142924395066,-0.106739097514078,0.0290861674838859,-0.130980392156863,0.0197368421052632,0.018388686949161,0.0302934488539229,0.0866666666666667,0.037593984962406,-0.1,-0.0837394957983193,-0.113333333333333,0.0666666666666667,-0.239523809523809,0.111666666666667,0.025,0.1,-0.119869281045752,-0.0247242005306521,-0.0229179089644206,-0.215151515151515,-0.0952719460459045,0.143071338383838,0.148809523809524,0.0219833295251683,0.124166666666667,0.0227272727272727,0.0351054664289958,0.127240896358543,0.149947753396029,0.191509464426994,-0.133333333333333,0.200170881749829,0.200170881749829,0.200170881749829,0.128467908902692,0.0866666666666667,-0.157142857142857,0.0232492997198879,-0.00108225108225108,-0.05,0.00699399890889253,0,-0.025,-0.1,-0.037593984962406,-0.0666666666666667,-0.0197368421052632,-0.0240128603965131
"GSK3",0.0866666666666667,0.0868636453684174,0.0840870221443733,-0.0342155751333634,0.082504671009443,0.0282002455914915,0.075100599115287,-0.108462356714406,0.0350495886433631,-0.13265123593297,0.0173325470539093,0.024327286788028,0.0295904446827648,0.0946997929606625,0.0295966979973055,-0.0227272727272727,-0.0781347519256702,-0.119869281045752,0.124166666666667,-0.223529277739804,0.101646035956381,0.037593984962406,0.0197368421052632,-0.118446690478424,-0.0227604232681987,-0.0178323861289418,-0.223058491895701,-0.0966634953020675,0.123161693800874,0.151716420834068,0.00628815824288487,0.105919540229885,0.0247242005306521,0.029170990109186,0.141067070184717,0.0430918172339483,0.192419828572653,-0.130980392156863,0.198512265547443,0.198512265547443,0.198512265547443,0.136052289469883,0.111666666666667,-0.127240896358543,0.0433041429719446,0.0179757342729834,0.00108225108225108,0.00563419802259374,-0.0197368421052632,-0.037593984962406,-0.025,-0.0302934488539229,-0.0823188405797101,-0.018388686949161,-0.0282002455914915
"miR200",0,-0.0586979465454599,-0.113233401019923,-0.157234288332493,-0.0400932953826692,0.0344713261648745,-0.0584041974285877,-0.162953044569456,-0.0583603272925154,-0.06,-0.0658591549295775,-0.0732126881683085,-0.0727581427137631,-0.0384803921568627,-0.0713536604240829,-0.1,-0.134712628884408,-0.01,-0.1,-0.0481109760349816,-0.000919279330401473,-0.056,-0.06,-0.0606802721088435,-0.0264735828288387,-0.032144027719249,-0.0296292714377821,0.0524786711261798,0.0104684422494635,-0.0454187192118227,0.0205452816377443,0.023609022556391,-0.0425,-0.0128337728762087,-0.0392040299462859,0.0500645208848654,-0.0704205616841937,0,-0.073662456946039,-0.073662456946039,-0.073662456946039,0.0197308247308247,-0.0421052631578947,0.014384236453202,-0.00408902691511387,-0.0159177215189873,-0.0375,0.0388700564971751,0.06,0.0643478260869565,0.1,0.0775777675333879,0.0875,0.074206981016534,-0.0344713261648745
"SNAI1",-0.0166666666666667,-0.0757803017846723,-0.102608311229001,-0.110932257971694,-0.0826351404943498,0.0359860816262242,-0.0595697482128755,-0.0818568970625,-0.0866229695088343,0.0312326209776468,-0.0782227927542433,-0.0746576067361318,-0.075380373901852,-0.0837280366692132,-0.0732867781290148,0.00476190476190476,-0.0803235677366112,0.0165659543109801,-0.0291666666666667,-0.103221511607512,-0.0513157894736842,-0.0816374269005848,-0.0711111111111111,0.0325779124574674,-0.0145593380802693,-0.00112817887011437,-0.0106737654897565,-0.0965499034562645,0.0496638043793072,0.0132234432234432,0.0115832834211599,-0.0610380116959064,0.0378506002161916,0.0232055690885761,0.00628466771323915,-0.106386524366722,-0.106234479536562,0.0182608695652174,-0.106398683149042,-0.106398683149042,-0.106398683149042,-0.0482085292551663,-0.0554824561403509,-0.011025641025641,0.0460814443544641,0.0248506002161916,-0.0242703533026114,-0.00166922841100457,0.0711111111111111,0.0792192192192192,0.06,0.0721748481154422,0.065546218487395,0.0762489221895162,-0.0359860816262242
"AKT",0.166666666666667,0.188368327214461,0.082339006360667,-0.0214593117631611,0.198338115734099,0.0367642102417475,0.177369643621248,-0.104879901064274,0.0731687129248468,-0.128497956559673,0.0341360089186176,0.0309395501848533,0.0250933963386994,0.192647058823529,0.019052210035936,-0.05,0.017845146781829,-0.136694677871148,0.2,-0.216805317444704,0.114648749942868,0.0202898550724638,0.0333333333333333,-0.136092893268534,-0.0299932523616734,-0.0388318527410964,-0.236923076923077,-0.00618036374089945,0.135136003892031,0.155645161290323,0.0344547483639921,0.221719457013575,0.0102564102564103,0.0321802021610317,0.175157356412274,0.247021676053934,0.235115094071358,-0.119047619047619,0.228127142264129,0.228127142264129,0.228127142264129,0.180479217367089,0.229411764705882,-0.175,0.0218623481781376,0.0352564102564103,-0.0333333333333333,0.025071659068972,-0.0333333333333333,-0.0202898550724638,0,-0.0200117151333069,-0.192647058823529,-0.0341360089186176,-0.0367642102417475
"DSH",0.0666666666666667,0.082504671009443,0.0793686050971892,-0.0315630552394642,0.0946997929606625,0.0429104981917887,0.0647337729589872,-0.106124523326194,0.0493151751174737,-0.119869281045752,0.037593984962406,0.0302934488539229,0.024327286788028,0.0823188405797101,0.0173325470539093,-0.05,-0.0787749567912271,-0.130980392156863,0.0866666666666667,-0.212251082251082,0.105919540229885,0.0197368421052632,0.025,-0.13265123593297,-0.0179757342729834,-0.0219833295251683,-0.215151515151515,-0.0986479646722141,0.128437192042375,0.127240896358543,0.0178323861289418,0.111666666666667,-0.00108225108225108,0.0234775594522517,0.151716420834068,0.125121767317143,0.198512265547443,-0.113333333333333,0.191509464426994,0.191509464426994,0.191509464426994,0.143250517598344,0.124166666666667,-0.148809523809524,0.0242201735062957,0.0247242005306521,-0.0227272727272727,0.00874838487380481,-0.025,-0.0197368421052632,0,-0.018388686949161,-0.0866666666666667,-0.037593984962406,-0.0429104981917887
"Csl",-0.0666666666666667,-0.0996782719662757,-0.0994469081225156,-0.108607111362935,-0.0999050293358902,0.0448325192836363,-0.0800435101738137,-0.0791425301719159,-0.071102774448808,0.0233333333333333,-0.0667584028874351,-0.055686233069003,-0.0568869191753495,-0.0814336917562724,-0.0595003383713061,-0.0166666666666667,-0.0958796616666462,0.0319047619047619,-0.0333333333333333,-0.0932250644278093,-0.0661498708010336,-0.0506293706293706,-0.0415384615384615,0.0407246376811594,-0.0361467073352829,-0.0177081192189106,-0.0202357334578131,-0.0716358778131356,0.0344747093676029,0.0135871937909289,0.00270811921891059,-0.0607235142118863,0.0325037707390649,0.0291127352840929,0.0099508301545653,-0.0904840506672908,-0.0976248239516605,0.0533333333333333,-0.0976248239516605,-0.0976248239516605,-0.0976248239516605,0.045967816402599,-0.0444444444444445,0.00746543778801843,0.0577501725327812,0.0421811900939036,-0.00897435897435898,0.114613417273264,0.0415384615384615,0.0506293706293706,0.08,0.0579763094048808,0.0911111111111111,0.0649150849150849,-0.0448325192836363
"PAK1",-0.0666666666666667,-0.0826351404943498,-0.105172413793103,-0.108617922911245,-0.0837280366692132,0.0476711984773927,-0.0673207011988984,-0.082169071880398,-0.0849234081053256,0.0165659543109801,-0.0816374269005848,-0.0721748481154422,-0.0746576067361318,-0.065546218487395,-0.0782227927542433,0.00476190476190476,-0.077144080557124,0.0182608695652174,-0.0166666666666667,-0.0923428505196461,-0.0610380116959064,-0.0711111111111111,-0.06,0.0312326209776468,-0.0248506002161916,-0.0159668885475337,-0.0216171617161716,-0.0977232189105053,0.0341979062044753,0.011025641025641,0.00112817887011437,-0.0554824561403509,0.0242703533026114,0.0260290985003408,0.0132234432234432,-0.107376623376623,-0.106398683149042,0.04,-0.107307774058133,-0.107307774058133,-0.107307774058133,0.0498341753711682,-0.0291666666666667,0.00897435897435897,0.0619692948217538,0.0378506002161916,0.00476190476190476,0.0126164858747097,0.06,0.0711111111111111,0.1,0.0762489221895162,0.0714285714285714,0.0792192192192192,-0.0476711984773927
"EGR1",-0.0666666666666667,-0.0826351404943498,-0.105172413793103,-0.108617922911245,-0.0837280366692132,0.0476711984773927,-0.0673207011988984,-0.082169071880398,-0.0849234081053256,0.0165659543109801,-0.0816374269005848,-0.0721748481154422,-0.0746576067361318,-0.065546218487395,-0.0782227927542433,0.00476190476190476,-0.077144080557124,0.0182608695652174,-0.0166666666666667,-0.0923428505196461,-0.0610380116959064,-0.0711111111111111,-0.06,0.0312326209776468,-0.0248506002161916,-0.0159668885475337,-0.0216171617161716,-0.0977232189105053,0.0341979062044753,0.011025641025641,0.00112817887011437,-0.0554824561403509,0.0242703533026114,0.0260290985003408,0.0132234432234432,-0.107376623376623,-0.106398683149042,0.04,-0.107307774058133,-0.107307774058133,-0.107307774058133,0.0498341753711682,-0.0291666666666667,0.00897435897435897,0.0619692948217538,0.0378506002161916,0.00476190476190476,0.0126164858747097,0.06,0.0711111111111111,0.1,0.0762489221895162,0.0714285714285714,0.0792192192192192,-0.0476711984773927
"CD44",0,-0.0727777777777778,0.08,0.113809523809524,-0.0616666666666667,0.0571428571428572,-0.0729166666666667,0.0922364564108132,-0.0884917603404998,0.025,0.05,0.0450387596899225,0.0573464519976148,-0.0866666666666667,0.0566666666666667,0.1,0.113113553113553,0.025,0.1,0.0237037037037037,0.0266666666666667,0.1,0,0.025,0.122727272727273,0.116666666666667,0.0476190476190476,0.254678654678655,-0.124027228809838,-0.214285714285714,-0.114625850340136,0.0333333333333333,-0.15,-0.112540792540793,-0.219548872180451,-0.0988095238095238,-0.1,0,-0.0857142857142857,-0.0857142857142857,-0.0857142857142857,-0.130595427963849,0,0.2,-0.0476190476190476,-0.15,0.1,-0.095906432748538,0.1,0,0.1,-0.0566666666666667,0.0666666666666667,0.05,-0.0571428571428572
"cMet",0.1,-0.077033096926714,0.0720634920634921,0.116300627012371,-0.0727777777777778,0.0642135642135642,-0.0792457805907173,0.0919820034846045,-0.0709241927729323,0.025,0.0566666666666667,0.0573464519976148,0.0483069039750159,-0.0616666666666667,0.0475757575757576,0.1,0.111989957607935,0.025,0,0.0348148148148148,0.0204166666666667,0.05,0.1,0.0195454545454545,0.122727272727273,0.114625850340136,0.0409523809523809,0.250299092634859,-0.131839728809838,-0.219548872180451,-0.114625850340136,0.0266666666666667,-0.15,-0.116888618627749,-0.204655255159175,-0.116551459293395,-0.0886792452830189,0.025,-0.1,-0.1,-0.1,-0.118731021184188,0.0333333333333333,0.214285714285714,-0.0428571428571429,-0.122727272727273,0.15,-0.0900240798073615,0,0.05,0.1,-0.0450387596899225,0.0866666666666667,-0.0566666666666667,-0.0642135642135642
"cfos",-0.1,-0.0837280366692132,-0.105172413793103,-0.109167373460695,-0.065546218487395,0.0653560859371997,-0.0714586322333812,-0.0800237431606748,-0.0859760396842729,0.0182608695652174,-0.0711111111111111,-0.0762489221895162,-0.0721748481154422,-0.0714285714285714,-0.0816374269005848,-0.0666666666666667,-0.0798614718614719,0.04,-0.0666666666666667,-0.0895804195804196,-0.0554824561403509,-0.06,-0.1,0.0165659543109801,-0.0378506002161916,-0.0433862433862434,-0.0166666666666667,-0.0966382279520966,0.0453654188948307,-0.00897435897435897,0.0159668885475337,-0.0291666666666667,-0.00476190476190476,0.0346180555555556,0.011025641025641,-0.105194805194805,-0.107307774058133,0.12,-0.103649237472767,-0.103649237472767,-0.103649237472767,0.0376623376623377,-0.0166666666666667,0.0166666666666667,0.0439365079365079,0.0242703533026114,0.00476190476190476,0.0317341329335332,0.1,0.06,0.1,0.0792192192192192,0.0857142857142857,0.0711111111111111,-0.0653560859371997
"ZEB1",0.1,0.0475774033923124,0.0794730367168277,0.140753636284732,0.0448214978805014,0.0682979615557444,0.0561048830635572,0.0673595922054474,0.00666034971080077,0.0604313725490196,-0.0201063164477799,-0.0170063544225988,-0.0150494072601722,0.0290854572713643,-0.019762673836096,0.025,0.100233660793341,0.0686666666666667,0.04,0.041876460096963,0.0261691113028473,-0.016260162601626,-0.0333333333333333,0.0485370994212663,0.00750502724545011,0.0117148943489594,0.0385964912280702,-0.0391726377995891,0.013750715763092,0.0561274509803922,0.0152081825741176,-0.00383088869715272,0.0272727272727273,0.010683199183385,0.0387720790795657,-0.0728918417109985,0.0487517064746377,0.0166666666666667,0.0511139111990471,0.0511139111990471,0.0511139111990471,-0.0327471369023015,-0.0284210526315789,-0.0541666666666667,0.0649686045968264,-0.017825311942959,-0.05,-0.0222787057502083,0.0256410256410256,0.00856785490931832,0.0333333333333333,0.0151446522949392,-0.0218390804597701,0.0144502078504948,-0.0682979615557444
"TWIST1",-0.1,0.0873117128793234,0.0359793969471389,-0.0111857479284482,0.0902729885057471,0.0798649526719702,0.0714867840336708,-0.0749475588095457,0.0266064402055404,0.15742944317315,0.012297410192147,0.0177089322081791,0.0232868505520549,0.0940229885057471,0.021097410192147,-0.1,0.0706256583487705,0.186376811594203,-0.15,0.158286738721521,-0.155724219283541,0.0365079365079365,0.0142857142857143,0.166882179491558,-0.0937423877754534,-0.0915733915733916,-0.0400066498464668,0.286444892729911,-0.149715613317961,0.031965811965812,0.08002223645788,-0.154029304029304,0.0848888888888889,0.0189586310405273,0.0197016610224157,0.0317677143385919,-0.0669834768795024,0.173333333333333,-0.0615040248247079,-0.0615040248247079,-0.0615040248247079,-0.138583587007769,-0.173076923076923,-0.00888888888888889,0.0868459453825308,0.0725601217656012,-0.0888888888888889,0.0823803315328739,-0.0142857142857143,-0.0365079365079365,0,-0.0215374161285466,-0.0733333333333333,-0.0131036811887876,-0.0798649526719702
