"","AXIN2","GSK3","cateninnuc","TCFLEF","Destcompl","Frizzled","TGFR","TGF","CDC42","PAK1","DSH","SHH","Patched","SMO","LIV1","SNAI2","FUS","HEY1","SUFU","SMAD","miR200","TrCP","AKT","SOSGRB2","EGR1","cfos","SNAI1","DELTA","ZEB2","ZEB1","Jagged","RKIP","MEK","NOTCH","NOTCHic","ERK","RAF","PI3K","RAS","Csl","KLF4","IKK","NFB","Csn","ILK","FOXC2","TWIST1","STAT","Ecadherin","SRC","Wnt","cMet","GLI","CD44","cateninmemb"
"STAT",-0.0644046149928503,-0.100763239875389,0.0270624307036797,0.0143091529921183,-0.0711148483327379,-0.0482142857142857,0.209180622009569,0.20869753022213,0.196022727272727,0.177272727272727,-0.0857142857142857,0.0297989984221719,0.0182945736434109,0.00666666666666667,-0.2,-0.104219612829238,0,0.04,0,0.0362763062912988,-0.114062727368796,0,0.0272397094430993,0.19059934318555,0,0.02,-0.128513227207901,-0.0633478081058726,-0.227201004124081,-0.227201004124081,0.00775515791190484,-0.11201093951094,0.0103225806451613,-0.0218968826050494,-0.0364599894011659,-0.02,0.0633478081058726,0.0633478081058726,0.0596164648222905,-0.0607843137254902,-0.13544266191325,-0.0357142857142857,-0.05,-0.05,-0.0339774557165861,-0.219918200408998,-0.0718761831205609,0.0857142857142857,-0.185895783696198,0.0482142857142857,0.025487012987013,0.025487012987013,0.00279793735676089,0.00241008991008991,-0.0575746565484283
"NFB",-0.239007092198582,-0.106672053436759,-0.194876904502332,-0.197622002541548,-0.00226973151287848,-0.191025641025641,-0.00113131313131313,0.00076742104590206,-0.0131313131313131,-0.0222222222222222,-0.183333333333333,-0.143865577251535,-0.141455938697318,-0.131111111111111,-0.15,0.09353109324808,-0.12,-0.0819088161580422,-0.12,-0.0790415240408799,-0.103590855048887,-0.3,-0.160789360789361,0.000431225121627597,0.00714285714285715,0.0111428571428571,-0.0943478336644707,0.0412319044332541,-0.217963299052228,-0.217963299052228,-0.0632867089645996,-0.0690346083788707,0.0401624649859944,0.0391481636642927,0.0346320346320346,-0.0355873015873016,-0.0412319044332541,-0.0412319044332541,-0.0392418546820103,0.0393939393939394,-0.207051282051282,0.14967824967825,0.152380952380952,0.285714285714286,0.0801567656765677,-0.0264716602565208,0.155723622782446,0.183333333333333,0.134483551642862,0.191025641025641,0.195641025641026,0.195641025641026,0.197888216652262,0.198465884398088,0.21589370609844
"Jagged",0.0928571428571429,0.0448275862068966,0.193366633366633,0.159300699300699,0.121992277992278,0,0.211111111111111,0.239111111111111,0.2,0.2,0,0.0564102564102564,0.0333333333333333,0.0333333333333333,0,-0.0620412267471091,0,-0.0666666666666667,0,0.0380952380952381,-0.109090909090909,0,0.0444444444444444,0.12,0.1,0,-0.1,0.00666666666666667,-0.215458937198068,-0.215458937198068,0.0406060606060606,-0.107692307692308,0.0133333333333333,0.0942857142857143,0.08,0.02,-0.00666666666666667,-0.00666666666666667,-0.0248484848484849,0.1,-0.211111111111111,-0.0333333333333333,0,0,-0.0333333333333333,-0.234285714285714,-0.178,0,-0.231052631578947,0,-0.06,-0.06,-0.113846153846154,-0.113846153846154,-0.19888787269069
"DELTA",0.0928571428571429,0.0448275862068966,0.193366633366633,0.159300699300699,0.121992277992278,0,0.211111111111111,0.239111111111111,0.2,0.2,0,0.0564102564102564,0.0333333333333333,0.0333333333333333,0,-0.0620412267471091,0,-0.0666666666666667,0,0.0380952380952381,-0.109090909090909,0,0.0444444444444444,0.12,0.1,0,-0.1,0.00666666666666667,-0.215458937198068,-0.215458937198068,0.0406060606060606,-0.107692307692308,0.0133333333333333,0.0942857142857143,0.08,0.02,-0.00666666666666667,-0.00666666666666667,-0.0248484848484849,0.1,-0.211111111111111,-0.0333333333333333,0,0,-0.0333333333333333,-0.234285714285714,-0.178,0,-0.231052631578947,0,-0.06,-0.06,-0.113846153846154,-0.113846153846154,-0.19888787269069
"IKK",-0.233333333333333,-0.103534798534799,-0.197622002541548,-0.198465884398088,-0.000774714901582798,-0.183333333333333,-0.0131313131313131,-0.00113131313131313,-0.0222222222222222,0,-0.15,-0.141455938697318,-0.131111111111111,-0.12,-0.1,0.0955636135732832,-0.12,-0.0836945304437565,-0.1,-0.0801567656765677,-0.103288740245262,-0.2,-0.14967824967825,-0.00483193277310924,0.05,0.00714285714285715,-0.0924300254452926,0.0384150030248034,-0.212982456140351,-0.212982456140351,-0.0618478600437363,-0.0690346083788707,0.0355873015873016,0.0346320346320346,0.0393939393939394,-0.0111428571428571,-0.0384150030248034,-0.0384150030248034,-0.0412319044332541,0.0727272727272727,-0.18974358974359,0.152380952380952,0.285714285714286,0.3,0.0791666666666667,-0.0228860028860029,0.154771241830065,0.15,0.140422556458271,0.183333333333333,0.191025641025641,0.191025641025641,0.195641025641026,0.195641025641026,0.220434360797489
"NOTCH",0.140026954177898,0.0766457680250784,0.217448266019695,0.193366633366633,0.147225922852091,0.06,0.239111111111111,0.24878853046595,0.211111111111111,0.2,0,0.0799396681749623,0.0564102564102564,0.0333333333333333,0,-0.0382317029375853,0.0333333333333333,-0.0623188405797102,0,0.0414285714285714,-0.0976623376623376,0,0.0222222222222222,0.114736842105263,0,-0.02,-0.0707692307692308,0.0248484848484849,-0.200644122383253,-0.200644122383253,0.0665319865319865,-0.0835543766578249,-0.000952380952380955,0.0297695852534562,0.0942857142857143,-0.0133333333333333,-0.0248484848484849,-0.0248484848484849,-0.0262977602108037,0.08,-0.215458937198068,-0.0444444444444444,-0.0333333333333333,0,-0.0380952380952381,-0.232244897959184,-0.189864406779661,0,-0.23427843803056,-0.06,-0.113846153846154,-0.113846153846154,-0.159300699300699,-0.159300699300699,-0.220353841277077
"NOTCHic",0.178915843066786,0.09648047876888,0.233173456859389,0.217448266019695,0.165559256185424,0.113846153846154,0.24878853046595,0.250699358491428,0.239111111111111,0.211111111111111,0.06,0.0982192380674354,0.0799396681749623,0.0564102564102564,0,-0.0191936267852807,0.0333333333333333,-0.0577034559643255,0.0333333333333333,0.0450256937307297,-0.0866796787028001,0,0.0152454780361757,0.110191387559809,-0.02,0.0133333333333333,-0.0490761090761091,0.0262977602108037,-0.180644122383253,-0.180644122383253,0.0857372845452316,-0.0539769118690925,-0.0152380952380952,0.053453795779772,0.0297695852534562,0.000952380952380955,-0.0262977602108037,-0.0262977602108037,-0.0297460360728727,0.0942857142857143,-0.201173222912353,-0.0222222222222222,-0.0444444444444444,-0.0333333333333333,-0.0414285714285714,-0.222567478604345,-0.198040507408592,-0.06,-0.230756232823822,-0.113846153846154,-0.159300699300699,-0.159300699300699,-0.192634032634033,-0.193366633366633,-0.233944104968761
"TWIST1",-0.566228986067696,-0.446864261849797,-0.546183888955464,-0.540835987862882,-0.468949801993884,-0.452380952380952,-0.250340909090909,-0.248746376061296,-0.249090909090909,-0.249090909090909,-0.385714285714286,-0.498902010182123,-0.474764079147641,-0.437777777777778,-0.3,-0.114993293659275,-0.377777777777778,-0.154715341156019,-0.3,-0.177240021299427,-0.0800289976592251,-0.1,-0.0453746818153598,-0.0583465352344071,0.106666666666667,0.145797101449275,-0.281907285837279,-0.0843760215233966,-0.16784591609153,-0.16784591609153,-0.358331502163964,-0.180935952675083,0.179287543973496,-0.238051389560823,-0.216353276353276,-0.166849733028223,0.0843760215233966,0.0843760215233966,0.083006158509698,-0.188148148148148,-0.105493016468626,0.0470695970695971,0.0423076923076923,0.05,0.174269724269724,0.129736167808186,0.279912689332026,0.385714285714286,0.36134026839659,0.452380952380952,0.497644110275689,0.49918946301925,0.524844110275689,0.526900306392744,0.515294243638677
"Csl",0.208478825071928,0.113417150344727,0.241921312777057,0.233173456859389,0.179026654113517,0.159300699300699,0.250699358491428,0.251379630600271,0.24878853046595,0.239111111111111,0.113846153846154,0.113736479446746,0.0982192380674354,0.0799396681749623,0.06,-0.00509966705373704,0.0564102564102564,-0.0557426716506,0.0333333333333333,0.0478034715085075,-0.0777472168291617,0.0333333333333333,0.0160206718346253,0.106126346909402,0.0133333333333333,-0.000952380952380955,-0.0348468600642514,0.0297460360728727,-0.164069536747894,-0.164069536747894,0.0997997845452316,-0.0369262206248529,-0.0261076604554865,0.0670901594161356,0.053453795779772,0.0152380952380952,-0.0297460360728727,-0.0297460360728727,-0.033422506661108,0.0297695852534562,-0.184030365769496,-0.0152454780361757,-0.0222222222222222,-0.0444444444444444,-0.0450256937307297,-0.214521501592851,-0.202329446460511,-0.113846153846154,-0.22494227933545,-0.159300699300699,-0.192634032634033,-0.193366633366633,-0.216021129408226,-0.217448266019695,-0.240060312919831
"SRC",-0.113251731905308,-0.0936796536796537,-0.0389469178771444,-0.0463294682127149,-0.0906927854753942,-0.1,0.0839285714285714,0.0912012987012987,0.0791666666666667,0.0666666666666667,-0.1,-0.0311546840958606,-0.037037037037037,-0.0333333333333333,-0.2,-0.153786804879705,-0.0333333333333333,0.0261833829857663,-0.0333333333333333,-0.004925320056899,-0.0665788317962231,0.1,0.0867521367521367,0,0.166666666666667,0.139393939393939,-0.000261250341840229,-0.13014601585315,-0.153766097634022,-0.153766097634022,0.0062055986826629,0.1,0.152391842957881,-0.100952380952381,-0.115238095238095,-0.150505050505051,0.13014601585315,0.13014601585315,0.128630864337998,-0.12,-0.0551033591731266,-0.0923076923076923,-0.1,-0.1,0.00942982456140351,-0.097390289449113,-0.0886497410635342,0.2,-0.128211809976516,0.1,0.07,0.07,0.0585245901639344,0.0585245901639344,0.00242927705433319
"ILK",0.349238095238095,0.119733044733045,0.348869424703321,0.338353960785796,0.386692343091421,0.255555555555556,0.0624117647058824,0.0599727403156384,0.0544117647058824,0.025,0.2,0.0987179487179487,0.0820512820512821,0.0666666666666667,0.1,0.20266476467617,0.05,0.0240204486597383,0,0.0375734293717487,-0.0567500436352896,-0.2,-0.180241327300151,0.00769230769230769,-0.0333333333333333,-0.0333333333333333,0.04664653784219,0.0607099567099567,-0.143030657123846,-0.143030657123846,0.116929824561404,0.024628312863607,-0.0389263902282224,0.167431761786601,0.148076923076923,0.0274509803921569,-0.0607099567099567,-0.0607099567099567,-0.0607099567099567,0.125,-0.16359649122807,0.172549019607843,0.166666666666667,0.166666666666667,-0.0335734293717487,-0.0198466898954704,-0.0754143615155732,-0.2,-0.171815021978278,-0.255555555555556,-0.294685990338164,-0.294685990338164,-0.32083983649201,-0.32083983649201,-0.246736766243295
"GLI",0.470718599033816,0.115635530988811,0.470084497041267,0.459982883173963,0.429147759459195,0.261290322580645,0.15679136846671,0.157026662584357,0.15867816091954,0.148333333333333,0.2,0.0114736797903047,-0.00786788399570355,-0.0343984962406015,0.2,0.116099389693964,-0.0607142857142857,-0.00222899624427638,-0.0857142857142857,0.00912284594506397,-0.0596264416697853,-0.0333333333333333,-0.0819209482038429,-0.118224342029652,0.0771428571428571,0.0604761904761905,0.0226950206051098,0.221584699453552,-0.130202423621778,-0.130202423621778,0.195646121595388,0.0117002626635199,0.0186737939776614,0.192209485916382,0.176019009725906,-0.0358008658008658,-0.221584699453552,-0.221584699453552,-0.225743115295136,0.143519009725906,-0.155707421707422,0.0850459482038429,0.0707602339181286,0.0444444444444444,-0.00642014324236126,-0.189618485552116,-0.239861650328543,-0.3,-0.336610396828846,-0.361290322580645,-0.307172675521822,-0.407631785995279,-0.438236505309056,-0.439528337719417,-0.440311981564677
"Wnt",0.348484848484849,0.208385579937304,0.390463327192153,0.368609022556391,0.385877737822818,0.1,0.12,0.137391304347826,0.1,0.1,0,0.101082251082251,0.0772727272727273,0.05,0,0.174310344827586,0,0.0256410256410256,0,0.0390777181474856,-0.0501010101010101,-0.1,-0.0466666666666667,0.0242424242424242,0,-0.0333333333333333,0.0867494824016563,0.0300751879699248,-0.120133907221425,-0.120133907221425,0.120245098039216,0.0283333333333333,-0.0474509803921569,0.139285714285714,0.114285714285714,0.0533333333333333,-0.0300751879699248,-0.0300751879699248,-0.0391660970608339,0.1,-0.127450980392157,0.0466666666666667,0.0666666666666667,0.1,-0.0367521367521367,-0.0929554655870445,-0.169411764705882,-0.1,-0.251103368176539,-0.2,-0.275,-0.275,-0.332894736842105,-0.332894736842105,-0.309449152542373
"cMet",-0.197936507936508,0.0381912442396313,-0.166544475101826,-0.167674418604651,-0.247186909161699,-0.15,0.0952777777777778,0.0910224586288416,0.100833333333333,0.113333333333333,-0.1,0.0315340909090909,0.0409090909090909,0.05,-0.1,0.0658337607242717,0.05,0.114413484692122,0.1,0.0531704803133375,-0.0884331082564778,0.2,0.28,0.119047619047619,0.125,0.125,-0.0684944899485488,-0.241904761904762,-0.113708513708514,-0.113708513708514,-0.107820006080876,-0.11,0.100454545454545,-0.315405535114382,-0.309022556390977,-0.095,0.241904761904762,0.241904761904762,0.234357592093441,-0.314285714285714,-0.0126984126984127,-0.28,-0.3,-0.3,-0.0549886621315193,-0.105400843881857,-0.0809038152858378,0.2,0.0426472234354156,0.25,0.17,0.17,0.17,0.167674418604651,0.12413893342719
"CD44",-0.19,0.0446428571428571,-0.167674418604651,-0.167674418604651,-0.245159882134672,-0.1,0.100833333333333,0.0952777777777778,0.113333333333333,0.133333333333333,0,0.0409090909090909,0.05,0.05,-0.1,0.0687534687534687,0.1,0.116374269005848,0.1,0.0549886621315193,-0.0899956082564778,0.1,0.28,0.119047619047619,0.1,0.125,-0.0667995746943116,-0.233333333333333,-0.112698412698413,-0.112698412698413,-0.112167832167832,-0.113703703703704,0.095,-0.309022556390977,-0.314285714285714,-0.125,0.233333333333333,0.233333333333333,0.241904761904762,-0.3,-0.00793650793650794,-0.3,-0.3,-0.2,-0.0611111111111111,-0.106666666666667,-0.0797802197802198,0.1,0.0454462056237108,0.2,0.15,0.25,0.17,0.17,0.126630036630037
"Csn",0.464733337267863,0.277331528389011,0.467042289585919,0.455436757415143,0.471702662653239,0.355747126436782,0.154788992102425,0.153118347711017,0.14966078697422,0.127272727272727,0.283333333333333,0.136755406295332,0.117083275147791,0.0923520923520923,0.2,0.177613819658221,0.0650793650793651,0.0360797342192691,0.0428571428571429,0.0472950596635212,-0.0435014854757938,-0.18,-0.0772666666666667,0.00451285598985357,-0.0366666666666667,-0.0275757575757576,0.123085783769059,0.0534485939612287,-0.107763440860215,-0.107763440860215,0.150194823352484,0.0852518759625572,-0.0569724025974026,0.196646409146409,0.174531024531025,0.0392640692640693,-0.0534485939612287,-0.0534485939612287,-0.0544082868595012,0.136868686868687,-0.134976657329599,0.0716666666666667,0.055,0.055,-0.0439531573498965,-0.0866679718264882,-0.204777933613838,-0.283333333333333,-0.285273843369254,-0.355747126436782,-0.402735078244011,-0.402735078244011,-0.434612807501652,-0.435179522688455,-0.369781120535649
"ERK",-0.213438776844149,-0.0695505555149593,-0.171920620285122,-0.173517842507344,-0.325164062464767,-0.171025641025641,0.110147252297467,0.110147252297467,0.105767690253672,0.108571428571429,-0.163333333333333,0.0523295645651941,0.0552281152898318,0.0598032786885246,-0.133333333333333,0.208883647267006,0.068,0.116835155373406,0.08,0.0927946070279122,-0.0451826346575211,0.185714285714286,0.197315824578372,0.118240715056249,-0.026551724137931,-0.0286793837123991,-0.232619369741089,-0.0324936174936175,-0.0919166779188469,-0.0919166779188469,-0.157346185735375,-0.239454824592203,0.077160913409235,-0.243852196784037,-0.243021171853289,-0.0746539496209342,0.0324936174936175,0.0324936174936175,0.0310634744793161,-0.240831390831391,-0.0858863568115845,-0.200068118156353,-0.201244588744589,-0.198214285714286,-0.0930985583956934,-0.137834970248763,-0.0593193978430986,0.159649122807018,0.070248896249776,0.167341430499325,0.177319347319347,0.173635136793031,0.177569973885763,0.17388958971924,0.151617817388877
"SMAD",0.446582371937147,0.323564864542308,0.43299001193287,0.426100447596497,0.299441898321455,0.307936507936508,0.226259793397255,0.226658199771757,0.231287726358149,0.221428571428571,0.252380952380952,0.255228220956539,0.236269113149847,0.213333333333333,0.2,0.153566519937113,0.183333333333333,0.156887773141928,0.158333333333333,0.0472822155013936,-0.0334964776884084,0.15,0.107942110177404,0.0506654835847382,-0.0285714285714286,-0.0447004608294931,0.093959219543897,0.00401671109094689,-0.0819734430125202,-0.0819734430125202,0.0845437788018433,0.0602391027646732,-0.0800537703107096,0.0360372194854953,0.0201642036124795,0.0656306933876326,-0.00401671109094689,-0.00401671109094689,-0.00566144793305215,-0.00857142857142857,-0.110580651803804,-0.105275443510738,-0.115079365079365,-0.138888888888889,-0.144425072644251,-0.156153161834199,-0.24051631327314,-0.285714285714286,-0.322085882719207,-0.341269841269841,-0.3502442002442,-0.384407096171802,-0.375424056359308,-0.410225277989984,-0.424044852465745
"RKIP",-0.199789029535865,-0.0619385342789598,-0.17388958971924,-0.173635136793031,-0.321864425212594,-0.133333333333333,0.108571428571429,0.105767690253672,0.113333333333333,0.133333333333333,-0.1,0.0598032786885246,0.068,0.08,0,0.212885411202425,0.1,0.11831204026326,0.1,0.0942055694658041,-0.0400484757307925,0.2,0.201244588744589,0.115047619047619,-0.03,-0.03,-0.228096577718297,-0.0347402597402597,-0.080988043998087,-0.080988043998087,-0.155188374161209,-0.228851540616246,-0.0286793837123991,-0.240831390831391,-0.229292929292929,0.026551724137931,0.0347402597402597,0.0347402597402597,0.0321761571761572,-0.211111111111111,-0.074988043998087,-0.198214285714286,-0.185714285714286,-0.2,-0.0971758664955071,-0.129089301503095,-0.0567944147355912,0.1,0.0779265575345011,0.133333333333333,0.163333333333333,0.159649122807018,0.171025641025641,0.167341430499325,0.156540742423095
"ZEB1",-0.28581804612141,-0.162151878506664,-0.230275743679892,-0.234776722153474,-0.272244738716506,-0.250058072009292,0.15502016335318,0.156201265715384,0.15248209228719,0.142337164750958,-0.247619047619048,0.0434708451481531,0.0431149732620321,0.0450757575757576,-0.233333333333333,-0.268490921518159,0.0541666666666667,0.126098832083288,0.0666666666666667,0.107025444338934,0.0410778475877933,0.133333333333333,0.147542627059452,0.124522417153996,0.1,0.12,-0.17300069021986,-0.130540372185819,-0.0778954414195617,-0.0778954414195617,-0.189703876795956,-0.147272727272727,0.1213267685929,-0.209008872143899,-0.210661764705882,-0.123529411764706,0.130540372185819,0.130540372185819,0.12817816746141,-0.214583333333333,-0.0690631312625585,-0.150399769916595,-0.15859649122807,-0.153333333333333,-0.106544675108165,-0.201405083652178,0.0126678121452536,0.241025641025641,0.00376581942198133,0.243464665415885,0.250058072009292,0.243464665415885,0.245590718057402,0.239297998749218,0.188150871255347
