"","Csn","ZEB2","ZEB1","GSK3","SUFU","cateninmemb","TrCP","SNAI2","FUS","miR200","SMO","IKK","Patched","Destcompl","AKT","SHH","Ecadherin","Jagged","CD44","GLI","SOSGRB2","TCFLEF","cateninnuc","RAS","SMAD","DELTA","ILK","HEY1","EGR1","KLF4","TGFR","MEK","cfos","TWIST1","ERK","CDC42","Frizzled","DSH","PAK1","STAT","SRC","TGF","SNAI1","RAF","PI3K","RKIP","Wnt","cMet","FOXC2","Csl","NOTCHic","NOTCH","AXIN2","LIV1","NFB"
"TCFLEF",0.0584415584415584,-0.13661004784689,-0.13661004784689,0.0982408185323148,-0.183333333333333,0.0917892182953516,0.0857142857142857,-0.310024899386753,-0.15,-0.0553803091152489,-0.14047619047619,0.0848931713447842,-0.138863287250384,0.123423735161993,0.0990236061273929,-0.133955311790261,0.120015469315353,0.0590260723822139,0.0805063699403322,0.0740263374022965,-0.267437432826654,-0.0218991283414547,-0.0196654513655097,0.147721822767888,-0.0338658596778754,0.149167289259347,-0.0374987468671679,-0.014493481777524,-0.214285714285714,-0.135297300738477,-0.072488700895569,-0.206016260162602,-0.206968641114983,0.142030478090101,0.206016260162602,0.0771615980918307,-0.0807843137254902,-0.0607843137254902,0.0794871794871795,-0.0666666666666667,-0.0866666666666667,0.0731509525511981,0.0247547501313192,-0.149167289259347,-0.149167289259347,0.0436699269871883,-0.0765108094519859,-0.0823931623931624,0.192232444539351,0.0485413677666188,0.0387374461979914,0.0423919312478253,-0.429290354090354,-0.0666666666666667,-0.0784415584415585
"SMAD",-0.0888888888888889,-0.134242790404822,-0.134242790404822,-0.0486963802001396,-0.1,0.0240817623819886,-0.1,-0.143224287481867,-0.1,-0.0654598543315206,-0.08,-0.0395891690009337,-0.0680733944954129,-0.0105402742373421,-0.0342558356676004,-0.0617536918931824,0.0308281669199254,-0.0280332355816227,0.00874628639334522,0.0190954928365,-0.167332150251405,0.0115956758098988,0.0105825045839616,-0.0245207836482831,-0.127118452323932,-0.0228760468061778,-0.0290232142286937,-0.0230990938204007,-0.171428571428571,-0.134153475048997,-0.112564024744369,-0.171367258023297,-0.174654377880184,0.0467887573713296,0.172328796484836,0.112005365526492,-0.0222222222222222,-0.0333333333333333,0.119047619047619,-0.02,-0.00888888888888889,0.114556056616879,-0.00461574402300209,0.0228760468061778,0.0228760468061778,0.0175157736133346,-0.0183760683760684,-0.0069281045751634,0.033307810059992,0.0361904761904762,0.0373399014778325,0.0341652983032293,-0.0106398070648319,-0.02,0.0650793650793651
"ILK",-0.1,-0.130728045831508,-0.130728045831508,-0.0673160173160173,-0.1,-0.0245677426595751,0,0.0213975718889828,-0.2,-0.0740514359366818,-0.2,-0.117647058823529,-0.176923076923077,-0.0154294395113635,-0.0945701357466063,-0.149145299145299,-0.0990771565458055,-0.0990350877192982,0.0206094388703084,0.0206094388703084,-0.141538461538462,0.0132648061019469,0.00934728032875098,-0.0944550791674079,-0.124848019207683,-0.0971948051948052,-0.140048019207683,-0.150247200080718,-0.0333333333333333,-0.133991228070175,-0.0968235294117647,0.00158883225421316,-0.019047619047619,7.12758374910916e-05,0.0131652661064426,0.108823529411765,-0.0111111111111111,0,0.15,0,-0.0111111111111111,0.0960105212816834,-0.0745571658615137,0.0971948051948052,0.0971948051948052,-0.0893180349062702,-0.00676328502415459,-0.00676328502415459,-0.131138211382114,0,0,-0.00645161290322581,-0.0718095238095238,-0.1,0.1
"NFB",-0.342857142857143,-0.115677642381817,-0.115677642381817,-0.0915223012281836,-0.2,0.109995808161642,-0.3,-0.268001593405674,-0.26,-0.0557268437591569,-0.241481481481481,-0.28970398970399,-0.231136653895275,-0.0305832784710104,-0.260815100815101,-0.216678822569973,0.0777157492333031,-0.080660405134187,0.0769085904679125,0.0763372707192932,-0.242636001769129,0.0688917128307817,0.0684995559680366,-0.0255679502337498,-0.220032481872723,-0.0270604875471827,-0.233787128712871,-0.239611897390535,-0.0928571428571429,-0.120604395604396,-0.233539393939394,-0.0642819794584501,-0.0888571428571429,0.242754435107376,0.0688571428571429,0.243939393939394,-0.0675213675213675,-0.0444444444444444,0.266666666666667,-0.0444444444444444,-0.0675213675213675,0.232906482546989,0.00354791422186591,0.0270604875471827,0.0270604875471827,0.00507215917051982,-0.0752136752136752,-0.0752136752136752,0.164939319202267,0.00735930735930737,-0.0101010101010101,-0.0120364939719778,-0.106641337386018,-0.1,0.276190476190476
"CD44",0.1,-0.0873015873015873,-0.0873015873015873,0.119047619047619,0.1,0.141959706959707,0,-0.250638250638251,0.1,-0.0740272288098375,0.05,0.166666666666667,0.01,0.0927098111972061,0.16,0.0281818181818182,0.12988546303333,0.0506293706293706,0.0566666666666667,0.0566666666666667,-0.297619047619048,0.0589922480620155,0.060530709600477,0.121904761904762,0.0502267573696145,0.119047619047619,0.0277777777777778,0.0385964912280702,-0.2,-0.196825396825397,-0.0883333333333333,-0.225,-0.225,0.0586813186813187,0.225,0.113333333333333,-0.1,0,0.133333333333333,-0.1,-0.2,0.0772222222222222,-0.032615629984051,-0.119047619047619,-0.119047619047619,0.0711111111111111,-0.05,-0.15,-0.0391666666666667,0,0.0142857142857143,0.0511278195488722,-0.08,-0.1,-0.2
"EGR1",-0.2,-0.0778101990519172,-0.0778101990519172,0.0729080086580087,-0.185714285714286,-0.0594958886767955,-0.2,-0.194742749627717,-0.169047619047619,-0.0388685515738367,-0.133563748079877,-0.0973684210526316,-0.112576093758889,-0.0453271491314732,-0.0862573099415205,-0.103576093758889,-0.035249817995799,-0.119305342535787,-0.0529120209318229,-0.0567080302381971,-0.101402640264026,-0.0466157246355266,-0.0464777936010439,0.07455702409074,-0.0615241508789896,0.0813752059089218,-0.0557176992660864,-0.0493363612311491,-0.12,-0.0724709862086911,-0.00797046091163738,-0.124736919675755,-0.115652173913043,-0.0131967814793902,0.120736919675755,-0.00112044817927171,0.0411111111111111,0.03,0.00476190476190476,0.03,0.0411111111111111,0.0134349417859543,0.0957863451111389,-0.0813752059089218,-0.0813752059089218,0.101176963000167,0.0542690058479532,0.0519219219219219,0.0966300801228818,0.175641025641026,0.171025641025641,0.166630036630037,0.0700412058121883,0.05,0.15
"cfos",-0.2,-0.0729870479265152,-0.0729870479265152,0.0758170995670996,-0.2,-0.0642577934387003,-0.1,-0.197093563370936,-0.185714285714286,-0.0378533231474408,-0.169047619047619,-0.15,-0.133563748079877,-0.045026397251774,-0.0973684210526316,-0.112576093758889,-0.0361494719750377,-0.121145833333333,-0.0519219219219219,-0.0542690058479532,-0.108333333333333,-0.0529120209318229,-0.0466157246355266,0.0813752059089218,-0.0557176992660864,0.0874727668845316,-0.0621693121693122,-0.0537481259370315,-0.08,-0.0626349206349206,0.00112044817927171,-0.120736919675755,-0.12,-0.0137402597402597,0.115652173913043,0.00476190476190476,0.03,0.05,0.0285714285714286,0.05,0.03,0.00797046091163738,0.102230259192285,-0.0874727668845316,-0.0874727668845316,0.103939393939394,0.0411111111111111,0.0411111111111111,0.095940424950468,0.183333333333333,0.175641025641026,0.171025641025641,0.0668965517241379,0.1,0.2
"Jagged",0,-0.0727053140096618,-0.0727053140096618,0.0478927203065134,0,-0.0571410279860984,0,-0.177400703871292,-0.1,-0.0327272727272727,-0.2,-0.2,-0.175,-0.0324633204633205,-0.211111111111111,-0.167307692307692,-0.0330526315789474,-0.12987012987013,-0.00153846153846154,-0.00153846153846154,-0.14,-0.0166899766899767,-0.0331734931734932,0.0612121212121212,-0.0880952380952381,0.00666666666666667,-0.15,-0.25,-0.1,-0.0944444444444444,-0.0444444444444444,-0.113333333333333,-0.2,0.012,0.18,0.1,0.1,0,0.2,0,0.1,0.0244444444444444,0.125,-0.00666666666666667,-0.00666666666666667,0.123076923076923,0.04,0.04,0.0957142857142857,0,0.1,0.0714285714285714,0.0557142857142857,0,0.1
"ZEB1",0.126666666666667,-0.0637283442958546,-0.0637283442958546,-0.0862370513414523,0.075,0.164801016051858,0.166666666666667,0.0119284441680109,0.0625,0.0627675115327952,0.0488636363636364,0.0881852171412137,0.0508244206773619,0.00725132300474766,0.0981852171412137,0.0547390114246928,0.0902428547864756,0.0568036252873124,-0.015896884081963,-0.00843853991955576,-0.226900584795322,-0.0172266713160055,-0.0158568083023069,0.0590655914627054,0.0317886276916563,0.0617427568170361,0.0260193969224255,0.0176280541565516,-0.2,-0.0673953364174661,-0.232139048918857,-0.183439232961907,-0.188,0.192414022454,0.182117647058824,0.237722805264035,0.00685249709639953,0.019047619047619,0.250766283524904,0.0256410256410256,0.0134459036898061,0.230564245769251,-0.144428444212524,-0.0617427568170361,-0.0617427568170361,-0.123193080291726,-0.000839810595908158,0.00756355074862966,-0.00745634262422898,-0.075,-0.0730392156862745,-0.0755185545292497,-0.0796899239841874,0.0333333333333333,-0.0898245614035088
"RAS",0.2,-0.0413070692194404,-0.0413070692194404,-0.015749354005168,0.1,0.0481840721859309,0.1,-0.196758022623024,0,-0.0546461538461538,-0.0166666666666667,0.12,0.00333333333333334,-0.0214045853580737,0.12,0.0185875706214689,0.032419840136318,0.0755844667849399,0.0645181476846058,0.0669117647058824,-0.0917748917748918,0.0660566092230673,0.0629404619142854,-0.00910256410256411,0.0528138528138528,0.0928205128205128,0.0385281385281385,0.0316205533596838,-0.12,-0.0382142857142857,0.0117647058823529,-0.102249742002064,-0.12,-0.0705619203491544,0.104210526315789,1.11022302462516e-17,-0.05,-0.1,0.06,-0.1,-0.05,-0.00879440885264996,0.00960668633235004,-0.0928205128205128,-0.0928205128205128,0.102446540880503,-0.0794117647058824,-0.0794117647058824,-0.0484126984126984,0.1,0.136842105263158,0.116087388282026,-0.0938339920948617,0,-0.1
"RKIP",-0.2,-0.0385891917742707,-0.0385891917742707,-0.148423955870764,-0.1,-0.137008605243899,-0.2,0.312588739290086,-0.1,-0.0141080712471673,-0.12,-0.214285714285714,-0.14,-0.032074781131965,-0.241558441558442,-0.141639344262295,-0.151769469184279,-0.135871937909289,-0.013697705802969,-0.0194871794871795,0.092952380952381,-0.0115998037050669,-0.0154165975981966,-0.178757353757354,-0.148511991764003,-0.18474025974026,-0.159403080872914,-0.15152922957801,0.13,-0.0485891917742707,-0.117142857142857,0.132934702861335,0.13,0.115635769459299,-0.126551724137931,0.126666666666667,0.0333333333333333,0,0.133333333333333,0,0.0333333333333333,0.110600801068091,-0.151755933684757,0.18474025974026,0.18474025974026,-0.202941176470588,0.0233333333333333,0.0175438596491228,8.84173297966431e-05,-0.0111111111111111,0.0161616161616162,0.02000777000777,0.0174988279418659,0,0.214285714285714
"RAF",-0.2,-0.0385891917742707,-0.0385891917742707,-0.148423955870764,-0.1,-0.137008605243899,-0.2,0.312588739290086,-0.1,-0.0141080712471673,-0.12,-0.214285714285714,-0.14,-0.032074781131965,-0.241558441558442,-0.141639344262295,-0.151769469184279,-0.135871937909289,-0.013697705802969,-0.0194871794871795,0.092952380952381,-0.0115998037050669,-0.0154165975981966,-0.178757353757354,-0.148511991764003,-0.18474025974026,-0.159403080872914,-0.15152922957801,0.13,-0.0485891917742707,-0.117142857142857,0.132934702861335,0.13,0.115635769459299,-0.126551724137931,0.126666666666667,0.0333333333333333,0,0.133333333333333,0,0.0333333333333333,0.110600801068091,-0.151755933684757,0.18474025974026,0.18474025974026,-0.202941176470588,0.0233333333333333,0.0175438596491228,8.84173297966431e-05,-0.0111111111111111,0.0161616161616162,0.02000777000777,0.0174988279418659,0,0.214285714285714
"MEK",-0.214285714285714,-0.0370018901869691,-0.0370018901869691,-0.14424705169386,-0.1,-0.140179336951216,-0.2,0.312102121285219,-0.12,-0.0150368638168268,-0.14,-0.241558441558442,-0.141639344262295,-0.0343760363620905,-0.238029029793736,-0.135756991321119,-0.15304451472162,-0.130134232991257,-0.0115998037050669,-0.0173892773892774,0.092952380952381,-0.0154165975981966,-0.0167177128398323,-0.179074814074814,-0.139286899513081,-0.178757353757354,-0.148511991764003,-0.142438320487101,0.13,-0.0387852702056432,-0.110600801068091,0.039601369528002,0.126551724137931,0.118199872023401,-0.132934702861335,0.117142857142857,0.0233333333333333,0.0333333333333333,0.126666666666667,0.0333333333333333,0.0175438596491228,0.109140947053492,-0.156884138812962,0.178757353757354,0.178757353757354,-0.204256965944272,0.0194871794871795,0.013697705802969,-0.00351518627380696,0.0161616161616162,0.02000777000777,0.0192778430004707,0.0147961252391632,0,0.214285714285714
"cateninnuc",0.1,-0.0182011654980759,-0.0182011654980759,0.00567764187465688,0.0111111111111111,0.0211382612314434,0.1,0.125193230118776,-0.00888888888888889,-0.00231652675077567,-0.0138069216757741,0.114969696969697,-0.00573238751428345,0.0138530069504962,0.112625946969697,-0.00464306289554707,-0.060310316810887,-0.00728194381420102,0.00191704430834866,0.00116918023409983,-0.0906939844493101,0.00662204804247861,-0.0933503352770464,0.111924066924067,-5.29796109605117e-05,0.111924066924067,0.000629148629148629,0.0013279994406193,-0.0949275362318841,-0.0302688809806248,-0.00114942528735632,-0.109119240087971,-0.0996894409937888,0.0571075722456774,0.10728437770265,0,-0.00690040553054252,-0.0247086247086247,0,-0.0247086247086247,-0.00804195804195804,0.000712744064648898,-0.0671183152532587,-0.111924066924067,-0.111924066924067,-0.0570456722764415,-0.000378666400107737,-0.00152021891152326,0.0648486377010967,0.0436911487758945,0.0553190557526387,0.0566826921162751,-0.150901571756259,0.00606060606060606,-0.096969696969697
"SOSGRB2",-0.3,-0.017468671679198,-0.017468671679198,-0.068492825547524,-0.2,-0.148721227721228,-0.3,0.3225677141918,-0.2,-0.00955388001715482,-0.2,-0.317543859649123,-0.208108108108108,-0.046216944874663,-0.342543859649123,-0.215084852294155,-0.161667762257849,-0.223350645169489,-0.0254658385093168,-0.0305383022774327,0.206111111111111,-0.0202026806145799,-0.0234531586260522,-0.190243372446762,-0.225323708549515,-0.191525423728814,-0.223225806451613,-0.215909090909091,0.219047619047619,-0.0217543859649123,-0.0467032967032967,0.227456027456027,0.23015873015873,0.0579710144927536,-0.227456027456027,0.0428571428571429,0.0428571428571429,0,0.0428571428571429,0,0.0428571428571429,0.0445756371288286,-0.033090973702914,0.191525423728814,0.191525423728814,-0.17905701754386,0.0261904761904762,0.0211180124223602,0.00862026862026862,-0.0272727272727273,-0.00419580419580419,-0.011238057716931,0.0280734323432343,0,0.333333333333333
"Ecadherin",0,-0.0074192380868536,-0.0074192380868536,0.0128656509341574,0.1,0.0706467166528142,0.1,0.048852068689892,0.0833333333333333,-0.00200758066679854,0.0583333333333333,0.0216931216931217,0.0615591397849462,0.0151639218746673,0.0320827320827321,0.071007958682584,-0.119086597342016,-0.0471127115867903,-0.0429950572435554,-0.0433180495935343,-0.0579616923956547,-0.0378892041924969,-0.0349013423811057,0.0302604127168702,-0.000712917149173598,0.0336123680241327,0.00243478260869565,0.000577724683528079,-0.0745454545454545,-0.0112048757618378,0.000112342941611233,-0.081280849734458,-0.0627807486631016,-0.0190166137218388,0.0761828105187717,-0.00157575757575757,0.0185134518923849,0.0254901960784314,-0.00290909090909091,0.0254901960784314,0.0185134518923849,0.000430152537593107,-0.00675239268628741,-0.0336123680241327,-0.0336123680241327,-0.00569325448940216,0.0426513829268676,0.0419917127619501,0.0479049461623964,-0.0141626794258373,-0.0110698959206827,0.000454267648090552,-0.0510064024136353,0.0666666666666667,-0.0142857142857143
"HEY1",0.1,-0.0069453044375645,-0.0069453044375645,0.0122033992785283,0,0.0635954346015322,0.1,0.0461428573714092,0.1,-0.00144892144892145,0.0833333333333333,0.0142857142857143,0.0583333333333333,0.0154435118094297,0.0216931216931217,0.0615591397849462,-0.0192813393089104,-0.0455108809231748,-0.0419917127619501,-0.0426513829268676,-0.0579616923956547,-0.0429950572435554,-0.0378892041924969,0.0336123680241327,0.00243478260869565,0.0424358974358974,0.00533333333333333,0.00796027501909855,-0.12,-0.00740740740740741,0.00157575757575757,-0.0761828105187717,-0.0745454545454545,-0.0199477124183007,0.0627807486631016,-0.00290909090909091,0.0254901960784314,0.0666666666666667,0.00909090909090909,0.0666666666666667,0.0254901960784314,-0.000112342941611233,-0.00960049395211019,-0.0424358974358974,-0.0424358974358974,-0.00307153164296021,0.0185134518923849,0.0185134518923849,0.0549987676726939,-0.00363636363636364,-0.0141626794258373,-0.0110698959206827,-0.0553362993208518,0.1,0
"miR200",0.04,-0.0037410394265233,-0.0037410394265233,-0.0995124303327749,0,0.0769459057380758,0.1,0.00779205666107291,-0.025,-0.0160803421818502,-0.0183333333333333,-0.0159398496240601,-0.024662447257384,0.0106605477073966,0.00104128245141155,-0.0192276646486883,0.00656397560512105,0.0111766642691601,0.0107354630961146,0.0164488469277202,-0.169842037395229,0.0039894313500828,0.00656518892584038,0.0566264304794844,-0.0143384085709383,0.0558783008036739,-0.0221753991665496,-0.0265819209039548,-0.142857142857143,-0.00678053830227743,-0.164097090449083,-0.116716141001855,-0.132857142857143,0.141765126489053,0.114675324675325,0.173774509803922,-0.016,0.02,0.1875,0.02,-0.0104347826086957,0.162352904402571,-0.0486863136863137,-0.0558783008036739,-0.0558783008036739,-0.0314257442537672,-0.0230422535211268,-0.0174770361298224,0.0226951368414783,-0.00275862068965517,-0.02,-0.0171751412429378,-0.0620594380751784,0,0.00736842105263157
"SNAI2",-0.133333333333333,0.00594063352213132,0.00594063352213132,-0.0656234302679131,0.1,-0.165767274754484,-0.1,0.253406643632168,0.04,0.00324729998983166,0.0341176470588235,-0.0798850574712644,0.0484033613445378,-0.0677540030226928,-0.0834995153025897,0.0512202627529885,-0.187890989810998,-0.0521934361477785,-0.0553362993208518,-0.0548532908682039,0.0903651115618661,-0.0510064024136353,-0.0525591974446912,-0.0915877500665306,-0.00275881765874353,-0.0938708550893616,-0.002280348759222,0.00289330922242315,0.133333333333333,0.0123076923076923,0.000265747324570854,0.10601483836778,0.115686274509804,-0.0670041154882889,-0.101960784313725,-0.00112044817927171,0.0523376623376623,0.0309090909090909,-0.00588235294117647,0.0309090909090909,0.0523376623376623,-0.000886865336993214,0.00619260196106803,0.0938708550893616,0.0938708550893616,-0.00233333333333333,0.0650137186756905,0.0650137186756905,-0.0810533388976413,0.0324561403508772,0.0447368421052632,0.0473342447026658,0.107122645687424,0.04,0.0833333333333333
