"","GSK3","ZEB2","NFB","IKK","AKT","SMO","TrCP","cMet","TCFLEF","RAS","PI3K","DELTA","Wnt","cateninmemb","TWIST1","GLI","Frizzled","DSH","SNAI1","KLF4","Destcompl","MEK","TGF","FOXC2","SNAI2","CDC42","TGFR","PAK1","cfos","ERK","EGR1","Csl","NOTCHic","NOTCH","miR200","STAT","SRC","RAF","Jagged","Ecadherin","CD44","cateninnuc","RKIP","SUFU","LIV1","FUS","SHH","Patched","SMAD","ILK","AXIN2","SOSGRB2","HEY1","Csn","ZEB1"
"TGFR",0.0787624031314193,-0.0244844106188608,0.0226190476190476,0.0173558897243108,0.0243326339103573,-0.0901149425287356,0.0333333333333333,0.000566037735849057,-0.000630134512954771,0.108364661654135,0.110119047619048,0.110119047619048,0.0148517520215633,0.00662349792890124,0.0105990510083037,0.0167872358925311,0.0242857142857143,0.0142857142857143,0.032415803558201,-0.0277182993716175,-0.00468114929995684,0.132331971481214,-0.0765425531914894,0.0788141799343622,-0.111801466639352,0.170476190476191,0.0758333333333333,0.18,-0.128070175438597,-0.139181286549708,-0.133333333333333,0.176666666666667,0.176666666666667,0.174508393285372,-0.0539661071223919,0,-0.01,-0.110119047619048,0.0799470662312437,-0.00888809797662082,-0.00319761668321748,-0.00122991863142078,-0.010952380952381,0.0866666666666667,0,0.0866666666666667,0.0872900837716735,0.0901149425287356,0.0810535964628491,0.0821212121212121,-0.00386833798850966,0.0688271604938272,0.102707930367505,-0.00833333333333333,0.0244844106188608
"RKIP",-0.0461386918833727,-0.0221252989000478,-0.0857142857142857,-0.0982142857142857,-0.107305194805195,-0.1,-0.1,-0.0175438596491228,-0.0196417617470249,0.0740786990786991,0.0698051948051948,0.0698051948051948,-0.0133333333333333,-0.117837837837838,-0.123716577540107,-0.0133333333333333,-0.0333333333333333,0,-0.181932828958749,-0.0181252989000478,0.00443592070974731,-0.146375641966251,-0.0200534045393858,0.0169613910993221,0.326986944104447,0.0133333333333333,0.0228571428571429,0.0333333333333333,0.17,0.152758620689655,0.12,0.111111111111111,0.0929292929292929,0.0967754467754468,-0.0256335941373238,0,0.0333333333333333,-0.0698051948051948,0.0973158703209637,0.134989517509398,0.0175438596491228,0.0193873088208163,0.228851540616246,0.1,0,0.1,0.104196721311475,0.096,0.10671208327508,0.107702182284981,0.0200304735114862,0.129396825396825,0.11831204026326,0.1,0.0221252989000478
"ERK",-0.0456414892063335,-0.0202292859016726,-0.107305194805195,-0.103775783040489,-0.101023489462507,-0.104196721311475,-0.0857142857142857,-0.0196417617470249,-0.0195731824267642,0.0712812764792963,0.0724913974913975,0.0724913974913975,-0.0154312354312354,-0.117442029279936,-0.122201587675603,-0.0151806088648194,-0.0133333333333333,-0.0133333333333333,-0.180704196480116,-0.0204964799305996,0.00542809183489453,-0.0544350662930847,-0.0193234775320866,0.0155476696856007,0.326410154774062,0.0200534045393858,0.0193234775320866,0.0228571428571429,0.146375641966251,0.0530423086329176,0.152758620689655,0.0967754467754468,0.100425081811943,0.100702090122192,-0.0252078975428966,0.0175438596491228,0.0175438596491228,-0.0724913974913975,0.0956765260586686,0.135525460587253,0.0193873088208163,0.0194342935378753,0.223712997880577,0.1,0.0333333333333333,0.096,0.102576942965354,0.103543126540234,0.105431225481699,0.106343079585043,0.0210939760384033,0.122039759593158,0.116605555621622,0.0982142857142857,0.0202292859016726
"Ecadherin",-0.0162914156398019,-0.0170262986711272,-0.0847619047619048,-0.0847619047619048,-0.0834632034632035,0.0291666666666667,-0.1,-0.0377596700965523,-0.0375497549372625,-0.0759882285531316,-0.0757088989441931,-0.0757088989441931,-0.0386142428101954,-0.0256258093758094,0.00766149389613077,-0.0379475761435288,-0.036890104879161,-0.0392156862745098,-0.0389051207304761,0,-0.015146019122083,0.108220592829447,-0.077075135423391,0.0897613814924896,0.149760225562768,0.0772727272727273,0.0758093126385809,0.0732727272727273,-0.105026737967914,-0.110181377143172,-0.110909090909091,-0.105645933014354,-0.110800572189612,-0.108941836130132,-0.0172843750497382,0.0392156862745098,0.036890104879161,0.0757088989441931,-0.0315988895504401,0.0172590511684981,0.0374252219360172,0.0369895308476266,0.0289049634153968,-0.0333333333333333,0.0333333333333333,-0.0166666666666667,-0.0267282617898569,-0.0259408602150538,0.01854398708636,0.0173333333333333,0.138923671322206,0.121942613824441,-0.000872021780035994,0.08,0.0170262986711272
"SRC",-0.0765367965367965,-0.0165693321353699,0.0666666666666667,0.0743589743589744,0.0743589743589744,-0.0533333333333333,0.1,-0.005,-0.012437025189924,0.19135624075549,0.198931998331247,0.198931998331247,-0.005,-0.0062670258943272,-0.075081470253884,-0.0197540983606557,-0.025,0,-0.188693264368825,0.0875322997416021,-0.0179160694378086,-0.226129216695254,-0.0979184704184704,0.0977777777777778,0.031767669314744,0.0986111111111111,0.103373015873016,0.111111111111111,0.224242424242424,0.224242424242424,0.233333333333333,0.145,0.140238095238095,0.150952380952381,-0.12751280925194,0.1,0.025,-0.198931998331247,0.053898494471889,-0.0244793877146818,0.0197540983606557,0.0153453025948457,0.311111111111111,0.0333333333333333,0.2,0.0333333333333333,0.0584531590413943,0.0496296296296296,0.0733937885253675,0.0760964912280702,0.0726018955331718,0.247142857142857,0.0942568685865607,-0.1,0.0165693321353699
"KLF4",-0.0165121661916783,-0.016078431372549,-0.08,-0.0847619047619048,-0.0847619047619048,0.0166666666666667,-0.1,-0.036890104879161,-0.0374252219360172,-0.0757088989441931,-0.0771794871794872,-0.0771794871794872,-0.036890104879161,-0.026266835016835,0.00859259259259259,-0.0386142428101954,-0.0392156862745098,-0.0333333333333333,-0.0398544878190837,0,-0.0152392157670038,0.110181377143172,-0.0758093126385809,0.0886172167327642,0.149700020866802,0.0732727272727273,0.0772727272727273,0.0772727272727273,-0.110909090909091,-0.105026737967914,-0.12,-0.110909090909091,-0.105645933014354,-0.110800572189612,-0.0163532763532764,0.0333333333333333,0.0392156862745098,0.0771794871794872,-0.0318277225023852,0.117453793135392,0.0377596700965523,0.0375497549372625,0.0262832405689549,0,0.0333333333333333,-0.0333333333333333,-0.0259408602150538,-0.0291666666666667,0.0173333333333333,0.0173333333333333,0.138717485755196,0.119311034877073,-0.00154316271963331,0.1,0.016078431372549
"HEY1",-0.0165121661916783,-0.016078431372549,-0.08,-0.0847619047619048,-0.0847619047619048,0.0166666666666667,-0.1,-0.036890104879161,-0.0374252219360172,-0.0757088989441931,-0.0771794871794872,-0.0771794871794872,-0.036890104879161,-0.026266835016835,0.00859259259259259,-0.0386142428101954,-0.0392156862745098,-0.0333333333333333,-0.0398544878190837,0,-0.0152392157670038,0.110181377143172,-0.0758093126385809,0.0886172167327642,0.149700020866802,0.0732727272727273,0.0772727272727273,0.0772727272727273,-0.110909090909091,-0.105026737967914,-0.12,-0.110909090909091,-0.105645933014354,-0.110800572189612,-0.0163532763532764,0.0333333333333333,0.0392156862745098,0.0771794871794872,-0.0318277225023852,0.117453793135392,0.0377596700965523,0.0375497549372625,0.0262832405689549,0,0.0333333333333333,-0.0333333333333333,-0.0259408602150538,-0.0291666666666667,0.0173333333333333,0.0173333333333333,0.138717485755196,0.119311034877073,-0.00154316271963331,0.1,0.016078431372549
"SNAI2",-0.0688299623082232,-0.0160595762534089,-0.133333333333333,-0.136781609195402,-0.137986428472511,0.114117647058824,-0.1,-0.137642216937992,-0.138923671322206,-0.129636631407183,-0.131006494420881,-0.131006494420881,-0.137642216937992,-0.124209527393012,0.114295262414403,-0.139246495012858,-0.136233766233766,-0.129090909090909,-0.0354559242010943,0,-0.0676757940785112,0.139957604663487,-0.127303585871361,0.123661666009636,0.434073191361563,0.122408963585434,0.126682467858938,0.117647058823529,-0.13921568627451,-0.137254901960784,-0.133333333333333,-0.16359649122807,-0.161842105263158,-0.16443950786056,-0.0177471172190263,0.129090909090909,0.136233766233766,0.131006494420881,-0.131653927192753,0.301097559541772,0.138717485755196,0.139078950825312,0.0213333333333333,-0.1,0.12,-0.12,-0.120240096038415,-0.120240096038415,0.0304583481751755,0.0299798792756539,0.192477429599965,0.159330628803245,0.00468655816757083,0.133333333333333,0.0160595762534089
"Destcompl",0.0199286552064661,-0.0117648268064549,0.108695652173913,0.10599294947121,0.10599294947121,-0.0994088669950739,0.1,0.0647231877143961,0.0651576591926214,0.115052521810649,0.114895535939378,0.114895535939378,0.065220700152207,0.0121783480896387,-0.028458857207742,0.0661483439369936,0.065220700152207,0.0611111111111111,0.00664218479506638,-0.0186526203893506,-0.0801903858522253,-0.08344224081929,-0.0161546723952739,0.0160235465734763,-0.178363473180521,0.0159887403237157,0.0170413719026631,0.0208163265306122,0.0850815850815851,0.08344224081929,0.0820512820512821,0.0997101449275362,0.101884057971014,0.100080450756586,-0.0640594674657761,-0.0611111111111111,-0.065220700152207,-0.114895535939378,0.0473001539590325,-0.111990483874523,-0.0658425906994707,-0.0654126311457065,0.013303510661947,0.1,-0.0611111111111111,0.096551724137931,0.0994710030730847,0.098890732280048,0.011796157059315,0.0123809523809524,-0.168349344615541,-0.0270105071554545,0.0224589086127548,-0.1,0.0117648268064549
"IKK",-0.0778388278388278,-0.0107619047619048,-0.0857142857142857,-0.169047619047619,-0.177155727155727,-0.08,0,-0.0978632478632479,-0.103860640301318,-0.0929824561403509,-0.0929824561403509,-0.0929824561403509,-0.0978632478632479,-0.1206736466513,0.272287581699346,-0.105555555555556,-0.105555555555556,-0.05,0.0279403449250777,-0.0021978021978022,0.022251751973264,0.0685714285714286,-0.179082828282828,0.174458874458874,0.376107380547348,0.155555555555556,0.178282828282828,0.2,-0.0285714285714286,-0.0485714285714286,-0.1,-0.0727272727272727,-0.106060606060606,-0.113997113997114,0.0779375696767001,0.05,0.105555555555556,0.0929824561403509,-0.0226975945017182,0.202223865429839,0.105555555555556,0.105548404014398,-0.0463570127504554,0.1,0.1,0.08,0.064418901660281,0.0540740740740741,0.0650852585258526,0.0680555555555556,0.120238095238095,0.0165966386554622,0.0626418988648091,0.1,0.0107619047619048
"NFB",-0.0770545141133376,-0.00961247947454844,-0.169047619047619,-0.177155727155727,-0.181600171600172,-0.0540740740740741,-0.1,-0.105555555555556,-0.105548404014398,-0.091489918826918,-0.0929824561403509,-0.0929824561403509,-0.105555555555556,-0.12014566354676,0.271335200746965,-0.10330836454432,-0.0978632478632479,-0.105555555555556,0.0298581531442558,-0.00989010989010989,0.022251751973264,0.0639962651727358,-0.180981562460043,0.174857280833376,0.377530144774991,0.178282828282828,0.179082828282828,0.155555555555556,-0.0485714285714286,-0.0685714285714286,-0.0285714285714286,-0.106060606060606,-0.113997113997114,-0.114642275287437,0.0776354548730747,0.105555555555556,0.0978632478632479,0.0929824561403509,-0.0226975945017182,0.203186947291797,0.103860640301318,0.105156247151653,-0.0489211153145579,0.08,0.05,0.08,0.0595996245518472,0.064418901660281,0.0669439945853321,0.0650852585258526,0.121656534954407,0.0197545333923043,0.0626418988648091,0.0857142857142857,0.00961247947454844
"SUFU",-0.0297721868506022,-0.00931035470098994,-0.134285714285714,-0.138131868131868,-0.137460727192271,0.0988888888888889,-0.1,-0.284023732470334,-0.287574729528197,-0.273049260921901,-0.273365716618103,-0.273365716618103,-0.177457264957265,0.0589051589557913,0.182027817730068,-0.180802989864328,-0.173611111111111,-0.1625,0.0725181465839007,0.00798948550985461,-0.0202457419823786,0.176635797560229,0.0240642278940151,0.0523421435423075,0.454365244457626,-0.0298198198198198,-0.0266283304581177,-0.0433333333333333,-0.173613053613054,-0.177061329475123,-0.158461538461538,-0.322121212121212,-0.328939393939394,-0.327352092352092,0.0898319519966678,0.27,0.281111111111111,0.273365716618103,-0.215841470924606,0.216023496523035,0.287031251267327,0.287421276842775,-0.10787900039741,-0.0933333333333333,0.25,-0.0933333333333333,-0.101829491829492,-0.0998989898989899,-0.0447285221173324,-0.0458832565284178,0.443185050012784,0.0197889829468777,-0.0687999969299079,0.114285714285714,0.00931035470098994
"FUS",-0.0308004644855637,-0.0078610793386711,-0.114285714285714,-0.134285714285714,-0.138131868131868,0.0933333333333333,-0.1,-0.281111111111111,-0.287031251267327,-0.273365716618103,-0.274675760286225,-0.274675760286225,-0.173611111111111,0.0590415846038131,0.182646374431099,-0.177457264957265,-0.1625,-0.15,0.0743920818479553,0.00619307832422586,-0.0204052316155524,0.177061329475123,0.0266283304581177,0.0501088929219601,0.452980933317218,-0.0433333333333333,-0.0298198198198198,-0.06,-0.158461538461538,-0.173613053613054,-0.12,-0.312121212121212,-0.322121212121212,-0.328939393939394,0.0916906880561474,0.25,0.27,0.274675760286225,-0.213703703703704,0.216023496523035,0.284023732470334,0.287574729528197,-0.10991981672394,0.0666666666666667,0.2,-0.0933333333333333,-0.0998989898989899,-0.0988888888888889,-0.0458832565284178,-0.0452380952380952,0.437798633150957,0.0134952766531714,-0.0651855390985826,0.1,0.0078610793386711
"Wnt",-0.0887147335423197,-0.00631276901004304,-0.0666666666666667,-0.0466666666666667,-0.0591666666666667,0,-0.1,0.025,0.0233082706766917,-0.0330485304169515,-0.037593984962406,-0.037593984962406,0.025,-0.0816949152542373,0.0491176470588235,0.0197368421052632,0.1,0.2,0.044047619047619,0.00588235294117647,0.00966702470461869,0.0494117647058824,-0.0533333333333333,0.0529554655870445,0.025,0.0333333333333333,0.0533333333333333,0.1,0,-0.02,-0.1,-0.05,-0.0928571428571429,-0.101190476190476,0.0823232323232323,-0.1,0,0.037593984962406,-0.0207843137254902,0.109436701509872,-0.0197368421052632,-0.0213215157098043,-0.06,0,0,0,-0.012987012987013,-0.0272727272727273,-0.0390777181474856,-0.0367521367521367,-0.0757575757575758,-0.124242424242424,-0.0456410256410256,0.1,0.00631276901004304
"STAT",-0.0623075211392968,-0.00383718845257307,-0.03,-0.0252380952380952,-0.0235431799838579,-0.0183333333333333,0,-0.00633116883116883,-0.00300403679741219,-0.0391952304235646,-0.0414340363937138,-0.0414340363937138,-0.00633116883116883,-0.00199484442012452,-0.055531217075445,-0.00212948815889992,-0.00178571428571429,-0.0142857142857143,-0.114309008963387,0.0961378490790255,-0.0145167268404575,-0.0253763440860215,-0.0215449691422232,0.0188357191547376,-0.0572362062680104,0.0227272727272727,0.0200956937799043,0.0227272727272727,0.02,0.02,0,0.00588235294117647,0.0139904610492846,0.0149613348356923,-0.106039984112273,0.0142857142857143,0.00178571428571429,0.0414340363937138,0.0269745104206713,-0.0427659172056758,0.00205766455766456,0.00193133119550516,0.143833655083655,0,0.1,0.025,0.0208852987583179,0.0253100775193798,0.0338386362374368,0.0326892109500805,0.0563005621829151,0.177380952380952,0.032,0.05,0.00383718845257307
"Frizzled",-0.0893207941483804,-0.00334247198034007,-0.0466666666666667,-0.0591666666666667,-0.0591666666666667,0.0272727272727273,-0.1,0.0197368421052632,0.0213215157098043,-0.0322611288421483,-0.0330485304169515,-0.0330485304169515,0.0197368421052632,-0.0788377723970944,0.0481652661064426,0.0233082706766917,0.025,0.1,0.0488095238095238,-0.00840336134453781,0.00993227669400861,0.0383006535947712,-0.0523809523809524,0.0506298841916957,0.0246845425867508,0.0533333333333333,0.0533333333333333,0.0333333333333333,-0.02,-0.0494117647058824,0,-0.0928571428571429,-0.101190476190476,-0.0992296918767507,0.0823232323232323,0,-0.025,0.0330485304169515,-0.0197742127153892,0.109669801742972,-0.0233082706766917,-0.0232262776145662,-0.0635714285714286,0,-0.1,0,-0.0162128194386259,-0.012987012987013,-0.0381431387082332,-0.0390777181474856,-0.0780831571529246,-0.127272727272727,-0.0435133660665576,0.0666666666666667,0.00334247198034007
"Jagged",-0.0103448275862069,-0.00193236714975845,0,0.0333333333333333,0,0.0333333333333333,0,-0.08,-0.10004662004662,-0.1,-0.1,-0.1,-0.08,-0.0933162612035852,0.154,-0.103076923076923,-0.1,0,0.116666666666667,0.0111111111111111,-0.0664401544401544,0.0866666666666667,-0.0373333333333333,0.0242857142857143,0.243011563599799,0,0.0333333333333333,0,0,-0.02,-0.1,0.1,0.04,0.0257142857142857,0.102424242424242,0,0.1,0.1,-0.0651948051948052,0.16059649122807,0.103076923076923,0.105541125541126,-0.143589743589744,0,0,0,-0.0506410256410256,-0.0583333333333333,-0.0285714285714286,-0.0333333333333333,0.134285714285714,-0.04,0.0666666666666667,0,0.00193236714975845
"DELTA",-0.0103448275862069,-0.00193236714975845,0,0.0333333333333333,0,0.0333333333333333,0,-0.08,-0.10004662004662,-0.1,-0.1,-0.1,-0.08,-0.0933162612035852,0.154,-0.103076923076923,-0.1,0,0.116666666666667,0.0111111111111111,-0.0664401544401544,0.0866666666666667,-0.0373333333333333,0.0242857142857143,0.243011563599799,0,0.0333333333333333,0,0,-0.02,-0.1,0.1,0.04,0.0257142857142857,0.102424242424242,0,0.1,0.1,-0.0651948051948052,0.16059649122807,0.103076923076923,0.105541125541126,-0.143589743589744,0,0,0,-0.0506410256410256,-0.0583333333333333,-0.0285714285714286,-0.0333333333333333,0.134285714285714,-0.04,0.0666666666666667,0,0.00193236714975845
"cfos",-0.00909361471861472,-0.00125293055075137,-0.00833333333333333,-0.00833333333333333,-0.00307017543859649,-0.0476190476190476,0,0.116296296296296,0.120711602691801,0.103398161432595,0.102178649237473,0.102178649237473,0.116296296296296,0.111162602794115,-0.150649350649351,0.121559454191033,0.12,0.1,-0.113745410707436,-0.00482539682539683,0.0862085538881783,-0.0807369196757553,0.0305322128851541,-0.0161604153856665,-0.249301355578728,-0.0285714285714286,-0.0305322128851541,-0.0142857142857143,0.08,0.0756521739130435,0.12,0.0666666666666667,0.0743589743589744,0.0728205128205128,-0.102881758764112,-0.1,-0.12,-0.102178649237473,0.0600694444444445,-0.170679661748255,-0.121701701701702,-0.122193084173282,0.15041958041958,0.0333333333333333,-0.1,0.0476190476190476,0.0496102861694259,0.0508448540706605,0.0285714285714286,0.0285714285714286,-0.149934318555008,0.0444444444444444,0.0324337831084458,0.0333333333333333,0.00125293055075137
