"","GSK3","PAK1","FOXC2","ZEB2","ZEB1","TGF","TGFR","AXIN2","CDC42","cateninmemb","cMet","Destcompl","TCFLEF","cateninnuc","CD44","SOSGRB2","Wnt","SUFU","Ecadherin","GLI","TWIST1","SNAI1","SHH","SMAD","ILK","HEY1","ERK","RKIP","AKT","MEK","Patched","EGR1","FUS","RAF","PI3K","DELTA","RAS","Csl","IKK","Jagged","NOTCH","miR200","NOTCHic","cfos","NFB","KLF4","SMO","DSH","STAT","Frizzled","SRC","LIV1","Csn","SNAI2","TrCP"
"SOSGRB2",0.0006645808609343,0.0642857142857143,0.0653113553113553,-0.0675438596491228,-0.0675438596491228,0.0502595277063362,0.0481318681318681,0.107597634763476,0.0442857142857143,0.244463242463242,0.093167701863354,0.0753312682842884,0.127004467690967,0.135226265014102,0.109109730848861,0.22,0.0964285714285714,0.2,0.257290153290678,0.112370600414079,-0.0243188405797101,0.153129353233831,0.139262518332286,0.161994134897361,0.152903225806452,0.169602272727273,0.177305877305877,0.227485380116959,-0.0247076023391813,0.174275574275574,0.136936936936937,-0.185714285714286,0.2,0.193973634651601,0.193973634651601,0.193973634651601,0.184999275677242,0.309090909090909,-0.016374269005848,0.124014030212402,0.244627203782133,-0.0104526161103963,-0.262937062937063,-0.174603174603175,0.0111111111111111,0.0575438596491228,-0.166666666666667,0,0,-0.0714285714285714,-0.0714285714285714,0,0,-0.407670878345974,0
"SMAD",-0.00329854217072262,-0.0547619047619048,-0.0238252605192568,-0.0656697414812411,-0.0656697414812411,-0.0671743840445539,-0.061198288427024,0.194904333261639,-0.0561703554661301,0.193043484953118,0.147357609710551,0.0952892748959617,0.159276198584364,0.163227566365519,0.152084882437824,0.0306861875184857,0.158730158730159,-0.0333333333333333,0.150963496440913,0.163046705492749,-0.0393448577513662,0.0709072925282603,-0.0426633357207008,-0.063935881470128,0.0227307851965386,0.0496885112859938,-0.0383345836459115,0.073132911488537,0.0542296918767507,-0.0344884297997576,-0.0341131498470948,0,0.0166666666666667,-0.141425887067808,-0.141425887067808,-0.141425887067808,-0.143728518646756,-0.0409523809523809,0.0742296918767507,-0.0598036587068845,-0.0702627257799672,0.0403031684522453,0.0535960591133005,0.0290322580645161,-0.0761904761904762,0.0853222186676865,-0.00166666666666667,-0.147619047619048,-0.134285714285714,-0.158730158730159,-0.145396825396825,-0.12,-0.0333333333333333,0.00192876781669721,0
"TrCP",0.114324134199134,-0.0523809523809524,-0.0379432378502284,-0.0601877257888096,-0.0601877257888096,-0.0631623439241568,-0.0549656226126814,0.141942559717446,-0.0504201680672269,0.125062923385666,0.108188188188188,0.088728858799835,0.114862188921595,0.115827706162974,0.111158485217891,0.0333470847084709,0.105769980506823,-0.119047619047619,0.0988970521900176,0.108209004897067,-0.010418501788067,0.0302189167589004,-0.099905046367412,-0.05905273937532,-0.0700204813108039,-0.0753902460534439,-0.00229918938835667,0.0384203273706036,-0.0876705653021442,0.00570081061164333,-0.096905046367412,-0.04,-0.0523809523809524,-0.000959137042350816,-0.000959137042350816,-0.000959137042350816,-0.00277731886053263,-0.11025641025641,-0.0635964912280702,-0.121030802658487,-0.123663003663004,0.0324131560022871,0.114871794871795,-0.00956521739130435,0.0583333333333333,0.0806224303929222,0.0685099846390169,-0.12,-0.12,-0.116296296296296,-0.116296296296296,-0.1,0.108333333333333,0.0879796393203027,0.133333333333333
"PAK1",0.114324134199134,-0.0523809523809524,-0.0379432378502284,-0.0601877257888096,-0.0601877257888096,-0.0631623439241568,-0.0549656226126814,0.141942559717446,-0.0504201680672269,0.125062923385666,0.108188188188188,0.088728858799835,0.114862188921595,0.115827706162974,0.111158485217891,0.0333470847084709,0.105769980506823,-0.119047619047619,0.0988970521900176,0.108209004897067,-0.010418501788067,0.0302189167589004,-0.099905046367412,-0.05905273937532,-0.0700204813108039,-0.0753902460534439,-0.00229918938835667,0.0384203273706036,-0.0876705653021442,0.00570081061164333,-0.096905046367412,-0.04,-0.0523809523809524,-0.000959137042350816,-0.000959137042350816,-0.000959137042350816,-0.00277731886053263,-0.11025641025641,-0.0635964912280702,-0.121030802658487,-0.123663003663004,0.0324131560022871,0.114871794871795,-0.00956521739130435,0.0583333333333333,0.0806224303929222,0.0685099846390169,-0.12,-0.12,-0.116296296296296,-0.116296296296296,-0.1,0.108333333333333,0.0879796393203027,0.133333333333333
"LIV1",0.114324134199134,-0.0523809523809524,-0.0379432378502284,-0.0601877257888096,-0.0601877257888096,-0.0631623439241568,-0.0549656226126814,0.141942559717446,-0.0504201680672269,0.125062923385666,0.108188188188188,0.088728858799835,0.114862188921595,0.115827706162974,0.111158485217891,0.0333470847084709,0.105769980506823,-0.119047619047619,0.0988970521900176,0.108209004897067,-0.010418501788067,0.0302189167589004,-0.099905046367412,-0.05905273937532,-0.0700204813108039,-0.0753902460534439,-0.00229918938835667,0.0384203273706036,-0.0876705653021442,0.00570081061164333,-0.096905046367412,-0.04,-0.0523809523809524,-0.000959137042350816,-0.000959137042350816,-0.000959137042350816,-0.00277731886053263,-0.11025641025641,-0.0635964912280702,-0.121030802658487,-0.123663003663004,0.0324131560022871,0.114871794871795,-0.00956521739130435,0.0583333333333333,0.0806224303929222,0.0685099846390169,-0.12,-0.12,-0.116296296296296,-0.116296296296296,-0.1,0.108333333333333,0.0879796393203027,0.133333333333333
"SNAI1",0.116898391624877,-0.0504201680672269,-0.0365455250166833,-0.0576046999585513,-0.0576046999585513,-0.0625575052144794,-0.0631623439241568,0.144506662281548,-0.0549656226126814,0.12413028089862,0.111158485217891,0.0881806131857999,0.115827706162974,0.115156565223377,0.114862188921595,0.0261772733877161,0.108209004897067,-0.0523809523809524,0.098636906508436,0.112048127383355,-0.00641850178806701,-0.0626636455186796,-0.0942739784062469,-0.0466296151440777,-0.05905273937532,-0.063485484148682,0.00570081061164333,0.0313073566593065,-0.0932261208576998,0.0137725594905671,-0.099905046367412,-0.00956521739130435,-0.0685099846390169,-0.00277731886053263,-0.00277731886053263,-0.00277731886053263,-0.00277731886053263,-0.114871794871795,-0.0876705653021442,-0.119383743834957,-0.127336473050759,0.0240558072991171,0.123663003663004,0.00229918938835667,0.0635964912280702,0.0634884740066294,0.096905046367412,-0.116296296296296,-0.116296296296296,-0.105769980506823,-0.108188188188188,-0.12,0.0583333333333333,0.0862699510869806,0.108333333333333
"ERK",-0.00721575617221742,0.0133333333333333,0.0448709186640221,-0.0574322513846458,-0.0574322513846458,0.0224341445215993,0.0213352434226982,0.12599865379427,0.0198753894080997,0.239675453057658,0.115360078517973,0.0537997821561214,0.127660370807766,0.132313148585544,0.123757025082859,0.117724764986901,0.119044289044289,0.08,0.249667612989233,0.127314965736018,-0.0858421238004333,0.205731668215554,0.0443077998127262,0.0646911114716365,0.0738096525050712,0.087127182685328,-0.0262680361946686,0.236512785732971,0.099613450050579,-0.0293321030470363,0.0549358191363977,-0.083448275862069,0.052,0.040033855033855,0.040033855033855,0.040033855033855,0.0392637780261543,0.0516705516705517,0.0922740005092946,0.0246333987856173,0.0497052080387099,0.00550743223066712,-0.0538603326924495,-0.0770652971386647,-0.0887445887445888,0.0576646313658759,-0.0503606557377049,-0.0966666666666667,-0.0929824561403509,-0.104358974358974,-0.100674763832659,-0.0666666666666667,-0.0857142857142857,-0.405771000134326,-0.0857142857142857
"MEK",-0.00839650094969244,0.0133333333333333,0.0399136537067572,-0.0566448498098426,-0.0566448498098426,0.0213352434226982,0.0198753894080997,0.11510434485118,0.0133333333333333,0.233603695927943,0.100674763832659,0.0524844871542424,0.123757025082859,0.127660370807766,0.115360078517973,0.11384126984127,0.104358974358974,0.1,0.24242422129682,0.119044289044289,-0.08792256762845,0.204342779326665,0.0549358191363977,0.0738096525050712,0.0822967373759199,0.097707387463485,0.0770652971386647,0.232334512752469,0.0922740005092946,-0.0262680361946686,0.0503606557377049,-0.08,0.08,0.0467005217005217,0.0467005217005217,0.0467005217005217,0.040033855033855,0.0747474747474748,0.0887445887445888,0.0330671337253764,0.0538603326924495,-0.000129822671293666,-0.0516705516705517,-0.083448275862069,-0.0857142857142857,0.0437111429937829,-0.052,-0.0666666666666667,-0.0666666666666667,-0.0966666666666667,-0.0929824561403509,0,-0.0857142857142857,-0.40018037795218,-0.1
"Destcompl",0.00302400673425808,0.0495918367346939,0.00947065193528407,-0.0482188743520843,-0.0482188743520843,0.0508389199599985,0.0538931071521167,-0.140990809375818,0.0544194229415904,-0.0594450270492725,-0.0421658829141961,-0.106428700183908,-0.0456232535950385,-0.0468471189698473,-0.0458972261977782,-0.0118173316723843,-0.0416338894163389,0.0111111111111111,-0.0810719116815467,-0.0459010508263574,-0.00875414925881826,-0.0291370944838493,0.0408141262314661,-0.0541645781119465,-0.0584920634920635,-0.0548741856434164,0.0314456035767511,-0.0267294242377606,-0.104791422795508,0.0314456035767511,0.0402338554384293,-0.0333333333333333,0.0490421455938697,0.0903212980881946,0.0903212980881946,0.0903212980881946,0.0898503404743799,0.0706149627888758,-0.0967377315203402,0.0128973270013498,0.0690422521502072,-0.0156233656667041,-0.0684410497453976,-0.0363636363636364,0.101242236024845,0.0468658869419727,-0.0490421455938697,0.0333333333333333,0.0333333333333333,0.034703196347032,0.034703196347032,0.0333333333333333,0.114285714285714,0.157070765613767,0.1
"RAF",-0.0145390070921986,0.0333333333333333,0.0363100501031535,-0.0439464371114299,-0.0439464371114299,0.0198753894080997,0.0133333333333333,0.099789029535865,0.0133333333333333,0.226286622757211,0.0929824561403509,0.0508108469868784,0.115360078517973,0.123757025082859,0.100674763832659,0.107174603174603,0.0966666666666667,0.1,0.234227499985345,0.104358974358974,-0.091951871657754,0.198573548557434,0.0503606557377049,0.0822967373759199,0.071405648267009,0.0867982965543941,0.083448275862069,0.224439775910364,0.0887445887445888,0.0770652971386647,0.052,-0.08,0.1,0.050974025974026,0.050974025974026,0.050974025974026,0.0467005217005217,0.111111111111111,0.0857142857142857,0.0371654943811141,0.0516705516705517,-0.00415459047315125,-0.0747474747474748,-0.08,-0.0857142857142857,0.0319464371114299,-0.08,0,0,-0.0666666666666667,-0.0666666666666667,0,-0.1,-0.391177944862155,-0.1
"STAT",-0.0698753894080997,-0.0590909090909091,-0.0956468984321745,-0.0363098440021517,-0.0363098440021517,-0.0374725516029864,-0.0340909090909091,-0.202438345967758,-0.0340909090909091,-0.207999627681486,-0.144967532467532,-0.104983120757432,-0.168462369211581,-0.173110760153178,-0.161206848706849,-0.100492610837438,-0.144967532467532,-0.1,-0.135241878691192,-0.162614591291062,-0.178037171890245,-0.0251626328874212,-0.0177577690882898,-0.0318785051918485,-0.0238325281803543,-0.0253333333333333,0.0356862745098039,-0.000307271557271556,-0.098361581920904,0.0303099304237824,-0.00802325581395349,-0.0333333333333333,-0.075,0.119318651778329,0.119318651778329,0.119318651778329,0.123049995061911,-0.0156862745098039,-0.0966666666666667,0.0240863127482846,0.0247230668704112,0.0391214540590024,-0.0140434552199258,-0.0533333333333333,0.13,-0.0581105169340463,0.015,0.114285714285714,0.114285714285714,0.126785714285714,0.126785714285714,0.2,0.15,0.238990469767278,0.1
"GLI",0.0246978152914226,-0.158333333333333,-0.0548660560715514,-0.033199863457928,-0.033199863457928,-0.166427532626583,-0.155839297332466,0.126173007246377,-0.151436781609195,0.103404133006566,0.0941148701809599,0.0945248823492851,0.0958390081119943,0.0961378724275951,0.0958390081119943,-0.191384515189825,0.170929791271347,-0.219047619047619,0.078280534305379,0.0722063870160281,0.000137248150830492,0.00211785469163644,-0.183951667086588,-0.0585063452945561,-0.0660739128621237,-0.0760859872065305,-0.110735930735931,0.00461475300601418,-0.0391324292875045,-0.102448637918251,-0.176955782312925,0.0657142857142857,-0.156547619047619,-0.125781055359011,-0.125781055359011,-0.125781055359011,-0.125186995953071,-0.12816976127321,-0.0172574292875045,-0.104416784065288,-0.124836427939876,0.0545626509713197,0.11816976127321,0.0990476190476191,0.0192982456140351,0.0578558558558559,0.156547619047619,-0.2,-0.12,-0.183870967741935,-0.103870967741935,-0.1,0.0666666666666667,0.101300261202646,0.1
"miR200",-0.104231234452727,-0.0916666666666667,-0.0940173647490721,-0.00624103942652331,-0.00624103942652331,-0.0583013400408926,-0.0507432005060088,-0.208375353672943,-0.0700980392156863,-0.201748756351577,-0.176778934476424,-0.11919190127253,-0.186231404603051,-0.188807162178809,-0.18464410301575,-0.0367666021921341,-0.16912676056338,-0.06,-0.2059864761006,-0.17901687045349,-0.161132752727845,-0.0387042587042587,0.0237112456430013,-0.0231743037418961,0.00472538277848012,0.00525423728813559,-0.0118181818181818,-0.0118326689472543,-0.0165271669740389,-0.0274644403215832,0.0280590717299578,0,-0.01,0.0798622273249139,0.0798622273249139,0.0798622273249139,0.0761215789458615,0.0291625615763547,-0.0203007518796992,0.0590886118436826,0.0627296763240656,-0.00754034747332217,-0.0429556650246305,-0.02,0.0631578947368421,-0.000897170462387842,-0.0166666666666667,0.16,0.16,0.148,0.155652173913043,0.2,0.1,0.22977805940571,0
"RKIP",0.0145390070921986,-0.0333333333333333,-0.0363100501031535,0.0439464371114299,0.0439464371114299,-0.0198753894080997,-0.0133333333333333,-0.099789029535865,-0.0133333333333333,-0.226286622757211,-0.0929824561403509,-0.0508108469868784,-0.115360078517973,-0.123757025082859,-0.100674763832659,-0.107174603174603,-0.0966666666666667,-0.1,-0.234227499985345,-0.104358974358974,0.091951871657754,-0.198573548557434,-0.0503606557377049,-0.0822967373759199,-0.071405648267009,-0.0867982965543941,-0.083448275862069,-0.224439775910364,-0.0887445887445888,-0.0770652971386647,-0.052,0.08,-0.1,-0.050974025974026,-0.050974025974026,-0.050974025974026,-0.0467005217005217,-0.111111111111111,-0.0857142857142857,-0.0371654943811141,-0.0516705516705517,0.00415459047315125,0.0747474747474748,0.08,0.0857142857142857,-0.0319464371114299,0.08,0,0,0.0666666666666667,0.0666666666666667,0,0.1,0.391177944862155,0.1
"EGR1",-0.114324134199134,0.0523809523809524,0.0379432378502284,0.0601877257888096,0.0601877257888096,0.0631623439241568,0.0549656226126814,-0.141942559717446,0.0504201680672269,-0.125062923385666,-0.108188188188188,-0.088728858799835,-0.114862188921595,-0.115827706162974,-0.111158485217891,-0.0333470847084709,-0.105769980506823,0.119047619047619,-0.0988970521900176,-0.108209004897067,0.010418501788067,-0.0302189167589004,0.099905046367412,0.05905273937532,0.0700204813108039,0.0753902460534439,0.00229918938835667,-0.0384203273706036,0.0876705653021442,-0.00570081061164333,0.096905046367412,0.04,0.0523809523809524,0.000959137042350816,0.000959137042350816,0.000959137042350816,0.00277731886053263,0.11025641025641,0.0635964912280702,0.121030802658487,0.123663003663004,-0.0324131560022871,-0.114871794871795,0.00956521739130435,-0.0583333333333333,-0.0806224303929222,-0.0685099846390169,0.12,0.12,0.116296296296296,0.116296296296296,0.1,-0.108333333333333,-0.0879796393203027,-0.133333333333333
"CD44",-0.080952380952381,-0.0666666666666667,-0.0329166666666667,0.0619047619047619,0.0619047619047619,-0.0397222222222222,-0.0341666666666667,0.15,-0.0466666666666667,0.205897435897436,0.2,0.116479319000327,0.149612403100775,0.158843172331544,0.133333333333333,0.230952380952381,0.1,0.1,0.195218760178048,0.133333333333333,0.0854945054945055,-0.0417065390749601,0.131818181818182,0.116439909297052,0.138888888888889,0.128654970760234,0.18,0.0637037037037037,0.14,0.17,0.15,-0.2,0.1,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.0285714285714286,0.1,0.133333333333333,0.10041958041958,0.119548872180451,0.0497101449275362,-0.114285714285714,-0.2,-0.1,0.0428571428571429,-0.15,0,-0.1,-0.1,-0.2,-0.1,-0.1,-0.321922521922522,0
"cfos",-0.109596861471861,0.0857142857142857,0.0248397895743663,0.0785157000653369,0.0785157000653369,0.0549656226126814,0.0504201680672269,-0.141313628899836,0.0523809523809524,-0.122865121187864,-0.116296296296296,-0.0879769791005869,-0.111158485217891,-0.114862188921595,-0.108188188188188,-0.0402777777777778,-0.116296296296296,0.133333333333333,-0.101734422432232,-0.105769980506823,0.0207445887445887,-0.036662830840046,0.096905046367412,0.0700204813108039,0.0587301587301587,0.0665667166416792,-0.00956521739130435,-0.0610722610722611,0.0635964912280702,0.00229918938835667,0.0685099846390169,0.12,0.119047619047619,0.00217864923747277,0.00217864923747277,0.00217864923747277,0.000959137042350816,0.133333333333333,0.0583333333333333,0.114895833333333,0.114871794871795,-0.033935998641881,-0.11025641025641,0.04,-0.108333333333333,-0.097015873015873,-0.0523809523809524,0.1,0.1,0.12,0.12,0.1,-0.133333333333333,-0.0885221347995071,-0.1
"cMet",-0.0793394777265745,-0.0466666666666667,-0.036714135021097,0.0790764790764791,0.0790764790764791,-0.0482328605200946,-0.0397222222222222,0.170634920634921,-0.0341666666666667,0.217641208139429,0.133333333333333,0.119857697378706,0.158843172331544,0.170142607359793,0.149612403100775,0.230952380952381,0.133333333333333,0.1,0.203615706742933,0.151515151515152,0.100101247067539,-0.0400116238207228,0.106818181818182,0.120076272933416,0.116439909297052,0.107086343309254,0.17,0.0488888888888889,0.13375,0.168181818181818,0.131818181818182,-0.2,0.15,-0.0285714285714286,-0.0285714285714286,-0.0285714285714286,-0.0285714285714286,0.114285714285714,0.14,0.0808543630282761,0.0961446168613022,0.0512726449275362,-0.119548872180451,-0.18,-0.133333333333333,0.0380952380952381,-0.15,-0.1,-0.2,-0.1,-0.2,-0.1,-0.1,-0.331411573017412,-0.1
"NOTCHic",-0.116703872581616,0.0888888888888889,0.00263331138907175,0.0866988727858293,0.0866988727858293,0.0560736022646851,0.0528888888888889,-0.196782719377059,0.0528888888888889,-0.194728969651245,-0.152167832167832,-0.106018234522907,-0.16102183530755,-0.168502751338084,-0.153266733266733,-0.0630622009569378,-0.152167832167832,0.133333333333333,-0.16007350082463,-0.151092563350628,-0.000544185054898197,-0.0518030118030118,0.130467571644042,0.0746214457005824,0.060952380952381,-0.0305685618729097,0.00857142857142857,-0.0683403693602819,0.0578811369509044,0.02,0.0971342383107089,0.02,0.133333333333333,0.0438735177865613,0.0438735177865613,0.0438735177865613,0.0443661286239997,0.06,0.0555555555555556,0.157415976223923,0.154397283531409,-0.0300658108750594,-0.143870967741935,0.02,-0.1,-0.104899930986888,-0.0794871794871795,0.12,0.12,0.143076923076923,0.143076923076923,0.1,-0.133333333333333,0.00703283797118525,-0.1
"Wnt",-0.147884012539185,0.1,0.0463967611336032,0.111095169775227,0.111095169775227,0.071304347826087,0.08,-0.162424242424242,0.1,-0.11,-0.1,-0.0137517707311758,-0.126315789473684,-0.123004531195539,-0.126315789473684,-0.0757575757575758,-0.1,0,-0.114576074332172,-0.126315789473684,-0.0141176470588235,-0.0328674948240166,0.0712121212121212,0.0541641820711588,0.0239316239316239,0.0194871794871795,-0.0333333333333333,-0.03,0.140833333333333,-0.0392156862745098,0.104545454545455,0,0.1,-0.0270676691729323,-0.0270676691729323,-0.0270676691729323,-0.0179767600820232,0,0.153333333333333,0.0843382352941176,-0.019047619047619,-0.0108080808080808,-0.0142857142857143,0.0333333333333333,-0.133333333333333,-0.0745098039215686,-0.15,0,0.1,0,0.1,0,-0.1,0.0393965517241379,-0.1
"AKT",-0.142664742664743,-0.0308823529411765,-0.0694632923772847,0.135945398230029,0.135945398230029,-0.038602344098792,-0.0413213773314204,-0.19240742650851,-0.0388823529411765,-0.165442873058357,-0.146161278335191,-0.0214091338379472,-0.156416971736088,-0.162109279428396,-0.146726250086604,-0.141410256410256,-0.146161278335191,0.15,-0.175561121952835,-0.145602619117314,-0.0883124752644197,-0.0733981390674755,0.135494826810616,0.098048014357258,0.103098519407763,0.103688441161424,-0.0277402764384442,-0.0735062252325679,0.14218200100553,-0.0214111625143936,0.122863247863248,0.0333333333333333,0.1,-0.0568579730771511,-0.0568579730771511,-0.0568579730771511,-0.0542073706675126,-0.0307692307692308,0.231070889894419,0.126758452422447,-0.00445137081643769,-0.0399955337997768,0.0178660049627792,0.0392156862745098,-0.249019607843137,-0.143094916779127,-0.0923076923076923,0.111111111111111,0.111111111111111,0.141545893719807,0.141545893719807,0.1,-0.266666666666667,0.117549513591838,-0.233333333333333
"ILK",-0.142664742664743,-0.025,-0.071718931475029,0.141424850284824,0.141424850284824,-0.0413213773314204,-0.0388823529411765,-0.187714285714286,-0.0308823529411765,-0.155962750734198,-0.141545893719807,-0.0161982157238032,-0.146726250086604,-0.156416971736088,-0.146161278335191,-0.128076923076923,-0.141545893719807,0.1,-0.173591424983138,-0.146161278335191,-0.0867834232766521,-0.0801650563607085,0.122863247863248,0.103098519407763,0.0862985194077631,0.0878989674772139,-0.0392156862745098,-0.0741273432449903,0.231070889894419,-0.0277402764384442,0.0923076923076923,0.0333333333333333,0.15,-0.050008658008658,-0.050008658008658,-0.050008658008658,-0.0568579730771511,0,0.249019607843137,0.119473684210526,-0.0178660049627792,-0.0421345712329319,0.0307692307692308,0.0333333333333333,-0.266666666666667,-0.147368421052632,-0.1,0.1,0.1,0.111111111111111,0.111111111111111,0.1,-0.233333333333333,0.111418860325506,-0.2
"SMO",-0.0547814644902024,-0.0666666666666667,-0.175689655172414,0.147033898305085,0.147033898305085,-0.0285135135135135,-0.015,-0.368711748022093,-0.00666666666666668,-0.278655392003341,-0.22,-0.0748130938828613,-0.252901833872708,-0.261172510564437,-0.242222222222222,0.0552631578947368,-0.3125,0.1,-0.200079174578154,-0.334722222222222,-0.0685185185185185,-0.117818740399386,0.340833333333333,0.0988888888888889,0.11,0.123076923076923,0.172307692307692,-0.0936507936507937,-0.0182857142857143,0.169277389277389,0.3575,-0.2,0.2,0.0730769230769231,0.0730769230769231,0.0730769230769231,0.0777280858676208,0.233333333333333,-0.0142857142857143,0.24994708994709,0.316969696969697,0.0121458710066305,-0.296969696969697,-0.18,0,-0.141666666666667,-0.32,0.2,0.1,0.3,0.2,0.1,0.1,0.335273125342091,0
"IKK",-0.149835164835165,-0.1,-0.179076479076479,0.153077694235589,0.153077694235589,-0.113345454545455,-0.104545454545455,-0.262380952380952,-0.1,-0.302789324269771,-0.206410256410256,-0.0428236101742404,-0.247505432420687,-0.254678428201277,-0.235641025641026,-0.222478991596639,-0.206410256410256,-0.1,-0.312084558335381,-0.235641025641026,-0.167091503267974,-0.149363867684478,0.0254406130268199,-0.00618811881188119,-0.025,-0.0270381836945304,-0.0102857142857143,-0.132422586520947,0.046010296010296,-0.0125079365079365,0.0288888888888889,0,0,-0.0581367211131276,-0.0581367211131276,-0.0581367211131276,-0.0510944675920009,-0.0363636363636364,0.0595238095238095,0.1196735395189,-0.0141414141414141,-0.0110813823857302,0.0125541125541126,0.0142857142857143,-0.142857142857143,-0.132967032967033,-0.04,0.15,0.15,0.183333333333333,0.183333333333333,0.1,-0.1,0.427990121467156,-0.2
"FOXC2",-0.160816048117972,-0.0409090909090909,-0.247516300329367,0.157420020639835,0.157420020639835,-0.0457546193643755,-0.0462424242424242,-0.441772059532169,-0.0449090909090909,-0.582631512570537,-0.37140902872777,-0.177170220642583,-0.41635886150369,-0.429185760631959,-0.396626420032118,-0.180631789594054,-0.37140902872777,0.2,-0.585762774656558,-0.395546959762253,-0.256596949891068,-0.176330273185434,0.351478494623656,0.0985507246376812,0.1,0.114423223834989,0.134973262032086,-0.150020614306329,-0.111534391534392,0.13806604553724,0.3375,-0.12,0.233333333333333,0.155384615384615,0.155384615384615,0.155384615384615,0.162737556561086,0.265454545454545,-0.115238095238095,0.3964363272909,0.323946135253786,0.0474806674806675,-0.302296650717703,-0.129090909090909,0.12,-0.166666666666667,-0.3,0.3,0.3,0.341176470588235,0.341176470588235,0.233333333333333,0.1,0.46062174041927,0.1
"SNAI2",-0.206391605046447,-0.0392156862745098,-0.293020499853913,0.196941053073212,0.196941053073212,-0.0471628116129395,-0.0465416936005171,-0.48281478353294,-0.0439775910364146,-0.63154885797043,-0.411664532650448,-0.22379930878437,-0.465483399738354,-0.482408865576863,-0.441772059532169,-0.215922920892495,-0.411664532650448,0.2,-0.732918800795141,-0.44107629735633,-0.289134780405281,-0.228284931859228,0.396996770539202,0.125549148158488,0.122199865861838,0.137884267631103,0.16078431372549,-0.201871794871795,-0.160576789918294,0.166189719130896,0.371644657863145,-0.133333333333333,0.26,0.202614243791435,0.202614243791435,0.202614243791435,0.210833421873627,0.297368421052632,-0.161781609195402,0.440999803683335,0.366290726817043,0.0734142940308409,-0.337719298245614,-0.150980392156863,0.158333333333333,-0.205576923076923,-0.324705882352941,0.323636363636364,0.323636363636364,0.373636363636364,0.373636363636364,0.26,0.133333333333333,0.709834135120679,0.1
