"","Jagged","NOTCHic","SUFU","FUS","NOTCH","Csl","KLF4","cfos","EGR1","RAF","PI3K","GSK3","RAS","PAK1","FOXC2","CDC42","cMet","STAT","TCFLEF","cateninnuc","Wnt","SRC","GLI","Frizzled","cateninmemb","DSH","CD44","Ecadherin","Destcompl","AXIN2","LIV1","SNAI2","TGF","TGFR","DELTA","ZEB2","TWIST1","SOSGRB2","TrCP","ERK","SNAI1","MEK","NFB","Csn","RKIP","AKT","IKK","Patched","HEY1","SMO","SHH","SMAD","miR200","ILK","ZEB1"
"Frizzled",0.034862596553773,-0.0869047619047619,0,0.05,-0.0574929971988795,-0.0785714285714286,0.0515406162464986,0.2,0.2,-0.106151742993848,-0.106151742993848,-0.0785109717868339,-0.0864667036237695,0.0333333333333333,0.0800527257320403,0.0666666666666667,0.0592105263157895,0.1,0.0701849823233581,0.0701849823233581,0.0592105263157895,0.075,0.0734962406015038,0.075,0.00977266612859833,-0.2,-0.0734962406015038,-0.0271308615329072,-0.0369819634510597,-0.115560253699789,-0.1,-0.0132266398346568,-0.0749896480331263,-0.0492753623188406,0.106151742993848,-0.0274907548143624,-0.173977591036415,-0.145454545454545,-0.1,-0.229411764705882,-0.180848861283644,-0.20718954248366,-0.153333333333333,-0.133333333333333,-0.266428571428571,-0.147083333333333,-0.140833333333333,-0.0655844155844156,-0.118952536824877,-0.0227272727272727,-0.0559069962295769,-0.122947073935989,-0.243888888888889,-0.099582587954681,-0.287742848890341
"NFB",0.0188937697077577,-0.101010101010101,-0.08,-0.04,-0.0874617139133268,-0.102597402597403,0.0362637362637363,0.117428571428571,0.121428571428571,-0.140150643729284,-0.140150643729284,-0.115309200603318,-0.127712832784011,-0.0722222222222222,-0.0605660474983184,-0.0585858585858586,-0.0727350427350427,-0.0388888888888889,-0.0622723380221771,-0.0640762595908046,-0.0727350427350427,-0.061965811965812,-0.059251896667627,-0.061965811965812,-0.135067220057811,0.0388888888888889,0.0597406924525569,-0.132443123580978,-0.0347439345090786,0.08193515704154,0.05,-0.34081106459735,0.0512288965605421,0.0657858585858586,0.140150643729284,-0.0248751188315617,-0.137152194211018,-0.0258646616541353,0.1,-0.137428571428571,-0.12507712983296,-0.128931839402428,-0.0595238095238095,0.0571428571428571,-0.157895474288917,-0.0580823680823681,-0.0514157014157014,0.0309323116219668,-0.0100508624502433,0.0585185185185185,0.0321371308990752,-0.0146150279526094,-0.206087899577982,-0.000116886688668869,-0.253539768962636
"FUS",-0.0447685982023331,0.0304545454545455,0.133333333333333,0.0933333333333333,0.0372727272727273,0.0454545454545455,0.0412568306010929,0.0969230769230769,0.12,0.0199463327370304,0.0199463327370304,-0.0187996047852527,0.0299900008593012,0.1,0.0159165154264973,0.116666666666667,0.0877777777777778,0.1,0.0954498706312707,0.0949063923704012,-0.0180555555555556,0.0933333333333333,-0.00651709401709402,-0.0125,0.0785314360265502,0,-0.0984573894282632,-0.035983511853339,-0.039855859638579,-0.24976083386878,-0.1,0.164836355524896,-0.11755798351543,-0.105855855855856,-0.0199463327370304,-0.0221006204291012,-0.110341169626664,-0.0591093117408907,0.1,-0.118135198135198,-0.120321421325682,-0.112388071698417,0.0357142857142857,0.05,-0.141183112420226,0.032021978021978,0.0397142857142857,-0.085,-0.123092849179806,-0.0683333333333333,-0.086010101010101,-0.133251408090118,-0.183572055216372,-0.118412698412698,-0.246429066583481
"AKT",0.0414732194725224,-0.0915632754342432,0.05,0.0166666666666667,-0.101319372995219,-0.107692307692308,0.00130454340980657,0.243697478991597,0.214285714285714,-0.163423115697088,-0.163423115697088,-0.180328244037921,-0.1680014289501,0.0926470588235294,0.0922292316156244,0.0806470588235294,0.076164994425864,0.0666666666666667,0.0685070061912551,0.0688146984989474,0.076164994425864,0.0623188405797102,0.070019743029216,0.0623188405797102,0.00478864097905599,-0.0666666666666667,-0.0699503051603273,-0.0260055606416515,-0.0628369731485012,-0.112290183943614,-0.1,-0.0831986888508691,-0.0857510796522573,-0.0993462458153993,0.163423115697088,-0.0162193419312985,-0.200071524944831,-0.127692307692308,-0.0333333333333333,-0.232222069155531,-0.248747593621736,-0.248677765358063,-0.0490196078431372,-0.0666666666666667,-0.283536156937691,-0.162850221673751,-0.0618401206636501,-0.0523504273504274,-0.124798905749896,-0.0551282051282051,-0.0586662168241116,-0.103436513191135,-0.2528823971688,-0.111854021608643,-0.321604060523237
"TGF",-0.0878743249877271,-0.226666666666667,-0.0666666666666667,-0.126666666666667,-0.219770114942529,-0.226666666666667,-0.01581489956776,-0.176190476190476,-0.233333333333333,-0.194047619047619,-0.194047619047619,-0.0314726803963595,-0.195833333333333,-0.14,-0.0705434782608696,-0.173333333333333,0.0466666666666667,0,0.0334591194968553,0.0377653395925491,0.0514285714285714,0.0666666666666667,0.0382210242587601,0.0714285714285714,0.0493292094246502,0,-0.0334591194968553,0.0501738768132952,-0.0516525944626369,-0.041358024691358,0,-0.0272820527046954,0.0757142857142857,0.168571428571429,0.194047619047619,-0.00782146406860365,-0.0518518518518519,0.280263157894737,0,0.20250626566416,-0.0720120788302606,0.191395154553049,-0.0333333333333333,-0.0333333333333333,0.0510822510822511,-0.0408521303258145,-0.0619047619047619,0.124367816091954,0.0450676982591876,0.0933333333333333,0.096242816091954,0.0939980449657869,0.0771434504193125,0.073030303030303,0.0263273466934794
"Ecadherin",0.0193821749412375,-0.0249622650816357,0.0333333333333333,0.0166666666666667,-0.032025462107658,-0.042488038277512,0.00342240975152368,-0.0778609625668449,-0.107272727272727,0.00657616892911011,0.00657616892911011,-0.0297910031551785,-0.00152438973010777,-0.0209090909090909,-0.0596946166293072,-0.0462424242424242,-0.0129407799520212,-0.00392156862745098,-0.0133356203706854,-0.0151096633211989,-0.0121011997421262,-0.0155494756041952,-0.0154345330754595,-0.0155494756041952,0.100367984544814,0.00392156862745098,0.0159508133968373,-0.0802621181494635,-0.031366312649553,-0.083418324338712,0.0333333333333333,0.0705043427605892,0.0407380798680583,0.0340473022912047,-0.00657616892911011,-0.00587186184027116,0.00929579727607989,0.107534380548283,0,0.0892011687524119,-0.0020798294381043,0.0817501883602551,0.00571428571428572,0.02,0.0131283020528606,0.00903318903318904,0.0168253968253968,-0.0136424731182796,0.000154429068759901,-0.0104166666666667,-0.0183668825670985,0.0161507527108117,0.00151972587726778,0.00573913043478261,0.00215608019211676
"FOXC2",-0.0136613511426105,0.042488038277512,0,-0.0333333333333333,0.0249622650816357,0.0109090909090909,-0.0148148148148148,0.107272727272727,0.08,0.00371794871794871,0.00371794871794871,0.0386210252302337,-0.00657616892911011,0.0409090909090909,0.0521431292151195,0.0209090909090909,0.0155494756041952,0.0333333333333333,0.0159508133968373,0.0133356203706854,0.0155494756041952,0.00392156862745098,0.0121011997421262,0.00392156862745098,-0.0980602922371215,-0.0333333333333333,-0.0129407799520212,-0.0214905595525813,0.0249357441500189,0.0848616233077842,-0.0333333333333333,-0.06984209110496,-0.0340473022912047,-0.0462424242424242,-0.00371794871794871,-0.00360681114551083,-0.00389542483660131,-0.104902801600915,-0.1,-0.0778609625668449,-0.00583156296695899,-0.0892011687524119,-0.02,0,-0.00900845186559472,-0.0168253968253968,-0.00571428571428572,0.0104166666666667,-0.0102215431627196,0.0166666666666667,0.0136424731182796,-0.00573913043478261,0.004997964997965,-0.0173333333333333,-0.00168214654282766
"cateninnuc",-0.0928713250563623,-0.0428298223331727,-0.111111111111111,-0.121111111111111,-0.0323752768786273,-0.0288763339610797,0.0284811570398759,-0.147342995169082,-0.136231884057971,-0.0312429462429462,-0.0312429462429462,-0.064908385178253,-0.0245089395089395,-0.0954285714285714,-0.0842208720241507,-0.0815824175824176,0.0902325934934631,0.0862470862470863,0.0910920361004785,-0.00733381311244613,0.0914883012560201,0.0945804195804196,0.0946503565919885,0.0958361273429767,0.0952589995896778,-0.0862470862470863,-0.0934071966680663,0.00731779840822878,-0.0458960964737404,-0.260926476932096,-0.0939393939393939,0.194809601083749,0.0842050145808616,0.0925019578123026,0.0312429462429462,-0.00316254209876457,-0.0882920100301227,0.224369317029086,0.0333333333333333,0.133418944536171,0.0551996766651691,0.140758394077455,0.0174242424242424,0.00833333333333333,0.0695807773698593,0.00776799242424242,0.00542424242424242,0.117160393261605,0.0106155200598368,0.122750455373406,0.121735556660298,0.0148353226279556,-0.00842457990226011,0.0231572871572872,0.00517550951882337
"Destcompl",-0.00271351487320605,0.0125264394829612,0.0555555555555556,0.0727969348659004,0.0319653172384722,0.0386133960047004,0.0192422885095785,-0.0548717948717949,-0.0215384615384615,0.0489160057490342,0.0489160057490342,0.0295439201811046,0.0619458330645758,-0.0642857142857143,-0.0365509825356334,-0.0360098522167488,-0.030066399898745,-0.030952380952381,-0.0269116258239137,-0.0243109119024451,-0.0305048019479052,-0.0186236138290933,-0.023640237940484,-0.0186236138290933,-0.0111168131708008,0.030952380952381,0.0233499819882973,0.0107877312193143,-0.0493336465595657,0.131606340493991,0.0166666666666667,-0.096139071654456,0.0414000518537724,0.0586414311641172,-0.0489160057490342,-0.00100619649648326,0.0201349622838947,-0.0135748271055259,0.0666666666666667,0.0324674232870954,0.0358468350593625,0.0514547650592473,0.0511387163561077,0.0380952380952381,0.0447983010337702,0.0508726785061772,0.0448324100498014,-0.0654986373085355,0.0612611320303628,-0.0556540777230432,-0.0567945754129842,0.0411111111111111,0.107931173633077,0.0566666666666667,0.125790200138026
"PI3K",0.0308771929824561,-0.107692307692308,0,0.05,-0.0915632754342432,-0.1,0.0175438596491228,0.214285714285714,0.2,-0.179861471861472,-0.179861471861472,-0.191618566618567,-0.163423115697088,0.075,0.105763066202091,0.0926470588235294,0.0623188405797102,0.1,0.0699503051603273,0.0685070061912551,0.0623188405797102,0.0666666666666667,0.076164994425864,0.0666666666666667,0.00346346258965742,-0.1,-0.076164994425864,-0.0255510151871061,-0.0576260550343572,-0.114095238095238,-0.1,-0.0816911511624269,-0.0993462458153993,-0.0806470588235294,0.179861471861472,0.000219014233085024,-0.208940026473882,-0.127692307692308,0,-0.243697478991597,-0.241980676328502,-0.232222069155531,-0.0666666666666667,-0.0333333333333333,-0.290368455074337,-0.0618401206636501,-0.0490196078431372,-0.0551282051282051,-0.112016950862678,-0.0166666666666667,-0.0523504273504274,-0.111854021608643,-0.260903787543132,-0.0950540216086435,-0.316124608468442
"ILK",0.0308771929824561,-0.107692307692308,0,0.05,-0.0915632754342432,-0.1,0.0175438596491228,0.214285714285714,0.2,-0.179861471861472,-0.179861471861472,-0.191618566618567,-0.163423115697088,0.075,0.105763066202091,0.0926470588235294,0.0623188405797102,0.1,0.0699503051603273,0.0685070061912551,0.0623188405797102,0.0666666666666667,0.076164994425864,0.0666666666666667,0.00346346258965742,-0.1,-0.076164994425864,-0.0255510151871061,-0.0576260550343572,-0.114095238095238,-0.1,-0.0816911511624269,-0.0993462458153993,-0.0806470588235294,0.179861471861472,0.000219014233085024,-0.208940026473882,-0.127692307692308,0,-0.243697478991597,-0.241980676328502,-0.232222069155531,-0.0666666666666667,-0.0333333333333333,-0.290368455074337,-0.0618401206636501,-0.0490196078431372,-0.0551282051282051,-0.112016950862678,-0.0166666666666667,-0.0523504273504274,-0.111854021608643,-0.260903787543132,-0.0950540216086435,-0.316124608468442
"SNAI2",-0.0875495518642393,-0.0807017543859649,-0.1,-0.08,-0.076805650489861,-0.0614035087719298,0.0146153846153846,-0.117647058823529,-0.1,0.0453550527495677,0.0453550527495677,-0.0911182807321561,0.0494646417906636,-0.0941176470588235,-0.0896008571729754,-0.0798319327731093,0.0837863544905798,0.0709090909090909,0.083418324338712,0.0845052808604511,0.0837863544905798,0.0851948051948052,0.0853906325654462,0.0851948051948052,0.199117898665359,-0.0709090909090909,-0.0848616233077842,0.219342422071422,-0.0831496316383824,-0.137463858889922,-0.08,0.354126883573877,0.0872163358096862,0.0909430438842204,-0.0453550527495677,0.00144115796098175,-0.0909040302896021,0.14526707234618,0.1,0.103921568627451,0.000859597318313603,0.106624271330154,0.0666666666666667,0.0666666666666667,0.00734615384615385,0.0599362969117851,0.0563218390804598,0.0920048019207683,0.0155515370705244,0.0858823529411765,0.0920048019207683,0.022802845782831,-0.000278750683050075,0.0299798792756539,0.00241640444724145
"cateninmemb",0.158227250011358,0.102379519558033,0.166666666666667,0.166666666666667,0.104981750041304,0.0972248803827751,-0.0158931082981716,0.135508021390374,0.147272727272727,-0.0412745098039216,-0.0412745098039216,0.129633892838454,-0.0382018841055975,0.112909090909091,0.115196690153948,0.122242424242424,-0.158826701560301,-0.150980392156863,-0.158026191766342,-0.157559338358312,-0.159681274273944,-0.157957136342909,-0.15834794094061,-0.157957136342909,-0.165875888516876,0.150980392156863,0.157154460757625,-0.0786447036389549,0.122801460833291,0.228526193591698,0.133333333333333,-0.184546607378631,-0.125081042863692,-0.122730229120473,0.0412745098039216,0.00236810314048293,0.174097442825672,-0.217969666877313,-0.1,-0.13241523788522,0.000764820532338067,-0.128101512395024,-0.0657142857142857,-0.08,-0.019786259754157,-0.0618181818181818,-0.0657142857142857,-0.18239247311828,-0.0132614168303075,-0.179166666666667,-0.177668063669461,-0.0330027722216374,-0.000935168700531828,-0.0298550724637681,-0.00239219109943803
"KLF4",0.0136613511426105,-0.042488038277512,0,0.0333333333333333,-0.0249622650816357,-0.0109090909090909,0.0148148148148148,-0.107272727272727,-0.08,-0.00371794871794871,-0.00371794871794871,-0.0386210252302337,0.00657616892911011,-0.0409090909090909,-0.0521431292151195,-0.0209090909090909,-0.0155494756041952,-0.0333333333333333,-0.0159508133968373,-0.0133356203706854,-0.0155494756041952,-0.00392156862745098,-0.0121011997421262,-0.00392156862745098,0.0980602922371215,0.0333333333333333,0.0129407799520212,0.0214905595525813,-0.0249357441500189,-0.0848616233077842,0.0333333333333333,0.06984209110496,0.0340473022912047,0.0462424242424242,0.00371794871794871,0.00360681114551083,0.00389542483660131,0.104902801600915,0.1,0.0778609625668449,0.00583156296695899,0.0892011687524119,0.02,0,0.00900845186559472,0.0168253968253968,0.00571428571428572,-0.0104166666666667,0.0102215431627196,-0.0166666666666667,-0.0136424731182796,0.00573913043478261,-0.004997964997965,0.0173333333333333,0.00168214654282766
"HEY1",0.0136613511426105,-0.042488038277512,0,0.0333333333333333,-0.0249622650816357,-0.0109090909090909,0.0148148148148148,-0.107272727272727,-0.08,-0.00371794871794871,-0.00371794871794871,-0.0386210252302337,0.00657616892911011,-0.0409090909090909,-0.0521431292151195,-0.0209090909090909,-0.0155494756041952,-0.0333333333333333,-0.0159508133968373,-0.0133356203706854,-0.0155494756041952,-0.00392156862745098,-0.0121011997421262,-0.00392156862745098,0.0980602922371215,0.0333333333333333,0.0129407799520212,0.0214905595525813,-0.0249357441500189,-0.0848616233077842,0.0333333333333333,0.06984209110496,0.0340473022912047,0.0462424242424242,0.00371794871794871,0.00360681114551083,0.00389542483660131,0.104902801600915,0.1,0.0778609625668449,0.00583156296695899,0.0892011687524119,0.02,0,0.00900845186559472,0.0168253968253968,0.00571428571428572,-0.0104166666666667,0.0102215431627196,-0.0166666666666667,-0.0136424731182796,0.00573913043478261,-0.004997964997965,0.0173333333333333,0.00168214654282766
"TGFR",-0.0972946148427995,-0.219770114942529,-0.126666666666667,-0.0933333333333333,-0.210417596956917,-0.226666666666667,0.00739938614652573,-0.20250626566416,-0.176190476190476,-0.195833333333333,-0.195833333333333,-0.0331841718389022,-0.194663742690058,-0.173333333333333,-0.0570063603569394,-0.168571428571429,0.0334591194968553,0.0666666666666667,0.0377653395925491,0.0360824343666855,0.0382210242587601,0.0466666666666667,0.0375758629684375,0.0514285714285714,0.0500220500713015,-0.0714285714285714,-0.0334591194968553,0.0494924458081844,-0.0522574331723144,-0.0383537328458645,0,-0.025198719371362,0.0622391084093212,0.0757142857142857,0.195833333333333,0.00538608310120767,-0.0571899301436668,0.279028589993502,-0.0333333333333333,0.191395154553049,-0.0646374475618241,0.187285565511953,-0.0619047619047619,-0.0333333333333333,0.0439393939393939,-0.0664335256746517,-0.0408521303258145,0.096242816091954,0.059993071393516,0.124367816091954,0.10697727936879,0.078695553862584,0.0621874386891072,0.0939980449657869,0.0282141391463096
"Patched",0.0482539682539683,0,-0.2,-0.1,-0.0454545454545455,0,-0.0333333333333333,-0.1,-0.1,-0.0269230769230769,-0.0269230769230769,0.0197802197802198,-0.0269230769230769,-0.1,-0.02,-0.1,-0.1,-0.1,-0.0877777777777778,-0.0984573894282632,0,-0.1,0.0125,0,-0.076989247311828,0,0.0933333333333333,0.0326402373247034,0.0371228771228771,0.247619047619048,0.1,-0.16144061302682,0.116666666666667,0.1,0.0269230769230769,0.00833333333333333,0.111111111111111,0.05,0,0.12,0.110752688172043,0.0969230769230769,-0.1,0,0.148571428571429,-0.0357142857142857,-0.05,0.0933333333333333,0.11025641025641,0.133333333333333,0.0683333333333333,0.12,0.178571428571429,0.1,0.241666666666667
"SOSGRB2",0.0697196075607256,-0.0496503496503497,0,0.0333333333333333,-0.0538757017630257,-0.0727272727272727,-0.0421052631578947,-0.0603174603174603,-0.0714285714285714,-0.0514124293785311,-0.0514124293785311,0.0693604727826327,-0.0578226857887875,0.0642857142857143,0.067020757020757,0.0642857142857143,-0.0273291925465838,0,-0.0264138607388035,-0.0273698836833542,-0.030952380952381,-0.0142857142857143,-0.0353002070393375,-0.0142857142857143,-0.145266877266877,0,0.0316770186335404,-0.160900097852629,-0.00811678999598463,0.030541804180418,0,-0.277801976126606,-0.0718689112306134,-0.0796703296703297,0.0514124293785311,0.0221052631578947,-0.045072463768116,-0.0205555555555556,-0.3,0.0305877305877306,-0.107135749822317,0.0396786396786397,-0.211111111111111,-0.2,0.0350877192982456,-0.227119883040936,-0.247953216374269,-0.0644144144144144,-0.181912878787879,-0.0833333333333333,-0.0853446469725539,-0.0885480111286563,-0.142854259693736,-0.089247311827957,-0.174010025062657
