"","FOXC2","TrCP","NOTCH","RKIP","Destcompl","MEK","ERK","cfos","LIV1","Frizzled","Wnt","GLI","miR200","TGF","GSK3","RAS","RAF","PI3K","DELTA","PAK1","CDC42","TGFR","DSH","STAT","SNAI2","TCFLEF","cateninnuc","cMet","CD44","SRC","AXIN2","EGR1","Ecadherin","cateninmemb","ZEB2","SOSGRB2","TWIST1","SNAI1","ZEB1","SUFU","Csl","Jagged","NOTCHic","KLF4","NFB","Csn","FUS","Patched","IKK","AKT","SMO","ILK","SHH","SMAD","HEY1"
"RAS",0.151111111111111,0,0.273982125124131,0.175540880503145,-0.036776768172117,-0.00759029927760577,-0.0213157894736842,0.005,0,0.1,0.0823529411764706,0.0823529411764706,-0.101692307692308,0.099009900990099,0.0768604651162791,0.0525641025641026,0.148717948717949,0.148717948717949,0.148717948717949,-0.1,-0.1,-0.1,-0.1,-0.1,-0.0264287905637894,-0.0814036776740156,-0.0839532527448371,-0.0823529411764706,-0.0844806007509387,-0.1,-0.0752569169960474,-0.08,0.0120191001301706,0.0339835796568112,-0.151940353460972,-0.0064935064935065,-0.0641025641025641,-0.136440511307768,-0.100121502209131,-0.1,-0.3,-0.180914646165977,-0.294736842105263,-0.146785714285714,0.0666666666666667,0.1,-0.2,-0.171333333333333,0.0733333333333333,0.0677777777777778,-0.183333333333333,-0.181385281385281,-0.17980790960452,-0.187507730364873,-0.18695652173913
"Frizzled",0.111695697203653,0.1,-0.0329131652661064,-0.025952380952381,-0.12525876200956,-0.0110675381263617,-0.0258823529411765,-0.02,0.1,0.1,0.105263157894737,0.0981203007518797,-0.0225315656565657,-0.0819047619047619,0.0473876698014629,-0.039635147281231,-0.045146958304853,-0.045146958304853,-0.045146958304853,0.0666666666666667,0.0866666666666667,0.0866666666666667,-0.2,-0.1,-0.0531290112041771,-0.0974580490962506,-0.0984104300486315,-0.105263157894737,-0.0981203007518797,-0.1,-0.0711064129668781,0,0.106097934323741,0.105487624428302,-0.13575815257279,-0.109090909090909,-0.115070028011204,-0.0122670807453416,-0.0104218456278913,-0.1,0.0142857142857143,-0.0677822341057635,0.030952380952381,-0.136974789915966,-0.113333333333333,-0.133333333333333,-0.05,-0.037012987012987,-0.100833333333333,-0.125833333333333,-0.0227272727272727,-0.0494335122242099,-0.0305613741097612,-0.0522372505419669,-0.0518712493180578
"Wnt",0.107044534412955,0.1,-0.030952380952381,-0.0366666666666667,-0.12393250206261,-0.0258823529411765,-0.02,0,0,0.2,0.1,0.105263157894737,-0.0256565656565657,-0.0866666666666667,0.0443573667711599,-0.045146958304853,-0.0406015037593985,-0.0406015037593985,-0.0406015037593985,0.1,0.0666666666666667,0.0866666666666667,-0.2,-0.1,-0.051551724137931,-0.0981203007518797,-0.0974580490962506,-0.1,-0.105263157894737,-0.1,-0.0757575757575758,-0.1,0.106797235023041,0.105805084745763,-0.134768053562889,-0.124242424242424,-0.114117647058824,-0.0122670807453416,-0.00349115255858441,0,0,-0.0748529411764706,0.0142857142857143,-0.127450980392157,-0.133333333333333,-0.1,-0.1,-0.0227272727272727,-0.113333333333333,-0.100833333333333,-0.05,-0.0564102564102564,-0.037012987012987,-0.0494335122242099,-0.0497435897435898
"PI3K",-0.041602787456446,0,-0.0327543424317618,-0.0513413057530705,-0.118703262108709,-0.0307067089130734,-0.0487394957983193,-0.0428571428571429,0.1,0.0888888888888889,0.0932367149758454,0.0886213303604608,-0.00380969643264725,-0.00506934481109517,0.0439033189033189,-0.00674565617031371,-0.0122251082251082,-0.0122251082251082,-0.0122251082251082,0,0.00588235294117647,0.00588235294117647,-0.1,-0.1,-0.00582969027280488,-0.0880563586090484,-0.0886749153100793,-0.0932367149758454,-0.0886213303604608,-0.0888888888888889,-0.0655238095238095,0,0.120019268786194,0.11220039718417,-0.108129736923252,-0.106923076923077,0.0270361696591205,0.0479589371980676,0.0251043543178019,-0.1,0,-0.0501754385964912,0.0230769230769231,-0.109210526315789,0,-0.0333333333333333,-0.05,-0.0166666666666667,0.0176470588235294,0.00482654600301659,-0.0166666666666667,-0.0187434973989596,-0.0138888888888889,-0.0227434973989596,-0.0209901456294353
"ILK",-0.041602787456446,0,-0.0327543424317618,-0.0513413057530705,-0.118703262108709,-0.0307067089130734,-0.0487394957983193,-0.0428571428571429,0.1,0.0888888888888889,0.0932367149758454,0.0886213303604608,-0.00380969643264725,-0.00506934481109517,0.0439033189033189,-0.00674565617031371,-0.0122251082251082,-0.0122251082251082,-0.0122251082251082,0,0.00588235294117647,0.00588235294117647,-0.1,-0.1,-0.00582969027280488,-0.0880563586090484,-0.0886749153100793,-0.0932367149758454,-0.0886213303604608,-0.0888888888888889,-0.0655238095238095,0,0.120019268786194,0.11220039718417,-0.108129736923252,-0.106923076923077,0.0270361696591205,0.0479589371980676,0.0251043543178019,-0.1,0,-0.0501754385964912,0.0230769230769231,-0.109210526315789,0,-0.0333333333333333,-0.05,-0.0166666666666667,0.0176470588235294,0.00482654600301659,-0.0166666666666667,-0.0187434973989596,-0.0138888888888889,-0.0227434973989596,-0.0209901456294353
"AKT",-0.041602787456446,0.0333333333333333,-0.0364128790171276,-0.0494779517158034,-0.118455123150893,-0.0205801266345924,-0.0307067089130734,-0.0487394957983193,0.1,0.0932367149758454,0.0886213303604608,0.0869453527068295,-0.00380969643264725,-0.00476723000746979,0.045919447935577,-0.00264927062814503,-0.00674565617031371,-0.00674565617031371,-0.00674565617031371,0.00588235294117647,0.00588235294117647,0.00506934481109517,-0.0888888888888889,-0.0888888888888889,-0.00512617268486519,-0.0886749153100793,-0.0891364537716177,-0.0886213303604608,-0.0880563586090484,-0.0932367149758454,-0.0666068420147843,0.0428571428571429,0.119110177877103,0.112302333983354,-0.106074942402704,-0.106923076923077,0.027341980056674,0.0472070574988195,0.0216796967835553,-0.05,0.0230769230769231,-0.0514999419077495,0.0327543424317618,-0.11006522717049,0.0176470588235294,0,-0.0166666666666667,-0.0138888888888889,0.00482654600301659,-0.0961835550070844,-0.0166666666666667,-0.0227434973989596,-0.0180994152046784,-0.0230801977356599,-0.0247495441256759
"RAF",0.150029472443266,0,0.156177156177156,0.203991596638655,0.159988037026657,-0.0167131327953045,-0.0358620689655172,-0.06,0,-0.0333333333333333,-0.0333333333333333,-0.041025641025641,-0.0309575666398834,0.0304939919893191,-0.0310874704491726,-0.0252525252525253,-0.0363636363636364,-0.0363636363636364,-0.0363636363636364,-0.0333333333333333,-0.0266666666666667,-0.0314285714285714,0,0,-0.0785676400303083,0.0266715740399951,0.0279438386710384,0.0280701754385965,0.0357624831309042,0.0333333333333333,0.0227496483825598,0.11,-0.0933188117539065,-0.106791833850657,-0.076988043998087,0.0516190476190476,-0.129420677361854,-0.217104125128597,-0.0396461023433764,-0.1,-0.166666666666667,-0.0844510469722694,-0.148484848484848,-0.074988043998087,0.0142857142857143,0,-0.0666666666666667,-0.106666666666667,-0.0232142857142857,-0.0323051948051948,-0.0866666666666667,-0.114773213521609,-0.111584699453552,-0.119723708571114,-0.131126596980256
"cateninmemb",0.0860362460095489,0.1,0.000542839313995928,0.0218270760806876,0.0973886733220079,0.0940849366925777,0.0944770935553228,0.0955080213903743,0,0.00820793433652531,0.00648379640549082,0.00915046307215749,-0.0103856499387226,0.0033412215036173,-0.0961967028381784,-0.109795263614685,-0.107281297134238,-0.107281297134238,-0.107281297134238,-0.00509090909090909,-0.00375757575757576,-0.00424538063562454,-0.00588235294117647,-0.00588235294117647,-0.0300161171044143,-0.0067412771104875,-0.00786172528975921,-0.00559923868435139,-0.00860927212916745,-0.00820793433652531,-0.0314503402391757,-0.107272727272727,0.142354659231077,0.0204478785525992,-0.0216579118551886,-0.0856045559868797,-0.013876632465525,-0.0297439408147007,-0.0133666407445992,0.0333333333333333,0.00200956937799043,-0.00712208489056907,-0.0031450697972673,-0.0308016877637131,-0.115238095238095,-0.12,0.0166666666666667,0.017741935483871,-0.111534391534392,-0.114131794131794,0.0166666666666667,-0.00376811594202899,0.0185293370586741,-0.00546303119626627,-0.00552355658553842
"SOSGRB2",-0.0190720390720391,-0.1,-0.0308184772973505,-0.0612573099415205,-0.15431078988126,-0.0515853515853516,-0.0303732303732304,0.00476190476190476,0,0.0428571428571429,0.0428571428571429,0.0443064182194617,0.00466207522894119,0.0111487802977165,-0.0605775524148596,0.0240909749384326,0.0369114877589454,0.0369114877589454,0.0369114877589454,-0.0142857142857143,-0.0142857142857143,-0.0104395604395604,0,0,-0.0140618726149425,-0.033642802658821,-0.0338340072477311,-0.0385093167701863,-0.0399585921325052,-0.0428571428571429,-0.0257838283828383,-0.0380952380952381,0.100200511477721,0.112727194727195,0.0081203007518797,0.0225,0.0258840579710145,0.0123020611229566,0.00383458646616541,0,0.0545454545454545,-0.0293963026662487,0.0237762237762238,0.00526315789473684,0.0111111111111111,0,-0.0333333333333333,-0.0144144144144144,0.0374269005847953,0.0457602339181287,-0.0333333333333333,-0.0103225806451613,-0.0074376702283679,-0.00822467854725919,0.00388257575757576
"SNAI2",-0.0716270594798527,-0.1,-0.02634996582365,-0.00867948717948718,-0.0737273203174171,-0.083836777954425,-0.0784313725490196,-0.096078431372549,-0.06,-0.035974025974026,-0.0289317724528992,-0.0305360505277655,0.00659524634595215,-0.00197514903397256,0.0734295933055939,0.0787497219371829,0.081032826960014,0.081032826960014,0.081032826960014,0.00588235294117647,0.00112044817927171,0.00197514903397256,0.0145454545454545,0.0145454545454545,-0.0240430623069155,0.0314503402391757,0.0297422657050142,0.0289317724528992,0.0300070412701035,0.035974025974026,0.0425261449693473,0.0666666666666667,0.0766020938801929,0.0710703599805253,0.0125118523180197,0.0760311020960108,0.0267163373378348,0.0124458687702864,0.00860730018879799,0,0.0131578947368421,0.0282337923403932,0.0289473684210526,0.0198076923076923,0.0916666666666667,0.0666666666666667,-0.06,-0.0407923169267707,0.0813218390804598,0.0825266583575682,-0.0305882352941176,0.00335345405767941,-0.03797541551832,0.00191804735911482,0.00974984930681133
"Ecadherin",-0.0860362460095489,-0.1,-0.000542839313995928,-0.0218270760806876,-0.0973886733220079,-0.0940849366925777,-0.0944770935553228,-0.0955080213903743,0,-0.00820793433652531,-0.00648379640549082,-0.00915046307215749,0.0103856499387226,-0.0033412215036173,0.0961967028381784,0.109795263614685,0.107281297134238,0.107281297134238,0.107281297134238,0.00509090909090909,0.00375757575757576,0.00424538063562454,0.00588235294117647,0.00588235294117647,0.0300161171044143,0.0067412771104875,0.00786172528975921,0.00559923868435139,0.00860927212916745,0.00820793433652531,0.0314503402391757,0.107272727272727,0.12223559596526,0.10524025658172,0.0216579118551886,0.0856045559868797,0.013876632465525,0.0297439408147007,0.0133666407445992,-0.0333333333333333,-0.00200956937799043,0.00712208489056907,0.0031450697972673,0.0308016877637131,0.115238095238095,0.12,-0.0166666666666667,-0.017741935483871,0.111534391534392,0.114131794131794,-0.0166666666666667,0.00376811594202899,-0.0185293370586741,0.00546303119626627,0.00552355658553842
"KLF4",-0.0876380766731644,-0.1,-0.0031450697972673,-0.0222016079158936,-0.0979478531915326,-0.0944770935553228,-0.0955080213903743,-0.107272727272727,-0.0333333333333333,-0.00588235294117647,-0.00820793433652531,-0.00648379640549082,0.0101994301994302,-0.00424538063562454,0.0957552017344256,0.107281297134238,0.109487179487179,0.109487179487179,0.109487179487179,0.00909090909090909,0.00509090909090909,0.00375757575757576,0,0,0.0306783687600434,0.00860927212916745,0.0067412771104875,0.00820793433652531,0.00559923868435139,0.00588235294117647,0.0300070412701035,0.08,0.223209305799729,0.103188974530438,0.0226057791537668,0.0882361349342481,0.0129455337690632,0.0291110294222956,0.0147884416924665,0,-0.00727272727272727,0.00597792013084367,-0.00200956937799043,0.0333333333333333,0.12,0.1,-0.0333333333333333,-0.0166666666666667,0.115238095238095,0.111534391534392,-0.0166666666666667,0.00666666666666667,-0.017741935483871,0.00376811594202899,0.0102215431627196
"HEY1",-0.0876380766731644,-0.1,-0.0031450697972673,-0.0222016079158936,-0.0979478531915326,-0.0944770935553228,-0.0955080213903743,-0.107272727272727,-0.0333333333333333,-0.00588235294117647,-0.00820793433652531,-0.00648379640549082,0.0101994301994302,-0.00424538063562454,0.0957552017344256,0.107281297134238,0.109487179487179,0.109487179487179,0.109487179487179,0.00909090909090909,0.00509090909090909,0.00375757575757576,0,0,0.0306783687600434,0.00860927212916745,0.0067412771104875,0.00820793433652531,0.00559923868435139,0.00588235294117647,0.0300070412701035,0.08,0.223209305799729,0.103188974530438,0.0226057791537668,0.0882361349342481,0.0129455337690632,0.0291110294222956,0.0147884416924665,0,-0.00727272727272727,0.00597792013084367,-0.00200956937799043,0.0333333333333333,0.12,0.1,-0.0333333333333333,-0.0166666666666667,0.115238095238095,0.111534391534392,-0.0166666666666667,0.00666666666666667,-0.017741935483871,0.00376811594202899,0.0102215431627196
"FOXC2",-0.0876380766731644,-0.1,-0.0031450697972673,-0.0222016079158936,-0.0979478531915326,-0.0944770935553228,-0.0955080213903743,-0.107272727272727,-0.0333333333333333,-0.00588235294117647,-0.00820793433652531,-0.00648379640549082,0.0101994301994302,-0.00424538063562454,0.0957552017344256,0.107281297134238,0.109487179487179,0.109487179487179,0.109487179487179,0.00909090909090909,0.00509090909090909,0.00375757575757576,0,0,0.0306783687600434,0.00860927212916745,0.0067412771104875,0.00820793433652531,0.00559923868435139,0.00588235294117647,0.0300070412701035,0.08,0.223209305799729,0.103188974530438,0.0226057791537668,0.0882361349342481,0.0129455337690632,0.0291110294222956,0.0147884416924665,0,-0.00727272727272727,0.00597792013084367,-0.00200956937799043,0.0333333333333333,0.12,0.1,-0.0333333333333333,-0.0166666666666667,0.115238095238095,0.111534391534392,-0.0166666666666667,0.00666666666666667,-0.017741935483871,0.00376811594202899,0.0102215431627196
"cateninnuc",-0.126904925675417,-0.233333333333333,0.0587596633792929,-0.0918648464851939,-0.191762426816744,-0.118865745332398,-0.119783176525059,-0.121048999309869,-0.0575757575757576,-0.0638982022543666,-0.067159071819584,-0.0659733010685959,0.0203069392614041,-0.00935462960971167,0.188287079584014,0.219885704885705,0.219717354717355,0.219717354717355,0.219717354717355,0.0102857142857143,0.0102857142857143,0.00913628899835796,0.0652680652680653,0.0652680652680653,0.0153167759014175,0.0652328242556187,-0.0351814259515064,0.0657511570555049,0.0645606808650287,0.0624902874902875,0.0067412771104875,0.128985507246377,-0.00375009476138163,-0.0808522179577652,0.0449413495566424,0.11957419600755,0.103530676271838,0.107001183777517,0.0292789302554163,-0.0888888888888889,-0.0585059635907094,0.0687713478610645,-0.0596687542883838,0.0603294096176658,0.224242424242424,0.233333333333333,-0.0788888888888889,-0.082391587188451,0.226242424242424,0.223898674242424,-0.080528233151184,0.0105137085137085,-0.0830451819596929,0.010104431569643,0.00856498721793917
"miR200",-0.0189373769861575,0,0.00180568311485903,-0.00292141396435875,-0.120254224501227,-0.0136054421768707,-0.0142857142857143,-0.0142857142857143,-0.1,-0.076,-0.080225352112676,-0.0824231543104783,-0.0674689126025223,-0.000797993616051072,0.0547559801866611,0.109241524966764,0.107994642173747,0.107994642173747,0.107994642173747,0,0.00196078431372549,0.00196078431372549,0.08,0.08,0.079104379387143,0.0805374154496539,0.0803859002981388,0.0798775260257195,0.0821247170369555,0.0756521739130435,0.0621289744850985,0.0142857142857143,0.18709982393264,0.0985551563597654,0.0493772401433692,0.016969696969697,0.0936904200094384,0.00395308395308395,-0.0454032258064516,-0.02,-0.00463054187192118,0.0134592983297371,-0.00463054187192118,0.0519668737060041,0.0252631578947368,0.02,-0.02,-0.0120675105485232,0.022406015037594,0.0205192225847638,-0.0133333333333333,0.000884955752212389,-0.0131544670702623,0.00119843537603684,0.00169491525423729
"RKIP",-0.150029472443266,0,-0.156177156177156,-0.203991596638655,-0.159988037026657,0.0167131327953045,0.0358620689655172,0.06,0,0.0333333333333333,0.0333333333333333,0.041025641025641,0.0309575666398834,-0.0304939919893191,0.0310874704491726,0.0252525252525253,0.0363636363636364,0.0363636363636364,0.0363636363636364,0.0333333333333333,0.0266666666666667,0.0314285714285714,0,0,0.0785676400303083,-0.0266715740399951,-0.0279438386710384,-0.0280701754385965,-0.0357624831309042,-0.0333333333333333,-0.0227496483825598,-0.11,0.0933188117539065,0.106791833850657,0.076988043998087,-0.0516190476190476,0.129420677361854,0.217104125128597,0.0396461023433764,0.1,0.166666666666667,0.0844510469722694,0.148484848484848,0.074988043998087,-0.0142857142857143,0,0.0666666666666667,0.106666666666667,0.0232142857142857,0.0323051948051948,0.0866666666666667,0.114773213521609,0.111584699453552,0.119723708571114,0.131126596980256
"ERK",-0.149424251838045,0.0142857142857143,-0.168414048831381,-0.195107268827484,-0.162300534766363,-0.0696517697116593,-0.0782868672046955,0.0167131327953045,0.0333333333333333,0.041025641025641,0.0319347319347319,0.0326866116339801,0.0283130877957142,-0.0294893397072945,0.0385178386424835,0.028955181232409,0.0262049062049062,0.0262049062049062,0.0262049062049062,0.0314285714285714,0.0304939919893191,0.0297640649820198,-0.0333333333333333,-0.0280701754385965,0.0762977798507116,-0.0277579650650904,-0.0285218539539793,-0.0266715740399951,-0.0279438386710384,-0.0357624831309042,-0.0178056800239573,-0.0358620689655172,0.0934904561068073,0.107675447286608,0.0774729833806642,-0.038566188935121,0.133033892625555,0.215359110883583,0.0371076696474634,0.0866666666666667,0.156177156177156,0.0900208672369346,0.159826791213653,0.0777240221102622,0.0323051948051948,0.0232142857142857,0.106666666666667,0.117467052394728,0.0287757830404889,0.0251060582698467,0.111584699453552,0.117140682740856,0.112636134520332,0.11562092590195,0.129190512586833
