"","NFB","AKT","IKK","TrCP","Csn","ILK","SMAD","Jagged","HEY1","NOTCH","cfos","MEK","EGR1","TWIST1","SNAI1","ZEB1","TCFLEF","AXIN2","DSH","cateninmemb","GLI","SNAI2","TGFR","PAK1","TGF","CDC42","FOXC2","LIV1","Frizzled","SOSGRB2","Ecadherin","SRC","Wnt","CD44","cateninnuc","cMet","STAT","RAF","PI3K","DELTA","RAS","Destcompl","RKIP","ERK","Csl","NOTCHic","FUS","Patched","miR200","SHH","SMO","SUFU","GSK3","ZEB2","KLF4"
"STAT",-0.09,-0.0807990314769976,-0.0757142857142857,-0.1,-0.05,-0.099597423510467,-0.0972985729357544,-0.0628838290287631,-0.094,-0.0744290263993291,-0.22,-0.209310562934851,-0.2,-0.0721978837421116,-0.161326783815263,0.322772099695177,-0.0388822140005105,-0.0857804940157881,-0.0428571428571429,-0.0248193671954226,-0.0256588999236058,-0.0148863442277459,0.0227272727272727,0.0227272727272727,0.0222441809398331,0.0227272727272727,-0.0537246080436264,-0.1,0.0303571428571429,0.0821428571428571,0.0251438861244697,0.0303571428571429,0.0349025974025974,0.0272102897102897,0.0297046216286393,0.0349025974025974,0.0428571428571429,-0.036373035566584,-0.036373035566584,-0.036373035566584,-0.0281640803427034,0.0399307727128832,0.179380630630631,0.208235294117647,0.0607843137254902,0.0851086380498145,0.075,0.105387596899225,-0.273758074945209,0.108042464155862,0.121666666666667,0.1,0.0877036048064085,-0.0516765285996055,0.0527926322043969
"TGF",0.125,0.144548872180451,0.139285714285714,0,0.1,0.247272727272727,0.242434017595308,0.210045409916544,0.211798839458414,0.300689655172414,0.0619047619047619,0.0754720133667502,0.0333333333333333,0.267592592592593,0.272520661157025,-0.341699373598687,-0.069874213836478,-0.0990299823633157,-0.1,-0.0555444724642747,-0.088921832884097,0.107480127440457,0.0558730158730159,0.04,-0.0459126984126984,0.0511111111111111,0.0364906832298137,0,0.0857142857142857,0.0789473684210526,0.0673619724426083,0.0666666666666667,0.0757142857142857,0.069874213836478,0.0641325870422196,0.0566666666666667,0.1,0.0369047619047619,0.0369047619047619,0.0369047619047619,0.0226190476190476,0.0250031908533349,-0.171428571428571,-0.0776942355889724,-0.28,-0.28,-0.22,-0.227471264367816,0.273991238646411,-0.230596264367816,-0.203333333333333,-0.2,0.0897679619793123,-0.0373242724730139,-0.0445969997457412
"TGFR",0.139285714285714,0.1468744535758,0.144548872180451,0.1,0.125,0.242434017595308,0.242078145709187,0.207871496873066,0.208813764831548,0.294214835028529,0.0776942355889724,0.0741021503530516,0.0619047619047619,0.267236720706472,0.266325970891538,-0.345095600013781,-0.0641325870422196,-0.101175905110097,-0.0857142857142857,-0.0585467819330969,-0.0908573167550648,0.10632272003305,-0.0459126984126984,0.0511111111111111,-0.0437850388382303,0.0558730158730159,0.0308138273346171,-0.1,0.0757142857142857,0.0703053931124107,0.0699173387117736,0.0566666666666667,0.088921832884097,0.069874213836478,0.0659926401865952,0.069874213836478,0.0666666666666667,0.0226190476190476,0.0226190476190476,0.0226190476190476,0.0237886382623225,0.0215757714984962,-0.171428571428571,-0.0754720133667502,-0.28,-0.300689655172414,-0.203333333333333,-0.230596264367816,0.277803555361954,-0.223251631599455,-0.227471264367816,-0.22,0.0895234632018062,-0.0316638951145233,-0.0356684283171697
"DSH",0.0466666666666667,0.0359626436781609,0.0279166666666667,0.0666666666666667,0.0466666666666667,-0.106257836925083,-0.113427648245838,-0.0308714884826376,-0.0912234760387056,-0.120875203228144,-0.0592156862745098,-0.0636712696774616,-0.0533333333333333,-0.227535609988676,-0.253088336783989,0.339922480143268,0.126933974007867,0.167696630716943,0.125,-0.0334611435758348,0.112829868789621,-0.0857028545280505,0.108447204968944,0.106666666666667,0.0997364035752159,0.0979710144927536,-0.0710269656903684,0.1,-0.0986842105263158,-0.148410938654841,-0.0698235999600296,-0.0986842105263158,-0.134398496240602,-0.111219688293582,-0.114378319510984,-0.134398496240602,-0.125,-0.106985161543802,-0.106985161543802,-0.106985161543802,-0.127993564905147,-0.0656801261956621,0.244034299034299,0.0629193899782135,0.123809523809524,0.125770308123249,0.0772727272727273,0.0854140483172741,-0.262555124414881,0.0676226372743293,0.0725108225108225,0.05,-0.150131258985567,-0.0277840557584605,-0.0139512115525822
"RKIP",0.142857142857143,0.170508658008658,0.155357142857143,0.1,0.1,0.179246897732135,0.178256798722234,0.137331231304067,0.167634533488192,0.128282828282828,0.02,0.0409831254585473,-0.03,0.26041889483066,0.309556532743379,-0.290704925872788,-0.0533247454300086,-0.0524378809188936,0,0.0674287733111263,-0.0528205128205128,0.131057877251268,-0.0685714285714286,-0.0666666666666667,-0.0620293724966622,-0.0733333333333333,0.0519451812555261,0,0.0666666666666667,0.158031746031746,-0.0287878216192452,0.0666666666666667,0.0566666666666667,0.0470310391363023,0.0520524807989653,0.0508771929824561,0,0.0555194805194805,0.0555194805194805,0.0555194805194805,0.0546647796647797,0.0448856197531277,-0.160434173669468,-0.0303448275862069,-0.155555555555556,-0.128282828282828,-0.166666666666667,-0.154666666666667,0.231140300389971,-0.162863387978142,-0.166666666666667,-0.1,0.157013396375098,-0.0237025346724056,-0.0417025346724055
"RAF",0.142857142857143,0.170508658008658,0.155357142857143,0.1,0.1,0.179246897732135,0.178256798722234,0.137331231304067,0.167634533488192,0.128282828282828,0.02,0.0409831254585473,-0.03,0.26041889483066,0.309556532743379,-0.290704925872788,-0.0533247454300086,-0.0524378809188936,0,0.0674287733111263,-0.0528205128205128,0.131057877251268,-0.0685714285714286,-0.0666666666666667,-0.0620293724966622,-0.0733333333333333,0.0519451812555261,0,0.0666666666666667,0.158031746031746,-0.0287878216192452,0.0666666666666667,0.0566666666666667,0.0470310391363023,0.0520524807989653,0.0508771929824561,0,0.0555194805194805,0.0555194805194805,0.0555194805194805,0.0546647796647797,0.0448856197531277,-0.160434173669468,-0.0303448275862069,-0.155555555555556,-0.128282828282828,-0.166666666666667,-0.154666666666667,0.231140300389971,-0.162863387978142,-0.166666666666667,-0.1,0.157013396375098,-0.0237025346724056,-0.0417025346724055
"IKK",0.0857142857142857,-0.000772200772200771,-0.0142857142857143,0,0.1,0.127083333333333,0.132033828382838,-0.00230865354576695,0.120433436532508,0.115440115440115,-0.0357142857142857,-0.0250476190476191,-0.05,0.251437908496732,0.120808594854396,-0.0628822055137845,-0.117925539620455,-0.147857142857143,-0.1,-0.0611880298472477,-0.121880341880342,0.0989949861223028,0.0565656565656566,0.05,0.0541656565656566,0.0611111111111111,-0.0750649350649351,-0.1,0.111111111111111,-0.0380252100840336,0.109071552501838,0.111111111111111,0.111111111111111,0.121880341880342,0.119613303333535,0.111111111111111,0.1,0.131699939503932,0.131699939503932,0.131699939503932,0.127474587391256,0.11230258358151,-0.10264116575592,0.0317142857142857,-0.109090909090909,-0.104329004329004,-0.08,-0.0985185185185185,0.049453734671126,-0.0950702426564496,-0.08,-0.1,0.230714285714286,-0.0223107769423559,-0.0216117216117216
"NFB",-0.0142857142857143,0.00145002145002145,-0.000772200772200771,0.1,0.0857142857142857,0.132033828382838,0.133892564442318,0.00200789321682298,0.124004865103936,0.107053018665922,-0.0317142857142857,-0.0204724556489262,-0.0357142857142857,0.24985060690943,0.119986677046177,-0.0655641978509492,-0.119613303333535,-0.148566362715299,-0.111111111111111,-0.0615048197099721,-0.118509555363488,0.102450270675148,0.0541656565656566,0.0611111111111111,0.0547985679580616,0.0565656565656566,-0.078650592435453,-0.1,0.111111111111111,-0.0369725785050862,0.110034634363796,0.111111111111111,0.121880341880342,0.117925539620455,0.119534871960986,0.121880341880342,0.111111111111111,0.127474587391256,0.127474587391256,0.127474587391256,0.129962149580311,0.113133148365563,-0.105205268320022,0.0250476190476191,-0.104329004329004,-0.115440115440115,-0.08,-0.0950702426564496,0.0539854567255066,-0.0938654233793411,-0.0985185185185185,-0.08,0.22796918767507,-0.0219276351799038,-0.0196886446886447
"AKT",0.13921568627451,0.0283376753964989,0.121266968325792,0.166666666666667,0.133333333333333,-0.086671468587435,-0.0937421756581421,-0.0261839200650633,-0.0752560444598531,-0.11172607879925,-0.0677871148459384,-0.0694264591082335,-0.0619047619047619,-0.111012184358945,-0.228332576610609,0.311908406348453,0.110993687061271,0.150569365652398,0.111111111111111,-0.0391299061227921,0.100166995717154,-0.0354116038435552,0.204451458632233,0.205882352941176,0.196294358934348,0.193882352941176,-0.176014548566538,0.1,-0.0893719806763285,-0.173974358974359,-0.0528128269696054,-0.0893719806763285,-0.118602749907098,-0.0988287386076627,-0.100685994753579,-0.118602749907098,-0.111111111111111,-0.106817292296744,-0.106817292296744,-0.106817292296744,-0.125853436875058,-0.0566256436624078,0.230989151513448,0.0694264591082335,0.115384615384615,0.115384615384615,0.0666666666666667,0.0777777777777778,-0.247305313554108,0.0598830409356725,0.0666666666666667,0.05,-0.142391270617077,-0.0188814274925462,-0.00616846603688709
"ERK",0.170508658008658,0.169332187420423,0.169332187420423,0.142857142857143,0.155357142857143,0.172721743371681,0.172721743371681,0.131726846551943,0.159108315678698,0.131805079935779,0.0409831254585473,0.13459036779838,0.0303448275862069,0.261812970011143,0.30234499428184,-0.291492327447591,-0.0505654919513817,-0.056529289400546,-0.0566666666666667,0.0690398308200454,-0.0588635925478031,0.129841332239102,-0.06421915351856,-0.0685714285714286,-0.0617466260460326,-0.0620293724966622,0.0509334002437451,-0.0666666666666667,0.0528205128205128,0.142346740638003,-0.0276101350099434,0.0470310391363023,0.0591142191142191,0.0520524807989653,0.0502877141736039,0.0533247454300086,0.0508771929824561,0.0460933510933511,0.0460933510933511,0.0460933510933511,0.0481835601142532,0.0423538537671439,-0.158685896290784,-0.135983125458547,-0.128282828282828,-0.134852171348522,-0.154666666666667,-0.163516982749384,0.235926162103078,-0.157719881300109,-0.162863387978142,-0.166666666666667,0.155661487121282,-0.0170821122252115,-0.0217298944535273
"TCFLEF",-0.103376623376623,-0.0990287972896668,-0.103376623376623,-0.114285714285714,-0.123376623376623,0.102487582592846,0.103061196359576,0.124102630912,0.0469129317727662,0.253076333577485,-0.102090592334495,-0.0958320889331342,-0.114285714285714,0.0725312033811627,0.249314634691204,-0.316108718766614,-0.047898775887494,0.40333431013431,0.0607843137254902,0.114971210618499,0.0457357391116982,0.0316213264132981,-0.113516571091011,-0.11025641025641,-0.112854319435382,-0.112581991651759,0.204923084472324,0.0666666666666667,-0.0507843137254902,0.00398341777982497,-0.0894192157263193,-0.0566666666666667,-0.0482202111613876,-0.0522157716497339,0.0488437930696246,-0.0541025641025641,-0.0666666666666667,0.204810789902848,0.204810789902848,0.204810789902848,0.203102511322033,0.151503132303728,-0.140602929696469,0.0992334494773519,-0.252112227004623,-0.254073011318348,-0.156666666666667,-0.161428571428571,0.251911368417392,-0.162042068361087,-0.161428571428571,-0.15,0.174743375992085,-0.0124720893141946,-0.115788133435192
"FOXC2",-0.06,-0.0642328042328042,-0.0457142857142857,-0.1,0,0.008,0.0181449275362319,0.0224724001635546,-0.00572956455309396,0.100648152715434,-0.0890909090909091,-0.0942455482661668,-0.08,-0.0103529411764706,0.0304292641163843,-0.02,0.0107074653770663,0.129339025354473,0,0.0135560746841235,0.028706542761451,-0.0233830902568034,-0.00642424242424243,-0.00909090909090909,-0.00105838876570584,0.00290909090909091,0.0734394255114158,0.0333333333333333,-0.0411764705882353,-0.0745568896512293,-0.0409611795411395,-0.0411764705882353,-0.00629274965800273,-0.029771010527568,-0.0265231565352232,-0.00629274965800273,0,0.0425641025641026,0.0425641025641026,0.0425641025641026,0.0660935143288084,-0.00852490641728734,-0.0145640074211503,0.0890909090909091,-0.0890909090909091,-0.0996172248803828,-0.0333333333333333,-0.0479166666666667,0.00923483923483923,-0.0253360215053763,-0.0166666666666667,0,-0.0259726921575323,-0.00686790505675955,-0.0259259259259259
"Csn",-0.103333333333333,-0.0964333333333333,-0.0908333333333333,-0.02,-0.095,0.0138664596273292,0.0182366395759153,-0.00765501548921238,0.00615448504983389,0.0967754467754468,-0.0266666666666667,-0.0201731601731602,-0.0266666666666667,0.0943696431354216,0.113785127189403,-0.0384234904880066,-0.100160670475078,-0.129465985993075,-0.1,0.0353027660066305,-0.0881671543877664,0.0319880833593056,-0.0938324113697248,-0.0931818181818182,-0.089775132133448,-0.0887042062415197,0.0714437848379001,-0.0666666666666667,0.0827586206896552,0.107506053268765,0.00862412410639693,0.0827586206896552,0.100830909846282,0.0879420209573928,0.0904793716175912,0.100830909846282,0.1,0.127475369582063,0.127475369582063,0.127475369582063,0.139951377259606,0.0659709552162291,-0.103752962764737,0.0201731601731602,-0.102020202020202,-0.0929292929292929,-0.00793650793650794,-0.000702881348042636,0.0312141277859784,0.00831351209458031,0.0132756132756133,0.0142857142857143,0.177973653622627,-0.00484698097601323,-0.0114630467571644
"Destcompl",-0.00786749482401656,-0.00212349579142693,0.014655027698506,-0.0333333333333333,0.00952380952380952,0.0508730158730159,0.0589431913116124,-0.0218499296882068,0.0520722013029705,-0.0411797429563396,0.0456876456876457,0.0479011062949639,0.0487179487179487,0.0439990286879599,0.0362341326934777,-0.128831732816469,-0.0843981008201004,-0.182814431115163,-0.0944444444444444,0.0340704711505652,-0.0619760815891486,0.067536553116742,-0.084892403422349,-0.0871428571428571,-0.0763209748509204,-0.0754187192118227,0.0217863830354665,-0.0444444444444444,0.0547184170471842,0.0779349735455301,0.0370994584835846,0.0547184170471842,0.0903619814036198,0.0619323473954429,0.066397080932288,0.0910368250073832,0.0944444444444444,0.00793706810111985,0.00793706810111985,0.00793706810111985,0.0341537086034746,-0.048891547959212,-0.0378982093506282,-0.0516985746493943,0.0356600078339209,0.0421817469643557,0.0398467432950192,0.0489955219774766,0.111408246696425,0.0700786941244785,0.0712753147235906,0.0777777777777778,0.0271445716365081,-0.00450101317122593,-0.0146341093014877
"ILK",0.133333333333333,0.121266968325792,0.13921568627451,0.2,0.166666666666667,-0.098671468587435,-0.086671468587435,-0.0195614035087719,-0.0835267211515824,-0.115384615384615,-0.0619047619047619,-0.0694264591082335,-0.0333333333333333,-0.126608514634174,-0.225575684380032,0.309853611827905,0.0988287386076627,0.157428571428571,0.1,-0.0327078877741683,0.118602749907098,-0.0190296942958165,0.193882352941176,0.2,0.204451458632233,0.205882352941176,-0.193307781649245,0.1,-0.111111111111111,-0.187307692307692,-0.0488734330302114,-0.111111111111111,-0.0893719806763285,-0.118602749907098,-0.110993687061271,-0.0893719806763285,-0.1,-0.135584415584416,-0.135584415584416,-0.135584415584416,-0.106817292296744,-0.0411583152918536,0.241548157724628,0.0677871148459384,0.1,0.115384615384615,0.05,0.0666666666666667,-0.253722425853573,0.0777777777777778,0.0666666666666667,0.1,-0.164165464165464,-0.00449786584871059,-0.0155701754385965
"SNAI2",-0.075,-0.0668570835064396,-0.0439655172413793,-0.1,0,0.00160965794768612,0.0126144426366813,0.0412623432972334,-0.00901145268233876,0.075894281157439,-0.0843137254901961,-0.083836777954425,-0.0666666666666667,-0.0319241988752794,0.0159491744328748,-0.0104164044472415,0.0255200885148847,0.0916139971276912,0.0145454545454545,0.0446024349898985,0.0477166743778177,-0.029832472782744,-0.00576025281907635,-0.00588235294117647,0.00107204531756961,0.00364145658263305,0.0606218595474331,0.06,-0.0574025974025974,-0.0698444895199459,-0.0142419085158645,-0.0574025974025974,-0.0193744283885129,-0.048406686453029,-0.0439983493844499,-0.0193744283885129,-0.0145454545454545,0.0388233157032055,0.0388233157032055,0.0388233157032055,0.0657639549726119,-0.0215565554013541,-0.00223076923076923,0.0784313725490196,-0.0719298245614035,-0.0771929824561403,-0.06,-0.0612004801920768,0.003984086697598,-0.0358483675160205,-0.0305882352941176,0,-0.0435577744775673,-0.00127249842668345,-0.0194230769230769
"SHH",0,0.15,0.1,0,0,0.0666666666666667,0.0666666666666667,-0.0942857142857143,0.0666666666666667,-0.166666666666667,0.1,0.12,0,0.175,0.15,-0.25,-0.233333333333333,-0.342857142857143,0,0.137921146953405,-0.1,0.0823754789272031,0.0333333333333333,0,0.0133333333333333,0.0333333333333333,0,0,0,-0.05,0.0616666666666667,0.1,0.1,0.2,0.205555555555556,0.2,0.1,-0.05,-0.05,-0.05,-0.0576923076923077,0.0402597402597403,-0.16,-0.1,0.1,0.2,0,0,0.166666666666667,-0.04,0.1,0,-0.0205128205128205,0,0
"SRC",0.0833333333333333,0.0448717948717949,0.0448717948717949,0.1,0.05,-0.113815789473684,-0.116518492176387,-0.069940014114326,-0.0547749089705396,-0.194047619047619,-0.0424242424242424,-0.0665332570992948,-0.0333333333333333,-0.142569154982948,-0.279219580158299,0.357150344414495,-0.010921631347461,-0.0703578562624846,0,-0.0405182607394103,-0.0133606557377049,-0.0452132449132019,0.120833333333333,0.133333333333333,0.120833333333333,0.120833333333333,-0.125088702147526,-0.2,0.025,-0.114285714285714,0.0225978270095917,0.025,0.015,0.0133606557377049,0.0156196179246422,0.015,0.1,-0.187851481017939,-0.187851481017939,-0.187851481017939,-0.187851481017939,-0.0460288262462176,0.1900944933203,0.0646464646464646,0.175,0.179761904761905,0.1,0.125925925925926,-0.281545893719807,0.120043572984749,0.1,0.1,-0.189437229437229,0.00227613057801737,0.110594315245478
"PI3K",-0.133333333333333,-0.121266968325792,-0.13921568627451,-0.2,-0.166666666666667,0.098671468587435,0.086671468587435,0.0195614035087719,0.0835267211515824,0.115384615384615,0.0619047619047619,0.0694264591082335,0.0333333333333333,0.126608514634174,0.225575684380032,-0.309853611827905,-0.0988287386076627,-0.157428571428571,-0.1,0.0327078877741683,-0.118602749907098,0.0190296942958165,-0.193882352941176,-0.2,-0.204451458632233,-0.205882352941176,0.193307781649245,-0.1,0.111111111111111,0.187307692307692,0.0488734330302114,0.111111111111111,0.0893719806763285,0.118602749907098,0.110993687061271,0.0893719806763285,0.1,0.135584415584416,0.135584415584416,0.135584415584416,0.106817292296744,0.0411583152918536,-0.241548157724628,-0.0677871148459384,-0.1,-0.115384615384615,-0.05,-0.0666666666666667,0.253722425853573,-0.0777777777777778,-0.0666666666666667,-0.1,0.164165464165464,0.00449786584871059,0.0155701754385965
