"","GSK3","PAK1","Destcompl","CDC42","RAF","PI3K","DELTA","cfos","MEK","ERK","NOTCH","cateninmemb","cateninnuc","Ecadherin","Jagged","AKT","IKK","ILK","SMAD","RKIP","SNAI1","HEY1","SMO","TrCP","SUFU","FUS","SNAI2","Csn","Patched","SHH","NFB","FOXC2","TWIST1","GLI","Wnt","TCFLEF","AXIN2","CD44","cMet","Frizzled","Csl","SRC","NOTCHic","DSH","SOSGRB2","STAT","LIV1","EGR1","ZEB2","RAS","TGF","TGFR","KLF4","miR200","ZEB1"
"Destcompl",0.247583055755514,-0.24265306122449,0.140916461447321,-0.235066854327938,0.0747293572937453,0.0747293572937453,0.0747293572937453,-0.0687179487179487,-0.0641250179577633,-0.0670786044556536,-0.029057919991962,-0.208181494887687,-0.25182845914006,0.0475034885952896,-0.178820563467049,0.141633721762114,0.145660567399698,0.159603174603175,0.157614870509607,0.143474351739678,0.146159506252835,0.161166696551312,-0.0480678708264915,-0.133333333333333,0.0555555555555556,-0.0452107279693487,-0.226598685593823,-0.147619047619048,0.0516948138316729,0.0542093206014988,-0.151966873706004,-0.00063238689264869,0.202316471074278,0.251123383235724,0.25205102702051,0.251267520843272,0.123849451839445,0.251404507144642,0.252523910129717,0.257001522070015,0.0262828045436741,0.257001522070015,0.0284567175871524,0.261111111111111,0.188896661021644,0.261111111111111,0.261111111111111,0.0687179487179487,-0.194111566303981,-0.075985244263918,0.229969628504759,0.230856328012149,-0.183972104114757,-0.150493512944143,0.0477366635831021
"SRC",0.162077922077922,-0.311111111111111,-0.0598749800923714,-0.298611111111111,0.0868919482686692,0.0868919482686692,0.0868919482686692,-0.106060606060606,-0.0892891175910044,-0.0949494949494949,0.102857142857143,-0.219593249513546,-0.20267385215936,-0.16945356930651,0.0111338508586215,0.164529914529915,0.192307692307692,0.108991228070175,0.0972795163584637,0.15109156076898,0.0638930284849978,0.0545100959947037,0.1,-0.1,-0.1,0.1,0.000610195474880985,-0.2,-0.0666666666666667,-0.057843137254902,-0.2,-0.00417833800186741,0.162823039029936,0.216803278688525,0.225,0.208266693322671,0.134850609885673,0.216803278688525,0.225,0.225,-0.135,0.225,-0.120714285714286,0.2,0.222857142857143,0.3,0.2,0.133333333333333,-0.18104222821204,-0.0853767967535177,0.280689033189033,0.284325396825397,-0.0883720930232558,-0.168801054018445,-0.050381850853549
"SNAI1",-0.142236091466289,-0.0750700280112045,-0.188628040537027,-0.0674942704354469,-0.144118782275167,-0.144118782275167,-0.144118782275167,-0.162210759027266,-0.157325856187206,-0.156877425693933,0.0436525379382522,-0.125231554095629,-0.110651442199113,-0.0842687816090682,0.0671379591202534,0.0416179337231969,0.0388401559454191,0.0464772145417307,0.0470922206917922,-0.0622010472940915,-0.160311994349193,0.0460901377042571,0.05168401888832,-0.108333333333333,-0.0690476190476191,0.0529185867895545,0.0536253757843722,-0.0583333333333333,-0.05668401888832,-0.058431591703854,-0.0425438596491228,0.10755166402602,0.0442030650508911,0.110092436791458,0.111006513573908,0.108534766928075,0.0948634492811461,0.106603732445317,0.107344473186057,0.118323586744639,-0.0343589743589744,0.115265265265265,-0.0387545787545788,0.131481481481481,0.0527958361873923,0.131481481481481,0.15,0.14695652173913,-0.152817114859407,0.142312542537893,0.0628042915882761,0.0642155819108567,-0.145363420808802,-0.167681854737305,-0.104698629265703
"CDC42",-0.146498917748918,0.0142857142857143,-0.191651223494421,-0.080952380952381,-0.152178649237473,-0.152178649237473,-0.152178649237473,-0.16,-0.162210759027266,-0.14695652173913,0.0343589743589744,-0.121863298862089,-0.106603732445317,-0.0811369156534063,0.0624652777777778,0.0425438596491228,0.0583333333333333,0.0484126984126984,0.0484126984126984,-0.0700699300699301,-0.0664310373171133,0.0425537231384308,0.0690476190476191,-0.1,-0.133333333333333,0.119047619047619,0.052835971814074,-0.133333333333333,-0.0529185867895545,-0.05168401888832,-0.108333333333333,0.118169023707044,0.0463463203463203,0.118323586744639,0.131481481481481,0.107344473186057,0.0969129720853859,0.115265265265265,0.131481481481481,0.15,-0.0666666666666667,0.15,-0.0358974358974359,0.15,0.0694444444444444,0.15,0.1,0.14,-0.151008878127522,0.147300600456985,0.0674942704354469,0.0750700280112045,-0.145904761904762,-0.164060775825482,-0.112329451554633
"TrCP",-0.14322619047619,-0.080952380952381,-0.189395584396676,-0.0750700280112045,-0.147300600456985,-0.147300600456985,-0.147300600456985,-0.14695652173913,-0.156877425693933,-0.162210759027266,0.0387545787545788,-0.12277904977784,-0.108534766928075,-0.0841126942001192,0.0673732532379005,0.0388401559454191,0.0425438596491228,0.0484126984126984,0.0464772145417307,-0.0617826372522505,-0.0647603929257052,0.045494899609019,0.0529185867895545,-0.133333333333333,-0.119047619047619,0.0690476190476191,0.054463458251687,-0.108333333333333,-0.05168401888832,-0.05668401888832,-0.0583333333333333,0.109203506465664,0.0447158855637117,0.111006513573908,0.118323586744639,0.106603732445317,0.0943972488149456,0.107344473186057,0.115265265265265,0.131481481481481,-0.0358974358974359,0.131481481481481,-0.0343589743589744,0.15,0.0644939493949395,0.15,0.15,0.16,-0.148758074269001,0.144118782275167,0.0642155819108567,0.0674942704354469,-0.147544106167057,-0.170659760597055,-0.102361605895469
"PAK1",-0.14322619047619,-0.080952380952381,-0.189395584396676,-0.0750700280112045,-0.147300600456985,-0.147300600456985,-0.147300600456985,-0.14695652173913,-0.156877425693933,-0.162210759027266,0.0387545787545788,-0.12277904977784,-0.108534766928075,-0.0841126942001192,0.0673732532379005,0.0388401559454191,0.0425438596491228,0.0484126984126984,0.0464772145417307,-0.0617826372522505,-0.0647603929257052,0.045494899609019,0.0529185867895545,-0.133333333333333,-0.119047619047619,0.0690476190476191,0.054463458251687,-0.108333333333333,-0.05168401888832,-0.05668401888832,-0.0583333333333333,0.109203506465664,0.0447158855637117,0.111006513573908,0.118323586744639,0.106603732445317,0.0943972488149456,0.107344473186057,0.115265265265265,0.131481481481481,-0.0358974358974359,0.131481481481481,-0.0343589743589744,0.15,0.0644939493949395,0.15,0.15,0.16,-0.148758074269001,0.144118782275167,0.0642155819108567,0.0674942704354469,-0.147544106167057,-0.170659760597055,-0.102361605895469
"LIV1",-0.14322619047619,-0.080952380952381,-0.189395584396676,-0.0750700280112045,-0.147300600456985,-0.147300600456985,-0.147300600456985,-0.14695652173913,-0.156877425693933,-0.162210759027266,0.0387545787545788,-0.12277904977784,-0.108534766928075,-0.0841126942001192,0.0673732532379005,0.0388401559454191,0.0425438596491228,0.0484126984126984,0.0464772145417307,-0.0617826372522505,-0.0647603929257052,0.045494899609019,0.0529185867895545,-0.133333333333333,-0.119047619047619,0.0690476190476191,0.054463458251687,-0.108333333333333,-0.05168401888832,-0.05668401888832,-0.0583333333333333,0.109203506465664,0.0447158855637117,0.111006513573908,0.118323586744639,0.106603732445317,0.0943972488149456,0.107344473186057,0.115265265265265,0.131481481481481,-0.0358974358974359,0.131481481481481,-0.0343589743589744,0.15,0.0644939493949395,0.15,0.15,0.16,-0.148758074269001,0.144118782275167,0.0642155819108567,0.0674942704354469,-0.147544106167057,-0.170659760597055,-0.102361605895469
"EGR1",-0.14322619047619,-0.080952380952381,-0.189395584396676,-0.0750700280112045,-0.147300600456985,-0.147300600456985,-0.147300600456985,-0.14695652173913,-0.156877425693933,-0.162210759027266,0.0387545787545788,-0.12277904977784,-0.108534766928075,-0.0841126942001192,0.0673732532379005,0.0388401559454191,0.0425438596491228,0.0484126984126984,0.0464772145417307,-0.0617826372522505,-0.0647603929257052,0.045494899609019,0.0529185867895545,-0.133333333333333,-0.119047619047619,0.0690476190476191,0.054463458251687,-0.108333333333333,-0.05168401888832,-0.05668401888832,-0.0583333333333333,0.109203506465664,0.0447158855637117,0.111006513573908,0.118323586744639,0.106603732445317,0.0943972488149456,0.107344473186057,0.115265265265265,0.131481481481481,-0.0358974358974359,0.131481481481481,-0.0343589743589744,0.15,0.0644939493949395,0.15,0.15,0.16,-0.148758074269001,0.144118782275167,0.0642155819108567,0.0674942704354469,-0.147544106167057,-0.170659760597055,-0.102361605895469
"NOTCHic",-0.170566163199392,-0.111111111111111,-0.203762325743634,-0.107111111111111,-0.164743083003953,-0.164743083003953,-0.164743083003953,-0.173333333333333,-0.18047619047619,-0.166190476190476,0.0107421780257094,-0.115079356368139,-0.09512640031724,-0.0596948141484472,0.0531337340608864,0.0281653746770026,0.0444444444444444,0.0461904761904762,0.0411545049674546,-0.0935903662469957,-0.0903642653642654,0.142129319955407,0.0544871794871795,-0.1,-0.133333333333333,0.108333333333333,0.0218735610990709,-0.133333333333333,-0.0427224736048265,-0.0437977424220308,-0.1,0.140855826201448,0.067280353906833,0.106755395142492,0.125034965034965,0.0955844155844156,0.0827448337825696,0.104155844155844,0.125034965034965,0.152307692307692,0.0628571428571429,0.152307692307692,-0.00811059907834102,0.16,0.107751196172249,0.16,0.1,0.14,-0.130660225442834,0.15932436379213,0.0763323973243842,0.0909820788530466,-0.128623188405797,-0.151869479268323,-0.119871175523349
"CD44",-0.172619047619048,-0.133333333333333,-0.181114263887373,-0.153333333333333,-0.0619047619047619,-0.0619047619047619,-0.0619047619047619,-0.1,-0.15,-0.16,-0.0804511278195489,-0.0985347985347985,-0.0606440071556351,-0.0732292910650309,-0.0417715617715618,-0.06,-0.0666666666666667,-0.00555555555555556,-0.0157596371882086,0.00148148148148148,0.0555023923444976,-0.0175438596491228,-0.05,0,0.1,-0.1,-0.188931068931069,0.1,0.03,0.0209090909090909,0.1,-0.0470833333333333,0.0845421245421245,0.08,0.1,0.0637209302325581,0.07,0.08,0.2,0.1,0.1,0.2,0.0857142857142857,0,0.114285714285714,0.1,0.1,0.1,-0.128571428571429,0.0647619047619048,0.131111111111111,0.153333333333333,-0.0476190476190476,-0.122108036890646,0.0428571428571429
"Csl",-0.166884278074208,-0.107111111111111,-0.201141972300612,-0.0909820788530466,-0.15932436379213,-0.15932436379213,-0.15932436379213,-0.166190476190476,-0.172867494824017,-0.18047619047619,0.0171058143893458,-0.116608408355907,-0.0976992991165539,-0.0629506281019356,0.0567795673942197,0.0242894056847545,0.0281653746770026,0.0411545049674546,0.0361545049674546,-0.0848346058783321,-0.0860164392773088,0.141475725184165,0.0427224736048265,-0.133333333333333,-0.108333333333333,0.0544871794871795,0.0228429869007115,-0.1,-0.0437977424220308,-0.0481080872496171,-0.0444444444444444,0.129361573327885,0.0657002184666524,0.0986908790134597,0.106755395142492,0.09512640031724,0.0804312091039064,0.0955844155844156,0.104155844155844,0.125034965034965,-0.00811059907834102,0.125034965034965,-0.0107421780257094,0.152307692307692,0.0939300579608667,0.152307692307692,0.16,0.173333333333333,-0.128450280691453,0.155647893203895,0.0711169778232504,0.0763323973243842,-0.125766045548654,-0.157316102362005,-0.108268965578598
"cMet",-0.175844854070661,-0.153333333333333,-0.17841156118467,-0.153333333333333,-0.0647619047619048,-0.0647619047619048,-0.0647619047619048,-0.16,-0.151818181818182,-0.15,-0.0783234682450808,-0.0988906704209195,-0.0612089789070475,-0.0729748381388223,-0.0395976487280835,-0.06625,-0.06,-0.0157596371882086,-0.0303050917336632,-0.0244444444444444,0.0622820533614468,-0.0273477812177503,-0.03,0.1,0.1,-0.05,-0.189660995938368,0.1,0.0209090909090909,0.0240340909090909,0.0666666666666667,-0.0483491561181435,0.0676881919578549,0.0618181818181818,0.08,0.0606440071556351,0.0620634920634921,0.0637209302325581,0.08,0.1,0.0857142857142857,0.2,0.0804511278195489,0.1,0.0942857142857143,0.2,0.1,0.1,-0.121500721500721,0.0591015274034142,0.10983451536643,0.131111111111111,-0.0285714285714286,-0.111170536890646,0.0337662337662338
"STAT",-0.249303515798843,-0.190909090909091,-0.25972040215077,-0.165909090909091,-0.233085194375517,-0.233085194375517,-0.233085194375517,-0.186666666666667,-0.184010120177103,-0.18078431372549,-0.038070909287357,-0.17251000769551,-0.144300674931533,-0.137507641695453,0.014833816796561,0.00527845036319613,0.0171428571428571,0.0385668276972625,0.0316702759731245,-0.114440154440154,-0.103725970739153,0.042,0.0416666666666667,-0.1,-0.1,0.075,-0.0484015171743852,-0.1,-0.0346899224806202,-0.0338049667284078,-0.06,0.128691206543967,0.123870207753266,0.14940794499618,0.162012987012987,0.142751211284334,0.101707312295548,0.147483072483072,0.162012987012987,0.189285714285714,0.0294117647058824,0.189285714285714,0.0429252782193959,0.214285714285714,0.198481116584565,0.214285714285714,0.3,0.166666666666667,-0.115061861215707,0.227861313778502,0.134711531793912,0.144856459330144,-0.00803129332541097,-0.134960910280906,-0.124116908732293
"cateninmemb",0.0986127998995769,-0.0392727272727273,0.0910489664003886,-0.0326060606060606,0.0666402714932127,0.0666402714932127,0.0666402714932127,0.0655614973262032,0.0666934965176324,0.0686542808313579,0.0589971535382182,-0.124860262575664,-0.0581798300396515,-0.0760035268667261,-0.048257211107365,0.0884656084656085,0.0884656084656085,0.0500869565217391,0.0454864722602379,0.0451274960103211,0.0393067302687216,0.0326893319866079,-0.0270833333333333,-0.1,0.0333333333333333,-0.0333333333333333,0.0503728766411772,-0.08,0.0217069892473118,0.0248565955465244,-0.0847619047619048,-0.0672942768381891,0.0555905843405022,0.0591814708240955,0.0638481374907621,0.0579930886764395,-0.00462189062867293,0.0586157536826662,0.0629635797696227,0.0655722754217966,-0.0527272727272727,0.0655722754217966,-0.0578819119025305,0.0725490196078431,-0.0412438686768379,0.0725490196078431,0.0666666666666667,-0.0890909090909091,-0.0993926899769636,-0.0683162491468439,0.0222148463865043,0.0252889874353289,-0.105954055321144,-0.0894857015527407,0.024943558366225
"NFB",-0.181776556776557,0.161111111111111,-0.0644132468509345,0.156565656565657,-0.0232134488723022,-0.0232134488723022,-0.0232134488723022,0.0182857142857143,0.0242987861811391,0.024952380952381,-0.0574994181445794,0.14454663501477,0.145723980713922,0.0796852236519706,0.0264156097802171,-0.161900471900472,-0.166344916344916,-0.090779702970297,-0.086690483639442,0.0385386016533558,0.0444387318406977,-0.0888544891640867,-0.0562962962962963,0.3,0.08,-0.06,-0.171266528217256,0.285714285714286,0.0528480204342274,0.0540528397113358,0.169047619047619,-0.165800175919698,-0.214435107376284,-0.148924421396332,-0.153418803418803,-0.145802412086471,-0.113819655521783,-0.148334057656092,-0.153418803418803,-0.161111111111111,0.0584415584415584,-0.161111111111111,0.0568542568542569,-0.161111111111111,-0.167010172490049,-0.161111111111111,-0.15,-0.0142857142857143,-0.0350265894621612,0.0242084737479241,-0.147502365426416,-0.152565656565657,-0.0347985347985348,-0.0226164758661803,0.0143700054734537
"RKIP",-0.163987391646966,-0.0333333333333333,-0.14563581530173,0.0133333333333333,-0.0577922077922078,-0.0577922077922078,-0.0577922077922078,-0.1,-0.0603815113719736,-0.096551724137931,-0.0278554778554779,0.157093395916925,0.14793239437675,0.0990206990551363,-0.0201592691405934,-0.0641233766233766,-0.0732142857142857,-0.0688810440735986,-0.0777919351627075,-0.121638655462185,0.00770691648685804,-0.0600464576074332,-0.0266666666666667,0.1,0.1,-0.0666666666666667,-0.202154222766218,0.1,0.0146666666666667,0.0228633879781421,0.0857142857142857,0.0273651635720601,-0.0340047534165181,-0.171282051282051,-0.186666666666667,-0.153784811679549,-0.117311298640413,-0.167071524966262,-0.182456140350877,-0.166666666666667,0.0666666666666667,-0.166666666666667,0.0393939393939394,-0.1,-0.107492063492063,-0.1,0,0.1,-0.01924725011956,0.0569375069375069,-0.0409701824655096,-0.0419047619047619,-0.01324725011956,-0.00703065254184166,0.00367862266857963
"SOSGRB2",-0.335916855468048,0.0142857142857143,-0.198474158205702,0.0442857142857143,-0.221468926553672,-0.221468926553672,-0.221468926553672,-0.149206349206349,-0.133072033072033,-0.157314457314457,-0.241849699596179,0.189428922428922,0.185683274609335,0.127256977755273,-0.112004049783531,-0.285818713450292,-0.294152046783626,-0.176129032258065,-0.182422738551771,-0.0968201754385965,-0.000108742004264392,-0.0638257575757576,-0.15,0.2,0.2,-0.166666666666667,-0.224342169036054,0.3,0.131081081081081,0.13340666247643,0.288888888888889,-0.0409523809523809,-0.119768115942029,-0.203312629399586,-0.204761904761905,-0.191993026043369,-0.140882838283828,-0.200414078674948,-0.201863354037267,-0.171428571428571,0.272727272727273,-0.171428571428571,0.257342657342657,-0.1,-0.163333333333333,-0.1,0,0.138095238095238,0.0107393483709273,0.216340721425467,-0.0790102096485075,-0.0712087912087912,0.0135964912280702,0.00706737682585333,-0.00229323308270677
"RAF",0.163987391646966,0.0333333333333333,0.14563581530173,-0.0133333333333333,0.0577922077922078,0.0577922077922078,0.0577922077922078,0.1,0.0603815113719736,0.096551724137931,0.0278554778554779,-0.157093395916925,-0.14793239437675,-0.0990206990551363,0.0201592691405934,0.0641233766233766,0.0732142857142857,0.0688810440735986,0.0777919351627075,0.121638655462185,-0.00770691648685804,0.0600464576074332,0.0266666666666667,-0.1,-0.1,0.0666666666666667,0.202154222766218,-0.1,-0.0146666666666667,-0.0228633879781421,-0.0857142857142857,-0.0273651635720601,0.0340047534165181,0.171282051282051,0.186666666666667,0.153784811679549,0.117311298640413,0.167071524966262,0.182456140350877,0.166666666666667,-0.0666666666666667,0.166666666666667,-0.0393939393939394,0.1,0.107492063492063,0.1,0,-0.1,0.01924725011956,-0.0569375069375069,0.0409701824655096,0.0419047619047619,0.01324725011956,0.00703065254184166,-0.00367862266857963
"MEK",0.164233091892666,-0.0133333333333333,0.148773890615538,-0.0419047619047619,0.0569375069375069,0.0569375069375069,0.0569375069375069,0.096551724137931,-0.0462851552946931,0.0603815113719736,0.0358846749357698,-0.155873883721803,-0.14793239437675,-0.101570790129818,0.031634678976659,0.0676527883880825,0.0641233766233766,0.0777919351627075,0.0752089093324493,0.109796550199027,-0.0115530703330119,0.0709555485165241,0.0146666666666667,-0.1,-0.0666666666666667,0.0266666666666667,0.20702040281488,-0.0857142857142857,-0.0228633879781421,-0.0339744990892532,-0.0732142857142857,-0.0273651635720601,0.0204516398634046,0.157995337995338,0.171282051282051,0.14793239437675,0.112806794135908,0.153784811679549,0.167071524966262,0.186666666666667,-0.0393939393939394,0.182456140350877,-0.0278554778554779,0.166666666666667,0.123047619047619,0.166666666666667,0.1,-0.1,0.0295647104370203,-0.0578898878898879,0.0256417153122249,0.0409701824655096,0.021090387374462,0.0104362252972596,-0.0068532258431828
