"","TGFR","TGF","CDC42","PAK1","SOSGRB2","HEY1","SUFU","NOTCH","NOTCHic","IKK","FUS","NFB","cfos","MEK","ERK","ZEB1","EGR1","RAF","PI3K","DELTA","RAS","AXIN2","Ecadherin","cMet","CD44","cateninnuc","Frizzled","SRC","GLI","Wnt","TCFLEF","DSH","cateninmemb","STAT","SNAI2","LIV1","Destcompl","TrCP","GSK3","AKT","Csl","TWIST1","Csn","Jagged","Patched","RKIP","SMO","SHH","SNAI1","SMAD","ILK","miR200","FOXC2","ZEB2","KLF4"
"FOXC2",0.0116363636363636,0.00334368070953437,0.00763636363636364,-0.0363636363636364,-0.092967409948542,0.0382429335370512,0.2,0.102162482119075,0.0866985645933014,0.0161904761904762,0.166666666666667,0.04,0.0418181818181818,0.0498836760571145,0.0653475935828877,-0.0833642930856553,-0.04,0.00602564102564102,0.00602564102564102,0.00602564102564102,-0.00647435897435898,0.177417132314906,-0.0891103840363686,0.0939808481532148,0.107024326414084,0.104836044178155,-0.0823529411764706,0.0823529411764706,-0.106049813670456,0.0939808481532148,-0.10869656721676,-0.1,-0.00837657938267694,-0.1,-0.0630718229379863,-0.166666666666667,-0.189997463732219,-0.1,-0.19187491369892,-0.0161904761904762,-0.0709090909090909,0.0702483660130719,-0.1,-0.119560219890055,-0.15625,-0.178138528138528,-0.15,-0.157325268817204,-0.184146269659023,-0.0499710144927536,-0.0586666666666667,-0.169059829059829,-0.0377680311890838,-0.218292053663571,-0.222222222222222
"cateninnuc",0.0920143993937097,0.0957261897867228,0.0971868131868132,0.112571428571429,-0.048139459107201,0.0247224444088946,-0.0111111111111111,-0.0112546500347052,-0.00261828639834158,-0.0873484848484849,0.00888888888888889,-0.0973484848484849,0.059144237405107,0.036818142874855,0.0363594272785247,-0.0235325668168045,0.0956521739130435,0.0954860904860905,0.0954860904860905,0.0954860904860905,0.101546696546697,0.104836044178155,0.0694672055114709,-0.0516857538596669,-0.058828611002524,-0.15906629182836,0.0478110930165725,-0.0462509712509712,0.0599652432142009,-0.0532458756252681,0.0606956759763851,0.0601398601398601,0.0485425530722086,0.0601398601398601,0.0339581758131204,0.0909090909090909,-0.142506448199532,0.1,-0.151138108099087,0.0826609848484849,-0.00784682988072819,-0.0552844829924947,0.1125,0.060330158805211,-0.00787066263901617,-0.144847561867413,-0.00724954462659381,-0.00721706786777434,-0.14593840326305,-0.040273229271865,-0.0344069264069264,-0.12742924965796,-0.0796096908555925,-0.177970196972449,-0.168232350883596
"SMO",-0.06,-0.0518918918918919,-0.06,0,-0.00175438596491228,0.0388278388278388,-0.1,0.0174242424242424,0.0424242424242424,-0.00714285714285715,-0.0666666666666667,-0.05,0.1,0.0431235431235431,0.0461538461538462,0.0418079096045198,0.2,-0.0884615384615385,-0.0884615384615385,-0.0884615384615385,-0.0675313059033989,-0.125063442304822,-0.0220586783537738,0.0433333333333333,0.0211111111111111,0.0173225134032492,-0.15,0.05,-0.115277777777778,0.1375,-0.0143149946062567,-0.1,-0.0667087726624213,0,-0.0270760810071155,0.1,0.161438406554686,0,0.171375226715033,0.00314285714285715,-0.0333333333333333,-0.00234204793028322,0.1,0.02994708994709,-0.0808333333333333,-0.00539682539682539,-0.0933333333333333,-0.0752777777777778,-0.0324884792626728,-0.0507936507936508,-0.0333333333333333,-0.113019891500904,-0.0668965517241379,-0.171751412429379,-0.155555555555556
"Patched",-0.06,-0.06,0,0.1,0.0666666666666667,0.0435897435897436,0,0.0424242424242424,0.0333333333333333,-0.05,-0.1,-0.1,0.2,0.0461538461538462,0.1,0.0333333333333333,0.1,-0.0884615384615385,-0.0884615384615385,-0.0884615384615385,-0.0884615384615385,-0.114718614718615,-0.0143096008629989,0.05,0.0433333333333333,0.0143149946062567,-0.1,0,-0.1375,0.15,-0.0211111111111111,0,-0.0647670250896057,0.1,-0.0223141762452107,0.1,0.157562437562438,0,0.162637362637363,0.00714285714285715,0,0.00648148148148148,0,0.0156613756613757,-0.0933333333333333,0.00571428571428572,0.0666666666666667,-0.0808333333333333,-0.0301075268817204,-0.0333333333333333,-0.0333333333333333,-0.114285714285714,-0.06,-0.166666666666667,-0.138888888888889
"SHH",0,-0.06,0.1,0,0.1,0.0666666666666667,0,0.0333333333333333,0,-0.1,0,0,0.1,0.1,0.2,0.05,0,-0.05,-0.05,-0.05,-0.0884615384615385,-0.123809523809524,-0.0172222222222222,0,0.05,0.0211111111111111,0,-0.1,-0.15,0.1,-0.0433333333333333,0,-0.0592114695340502,0.1,-0.0316475095785441,0,0.14987012987013,0,0.176923076923077,0.05,0.1,0.025,0,-0.00285714285714285,0.0666666666666667,0.02,0.1,-0.0933333333333333,-0.0333333333333333,-0.0333333333333333,-0.0666666666666667,-0.1,-0.05,-0.15,-0.15
"SNAI2",-0.0255332902391726,-0.0298811163261291,-0.02296918767507,-0.0372549019607843,-0.085395537525355,0.0220916214587101,0.1,0.078879015721121,0.0736842105263158,0.0313218390804598,0.08,0.0416666666666667,-0.00392156862745098,-0.0102013778484367,0.00196078431372549,-0.069392699811202,-0.0333333333333333,-0.0283612711716431,-0.0283612711716431,-0.0283612711716431,-0.0329274812173052,0.116803164601008,-0.0276449562724537,0.0597695262483995,0.065145870334421,0.0620963089589968,-0.0527272727272727,0.0527272727272727,-0.0645823604729984,0.0597695262483995,-0.0641149424993695,-0.0527272727272727,-0.038998158945799,-0.0527272727272727,-0.0486052408460339,-0.08,-0.12228510177947,-0.1,-0.123440703247641,-0.0349362969117851,-0.0614035087719298,0.0439010103878744,-0.0666666666666667,-0.0684725930174595,-0.0802400960384154,-0.103128205128205,-0.0741176470588235,-0.07883164533419,-0.107276316236064,-0.0353675481918625,-0.0377598926894702,-0.122516009368696,0.0139456911991998,-0.142868890287392,-0.15
"TWIST1",-0.0222335423197492,-0.0179055240965146,-0.0347335423197492,-0.0381818181818182,0.00625672319036163,0.058247966722543,0.0333333333333333,0.0432096973606408,0.046039886039886,0.0576923076923077,0.0444444444444444,0.0576923076923077,0.12695652173913,0.143020936507394,0.129588100686499,-0.0679425039074162,0.14,0.0440134539249024,0.0440134539249024,0.0440134539249024,0.044355919678327,-0.0786772367417529,0.0505862352140623,-0.0463525835866261,-0.0483606157151402,-0.0419831848810283,0.0357142857142857,-0.0357142857142857,0.0488932330827068,-0.0472932330827068,0.0442258530811433,0.0190476190476191,0.0518859049742934,0.0190476190476191,0.0469751371574299,0.0333333333333333,0.0770263454425652,0,0.0683582734633844,-0.0492177314211212,-0.0562962962962963,-0.0892989266644873,-0.05,-0.0508129709574263,-0.0361156773211568,-0.0832719245762724,-0.0484444444444444,-0.0385787315083489,-0.102155297439682,-0.0665926953055666,-0.0642824642824643,-0.113082486112567,0.0040789012188112,-0.127408987935304,-0.120241817802793
"SOSGRB2",0.071978021978022,0.0769425609851142,0.0642857142857143,0.0642857142857143,-0.0655555555555556,0.148200757575758,0.2,0.0685019206145967,0.0727272727272727,0.183625730994152,0.166666666666667,0.188888888888889,-0.114285714285714,-0.122393822393822,-0.122393822393822,-0.018671679197995,-0.080952380952381,-0.0205273069679849,-0.0205273069679849,-0.0205273069679849,-0.0256555120961901,-0.0246012101210121,0.135915938827032,-0.0273291925465838,-0.0229813664596273,-0.0204957068037956,0.0142857142857143,-0.0142857142857143,0.0266045548654244,-0.030952380952381,0.0229813664596273,0,0.108256971256971,0,-0.0688788906755719,0,0.139519876097057,-0.2,0.0517404490476019,-0.183625730994152,-0.0727272727272727,-0.0892173913043478,-0.2,-0.162693910921707,-0.163963963963964,-0.0885964912280702,-0.166666666666667,-0.154661638382569,-0.0558258706467662,-0.170704564252951,-0.160215053763441,-0.0357496720401625,-0.0735164835164835,-0.0559147869674185,-0.0587719298245614
"RKIP",0.0219047619047619,0.0228393413440142,0.0266666666666667,0.0333333333333333,-0.031047619047619,0.0627564847077042,0.1,0.0628205128205128,0.0666666666666667,0.0857142857142857,0.0666666666666667,0.0857142857142857,-0.11,-0.111320616287601,-0.113448275862069,0.000312769010043042,-0.06,-0.114285714285714,-0.114285714285714,-0.114285714285714,-0.118559218559219,-0.00243788091889358,0.118593737047071,-0.00526315789473684,-0.001417004048583,0.00347988023761427,0,0,0.00615384615384615,-0.01,-0.000680898049319102,0,0.108593635652459,0,-0.078250568281168,0,0.259032044873699,-0.1,0.196572104018913,-0.0948051948051948,-0.0666666666666667,-0.0665389185977421,-0.1,-0.0782258064516129,-0.0706666666666667,0.0274509803921569,-0.0666666666666667,-0.0690273224043716,0.0193528710203115,-0.0812995420209544,-0.0743688489516474,-0.00924720153329192,-0.0189360447981138,-0.021011956001913,-0.025011956001913
"ERK",-0.0191897063075179,-0.0180908052086168,-0.0228393413440142,-0.0219047619047619,0.0332698412698413,-0.0694583153003198,-0.0666666666666667,-0.0663953353936572,-0.0650102938424106,-0.0959816653934301,-0.0706666666666667,-0.0948051948051948,0.111320616287601,0.00882758007590171,0.00632061628760088,-0.00145262652785332,0.113448275862069,0.1195115995116,0.1195115995116,0.1195115995116,0.120721720523701,-0.00180294527315213,-0.118576291227596,-0.000680898049319102,-0.00347988023761427,-0.00220328998565227,-0.00615384615384615,0.001417004048583,-0.000797798692535535,0.00405594405594406,0.00255051220787449,-0.01,-0.111355769069562,-0.00526315789473684,0.0787900604696107,0,-0.25902701326102,0.0857142857142857,-0.196363671657892,0.101486252549393,0.0628205128205128,0.0618161332924326,0.0857142857142857,0.0829265767459048,0.0749096753455481,-0.0300055911530424,0.0690273224043716,0.0739434917706688,-0.0176612755787161,0.0799323216618207,0.0787165161906961,0.00594482795228057,0.0144777403398093,0.0184860217436952,0.0203151935760124
"MEK",-0.0228393413440142,-0.0191897063075179,-0.0219047619047619,-0.0266666666666667,0.0332698412698413,-0.0718473937986133,-0.0666666666666667,-0.0650102938424106,-0.0628205128205128,-0.0948051948051948,-0.0666666666666667,-0.0857142857142857,0.113448275862069,0.00632061628760088,0.111320616287601,-0.0050746737719478,0.11,0.118559218559219,0.118559218559219,0.118559218559219,0.1195115995116,0.000636079117091775,-0.115315048522481,0.001417004048583,-0.000680898049319102,-0.00255051220787449,-0.01,0.00526315789473684,-0.00405594405594406,0.00615384615384615,0.00347988023761427,0,-0.113471684432947,0,0.0806836583054989,0,-0.258613634831858,0.1,-0.196817804264613,0.0959816653934301,0.0666666666666667,0.0625096145684381,0.0857142857142857,0.0823241671073506,0.0690273224043716,-0.0313983488132095,0.0706666666666667,0.0749096753455481,-0.0174297940972346,0.0787165161906961,0.0812995420209544,0.00398404363855508,0.0153324411945102,0.0202183052082622,0.021090387374462
"RAF",-0.0219047619047619,-0.0228393413440142,-0.0266666666666667,-0.0333333333333333,0.031047619047619,-0.0627564847077042,-0.1,-0.0628205128205128,-0.0666666666666667,-0.0857142857142857,-0.0666666666666667,-0.0857142857142857,0.11,0.111320616287601,0.113448275862069,-0.000312769010043042,0.06,0.114285714285714,0.114285714285714,0.114285714285714,0.118559218559219,0.00243788091889358,-0.118593737047071,0.00526315789473684,0.001417004048583,-0.00347988023761427,0,0,-0.00615384615384615,0.01,0.000680898049319102,0,-0.108593635652459,0,0.078250568281168,0,-0.259032044873699,0.1,-0.196572104018913,0.0948051948051948,0.0666666666666667,0.0665389185977421,0.1,0.0782258064516129,0.0706666666666667,-0.0274509803921569,0.0666666666666667,0.0690273224043716,-0.0193528710203115,0.0812995420209544,0.0743688489516474,0.00924720153329192,0.0189360447981138,0.021011956001913,0.025011956001913
"RAS",-0.217647058823529,-0.20873616773442,-0.2,-0.14,-0.0792207792207792,-0.0786561264822134,-0.1,0.0109235352532274,0.00526315789473684,-0.0466666666666667,-0.1,-0.0666666666666667,-0.055,-0.0516976264189887,-0.0497368421052632,0.0648932253313697,-0.08,-0.148974358974359,-0.148974358974359,-0.148974358974359,-0.250897435897436,0.176337285902503,-0.093388455953308,0.144117647058824,0.150500625782228,0.150378594838667,-0.15,0.15,-0.152450980392157,0.144117647058824,-0.148962164243766,-0.1,-0.0185883721073341,-0.1,0.0183012720592674,0,0.105853386085944,0.1,0.166447028423773,0.03,0,0.199847244953628,0.1,0.0417583284052829,0.0553333333333333,0.161232704402516,0.0833333333333333,0.0705875706214689,0.190639134709931,0.0820655534941249,0.0861471861471862,0.129784615384615,0.199365079365079,0.152816642120766,0.151785714285714
"FUS",0.0518918918918919,0.0433812535940196,0.06,0.06,0.0132928475033738,-0.0518713170887084,0.0666666666666667,-0.00833333333333333,-0.0174242424242424,0.00314285714285715,-0.0933333333333333,0.00714285714285715,-0.0461538461538462,-0.0626637730086006,-0.0431235431235431,-0.0399674188069738,-0.1,0.0675313059033989,0.0675313059033989,0.0675313059033989,0.0618544500082024,0.133137976466312,0.0212367605455547,-0.0211111111111111,-0.0143149946062567,-0.0219420786206405,0.1375,-0.0433333333333333,0.109508547008547,-0.115277777777778,0.0173225134032492,0.15,0.069129629273222,0.05,0.0290509463572053,0,-0.162168333561985,-0.1,-0.1777297417652,-0.00314285714285715,0.0424242424242424,0.00810121023394814,-0.05,-0.0275374513928731,0.0752777777777778,0.0146751759122893,0.0808333333333333,0.0783080808080808,0.0306016868098426,0.0604710701484895,0.0507936507936508,0.117970386550409,0.0721597096188748,0.172364909361894,0.163752276867031
"SUFU",0.0433812535940196,0.040817151029917,0.0518918918918919,0.06,0.00420193841246472,-0.0603050520284674,-0.0933333333333333,-0.0170634920634921,-0.00833333333333333,0.00314285714285715,-0.0808333333333333,0.00314285714285715,-0.0431235431235431,-0.07670632620009,-0.0626637730086006,-0.0433490613190511,-0.0461538461538462,0.0618544500082024,0.0618544500082024,0.0618544500082024,0.0653354626664303,0.134308936653666,0.0216487069925165,-0.0143149946062567,-0.0173225134032492,-0.0226070402574692,0.115277777777778,-0.0211111111111111,0.112110777491818,-0.109508547008547,0.0219420786206405,0.1375,0.0664011163127855,0.0433333333333333,0.0313581315912198,0.05,-0.160945579707652,-0.05,-0.178500949991421,-0.00784084372003835,0.0174242424242424,0.00624554013085536,-0.00714285714285715,-0.0220742684950108,0.0783080808080808,0.0134506861163709,0.0752777777777778,0.0817829842829843,0.0304313290585649,0.0588544419729699,0.0604710701484895,0.116855144914721,0.0738966823235894,0.173814184724213,0.16554868405266
"TCFLEF",0.0251455926526563,0.0244833409970272,0.021407274895647,0.00512820512820513,0.113229540918164,-0.04870644209725,-0.183333333333333,-0.0374639929709831,-0.0397895743663319,-0.159505655634688,-0.176666666666667,-0.143376623376623,-0.0677003484320557,-0.057360212377634,-0.0553193960511034,-0.0447510632642212,-0.104285714285714,0.133788309196251,0.133788309196251,0.133788309196251,0.134445339419642,-0.513009523809524,-0.100252548993243,-0.160769230769231,-0.160769230769231,-0.0640911093488413,0.155980392156863,-0.163333333333333,0.152795171580338,-0.15341628959276,0.0620292536787382,0.150980392156863,-0.130027048014677,0.158333333333333,0.0210848422601909,0.133333333333333,-0.33195372396897,0.114285714285714,-0.24197226230235,0.163853481721644,0.0456719273075084,-0.0556860876822995,0.123376623376623,0.182020465472956,0.189416282642089,0.0655788216926115,0.186190476190476,0.189416282642089,-0.00993231779842658,0.0804103680023978,0.0744830257461837,0.141621116500635,-0.0191849660385413,0.179658204855573,0.18217627960275
"CD44",-0.218333333333333,-0.229444444444444,-0.193333333333333,-0.133333333333333,-0.107142857142857,-0.139766081871345,-0.1,-0.0270676691729323,-0.0428571428571429,-0.2,-0.1,-0.2,-0.05,-0.02,-0.05,0.0793650793650794,0,-0.0142857142857143,-0.0142857142857143,-0.0142857142857143,-0.00571428571428571,0.18,-0.234615134078819,0.25,0.156666666666667,0.151299940369708,-0.1,0.2,-0.156666666666667,0.15,-0.158992248062016,0,-0.121282051282051,-0.1,0.0204107004107004,-0.1,-0.153377714722253,0.1,-0.0654761904761905,0.193333333333333,0,0.206593406593407,0.2,0.0878321678321678,0.13,0.226296296296296,0.15,0.111818181818182,0.168819776714514,0.13390022675737,0.127777777777778,0.16614844093105,0.219583333333333,0.187301587301587,0.0873015873015873
"cMet",-0.229444444444444,-0.229444444444444,-0.218333333333333,-0.193333333333333,-0.127142857142857,-0.145648434812521,-0.1,-0.0249400095984642,-0.0270676691729323,-0.193333333333333,-0.15,-0.2,-0.05,-0.00727272727272728,-0.02,0.0601731601731602,-0.05,-0.00571428571428571,-0.00571428571428571,-0.00571428571428571,-5.39083557951472e-05,0.187936507936508,-0.22112912898976,0.156666666666667,0.158992248062016,0.15412479912677,-0.15,0.25,-0.161212121212121,0.156666666666667,-0.151299940369708,-0.1,-0.13516105484077,-0.2,0.0320895325274887,-0.1,-0.148647984992523,0.2,-0.0670890937019969,0.180833333333333,0.0428571428571429,0.200975429065317,0.2,0.0900060808756461,0.111818181818182,0.215185185185185,0.13,0.114943181818182,0.170514691968751,0.124809317666461,0.13390022675737,0.15677344093105,0.218317510548523,0.194372294372294,0.0873015873015873
"KLF4",-0.0116363636363636,-0.00334368070953437,-0.00763636363636364,0.0363636363636364,0.092967409948542,-0.0382429335370512,-0.2,-0.102162482119075,-0.0866985645933014,-0.0161904761904762,-0.166666666666667,-0.04,-0.0418181818181818,-0.0498836760571145,-0.0653475935828877,0.0833642930856553,0.04,-0.00602564102564102,-0.00602564102564102,-0.00602564102564102,0.00647435897435898,-0.177417132314906,0.0891103840363686,-0.0939808481532148,-0.107024326414084,-0.104836044178155,0.0823529411764706,-0.0823529411764706,0.106049813670456,-0.0939808481532148,0.10869656721676,0.1,0.00837657938267694,0.1,0.0630718229379863,0.166666666666667,0.189997463732219,0.1,0.19187491369892,0.0161904761904762,0.0709090909090909,-0.0702483660130719,0.1,0.119560219890055,0.15625,0.178138528138528,0.15,0.157325268817204,0.184146269659023,0.0499710144927536,0.0586666666666667,0.169059829059829,0.0377680311890838,0.218292053663571,0.222222222222222
