"","ZEB1","miR200","Csn","FOXC2","SUFU","AKT","FUS","SMO","TrCP","SMAD","ILK","HEY1","NOTCH","NOTCHic","Csl","TWIST1","SNAI1","PI3K","DELTA","RKIP","ZEB2","SRC","SOSGRB2","AXIN2","CD44","Ecadherin","TCFLEF","SNAI2","cateninmemb","TGF","TGFR","KLF4","CDC42","PAK1","cateninnuc","GLI","Wnt","cMet","Frizzled","DSH","STAT","RAS","RAF","MEK","ERK","LIV1","cfos","EGR1","Destcompl","Jagged","SHH","Patched","NFB","GSK3","IKK"
"Jagged",-0.422463768115942,-0.298787878787879,0,-0.314285714285714,0,-0.0777777777777778,-0.1,-0.133333333333333,0,-0.164285714285714,-0.15,-0.05,-0.26,-0.26,-0.2,-0.022,-0.316666666666667,0.18,0.18,-0.18974358974359,-0.0654589371980676,0.1,-0.2,0.182857142857143,0.284615384615385,-0.441894736842105,0.366433566433566,-0.405832076420312,0.429403694896653,-0.185333333333333,-0.133333333333333,-0.0611111111111111,-0.1,0,-0.435664335664336,-0.284615384615385,-0.2,-0.2,-0.1,0,0,-0.252727272727273,-0.18,0.286666666666667,0.22,0,0.2,0.1,-0.340864864864865,0.258701298701299,0.0756410256410256,0.0833333333333333,0.1,-0.221072796934866,0.133333333333333
"TWIST1",0.139417487663102,0.106283408447752,-0.2,0.0400564832766633,-0.3,-0.361047991556466,-0.377777777777778,-0.421777777777778,-0.1,0.028983844330379,-0.00500955500955501,-0.0287390575526169,0.11808256732785,0.103931623931624,0.0911111111111111,-0.335607042969743,0.288456557612283,-0.405649891608146,-0.405649891608146,0.211682083421214,-0.0607844686792055,-0.483333333333333,0.192055389309394,-0.320122297057781,-0.612061009997437,0.697059197192586,-0.666425481666655,0.751177489828002,-0.713743763075081,0.26016751939313,0.213470480668757,-0.0188555347091932,0.157220480668757,0.0951515151515152,0.715591669130715,0.609649122807017,0.549649122807017,0.551418439716312,0.483333333333333,0.4,0.4,0.462499206676639,0.405649891608146,-0.152561221353188,-0.0863920671243326,0.3,-0.0179710144927536,0.0733333333333333,0.580395315276458,-0.467157192583059,0.441711646459875,0.431366818873668,0.284615384615385,0.514306472912066,0.332234432234432
"SRC",-0.314697514225816,-0.23064558629776,-0.2,-0.139584500466853,-0.1,-0.173931623931624,-0.1,-0.04,-0.1,-0.135550023707918,-0.134649122807018,-0.0728566699768289,-0.263095238095238,-0.245238095238095,-0.25,-0.0155500821018062,-0.151987039894302,-0.104497288277013,-0.104497288277013,-0.182795698924731,-0.0570380353399221,0.275,-0.0742857142857143,0.22528156742743,0.382540983606557,-0.492119019324902,0.426443422630948,-0.371530685256019,0.495626403233049,-0.0323304473304473,0.000396825396825395,-0.164470284237726,0.0194444444444444,0.0444444444444444,-0.460671610550411,-0.382540983606557,-0.335,-0.335,-0.275,-0.2,-0.3,0.0681336519133766,0.104497288277013,0.0336192109777015,0.00909090909090909,-0.2,-0.0242424242424242,-0.0333333333333333,-0.159853878006052,0.253704422488826,0.0362962962962963,0.0362962962962963,0.233333333333333,0.118441558441558,0.17948717948718
"cMet",0.19018759018759,0.175736714975845,-0.2,0.14254746835443,-0.1,-0.204583333333333,-0.05,-0.05,-0.1,-0.0404432075860647,-0.0549886621315193,-0.0615411076711386,-0.158262677971525,-0.15187969924812,-0.157142857142857,0.055675186236984,0.156901305652421,-0.219047619047619,-0.219047619047619,0.0222222222222222,-0.0505050505050505,-0.25,0.274285714285714,-0.161111111111111,-0.226899224806202,0.206629804004118,-0.251514609421586,-0.100212909555975,-0.251197906482604,0.117854609929078,0.100833333333333,0.0444444444444444,0.0841666666666667,0.0466666666666667,0.274678451229496,0.223939393939394,0.196666666666667,0.196666666666667,0.15,0.1,0.2,0.245462713387242,0.219047619047619,-0.265,-0.245,0.1,-0.225,-0.225,0.296324893593801,-0.00955913651565825,0.0835227272727273,0.0772727272727273,0.166666666666667,0.284389400921659,0.173333333333333
"TrCP",-0.513429989141005,-0.374084745419472,-0.0833333333333333,-0.366820598718882,-0.0904761904761905,-0.0182992202729045,-0.0904761904761905,-0.074347158218126,-0.133333333333333,-0.212338282983444,-0.191047960402799,-0.175443160772555,-0.201868131868132,-0.193076923076923,-0.173076923076923,-0.0113095238095238,-0.429130815812185,0.366173813698921,0.366173813698921,-0.278018519233989,-0.0459328385922284,0.357777777777778,-0.34751100110011,0.28463828732534,0.4798007908899,-0.531108705199611,0.527578568667677,-0.523254696887701,0.558486999174698,-0.284978104505588,-0.246180290297937,-0.05920010408535,-0.202240896358543,-0.157142857142857,-0.569647534184919,-0.480345171872771,-0.426198830409357,-0.425345345345345,-0.357777777777778,-0.28,-0.28,-0.415719268244376,-0.366173813698921,0.424865634979121,0.370198968312454,-0.2,0.327826086956522,0.28,-0.483639579585201,0.369958461145194,0.0393595038971383,0.0533595038971383,0.0708333333333333,-0.357636363636364,0.049780701754386
"SUFU",0.579431100019641,0.480138181810276,-0.0928571428571429,0.347918582500574,-0.12,-0.15911630651228,-0.12,-0.125555555555556,-0.05,0.276059689067213,0.255043522785458,0.237612082347546,0.117438672438672,0.107121212121212,0.0957575757575757,-0.0503117677985836,0.551996011901491,-0.543612072400028,-0.543612072400028,0.39717745517451,-0.0371348492680283,-0.445555555555556,0.541884431358116,-0.241272093355068,-0.563425473067783,0.45298549404877,-0.612066777415609,0.573027584229514,-0.562628835256506,0.557096967923482,0.519818861414606,-0.0103756966940436,0.483648648648649,0.435,0.657437621405379,0.65152233660598,0.59241452991453,0.504778856526429,0.534722222222222,0.4625,0.373333333333333,0.592662705311421,0.543612072400028,-0.528645162614348,-0.483964311550518,0.3,-0.420745920745921,-0.369230769230769,0.593544186894614,-0.479545134502494,0.145250575250575,0.138686868686869,0.104857142857143,0.512622696368835,0.135626373626374
"FUS",0.534986655575197,0.447052679951539,-0.05,0.327323049001815,0,-0.135626373626374,-0.12,-0.12,-0.1,0.255043522785458,0.227301587301587,0.212310877528269,0.107121212121212,0.0957575757575757,0.0757575757575758,-0.0393839327470372,0.510599078341014,-0.484660107334526,-0.484660107334526,0.360850924562265,-0.0303715642438737,-0.373333333333333,0.48663967611336,-0.215276777195818,-0.504778856526429,0.418073032668749,-0.563425473067783,0.536705896688315,-0.519109053537543,0.519818861414606,0.483648648648649,-0.0109744990892532,0.435,0.393333333333333,0.612066777415609,0.59241452991453,0.534722222222222,0.445555555555556,0.4625,0.4,0.3,0.543612072400028,0.484660107334526,-0.483964311550518,-0.420745920745921,0.2,-0.369230769230769,-0.3,0.552342698324705,-0.432276725951425,0.138686868686869,0.125555555555556,0.0928571428571429,0.467121411021791,0.104857142857143
"SMO",0.492655367231638,0.408438818565401,-0.1,0.307586206896552,-0.1,-0.104857142857143,0,-0.12,0,0.227301587301587,0.206666666666667,0.199267399267399,0.0957575757575757,0.0757575757575758,0.0666666666666667,-0.0273420479302832,0.460599078341014,-0.428846153846154,-0.428846153846154,0.333015873015873,-0.0285310734463277,-0.3,0.428947368421053,-0.187326466636811,-0.445555555555556,0.379716868285188,-0.504778856526429,0.494874657909141,-0.467526185753558,0.483648648648649,0.435,-0.00277777777777778,0.393333333333333,0.333333333333333,0.563425473067783,0.534722222222222,0.4625,0.373333333333333,0.4,0.3,0.2,0.484660107334526,0.428846153846154,-0.420745920745921,-0.369230769230769,0.1,-0.3,-0.2,0.504605472047333,-0.387698412698413,0.125555555555556,0.12,0.05,0.42197090934955,0.0928571428571429
"GSK3",0.627221384275032,0.50397924186898,-0.136666666666667,0.503290165566787,0.0727272727272727,-0.225387931034483,0.067965367965368,0.0615137550621422,-0.0866666666666667,0.276082402140846,0.248945970356738,0.249234868583745,0.00406515053573877,-0.0045062780356898,-0.0219887955182073,0.0429071367561381,0.642581812637425,-0.708844825652071,-0.708844825652071,0.444652540442014,-0.0249739244256697,-0.471616541353383,0.497072139431754,-0.33227177432419,-0.60750742750917,0.582984910640725,-0.663518113172572,0.531519902736771,-0.6025616251039,0.398395619933266,0.357113568651214,-0.0111365764715432,0.307287784679089,0.256811594202899,0.713320744751519,0.607265203333899,0.54547275050371,0.545126475128218,0.471616541353383,0.389473684210526,0.389473684210526,0.767878439097449,0.708844825652071,-0.506752926582648,-0.445389290219012,0.3,-0.387494553376906,-0.328235294117647,0.811267456549897,-0.434088505553402,-0.0337361403616989,-0.0461763317492587,0.167916666666667,0.730118109383203,0.192054597701149
"SOSGRB2",0.0384085213032581,0.0340256754711269,-0.4,0.0234920634920635,-0.2,-0.469956140350877,-0.2,-0.2,-0.3,-0.191124144672532,-0.200215053763441,-0.0815340909090909,-0.447641091303063,-0.434965034965035,-0.427272727272727,-0.0224347826086956,0.0711947405828003,-0.503201506591337,-0.503201506591337,-0.106688596491228,-0.0156766917293233,-0.0142857142857143,0.249166666666667,-0.0140814081408141,-0.0229813664596273,-0.133233575877164,-0.0282445243543642,-0.339930066595129,0.110997035997036,0.0432164289611098,0.0396703296703297,-0.0171052631578947,0.0242857142857143,0.0142857142857143,0.0349366849662189,0.0186335403726708,0.0142857142857143,0.0186335403726708,0.0142857142857143,0,0,0.519868173258004,0.503201506591337,-0.318708318708319,-0.294465894465894,0,-0.280952380952381,-0.247619047619048,0.37475764354959,0.190660928061272,0.20345694531741,0.208108108108108,0.433333333333333,0.534796514067201,0.449122807017544
"Csn",-0.544964433416046,-0.420145848257755,0.04,-0.469807661602108,-0.114285714285714,0.1382,-0.080952380952381,-0.0779220779220779,0.14,-0.228093135767775,-0.206242236024845,-0.203147840531561,-0.0290917415917416,-0.0108225108225108,0.00606060606060607,-0.0462038335670874,-0.562167890779693,0.634646284723271,0.634646284723271,-0.391503118412286,-0.00877419354838709,0.386206896551724,-0.418704023982474,0.317336520302172,0.538485343673545,-0.528835711506569,0.598292417628529,-0.489004265833064,0.540803641879876,-0.351336527552999,-0.303365167171137,-0.0252287581699346,-0.254647218453189,-0.211363636363636,-0.651629759781265,-0.538982189864714,-0.466929788117989,-0.466929788117989,-0.386206896551724,-0.3,-0.3,-0.696258568792368,-0.634646284723271,0.424120670995671,0.370995670995671,-0.2,0.315151515151515,0.233333333333333,-0.755319588078124,0.365538002420312,0.0510315438131409,0.0682446585672392,-0.09,-0.761015858229828,-0.115
"RKIP",-0.00725585844093735,-0.0027939648474971,-0.2,-0.00125257883878573,-0.1,-0.254437229437229,-0.1,-0.12,-0.2,-0.112199888153129,-0.11318998716303,-0.089276035617499,-0.240831390831391,-0.229292929292929,-0.211111111111111,-0.0557338086749852,0.0405892260490354,-0.267207792207792,-0.267207792207792,-0.0230392156862745,-0.00832998565279771,0,0.137396825396825,0.00496952648851383,0.00910931174089069,-0.150146409683457,0.00841001104158999,-0.343741330069359,0.132880106997754,0.0742679127725857,0.0733333333333333,-0.0103299856527977,0.0733333333333333,0.0666666666666667,-0.00713774641054673,-0.0138461538461538,-0.01,-0.00526315789473684,0,0,0,0.273190698190698,0.267207792207792,-0.205238444607483,-0.190344827586207,0,-0.18,-0.13,0.311010745761719,0.11417252809443,0.109245901639344,0.124,0.214285714285714,0.378289992119779,0.239285714285714
"RAF",-0.00725585844093735,-0.0027939648474971,-0.2,-0.00125257883878573,-0.1,-0.254437229437229,-0.1,-0.12,-0.2,-0.112199888153129,-0.11318998716303,-0.089276035617499,-0.240831390831391,-0.229292929292929,-0.211111111111111,-0.0557338086749852,0.0405892260490354,-0.267207792207792,-0.267207792207792,-0.0230392156862745,-0.00832998565279771,0,0.137396825396825,0.00496952648851383,0.00910931174089069,-0.150146409683457,0.00841001104158999,-0.343741330069359,0.132880106997754,0.0742679127725857,0.0733333333333333,-0.0103299856527977,0.0733333333333333,0.0666666666666667,-0.00713774641054673,-0.0138461538461538,-0.01,-0.00526315789473684,0,0,0,0.273190698190698,0.267207792207792,-0.205238444607483,-0.190344827586207,0,-0.18,-0.13,0.311010745761719,0.11417252809443,0.109245901639344,0.124,0.214285714285714,0.378289992119779,0.239285714285714
"Wnt",-0.48259206121473,-0.387070707070707,0.1,-0.429635627530364,0,0.136666666666667,-0.1,-0.1,0.1,-0.206300934207911,-0.176068376068376,-0.187179487179487,0.0357142857142857,0.0357142857142857,0.05,-0.0823529411764706,-0.478726708074534,0.489473684210526,0.489473684210526,-0.32,-0.00143472022955524,0.2,-0.315151515151515,0.23030303030303,0.389473684210526,-0.457718894009217,0.471616541353383,-0.391120689655172,0.438686440677966,-0.256811594202899,-0.213333333333333,0.00588235294117647,-0.166666666666667,-0.1,-0.545126475128218,-0.389473684210526,-0.3,-0.3,-0.1,0,-0.1,-0.566746411483254,-0.489473684210526,0.328235294117647,0.24,0,0.2,0.1,-0.642712370989586,0.276176470588235,0.067965367965368,0.0727272727272727,-0.0666666666666667,-0.652037617554859,-0.0866666666666667
"TGFR",0.399382137946103,0.312737572957261,0.0583333333333333,0.35901916243999,0.193333333333333,0.00405811039225971,0.176666666666667,0.159425287356322,0.0333333333333333,0.196141486034724,0.191515151515151,0.170976837283601,0.0670023980815348,0.0533333333333333,0.0533333333333333,0.176045208909978,0.32751227855009,-0.297619047619048,-0.297619047619048,0.132857142857143,0.000749335241801025,-0.106666666666667,0.419509421702404,-0.102763963636639,-0.185589208871235,0.265534100771636,-0.21525428064157,0.144524454540475,-0.24366106853741,0.0898623775751435,0.0650396825396825,0.0101508299734844,0.145396825396825,0.131111111111111,0.239789267355476,0.190308668811408,0.154824797843666,0.150062893081761,0.111428571428571,0.0714285714285714,0.0666666666666667,0.327443609022556,0.297619047619048,-0.410373193257115,-0.393934837092732,0,-0.373934837092732,-0.347619047619048,0.1712056966712,-0.259262075515998,-0.146430937073836,-0.159425287356322,-0.0297619047619048,0.244422146168087,-0.00870927318295739
"Frizzled",-0.531106912699878,-0.423008207070707,0.0666666666666667,-0.452891441483853,-0.1,0.167916666666667,-0.1,-0.0727272727272727,0.1,-0.22592710243221,-0.206300934207911,-0.210583742498636,0.0219887955182073,0.0357142857142857,0.0357142857142857,-0.0661624649859944,-0.542218771566598,0.566746411483254,0.566746411483254,-0.362857142857143,0.0054959728397517,0.3,-0.372727272727273,0.272163495419309,0.471616541353383,-0.502241038531361,0.545126475128218,-0.443802077667791,0.499956281947807,-0.307287784679089,-0.256811594202899,-0.00364145658263305,-0.213333333333333,-0.166666666666667,-0.60750742750917,-0.471616541353383,-0.389473684210526,-0.389473684210526,-0.3,-0.1,-0.2,-0.644699167388765,-0.566746411483254,0.387494553376906,0.328235294117647,-0.1,0.24,0.2,-0.707168604411336,0.335772430184195,0.0615137550621422,0.067965367965368,-0.0866666666666667,-0.716886102403344,-0.136666666666667
"PI3K",-0.548693948098739,-0.437827768155637,0.166666666666667,-0.381379790940767,-0.1,0.259125188536953,-0.1,-0.0833333333333333,0.2,-0.243851460584234,-0.228651460584234,-0.231658426663976,0.0370967741935484,0.05,0.05,-0.0148536582606433,-0.537640901771337,0.545818181818182,0.545818181818182,-0.383920491273432,0.00859129785611114,0.277777777777778,-0.384615384615385,0.243047619047619,0.409149015235972,-0.38690513291625,0.470730936139927,-0.28310186488939,0.39852529009409,-0.385875179340029,-0.344411764705882,-0.00109649122807017,-0.304411764705882,-0.275,-0.523720626861576,-0.409149015235972,-0.342995169082126,-0.342995169082126,-0.277777777777778,-0.2,-0.2,-0.612941469489415,-0.545818181818182,0.406033888965422,0.345378151260504,-0.1,0.257142857142857,0.2,-0.666559149906394,0.312719298245614,0.0987179487179487,0.0987179487179487,-0.2,-0.692977392977393,-0.241176470588235
"ILK",-0.548693948098739,-0.437827768155637,0.166666666666667,-0.381379790940767,-0.1,0.259125188536953,-0.1,-0.0833333333333333,0.2,-0.243851460584234,-0.228651460584234,-0.231658426663976,0.0370967741935484,0.05,0.05,-0.0148536582606433,-0.537640901771337,0.545818181818182,0.545818181818182,-0.383920491273432,0.00859129785611114,0.277777777777778,-0.384615384615385,0.243047619047619,0.409149015235972,-0.38690513291625,0.470730936139927,-0.28310186488939,0.39852529009409,-0.385875179340029,-0.344411764705882,-0.00109649122807017,-0.304411764705882,-0.275,-0.523720626861576,-0.409149015235972,-0.342995169082126,-0.342995169082126,-0.277777777777778,-0.2,-0.2,-0.612941469489415,-0.545818181818182,0.406033888965422,0.345378151260504,-0.1,0.257142857142857,0.2,-0.666559149906394,0.312719298245614,0.0987179487179487,0.0987179487179487,-0.2,-0.692977392977393,-0.241176470588235
"TGF",0.38541987379516,0.300127602282775,0.0333333333333333,0.352468944099379,0.133333333333333,0.00870927318295739,0.193333333333333,0.176666666666667,0,0.191515151515151,0.191515151515151,0.172469374597034,0.0533333333333333,0.0533333333333333,0.0533333333333333,0.183518518518518,0.307158296249205,-0.261904761904762,-0.261904761904762,0.114285714285714,0.010183297505952,-0.0666666666666667,0.396052631578947,-0.0877425044091711,-0.150062893081761,0.248668683395146,-0.185589208871235,0.123691121207142,-0.220335433433483,0.0650396825396825,0.145396825396825,0.00836511568777015,0.131111111111111,0.12,0.21525428064157,0.154824797843666,0.111428571428571,0.106666666666667,0.0714285714285714,0,0,0.297619047619048,0.261904761904762,-0.393934837092732,-0.373934837092732,0,-0.347619047619048,-0.333333333333333,0.145802470864748,-0.239696858124693,-0.159425287356322,-0.159425287356322,-0.0583333333333333,0.216304786754885,-0.0297619047619048
"MEK",0.000906652091730999,-0.00246919304723974,0.214285714285714,-0.00595462836842147,0.1,0.253260758848994,0.12,0.124,0.2,0.111092877083018,0.112199888153129,0.0874578537993172,0.24156131783869,0.240831390831391,0.229292929292929,0.0524371053782819,-0.0476405081003175,0.273190698190698,0.273190698190698,0.0177760577915377,0.0107109380337501,-0.00526315789473684,-0.139619047619048,-0.00406862558761293,-0.00841001104158999,0.148689214783639,-0.00713774641054673,0.343498021066926,-0.132392302119705,-0.0757277667871842,-0.0742679127725857,0.00836920133907222,-0.0733333333333333,-0.0733333333333333,0.00546488395701513,0.0131468531468531,0.0138461538461538,0.00910931174089069,0.01,0,0,-0.280492285492285,-0.273190698190698,0.113571777940817,0.205238444607483,0,0.190344827586207,0.18,-0.315822461242891,-0.113352855963282,-0.107285117325619,-0.109245901639344,-0.239285714285714,-0.385415299245086,-0.254437229437229
