"","SNAI2","DSH","ZEB2","RAF","PI3K","DELTA","TGF","TGFR","MEK","Patched","KLF4","NFB","SMO","ERK","AKT","IKK","Csl","FUS","RKIP","Csn","ZEB1","NOTCH","TrCP","SUFU","NOTCHic","SNAI1","EGR1","TWIST1","cfos","Jagged","SMAD","ILK","HEY1","SHH","GSK3","miR200","CDC42","PAK1","FOXC2","SOSGRB2","RAS","Ecadherin","Destcompl","LIV1","Frizzled","Wnt","GLI","STAT","SRC","cateninmemb","cMet","CD44","cateninnuc","TCFLEF","AXIN2"
"SUFU",0.29351517092834,0.35,-0.132331270761971,0.286987592863113,0.286987592863113,0.286987592863113,-0.325390348802787,-0.307047153536515,0.0949687974046008,0.380075757575758,-0.118089776730692,0.0557142857142857,0.389166666666667,0.0868836910216221,0.0815273987757209,0.0634065934065934,-0.0424242424242424,0.3725,-0.0471599223881993,0.0357142857142857,0.00379391817730177,0.0398268398268398,-0.05,-0.36,0.046969696969697,0.0146378452339107,-0.0584615384615385,-0.154284903984563,-0.0857342657342657,-0.10337657003613,-0.135520245397322,-0.135289298515105,-0.135530368008105,-0.395133672633673,-0.109911935491807,0.0399709708865574,0.316621621621622,0.295,0.189222775643653,0.166838424733162,-0.302493921977037,-0.0579292115783843,-0.12815418154517,-0.2,-0.338888888888889,-0.371581196581197,-0.35857004416484,-0.26,-0.248888888888889,-0.21672582024118,-0.282869471413161,-0.270839396225191,-0.277572132798081,-0.288774178833886,-0.440479887797213
"CDC42",-0.00992416342781307,0.15,-0.1220915484838,0.0685729847494553,0.0685729847494553,0.0685729847494553,-0.164069264069264,-0.142857142857143,0.0550921149594694,0.134178187403994,-0.11447619047619,-0.133333333333333,0.130952380952381,0.0669565217391304,-0.0800438596491228,-0.0958333333333333,-0.0833333333333333,0.147619047619048,-0.0424009324009324,-0.133333333333333,-0.0117798531842115,0.0494871794871795,0.1,-0.133333333333333,0.0602564102564103,0.0240276179516686,-0.06,-0.158103896103896,-0.08,0.00847222222222223,-0.0962877624167947,-0.0801587301587302,-0.0893303348325837,-0.150227570120043,-0.0309496753246753,0.0123801035565741,0.10952380952381,0.185714285714286,0.136021042563367,0.0555555555555556,-0.0832071310909188,-0.189643600138321,-0.167048291544907,-0.1,-0.19,-0.215925925925926,-0.231715399610136,-0.15,-0.19,-0.245242829268357,-0.215925925925926,-0.234844844844845,-0.25005203223025,-0.243755735933954,-0.264137931034483
"NOTCHic",0.0575321415413364,0.16,-0.118035426731079,0.133939393939394,0.133939393939394,0.133939393939394,-0.197566011460402,-0.177820788530466,0.0804761904761905,0.162405731523379,-0.109834368530021,-0.122222222222222,0.150641025641026,0.0861904761904762,-0.0568475452196382,-0.0777777777777778,-0.165714285714286,0.158333333333333,-0.0347168777474751,-0.133333333333333,-0.011207729468599,0.0352389037108901,0.1,-0.133333333333333,0.0431336405529954,0.0165201465201465,-0.06,-0.21018452190598,-0.0933333333333333,-0.031809676710339,-0.100366563891744,-0.0823809523809524,-0.189754738015608,-0.180685301415852,-0.0846616636585289,0.0115942246578085,0.139111111111111,0.111111111111111,0.158150098749177,0.0498086124401914,-0.150195551574862,-0.199346121812955,-0.1757160418095,-0.1,-0.213846153846154,-0.241118881118881,-0.263699526280171,-0.16,-0.213846153846154,-0.276421650934616,-0.241118881118881,-0.266393606393606,-0.28376702904511,-0.274148708434423,-0.301606768493561
"PAK1",-0.00648835872618558,0.19,-0.117268397358398,0.0832071310909188,0.0832071310909188,0.0832071310909188,-0.170626641118444,-0.164069264069264,0.0617587816261361,0.150227570120043,-0.117754879000781,-0.0958333333333333,0.134178187403994,0.0550921149594694,-0.0726364522417154,-0.0800438596491228,-0.0602564102564103,0.130952380952381,-0.0363235843346341,-0.133333333333333,-0.0114583097758514,0.0527838827838828,0.133333333333333,-0.147619047619048,0.0494871794871795,0.0142424150877068,-0.08,-0.160821287408244,-0.0669565217391304,0.00908571915473757,-0.104029697900666,-0.0962877624167947,-0.102565628950231,-0.166227570120043,-0.0356769480519481,0.0098420324905843,0.142857142857143,0.10952380952381,0.14015897359785,0.0624862486248625,-0.0945707674545551,-0.189851212595069,-0.172461825379493,-0.15,-0.215925925925926,-0.231715399610136,-0.240008082536966,-0.19,-0.215925925925926,-0.248905832931361,-0.234844844844845,-0.243755735933954,-0.252948583954388,-0.25005203223025,-0.278603339839514
"LIV1",-0.00648835872618558,0.19,-0.117268397358398,0.0832071310909188,0.0832071310909188,0.0832071310909188,-0.170626641118444,-0.164069264069264,0.0617587816261361,0.150227570120043,-0.117754879000781,-0.0958333333333333,0.134178187403994,0.0550921149594694,-0.0726364522417154,-0.0800438596491228,-0.0602564102564103,0.130952380952381,-0.0363235843346341,-0.133333333333333,-0.0114583097758514,0.0527838827838828,0.133333333333333,-0.147619047619048,0.0494871794871795,0.0142424150877068,-0.08,-0.160821287408244,-0.0669565217391304,0.00908571915473757,-0.104029697900666,-0.0962877624167947,-0.102565628950231,-0.166227570120043,-0.0356769480519481,0.0098420324905843,0.142857142857143,0.10952380952381,0.14015897359785,0.0624862486248625,-0.0945707674545551,-0.189851212595069,-0.172461825379493,-0.15,-0.215925925925926,-0.231715399610136,-0.240008082536966,-0.19,-0.215925925925926,-0.248905832931361,-0.234844844844845,-0.243755735933954,-0.252948583954388,-0.25005203223025,-0.278603339839514
"STAT",0.171799050934992,0.271428571428571,-0.115761161915008,0.250692721257237,0.250692721257237,0.250692721257237,-0.293679645424497,-0.272906698564593,0.0898924731182796,0.193294573643411,-0.205951673598732,-0.08,0.181666666666667,0.0866666666666667,-0.0151089588377724,-0.0371428571428572,-0.0156862745098039,0.175,-0.0391457528957529,-0.1,-0.00901918594226287,-0.00268160793574843,0.1,-0.15,0.0021727609962904,0.01283670996242,-0.0666666666666667,-0.303416689923437,-0.0866666666666667,-0.0928890714011114,-0.109364762063413,-0.0955716586151369,-0.098,-0.217188378953145,-0.172403204272363,0.00395161450317856,0.246590909090909,0.209090909090909,0.223453306066803,-0.000492610837438423,-0.270095706331864,-0.292151133760397,-0.231710253246144,-0.1,-0.308928571428571,-0.345292207792208,-0.356216577540107,-0.271428571428571,-0.308928571428571,-0.372968865404846,-0.345292207792208,-0.358112720612721,-0.375203819750571,-0.372939219035434,-0.400767467826291
"NOTCH",0.0501173118820178,0.1,-0.114331723027375,0.100606060606061,0.100606060606061,0.100606060606061,-0.177820788530466,-0.139111111111111,0.0861904761904762,0.150641025641026,-0.0884057971014493,-0.133333333333333,0.158333333333333,0.0933333333333333,-0.0777777777777778,-0.122222222222222,-0.18,0.133333333333333,-0.0276746242263484,-0.1,-0.0104669887278583,0.0431336405529954,0,-0.1,0.165714285714286,0.0212820512820513,0,-0.193203389830508,-0.06,-0.0218759018759019,-0.0823809523809524,-0.0690476190476191,-0.178985507246377,-0.162405731523379,-0.062347614071752,0.0167965367965368,0.111111111111111,0.1,0.140408163265306,0.0452631578947368,-0.133939393939394,-0.19919298245614,-0.174382708476166,0,-0.16,-0.213846153846154,-0.241118881118881,-0.1,-0.16,-0.272567695559363,-0.213846153846154,-0.241118881118881,-0.274148708434423,-0.266393606393606,-0.271051212938005
"SNAI1",-0.00437639090855233,0.215925925925926,-0.110995334627771,0.0945707674545551,0.0945707674545551,0.0945707674545551,-0.169215350795864,-0.170626641118444,0.0711758219848805,0.166227570120043,-0.111835875885516,-0.0800438596491228,0.150227570120043,0.0617587816261361,-0.0712475633528265,-0.0726364522417154,-0.0494871794871795,0.134178187403994,-0.02628174333045,-0.0958333333333333,-0.0076452716454701,0.0580900052328624,0.133333333333333,-0.130952380952381,0.0527838827838828,-0.0889604318873822,-0.0669565217391304,-0.159487954074911,-0.0550921149594694,0.00790924856650227,-0.104644704050727,-0.104029697900666,-0.107922771807374,-0.174188735168587,-0.0407594563027731,0.00724837254822118,0.164069264069264,0.142857142857143,0.136219964703313,0.0651277580588248,-0.0994968758289394,-0.189330921231905,-0.173613141168967,-0.19,-0.231715399610136,-0.240008082536966,-0.246040989301134,-0.215925925925926,-0.234844844844845,-0.250460237076439,-0.243755735933954,-0.25005203223025,-0.255891278843392,-0.252948583954388,-0.287927349163524
"RAS",-0.31519865641169,-0.1,-0.105754786450663,-0.298974358974359,-0.298974358974359,-0.298974358974359,-0.111147350029121,-0.114117647058824,-0.177275541795666,0.0286666666666667,-0.106785714285714,-0.2,0.0166666666666667,-0.183157894736842,-0.225555555555556,-0.22,0.15,0,0.0593270440251572,-0.1,-0.078059646539028,-0.146623634558093,0.1,0.1,-0.144736842105263,0.0685840707964602,0.22,-0.0880741953082379,0.22,-0.0169288389513109,-0.00278293135435992,-0.012987012987013,-0.00474308300395257,-0.0168022598870056,0.279832041343669,0.0810461538461538,0.12,0.18,0.106349206349206,-0.0796536796536797,0.198974358974359,-0.153839482213614,0.11068645370971,0,0.05,0.0441176470588235,0.0149509803921569,0.1,0.05,-0.0962500986878154,0.0441176470588235,0.0164580725907384,-9.45532536721278e-05,0.0149196110522769,0.0491699604743083
"SMAD",-0.104209667733481,0.0476190476190476,-0.102425562554329,0.0882493808956691,0.0882493808956691,0.0882493808956691,-0.0996780746801358,-0.0972876364331239,0.0537425908674971,0.00292048929663608,-0.102551359977643,0.0222222222222222,-0.00166666666666667,0.0527810524059586,0.037359477124183,0.0320261437908497,0.000952380952380955,0.00833333333333333,-0.0183748545668294,-0.0111111111111111,0.00612761679022968,-0.0112151067323481,0,-0.0333333333333333,-0.0135960591133005,-0.00211574402300208,-0.0857142857142857,-0.0664800720301354,-0.076036866359447,-0.0348130149420472,-0.0746565763004119,0.0320100903662548,0.0565217654843565,-0.0137011584416175,-0.0943598534575978,-0.00563982328741845,0.0810865191146881,0.0571428571428571,0.0863108697702721,0.0676205264714582,-0.0921967493167218,-0.0403132714803684,-0.0471305448631891,-0.02,-0.0587301587301587,-0.0606532356532356,-0.0613726601136673,-0.0342857142857143,-0.0453968253968254,-0.0473181021287588,-0.0493183940242764,-0.0504093031151855,-0.0514604167099637,-0.05135909958737,-0.0509961757711381
"CD44",0.191821511821512,0,-0.1,-0.180952380952381,-0.180952380952381,-0.180952380952381,-0.146388888888889,-0.124166666666667,-0.105,0.08,-0.180952380952381,-0.2,0.1,-0.115,-0.2,-0.233333333333333,0,0.1,-0.165925925925926,-0.2,-0.0650793650793651,-0.0586466165413534,0.1,-0.1,-0.0428571428571429,0.101568314726209,0.1,-0.121978021978022,0.075,0.0566899766899767,-0.0909297052154195,-0.0888888888888889,-0.0596491228070175,-0.107272727272727,0.0636904761904762,0.0796091348265261,0.0866666666666667,0.0666666666666667,0.13875,0.0976190476190476,0.166666666666667,-0.120183476278363,-0.080033831714504,0.1,-0.1,-0.15,-0.143333333333333,0.1,0,-0.164395604395604,-0.05,-0.143333333333333,-0.159612403100775,-0.159612403100775,-0.17
"cMet",0.189631730799614,0.1,-0.096969696969697,-0.166666666666667,-0.166666666666667,-0.166666666666667,-0.144261229314421,-0.146388888888889,-0.117727272727273,0.107272727272727,-0.2,-0.233333333333333,0.08,-0.105,-0.21875,-0.2,0.0428571428571429,0.1,-0.147407407407407,-0.2,-0.055988455988456,-0.0522636378179491,0.2,-0.1,-0.0586466165413534,0.103263229980447,0.075,-0.12310161748364,0.115,0.0501682375595419,-0.10183879612451,-0.0909297052154195,-0.061609907120743,-0.107272727272727,0.0459485407066052,0.0702341348265261,0.124166666666667,0.0866666666666667,0.13748417721519,0.0976190476190476,0.166666666666667,-0.122473552614241,-0.0719257236063959,0.1,-0.15,-0.143333333333333,-0.156969696969697,0,-0.05,-0.165463220053967,-0.143333333333333,-0.159612403100775,-0.169216922874786,-0.159612403100775,-0.184285714285714
"Destcompl",-0.152572972361789,-0.0793650793650794,-0.0955803341996681,-0.1647026879852,-0.1647026879852,-0.1647026879852,-0.0577539908885514,-0.075389458868847,-0.0993904856988484,-0.0434235460606731,-0.10909567557484,-0.174120082815735,-0.0657033388067871,-0.0875761397072873,-0.171308546447152,-0.155201163896816,0.0156600078339209,-0.0314176245210728,-0.00158854920964396,-0.152380952380952,-0.0210882413403227,-0.0237479227942764,0.166666666666667,0.0555555555555556,-0.0319643556600078,0.0266673157069648,0.0712820512820513,0.00955143262732628,0.0924941724941725,0.0434687743992904,-0.0715956558061821,-0.0653968253968254,-0.0650887573964497,0.0587040102773075,0.0567084666941622,0.0641688188216649,0.0474947220267417,0.0716326530612245,0.0737265879799865,0.0401547447493024,0.177732515300742,-0.0506386764570297,-0.0277801737492237,0.0222222222222222,0.0314198738856273,0.067063438242063,0.0364511933441038,0.0793650793650794,0.0314198738856273,0.0111717923959041,0.0677382818458263,0.0363949982637368,0.0393169069907631,0.0594086968938737,0.16030574021263
"Jagged",0.0315987933634992,0,-0.0884057971014493,0.0733333333333333,0.0733333333333333,0.0733333333333333,-0.139111111111111,-0.111111111111111,0.0933333333333333,0.158333333333333,-0.0666666666666667,-0.1,0.133333333333333,0.06,-0.122222222222222,-0.133333333333333,-0.2,0.1,0.0102564102564103,0,-0.00676328502415459,0.165714285714286,0,0,0.18,0.0166666666666667,0.1,-0.161,0,0.00034632034632035,-0.0690476190476191,-0.0833333333333333,-0.183333333333333,-0.150641025641026,-0.0532567049808429,0.0139393939393939,0.1,0.2,0.105714285714286,0.04,-0.100606060606061,-0.19919298245614,-0.15569111969112,0,-0.1,-0.16,-0.213846153846154,0,-0.1,-0.259478690323761,-0.16,-0.213846153846154,-0.266393606393606,-0.241118881118881,-0.231428571428571
"DELTA",0.0315987933634992,0,-0.0884057971014493,0.0733333333333333,0.0733333333333333,0.0733333333333333,-0.139111111111111,-0.111111111111111,0.0933333333333333,0.158333333333333,-0.0666666666666667,-0.1,0.133333333333333,0.06,-0.122222222222222,-0.133333333333333,-0.2,0.1,0.0102564102564103,0,-0.00676328502415459,0.165714285714286,0,0,0.18,0.0166666666666667,0.1,-0.161,0,0.00034632034632035,-0.0690476190476191,-0.0833333333333333,-0.183333333333333,-0.150641025641026,-0.0532567049808429,0.0139393939393939,0.1,0.2,0.105714285714286,0.04,-0.100606060606061,-0.19919298245614,-0.15569111969112,0,-0.1,-0.16,-0.213846153846154,0,-0.1,-0.259478690323761,-0.16,-0.213846153846154,-0.266393606393606,-0.241118881118881,-0.231428571428571
"TWIST1",0.0690910615440579,-0.228571428571429,-0.0869957676975221,-0.163459403060921,-0.163459403060921,-0.163459403060921,0.230192030072146,0.231330982236155,-0.168987442649453,-0.320694063926941,-0.0941421721909527,0.0115384615384615,-0.294666666666667,-0.159534706331045,-0.0159837337803439,-0.00750915750915751,-0.0437037037037037,-0.266666666666667,-0.0421903269729357,0.05,-0.0615773668405247,0.0380433263452131,-0.1,0.233333333333333,0.0437037037037037,0.0657583200090195,0.133333333333333,0.213753904689259,0.146376811594203,0.165470242019172,0.11981080990982,0.114860314860315,0.104352145030111,0.328083226488517,0.188571937866056,0.0731810082800545,-0.212580982236155,-0.198787878787879,-0.170291477090052,-0.10521621780203,0.170651183882839,0.246468102899837,0.186132868266708,0.2,0.267460317460317,0.274828738512949,0.292428738512949,0.228571428571429,0.267460317460317,0.301285416826664,0.27597095575819,0.294043244914816,0.302036960829421,0.293583826844372,0.331552587197748
"miR200",-0.12357002119895,-0.1,-0.0470161290322581,-0.122518178339074,-0.122518178339074,-0.122518178339074,0.034975287939632,0.0320683111954459,-0.019047619047619,-0.0212658227848101,-0.0476190476190476,-0.0252631578947368,-0.02,-0.0142857142857143,-0.0242928074904242,-0.022406015037594,-0.00226600985221675,-0.02,0.000922601377776521,-0.02,0.0459274193548387,0.00283098160362918,0,0.02,0.00226600985221675,0.00456654456654457,0.0142857142857143,0.100622935346862,0.0142857142857143,0.0185816350994965,0.00479117284121861,0.00635857096034087,0.00502824858757062,0.0267006053935058,0.0121855957048738,-0.0669421171767058,-0.0352941176470588,-0.0333333333333333,-0.020507622458842,-0.0101579626047711,0.125261320483712,-0.00246870810578568,0.0849100213093531,0.1,0.096,0.105859154929577,0.102562451632874,0.1,0.0956521739130435,0.0982618242224032,0.105511328842621,0.102140542325767,0.102494077679302,0.104918320103545,0.14791857429339
"TGFR",-0.109896578813652,0.0142857142857143,-0.0422889837017034,0.138690476190476,0.138690476190476,0.138690476190476,0.0297728807835191,0.0368650793650794,0.0407360867923233,-0.0963649425287356,-0.0403372561839381,0.191666666666667,-0.0901149425287356,0.0462155388471178,0.201580987352101,0.196929824561404,-0.0333333333333333,-0.0866666666666667,-0.00428571428571429,0.191666666666667,-0.0341781268494277,0.0234102373273795,-0.166666666666667,0.0866666666666667,0.0298850574712644,-0.0246503871564209,-0.0476190476190476,0.0303848688546198,-0.0528822055137845,-0.0935433608674308,0.100032734647589,0.103235581622678,0.104890441409971,0.0924101402688486,-0.106786772048807,0.0349161591097075,-0.142222222222222,-0.142222222222222,-0.0347851853860967,-0.104028589993502,-0.141029657477026,-0.0043900598779384,-0.0122152289651715,0,-0.0142857142857143,-0.0237196765498652,-0.0217841926788975,0,0,-0.00658676853678227,-0.00943396226415094,-0.00811817279046673,-0.00804782218167969,-0.00955357948903133,-0.00746039315424151
"ZEB1",-0.268893637983316,-0.233333333333333,-0.0420698199704285,-0.209609130701212,-0.209609130701212,-0.209609130701212,-0.0652483945617955,-0.0565869772389609,-0.101379286516369,-0.114995543672014,-0.0445798703596152,-0.0357894736842105,-0.0973484848484849,-0.0859607843137255,-0.0341501294219154,-0.0341501294219154,0.0104166666666667,-0.0791666666666667,-0.0428718798931565,-0.02,-0.123565880278994,-0.0281771592934695,0,0.0666666666666667,-0.0182598039215686,0.048896502706266,0.0666666666666667,0.0938857542969479,0.0706666666666667,0.0550300856487828,0.0247287110176107,0.0309787110176107,0.0345401403432491,0.114639671785893,0.0620962960833584,-0.0632674122898421,0.055064134599367,0.0565134099616858,0.092524346080093,0.0901364522417154,0.210396532276015,0.0998111924329,0.145004074639892,0.233333333333333,0.250406504065041,0.248483427141964,0.255012636763957,0.241025641025641,0.258098811757348,0.251348349500062,0.256138027443623,0.262388027443623,0.264608329729504,0.260792282762772,0.305456613760298
