"","AXIN2","Csn","SRC","TCFLEF","CD44","AKT","STAT","IKK","TrCP","LIV1","SMO","NFB","SOSGRB2","MEK","EGR1","ERK","SNAI2","ZEB2","ZEB1","Csl","NOTCH","NOTCHic","Jagged","TWIST1","RKIP","PAK1","TGFR","TGF","ILK","CDC42","HEY1","KLF4","SMAD","FUS","SNAI1","Ecadherin","FOXC2","cfos","SHH","Destcompl","Patched","cateninmemb","RAS","RAF","PI3K","DELTA","cateninnuc","SUFU","cMet","DSH","GLI","Wnt","miR200","Frizzled","GSK3"
"DSH",0.0710054326009581,0.14,0.00263157894736842,0.0202711248319474,0.00312826768909028,0.144094827586207,0.05,0.13375,0.2,0,0.0378787878787879,0.1275,0.00968218773096822,0.159494160237194,0.153333333333333,0.140697167755991,-0.0810956038196294,0.00883964163200852,0.00883964163200852,0.147619047619048,0.136814166225931,0.122128851540616,-0.00195190620293219,-0.137209309255617,-0.148439893439893,0.0933333333333333,0.0983850931677019,0.0875836994394789,0.0294261559638652,0.0802898550724638,0.0358480489275562,0.00424247368850453,0.0147091748317897,-0.00454545454545455,-0.212974465148378,0.0914226896235733,-0.316088733787632,-0.15921568627451,-0.0194540896796982,-0.0405803468445274,-0.0249755620723363,0.0216172161903431,-0.217671742622378,-0.210668941501929,-0.210668941501929,-0.210668941501929,-0.00664690399490379,-0.05,-0.0276315789473684,-0.05,-0.00475576195390437,-0.0276315789473684,-0.162310683050012,-0.00263157894736842,-0.122245852395464
"Destcompl",-0.149886847273006,-0.123809523809524,-0.0270167427701674,-0.0423592085235921,-0.0270167427701674,-0.140015750462205,-0.0722222222222222,-0.13129091824744,-0.166666666666667,-0.0222222222222222,-0.122123700054735,-0.14120082815735,-0.0494004605176491,-0.112700958859913,-0.098974358974359,-0.100464671940082,-0.137260667435881,0.0117069732610898,0.0117069732610898,-0.117947512730121,-0.109234434399547,-0.0962083822953388,-0.019241398768014,-0.0033434492112301,0.00432467933919737,-0.0830612244897959,-0.0837690284825364,-0.0750005555761325,-0.000873015873015871,-0.072716396903589,-0.0101512163050625,0.0139609178162776,0.0081328320802005,0.104980842911877,0.0295955666853565,-0.0529383141172226,0.0786462812135012,0.114125874125874,0.111422263909577,-0.0591431905172517,0.108134062749035,0.00246037505466,0.153118484711351,0.146839049860488,0.146839049860488,0.146839049860488,0.0285397286663764,0.122222222222222,0.0523898770985256,0.0722222222222222,0.0277129348383538,0.0527593170275932,0.109365673949268,0.0270167427701674,0.023827540637536
"AKT",0.0526979542719615,0.266666666666667,-0.00579710144927537,-0.00151469621981439,-0.0128549024053814,0.158654417477947,0.0333333333333333,0.25158371040724,0.3,0,0.0230769230769231,0.249019607843137,-0.0449145299145299,0.14939266430789,0.147619047619048,0.135468613674978,-0.0214113469413555,0.0144315480894905,0.0144315480894905,0.155769230769231,0.141725170973794,0.13318858560794,-0.00410944579993029,-0.031404765070501,-0.157849695061971,0.194117647058824,0.197564801530368,0.189407701832483,0.03871212484994,0.182117647058824,0.0447176866593889,0.0118308591992802,0.0255808117186268,0,-0.202044331844103,0.129967226043255,-0.214689528699798,-0.153501400560224,-0.00459739091318039,-0.0567820684236305,-0.011965811965812,0.0504362304723917,-0.238592175497936,-0.235459645377454,-0.235459645377454,-0.235459645377454,0.0124377731428913,-0.05,-0.00804905239687848,-0.0333333333333333,0.0115040202288198,-0.00804905239687848,-0.163567021040502,0.00579710144927537,-0.239663144501854
"FOXC2",0.419578467874697,0.2,0.362745098039216,0.333859665978859,0.35024762584508,0.297037037037037,0.333333333333333,0.293333333333333,0.1,0.3,0.316666666666667,0.26,0.223813607775872,0.221839131153867,0.16,0.21668449197861,0.433965235176628,0.0147626418988648,0.0147626418988648,0.345454545454545,0.380126276328121,0.377033492822966,0.351018127299986,0.310518518518519,0.0611317254174397,-0.00909090909090909,-0.00909090909090909,-0.00665188470066519,0.02,-0.00509090909090909,0.0527883880825057,0.0407407407407407,0.0243478260869565,-0.3,0.0465823574437342,-0.106447824488972,0.211681342564585,-0.187272727272727,-0.317540322580645,-0.114373362949681,-0.322916666666667,-0.336844651509286,-0.322032428355958,-0.327179487179487,-0.327179487179487,-0.327179487179487,-0.329750076937764,-0.2,-0.351117191062471,-0.333333333333333,-0.351117191062471,-0.351117191062471,0.0263532763532764,-0.362745098039216,-0.131789728549195
"SRC",-0.293981894683157,0.15,-0.225,-0.260297880847661,-0.256639344262295,0.0448717948717949,-0.1,0.0448717948717949,0.1,0,-0.106666666666667,0.0833333333333333,0.0442857142857143,0.180998665904326,0.233333333333333,0.197979797979798,-0.315826183524583,0.0157607067984426,0.0157607067984426,0.08,0.0442857142857143,0.0657142857142857,-0.0484897671136203,-0.182388531009221,-0.0581622678396872,0.111111111111111,0.0861111111111111,0.0952020202020202,0.0883771929824561,0.0861111111111111,0.11864448857994,0.126421188630491,0.0928816974869607,0.0666666666666667,-0.165155209532588,0.187853464618171,-0.324346405228758,-0.242424242424242,0.120610021786492,0.0596165790731008,0.102962962962963,0.256372174824128,-0.0647449463344332,-0.0783813099707968,-0.0783813099707968,-0.0783813099707968,0.252467903219026,-0.0333333333333333,0.255,0.2,0.256639344262295,0.255,-0.148455570194701,0.225,0.0416450216450216
"cMet",0.171111111111111,0,0.05,0.132432915921288,0.146279069767442,0.0204166666666667,0,0.0266666666666667,0,-0.1,0.18,-0.0333333333333333,-0.323809523809524,-0.271363636363636,-0.275,-0.295,0.350284460065482,0.0164502164502164,0.0164502164502164,-0.214285714285714,-0.223692209246521,-0.230075187969925,-0.100213844126888,-0.0101568094826522,-0.122222222222222,-0.06,-0.0433333333333333,-0.0497163120567376,-0.141269841269841,-0.06,-0.181596147230822,-0.0825396825396826,-0.157633477633478,-0.1,-0.00106056100703737,-0.0612182427637273,0.00985759493670887,0.295,-0.155284090909091,-0.0818723066622226,-0.170909090909091,-0.117576030138308,0.157124887690925,0.155238095238095,0.155238095238095,0.155238095238095,-0.135822746429763,-0.1,-0.13,-0.1,-0.148181818181818,-0.13,0.0381104523495828,-0.15,-0.117300307219662
"STAT",-0.328270552976435,0,-0.267857142857143,-0.273566627904167,-0.278929403929404,-0.0714447134786118,-0.242857142857143,-0.0561904761904762,0.1,-0.1,-0.0416666666666667,-0.08,-0.175451559934319,-0.0707020872865275,0.0333333333333333,-0.076078431372549,-0.355829261897373,0.0180563026716873,0.0180563026716873,-0.117647058823529,-0.16692546344174,-0.15818759936407,-0.117930893882734,-0.317915933807988,-0.0800498712998713,0.00454545454545455,0.0203349282296651,0.0140547349929501,-0.0033816425120773,0.00454545454545455,-0.016,0.111487423252129,-0.0240712976844911,0.075,-0.133672468352567,0.173723862878322,-0.320072256305385,0.0466666666666667,0.0747598957261439,0.146945308392069,0.0579457364341085,0.25881819611501,0.261599030282829,0.260106492969396,0.260106492969396,0.260106492969396,0.268679857939924,0,0.281493506493506,0.242857142857143,0.277291825821238,0.281493506493506,-0.0925004990219979,0.267857142857143,0.158878504672897
"FUS",0.31681107498199,0.15,0.17,0.121220283719006,0.141521035598705,0.106989010989011,0.15,0.103142857142857,0.1,0.2,-0.0241666666666667,0.107142857142857,-0.0142375168690958,0.130200144682903,0.12,0.142843822843823,0.264448583436759,0.0190019410072441,0.0190019410072441,0.242424242424242,0.246969696969697,0.267424242424242,0.130435392363103,0.0265638367039661,-0.0711798396334479,0.166666666666667,0.158558558558559,0.170260686218133,0.0688888888888889,0.166666666666667,0.0835961140308966,0.0435336976320583,0.0837275985663083,-0.0133333333333333,-0.0874822479204707,0.094289210125111,-0.0796007259528131,-0.127692307692308,0.0125505050505051,0.00746763789031656,0.0075,-0.0513537255514906,-0.207067605518276,-0.221478085867621,-0.221478085867621,-0.221478085867621,-0.126111588066832,0.0666666666666667,-0.136666666666667,-0.05,-0.0349358974358974,-0.0291666666666667,-0.128257807697587,-0.0625,-0.0211237334496093
"SUFU",0.303462128846158,0.107142857142857,0.136666666666667,0.126111588066832,0.121220283719006,0.114371561324581,0.17,0.106989010989011,0.15,0.15,-0.0075,0.103142857142857,-0.0149368175683965,0.139136314895669,0.127692307692308,0.130200144682903,0.262009559046515,0.020451216369563,0.020451216369563,0.267424242424242,0.247763347763348,0.246969696969697,0.12307197193555,0.0176978573225228,-0.0634247375926315,0.166666666666667,0.170260686218133,0.164935242431151,0.0837275985663083,0.158558558558559,0.0980539453561979,0.0345516617039146,0.0774920327464468,0.0241666666666667,-0.0896968986870806,0.0939802502898895,-0.0778637532480984,-0.142843822843823,0.0191142116142116,-0.00343082037656276,0.0125505050505051,-0.0538093872158835,-0.206118238429668,-0.207067605518276,-0.207067605518276,-0.207067605518276,-0.116444068885247,-0.0133333333333333,-0.141521035598705,-0.0625,-0.0152332952054142,-0.0349358974358974,-0.130488290968963,-0.0291666666666667,-0.00518543010770703
"NOTCH",-0.203611859838275,0.1,-0.12,-0.175244755244755,-0.167552447552448,-0.0444444444444444,-0.1,-0.0777777777777778,0,0,-0.075,0,-0.0631578947368421,-0.0757142857142857,0,-0.04,-0.34321745792334,0.0206119162640902,0.0206119162640902,0.02,-0.128387096774194,0.02,-0.114632034632035,-0.19764406779661,-0.034394341290893,0.1,0.0404444444444444,0.0630250896057348,-0.0190476190476191,0.0444444444444444,0.0710144927536232,0.0502415458937198,0.00761904761904761,0,-0.0944871794871795,0.0780384833050368,-0.306734693877551,-0.06,0.044683257918552,0.108611987154043,0.0211538461538462,0.163952386379199,0.156627140974967,0.129090909090909,0.129090909090909,0.129090909090909,0.166673326673327,-0.1,0.158461538461538,0.1,0.167552447552448,0.158461538461538,-0.0806926406926407,0.12,0.0977011494252874
"Wnt",0.0739393939393939,0.1,0,0.0276315789473684,0.00263157894736842,0.1275,0.1,0.14,0.1,0,0.05,0.2,-0.00909090909090909,0.15921568627451,0.1,0.153333333333333,-0.0748275862068966,0.0209469153515065,0.0209469153515065,0.1,0.147619047619048,0.114285714285714,-0.00965686274509804,-0.135588235294118,-0.146666666666667,0.1,0.0933333333333333,0.0802898550724638,0.0102564102564103,0.1,0.0169230769230769,-0.00588235294117647,0.00793082886106142,-0.1,-0.226086956521739,0.0932027649769585,-0.311497975708502,-0.133333333333333,-0.0378787878787879,-0.0498170893071187,-0.00454545454545455,0.0189406779661017,-0.227204374572796,-0.209022556390977,-0.209022556390977,-0.209022556390977,-0.00312826768909028,0,-0.05,0,-0.00263157894736842,-0.05,-0.166464646464646,0.1,-0.117554858934169
"NOTCHic",-0.216111859838275,0,-0.158461538461538,-0.166673326673327,-0.175244755244755,-0.0560723514211886,-0.12,-0.0444444444444444,0.1,-0.1,-0.0211538461538462,-0.0777777777777778,-0.0858851674641148,-0.0585714285714286,0.06,-0.0757142857142857,-0.345021065137769,0.0213526570048309,0.0213526570048309,0.02,-0.131018675721562,-0.128387096774194,-0.108671769731372,-0.19827299861422,-0.0301689891782169,0.0444444444444444,0.0630250896057348,0.0521970641280278,0.00761904761904761,0.0404444444444444,0.0971683389074693,0.0180986887508627,-0.0204385063377869,0.075,-0.0897252747252747,0.071759769675634,-0.308347597103357,0.04,0.0651133654454338,0.10027865382071,0.044683257918552,0.157258674411653,0.157119751812406,0.156627140974967,0.156627140974967,0.156627140974967,0.167742028963403,0,0.167552447552448,0.12,0.172928791638469,0.167552447552448,-0.093987438380502,0.158461538461538,0.0985275957062791
"cfos",-0.154696223316913,0,-0.12,-0.118485614327198,-0.126406406406406,-0.0302631578947368,-0.1,-0.025,0.1,-0.1,-0.00476190476190477,-0.075,-0.0666666666666667,-0.0450110537951363,-0.04,-0.0704347826086957,-0.295926312130692,0.0233560090702948,0.0233560090702948,-0.0333333333333333,-0.0671794871794872,-0.0717948717948718,-0.0504513888888889,-0.160112554112554,-0.0224708624708625,0.0285714285714286,0.0492997198879552,0.0371785077667431,0.0105820105820106,0.0238095238095238,0.00204897551224387,0.021968253968254,-0.0184502474825056,0.0714285714285714,-0.0788985697846457,0.0671931603908792,-0.274944319191091,0.04,0.0418785913409569,0.0908603112206519,0.0208909370199693,0.111000645990983,0.113900844890802,0.116339869281046,0.116339869281046,0.116339869281046,0.11996709580868,0,0.123703703703704,0.1,0.123703703703704,0.123703703703704,-0.0901324166030048,0.12,0.0851893939393939
"CDC42",-0.154696223316913,0,-0.12,-0.118485614327198,-0.126406406406406,-0.0302631578947368,-0.1,-0.025,0.1,-0.1,-0.00476190476190477,-0.075,-0.0666666666666667,-0.0450110537951363,0.06,-0.0704347826086957,-0.295926312130692,0.0233560090702948,0.0233560090702948,-0.0333333333333333,-0.0671794871794872,-0.0717948717948718,-0.0504513888888889,-0.160112554112554,-0.0224708624708625,0.128571428571429,0.0492997198879552,0.0371785077667431,0.0105820105820106,0.0238095238095238,0.00204897551224387,0.021968253968254,-0.0184502474825056,0.0714285714285714,-0.0788985697846457,0.0671931603908792,-0.274944319191091,0.04,0.0418785913409569,0.0908603112206519,0.0208909370199693,0.111000645990983,0.113900844890802,0.116339869281046,0.116339869281046,0.116339869281046,0.11996709580868,0,0.123703703703704,0.1,0.123703703703704,0.123703703703704,-0.0901324166030048,0.12,0.0851893939393939
"ERK",0.111747354022748,-0.146428571428571,0.0988529014844804,0.104280447821247,0.109856655999685,-0.109646612606677,0.0719298245614035,-0.110564043799338,-0.171428571428571,0.0666666666666667,-0.0894207650273224,-0.107034632034632,0.168745877639081,-0.0581973444617702,0.0127586206896552,-0.0523477622890682,-0.168495714270365,0.024010769098626,0.024010769098626,0.125641025641026,0.147639933783452,0.146808908852704,0.154498223347899,0.280669841295198,0.313657320427071,-0.0723809523809524,-0.0741887155298711,-0.0697931111342668,0.0773442369650377,-0.0639697374276814,0.1023001993151,0.025831637249341,0.087678583469597,0.0746666666666667,0.30729122687184,-0.168081933734317,0.342784428991326,-0.0276522377109318,0.0704380994973423,0.0128187093209829,0.0796168434586949,-0.189645998977488,0.0427366582812127,0.0432867132867133,0.0432867132867133,0.0432867132867133,-0.10698878115458,0.126666666666667,-0.100950803582383,-0.0666666666666667,-0.103457069246543,-0.0956876456876457,0.171802486202507,-0.0935897435897436,0.189799716496916
"MEK",0.102479061339821,-0.171428571428571,0.0719298245614035,0.109856655999685,0.100950803582383,-0.110564043799338,0.0666666666666667,-0.107034632034632,-0.1,0,-0.0746666666666667,-0.146428571428571,0.162920634920635,-0.0523477622890682,0.03,0.0276522377109318,-0.169577770176587,0.0241682494135866,0.0241682494135866,0.133333333333333,0.146808908852704,0.125641025641026,0.154498223347899,0.278034612446377,0.317278490343506,-0.0866666666666667,-0.0639697374276814,-0.0741887155298711,0.0902593661163292,-0.0723809523809524,0.114245591806567,0.0142037302725969,0.0773442369650377,0.126666666666667,0.308217152797766,-0.17086257225131,0.343639129846026,-0.0127586206896552,0.0796168434586949,0.00579127602522939,0.0894207650273224,-0.193785833384112,0.0432867132867133,0.0569375069375069,0.0569375069375069,0.0569375069375069,-0.104280447821247,0.166666666666667,-0.0988529014844804,-0.0666666666666667,-0.0956876456876457,-0.0935897435897436,0.167880917575056,-0.0666666666666667,0.195703440384291
"SHH",0.314285714285714,0,0.1,0.17,0.15,0.15,0.1,0.1,0,0,-0.1,0,-0.05,0.12,0,0.1,0.288352490421456,0.025,0.025,0.1,0.233333333333333,0.2,0.134285714285714,0.025,-0.08,0.2,0.166666666666667,0.166666666666667,0.0666666666666667,0.166666666666667,0.0666666666666667,0.05,0.1,0.2,-0.1,0.0880555555555556,-0.075,-0.1,-0.0133333333333333,-0.0277922077922078,0.0666666666666667,-0.0898924731182796,-0.223076923076923,-0.2,-0.2,-0.2,-0.136666666666667,0.2,-0.2,0,-0.05,-0.1,-0.116666666666667,0,-0.0128205128205128
"Csl",-0.215340651612054,-0.0777777777777778,-0.167552447552448,-0.167742028963403,-0.166673326673327,-0.0832041343669251,-0.158461538461538,-0.0560723514211886,0,-0.12,-0.044683257918552,-0.0444444444444444,-0.10783638697631,-0.0759627329192546,-0.04,-0.0585714285714286,-0.345543063646345,0.0301924360103558,0.0301924360103558,-0.128387096774194,-0.135564130267017,-0.131018675721562,-0.113359269731372,-0.193081125025055,-0.0306298186713045,0.0404444444444444,0.0521970641280278,0.0510632772799552,-0.0204385063377869,0.0630250896057348,0.0716781428290379,0.0180986887508627,-0.0187718396711202,0.0211538461538462,-0.0956541284802155,0.068852792931448,-0.306048746528645,0.0757142857142857,0.0504581930316407,0.102777130359406,0.0651133654454338,0.154659286032448,0.156384457694758,0.157119751812406,0.157119751812406,0.157119751812406,0.16048073679645,0.075,0.175244755244755,0.158461538461538,0.16567072712234,0.172928791638469,-0.0915909242192819,0.167552447552448,0.0907219992408888
"PAK1",-0.151551569228863,-0.075,-0.123703703703704,-0.11996709580868,-0.118485614327198,-0.0561890838206628,-0.12,-0.0302631578947368,0,-0.1,-0.0208909370199693,-0.025,-0.0874587458745874,-0.059677720461803,-0.04,-0.0450110537951363,-0.295202984825086,0.033966941546179,0.033966941546179,-0.0717948717948718,-0.0660805860805861,-0.0671794871794872,-0.0565863582140423,-0.154134293242989,-0.0197084315316359,0.0238095238095238,0.0371785077667431,0.0349927154170163,-0.0184502474825056,0.0492997198879552,-0.0229510244877561,0.021968253968254,-0.0165147636115378,0.00476190476190477,-0.0862971378037388,0.0657398731936474,-0.269427077811781,0.0704347826086957,0.0238785913409569,0.0929655743785466,0.0418785913409569,0.109352294342631,0.111173572163529,0.113900844890802,0.113900844890802,0.113900844890802,0.114587785463852,0.0714285714285714,0.126406406406406,0.12,0.11736224028907,0.123703703703704,-0.087086731323817,0.123703703703704,0.0793712121212121
"LIV1",-0.151551569228863,-0.075,-0.123703703703704,-0.11996709580868,-0.118485614327198,-0.0561890838206628,-0.12,-0.0302631578947368,0,-0.1,-0.0208909370199693,-0.025,-0.0874587458745874,-0.059677720461803,-0.04,-0.0450110537951363,-0.295202984825086,0.033966941546179,0.033966941546179,-0.0717948717948718,-0.0660805860805861,-0.0671794871794872,-0.0565863582140423,-0.154134293242989,-0.0197084315316359,0.0238095238095238,0.0371785077667431,0.0349927154170163,-0.0184502474825056,0.0492997198879552,-0.0229510244877561,0.021968253968254,-0.0165147636115378,0.00476190476190477,-0.0862971378037388,0.0657398731936474,-0.269427077811781,0.0704347826086957,0.0238785913409569,0.0929655743785466,0.0418785913409569,0.109352294342631,0.111173572163529,0.113900844890802,0.113900844890802,0.113900844890802,0.114587785463852,0.0714285714285714,0.126406406406406,0.12,0.11736224028907,0.123703703703704,-0.087086731323817,0.123703703703704,0.0793712121212121
"SOSGRB2",0.0908278327832783,0,0.0714285714285714,0.0914590824888308,0.0946169772256729,-0.002046783625731,0,-0.0187134502923977,0,0,-0.216666666666667,-0.0555555555555556,0.289166666666667,0.168448968448968,0.180952380952381,0.156327756327756,-0.219662938388706,0.0368796992481203,0.0368796992481203,0.327272727272727,0.325864276568502,0.327272727272727,0.258347806932077,0.205913043478261,0.241703216374269,-0.0642857142857143,-0.0627472527472527,-0.0577827137401605,0.212688172043011,-0.0742857142857143,0.230587121212121,0.0497368421052632,0.206394465749304,0.266666666666667,0.172186211798152,-0.167543372985282,0.226190476190476,-0.16984126984127,0.208621412109784,0.0282768312969655,0.192342342342342,-0.182061191061191,-0.211864406779661,-0.211864406779661,-0.211864406779661,-0.211864406779661,-0.101592925701068,0.2,-0.0670807453416149,0,-0.0906314699792961,-0.0630952380952381,0.154041474305608,-0.0714285714285714,0.0718078181752796
"TWIST1",-0.309765557023622,-0.25,-0.256349206349206,-0.260159252830135,-0.265825409032279,-0.307831998509965,-0.228571428571429,-0.302747252747253,-0.2,-0.2,-0.284888888888889,-0.288461538461538,-0.269813608715211,-0.25921525097624,-0.22,-0.256727688787185,0.0419818739937647,0.041581932810003,0.041581932810003,-0.145925925925926,-0.18869322152341,-0.179259259259259,-0.157272517582638,-0.209921906214812,0.00939030286856374,0.0866666666666667,0.0894683908045977,0.0874182769093813,0.0836245336245336,0.0832183908045977,0.0792140063326504,0.029716489472587,0.0773539065618273,0.288888888888889,0.0386306833323084,0.205477482469825,0.0177617862257772,0.23304347826087,0.299127366518958,0.128990450419307,0.291738203957382,0.264911414487024,0.252088663843016,0.250376335075892,0.250376335075892,0.250376335075892,0.259066670886489,0.233333333333333,0.260604525498143,0.228571428571429,0.267212364243943,0.261612364243943,0.0777713726723264,0.256349206349206,0.1341463094925
"GLI",-0.147264492753623,-0.122222222222222,-0.116774193548387,-0.11936668096005,-0.115470577063946,-0.0970510353264113,-0.12,-0.0751760353264113,-0.0666666666666667,-0.1,-0.195332080200501,-0.0853801169590643,-0.267073899551776,-0.121013489273158,-0.105714285714286,-0.113831168831169,-0.279859720547038,0.0464450418160096,0.0464450418160096,-0.0212908930150309,-0.0237908930150309,-0.0237908930150309,0.0150816873567414,-0.141227766762571,-0.0965547659887283,0.105,0.122219692040772,0.11916086851136,0.0655945163218921,0.129137931034483,0.0662872356845192,0.0378189618189618,0.064513435240811,0.200595238095238,-0.103923973532759,0.0784656988149095,-0.238894586343309,0.130714285714286,0.203839680771594,0.0839362983168564,0.211658610812746,0.115430602368463,0.144550286659539,0.14554038566944,0.14554038566944,0.14554038566944,0.114166441868598,0.238095238095238,0.124091266719119,0.24,0.135422503936372,0.242656546489564,-0.0901136324975334,0.236774193548387,-0.0169075842135203
"RAS",-0.090935441370224,-0.1,-0.05,-0.0741089823818234,-0.0602628285356696,-0.161111111111111,-0.1,-0.166666666666667,-0.1,0,0.0333333333333333,-0.2,-0.0913419913419914,-0.183302373581011,-0.18,-0.185263157894737,0.199768030900547,0.0473122238586156,0.0473122238586156,-0.2,-0.232770605759682,-0.215789473684211,-0.0886181746501084,-0.0624877250409165,-0.0755408805031446,-0.1,-0.0941176470588235,-0.0891671520093186,-0.0406926406926407,-0.1,-0.0490118577075099,0.0607142857142857,-0.0406926406926407,0,0.0579252704031465,-0.00158111553800264,0.0322222222222222,0.18,-0.0312994350282486,0.0677296305203282,-0.0533333333333333,0.0292802918566939,0.213717948717949,0.304102564102564,0.304102564102564,0.304102564102564,0.0636273959795572,-0.1,0.0794117647058824,0.1,0.058578431372549,0.0794117647058824,0.0759384615384615,0.05,0.0702067183462532
"Jagged",-0.182857142857143,0,-0.1,-0.167552447552448,-0.158461538461538,-0.0777777777777778,0,0,0,0,0,0.1,-0.1,-0.04,0.1,0.06,-0.329989944695827,0.0502415458937198,0.0502415458937198,0,0.02,0.02,-0.114632034632035,-0.179,-0.0102564102564102,0,0.0444444444444444,0.0404444444444444,-0.0333333333333333,0.1,0.0666666666666667,0.0111111111111111,-0.0190476190476191,-0.1,-0.108333333333333,0.0828771929824561,-0.284285714285714,0,0.0211538461538462,0.100200772200772,0.075,0.164475946588623,0.129090909090909,0.12,0.12,0.12,0.175244755244755,0,0.12,0,0.158461538461538,0.12,-0.0921212121212121,0.1,0.0977011494252874
"AXIN2",0.239995308615506,-0.188888888888889,-0.172248062015504,-0.149886847273006,-0.162430809758352,-0.192463768115942,-0.146666666666667,-0.194685990338164,-0.133333333333333,-0.166666666666667,-0.148168498168498,-0.184541062801932,-0.0594950911640954,-0.168662008179863,-0.153333333333333,-0.172799939214345,-0.192266385596191,0.0685691668560499,0.0685691668560499,-0.15859649122807,-0.169696877328456,-0.176453634085213,-0.137010926793535,-0.0149765830293214,0.117936015597306,-0.0904166666666667,-0.088810635857096,-0.093761130906601,0.0506786289394985,-0.0941203703703704,0.0404122319943821,0.0584431103796934,0.0443294225902922,0.157692307692308,0.1324860276333,-0.0665866580080867,0.117138536716991,0.160650406504065,0.149081847114634,0.156285728446638,0.155311355311355,0.108481666382962,0.207637310585639,0.213411588800862,0.213411588800862,0.213411588800862,0.154945213031761,0.15,0.153282544774125,0.146666666666667,0.162716507038276,0.153282544774125,0.150656173437355,0.172248062015504,0.171263549062176
